house_sales_sale_month,house_sales_parcel_id_hash,house_sales_property_type_code,house_sales_sale_price_usd,house_sales_sale_price_per_sqft,house_sales_days_on_market,house_sales_list_to_sale_ratio,house_sales_mortgage_rate_at_sale,house_sales_loan_to_value_pct,house_sales_down_payment_pct,house_sales_buyer_type_code,house_sales_seller_type_code,house_sales_cash_sale_flag,house_sales_new_construction_flag,house_sales_renovation_flag,house_sales_assessed_value_usd,house_sales_taxable_value_usd,house_sales_school_quality_index,house_sales_neighborhood_walkscore,house_sales_recording_document_type
2137-06,PARC0000001554,CONDO,335377,501.31,118,91.53,8.26,61.64,38.36,INSTITUTIONAL,ESTATE,1,0,0,323790,290367,9.3,64.6,FORECLOSURE_DEED
2137-07,PARC0000001555,MULTIFAMILY_2_4,546536,263.39,186,95.64,7.087,79.0,21.0,RELOCATING,INDIVIDUAL,0,1,0,546103,474791,7.8,25.8,SHERIFF_DEED
2137-08,PARC0000001556,SFH,598585,196.0,67,91.79,3.375,70.91,29.09,OWNER_OCCUPANT,INVESTOR,0,0,0,461545,359841,5.8,39.2,WARRANTY_DEED
2137-09,PARC0000001557,MANUFACTURED,455725,93.56,15,91.58,6.537,77.18,22.82,OWNER_OCCUPANT,BUILDER,0,0,0,354141,299401,6.1,84.5,FORECLOSURE_DEED
2137-10,PARC0000001558,MULTIFAMILY_2_4,180700,39.7,56,102.51,5.186,61.75,38.25,INSTITUTIONAL,INDIVIDUAL,0,0,0,167692,148749,3.5,48.2,WARRANTY_DEED
2137-11,PARC0000001559,MULTIFAMILY_2_4,363644,154.09,68,91.44,5.035,88.32,11.68,INVESTOR,ESTATE,0,1,0,344759,330249,1.6,88.0,FORECLOSURE_DEED
2137-12,PARC0000001560,CONDO,421688,113.82,119,86.27,3.605,91.42,8.58,FIRST_TIME,INVESTOR,0,1,0,344957,314665,3.2,93.6,FORECLOSURE_DEED
2138-01,PARC0000001561,SFH,184021,174.76,182,108.39,8.495,58.31,41.69,INSTITUTIONAL,BUILDER,0,0,0,159398,156485,6.6,0.4,WARRANTY_DEED
2138-02,PARC0000001562,MULTIFAMILY_2_4,225499,84.27,51,109.28,6.213,66.0,34.0,OWNER_OCCUPANT,INVESTOR,0,0,0,192124,165687,3.7,3.9,QUITCLAIM
2138-03,PARC0000001563,MANUFACTURED,305902,83.37,13,92.93,3.519,52.05,47.95,INSTITUTIONAL,INDIVIDUAL,0,0,0,303838,272358,3.9,36.6,QUITCLAIM
2138-04,PARC0000001564,MULTIFAMILY_2_4,188903,58.98,146,100.32,5.157,85.8,14.2,INVESTOR,INVESTOR,0,0,0,184905,141851,7.6,58.1,QUITCLAIM
2138-05,PARC0000001565,CONDO,493074,118.58,186,100.25,3.872,95.96,4.04,OWNER_OCCUPANT,INDIVIDUAL,1,0,0,371643,313466,4.5,78.6,TRUST_DEED
2138-06,PARC0000001566,MULTIFAMILY_2_4,505771,206.1,130,93.51,5.879,82.36,17.64,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,429770,371937,8.3,59.1,FORECLOSURE_DEED
2138-07,PARC0000001567,CONDO,144292,31.21,44,87.67,6.222,81.87,18.13,INVESTOR,INDIVIDUAL,0,0,0,141095,128769,7.1,77.5,FORECLOSURE_DEED
2138-08,PARC0000001568,MULTIFAMILY_5P,212616,67.8,67,86.9,2.578,56.16,43.84,RELOCATING,ESTATE,1,0,0,171099,135219,6.9,48.8,WARRANTY_DEED
2138-09,PARC0000001569,CONDO,392496,592.89,33,111.52,8.541,62.04,37.96,RELOCATING,BANK_REO,0,0,0,341801,293316,1.7,19.4,QUITCLAIM
2138-10,PARC0000001570,CONDO,618214,191.28,36,93.68,2.802,60.87,39.13,RELOCATING,INVESTOR,0,0,0,575690,451062,2.9,76.4,QUITCLAIM
2138-11,PARC0000001571,MANUFACTURED,278969,72.46,195,95.22,4.099,53.13,46.87,INVESTOR,INDIVIDUAL,0,0,0,259642,248709,1.3,58.4,QUITCLAIM
2138-12,PARC0000001572,MULTIFAMILY_5P,510317,432.11,186,98.98,7.024,64.93,35.07,INVESTOR,ESTATE,0,1,0,505110,457472,7.0,35.4,FORECLOSURE_DEED
2139-01,PARC0000001573,SFH,457814,201.24,52,97.29,3.328,67.11,32.89,FIRST_TIME,INVESTOR,0,0,0,424921,415726,5.8,18.6,TRUST_DEED
2139-02,PARC0000001574,CONDO,244450,283.58,185,108.5,4.9,63.29,36.71,FIRST_TIME,INVESTOR,0,0,0,250384,220759,9.1,2.6,FORECLOSURE_DEED
2139-03,PARC0000001575,MANUFACTURED,428742,367.39,105,100.26,2.956,88.44,11.56,INSTITUTIONAL,INDIVIDUAL,0,0,0,440910,347423,7.4,35.4,FORECLOSURE_DEED
2139-04,PARC0000001576,SFH,499778,353.7,48,98.23,6.097,56.15,43.85,FIRST_TIME,BANK_REO,0,0,0,472309,385548,8.4,37.0,FORECLOSURE_DEED
2139-05,PARC0000001577,MULTIFAMILY_5P,266750,240.53,111,98.07,4.655,61.0,39.0,RELOCATING,BANK_REO,0,0,0,203385,187864,1.4,18.0,TRUST_DEED
2139-06,PARC0000001578,TOWNHOME,250431,244.56,149,106.04,7.17,62.68,37.32,RELOCATING,INVESTOR,1,0,1,213201,194076,8.9,99.8,QUITCLAIM
2139-07,PARC0000001579,SFH,261659,132.28,186,88.79,7.612,87.91,12.09,INSTITUTIONAL,BANK_REO,0,0,1,201661,188620,7.5,74.1,WARRANTY_DEED
2139-08,PARC0000001580,MANUFACTURED,217449,90.0,141,96.59,4.298,82.2,17.8,FIRST_TIME,BANK_REO,0,0,0,195681,166876,2.7,86.3,SHERIFF_DEED
2139-09,PARC0000001581,SFH,514248,386.36,127,88.34,2.756,70.48,29.52,OWNER_OCCUPANT,ESTATE,0,0,1,396318,387902,5.0,33.1,WARRANTY_DEED
2139-10,PARC0000001582,MANUFACTURED,200414,59.07,166,90.38,3.871,83.28,16.72,INVESTOR,INVESTOR,0,1,0,172137,143122,3.7,15.7,TRUST_DEED
2139-11,PARC0000001583,SFH,471130,118.11,105,98.27,6.802,83.65,16.35,RELOCATING,BUILDER,0,0,1,461986,417911,7.7,86.7,SHERIFF_DEED
2139-12,PARC0000001584,TOWNHOME,171760,155.16,111,109.25,5.867,94.85,5.15,RELOCATING,INDIVIDUAL,0,0,0,142835,123216,1.3,88.5,FORECLOSURE_DEED
2140-01,PARC0000001585,MULTIFAMILY_5P,2947328,652.21,19,90.16,6.042,69.06,30.94,FIRST_TIME,BANK_REO,0,0,0,2534736,2325750,6.4,39.7,FORECLOSURE_DEED
2140-02,PARC0000001586,TOWNHOME,289448,121.67,22,100.15,8.542,86.24,13.76,INVESTOR,INVESTOR,0,0,0,234790,180592,9.0,60.6,QUITCLAIM
2140-03,PARC0000001587,MULTIFAMILY_5P,823007,1314.71,71,108.8,3.089,94.51,5.49,FIRST_TIME,INVESTOR,0,0,0,728420,557750,8.6,58.0,WARRANTY_DEED
2140-04,PARC0000001588,MANUFACTURED,123220,32.35,133,99.78,6.804,88.72,11.28,FIRST_TIME,ESTATE,0,0,0,94486,89001,8.9,29.7,SHERIFF_DEED
2140-05,PARC0000001589,MULTIFAMILY_5P,697809,188.39,167,108.23,7.665,83.84,16.16,FIRST_TIME,BANK_REO,0,0,1,563917,489933,8.4,54.7,QUITCLAIM
2140-06,PARC0000001590,MULTIFAMILY_5P,375485,317.4,125,98.15,5.698,57.63,42.37,INVESTOR,INDIVIDUAL,1,0,0,284887,284581,7.7,72.9,WARRANTY_DEED
2140-07,PARC0000001591,CONDO,166832,48.08,189,98.81,5.727,74.97,25.03,INSTITUTIONAL,BUILDER,0,0,0,144565,133761,2.2,56.8,FORECLOSURE_DEED
2140-08,PARC0000001592,TOWNHOME,243689,66.87,214,98.42,4.537,85.72,14.28,OWNER_OCCUPANT,BANK_REO,1,0,0,235485,217011,5.9,40.7,WARRANTY_DEED
2140-09,PARC0000001593,TOWNHOME,268567,60.07,169,105.91,7.235,52.61,47.39,FIRST_TIME,INVESTOR,1,0,1,199502,162165,5.9,16.0,WARRANTY_DEED
2140-10,PARC0000001594,MANUFACTURED,364402,172.78,160,98.78,3.541,71.2,28.8,INVESTOR,BUILDER,0,0,0,372521,296590,1.1,11.4,WARRANTY_DEED
2140-11,PARC0000001595,CONDO,145504,34.37,72,101.04,6.397,88.43,11.57,INVESTOR,INDIVIDUAL,1,1,0,120108,112131,7.7,49.2,SHERIFF_DEED
2140-12,PARC0000001596,MULTIFAMILY_5P,191192,112.66,37,106.81,6.721,76.43,23.57,FIRST_TIME,INDIVIDUAL,0,0,0,147983,117346,8.6,18.9,WARRANTY_DEED
2141-01,PARC0000001597,CONDO,208957,98.43,127,108.17,5.365,82.3,17.7,FIRST_TIME,INDIVIDUAL,0,0,0,201483,187480,9.1,68.3,QUITCLAIM
2141-02,PARC0000001598,SFH,492350,98.61,101,92.98,6.574,93.58,6.42,RELOCATING,BANK_REO,0,0,0,431228,374070,7.1,27.7,QUITCLAIM
2141-03,PARC0000001599,CONDO,61825,16.53,137,107.46,5.416,75.81,24.19,INVESTOR,INVESTOR,0,0,0,44168,35628,4.3,20.3,FORECLOSURE_DEED
2141-04,PARC0000001600,MULTIFAMILY_5P,286314,61.93,110,85.94,3.013,78.13,21.87,FIRST_TIME,INDIVIDUAL,0,0,0,288925,226321,4.5,34.3,SHERIFF_DEED
2141-05,PARC0000001601,SFH,282381,85.44,8,86.58,3.443,89.53,10.47,INVESTOR,INDIVIDUAL,0,0,0,281987,233787,6.1,72.3,FORECLOSURE_DEED
2141-06,PARC0000001602,MANUFACTURED,624826,178.06,118,104.98,4.81,74.76,25.24,OWNER_OCCUPANT,ESTATE,0,0,0,525423,443934,9.4,67.1,SHERIFF_DEED
2141-07,PARC0000001603,TOWNHOME,199380,38.52,4,91.59,4.844,67.9,32.1,FIRST_TIME,INDIVIDUAL,0,1,0,176879,164739,7.6,64.2,SHERIFF_DEED
2141-08,PARC0000001604,SFH,138482,44.53,218,108.72,2.917,59.56,40.44,INVESTOR,ESTATE,0,1,0,108147,102495,9.3,82.4,WARRANTY_DEED
2141-09,PARC0000001605,TOWNHOME,202585,118.89,177,92.71,7.057,63.89,36.11,INVESTOR,BUILDER,0,0,0,207303,155623,9.0,50.5,SHERIFF_DEED
2141-10,PARC0000001606,MANUFACTURED,253657,151.44,184,102.19,2.294,96.23,3.77,OWNER_OCCUPANT,BUILDER,0,0,0,181983,157169,5.6,46.8,WARRANTY_DEED
2141-11,PARC0000001607,MULTIFAMILY_5P,202702,228.78,194,89.73,5.953,94.24,5.76,RELOCATING,INDIVIDUAL,0,1,1,165094,129311,4.9,87.3,QUITCLAIM
2141-12,PARC0000001608,SFH,213976,70.9,45,105.67,4.945,79.22,20.78,INSTITUTIONAL,INVESTOR,0,0,0,178661,147155,5.4,45.0,WARRANTY_DEED
2142-01,PARC0000001609,MULTIFAMILY_2_4,435223,86.3,32,88.77,2.892,80.15,19.85,FIRST_TIME,INVESTOR,0,0,1,349400,342672,6.5,49.5,FORECLOSURE_DEED
2142-02,PARC0000001610,MANUFACTURED,128528,61.61,218,85.38,5.992,86.86,13.14,OWNER_OCCUPANT,ESTATE,0,0,0,130854,118109,2.3,17.1,QUITCLAIM
2142-03,PARC0000001611,CONDO,383309,158.07,150,88.05,5.717,57.15,42.85,INVESTOR,INVESTOR,0,0,0,316643,275053,7.0,84.8,SHERIFF_DEED
2142-04,PARC0000001612,TOWNHOME,521287,133.7,139,88.73,6.276,58.29,41.71,INSTITUTIONAL,INDIVIDUAL,0,0,0,505907,473913,5.9,95.0,SHERIFF_DEED
2142-05,PARC0000001613,MANUFACTURED,187349,64.12,140,109.45,4.274,94.74,5.26,FIRST_TIME,INVESTOR,0,1,0,150366,147456,6.2,86.8,SHERIFF_DEED
2142-06,PARC0000001614,MULTIFAMILY_5P,646120,642.91,105,98.69,3.727,60.43,39.57,FIRST_TIME,BANK_REO,0,1,0,546324,519921,1.3,48.6,WARRANTY_DEED
2142-07,PARC0000001615,MULTIFAMILY_5P,746399,146.15,159,88.7,5.756,54.03,45.97,FIRST_TIME,INDIVIDUAL,0,0,0,606009,479006,4.2,83.1,TRUST_DEED
2142-08,PARC0000001616,TOWNHOME,138134,182.48,178,86.27,5.8,78.58,21.42,FIRST_TIME,BANK_REO,0,0,0,109576,91497,2.3,85.0,FORECLOSURE_DEED
2142-09,PARC0000001617,MULTIFAMILY_5P,411089,89.29,47,107.78,4.057,92.46,7.54,RELOCATING,INDIVIDUAL,0,0,0,338481,286772,2.6,77.3,FORECLOSURE_DEED
2142-10,PARC0000001618,MANUFACTURED,350414,76.66,202,91.94,6.553,87.21,12.79,INVESTOR,BUILDER,0,1,0,324565,262067,7.1,91.1,FORECLOSURE_DEED
2142-11,PARC0000001619,SFH,94522,85.46,169,94.76,4.161,67.52,32.48,INSTITUTIONAL,INDIVIDUAL,0,1,0,98298,76128,7.5,57.9,WARRANTY_DEED
2142-12,PARC0000001620,CONDO,197076,126.09,21,95.71,3.439,81.63,18.37,INVESTOR,INVESTOR,0,0,0,204120,177166,1.1,27.9,QUITCLAIM
2143-01,PARC0000001621,CONDO,321358,148.71,87,100.59,8.319,70.37,29.63,RELOCATING,ESTATE,0,0,0,336582,281828,9.7,61.7,SHERIFF_DEED
2143-02,PARC0000001622,MULTIFAMILY_5P,505016,160.12,151,97.28,6.256,61.51,38.49,INSTITUTIONAL,BUILDER,0,0,0,464584,374308,5.5,70.6,QUITCLAIM
2143-03,PARC0000001623,MULTIFAMILY_2_4,1286637,885.5,121,93.87,8.314,57.1,42.9,INVESTOR,BUILDER,0,0,1,1090659,1048174,4.1,7.9,FORECLOSURE_DEED
2143-04,PARC0000001624,CONDO,1441326,361.87,98,109.57,6.862,85.02,14.98,INSTITUTIONAL,INDIVIDUAL,0,0,0,1102575,1069088,7.7,93.4,FORECLOSURE_DEED
2143-05,PARC0000001625,TOWNHOME,278550,206.03,204,106.34,3.538,57.65,42.35,FIRST_TIME,INVESTOR,0,0,0,199390,187333,7.3,13.0,QUITCLAIM
2143-06,PARC0000001626,TOWNHOME,149915,97.86,153,88.63,7.078,64.72,35.28,INSTITUTIONAL,INDIVIDUAL,0,0,1,119902,118118,5.2,19.6,SHERIFF_DEED
2143-07,PARC0000001627,TOWNHOME,331549,79.28,138,103.82,5.25,63.14,36.86,RELOCATING,BUILDER,1,0,1,330308,290603,7.1,5.3,FORECLOSURE_DEED
2143-08,PARC0000001628,MULTIFAMILY_2_4,1133491,395.36,83,105.19,7.442,54.71,45.29,INVESTOR,ESTATE,0,1,0,798665,790629,9.4,8.1,WARRANTY_DEED
2143-09,PARC0000001629,CONDO,189649,63.32,158,105.06,2.361,64.18,35.82,RELOCATING,INDIVIDUAL,0,0,0,135853,106905,3.4,7.6,TRUST_DEED
2143-10,PARC0000001630,MANUFACTURED,420495,516.58,212,100.46,5.946,85.34,14.66,FIRST_TIME,ESTATE,0,0,0,314991,247053,4.6,77.7,FORECLOSURE_DEED
2143-11,PARC0000001631,MULTIFAMILY_5P,191158,152.2,85,87.36,6.119,86.26,13.74,INVESTOR,BUILDER,1,0,0,185754,145730,7.0,19.7,TRUST_DEED
2143-12,PARC0000001632,MULTIFAMILY_5P,348496,90.1,40,95.66,5.993,54.86,45.14,INVESTOR,INVESTOR,0,0,0,327021,314084,7.5,92.7,WARRANTY_DEED
2144-01,PARC0000001633,CONDO,385021,82.68,139,90.57,2.626,58.79,41.21,RELOCATING,INDIVIDUAL,0,0,0,303084,253486,1.9,52.5,TRUST_DEED
2144-02,PARC0000001634,MANUFACTURED,122897,26.35,171,88.06,5.447,62.75,37.25,OWNER_OCCUPANT,INVESTOR,0,0,0,102064,94859,2.8,3.6,WARRANTY_DEED
2144-03,PARC0000001635,TOWNHOME,213862,66.35,213,90.27,7.789,86.5,13.5,INVESTOR,ESTATE,0,0,0,213830,186882,9.8,83.7,QUITCLAIM
2144-04,PARC0000001636,SFH,710598,313.59,21,103.34,6.472,75.7,24.3,INVESTOR,BUILDER,0,1,0,624389,583778,7.6,37.4,FORECLOSURE_DEED
2144-05,PARC0000001637,SFH,328693,92.82,138,99.23,8.39,64.01,35.99,INVESTOR,ESTATE,0,1,0,301014,265484,3.6,31.7,WARRANTY_DEED
2144-06,PARC0000001638,TOWNHOME,355897,118.28,103,97.73,5.847,91.33,8.67,OWNER_OCCUPANT,ESTATE,0,1,0,354784,293624,2.1,49.9,QUITCLAIM
2144-07,PARC0000001639,MANUFACTURED,254162,115.21,6,111.6,4.262,78.92,21.08,INSTITUTIONAL,ESTATE,0,0,0,239345,186403,8.3,39.7,FORECLOSURE_DEED
2144-08,PARC0000001640,MULTIFAMILY_5P,221109,149.3,68,88.8,5.013,69.11,30.89,RELOCATING,ESTATE,1,0,0,168392,160949,3.7,90.6,QUITCLAIM
2144-09,PARC0000001641,SFH,464581,127.91,142,86.64,4.67,50.34,49.66,INVESTOR,BANK_REO,0,0,0,459625,349053,7.3,20.3,TRUST_DEED
2144-10,PARC0000001642,SFH,1075241,375.3,34,102.31,3.567,75.98,24.02,RELOCATING,BUILDER,0,1,1,1083428,985577,4.5,29.3,TRUST_DEED
2144-11,PARC0000001643,MANUFACTURED,192651,264.99,165,109.67,5.034,60.06,39.94,OWNER_OCCUPANT,BUILDER,1,0,0,135058,131835,1.1,39.1,WARRANTY_DEED
2144-12,PARC0000001644,CONDO,220111,91.18,201,111.85,8.003,59.16,40.84,INSTITUTIONAL,BANK_REO,1,0,0,226030,185107,8.2,54.2,TRUST_DEED
2145-01,PARC0000001645,MULTIFAMILY_5P,687174,523.36,154,91.05,6.812,69.82,30.18,FIRST_TIME,ESTATE,0,0,0,657682,649421,4.0,6.1,QUITCLAIM
2145-02,PARC0000001646,MULTIFAMILY_5P,422214,100.05,114,90.38,2.349,56.19,43.81,INSTITUTIONAL,INVESTOR,0,1,0,409120,404191,3.0,21.5,SHERIFF_DEED
2145-03,PARC0000001647,MULTIFAMILY_5P,218200,169.02,72,85.91,4.346,62.76,37.24,INSTITUTIONAL,BUILDER,0,0,0,218777,172095,8.2,21.6,QUITCLAIM
2145-04,PARC0000001648,SFH,237804,57.78,75,104.66,3.622,93.88,6.12,FIRST_TIME,INVESTOR,0,0,0,217132,216274,9.7,75.6,WARRANTY_DEED
2145-05,PARC0000001649,TOWNHOME,270314,63.13,67,88.81,5.136,55.43,44.57,OWNER_OCCUPANT,ESTATE,0,1,0,235712,226347,6.8,12.6,QUITCLAIM
2145-06,PARC0000001650,TOWNHOME,543258,116.11,74,85.09,4.019,80.01,19.99,OWNER_OCCUPANT,BUILDER,0,0,0,522280,440573,4.7,95.2,TRUST_DEED
2145-07,PARC0000001651,MULTIFAMILY_5P,432322,153.74,53,100.63,6.502,88.51,11.49,FIRST_TIME,BUILDER,0,1,0,415459,374812,8.3,1.9,QUITCLAIM
2145-08,PARC0000001652,MANUFACTURED,192709,48.14,181,108.52,4.745,77.65,22.35,RELOCATING,INDIVIDUAL,0,0,1,175620,172587,3.0,50.7,FORECLOSURE_DEED
2145-09,PARC0000001653,MANUFACTURED,186522,71.25,58,100.88,5.091,56.76,43.24,RELOCATING,INVESTOR,0,0,0,174763,162889,8.1,14.5,WARRANTY_DEED
2145-10,PARC0000001654,CONDO,252695,83.04,30,102.52,4.655,52.72,47.28,OWNER_OCCUPANT,INVESTOR,0,0,0,193087,149251,4.3,76.8,SHERIFF_DEED
2145-11,PARC0000001655,MANUFACTURED,203216,49.56,157,104.35,7.453,69.0,31.0,RELOCATING,INDIVIDUAL,0,0,0,179435,174041,8.1,27.4,QUITCLAIM
2145-12,PARC0000001656,MANUFACTURED,190717,37.21,215,93.33,5.031,71.54,28.46,RELOCATING,BANK_REO,1,1,0,151436,121683,7.9,14.5,SHERIFF_DEED
2146-01,PARC0000001657,MULTIFAMILY_2_4,475878,243.04,74,93.71,7.864,87.43,12.57,INSTITUTIONAL,BANK_REO,0,0,0,348753,315869,2.8,7.4,QUITCLAIM
2146-02,PARC0000001658,MULTIFAMILY_2_4,214758,113.81,144,109.6,7.747,87.33,12.67,INVESTOR,BANK_REO,0,1,0,183592,171202,2.6,44.0,TRUST_DEED
2146-03,PARC0000001659,TOWNHOME,744893,514.78,19,94.71,5.788,79.78,20.22,OWNER_OCCUPANT,INDIVIDUAL,0,1,0,521443,494166,6.3,73.5,TRUST_DEED
2146-04,PARC0000001660,SFH,286126,68.45,64,85.81,5.258,64.51,35.49,RELOCATING,INVESTOR,0,0,0,253347,244253,1.6,76.7,TRUST_DEED
2146-05,PARC0000001661,MULTIFAMILY_2_4,234873,67.9,94,110.11,5.989,59.68,40.32,FIRST_TIME,INVESTOR,0,1,0,201310,169384,9.7,51.6,WARRANTY_DEED
2146-06,PARC0000001662,TOWNHOME,276660,71.08,114,93.37,4.803,58.16,41.84,FIRST_TIME,INDIVIDUAL,0,0,0,197318,181676,9.0,42.8,TRUST_DEED
2146-07,PARC0000001663,CONDO,139271,97.94,114,99.2,5.863,67.59,32.41,RELOCATING,BUILDER,0,1,0,115861,113981,5.8,56.1,QUITCLAIM
2146-08,PARC0000001664,MANUFACTURED,545465,175.9,32,101.58,8.512,72.08,27.92,INSTITUTIONAL,ESTATE,0,0,0,473824,427042,9.9,65.5,WARRANTY_DEED
2146-09,PARC0000001665,MANUFACTURED,178837,61.56,215,90.89,2.71,65.29,34.71,RELOCATING,BANK_REO,0,1,0,160662,148686,5.1,44.7,WARRANTY_DEED
2146-10,PARC0000001666,SFH,465586,356.22,71,104.78,3.295,87.34,12.66,RELOCATING,BUILDER,1,0,0,469640,391568,9.6,16.0,WARRANTY_DEED
2146-11,PARC0000001667,MULTIFAMILY_2_4,520296,165.33,127,99.13,2.851,71.37,28.63,FIRST_TIME,BUILDER,0,0,0,500770,495590,8.8,29.4,FORECLOSURE_DEED
2146-12,PARC0000001668,MULTIFAMILY_5P,350488,69.6,38,93.64,7.5,95.87,4.13,INVESTOR,BANK_REO,0,0,0,271681,214940,3.8,20.5,TRUST_DEED
2147-01,PARC0000001669,MANUFACTURED,171484,33.63,79,99.08,5.955,69.44,30.56,INVESTOR,BANK_REO,0,0,0,174530,143569,1.9,7.4,QUITCLAIM
2147-02,PARC0000001670,TOWNHOME,279399,94.74,91,104.98,7.984,58.87,41.13,INSTITUTIONAL,INDIVIDUAL,0,0,0,284050,278847,3.7,94.2,FORECLOSURE_DEED
2147-03,PARC0000001671,SFH,873261,224.14,50,99.28,5.41,72.64,27.36,INVESTOR,ESTATE,0,0,0,756502,745105,7.9,96.9,TRUST_DEED
2147-04,PARC0000001672,SFH,327695,190.96,213,92.24,4.931,85.24,14.76,FIRST_TIME,ESTATE,1,0,0,243462,216328,3.4,6.0,TRUST_DEED
2147-05,PARC0000001673,SFH,246561,80.79,40,103.54,8.436,88.6,11.4,INSTITUTIONAL,BUILDER,1,0,0,219634,183038,5.5,64.6,WARRANTY_DEED
2147-06,PARC0000001674,MULTIFAMILY_5P,195575,119.4,133,87.04,3.016,60.36,39.64,INSTITUTIONAL,BUILDER,0,0,0,203628,181914,8.1,21.1,FORECLOSURE_DEED
2147-07,PARC0000001675,CONDO,237569,282.15,175,105.74,3.038,96.29,3.71,INVESTOR,ESTATE,0,0,0,206771,159650,5.6,25.4,QUITCLAIM
2147-08,PARC0000001676,MULTIFAMILY_2_4,493239,260.15,178,101.85,3.649,80.59,19.41,INSTITUTIONAL,BANK_REO,1,0,0,399431,367769,7.7,57.7,WARRANTY_DEED
2147-09,PARC0000001677,MULTIFAMILY_2_4,462220,213.79,178,109.81,7.285,51.61,48.39,FIRST_TIME,INVESTOR,0,0,1,479841,448169,6.8,10.8,TRUST_DEED
2147-10,PARC0000001678,SFH,282550,140.71,43,85.68,6.82,95.14,4.86,INVESTOR,ESTATE,0,0,0,216932,183038,7.9,69.0,FORECLOSURE_DEED
2147-11,PARC0000001679,SFH,142003,37.94,142,89.4,3.884,76.2,23.8,INSTITUTIONAL,INDIVIDUAL,0,1,1,146166,126080,3.0,27.8,TRUST_DEED
2147-12,PARC0000001680,CONDO,118879,23.92,161,91.87,5.295,55.4,44.6,FIRST_TIME,BUILDER,0,0,1,107805,82056,5.6,2.0,TRUST_DEED
2148-01,PARC0000001681,TOWNHOME,117592,36.12,190,89.73,6.262,59.71,40.29,INSTITUTIONAL,BANK_REO,0,0,0,89419,70476,4.7,78.4,QUITCLAIM
2148-02,PARC0000001682,MANUFACTURED,555897,140.02,139,87.48,5.781,90.5,9.5,FIRST_TIME,BANK_REO,0,0,0,484084,456439,2.8,16.8,FORECLOSURE_DEED
2148-03,PARC0000001683,MULTIFAMILY_2_4,200153,209.58,130,102.81,5.962,59.84,40.16,INSTITUTIONAL,BUILDER,1,0,0,199962,192294,1.3,45.8,SHERIFF_DEED
2148-04,PARC0000001684,MULTIFAMILY_5P,413717,361.32,19,86.92,4.089,68.55,31.45,FIRST_TIME,INVESTOR,0,0,1,413746,314230,9.2,7.1,QUITCLAIM
2148-05,PARC0000001685,SFH,859213,292.65,70,103.35,4.815,80.01,19.99,RELOCATING,ESTATE,0,0,0,702546,563710,4.0,7.2,FORECLOSURE_DEED
2148-06,PARC0000001686,SFH,128553,100.51,167,92.47,3.282,50.99,49.01,FIRST_TIME,BUILDER,0,1,0,124725,122950,2.2,60.4,QUITCLAIM
2148-07,PARC0000001687,TOWNHOME,219835,51.93,14,99.95,6.889,80.12,19.88,INVESTOR,INVESTOR,0,1,0,165813,149801,8.6,47.3,QUITCLAIM
2148-08,PARC0000001688,CONDO,717202,152.4,209,107.04,6.713,93.49,6.51,INVESTOR,BUILDER,1,0,0,560238,493212,8.5,3.6,SHERIFF_DEED
2148-09,PARC0000001689,MULTIFAMILY_5P,621096,237.69,142,95.04,5.941,51.26,48.74,INVESTOR,BANK_REO,1,0,0,524101,499713,6.6,62.7,WARRANTY_DEED
2148-10,PARC0000001690,SFH,322883,102.44,155,109.25,7.63,57.25,42.75,RELOCATING,INDIVIDUAL,0,1,1,309143,258216,1.1,11.3,TRUST_DEED
2148-11,PARC0000001691,MULTIFAMILY_2_4,273337,75.24,140,96.6,7.986,91.93,8.07,FIRST_TIME,BANK_REO,1,0,0,198829,171984,9.2,71.9,SHERIFF_DEED
2148-12,PARC0000001692,CONDO,134697,37.32,121,111.78,6.428,78.11,21.89,RELOCATING,INVESTOR,1,0,0,117383,88634,4.0,97.9,WARRANTY_DEED
2149-01,PARC0000001693,MULTIFAMILY_5P,212234,352.55,201,90.56,4.308,94.61,5.39,OWNER_OCCUPANT,BUILDER,1,0,0,155527,141467,9.5,43.6,TRUST_DEED
2149-02,PARC0000001694,MANUFACTURED,473214,702.1,194,98.83,3.202,90.7,9.3,FIRST_TIME,INDIVIDUAL,0,0,0,345005,280577,8.1,19.4,QUITCLAIM
2149-03,PARC0000001695,MANUFACTURED,618168,143.93,95,92.78,3.556,84.9,15.1,INSTITUTIONAL,BUILDER,0,1,0,585341,551818,7.2,9.4,QUITCLAIM
2149-04,PARC0000001696,CONDO,242350,59.62,170,102.24,7.756,66.62,33.38,FIRST_TIME,ESTATE,0,1,0,219055,172192,2.2,17.0,WARRANTY_DEED
2149-05,PARC0000001697,TOWNHOME,226882,50.18,81,107.77,3.67,89.02,10.98,INVESTOR,ESTATE,1,0,0,194229,184507,1.1,3.5,TRUST_DEED
2149-06,PARC0000001698,MULTIFAMILY_5P,250178,168.47,194,110.65,3.537,53.5,46.5,INVESTOR,BUILDER,0,0,0,200521,170435,1.6,13.7,QUITCLAIM
2149-07,PARC0000001699,MANUFACTURED,204656,45.26,41,91.74,7.803,75.11,24.89,RELOCATING,ESTATE,0,0,0,200295,186323,8.0,19.0,SHERIFF_DEED
