biz_small_application_date,biz_small_entity_type_code,biz_small_founder_demographic_category,biz_small_home_based_business_flag,biz_small_industry_intent_nic,biz_small_expected_first_payroll_date,biz_small_expected_hiring_count,biz_small_expected_revenue_bracket,biz_small_financing_source_code,biz_small_loan_approval_flag,biz_small_loan_amount_inr,biz_small_credit_score_band,biz_small_business_license_required_flag,biz_small_permit_complexity_score,biz_small_incubator_participation_flag,biz_small_mentor_hours_received,biz_small_online_presence_score,biz_small_ecommerce_enablement_flag,biz_small_closure_within_1yr_flag,biz_small_growth_intent_score
2024-04-20,section8,obc,0,1055,2025-02-09,20,10Cr+,vc,0,0.0,300-599,0,17.16,0,29.06,50.82,0,0,31.81
2021-03-11,opc,first_time_founder,1,4105,2022-02-04,2,10Cr+,angel,1,710121.83,NA,0,46.43,0,42.2,56.36,1,0,38.11
2023-08-15,section8,women,0,9374,2024-01-25,12,50L-2Cr,invoice_finance,0,0.0,NA,1,48.54,0,7.79,59.33,1,1,64.42
2020-09-05,section8,differently_abled,1,3919,2021-07-12,2,50L-2Cr,nbfc,0,0.0,300-599,0,78.19,0,38.98,50.83,0,0,38.25
2024-11-22,opc,women,0,3777,2025-01-19,33,10Cr+,family_friends,0,0.0,NA,1,32.71,0,57.68,61.84,1,0,65.86
2020-02-25,producer_company,general,1,6350,2020-12-27,2,50L-2Cr,self_funded,1,5224708.22,700-749,1,48.61,0,20.59,68.98,0,0,79.19
2022-11-15,partnership,women,0,9532,2023-05-17,24,2Cr-10Cr,nbfc,0,0.0,300-599,0,33.0,0,24.86,55.0,0,1,79.27
2023-07-16,llp,veteran,1,8479,2024-05-16,12,10Cr+,govt_grant,0,0.0,NA,0,64.09,0,163.94,97.6,1,0,39.9
2024-02-24,partnership,obc,0,2236,2025-02-09,4,0-10L,govt_grant,1,1766054.34,600-649,1,56.86,0,35.83,55.28,0,0,34.87
2024-01-31,proprietorship,general,0,9522,2024-07-11,12,10Cr+,invoice_finance,1,2809549.14,750-900,1,82.91,1,48.9,91.68,1,0,58.45
2022-12-08,pvt_ltd,minority,1,4947,2023-07-17,6,10Cr+,family_friends,1,2062902.8,700-749,1,43.63,0,32.94,75.03,1,0,61.2
2023-04-17,opc,women,1,3619,2023-09-11,11,50L-2Cr,govt_grant,0,0.0,300-599,1,32.14,0,25.38,62.71,1,0,34.81
2021-12-18,llp,veteran,0,8529,2022-09-23,3,10L-50L,invoice_finance,0,0.0,600-649,1,57.34,0,13.27,71.92,0,0,73.86
2023-08-03,pvt_ltd,obc,0,9779,2024-04-19,15,10Cr+,nbfc,0,0.0,600-649,0,67.4,0,74.78,58.58,1,0,67.47
2022-11-03,pvt_ltd,general,0,4515,2023-08-26,51,2Cr-10Cr,self_funded,0,0.0,600-649,0,19.86,0,23.99,37.95,0,0,53.68
2019-07-26,section8,sc,0,3218,2020-03-04,1,2Cr-10Cr,govt_grant,0,0.0,NA,1,33.18,0,7.43,50.96,1,0,62.23
2022-11-07,partnership,first_time_founder,0,8738,2023-09-05,5,50L-2Cr,vc,1,1118490.19,650-699,0,31.66,0,3.3,78.74,0,0,92.59
2025-07-16,section8,minority,1,6474,2026-06-05,0,2Cr-10Cr,invoice_finance,0,0.0,NA,0,45.8,0,20.34,16.94,1,0,50.8
2022-03-05,partnership,st,0,7611,2022-09-23,7,10Cr+,govt_grant,1,1891379.12,750-900,0,30.89,0,7.96,80.13,0,0,59.26
2024-05-31,pvt_ltd,differently_abled,0,5786,2025-05-01,18,0-10L,vc,1,4372621.11,750-900,1,46.96,0,26.59,81.4,0,0,41.77
2024-10-12,producer_company,veteran,0,8686,2024-12-12,3,10L-50L,family_friends,0,0.0,600-649,0,25.22,0,57.37,47.03,0,0,43.51
2024-11-04,partnership,differently_abled,1,8502,2025-02-28,15,10Cr+,bank_loan,1,2997430.84,300-599,0,57.3,1,18.43,32.78,0,1,68.79
2022-09-17,pvt_ltd,obc,0,5756,2023-09-15,8,10L-50L,bank_loan,1,1179987.78,750-900,1,49.09,0,23.08,70.52,1,0,38.68
2024-03-20,llp,st,0,4372,2024-08-31,4,10L-50L,family_friends,0,0.0,600-649,1,72.59,0,10.42,82.63,0,0,60.54
2023-04-05,pvt_ltd,minority,0,7114,2023-10-28,30,10L-50L,family_friends,0,0.0,600-649,0,13.22,0,61.28,48.92,1,0,61.39
2023-07-26,llp,minority,1,1003,2023-09-27,1,50L-2Cr,bank_loan,1,15949931.17,NA,1,56.87,0,28.73,77.65,0,0,68.97
2020-05-20,producer_company,minority,1,4483,2021-02-27,27,10Cr+,family_friends,1,296636.34,600-649,1,9.29,0,3.16,32.45,1,0,55.98
2021-10-23,section8,differently_abled,0,4708,2022-08-14,1,2Cr-10Cr,invoice_finance,0,0.0,300-599,0,19.25,0,7.95,45.13,0,0,90.9
2024-06-22,section8,veteran,0,9731,2024-08-06,1,10L-50L,nbfc,0,0.0,300-599,0,48.73,0,3.49,61.45,0,0,51.2
2023-06-05,llp,women,0,9572,2023-12-28,1,10Cr+,govt_grant,1,286929.69,700-749,0,61.21,0,15.41,37.49,1,1,63.68
2023-12-28,producer_company,st,0,3016,2024-05-20,1,0-10L,family_friends,1,3324522.92,750-900,0,11.9,1,11.55,33.67,0,0,67.71
2025-09-19,producer_company,differently_abled,0,2239,2026-05-30,7,2Cr-10Cr,family_friends,1,8052041.27,600-649,0,65.72,1,23.03,87.56,1,0,73.62
2025-12-26,producer_company,women,0,8742,2026-02-06,6,10Cr+,angel,0,0.0,NA,1,28.15,0,61.14,49.12,0,0,67.22
2025-01-10,opc,first_time_founder,0,3110,2025-04-18,8,0-10L,family_friends,0,0.0,NA,1,17.76,0,67.46,63.94,0,0,82.89
2024-10-30,llp,obc,0,4651,2025-09-14,11,10L-50L,invoice_finance,0,0.0,600-649,0,66.25,0,5.85,35.66,0,0,69.54
2024-06-24,proprietorship,minority,1,2796,2024-07-29,0,0-10L,family_friends,0,0.0,600-649,0,37.35,0,64.86,45.9,0,0,47.09
2021-08-13,opc,obc,1,6530,2022-07-03,17,10L-50L,invoice_finance,0,0.0,300-599,1,58.24,0,15.47,49.15,1,0,62.0
2024-02-25,producer_company,obc,1,5416,2024-10-25,11,10L-50L,invoice_finance,0,0.0,600-649,0,77.39,0,19.77,100.0,0,0,41.07
2020-01-30,partnership,minority,0,4575,2020-03-01,10,10L-50L,vc,1,5392314.82,300-599,1,63.04,0,17.08,19.16,0,0,51.36
2025-06-02,proprietorship,obc,0,6065,2025-09-20,14,10Cr+,invoice_finance,1,4519413.96,700-749,0,49.37,0,12.35,33.17,1,0,45.55
2020-03-07,partnership,veteran,0,8467,2021-02-13,15,10L-50L,nbfc,0,0.0,300-599,0,52.85,0,42.74,45.96,0,0,51.66
2024-07-13,opc,sc,1,6869,2024-12-03,7,10Cr+,govt_grant,0,0.0,NA,1,64.27,0,25.56,1.63,1,0,62.77
2024-04-09,partnership,veteran,1,3916,2025-02-10,19,0-10L,self_funded,0,0.0,600-649,0,48.81,1,7.36,69.96,0,0,54.0
2025-03-06,proprietorship,differently_abled,0,7723,2025-12-30,9,10Cr+,invoice_finance,0,0.0,300-599,0,51.11,0,6.41,46.09,1,0,93.03
2020-10-16,proprietorship,differently_abled,0,9553,2020-12-02,19,50L-2Cr,bank_loan,0,0.0,600-649,1,51.73,1,24.46,48.05,0,0,82.35
2025-12-01,section8,first_time_founder,0,7957,2026-05-08,3,0-10L,invoice_finance,0,0.0,300-599,1,9.82,0,18.4,39.34,1,0,72.88
2024-08-31,section8,women,1,8275,2025-03-15,7,50L-2Cr,family_friends,1,689341.81,NA,0,71.86,1,6.63,10.73,0,0,53.18
2020-03-06,section8,women,0,8956,2020-12-09,12,50L-2Cr,family_friends,1,6364044.41,NA,0,68.78,0,8.08,90.96,1,1,57.62
2021-11-06,opc,veteran,0,5842,2022-01-17,4,2Cr-10Cr,bank_loan,1,3886121.47,300-599,1,28.34,1,37.32,74.56,1,0,70.05
2021-11-19,partnership,general,0,1155,2022-09-27,4,10Cr+,bank_loan,0,0.0,600-649,0,92.43,0,64.18,43.38,1,0,41.61
2023-06-11,partnership,minority,0,9646,2024-02-18,5,2Cr-10Cr,govt_grant,0,0.0,NA,1,27.33,1,6.03,86.9,0,0,65.37
2019-10-30,partnership,veteran,0,4125,2020-03-11,8,10L-50L,vc,1,1626502.29,300-599,0,45.17,0,170.17,100.0,0,0,76.74
2021-10-19,llp,sc,0,2000,2022-08-17,8,2Cr-10Cr,invoice_finance,0,0.0,NA,0,72.49,0,136.73,83.31,0,0,45.73
2022-11-09,section8,general,0,7058,2023-05-20,20,50L-2Cr,vc,0,0.0,600-649,0,44.84,1,47.97,100.0,0,0,78.91
2024-02-27,pvt_ltd,minority,0,5099,2024-07-16,7,2Cr-10Cr,vc,1,1643151.61,750-900,0,44.99,0,4.24,81.32,1,0,49.78
2021-04-12,llp,women,0,9164,2022-01-18,8,10L-50L,nbfc,1,2559328.57,750-900,0,32.48,0,22.94,58.91,0,0,50.61
2025-04-16,llp,women,0,6173,2025-06-06,2,10L-50L,govt_grant,0,0.0,600-649,1,95.73,0,7.05,48.42,0,0,56.19
2020-03-09,llp,general,0,2540,2020-05-29,11,50L-2Cr,nbfc,0,0.0,600-649,0,26.59,0,34.13,100.0,0,0,41.47
2022-06-08,producer_company,general,1,8818,2023-05-17,11,2Cr-10Cr,invoice_finance,1,5162388.73,NA,0,50.03,0,70.55,36.63,1,0,59.4
2022-04-26,llp,st,0,5389,2022-07-05,7,10L-50L,nbfc,1,7027217.48,750-900,1,35.73,1,31.95,73.71,0,0,63.36
2019-01-30,llp,differently_abled,1,1720,2019-11-19,1,50L-2Cr,angel,0,0.0,NA,1,40.38,0,17.16,88.72,0,0,40.21
2021-08-10,section8,obc,0,3359,2021-12-30,12,10Cr+,vc,0,0.0,NA,0,57.4,0,37.45,90.59,0,0,61.98
2024-10-11,opc,women,0,3947,2025-07-31,12,50L-2Cr,govt_grant,1,1710924.97,NA,0,46.15,1,16.62,70.86,0,0,36.06
2022-07-28,opc,first_time_founder,1,1839,2023-04-13,27,2Cr-10Cr,invoice_finance,1,504705.38,750-900,1,56.07,0,8.04,31.33,0,0,85.34
2019-02-06,partnership,minority,1,5158,2019-05-05,4,10L-50L,govt_grant,1,2368298.66,750-900,1,35.55,0,10.79,69.79,0,0,95.12
2022-04-21,llp,differently_abled,1,7526,2022-05-24,9,2Cr-10Cr,nbfc,0,0.0,600-649,1,52.19,0,55.89,63.19,0,0,94.86
2023-12-16,pvt_ltd,st,1,8723,2024-06-19,8,2Cr-10Cr,family_friends,1,553831.72,300-599,1,52.32,0,7.39,64.09,1,1,53.98
2020-07-31,producer_company,sc,0,8691,2021-03-11,2,50L-2Cr,angel,0,0.0,300-599,0,35.85,0,36.59,69.68,0,0,47.77
2021-10-06,partnership,obc,1,2038,2022-03-22,2,10L-50L,vc,0,0.0,600-649,0,56.16,0,23.02,80.6,1,0,71.21
2019-04-22,section8,sc,0,1037,2019-07-23,7,10L-50L,govt_grant,0,0.0,300-599,0,74.35,0,11.94,41.64,1,0,54.58
2020-06-20,pvt_ltd,women,0,7829,2020-11-29,3,10Cr+,angel,0,0.0,600-649,1,50.69,0,34.27,50.12,0,0,58.19
2019-07-26,partnership,minority,0,3547,2020-05-19,2,0-10L,family_friends,0,0.0,600-649,0,38.52,0,46.67,82.76,1,0,62.08
2021-12-01,proprietorship,minority,1,9123,2022-08-19,10,10Cr+,bank_loan,0,0.0,300-599,0,67.85,0,2.97,81.69,1,1,62.49
2024-03-17,opc,first_time_founder,0,4349,2024-11-05,8,10Cr+,bank_loan,1,3207120.58,300-599,1,91.04,0,6.8,76.09,0,0,45.87
2022-01-16,pvt_ltd,first_time_founder,0,9007,2022-09-03,6,10L-50L,angel,1,491299.04,650-699,0,43.42,1,17.8,77.02,0,0,60.6
2022-10-09,section8,st,1,3367,2023-03-17,1,10L-50L,angel,0,0.0,600-649,1,50.52,0,39.62,63.41,0,0,48.95
2025-02-06,producer_company,veteran,0,7763,2025-09-26,4,10L-50L,self_funded,1,19800533.3,750-900,1,19.12,1,25.86,38.72,1,0,35.85
2021-03-16,llp,first_time_founder,0,1257,2021-05-14,2,50L-2Cr,bank_loan,0,0.0,600-649,1,57.97,0,24.12,58.63,0,0,78.78
2021-12-13,partnership,sc,0,8959,2022-03-04,4,10L-50L,vc,0,0.0,NA,1,71.58,1,12.17,41.63,0,1,57.09
2026-02-25,partnership,obc,1,3296,2026-08-10,4,10L-50L,invoice_finance,1,6140902.56,700-749,1,40.31,0,5.85,68.05,0,0,64.83
2021-11-27,proprietorship,first_time_founder,1,1444,2021-12-19,23,0-10L,govt_grant,1,3200645.71,NA,1,51.08,0,26.84,46.81,1,0,69.34
2024-12-18,proprietorship,obc,1,8012,2025-02-26,5,2Cr-10Cr,bank_loan,1,7097103.27,700-749,1,13.79,0,54.92,16.43,1,0,70.29
2020-02-17,proprietorship,veteran,1,8105,2020-11-29,2,10L-50L,bank_loan,0,0.0,600-649,1,5.75,0,6.01,60.01,0,0,83.66
2025-08-02,opc,obc,0,6795,2026-05-04,30,10Cr+,invoice_finance,1,3441577.03,650-699,0,78.82,0,3.36,77.32,0,0,37.17
2023-07-03,opc,women,1,6162,2024-04-17,62,10Cr+,family_friends,1,4602557.24,300-599,1,0.89,0,3.31,93.98,0,0,64.2
2020-01-14,producer_company,veteran,0,9364,2020-07-02,3,10L-50L,invoice_finance,1,6241215.59,300-599,1,68.33,1,17.28,59.69,1,0,56.94
2023-09-02,llp,differently_abled,0,5717,2023-10-09,4,10Cr+,vc,0,0.0,300-599,1,74.22,0,26.35,29.22,1,0,59.43
2021-08-16,producer_company,st,0,5263,2022-02-13,17,50L-2Cr,invoice_finance,0,0.0,600-649,0,53.97,0,22.45,87.7,0,0,48.62
2024-06-29,llp,general,0,6476,2025-05-22,2,50L-2Cr,angel,0,0.0,300-599,1,51.07,0,25.98,48.28,0,0,60.28
2025-11-28,llp,first_time_founder,0,2362,2026-11-04,1,10Cr+,vc,1,5859046.4,NA,0,63.22,0,2.12,41.74,0,0,91.24
2024-09-21,pvt_ltd,sc,1,7212,2025-03-26,9,10L-50L,invoice_finance,0,0.0,NA,0,72.86,0,11.35,58.89,0,0,43.51
2021-11-30,llp,first_time_founder,0,8132,2022-09-10,7,2Cr-10Cr,invoice_finance,0,0.0,NA,0,49.76,0,12.49,64.85,0,0,42.78
2022-12-28,partnership,sc,0,9677,2023-09-30,19,2Cr-10Cr,vc,0,0.0,NA,0,69.01,0,95.68,57.41,0,0,60.88
2020-06-18,section8,veteran,0,5878,2020-12-27,9,50L-2Cr,nbfc,0,0.0,NA,0,6.13,0,9.93,74.7,0,0,55.8
2024-09-25,section8,sc,0,7981,2024-12-20,5,10L-50L,angel,0,0.0,300-599,1,62.91,0,40.22,97.04,1,0,82.02
2023-07-03,opc,general,0,6091,2024-06-27,3,50L-2Cr,invoice_finance,0,0.0,NA,1,59.89,0,52.28,49.48,1,0,45.47
2019-04-09,producer_company,general,0,3958,2020-01-21,15,10Cr+,angel,0,0.0,600-649,0,68.42,0,22.77,37.91,0,1,73.4
2023-08-04,producer_company,st,1,1411,2024-04-22,4,50L-2Cr,nbfc,0,0.0,NA,0,66.18,0,22.59,46.7,0,0,52.87
2021-12-13,section8,differently_abled,0,6464,2022-10-22,8,10L-50L,nbfc,0,0.0,600-649,0,35.87,1,26.82,93.6,0,0,56.53
2019-09-23,producer_company,st,0,1894,2019-11-21,4,50L-2Cr,invoice_finance,0,0.0,600-649,0,50.82,0,52.98,49.91,0,0,63.61
2019-05-25,opc,differently_abled,0,5901,2020-04-16,11,50L-2Cr,angel,0,0.0,300-599,0,43.49,0,45.37,88.91,0,0,64.79
2024-01-18,pvt_ltd,general,0,5439,2024-07-01,2,50L-2Cr,nbfc,1,2060115.22,650-699,0,52.62,0,18.21,8.73,0,0,27.98
2023-06-03,llp,minority,1,2190,2023-09-10,8,50L-2Cr,invoice_finance,0,0.0,300-599,1,67.97,0,47.58,57.19,0,0,18.29
2022-04-14,pvt_ltd,differently_abled,0,8440,2022-12-29,4,2Cr-10Cr,self_funded,0,0.0,300-599,1,39.45,0,91.35,83.89,0,0,48.8
2020-08-26,proprietorship,differently_abled,0,9363,2021-05-20,4,50L-2Cr,nbfc,1,3230217.58,700-749,0,26.92,0,16.27,75.54,0,0,44.51
2023-06-17,section8,general,1,4542,2023-09-30,4,0-10L,angel,1,2211105.69,600-649,1,59.09,0,121.62,100.0,0,0,56.63
2023-11-16,producer_company,general,0,6638,2023-12-04,3,50L-2Cr,govt_grant,0,0.0,NA,0,51.03,0,130.8,47.37,0,0,44.29
2024-04-26,llp,differently_abled,0,1718,2024-08-26,2,2Cr-10Cr,govt_grant,1,2398471.61,750-900,1,57.7,0,119.92,53.11,0,0,25.66
2024-03-18,opc,obc,1,9268,2024-06-16,1,10L-50L,invoice_finance,0,0.0,300-599,1,33.99,0,58.03,75.7,1,0,62.95
2019-04-17,proprietorship,sc,0,2034,2019-12-19,5,10L-50L,nbfc,1,5020298.07,650-699,0,15.33,0,37.61,54.93,0,0,77.55
2019-06-10,producer_company,veteran,0,2117,2019-11-25,20,10Cr+,invoice_finance,0,0.0,NA,1,43.44,0,28.55,68.22,1,0,86.88
2019-11-16,section8,differently_abled,0,1125,2020-09-03,37,2Cr-10Cr,angel,0,0.0,300-599,1,69.74,0,72.45,19.46,0,0,54.15
2024-03-11,opc,differently_abled,0,5547,2024-04-10,2,0-10L,bank_loan,1,7914458.01,300-599,0,72.37,0,9.55,45.95,0,0,74.24
2026-01-19,producer_company,minority,0,7786,2026-06-16,9,50L-2Cr,govt_grant,1,4180683.06,700-749,0,68.59,0,41.66,44.83,1,0,49.1
2025-10-15,llp,sc,1,8570,2025-11-07,23,2Cr-10Cr,nbfc,1,5384383.07,NA,1,39.7,0,40.25,41.36,0,0,56.68
2020-05-03,proprietorship,minority,1,4408,2020-11-07,4,2Cr-10Cr,nbfc,1,1662960.0,600-649,0,44.76,0,20.82,62.01,1,0,61.63
2023-11-15,opc,general,0,2320,2024-01-15,12,10Cr+,angel,0,0.0,600-649,1,55.16,0,16.76,59.96,1,0,43.73
2024-07-19,proprietorship,veteran,0,8226,2024-08-28,4,10L-50L,govt_grant,0,0.0,600-649,1,64.17,0,37.87,66.1,1,0,73.22
2019-12-24,opc,general,0,1082,2020-09-03,14,10Cr+,vc,1,2370248.03,NA,0,27.19,0,16.61,68.53,0,0,64.73
2023-07-04,proprietorship,st,0,8854,2023-10-29,3,0-10L,govt_grant,0,0.0,300-599,1,68.07,0,33.21,45.32,1,0,51.03
2023-09-23,section8,veteran,0,3059,2024-09-13,33,10L-50L,nbfc,1,4060289.18,650-699,1,17.99,0,18.65,31.13,1,0,42.25
2024-02-16,pvt_ltd,obc,0,3546,2024-03-29,3,2Cr-10Cr,govt_grant,0,0.0,300-599,0,66.89,0,101.51,62.38,0,0,79.15
2025-12-18,partnership,general,1,1545,2026-05-08,1,50L-2Cr,self_funded,0,0.0,NA,0,53.91,1,46.53,8.94,0,0,57.75
2020-12-18,proprietorship,differently_abled,0,4683,2021-09-11,3,2Cr-10Cr,family_friends,1,542927.41,700-749,1,46.88,1,46.96,55.66,1,0,60.67
2021-12-06,section8,women,0,8275,2022-07-30,3,10Cr+,self_funded,1,1449766.05,750-900,0,79.94,0,15.65,85.98,0,0,82.84
2022-05-07,llp,women,1,5411,2023-02-23,44,10Cr+,family_friends,1,1138544.94,300-599,1,64.8,0,111.03,34.39,0,0,58.33
2026-01-05,opc,minority,0,2586,2026-04-18,2,10Cr+,invoice_finance,0,0.0,300-599,0,51.12,0,10.1,56.21,0,0,88.21
2024-04-04,opc,minority,1,1431,2024-06-18,4,0-10L,bank_loan,1,2641373.02,750-900,0,38.64,0,15.09,65.99,1,0,61.98
2019-05-10,proprietorship,first_time_founder,0,6581,2019-08-02,10,0-10L,nbfc,1,8924784.77,750-900,0,70.79,0,6.38,54.3,1,0,60.97
2025-02-11,section8,sc,1,6990,2025-10-22,4,10Cr+,invoice_finance,0,0.0,600-649,0,42.12,0,362.84,52.83,0,0,43.32
2021-06-10,producer_company,obc,0,3854,2022-01-10,7,0-10L,family_friends,0,0.0,300-599,0,39.64,1,43.95,62.65,1,0,75.13
2023-12-30,pvt_ltd,veteran,0,6143,2024-02-24,8,10L-50L,govt_grant,0,0.0,NA,0,57.28,0,2.39,48.51,1,0,67.58
2025-05-07,partnership,minority,0,4269,2025-06-20,14,2Cr-10Cr,family_friends,1,5449158.17,300-599,0,62.97,0,4.02,55.6,0,0,88.67
2025-06-05,pvt_ltd,general,0,6883,2026-01-11,3,0-10L,family_friends,1,2078756.46,300-599,1,38.11,0,108.87,54.22,1,0,65.94
2021-09-03,proprietorship,obc,0,5264,2022-05-03,2,50L-2Cr,family_friends,0,0.0,NA,0,59.66,0,49.2,77.45,1,1,47.06
2021-01-28,llp,obc,1,6236,2021-12-03,0,10Cr+,govt_grant,1,3030492.14,750-900,0,26.86,0,4.11,53.46,0,0,67.48
2024-01-05,pvt_ltd,obc,0,7608,2024-12-25,2,10Cr+,govt_grant,0,0.0,600-649,1,77.77,1,44.84,44.5,0,0,89.57
2025-08-10,section8,st,0,2128,2025-12-26,4,10L-50L,nbfc,1,11179665.55,600-649,0,24.35,0,12.01,94.14,1,0,66.81
2025-03-08,llp,st,0,7335,2025-09-10,3,0-10L,self_funded,0,0.0,600-649,0,20.79,0,13.23,12.14,1,0,56.23
2019-07-19,opc,women,1,5230,2019-09-09,10,10L-50L,govt_grant,0,0.0,NA,0,37.64,0,30.46,70.74,0,0,62.92
2021-11-28,llp,minority,0,2179,2022-11-21,1,10L-50L,angel,1,21359999.37,600-649,0,14.72,0,54.02,49.67,1,1,64.41
2025-04-25,llp,st,1,4994,2025-07-07,1,2Cr-10Cr,vc,0,0.0,NA,1,68.81,0,13.43,48.36,0,0,60.96
2023-02-27,partnership,minority,1,3838,2023-04-28,11,0-10L,nbfc,0,0.0,300-599,0,66.95,0,6.44,46.47,0,0,67.02
2022-03-27,proprietorship,differently_abled,1,1747,2022-11-11,1,0-10L,invoice_finance,1,1860338.01,NA,0,52.98,0,85.54,63.15,0,0,80.33
2020-05-25,section8,obc,1,7989,2020-08-25,15,2Cr-10Cr,self_funded,0,0.0,300-599,0,48.23,0,13.99,64.61,1,0,62.05
2023-02-23,pvt_ltd,differently_abled,0,1138,2023-06-17,12,10L-50L,angel,0,0.0,300-599,0,0.86,0,24.21,52.34,1,0,85.96
2020-08-25,opc,sc,0,3460,2021-06-10,3,0-10L,nbfc,0,0.0,600-649,0,31.04,0,6.39,44.03,0,0,72.57
2024-05-04,opc,first_time_founder,0,9184,2024-06-21,17,0-10L,nbfc,1,7110373.58,600-649,1,47.36,0,41.05,63.73,0,0,87.68
2025-07-18,proprietorship,veteran,0,3308,2026-07-01,3,10Cr+,govt_grant,0,0.0,600-649,1,43.29,0,8.9,60.13,1,0,83.97
2024-02-03,llp,differently_abled,0,3388,2025-01-17,6,10L-50L,angel,0,0.0,NA,1,61.7,0,17.75,38.34,0,0,26.16
2020-11-25,section8,first_time_founder,0,4420,2021-09-18,11,50L-2Cr,invoice_finance,0,0.0,300-599,1,5.87,0,46.11,42.84,1,0,59.89
2020-12-11,opc,sc,1,4562,2021-01-25,13,2Cr-10Cr,self_funded,1,3784011.85,300-599,1,67.9,0,36.33,78.91,0,0,35.93
2023-04-16,pvt_ltd,differently_abled,0,5973,2023-06-17,7,2Cr-10Cr,bank_loan,1,11892947.75,650-699,1,48.71,0,62.93,69.96,0,0,57.61
2025-03-17,llp,general,0,6113,2026-02-03,2,0-10L,family_friends,1,748326.14,NA,0,34.36,0,6.96,48.13,1,0,38.71
2024-02-18,llp,obc,0,6073,2024-12-31,10,0-10L,family_friends,0,0.0,300-599,0,44.93,0,73.75,59.04,0,0,62.31
2021-12-27,proprietorship,general,1,9260,2022-11-24,2,50L-2Cr,self_funded,0,0.0,NA,0,58.33,0,19.98,85.72,0,1,32.72
2024-12-04,section8,obc,0,5079,2025-10-13,15,10L-50L,self_funded,0,0.0,NA,0,22.9,1,16.98,29.01,1,0,56.79
2025-02-04,opc,st,0,4330,2025-04-16,1,10L-50L,invoice_finance,1,2492275.33,300-599,1,24.51,0,2.87,77.29,0,0,80.94
2025-07-25,proprietorship,obc,0,4868,2026-07-12,4,50L-2Cr,govt_grant,0,0.0,600-649,0,47.09,0,99.19,73.04,0,0,35.71
2019-05-07,pvt_ltd,st,0,2810,2019-08-13,6,2Cr-10Cr,nbfc,0,0.0,NA,1,49.82,0,55.12,46.68,0,1,46.1
2021-11-05,opc,st,0,5846,2022-10-23,1,10L-50L,govt_grant,0,0.0,NA,1,26.68,0,24.48,75.41,1,0,66.2
2024-01-21,section8,st,0,9210,2024-08-02,5,0-10L,invoice_finance,0,0.0,NA,0,38.4,0,43.1,24.05,1,0,48.6
2019-08-24,llp,differently_abled,1,5736,2020-04-16,15,50L-2Cr,vc,0,0.0,600-649,1,34.59,1,83.85,58.57,1,0,75.52
2024-04-11,llp,women,1,3214,2025-01-26,3,0-10L,govt_grant,0,0.0,NA,0,21.6,0,37.35,64.86,0,0,51.15
2022-04-17,pvt_ltd,women,1,3170,2023-02-09,3,10L-50L,family_friends,0,0.0,NA,1,49.34,0,99.64,47.01,1,0,32.16
2024-10-29,opc,differently_abled,1,8266,2025-09-27,6,10Cr+,nbfc,0,0.0,NA,0,59.91,0,50.87,81.57,0,0,38.53
2021-03-19,proprietorship,women,1,5077,2022-02-14,20,50L-2Cr,angel,1,4084690.54,300-599,0,32.1,0,7.13,26.01,1,0,48.03
2023-03-11,pvt_ltd,sc,1,9223,2023-07-19,6,0-10L,invoice_finance,0,0.0,300-599,0,99.78,1,127.44,44.96,0,0,81.71
2023-11-18,pvt_ltd,first_time_founder,1,2674,2024-03-11,5,2Cr-10Cr,nbfc,0,0.0,600-649,0,30.41,0,12.62,70.62,1,0,42.1
2024-08-04,section8,women,0,6682,2025-06-04,5,50L-2Cr,invoice_finance,0,0.0,300-599,0,40.97,0,4.18,46.26,1,0,71.43
2023-04-10,llp,st,0,9705,2024-03-17,8,50L-2Cr,govt_grant,0,0.0,600-649,0,70.62,0,12.76,51.2,0,0,42.59
2022-04-01,producer_company,sc,1,6383,2023-03-08,5,2Cr-10Cr,invoice_finance,0,0.0,600-649,1,25.17,0,34.66,27.51,0,0,64.38
2021-10-27,section8,obc,0,9667,2022-06-24,2,10L-50L,angel,1,2587052.98,750-900,0,49.64,0,89.89,71.76,0,1,57.66
2023-10-21,partnership,st,1,8790,2023-12-07,13,10L-50L,bank_loan,1,3107756.87,NA,1,32.07,1,30.51,93.16,0,0,70.14
2025-06-28,proprietorship,differently_abled,0,1741,2026-02-05,3,50L-2Cr,bank_loan,0,0.0,NA,1,50.58,0,40.8,46.89,1,0,44.79
2021-10-14,partnership,general,0,8946,2022-06-18,14,10L-50L,vc,0,0.0,300-599,1,42.94,0,32.51,62.1,0,0,67.77
2021-01-24,producer_company,veteran,1,1427,2021-11-18,1,10Cr+,vc,0,0.0,NA,0,27.83,0,12.71,71.17,0,0,48.52
2025-05-08,llp,differently_abled,1,7454,2025-11-12,9,50L-2Cr,nbfc,1,12034142.32,750-900,0,56.18,0,10.64,47.08,1,0,95.12
2022-05-05,producer_company,women,1,8267,2022-08-01,2,2Cr-10Cr,self_funded,0,0.0,NA,1,56.88,1,4.29,68.78,1,0,81.33
2022-05-20,partnership,women,1,6583,2022-09-10,4,10L-50L,self_funded,1,5992086.26,600-649,0,65.06,0,37.28,30.88,1,0,63.02
2022-09-21,partnership,differently_abled,1,3387,2023-03-09,15,50L-2Cr,self_funded,0,0.0,600-649,1,34.26,0,30.64,57.28,1,0,58.87
