ag_econ_fiscal_year_farm,ag_econ_farm_business_type,ag_econ_gross_cash_income_inr,ag_econ_operating_expenses_inr,ag_econ_net_farm_income_inr,ag_econ_debt_to_asset_ratio,ag_econ_interest_paid_inr,ag_econ_land_rent_paid_inr,ag_econ_machinery_depreciation_inr,ag_econ_labor_hired_cost_inr,ag_econ_input_price_fuel_index,ag_econ_input_price_fertilizer_index,ag_econ_input_price_seed_index,ag_econ_input_price_feed_index,ag_econ_government_payments_inr,ag_econ_crop_insurance_indemnities_inr,ag_econ_working_capital_ratio,ag_econ_return_on_assets_pct,ag_econ_financial_stress_score,ag_econ_succession_plan_flag
2019,AGRI_STARTUP,343750.81,261940.61,81827.17,0.736,803018.6,2727186.35,192184.2,3333890.62,180.48,178.4,98.7,187.81,822626.97,1190438.79,1.053,-0.209,44.09,0
2014,FPO,18033233.14,15651280.77,2381969.35,0.875,963567.4,3325700.38,291580.93,3666704.85,97.57,135.27,154.93,193.56,141941.3,1521792.9,3.943,0.125,29.93,0
2012,COOPERATIVE,13102930.47,7775501.09,5327446.37,0.365,76126.69,1457423.91,667169.17,3338772.04,184.9,144.69,111.42,85.22,1813048.92,44415.58,1.716,-0.219,33.45,0
2017,FPO,15206195.07,11335267.49,3870944.58,0.521,871051.38,2922317.6,719729.64,4643005.8,115.08,116.01,190.5,94.11,866251.45,1141247.69,2.855,0.005,41.81,0
2015,COOPERATIVE,4496532.54,2512831.87,1983717.68,0.537,1445468.06,2300932.79,800374.06,172973.93,178.68,129.8,120.89,162.1,81246.45,966195.19,1.205,-0.037,24.4,0
2020,AGRI_STARTUP,5405096.48,4947325.06,457788.44,0.722,1425306.27,757950.09,271879.47,529180.66,110.09,165.03,165.87,105.81,1066772.39,1484065.9,1.464,-0.082,7.31,0
2015,COOPERATIVE,19293797.55,11208125.14,8085689.44,0.217,1922933.52,210479.23,801789.11,3833526.14,163.38,84.26,71.22,160.22,2170219.46,1025634.64,2.571,0.194,78.64,1
2025,FPO,6226035.31,4887598.32,1338454.03,0.613,1539632.66,2461823.73,173389.04,4612236.48,148.19,148.51,189.88,192.57,1901092.91,1525709.84,1.76,0.236,48.18,0
2018,MEDIUM,13319126.91,7761109.15,5558034.81,0.481,1361988.25,2444715.21,1090965.65,4636636.73,140.89,122.85,109.11,100.19,2656541.17,969223.05,4.481,-0.138,70.78,1
2014,SMALLHOLDER,5429543.17,3259669.35,2169890.88,0.125,1737724.33,1981098.43,1005007.85,3713162.77,152.61,98.22,178.84,133.55,1513837.05,816334.51,3.215,0.193,38.0,1
2019,AGRI_STARTUP,2394696.08,2202755.66,191957.49,0.245,336855.85,732225.32,671500.71,650434.03,126.56,192.39,138.8,206.22,2416294.3,547566.33,1.256,0.206,43.9,0
2022,LEASED,23837075.85,20967642.14,2869450.79,0.057,890112.76,1502527.64,369378.46,3385005.26,104.07,138.94,136.39,118.71,400814.16,139801.53,2.859,-0.032,20.52,0
2012,SMALLHOLDER,11027309.18,8619154.36,2408171.91,0.624,1389120.56,974437.4,642944.41,4802647.35,141.31,182.34,114.11,138.47,1190163.57,1481903.33,3.335,0.328,35.5,0
2013,COOPERATIVE,6285189.24,5509960.43,775245.91,0.89,1438424.26,2574897.82,302723.58,3056902.95,119.31,194.31,184.38,182.26,1379301.41,32388.61,0.643,0.229,35.79,0
2024,MEDIUM,24752727.08,13673870.21,11078873.98,0.452,1083607.11,837656.74,438555.68,839034.8,174.02,181.66,157.23,172.13,482573.08,868698.18,4.224,-0.011,77.88,0
2015,LEASED,19459066.75,9834264.45,9624819.42,0.898,1858453.18,113017.51,9772.77,3543063.76,187.68,75.7,175.97,191.28,1628541.37,1745234.16,0.421,-0.09,62.36,1
2017,LARGE,20486955.55,16726363.58,3760609.1,0.101,870923.38,1384802.92,815543.49,1691437.18,137.37,74.33,94.04,74.27,141523.88,462628.84,3.87,0.071,38.97,0
2025,MEDIUM,2506399.76,2077636.35,428780.55,0.507,184576.1,2985850.15,794762.51,2708823.55,185.42,177.99,173.87,145.73,1752474.62,607770.24,2.781,-0.015,87.99,0
2017,COOPERATIVE,19998962.14,16225061.96,3773917.33,0.581,1249029.42,1611318.74,896478.35,2744950.76,130.44,161.05,85.63,108.72,813187.44,1082019.45,2.872,-0.187,60.35,0
2019,LEASED,18021216.35,15185896.46,2835337.05,0.364,1596709.86,3162849.49,457340.91,2406514.8,126.96,101.69,64.34,102.82,2809190.74,1169666.9,4.483,0.183,57.47,0
2016,LARGE,20537094.04,16803786.59,3733324.62,0.106,863980.48,1276937.15,420536.83,348773.99,129.19,185.72,176.01,75.0,2684756.28,274667.65,4.386,-0.164,66.98,1
2020,LEASED,3290383.37,2866611.11,423789.44,0.68,974746.74,2305131.42,977373.36,2426021.43,75.63,83.14,150.06,201.39,2813618.9,1302856.97,1.395,0.378,48.49,0
2015,LEASED,6843486.74,5317960.56,1525543.37,0.704,1403920.19,1337990.34,190700.43,2807599.68,182.27,177.67,142.92,212.45,899296.07,54930.13,2.247,0.128,96.58,0
2020,LEASED,9880014.35,5539139.78,4340891.77,0.428,626190.89,2327792.39,749109.8,4676193.81,102.43,155.15,162.75,128.37,334946.39,804750.35,2.48,-0.236,79.63,0
2024,MEDIUM,21232913.48,16145817.2,5087113.49,0.178,1384429.85,282959.89,266828.08,624733.82,154.04,111.12,63.96,170.43,142233.79,378148.4,4.46,0.066,76.82,0
2026,SMALLHOLDER,20037266.61,15517575.19,4519708.64,0.151,825363.66,1014710.26,517933.41,1259234.44,133.76,154.34,146.08,161.18,1389986.41,469329.72,3.857,-0.008,55.55,0
2018,LARGE,17389914.36,9155233.03,8234698.56,0.746,596591.01,1978965.99,1085925.79,4507363.08,168.79,95.39,90.69,182.85,898314.77,85927.33,0.457,-0.212,23.76,0
2022,FPO,4345166.45,3041234.97,1303948.72,0.777,804780.31,2702487.69,336625.85,786558.39,166.84,192.54,146.68,153.44,1688937.51,614943.19,1.33,-0.022,47.51,0
2020,LARGE,16605128.08,13720342.24,2884803.09,0.585,1740032.37,471438.62,1079562.53,2025460.8,142.83,134.69,118.84,181.66,2981685.1,598234.25,0.462,0.3,90.26,0
2015,AGRI_STARTUP,1325546.3,987926.52,337637.04,0.621,824740.81,579368.85,1067672.38,2537570.89,82.91,129.68,108.13,109.46,76229.83,1253053.43,2.445,0.438,27.23,1
2024,LEASED,2771150.77,1801779.41,969388.63,0.594,1013183.95,1577926.1,39173.36,1288098.71,156.18,126.8,174.18,139.18,735937.19,1401566.98,3.958,0.383,40.49,0
2019,AGRI_STARTUP,21228471.13,11177299.97,10051188.44,0.394,738909.51,1151523.4,104446.26,3953700.3,155.33,87.32,162.94,198.24,2604530.8,1616351.34,1.727,-0.245,79.87,0
2013,COOPERATIVE,15717702.81,7886118.88,7831601.22,0.827,667218.76,3492350.85,955265.56,1926082.59,106.97,194.17,145.86,113.29,2116448.54,1814261.78,1.062,0.156,26.01,0
2023,SMALLHOLDER,13536388.56,10590675.61,2945730.25,0.5,1706020.58,2425015.95,487944.28,364649.51,130.1,176.71,91.49,190.84,2416459.88,1989262.9,2.314,0.217,17.73,0
2019,COOPERATIVE,18017277.93,12897861.84,5119433.4,0.544,1905268.05,3120600.93,630726.34,1474268.37,93.23,129.07,113.8,181.0,1384928.37,290190.5,2.388,-0.047,90.52,1
2024,FPO,5472344.72,2840520.71,2631841.33,0.262,1236743.15,494933.12,509483.21,2528669.87,82.71,96.65,82.15,187.58,326501.21,1119723.03,3.037,0.229,21.97,0
2014,AGRI_STARTUP,9842050.73,6198956.38,3643111.68,0.197,612844.47,1853260.6,549063.83,3357666.29,128.51,152.91,119.23,155.42,2348047.33,1142057.85,1.103,-0.216,79.39,0
2025,AGRI_STARTUP,20622108.45,14710950.59,5911175.2,0.554,1573796.16,2836796.69,1028151.47,1066676.32,83.81,206.52,134.13,104.58,1803077.34,1258799.23,1.048,0.05,91.24,0
2012,FPO,2932868.42,2598553.95,334331.82,0.275,1987602.3,732836.0,869411.46,1969909.68,90.48,71.61,125.39,191.59,1900685.07,393365.0,3.25,0.306,43.53,0
2023,LEASED,8731988.86,5663278.0,3068728.22,0.237,1687150.74,1849132.22,64503.07,2405359.02,163.79,96.07,120.79,85.11,487989.81,1535032.54,3.16,0.152,31.06,0
2020,LEASED,16750396.15,10415853.24,6334560.28,0.052,1300753.09,1902774.8,56045.29,1849233.03,114.48,118.03,83.84,118.24,1206648.61,1818893.28,3.224,-0.133,2.87,1
2017,SMALLHOLDER,6625965.62,5649834.79,976148.21,0.336,1060278.8,2233250.47,591805.6,1827897.33,90.77,71.08,125.36,102.78,668840.39,1453974.13,2.423,0.19,59.53,0
2017,AGRI_STARTUP,9687741.17,8747282.55,940476.01,0.158,402838.58,2159967.3,898106.47,332257.28,157.61,72.79,157.66,73.16,2063475.28,678952.37,1.948,0.306,28.38,0
2026,MEDIUM,17433331.46,13689490.13,3743858.73,0.632,1328538.1,349184.01,700090.57,1862728.19,168.87,151.0,97.12,210.52,2137671.74,1280707.08,4.137,0.035,77.46,0
2013,FPO,20746512.65,13267106.82,7479423.24,0.831,513876.59,1159036.58,810718.38,681881.18,90.31,112.86,164.0,67.1,2630223.15,1708427.42,4.393,0.145,98.47,1
2025,FPO,3783754.62,3454784.39,328987.65,0.506,811311.84,1731159.16,1066086.92,4319156.28,87.4,86.94,144.56,175.83,927654.3,580132.4,3.86,-0.127,97.15,0
2012,LEASED,10057526.82,7733396.78,2324147.47,0.358,1071634.84,2381522.31,616159.46,3566002.33,180.77,172.94,113.7,193.88,2384620.01,311290.22,0.927,0.124,7.82,1
2012,LARGE,22782002.41,15499235.6,7282784.25,0.528,155687.54,764609.79,1099751.35,3880400.75,92.25,177.68,101.29,80.74,1349367.18,1497921.02,2.066,-0.238,64.92,0
2025,AGRI_STARTUP,13037204.22,6681183.56,6356038.11,0.101,1583462.66,1965268.6,841747.11,2954036.03,158.18,93.15,101.08,206.46,2825741.02,1380020.22,3.292,0.362,59.99,0
2021,MEDIUM,5119007.73,4445155.31,673869.88,0.349,770139.96,918344.05,626708.28,2067848.41,168.16,167.37,82.77,194.65,975698.04,1508830.51,2.424,0.243,39.95,1
2019,SMALLHOLDER,17289661.35,10126601.07,7163077.75,0.403,147866.0,2012857.22,934474.21,573118.03,112.41,203.33,125.43,137.31,1939782.54,1930477.42,4.009,0.094,14.25,0
2013,LARGE,10986273.97,8188736.99,2797554.46,0.108,301705.97,587055.19,808929.72,506967.46,128.16,92.73,129.62,175.66,566726.75,152108.42,0.96,0.312,30.25,0
2019,SMALLHOLDER,18879459.93,9543907.61,9335569.81,0.144,113347.83,3400692.55,769513.89,2356358.06,152.52,150.36,124.28,215.6,1842951.52,1499225.87,2.948,0.238,71.07,0
2024,SMALLHOLDER,3486808.53,2430640.35,1056185.68,0.529,972373.42,1692981.59,581171.76,3191392.7,126.42,177.14,159.71,128.39,2724414.86,644159.27,1.201,0.175,88.94,0
2017,SMALLHOLDER,4997104.14,2750296.22,2246825.43,0.357,1790906.43,1036583.1,674166.07,1601196.1,84.03,203.66,113.84,90.36,1948766.0,110901.18,2.986,0.305,24.29,0
2016,LEASED,12633341.47,11416100.51,1217258.48,0.87,621332.52,3404818.84,250365.54,2127189.24,138.79,66.31,134.39,76.08,543126.55,298100.36,1.079,-0.074,87.57,0
2014,COOPERATIVE,10285344.23,5436197.6,4849164.16,0.852,1365250.25,690860.87,901060.37,4852335.84,158.48,205.01,92.95,203.7,1481260.09,1085779.15,2.243,-0.236,20.62,0
2013,LARGE,24244969.38,19554382.53,4690604.39,0.12,1279692.44,3317270.57,514188.85,2106399.55,184.45,153.84,128.71,216.69,686183.01,1748200.53,1.726,0.386,40.12,0
2014,AGRI_STARTUP,13237159.89,10843522.01,2393655.43,0.266,969679.68,2282706.41,52145.37,9130.66,142.37,187.66,194.73,106.42,488824.68,1589336.94,2.582,0.303,81.63,1
2012,COOPERATIVE,5982309.69,3067812.52,2914514.73,0.893,1206929.78,3134890.29,778179.08,2314619.87,189.21,208.11,134.58,219.28,1974277.39,1493314.66,1.98,-0.235,8.76,0
2016,AGRI_STARTUP,950089.7,608855.41,341251.86,0.47,52234.35,891917.02,373431.88,1030382.02,70.66,196.7,96.03,199.28,1994731.88,438341.27,3.415,0.013,93.36,0
2019,FPO,8677149.74,7079349.61,1597817.71,0.376,711031.28,262099.76,1029996.27,3722561.78,124.74,208.8,111.31,210.18,945138.05,6892.2,3.346,0.4,4.54,0
2014,FPO,23211190.59,11318962.76,11892245.42,0.257,293835.92,1760864.76,68877.48,1067152.27,178.4,182.15,79.88,90.8,124070.14,581402.77,2.888,0.084,63.0,1
2018,AGRI_STARTUP,13641522.74,6843752.06,6797788.28,0.909,1891475.71,2476113.74,47289.39,4899028.21,143.34,79.23,191.44,205.48,2435207.9,1578931.18,3.281,0.049,78.72,0
2020,SMALLHOLDER,19871732.31,13291863.74,6579886.18,0.564,1001678.91,2171113.91,313905.14,3144760.59,178.03,180.72,158.69,182.94,2168164.8,446469.41,3.892,-0.033,68.52,1
2014,LEASED,7140525.25,5096532.28,2044010.59,0.454,531621.93,1261141.56,469617.96,2200433.1,145.08,134.26,69.86,105.93,2057101.15,201660.49,1.681,0.11,27.35,0
2026,MEDIUM,8264732.48,6438155.13,1826594.98,0.619,949446.11,3160662.73,508601.52,2810459.71,132.32,180.13,131.6,159.28,665706.3,696325.1,1.648,0.092,93.81,0
2021,LEASED,6002563.05,4405263.75,1597316.94,0.058,376596.83,1594674.41,34218.07,2701226.5,160.2,127.81,136.92,88.31,2431176.56,51084.62,1.025,0.229,80.5,0
2022,AGRI_STARTUP,5604954.99,3590769.27,2014203.37,0.834,205343.68,485631.07,275713.09,167203.01,94.25,77.87,82.3,62.63,2599449.41,1851343.14,2.867,0.391,48.68,0
2017,MEDIUM,11204171.69,6242089.83,4962099.52,0.65,1703768.98,367316.5,1071377.21,395288.43,152.69,100.61,87.93,142.44,2108364.08,1968661.61,1.597,-0.144,5.16,0
2018,MEDIUM,18723322.37,16171254.6,2552085.44,0.701,1371444.37,860240.49,840673.17,1721330.26,182.02,204.65,143.88,167.73,2682629.58,1803790.81,2.769,0.03,36.72,1
2018,MEDIUM,24502676.03,13626187.35,10876506.36,0.257,1635069.18,383529.61,500941.74,4963561.88,111.93,118.53,151.74,96.42,2291940.12,1626347.9,3.377,0.197,72.98,0
2018,LARGE,8472810.63,7154743.28,1318085.04,0.209,1754746.42,2830507.38,410397.96,2405927.66,95.73,117.06,89.92,165.64,1706793.38,257715.89,0.319,0.075,33.69,0
2014,AGRI_STARTUP,11733249.91,9051237.35,2682030.26,0.566,338562.38,2753729.38,1166552.84,60764.46,181.54,93.24,137.69,175.36,1900254.37,957928.95,3.178,0.298,46.86,0
2024,LEASED,2981847.96,2128997.41,852868.26,0.416,1699801.69,1945999.8,815450.82,4184741.88,109.81,119.12,186.66,117.01,1524726.34,1524600.48,1.7,0.155,63.42,1
2019,LEASED,22215921.31,18123620.71,4092318.32,0.146,1576219.74,1565692.38,1098342.53,2059062.22,121.5,185.55,107.91,101.46,2010252.86,351288.01,2.213,0.373,70.9,1
2016,LARGE,19912145.63,15355843.18,4556320.18,0.535,1728735.7,1718723.48,800889.68,440865.72,116.86,205.06,109.76,134.0,309887.54,1642034.18,2.698,0.186,13.14,0
2021,FPO,16223909.53,9673021.6,6550905.67,0.36,353872.07,494966.41,579992.8,2962128.98,188.63,65.67,100.07,132.36,1562144.94,580784.84,1.632,0.064,92.08,1
2021,LEASED,9845931.06,5158622.22,4687326.59,0.512,692414.27,1785479.6,372938.2,315990.37,71.06,196.75,160.6,139.14,2500146.46,1611321.03,3.572,-0.158,93.17,0
2016,FPO,11787638.16,7552534.45,4235121.47,0.294,807402.39,3217761.44,652663.2,3230118.78,163.95,116.25,188.93,123.63,1684612.34,1230099.64,2.153,0.373,80.75,0
2014,MEDIUM,8139779.57,4803484.18,3336313.16,0.083,1518435.1,2434614.29,440141.83,3451782.72,154.06,98.9,196.33,193.8,1396894.53,1179439.57,1.935,0.22,17.0,0
2026,AGRI_STARTUP,8395417.08,4352394.44,4043040.42,0.637,1869502.5,2671734.17,251463.2,2527137.76,122.45,147.24,102.58,137.85,2424203.64,1408999.91,2.192,0.093,68.79,0
2013,FPO,13899699.41,12153729.35,1745987.85,0.668,1411260.97,3289477.54,559424.03,2093396.93,91.26,78.35,196.58,112.7,2593932.51,1767295.76,2.518,0.294,28.91,0
2017,LEASED,11617551.61,7867318.09,3750251.32,0.306,1685202.56,1232824.63,248676.84,3923361.37,73.87,179.69,197.03,61.94,2231408.27,110030.98,2.233,-0.17,21.89,0
2013,SMALLHOLDER,5090890.45,4645038.71,445869.55,0.769,915368.79,3443156.98,79788.68,3585675.1,97.49,208.19,78.59,69.24,456038.96,883772.49,1.189,0.02,65.55,0
2015,MEDIUM,3972090.16,2553645.51,1418462.47,0.066,289280.93,1328801.75,156854.31,3680691.78,176.66,122.64,71.22,203.95,2577159.31,1230689.7,0.808,-0.208,65.35,0
2023,LEASED,2831418.48,2019384.03,812052.28,0.423,1373254.92,3029361.18,643805.4,3332239.48,164.31,170.51,82.51,106.45,1241867.52,1503061.91,2.366,0.231,94.43,0
2024,LARGE,22729442.99,10584517.11,12144943.72,0.938,301661.06,2492362.69,1162569.27,1531801.69,128.5,124.29,166.28,151.74,939152.74,656280.64,2.166,0.147,33.15,0
2017,MEDIUM,21133707.1,15987034.67,5146690.28,0.357,25669.75,1792858.37,588806.05,3294823.77,128.33,77.55,124.89,123.02,2375173.27,866296.65,3.412,-0.18,65.64,1
2013,LARGE,14776644.8,8695446.91,6081215.75,0.18,530195.28,313491.02,686328.9,1601318.49,177.91,117.55,171.69,168.36,59888.34,144257.23,2.567,0.031,87.85,0
2018,LEASED,893629.58,415983.76,477663.69,0.511,595864.6,3287734.53,917148.78,2041563.69,138.85,76.93,199.47,189.31,1848026.07,554737.43,3.396,0.429,17.51,1
2020,COOPERATIVE,23922192.06,11825361.32,12096848.62,0.596,1477874.09,1239993.6,581825.4,2423755.24,134.33,160.33,66.85,152.56,1468501.56,1609602.01,0.65,-0.227,2.62,0
2024,AGRI_STARTUP,7792447.53,4417292.79,3375172.63,0.104,763966.43,254237.03,736356.55,4549147.71,123.81,129.63,137.69,87.71,292363.61,575596.62,2.269,0.343,23.69,0
2018,COOPERATIVE,20276337.36,9963601.48,10312753.78,0.661,1173482.23,1463200.27,491761.06,3627898.82,121.65,133.91,74.74,117.16,2657815.55,942311.02,4.366,0.427,45.94,0
2014,SMALLHOLDER,3203262.37,2244517.94,958762.34,0.77,1911370.03,1699134.91,659865.59,1634678.93,107.73,208.76,71.91,168.17,143492.84,337432.05,4.203,-0.078,70.51,0
2026,LARGE,13112667.23,9171720.07,3940965.08,0.153,1019787.44,307120.32,1137584.28,1107931.49,176.85,88.4,89.94,158.87,2996231.71,405602.96,0.632,0.094,78.6,0
2017,LARGE,19929045.56,11145043.48,8784020.01,0.563,1992881.41,1683104.56,1173796.2,3370411.88,101.89,72.22,87.2,98.99,2654403.48,80651.66,1.855,0.24,93.87,0
2013,SMALLHOLDER,21861910.83,13141688.57,8720240.2,0.22,1797316.49,285397.07,17684.87,3504060.89,172.85,132.88,76.4,65.19,2299154.51,472280.68,3.902,0.11,30.46,1
2019,MEDIUM,10149382.06,4594014.56,5555385.45,0.542,230614.97,2435871.25,177344.56,2042064.92,71.5,186.64,137.51,172.29,1015825.57,1406923.01,2.735,0.268,36.71,0
2018,LEASED,11367844.07,7190719.92,4177142.11,0.845,1957414.57,1998702.77,403585.82,1074461.31,159.99,146.27,171.52,145.56,412589.47,1600763.6,2.923,-0.156,45.81,0
2023,FPO,20449964.84,17671771.82,2778210.99,0.669,1074537.51,2636155.03,210400.15,3556746.82,157.75,185.7,113.88,178.79,62383.34,1451170.29,1.67,0.203,70.51,0
2017,AGRI_STARTUP,11560948.92,8882880.42,2678086.48,0.599,922317.4,3399637.65,347507.55,2098580.42,150.85,208.74,177.85,150.31,2253671.61,497469.2,4.035,0.207,34.72,1
2024,LARGE,13865528.58,9134242.1,4731304.47,0.935,1248261.72,1305932.32,280554.58,2124150.64,154.55,130.63,162.95,131.51,844208.13,8149.65,1.19,-0.094,33.75,0
2019,COOPERATIVE,3867681.09,2490305.07,1377394.02,0.39,1229057.97,1372199.87,341781.86,1906140.86,91.57,183.17,107.7,127.17,2471815.35,223109.0,2.81,0.101,93.93,1
2025,MEDIUM,12414927.81,10114241.56,2300704.26,0.882,1477383.54,201369.89,282858.93,3286918.69,94.95,201.09,70.79,64.04,1148982.03,1399211.04,1.054,0.414,48.39,0
2022,FPO,19688500.84,15494280.82,4194238.04,0.363,1753777.83,502523.29,196678.24,3023205.83,78.02,172.01,75.9,197.18,2329172.88,1371194.87,3.616,0.395,80.71,0
2014,SMALLHOLDER,12449726.73,10411983.19,2037761.57,0.721,869239.17,3496419.83,645078.22,624606.26,118.72,141.46,95.95,195.38,1073064.26,1902300.23,2.113,0.157,58.84,0
2026,MEDIUM,13562309.98,6236379.0,7325949.02,0.812,335945.6,3498740.83,1050179.69,3077912.25,163.57,124.14,115.34,120.65,339884.35,1246329.64,4.463,0.295,69.35,0
2014,MEDIUM,21472942.23,18807559.16,2665401.12,0.516,1656579.64,3492832.97,509880.07,2873186.8,98.09,192.14,132.23,122.95,401689.05,429562.33,4.452,0.408,7.52,0
2012,FPO,24606453.06,12484078.95,12122392.17,0.569,435464.49,3341461.56,1067057.86,3016724.24,93.24,132.16,68.37,117.21,1408361.54,1870088.21,3.695,0.207,53.02,0
2016,AGRI_STARTUP,1908861.88,1302338.17,606541.78,0.884,1877524.94,3444477.14,508231.07,3076240.28,183.91,198.08,154.05,214.48,364156.03,326461.8,0.58,-0.027,16.16,0
2026,MEDIUM,12016446.71,5973165.68,6043299.11,0.781,1120009.68,3367216.94,555221.03,1358407.0,162.34,134.92,82.26,161.17,1920323.13,1959285.73,3.815,0.383,85.21,0
2017,MEDIUM,4360864.1,3330007.05,1030875.14,0.741,1946117.95,1866838.98,379275.42,4294368.72,96.64,133.3,97.47,79.03,2541044.58,1445924.23,3.868,0.074,64.68,0
2024,COOPERATIVE,22637615.69,19067422.86,3570210.93,0.194,94579.95,1199985.01,899709.91,2852070.41,114.82,103.81,106.83,61.99,1361318.78,1149251.55,3.953,0.129,58.05,1
2021,FPO,11174970.75,6687337.21,4487651.65,0.371,1255800.55,460586.34,930185.6,4420179.37,118.19,161.95,136.42,84.56,2187434.26,1644999.52,1.754,-0.137,1.91,1
2012,COOPERATIVE,12649924.74,5898826.64,6751116.22,0.735,795079.1,1414668.68,917553.42,1263030.79,153.64,94.83,152.24,104.0,2004837.11,72894.7,0.758,-0.147,87.52,0
2024,MEDIUM,12248329.88,11131676.98,1116671.03,0.121,1000383.02,3195018.77,650123.57,1261645.69,87.39,80.7,113.65,94.24,2218028.0,37496.37,2.556,0.416,34.47,0
2022,AGRI_STARTUP,4728008.65,2519640.22,2208386.57,0.71,1739189.88,3160839.39,1105894.46,4270881.42,80.36,182.06,144.98,93.26,1015974.23,590501.27,3.298,-0.121,44.33,0
2020,LEASED,6229406.14,4343462.6,1885961.69,0.703,1132352.47,2957060.37,1102007.14,1771919.04,140.11,137.93,75.66,181.92,1367164.35,132223.34,1.396,0.064,85.89,0
2026,AGRI_STARTUP,11869832.66,6399560.49,5470290.33,0.209,1422649.83,364892.93,885765.26,4247028.97,128.2,100.98,146.32,169.53,1520613.88,1415911.73,3.192,-0.093,98.23,0
2018,FPO,10273780.68,5175230.77,5098568.08,0.481,1962194.46,1980321.25,991858.72,2118520.89,88.4,104.07,118.16,151.81,2054624.24,1190957.71,1.624,0.247,26.25,1
2023,SMALLHOLDER,24631822.58,16836281.94,7795558.82,0.713,1803667.33,1924472.45,662849.17,4215730.87,177.6,196.01,118.23,172.92,19909.72,416524.52,0.547,0.049,49.51,0
2018,SMALLHOLDER,1103095.11,868529.39,234583.91,0.584,607976.25,289357.93,681550.08,4059937.26,94.19,140.86,181.34,81.48,2998908.65,1361718.2,0.435,-0.152,9.82,0
2020,SMALLHOLDER,2698786.87,1609261.38,1089543.69,0.513,415660.64,3330301.31,1163041.31,2128651.22,88.58,139.85,76.85,82.38,1930413.89,1253452.7,2.44,-0.209,21.81,0
2016,LEASED,10477880.02,5794068.0,4683830.23,0.932,613816.09,1215870.36,321018.16,1011304.64,129.85,200.31,61.03,101.75,2341965.88,173560.76,0.292,0.006,97.34,0
2025,AGRI_STARTUP,18710684.11,16589964.51,2120737.82,0.748,1039460.04,3302351.06,915967.32,594171.2,139.93,149.29,104.96,125.99,2260874.83,1854306.96,0.446,-0.053,36.47,0
2026,FPO,14122078.81,10765557.22,3356539.82,0.744,888990.73,2969722.46,559182.14,2938173.96,134.9,203.04,166.33,107.27,1271038.06,201422.89,0.964,0.448,40.48,0
2013,COOPERATIVE,2563421.51,1648623.34,914816.41,0.129,1281236.03,2440465.47,77520.32,1941194.69,116.9,92.51,98.75,80.25,2368545.82,277305.89,1.843,0.437,63.63,0
2013,FPO,14435027.29,10768467.97,3666577.57,0.789,1748775.95,1238307.06,527970.61,67937.29,167.7,120.45,169.49,175.98,52998.59,1211734.24,4.488,0.317,7.95,0
2017,COOPERATIVE,6761006.19,6058861.44,702163.01,0.795,1171685.63,3229967.62,286757.17,1563345.02,175.83,91.14,156.13,186.79,539516.43,763376.75,1.335,0.209,11.07,0
2020,MEDIUM,14290313.79,11391350.97,2898981.09,0.287,805056.61,2011006.82,948198.8,117403.73,104.2,143.18,150.48,95.95,1153505.26,93030.94,3.454,-0.117,3.39,1
2014,COOPERATIVE,24140477.6,13229980.69,10910515.19,0.072,407750.46,69426.19,15251.24,3800634.71,160.85,143.72,61.37,69.82,871581.0,99089.1,2.529,0.167,34.24,0
2017,LEASED,13232207.75,11437732.62,1794493.42,0.289,599694.47,1178963.32,1179394.15,1010963.32,144.49,118.56,145.83,195.7,1608839.71,1001554.83,2.375,-0.077,71.58,1
2023,LARGE,14148877.64,8844655.5,5304240.44,0.831,49936.99,91948.51,156610.88,4606622.85,103.0,147.77,198.47,71.81,1738153.24,20955.53,4.361,-0.034,7.32,0
2016,LARGE,16446158.15,7821443.07,8624733.39,0.478,59646.94,606766.48,184328.32,2205581.85,85.55,150.4,163.85,98.3,55737.97,20910.98,3.382,0.42,65.78,0
2014,LEASED,17560486.69,12870042.37,4690462.64,0.741,644261.6,1833844.55,542859.23,1149690.94,162.33,176.97,91.41,161.86,2150487.49,129217.31,2.193,-0.026,92.08,0
2021,AGRI_STARTUP,23785220.71,15526117.43,8259121.61,0.373,1384738.3,3471955.8,510898.7,1036985.42,139.27,134.56,141.92,191.14,1211114.69,694060.61,0.387,-0.241,3.7,1
2020,LARGE,23104388.88,16422551.71,6681855.51,0.766,1229562.11,84443.95,580617.22,4112337.29,95.66,162.0,123.54,121.4,2414874.85,63320.69,1.004,0.345,90.17,0
2013,COOPERATIVE,5653479.81,3391037.23,2262460.93,0.342,842973.53,3418011.13,1173586.84,4213234.48,156.57,145.12,80.34,113.67,342359.02,984701.19,0.418,0.354,35.74,0
2019,LEASED,24086844.96,14289015.57,9797847.75,0.337,1057434.31,3267074.49,112497.67,623674.42,186.09,136.39,87.64,162.78,2664784.18,1017357.83,3.595,-0.03,52.59,0
2019,COOPERATIVE,14813153.62,12553517.06,2259654.93,0.445,1201904.74,3394818.78,943597.67,43274.92,114.23,189.45,169.97,197.77,1800915.68,870556.92,0.862,0.315,75.1,1
2023,SMALLHOLDER,5103954.25,3740632.87,1363339.76,0.175,184621.44,348647.67,455617.11,1543519.81,188.42,197.02,199.94,79.92,1198376.32,1129720.01,4.252,0.216,49.49,0
