food_supply_price_week,food_supply_product_upc_category,food_supply_retail_market_area,food_supply_average_price_usd,food_supply_price_change_wow_pct,food_supply_price_change_yoy_pct,food_supply_stockout_rate_pct,food_supply_on_shelf_availability_pct,food_supply_supply_chain_stage_code,food_supply_import_dependency_share_pct,food_supply_shipping_cost_index,food_supply_cold_chain_failure_flag,food_supply_warehouse_capacity_util_pct,food_supply_lead_time_days_avg,food_supply_spoilage_rate_pct,food_supply_private_label_share_pct,food_supply_promo_intensity_index,food_supply_online_grocery_share_pct,food_supply_food_inflation_contribution,food_supply_data_vendor_panel_code
2047-04-01,UPC000001474,DMA_006,60.743,16.367,51.684,5.39,96.45,PRODUCTION,48.52,155.7,0,56.55,30.81,12.49,37.56,0.597,30.57,0.499,PANEL_C
2047-04-08,UPC000001475,DMA_008,0.822,-10.432,25.973,24.96,79.66,DISTRIBUTION,34.96,93.4,1,95.66,35.05,13.47,12.12,2.3775,58.27,0.9537,PANEL_E
2047-04-15,UPC000001476,DMA_001,10.446,-7.029,-28.958,15.65,88.62,RETAIL,95.11,243.26,0,38.83,39.5,6.84,56.93,2.1658,47.04,-0.0805,PANEL_D
2047-04-22,UPC000001477,DMA_007,21.355,6.103,-22.847,24.55,79.64,DISTRIBUTION,33.88,57.41,1,31.39,2.4,16.58,22.13,0.3677,44.09,-0.0777,PANEL_E
2047-04-29,UPC000001478,DMA_002,53.102,-16.969,42.414,9.07,94.45,RETAIL,96.0,235.2,0,35.57,5.37,12.88,75.58,0.414,31.0,0.0197,PANEL_B
2047-05-06,UPC000001479,DMA_006,18.663,1.348,-26.026,37.43,73.71,DISTRIBUTION,90.0,87.64,1,35.66,33.21,2.49,18.18,0.5529,21.29,0.429,PANEL_B
2047-05-13,UPC000001480,DMA_002,14.425,9.15,-10.218,11.35,93.02,PROCESSING,38.77,75.1,0,32.91,29.7,13.04,8.98,0.9743,54.77,1.1551,PANEL_C
2047-05-20,UPC000001481,DMA_007,9.351,-24.876,-12.141,38.24,58.48,PRODUCTION,79.72,100.07,0,38.87,27.98,16.6,45.51,0.0927,35.08,-0.0158,PANEL_C
2047-05-27,UPC000001482,DMA_001,49.582,10.618,-23.816,37.6,73.1,WAREHOUSE,46.45,126.49,0,87.46,8.04,14.73,19.73,0.1325,17.86,0.0985,PANEL_A
2047-06-03,UPC000001483,DMA_001,13.522,-12.641,-10.998,21.38,83.09,PRODUCTION,35.54,205.92,0,74.7,16.71,3.72,50.99,2.5873,55.88,-0.6591,PANEL_B
2047-06-10,UPC000001484,DMA_004,43.659,-20.326,11.508,20.85,82.07,PRODUCTION,2.57,153.28,0,68.32,4.22,4.89,33.91,2.1773,55.57,0.6712,PANEL_C
2047-06-17,UPC000001485,DMA_007,9.433,21.975,-27.111,14.24,85.49,PRODUCTION,34.17,232.68,0,99.23,39.17,4.07,66.07,0.0264,34.57,-0.0286,PANEL_B
2047-06-24,UPC000001486,DMA_005,41.747,12.143,10.801,5.87,95.99,PROCESSING,57.73,132.33,0,61.09,37.39,3.83,38.58,0.9334,48.47,0.3171,PANEL_D
2047-07-01,UPC000001487,DMA_003,63.689,-2.204,53.351,20.77,80.13,RETAIL,31.14,151.0,0,63.89,33.36,16.92,43.47,2.6196,12.09,-0.5075,PANEL_B
2047-07-08,UPC000001488,DMA_004,6.409,24.423,29.508,29.6,69.9,WAREHOUSE,15.78,175.66,0,76.85,13.92,4.2,26.85,0.6894,40.16,1.0974,PANEL_D
2047-07-15,UPC000001489,DMA_003,11.539,-4.17,28.68,28.15,77.27,PRODUCTION,18.92,62.82,1,68.56,4.17,6.99,12.31,1.3134,46.13,-0.7024,PANEL_A
2047-07-22,UPC000001490,DMA_003,29.94,19.225,31.756,19.14,84.84,DISTRIBUTION,55.31,54.02,0,47.54,31.99,0.89,51.08,0.1601,47.44,-0.3279,PANEL_B
2047-07-29,UPC000001491,DMA_004,62.29,11.72,36.487,18.14,88.06,PROCESSING,19.24,155.92,0,64.47,34.5,1.59,56.5,2.3534,32.15,0.8412,PANEL_A
2047-08-05,UPC000001492,DMA_007,23.559,3.316,17.591,30.32,69.61,RETAIL,7.64,172.82,0,42.04,32.88,4.79,43.09,2.8414,27.86,0.8287,PANEL_A
2047-08-12,UPC000001493,DMA_004,0.637,-19.876,54.237,18.89,86.16,PRODUCTION,95.17,111.92,0,68.92,11.17,9.07,1.44,0.5333,24.98,-0.009,PANEL_A
2047-08-19,UPC000001494,DMA_008,52.199,4.371,35.406,4.0,95.76,PRODUCTION,83.73,64.42,0,36.13,2.74,12.52,12.71,0.3676,37.93,0.1113,PANEL_E
2047-08-26,UPC000001495,DMA_001,51.404,1.23,10.231,6.08,93.78,PROCESSING,49.95,231.22,0,79.84,11.87,11.68,38.31,2.5453,3.39,0.1314,PANEL_A
2047-09-02,UPC000001496,DMA_006,27.376,2.387,34.269,37.71,67.1,RETAIL,44.85,98.95,0,47.63,12.52,14.11,65.43,0.1249,12.18,0.5833,PANEL_A
2047-09-09,UPC000001497,DMA_004,68.374,10.487,-14.903,22.85,81.73,PROCESSING,95.62,220.34,0,50.08,39.63,0.99,78.2,1.1233,39.37,0.1787,PANEL_E
2047-09-16,UPC000001498,DMA_007,60.231,-24.248,25.807,9.33,94.22,WAREHOUSE,8.5,146.07,0,50.86,13.93,9.72,43.04,0.1483,32.75,-0.3588,PANEL_B
2047-09-23,UPC000001499,DMA_004,54.358,-21.001,-12.447,34.54,65.93,WAREHOUSE,70.54,206.61,0,60.58,30.12,7.37,26.17,2.6378,59.22,0.7917,PANEL_C
2047-09-30,UPC000001500,DMA_004,54.847,22.502,45.325,32.61,72.32,PRODUCTION,42.45,210.31,0,63.35,40.26,14.62,19.5,0.093,35.18,0.9234,PANEL_D
2047-10-07,UPC000001501,DMA_006,48.34,-16.899,51.219,8.89,93.59,PRODUCTION,78.24,64.57,0,45.4,21.76,2.55,35.01,2.2076,54.54,0.4071,PANEL_A
2047-10-14,UPC000001502,DMA_008,69.591,16.15,-22.968,34.68,78.05,PROCESSING,4.8,244.63,0,87.9,39.87,13.14,71.1,2.443,37.45,0.3378,PANEL_D
2047-10-21,UPC000001503,DMA_002,2.125,23.031,40.167,27.91,78.07,RETAIL,40.08,183.97,0,62.49,32.27,11.73,20.75,0.492,26.85,-0.7443,PANEL_E
2047-10-28,UPC000001504,DMA_002,2.604,-24.271,33.501,32.75,66.05,DISTRIBUTION,94.58,113.97,0,42.41,44.96,6.6,5.61,1.6808,5.38,0.0837,PANEL_D
2047-11-04,UPC000001505,DMA_003,23.804,-19.646,45.594,0.86,99.17,PROCESSING,80.86,53.79,0,54.69,24.2,14.1,1.06,1.244,58.44,0.6351,PANEL_A
2047-11-11,UPC000001506,DMA_005,48.172,17.084,29.493,34.79,72.37,RETAIL,49.2,214.49,0,61.09,4.86,15.72,39.01,1.9627,57.64,0.5306,PANEL_B
2047-11-18,UPC000001507,DMA_005,25.294,-22.151,24.649,33.1,68.02,WAREHOUSE,35.92,165.72,0,38.65,41.03,2.81,20.04,1.526,27.85,1.0589,PANEL_C
2047-11-25,UPC000001508,DMA_002,33.189,-1.227,0.907,3.28,96.61,PROCESSING,82.96,153.35,0,36.69,34.18,9.96,65.67,1.1276,0.27,1.0811,PANEL_C
2047-12-02,UPC000001509,DMA_004,39.213,-17.54,24.373,32.27,67.84,PROCESSING,58.17,72.07,0,45.74,8.2,13.01,27.37,1.8652,12.77,-0.1349,PANEL_C
2047-12-09,UPC000001510,DMA_008,59.454,-22.223,-19.752,5.64,96.58,WAREHOUSE,84.41,115.12,0,88.0,16.52,16.3,72.15,1.7865,57.18,0.0367,PANEL_A
2047-12-16,UPC000001511,DMA_004,47.366,-14.442,1.481,20.61,82.77,RETAIL,32.73,229.17,0,35.02,26.49,15.36,22.54,0.3056,33.2,1.0828,PANEL_B
2047-12-23,UPC000001512,DMA_005,44.672,-20.618,-16.273,37.33,71.16,WAREHOUSE,97.9,126.33,0,96.33,22.21,12.93,34.44,0.5255,1.72,-0.7422,PANEL_C
2047-12-30,UPC000001513,DMA_008,26.073,9.797,17.807,12.97,88.92,RETAIL,30.57,190.52,0,95.67,28.46,1.11,67.29,1.8989,30.0,-0.0491,PANEL_C
2048-01-06,UPC000001514,DMA_005,55.891,10.521,-19.932,31.45,68.72,RETAIL,11.2,103.07,0,51.6,10.33,4.24,53.96,2.3408,57.46,-0.2602,PANEL_C
2048-01-13,UPC000001515,DMA_002,40.468,19.717,-3.264,0.62,99.45,RETAIL,16.64,229.66,0,78.73,10.89,10.37,48.62,1.2124,34.74,0.9456,PANEL_E
2048-01-20,UPC000001516,DMA_002,50.336,-5.262,1.574,39.49,74.31,DISTRIBUTION,58.27,192.21,1,73.33,24.97,2.92,33.21,2.7585,8.0,0.1674,PANEL_B
2048-01-27,UPC000001517,DMA_001,25.798,-16.222,25.292,36.87,76.09,DISTRIBUTION,6.19,65.8,0,93.51,3.36,2.12,18.89,2.1644,19.94,-0.2309,PANEL_A
2048-02-03,UPC000001518,DMA_007,31.359,-9.867,-14.707,27.21,80.31,PROCESSING,64.86,125.74,1,59.5,32.91,0.43,52.1,0.3075,48.22,0.7935,PANEL_B
2048-02-10,UPC000001519,DMA_007,15.527,-22.247,52.939,23.19,84.16,DISTRIBUTION,73.87,157.51,0,39.93,24.47,12.83,27.58,0.0356,55.82,0.592,PANEL_C
2048-02-17,UPC000001520,DMA_005,58.049,18.144,-28.723,33.46,74.56,WAREHOUSE,59.1,162.75,0,96.59,19.27,13.34,33.89,1.4918,27.1,0.0617,PANEL_D
2048-02-24,UPC000001521,DMA_004,36.115,-17.492,-20.246,0.46,99.69,WAREHOUSE,71.41,196.33,0,74.15,17.01,6.05,70.25,1.5421,58.65,0.085,PANEL_C
2048-03-02,UPC000001522,DMA_006,17.177,7.9,15.906,39.73,59.11,PRODUCTION,25.28,143.82,0,66.37,33.08,16.76,38.41,1.4465,3.52,0.6545,PANEL_A
2048-03-09,UPC000001523,DMA_004,31.913,20.872,54.53,30.15,69.11,RETAIL,92.13,183.34,0,49.16,6.19,8.05,4.4,1.8864,53.56,0.9513,PANEL_B
2048-03-16,UPC000001524,DMA_001,2.854,-19.141,-28.415,37.7,74.01,WAREHOUSE,94.06,210.39,0,76.17,36.79,2.97,25.05,0.9758,53.48,-0.7458,PANEL_B
2048-03-23,UPC000001525,DMA_004,7.389,4.977,37.861,31.64,79.97,PROCESSING,91.49,213.66,0,74.24,20.75,13.66,17.48,0.0992,18.44,-0.7526,PANEL_E
2048-03-30,UPC000001526,DMA_007,45.59,-12.187,-21.802,31.38,66.99,RETAIL,46.46,204.56,0,66.87,23.79,10.09,1.7,2.6102,35.7,0.0857,PANEL_D
2048-04-06,UPC000001527,DMA_002,17.802,-12.775,38.272,19.45,87.8,RETAIL,38.93,213.65,0,35.9,1.09,12.67,50.09,2.1798,9.83,-0.3668,PANEL_C
2048-04-13,UPC000001528,DMA_008,22.875,17.631,28.334,10.97,93.27,WAREHOUSE,87.31,121.62,0,93.39,24.7,14.65,22.62,1.7507,31.67,-0.5834,PANEL_D
2048-04-20,UPC000001529,DMA_005,18.834,-8.546,24.415,24.59,78.43,PRODUCTION,94.41,64.77,0,71.93,14.85,3.62,45.22,1.2112,45.91,0.9163,PANEL_E
2048-04-27,UPC000001530,DMA_004,67.513,-14.756,-1.778,7.17,95.4,PROCESSING,4.65,125.12,0,45.95,23.53,4.76,67.51,2.7113,23.05,0.2806,PANEL_D
2048-05-04,UPC000001531,DMA_002,24.299,-16.743,17.67,10.7,92.81,WAREHOUSE,1.96,67.54,0,36.35,30.49,6.86,47.5,2.6584,13.9,0.5961,PANEL_C
2048-05-11,UPC000001532,DMA_006,2.995,22.307,25.462,24.55,76.26,RETAIL,58.45,224.65,0,82.45,3.09,6.01,68.94,2.9421,53.55,-0.7028,PANEL_A
2048-05-18,UPC000001533,DMA_001,74.935,-7.042,-4.808,15.61,83.46,PROCESSING,1.31,211.48,0,79.07,8.97,17.69,62.18,0.1572,46.77,-0.6949,PANEL_B
2048-05-25,UPC000001534,DMA_007,15.36,-7.221,19.155,6.75,95.74,PRODUCTION,87.1,60.67,0,84.5,11.27,7.15,68.18,2.527,49.35,-0.5761,PANEL_E
2048-06-01,UPC000001535,DMA_003,47.068,15.023,13.629,25.94,72.9,DISTRIBUTION,69.8,72.44,1,32.82,31.43,13.64,70.71,2.4836,51.61,0.973,PANEL_B
2048-06-08,UPC000001536,DMA_001,44.696,-2.567,49.377,14.87,83.86,PROCESSING,35.16,194.99,0,90.72,12.89,12.17,65.52,0.65,45.97,-0.0718,PANEL_E
2048-06-15,UPC000001537,DMA_006,16.486,-23.935,15.118,17.74,80.96,PRODUCTION,8.41,215.07,0,61.99,29.22,3.19,11.03,0.0234,31.2,-0.6127,PANEL_C
2048-06-22,UPC000001538,DMA_001,34.572,-22.701,49.861,6.01,94.99,RETAIL,18.14,168.24,0,68.13,9.44,1.92,16.46,0.378,0.93,0.2786,PANEL_D
2048-06-29,UPC000001539,DMA_001,39.215,0.543,-28.898,9.04,92.34,PROCESSING,49.16,150.68,0,81.53,39.13,10.04,24.94,0.9196,5.93,-0.4681,PANEL_A
2048-07-06,UPC000001540,DMA_006,21.989,-1.879,11.888,32.98,75.46,WAREHOUSE,20.57,120.91,0,82.61,18.3,12.74,59.65,0.628,55.95,0.9824,PANEL_A
2048-07-13,UPC000001541,DMA_001,24.864,22.018,19.808,33.56,74.04,RETAIL,20.9,184.79,0,90.85,29.93,1.46,17.99,1.9246,49.79,0.2053,PANEL_A
2048-07-20,UPC000001542,DMA_005,48.026,17.153,-1.268,4.36,95.4,PROCESSING,88.31,196.55,0,68.32,38.78,6.76,75.41,0.9968,39.44,-0.1839,PANEL_E
2048-07-27,UPC000001543,DMA_005,40.731,-22.434,4.496,5.95,94.95,PROCESSING,88.15,220.15,0,78.62,10.82,12.02,64.77,0.1044,15.8,-0.1645,PANEL_A
2048-08-03,UPC000001544,DMA_004,71.641,6.747,-10.051,37.34,65.11,PROCESSING,25.22,204.33,0,36.8,21.74,10.6,4.77,2.9211,29.26,-0.3978,PANEL_D
2048-08-10,UPC000001545,DMA_005,2.45,5.765,11.693,22.61,75.99,PROCESSING,48.38,192.34,1,41.33,19.5,9.79,25.42,0.5069,57.25,0.6406,PANEL_B
2048-08-17,UPC000001546,DMA_008,34.323,-16.916,-11.156,1.0,99.12,RETAIL,20.0,177.51,1,39.64,3.7,4.31,42.72,2.9447,5.3,0.0446,PANEL_B
2048-08-24,UPC000001547,DMA_003,50.114,23.911,6.164,10.75,88.2,WAREHOUSE,61.65,64.86,0,61.75,16.6,9.37,68.59,0.3051,57.69,-0.7079,PANEL_B
2048-08-31,UPC000001548,DMA_006,68.252,-2.889,11.79,6.19,94.56,RETAIL,36.72,94.87,0,83.03,17.57,4.06,21.45,1.2042,13.39,0.1595,PANEL_A
2048-09-07,UPC000001549,DMA_005,32.014,-23.2,-5.161,31.24,71.25,PRODUCTION,86.32,71.41,0,68.79,42.93,14.92,20.13,2.8121,46.38,1.0059,PANEL_D
2048-09-14,UPC000001550,DMA_004,57.589,24.089,19.535,25.25,83.35,RETAIL,45.71,108.7,0,37.85,10.23,13.88,44.9,0.5115,26.89,-0.2106,PANEL_D
2048-09-21,UPC000001551,DMA_003,46.61,12.393,-17.055,4.68,95.19,WAREHOUSE,48.34,66.33,0,48.19,10.25,5.31,78.61,0.039,58.48,0.2121,PANEL_A
2048-09-28,UPC000001552,DMA_001,64.555,-19.406,10.831,18.86,86.64,PROCESSING,68.51,206.79,0,99.84,40.47,14.83,56.33,2.9326,46.41,0.8511,PANEL_A
2048-10-05,UPC000001553,DMA_007,26.79,24.806,10.505,19.27,81.78,PRODUCTION,70.63,175.63,0,30.76,5.8,1.83,27.37,0.841,7.02,0.9755,PANEL_D
2048-10-12,UPC000001554,DMA_008,26.281,15.083,52.831,29.67,78.32,PRODUCTION,4.61,102.3,0,66.76,11.04,2.35,10.27,1.348,31.1,0.9452,PANEL_E
2048-10-19,UPC000001555,DMA_003,8.44,-8.607,18.675,18.19,88.0,PROCESSING,22.16,55.18,0,39.75,4.62,17.91,41.28,2.0111,57.8,-0.5868,PANEL_C
2048-10-26,UPC000001556,DMA_004,62.61,23.613,20.914,37.35,76.45,RETAIL,66.55,187.04,0,69.74,37.7,3.74,40.88,2.6992,14.71,1.0701,PANEL_B
2048-11-02,UPC000001557,DMA_004,25.167,4.997,15.39,38.32,74.88,WAREHOUSE,52.51,62.94,0,80.9,30.67,2.32,59.01,0.4465,30.66,-0.3106,PANEL_A
2048-11-09,UPC000001558,DMA_004,36.691,17.554,-5.362,11.76,89.26,RETAIL,30.8,249.02,0,95.31,22.83,14.93,67.89,2.9495,57.86,-0.1934,PANEL_A
2048-11-16,UPC000001559,DMA_001,63.76,10.52,10.242,29.36,80.51,RETAIL,76.15,119.34,0,85.37,16.16,17.95,18.96,0.4248,12.65,-0.2657,PANEL_A
2048-11-23,UPC000001560,DMA_005,70.301,-11.82,19.904,28.81,74.46,PROCESSING,36.41,108.19,0,62.07,34.21,4.2,24.28,2.9153,34.56,0.0734,PANEL_B
2048-11-30,UPC000001561,DMA_008,69.085,-15.339,-3.665,14.1,90.49,RETAIL,70.62,114.83,0,77.57,7.29,11.36,33.73,1.134,52.56,0.5591,PANEL_C
2048-12-07,UPC000001562,DMA_003,38.887,-24.827,10.775,32.05,76.76,WAREHOUSE,98.62,158.02,0,41.01,41.78,15.84,40.41,1.6498,30.29,0.3657,PANEL_B
2048-12-14,UPC000001563,DMA_003,48.641,24.432,16.902,39.26,76.06,PRODUCTION,86.52,95.2,0,36.56,24.62,2.57,49.91,1.7877,50.44,1.0654,PANEL_D
2048-12-21,UPC000001564,DMA_005,57.963,18.844,-15.126,34.2,65.23,RETAIL,9.98,169.06,0,89.39,5.39,9.98,23.99,2.8935,9.58,-0.393,PANEL_B
2048-12-28,UPC000001565,DMA_005,49.453,13.898,-9.053,30.17,74.13,PROCESSING,71.59,174.42,0,93.95,37.75,9.69,21.67,1.9203,10.04,-0.5742,PANEL_D
2049-01-04,UPC000001566,DMA_006,38.448,-12.446,-25.188,1.5,98.52,RETAIL,20.05,225.27,0,62.27,26.79,14.62,44.67,2.436,57.92,0.8907,PANEL_B
2049-01-11,UPC000001567,DMA_008,52.329,2.832,-27.42,13.94,90.09,WAREHOUSE,96.29,200.01,0,38.71,7.73,1.39,67.53,0.1745,38.03,0.2556,PANEL_A
2049-01-18,UPC000001568,DMA_005,61.184,-21.055,19.395,7.45,92.46,PROCESSING,56.7,73.78,0,83.48,39.39,13.55,46.02,2.3161,15.9,1.057,PANEL_A
2049-01-25,UPC000001569,DMA_001,70.972,-0.856,6.109,27.3,70.68,PRODUCTION,77.43,98.77,0,69.42,1.69,14.94,37.46,0.8103,35.14,-0.5226,PANEL_A
2049-02-01,UPC000001570,DMA_003,63.126,15.696,26.562,4.88,95.23,WAREHOUSE,87.53,59.11,0,40.36,37.66,17.7,21.49,0.9695,16.46,0.3974,PANEL_B
2049-02-08,UPC000001571,DMA_005,56.761,-12.556,-1.385,0.51,99.69,PRODUCTION,1.66,71.17,0,64.38,14.88,7.05,75.99,1.5874,4.16,-0.5584,PANEL_E
2049-02-15,UPC000001572,DMA_002,40.351,-24.815,18.34,5.71,93.91,RETAIL,45.0,189.4,0,94.3,26.37,13.42,77.11,2.0936,59.38,0.8485,PANEL_E
2049-02-22,UPC000001573,DMA_002,49.266,11.297,1.442,15.87,90.33,PROCESSING,17.07,159.29,0,45.92,13.72,0.94,75.84,0.0555,1.55,1.1537,PANEL_B
2049-03-01,UPC000001574,DMA_001,23.239,-23.236,40.026,19.63,84.73,RETAIL,94.8,58.53,0,86.62,8.71,15.18,15.36,0.6615,56.64,0.7018,PANEL_E
2049-03-08,UPC000001575,DMA_005,7.329,13.996,-20.163,37.49,77.17,PRODUCTION,43.01,57.8,0,72.76,14.27,17.94,30.09,2.7686,21.63,-0.5016,PANEL_D
2049-03-15,UPC000001576,DMA_004,10.593,-13.105,-16.998,3.07,97.03,WAREHOUSE,21.65,83.19,0,69.82,4.67,10.78,38.29,2.6464,26.25,0.2293,PANEL_E
2049-03-22,UPC000001577,DMA_008,57.021,9.228,16.077,11.31,89.88,PROCESSING,6.36,183.97,0,33.77,4.18,5.75,73.79,2.7343,8.29,0.9629,PANEL_A
2049-03-29,UPC000001578,DMA_001,44.274,17.676,46.465,2.75,97.05,WAREHOUSE,73.51,205.7,0,42.02,36.22,3.42,77.82,0.6398,45.5,1.0387,PANEL_E
2049-04-05,UPC000001579,DMA_001,61.23,-6.317,-0.363,17.63,80.74,DISTRIBUTION,38.36,138.6,0,96.74,10.17,1.97,23.25,1.231,47.19,0.0312,PANEL_C
2049-04-12,UPC000001580,DMA_007,43.442,14.555,-14.704,2.79,97.67,RETAIL,37.87,193.49,0,94.38,15.04,6.31,25.72,0.1167,46.73,-0.7083,PANEL_C
2049-04-19,UPC000001581,DMA_005,12.783,14.365,4.142,32.37,65.21,RETAIL,93.86,213.25,0,69.0,43.79,17.71,64.82,1.4003,7.62,-0.0601,PANEL_A
2049-04-26,UPC000001582,DMA_004,3.225,18.386,-15.382,30.0,71.99,PROCESSING,28.47,76.03,0,39.61,16.58,16.13,5.13,1.3204,3.88,-0.7381,PANEL_D
2049-05-03,UPC000001583,DMA_008,32.029,11.256,6.227,8.52,90.99,PROCESSING,99.18,73.12,0,98.48,12.92,2.09,8.94,0.1274,34.39,-0.0031,PANEL_C
2049-05-10,UPC000001584,DMA_002,53.158,20.504,-24.809,25.97,77.06,PROCESSING,81.85,111.47,0,65.51,9.78,4.19,55.0,0.9254,47.67,1.0764,PANEL_E
2049-05-17,UPC000001585,DMA_004,25.911,-15.095,15.508,25.08,78.92,PRODUCTION,97.66,124.54,0,64.1,44.86,8.12,32.56,2.8931,41.16,0.3596,PANEL_E
2049-05-24,UPC000001586,DMA_007,68.136,3.43,23.179,17.72,88.83,PROCESSING,88.21,154.88,0,98.62,26.34,11.48,14.48,0.0529,14.12,-0.7668,PANEL_A
2049-05-31,UPC000001587,DMA_006,40.347,-2.977,2.859,16.55,89.62,WAREHOUSE,42.71,135.44,0,48.7,20.57,9.92,31.63,1.6407,56.25,-0.6592,PANEL_D
2049-06-07,UPC000001588,DMA_007,73.458,9.11,-27.454,5.67,95.55,DISTRIBUTION,71.18,223.39,0,55.95,44.17,1.76,38.59,0.7493,38.83,0.6443,PANEL_E
2049-06-14,UPC000001589,DMA_008,49.141,17.404,22.416,11.69,91.36,PROCESSING,11.5,179.11,0,90.23,23.52,3.36,50.59,1.4474,59.17,0.5537,PANEL_B
2049-06-21,UPC000001590,DMA_001,11.214,-15.048,17.803,29.79,78.43,DISTRIBUTION,71.66,98.69,1,65.86,18.93,10.94,8.78,2.1579,5.83,0.0085,PANEL_A
2049-06-28,UPC000001591,DMA_004,45.159,7.947,37.075,16.55,83.21,DISTRIBUTION,77.23,188.78,0,80.1,11.6,14.29,20.09,0.0949,5.88,0.4598,PANEL_D
2049-07-05,UPC000001592,DMA_002,47.448,9.012,-18.815,5.05,95.94,PROCESSING,75.48,246.46,0,71.7,27.09,10.68,1.43,0.6089,35.1,0.4291,PANEL_A
2049-07-12,UPC000001593,DMA_004,40.94,-24.936,4.369,24.37,77.38,WAREHOUSE,20.59,75.14,0,48.41,40.3,12.82,29.23,2.7989,21.73,-0.3875,PANEL_E
2049-07-19,UPC000001594,DMA_005,17.977,1.518,-15.437,5.1,96.47,WAREHOUSE,29.53,141.97,0,53.16,4.66,9.05,11.27,0.2117,39.08,-0.2878,PANEL_D
2049-07-26,UPC000001595,DMA_002,70.319,24.648,-17.608,11.12,91.54,PROCESSING,89.29,181.25,0,76.1,39.02,0.76,57.61,1.5211,52.93,-0.1821,PANEL_E
2049-08-02,UPC000001596,DMA_005,65.82,22.608,43.166,18.1,85.62,RETAIL,49.34,202.56,1,48.51,6.08,8.84,31.98,0.0104,53.94,0.4924,PANEL_E
2049-08-09,UPC000001597,DMA_004,16.689,-0.749,12.919,13.56,91.82,WAREHOUSE,57.43,244.1,0,46.79,29.74,5.27,58.43,0.7794,56.48,0.8238,PANEL_A
2049-08-16,UPC000001598,DMA_005,2.446,-23.315,11.509,11.03,89.6,PROCESSING,41.46,198.51,0,66.88,2.48,1.7,29.54,1.7108,14.5,0.1213,PANEL_C
2049-08-23,UPC000001599,DMA_001,3.508,4.259,47.252,22.6,76.36,DISTRIBUTION,79.65,124.84,0,72.49,18.51,17.95,0.06,1.8545,24.12,0.8742,PANEL_A
2049-08-30,UPC000001600,DMA_008,42.821,9.864,-5.744,25.73,77.96,DISTRIBUTION,33.42,99.95,0,53.13,34.57,14.08,58.04,2.8712,25.0,-0.1674,PANEL_B
2049-09-06,UPC000001601,DMA_008,12.728,-14.797,5.78,13.52,85.31,DISTRIBUTION,75.79,88.81,0,33.27,20.31,17.11,18.41,2.07,5.71,1.1936,PANEL_D
2049-09-13,UPC000001602,DMA_001,34.452,-15.403,-4.484,29.21,67.89,PRODUCTION,97.91,95.81,0,46.99,3.36,13.99,2.33,0.3386,30.56,-0.1238,PANEL_D
2049-09-20,UPC000001603,DMA_006,36.267,-11.393,16.091,18.77,85.06,PROCESSING,26.62,166.21,0,69.93,24.54,13.03,49.19,2.399,50.81,-0.3981,PANEL_B
2049-09-27,UPC000001604,DMA_001,44.719,-1.746,43.24,15.17,83.74,DISTRIBUTION,54.36,246.69,0,45.22,33.07,9.45,2.74,1.6141,48.74,-0.5076,PANEL_D
2049-10-04,UPC000001605,DMA_002,42.169,18.931,38.592,39.26,72.37,WAREHOUSE,97.93,86.61,0,33.88,10.19,1.18,58.11,2.5842,49.26,-0.0572,PANEL_A
2049-10-11,UPC000001606,DMA_003,35.612,-4.812,26.815,33.02,69.32,DISTRIBUTION,26.74,205.41,0,93.69,22.83,9.33,58.93,1.9639,20.92,-0.6345,PANEL_C
2049-10-18,UPC000001607,DMA_006,21.013,15.44,54.549,36.0,67.96,DISTRIBUTION,18.35,65.12,1,32.59,12.62,11.42,36.37,1.6651,33.94,0.4226,PANEL_A
2049-10-25,UPC000001608,DMA_003,36.532,-6.912,28.392,21.34,84.5,WAREHOUSE,4.42,215.07,0,46.77,26.63,16.4,20.29,0.422,20.92,-0.1916,PANEL_E
2049-11-01,UPC000001609,DMA_003,43.412,-16.676,-25.695,29.67,76.34,RETAIL,91.72,158.91,0,30.23,32.16,11.92,45.37,1.7782,32.6,-0.4353,PANEL_B
2049-11-08,UPC000001610,DMA_006,5.937,-9.753,42.873,8.87,92.83,RETAIL,79.38,103.51,0,85.76,44.72,6.03,6.09,1.9734,40.72,-0.2595,PANEL_C
2049-11-15,UPC000001611,DMA_005,9.918,-7.605,-11.653,14.73,90.69,DISTRIBUTION,35.91,244.16,0,80.24,20.22,1.91,14.11,0.2025,46.48,0.0072,PANEL_C
2049-11-22,UPC000001612,DMA_005,31.006,8.13,-23.368,7.95,94.22,PROCESSING,47.08,112.57,0,55.04,39.5,5.31,3.07,0.9695,40.13,-0.6362,PANEL_C
2049-11-29,UPC000001613,DMA_004,1.578,22.67,36.676,22.04,81.61,DISTRIBUTION,43.15,212.19,0,47.44,5.1,8.53,31.28,0.6071,51.38,-0.6248,PANEL_B
2049-12-06,UPC000001614,DMA_002,61.759,-16.854,25.673,35.32,69.75,PRODUCTION,18.43,121.22,1,90.85,23.73,12.33,73.82,2.1866,21.08,1.1461,PANEL_E
2049-12-13,UPC000001615,DMA_002,49.522,-3.354,36.951,16.52,87.83,PROCESSING,41.92,223.53,0,67.1,23.52,3.4,44.42,0.4331,52.21,0.8524,PANEL_E
