ag_livestock_report_month,ag_livestock_operation_id_hash,ag_livestock_animal_type_code,ag_livestock_inventory_head_count,ag_livestock_births_count,ag_livestock_deaths_count,ag_livestock_slaughter_count,ag_livestock_milk_production_lbs,ag_livestock_milk_yield_per_cow,ag_livestock_feed_cost_index,ag_livestock_vet_cost_per_head,ag_livestock_antibiotic_use_indicator,ag_livestock_disease_outbreak_flag,ag_livestock_housing_system_code,ag_livestock_pasture_access_days_year,ag_livestock_manure_management_method,ag_livestock_methane_emissions_estimate,ag_livestock_organic_certification_flag,ag_livestock_animal_welfare_audit_score,ag_livestock_market_price_usd_cwt
2141-04,3b4614006211be18,HOGS,67825,49677,54342,95345,0.0,0.0,99.51,206.12,0,0,FREE_STALL,109,LAGOON,241660.85,0,79.8,76.97
2141-05,ea0f9af0318674a4,HOGS,21036,24383,21036,45111,0.0,0.0,63.34,365.38,0,0,BARN,143,FIELD_APPLIED,103587.25,0,29.02,174.35
2141-06,9dc852e5195f01d3,POULTRY,498,40790,498,37801,0.0,0.0,152.8,142.61,1,0,PASTURE,88,FIELD_APPLIED,2677.69,0,44.39,200.65
2141-07,b202edef65938408,HOGS,58663,2226,40836,127148,0.0,0.0,196.72,91.77,1,0,OTHER,31,FIELD_APPLIED,21166.25,0,68.86,102.67
2141-08,4d884e4db3b20e95,CATTLE_BEEF,210612,16134,45738,49873,0.0,0.0,79.75,128.59,1,0,CAGE_FREE,313,LAGOON,22106.98,1,26.13,244.3
2141-09,4facf75d5aa79b72,HOGS,227427,74174,102577,18719,0.0,0.0,146.4,192.34,0,0,FREE_STALL,21,OTHER,224189.96,0,11.3,64.75
2141-10,70100cbb5381aaba,CATTLE_BEEF,175221,83663,129419,47333,0.0,0.0,210.52,176.29,1,0,PASTURE,0,OTHER,123054.07,1,93.82,286.24
2141-11,a92cd1e9be0a1018,POULTRY,100210,73521,90787,22873,0.0,0.0,172.18,239.65,0,0,PASTURE,96,COMPOST,72582.4,0,49.31,313.22
2141-12,a1ada9b8c0c17a6a,CATTLE_BEEF,197273,37070,57831,34317,0.0,0.0,209.59,117.71,1,1,FEEDLOT,194,FIELD_APPLIED,157436.83,0,52.25,265.98
2142-01,c28c47f37569ae54,CATTLE_DAIRY,181010,89801,132870,121649,169891084.52,25082.3,139.24,83.58,0,0,FREE_STALL,139,FIELD_APPLIED,54776.3,0,78.97,278.63
2142-02,1f911f54ab56cdd0,HOGS,9116,36097,9116,149872,0.0,0.0,98.44,50.13,1,0,FEEDLOT,232,LAGOON,194966.7,0,65.85,187.02
2142-03,9a1bad52bd3fce15,CATTLE_BEEF,229571,58034,89804,75552,0.0,0.0,127.97,158.88,0,1,BARN,44,STACK,4033.16,0,40.76,252.31
2142-04,c1d3bcea1cd9d622,POULTRY,51103,92305,51103,9461,0.0,0.0,161.7,181.1,0,0,BARN,211,LAGOON,88546.43,0,74.86,111.32
2142-05,556ff3607c6e72d9,CATTLE_DAIRY,171752,42041,72849,11806,76466094.79,19697.3,182.09,368.75,1,0,OTHER,263,STACK,186654.02,0,34.68,279.02
2142-06,94fba20737400aa8,CATTLE_BEEF,166508,40719,78693,23201,0.0,0.0,173.97,444.85,0,0,PASTURE,207,FIELD_APPLIED,46404.31,0,54.86,306.63
2142-07,a0b71e501a3e1a72,CATTLE_BEEF,108762,100286,108762,139269,0.0,0.0,217.01,285.6,0,0,PASTURE,312,FIELD_APPLIED,135691.79,0,35.99,106.68
2142-08,a03e81733cffd783,CATTLE_BEEF,99382,57360,84648,134550,0.0,0.0,136.2,59.22,0,0,FEEDLOT,126,COMPOST,191229.99,0,22.51,210.16
2142-09,25d6912538ba74dd,HOGS,202931,118880,153614,91517,0.0,0.0,130.37,413.24,0,0,FEEDLOT,253,LAGOON,47616.68,0,8.16,69.98
2142-10,14174c67cffe676e,SHEEP,72868,67687,72868,145839,0.0,0.0,213.04,230.9,1,0,PASTURE,144,STACK,208258.83,0,41.58,299.67
2142-11,de8d563d1bce28d4,CATTLE_BEEF,135176,13390,28910,56726,0.0,0.0,188.56,86.67,0,0,PASTURE,146,COMPOST,189672.24,0,60.35,231.77
2142-12,7db3856349a76843,POULTRY,19185,111271,19185,94813,0.0,0.0,71.88,364.48,0,0,CAGE_FREE,342,LAGOON,219317.56,0,13.89,65.97
2143-01,a71db0bc8b55ca18,POULTRY,205545,59400,95514,92862,0.0,0.0,107.23,211.94,1,0,PASTURE,38,FIELD_APPLIED,54225.23,1,12.37,99.26
2143-02,a3d95b8150d3be72,CATTLE_DAIRY,170110,51420,65170,103676,216372908.64,20814.2,193.76,149.75,0,0,OTHER,33,FIELD_APPLIED,187233.99,0,49.82,223.7
2143-03,ebf7e6277e5fffb6,SHEEP,5278,112267,5278,7753,0.0,0.0,100.48,368.69,0,0,PASTURE,0,FIELD_APPLIED,106883.35,0,55.48,145.63
2143-04,a06cd9d257932f6b,CATTLE_DAIRY,79629,42022,49918,149794,182657066.48,23471.0,143.03,91.33,0,0,OTHER,163,DIGESTER,131739.46,0,92.24,61.54
2143-05,64a21558adfe14d1,HOGS,119576,98425,119576,106867,0.0,0.0,180.49,72.85,0,0,OTHER,29,LAGOON,114316.94,0,56.86,247.65
2143-06,79d2cdb5302a4ed7,CATTLE_DAIRY,189158,106516,155555,121523,144972154.58,23817.9,215.55,364.73,0,0,BARN,196,OTHER,148516.18,1,99.37,71.61
2143-07,e7b9166459623820,POULTRY,198762,73952,118690,1058,0.0,0.0,105.24,265.56,1,0,FREE_STALL,265,FIELD_APPLIED,7129.39,0,10.69,251.93
2143-08,5e88e433a0f9355c,CATTLE_BEEF,191471,30243,50845,106120,0.0,0.0,63.1,438.03,0,0,PASTURE,85,FIELD_APPLIED,8650.84,1,50.0,111.94
2143-09,4b802f3e8bee2614,POULTRY,100885,65,30944,50388,0.0,0.0,82.84,86.03,0,0,PASTURE,252,FIELD_APPLIED,143821.99,0,91.16,181.79
2143-10,de1a623d3bcac876,POULTRY,140965,55994,87541,27886,0.0,0.0,140.52,417.45,0,0,FEEDLOT,295,DIGESTER,14564.99,0,35.31,178.77
2143-11,c8a83b991375a308,HOGS,190889,25155,38910,35499,0.0,0.0,200.67,69.78,0,0,FEEDLOT,303,OTHER,36969.44,0,48.18,238.04
2143-12,874af9d2fdd684c7,CATTLE_DAIRY,41132,73311,41132,75836,51577011.11,24147.5,177.6,178.56,0,1,FREE_STALL,38,FIELD_APPLIED,184223.72,0,77.48,132.07
2144-01,111dc8207aab9fee,POULTRY,207065,16277,47538,90840,0.0,0.0,200.13,186.39,0,0,BARN,39,COMPOST,182710.26,1,5.54,94.19
2144-02,f8486c58ada484f9,CATTLE_BEEF,68166,114773,68166,35202,0.0,0.0,178.17,90.85,0,0,BARN,181,OTHER,152891.83,0,83.4,232.84
2144-03,6ea79a03c40b0e57,CATTLE_BEEF,7157,90774,7157,99297,0.0,0.0,167.01,399.66,1,0,FREE_STALL,72,FIELD_APPLIED,199950.02,0,58.63,319.51
2144-04,43769cc78ef39bd5,POULTRY,182455,82296,103679,73893,0.0,0.0,73.43,275.03,0,0,CAGE_FREE,27,FIELD_APPLIED,95163.26,0,28.86,168.07
2144-05,ccd92747dadd8a52,POULTRY,170497,49732,62066,142297,0.0,0.0,133.52,141.1,1,0,FEEDLOT,110,FIELD_APPLIED,70014.17,1,87.14,131.48
2144-06,ff0458764d5feb87,POULTRY,54797,71907,54797,8297,0.0,0.0,121.46,296.17,0,0,BARN,211,COMPOST,98761.09,0,85.4,303.0
2144-07,161571fb5cb7bdfa,SHEEP,54370,73032,54370,115602,0.0,0.0,115.02,66.06,1,0,FEEDLOT,338,LAGOON,52628.31,0,65.63,206.22
2144-08,e051fef8424845c2,CATTLE_BEEF,218206,73281,78550,128044,0.0,0.0,162.56,28.69,1,0,PASTURE,203,STACK,152126.91,0,64.07,44.43
2144-09,76917e55313169b7,GOATS,9740,19949,9740,32509,0.0,0.0,77.78,297.29,0,0,CAGE_FREE,284,FIELD_APPLIED,179162.78,0,64.16,183.17
2144-10,66675ce4459dc312,CATTLE_DAIRY,107522,115643,107522,96853,68770256.08,12497.0,98.96,25.83,0,1,FREE_STALL,94,OTHER,34730.89,0,10.8,134.87
2144-11,9b938b4482cf1784,POULTRY,3170,67682,3170,121162,0.0,0.0,97.43,277.81,0,0,CAGE_FREE,18,FIELD_APPLIED,61169.59,1,98.16,296.87
2144-12,46ef464990311638,CATTLE_DAIRY,60160,26840,57918,43246,219447284.55,16874.1,154.56,147.37,0,0,FEEDLOT,68,FIELD_APPLIED,93070.73,0,70.88,227.1
2145-01,2634a3158dd22b08,GOATS,128925,86773,114710,107770,0.0,0.0,130.56,236.21,0,0,OTHER,7,COMPOST,75018.73,0,9.64,257.37
2145-02,c806823fd56991f1,CATTLE_DAIRY,37143,47941,37143,141175,36315829.16,26746.6,183.63,102.58,0,0,PASTURE,15,DIGESTER,11266.46,0,95.62,204.71
2145-03,5a0762e230e7901e,HOGS,249757,65244,69231,78229,0.0,0.0,92.43,405.91,0,0,FREE_STALL,18,COMPOST,114401.41,0,47.73,295.77
2145-04,03e4d8a27a9e13c6,GOATS,223323,119392,138305,8506,0.0,0.0,120.68,433.03,1,0,PASTURE,259,COMPOST,166320.14,0,5.71,266.11
2145-05,0979207fd6d1b188,GOATS,86013,97920,86013,111523,0.0,0.0,194.28,281.0,1,0,FREE_STALL,49,LAGOON,23203.47,0,63.0,103.59
2145-06,ea3046406cbfe8cc,POULTRY,177900,14051,56763,119435,0.0,0.0,208.88,206.86,1,0,FREE_STALL,282,FIELD_APPLIED,182116.01,0,91.77,194.18
2145-07,e3b57c96bbc917e6,CATTLE_BEEF,126259,51131,83687,110907,0.0,0.0,80.19,119.87,0,0,BARN,245,OTHER,236100.79,0,38.24,44.7
2145-08,9ceff9f3ddc861c6,HOGS,113144,61076,95993,106695,0.0,0.0,219.13,346.4,1,0,OTHER,257,LAGOON,97973.64,0,35.95,243.87
2145-09,1ecc5a537f25b097,SHEEP,196101,31064,48391,35515,0.0,0.0,75.33,215.18,1,0,CAGE_FREE,8,FIELD_APPLIED,115173.67,0,73.21,220.93
2145-10,e5d1dc9a256df483,HOGS,199985,82301,124956,111463,0.0,0.0,90.75,372.13,0,0,OTHER,167,FIELD_APPLIED,99920.53,0,31.26,79.89
2145-11,e3d0b6c82afbebe1,CATTLE_BEEF,156273,68934,85893,102426,0.0,0.0,147.44,9.89,0,0,FEEDLOT,194,LAGOON,103605.58,0,61.64,120.82
2145-12,3355a7c9468538b8,POULTRY,60006,4313,44587,14429,0.0,0.0,217.68,269.67,1,0,CAGE_FREE,87,LAGOON,247728.05,0,18.76,130.23
2146-01,77415538a1d5d8af,POULTRY,235146,86011,94481,18105,0.0,0.0,184.62,128.37,0,0,PASTURE,354,STACK,212033.11,0,91.24,239.11
2146-02,8590e46dbbeed611,CATTLE_BEEF,166696,18759,35863,30262,0.0,0.0,141.64,329.15,0,0,PASTURE,178,STACK,113666.23,0,95.85,145.01
2146-03,259a29601f57bdeb,CATTLE_BEEF,248273,85169,131680,144511,0.0,0.0,65.51,397.5,1,0,CAGE_FREE,172,LAGOON,196658.18,0,31.28,229.62
2146-04,5849bcbb41261c9e,CATTLE_DAIRY,208485,71182,101247,480,232136405.18,13343.2,199.16,287.53,0,0,OTHER,241,FIELD_APPLIED,114964.2,0,90.56,252.58
2146-05,07ee02da3b9a2679,POULTRY,215099,19320,63253,39884,0.0,0.0,189.58,56.87,0,0,FREE_STALL,48,FIELD_APPLIED,105305.28,0,61.28,80.15
2146-06,661be6096be282be,CATTLE_DAIRY,25870,108604,25870,102405,173210737.85,19128.6,127.1,182.6,0,0,FREE_STALL,309,STACK,9756.19,0,56.51,252.18
2146-07,e2cba9f6629e456d,POULTRY,99472,71765,87702,135125,0.0,0.0,77.59,356.88,1,0,FREE_STALL,179,OTHER,36260.23,0,37.31,78.71
2146-08,dd6cc108fadc684e,CATTLE_BEEF,123604,1048,1281,68275,0.0,0.0,103.13,241.2,0,0,CAGE_FREE,157,COMPOST,43466.88,0,96.81,48.44
2146-09,e58cbd58ddfb9214,CATTLE_BEEF,143173,104429,138970,114965,0.0,0.0,172.06,197.1,0,0,OTHER,133,DIGESTER,155052.19,0,46.86,57.34
2146-10,1b8ffe592f0d3a5b,SHEEP,78562,46507,77277,134010,0.0,0.0,169.95,437.81,1,1,PASTURE,317,COMPOST,88502.57,0,11.86,115.52
2146-11,bbf1139dfc853ccd,CATTLE_DAIRY,30880,27357,30880,28320,215772590.89,25706.6,210.64,41.98,1,0,BARN,284,COMPOST,127414.19,0,55.89,284.11
2146-12,750c6036bb75d05d,POULTRY,157140,26848,73415,111549,0.0,0.0,186.7,55.73,1,1,CAGE_FREE,6,STACK,211605.17,0,32.43,285.68
2147-01,d5d7e331160f345c,CATTLE_DAIRY,202177,119859,165811,82633,248373419.0,23897.2,176.82,134.48,0,0,FREE_STALL,99,DIGESTER,12690.56,0,45.56,44.09
2147-02,6e59b4e1ad52860d,CATTLE_BEEF,152499,68886,70285,139201,0.0,0.0,172.15,311.77,1,0,FREE_STALL,308,LAGOON,167296.5,0,58.21,311.4
2147-03,cddd313f5d0413da,CATTLE_BEEF,217718,45797,90603,15852,0.0,0.0,103.29,19.27,0,0,PASTURE,47,FIELD_APPLIED,132167.34,0,11.23,306.02
2147-04,8b4fb0a45ade1192,CATTLE_BEEF,79272,67489,79272,40379,0.0,0.0,192.45,372.32,0,1,BARN,135,FIELD_APPLIED,82334.83,0,23.6,40.97
2147-05,a7db41ac8fa1d688,CATTLE_BEEF,218142,63094,104025,93770,0.0,0.0,181.65,127.14,0,0,CAGE_FREE,203,COMPOST,107042.35,0,25.01,86.94
2147-06,83308d618d7a23de,POULTRY,179229,91825,93975,25284,0.0,0.0,188.03,57.07,0,1,FEEDLOT,212,STACK,194309.76,0,2.2,51.41
2147-07,2f75dc4534a3df8f,CATTLE_DAIRY,24976,46706,24976,40167,234593210.99,21604.1,187.07,342.02,1,0,OTHER,266,LAGOON,169571.7,0,13.34,139.04
2147-08,9d62ebd247c98e83,POULTRY,13968,14704,13968,101832,0.0,0.0,83.96,111.6,1,0,CAGE_FREE,79,STACK,194961.69,0,8.8,306.09
2147-09,484b7dd5bcf894b8,GOATS,65785,10789,48486,104872,0.0,0.0,99.82,325.28,1,0,PASTURE,229,DIGESTER,143943.34,0,22.79,287.2
2147-10,b173c6a2a2bc481e,CATTLE_DAIRY,177653,64924,99689,135673,239675751.22,25858.9,91.31,21.93,0,0,FEEDLOT,215,LAGOON,47163.61,0,64.56,137.78
2147-11,6022728f952cabc8,GOATS,220865,91188,105780,104232,0.0,0.0,156.06,98.41,0,0,FEEDLOT,91,FIELD_APPLIED,197473.66,0,17.0,103.79
2147-12,b2126432ffa7e6dc,HOGS,40547,109167,40547,45542,0.0,0.0,179.42,389.33,0,0,CAGE_FREE,211,OTHER,185276.76,0,10.1,130.32
2148-01,a70f83c452ff3363,HOGS,214410,59963,62941,121579,0.0,0.0,162.15,360.13,0,0,FEEDLOT,287,FIELD_APPLIED,239401.12,0,82.59,128.29
2148-02,2ee4bcddb3403d15,CATTLE_BEEF,11882,91239,11882,78167,0.0,0.0,191.57,196.5,0,0,CAGE_FREE,295,OTHER,242395.01,0,18.33,233.49
2148-03,f377a211839a3335,CATTLE_DAIRY,46400,16608,28324,46089,78740541.13,16402.4,122.71,23.42,0,0,PASTURE,352,FIELD_APPLIED,205945.54,0,83.95,192.12
2148-04,d16055ed24f8a6b1,HOGS,174291,39823,60059,135026,0.0,0.0,90.88,429.77,0,0,CAGE_FREE,83,COMPOST,138615.49,0,70.11,301.65
2148-05,1df505b4a84c28cd,CATTLE_BEEF,59561,8957,11477,141851,0.0,0.0,133.33,143.0,0,1,BARN,153,LAGOON,89490.43,0,80.48,157.86
2148-06,a06ef4b537ed3b19,POULTRY,171478,77933,91120,101235,0.0,0.0,178.12,135.19,0,0,PASTURE,273,FIELD_APPLIED,164721.94,0,76.12,307.96
2148-07,8cbb7c39587b33e6,HOGS,227522,63203,72039,99365,0.0,0.0,62.42,198.43,0,0,FEEDLOT,152,COMPOST,121147.62,0,95.65,233.29
2148-08,9cc10b341ca96a9b,POULTRY,181639,84209,85262,106802,0.0,0.0,127.55,158.8,0,0,BARN,147,FIELD_APPLIED,230652.38,0,36.56,131.08
2148-09,03c9338accd91ae0,CATTLE_DAIRY,35074,63484,35074,18735,47982062.13,13192.4,174.4,281.86,0,0,FEEDLOT,314,COMPOST,209622.72,0,54.32,97.27
2148-10,f369e03032597048,CATTLE_BEEF,11512,85232,11512,86992,0.0,0.0,197.93,239.52,0,0,BARN,212,DIGESTER,201076.84,0,5.39,100.29
2148-11,f85f5d9f85552b51,HOGS,170743,80702,98975,29208,0.0,0.0,138.89,152.15,0,0,CAGE_FREE,270,LAGOON,209758.13,1,36.66,304.83
2148-12,9adc8aaaf12dbff3,HOGS,1925,66145,1925,115613,0.0,0.0,88.99,401.33,1,0,PASTURE,151,LAGOON,238728.62,0,69.24,70.32
2149-01,d633f9aa4b9e96b4,SHEEP,81870,88445,81870,24864,0.0,0.0,69.54,293.03,0,0,PASTURE,275,OTHER,98971.21,0,27.58,284.97
2149-02,7d4ef59d5585bcbd,HOGS,102849,83730,102849,123242,0.0,0.0,102.04,184.71,0,0,FEEDLOT,246,FIELD_APPLIED,220090.75,0,59.56,90.96
2149-03,36d579843e96df70,POULTRY,132404,78402,127188,60936,0.0,0.0,190.6,331.85,0,0,PASTURE,333,LAGOON,47254.72,0,82.88,249.61
2149-04,1073835dacc019de,POULTRY,248487,71530,90393,109103,0.0,0.0,99.46,331.17,0,1,OTHER,3,LAGOON,149416.09,0,51.01,224.01
2149-05,424d2a45a5b9c387,CATTLE_DAIRY,41444,31213,41444,26050,89910808.89,13100.3,124.93,62.52,0,0,FEEDLOT,230,STACK,240800.07,0,90.36,56.68
2149-06,28237610d8783311,POULTRY,168714,105799,142767,145108,0.0,0.0,202.48,338.59,1,1,BARN,184,FIELD_APPLIED,209232.88,1,32.55,251.13
2149-07,eb0055e377d53fdb,HOGS,155684,38872,87700,87301,0.0,0.0,117.33,421.21,0,1,PASTURE,198,COMPOST,132169.01,0,49.03,229.02
2149-08,48d6286fd956655e,POULTRY,36859,43350,36859,120245,0.0,0.0,64.3,339.99,0,0,OTHER,136,OTHER,56159.48,0,86.62,204.15
2149-09,8996a900b19fe8d9,CATTLE_BEEF,194254,71299,100022,67636,0.0,0.0,129.78,128.78,0,0,CAGE_FREE,267,STACK,34341.14,0,62.22,134.03
2149-10,7f3e7fd128b46125,CATTLE_BEEF,134157,113172,133012,139201,0.0,0.0,68.42,412.8,0,0,PASTURE,15,FIELD_APPLIED,28903.21,0,22.47,127.75
2149-11,b56605229470dd56,HOGS,208866,77091,124598,78819,0.0,0.0,116.41,22.4,0,0,FREE_STALL,65,STACK,123474.3,0,47.19,194.78
2149-12,f795af846c12f694,POULTRY,80004,103788,80004,45467,0.0,0.0,75.3,306.14,0,0,OTHER,81,COMPOST,12053.27,0,77.71,48.25
2150-01,cd8570c86d022938,SHEEP,22582,7561,22582,57061,0.0,0.0,61.64,120.72,0,0,PASTURE,232,LAGOON,161011.21,0,50.76,144.72
2150-02,d454d6ecd7e9402e,CATTLE_DAIRY,160672,84400,113478,65145,98048779.34,21537.3,198.48,194.04,1,0,BARN,54,COMPOST,102634.88,0,11.6,202.23
2150-03,3ce0f87813ab9ac0,POULTRY,241014,119854,142960,64555,0.0,0.0,202.01,351.93,0,0,FREE_STALL,30,STACK,181488.63,0,2.37,317.44
2150-04,23567258d6e5e9ea,POULTRY,122791,5320,5946,60158,0.0,0.0,112.04,223.63,0,0,OTHER,23,COMPOST,244740.44,0,89.86,137.89
2150-05,fd6a1546edb081df,CATTLE_BEEF,12405,76783,12405,19898,0.0,0.0,98.42,235.46,0,0,BARN,74,COMPOST,45923.35,0,12.25,280.65
2150-06,6207f636a91af3be,CATTLE_BEEF,198685,75021,118513,69716,0.0,0.0,121.81,222.63,1,0,OTHER,212,DIGESTER,110241.17,0,11.48,215.53
2150-07,44270bd494e0db93,POULTRY,6563,7780,6563,1475,0.0,0.0,219.02,60.23,1,0,OTHER,255,FIELD_APPLIED,28443.07,0,34.63,152.59
2150-08,8499edbf9554464b,POULTRY,115359,119085,115359,136946,0.0,0.0,86.69,439.75,0,0,BARN,104,LAGOON,28351.18,0,20.08,260.52
2150-09,1474097aecd4d5d2,HOGS,110240,14222,57429,120781,0.0,0.0,109.96,328.57,0,0,PASTURE,58,FIELD_APPLIED,180097.91,0,56.0,177.31
2150-10,35f7c6bb43d6715a,CATTLE_BEEF,120602,80837,94237,30793,0.0,0.0,178.05,50.2,0,0,CAGE_FREE,43,FIELD_APPLIED,193897.98,0,4.44,133.78
2150-11,931d7046943e21ff,CATTLE_BEEF,14404,78398,14404,66094,0.0,0.0,167.84,385.68,1,0,FREE_STALL,204,STACK,169302.47,0,23.2,42.04
2150-12,3a0a3bdf677d9674,POULTRY,22394,100029,22394,117906,0.0,0.0,172.38,308.87,1,0,CAGE_FREE,30,DIGESTER,150394.25,0,64.14,262.3
2151-01,042780c7afa6ba63,POULTRY,130180,3748,45219,15323,0.0,0.0,194.86,21.18,0,0,FREE_STALL,29,STACK,7303.28,0,75.51,286.52
2151-02,f2ba53f184357b99,POULTRY,142570,80738,126751,11939,0.0,0.0,94.08,327.27,1,0,PASTURE,95,OTHER,79729.89,0,72.95,279.41
2151-03,9343025a780f654a,CATTLE_BEEF,162661,36884,50253,103481,0.0,0.0,85.62,40.17,1,0,PASTURE,170,STACK,170723.49,0,57.74,258.66
2151-04,590ba0d38ea0c519,HOGS,99946,29244,48206,136905,0.0,0.0,134.0,435.01,1,0,PASTURE,151,COMPOST,73321.32,0,65.1,89.47
2151-05,d3d4cab39d8e1e00,CATTLE_DAIRY,245807,90187,113108,113426,114622750.8,18005.5,179.47,57.94,0,0,FEEDLOT,106,OTHER,216273.02,0,92.83,86.51
2151-06,d6ca8aea855da2ee,GOATS,131868,47074,91663,54483,0.0,0.0,135.91,306.89,0,0,BARN,136,LAGOON,141975.03,0,23.72,144.64
2151-07,d73bb04cff9d93c5,HOGS,184134,90400,91921,147795,0.0,0.0,167.67,307.21,1,0,CAGE_FREE,177,FIELD_APPLIED,94481.31,0,62.52,144.14
2151-08,e4348ce7d569be8b,SHEEP,47346,53171,47346,30577,0.0,0.0,182.28,80.06,1,0,PASTURE,70,COMPOST,145986.6,0,3.99,243.43
2151-09,2362e56c83608d1a,CATTLE_BEEF,177920,119245,166315,123221,0.0,0.0,100.44,33.82,1,0,FREE_STALL,20,COMPOST,116933.61,1,94.45,160.92
2151-10,d341dec154ac46df,HOGS,105406,100979,105406,43277,0.0,0.0,102.41,94.7,0,0,CAGE_FREE,341,COMPOST,213618.13,1,68.57,126.18
2151-11,e4cd814c2e6db28b,CATTLE_BEEF,220449,77507,116701,71715,0.0,0.0,180.36,204.39,1,0,FREE_STALL,292,LAGOON,222730.1,0,28.37,180.19
2151-12,1336fc5bc974a513,POULTRY,149766,112799,128456,147429,0.0,0.0,173.27,351.7,0,0,OTHER,207,OTHER,131226.9,0,38.73,141.29
2152-01,9682f8f5d0124b3d,CATTLE_BEEF,171468,57781,94214,75383,0.0,0.0,95.27,365.67,1,0,CAGE_FREE,145,FIELD_APPLIED,165893.15,0,2.21,113.89
2152-02,d60f7de4913cf612,HOGS,35444,106259,35444,81862,0.0,0.0,121.73,199.86,1,0,OTHER,42,STACK,63888.41,1,98.8,104.45
2152-03,cc6f623320d71128,POULTRY,102425,18358,67667,58804,0.0,0.0,100.02,236.95,0,0,BARN,149,FIELD_APPLIED,204309.17,0,24.96,307.85
2152-04,78c71e9d10493b9d,POULTRY,37663,45997,37663,71348,0.0,0.0,101.64,76.19,0,0,FEEDLOT,8,FIELD_APPLIED,66875.56,0,2.82,47.9
2152-05,3396eea99ba3f943,CATTLE_BEEF,55860,80236,55860,37150,0.0,0.0,165.58,439.19,0,0,CAGE_FREE,103,LAGOON,71046.5,0,17.69,170.06
2152-06,199fb9ac9948f6cd,POULTRY,195500,98531,110260,94294,0.0,0.0,157.38,145.43,0,0,FEEDLOT,220,STACK,88313.69,0,89.4,228.05
2152-07,81bf0c8b3b7129db,CATTLE_DAIRY,42141,95032,42141,141309,229746648.55,14364.8,179.21,81.42,1,1,FEEDLOT,22,OTHER,28030.6,0,96.26,130.54
2152-08,0bc24e33e777589b,CATTLE_DAIRY,76482,6851,36956,108323,79603191.31,20384.2,178.13,273.46,1,0,FREE_STALL,198,LAGOON,135293.67,1,89.53,108.71
2152-09,080ed3f679adb399,CATTLE_BEEF,12957,117734,12957,48828,0.0,0.0,206.32,67.76,1,0,BARN,178,STACK,237983.49,0,98.46,200.0
2152-10,84a6a7e763ef766a,HOGS,30041,58407,30041,35701,0.0,0.0,109.09,56.99,0,0,PASTURE,218,FIELD_APPLIED,206479.16,1,71.25,171.17
2152-11,4beb21dc141b352e,POULTRY,185826,6610,29031,17320,0.0,0.0,172.04,431.77,0,0,FREE_STALL,121,COMPOST,139480.91,0,97.78,311.05
2152-12,f95cbb2cdd446418,CATTLE_BEEF,118235,14351,32883,23548,0.0,0.0,138.81,415.89,1,0,CAGE_FREE,195,LAGOON,30693.59,0,1.82,282.34
2153-01,9ba211c854beecf3,CATTLE_DAIRY,86160,89733,86160,5720,25433113.91,18153.1,192.26,190.32,1,0,FEEDLOT,22,LAGOON,173273.54,0,85.07,227.84
2153-02,2b5e7d46392ff3b3,POULTRY,10670,69753,10670,95550,0.0,0.0,171.82,406.5,0,0,BARN,353,OTHER,16558.21,0,14.12,131.28
2153-03,863e8ff606cddbde,HOGS,217804,112495,134250,127605,0.0,0.0,92.26,372.59,0,0,BARN,304,STACK,154000.29,0,93.56,235.33
2153-04,5fc80f314b7ba177,HOGS,45435,71548,45435,107202,0.0,0.0,176.07,49.07,0,0,OTHER,245,FIELD_APPLIED,195692.62,0,59.04,127.2
2153-05,bb373cb9e5ed6c4d,CATTLE_DAIRY,106982,106826,106982,85898,28762277.6,23949.5,200.38,385.39,0,0,BARN,84,FIELD_APPLIED,188373.97,0,90.63,225.2
2153-06,3c2c6596dc1e9ed2,POULTRY,194257,118437,129723,2079,0.0,0.0,86.17,66.84,0,0,CAGE_FREE,92,OTHER,29002.59,0,55.22,280.22
2153-07,6ce00daec07dea84,POULTRY,34524,6775,16156,63102,0.0,0.0,119.05,384.36,0,0,OTHER,172,FIELD_APPLIED,203777.6,0,96.2,132.18
2153-08,a0c41a791340ef12,HOGS,248315,52581,59897,138451,0.0,0.0,176.33,323.17,0,0,FEEDLOT,37,LAGOON,237185.07,0,35.67,40.26
2153-09,78a4d6be185872ed,CATTLE_DAIRY,223322,75410,114227,137999,184553860.59,21495.7,130.7,323.74,0,0,FEEDLOT,213,COMPOST,220.42,0,32.42,150.41
2153-10,319375fa9b49a9ed,HOGS,123089,104984,123089,35868,0.0,0.0,175.21,136.76,1,0,PASTURE,149,FIELD_APPLIED,141860.89,0,50.77,283.3
2153-11,17f70787d461dbad,POULTRY,15542,97576,15542,144174,0.0,0.0,184.32,89.91,0,0,BARN,218,FIELD_APPLIED,19983.5,0,97.56,102.16
2153-12,479776cc772e4bfb,CATTLE_DAIRY,115997,23771,35927,28728,249370038.76,27273.1,134.78,112.57,0,0,PASTURE,28,FIELD_APPLIED,173668.04,0,5.09,236.37
2154-01,de84cb8ee527a55a,HOGS,95511,37147,58220,18595,0.0,0.0,135.32,198.42,0,0,FREE_STALL,189,STACK,138653.75,0,2.7,71.63
2154-02,afcd4f5eabecfe1f,POULTRY,177562,16724,33831,85180,0.0,0.0,174.78,140.7,1,0,FEEDLOT,131,OTHER,190359.69,0,59.46,208.57
