demo_nativity_estimate_year,demo_nativity_country_iso2,demo_nativity_region_nuts_code,demo_nativity_nativity_category,demo_nativity_country_of_birth_iso2,demo_nativity_year_of_arrival,demo_nativity_citizenship_class,demo_nativity_second_citizenship_iso2,demo_nativity_language_main_home,demo_nativity_language_secondary_home,demo_nativity_language_proficiency_level,demo_nativity_education_level_isc,demo_nativity_employment_status,demo_nativity_refugee_or_protection_flag,demo_nativity_family_reunification_flag,demo_nativity_remittance_sending_flag,demo_nativity_translation_need_indicator,demo_nativity_integration_policy_index_score,demo_nativity_eurostat_table_code,demo_nativity_cultural_linguistic_diversity_index
2022,PL,AT378,FOREIGN_BORN,LU,1992,NATIONAL,,SK,EL,NATIVE,ISCED0_2,EMPLOYED,1,0,0,0,50.06,migr_pop3ctb,0.8585
2023,ES,CY8,SECOND_GEN,BE,1993,EU,,BG,ES,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,51.47,edat_lfse_03,0.7696
2024,HR,RO358,NATIVE_BORN,HR,,NON_EU,,RO,CY,B1,ISCED5_6,STUDENT,0,0,0,0,57.07,ilc_lvps08,0.7292
2025,FI,HU886,FOREIGN_BORN,SK,1995,DUAL,GR,SL,BG,A1,ISCED3_4,INACTIVE,0,0,0,1,84.48,migr_imm8,0.267
2026,IE,PL326,SECOND_GEN,EE,1996,NATIONAL,,HR,,C2,ISCED0_2,EMPLOYED,0,0,0,0,69.36,migr_pop1ctz,0.1631
2018,MT,DK942,NATIVE_BORN,MT,,EU,,NL,EN,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,36.31,migr_pop3ctb,0.8021
2019,SK,BE539,FOREIGN_BORN,BG,1998,NON_EU,,CY,,A2,ISCED5_6,STUDENT,0,0,0,0,55.17,edat_lfse_03,0.623
2020,BE,BG127,SECOND_GEN,IE,1999,DUAL,CY,DA,,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,45.26,ilc_lvps08,0.0627
2021,DK,HR83,NATIVE_BORN,DK,,NATIONAL,,SV,HR,C1,ISCED0_2,EMPLOYED,0,0,0,0,47.13,migr_imm8,0.8122
2022,GR,HU833,FOREIGN_BORN,FI,2001,EU,,EN,,B1,ISCED7_8,UNEMPLOYED,0,0,0,0,42.72,migr_pop1ctz,0.0602
2023,LT,BE19,SECOND_GEN,NL,2002,NON_EU,,ET,LV,A1,ISCED5_6,STUDENT,0,0,0,1,53.01,migr_pop3ctb,0.8185
2024,PT,SE221,NATIVE_BORN,PT,,DUAL,GR,FI,SV,C2,ISCED3_4,INACTIVE,0,0,0,0,85.13,edat_lfse_03,0.3695
2025,SE,BE3,FOREIGN_BORN,IT,2004,NATIONAL,,DE,DA,B2,ISCED0_2,EMPLOYED,0,0,0,0,39.13,ilc_lvps08,0.8501
2026,CY,LT979,SECOND_GEN,ES,2005,EU,,LV,,A2,ISCED7_8,UNEMPLOYED,0,0,0,0,34.72,migr_imm8,0.5547
2018,FR,PL723,NATIVE_BORN,FR,,NON_EU,,EL,SL,NATIVE,ISCED5_6,STUDENT,0,0,0,0,36.17,migr_pop1ctz,0.2408
2019,IT,SI802,FOREIGN_BORN,PL,2007,DUAL,,FR,,C1,ISCED3_4,INACTIVE,0,0,0,0,40.43,migr_pop3ctb,0.0836
2020,NL,PT597,SECOND_GEN,CY,2008,NATIONAL,,LT,,B1,ISCED0_2,EMPLOYED,0,0,0,1,74.04,edat_lfse_03,0.1991
2021,SI,DE68,NATIVE_BORN,SI,,EU,,HU,EN,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,37.72,ilc_lvps08,0.7269
2022,BG,IT573,FOREIGN_BORN,SE,2010,NON_EU,,ES,MT,C2,ISCED5_6,STUDENT,1,0,0,0,68.04,migr_imm8,0.0738
2023,EE,IE81,SECOND_GEN,DE,2011,DUAL,,GA,IT,B2,ISCED3_4,INACTIVE,0,0,0,0,28.36,migr_pop1ctz,0.8046
2024,HU,PL2,NATIVE_BORN,HU,,NATIONAL,,CS,,A2,ISCED0_2,EMPLOYED,0,0,0,0,48.93,migr_pop3ctb,0.5846
2025,LU,SK10,FOREIGN_BORN,CZ,2013,EU,,IT,,NATIVE,ISCED7_8,UNEMPLOYED,0,1,0,0,39.93,edat_lfse_03,0.624
2026,RO,CZ842,SECOND_GEN,LT,2014,NON_EU,,MT,,C1,ISCED5_6,STUDENT,0,0,0,0,41.2,ilc_lvps08,0.4819
2018,AT,CY63,NATIVE_BORN,AT,,DUAL,,PT,NL,B1,ISCED3_4,INACTIVE,0,0,0,0,25.47,migr_imm8,0.2552
2019,CZ,RO1,FOREIGN_BORN,GR,2016,NATIONAL,,PL,PT,A1,ISCED0_2,EMPLOYED,0,0,0,1,64.31,migr_pop1ctz,0.9134
2020,DE,LV439,SECOND_GEN,RO,2017,EU,,SK,NL,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,87.33,migr_pop3ctb,0.6211
2021,LV,RO818,NATIVE_BORN,LV,,NON_EU,,BG,BG,B2,ISCED5_6,STUDENT,0,0,0,0,69.01,edat_lfse_03,0.5965
2022,PL,MT1,FOREIGN_BORN,LU,2019,DUAL,LV,RO,SV,A2,ISCED3_4,INACTIVE,0,1,0,1,34.8,ilc_lvps08,0.0571
2023,ES,GR86,SECOND_GEN,BE,2020,NATIONAL,,SL,HU,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,76.97,migr_imm8,0.6044
2024,HR,SK1,NATIVE_BORN,HR,,EU,,HR,FI,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,41.63,migr_pop1ctz,0.8024
2025,FI,DK206,FOREIGN_BORN,SK,2022,NON_EU,,NL,,B1,ISCED5_6,STUDENT,0,0,0,0,35.84,migr_pop3ctb,0.6011
2026,IE,HU48,SECOND_GEN,EE,2023,DUAL,,CY,SL,A1,ISCED3_4,INACTIVE,0,0,0,0,31.92,edat_lfse_03,0.8846
2018,MT,FR18,NATIVE_BORN,MT,,NATIONAL,,DA,CY,C2,ISCED0_2,EMPLOYED,0,0,0,0,37.56,ilc_lvps08,0.8476
2019,SK,FR38,FOREIGN_BORN,BG,2025,EU,,SV,,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,82.47,migr_imm8,0.5058
2020,BE,EE45,SECOND_GEN,IE,2026,NON_EU,,EN,NL,A2,ISCED5_6,STUDENT,0,0,0,1,37.26,migr_pop1ctz,0.5406
2021,DK,DK937,NATIVE_BORN,DK,,DUAL,,ET,,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,75.88,migr_pop3ctb,0.094
2022,GR,IT644,FOREIGN_BORN,FI,1981,NATIONAL,,FI,FR,C1,ISCED0_2,EMPLOYED,0,0,0,0,71.9,edat_lfse_03,0.6882
2023,LT,MT3,SECOND_GEN,NL,1982,EU,,DE,HU,B1,ISCED7_8,UNEMPLOYED,0,0,0,1,82.38,ilc_lvps08,0.2855
2024,PT,MT8,NATIVE_BORN,PT,,NON_EU,,LV,DE,A1,ISCED5_6,STUDENT,0,0,0,0,37.62,migr_imm8,0.8021
2025,SE,PL9,FOREIGN_BORN,IT,1984,DUAL,LT,EL,NL,C2,ISCED3_4,INACTIVE,0,0,0,0,61.72,migr_pop1ctz,0.8307
2026,CY,IT19,SECOND_GEN,ES,1985,NATIONAL,,FR,SV,B2,ISCED0_2,EMPLOYED,0,0,0,0,36.03,migr_pop3ctb,0.2586
2018,FR,HR333,NATIVE_BORN,FR,,EU,,LT,LT,A2,ISCED7_8,UNEMPLOYED,0,0,0,0,42.76,edat_lfse_03,0.1717
2019,IT,FR201,FOREIGN_BORN,PL,1987,NON_EU,,HU,PT,NATIVE,ISCED5_6,STUDENT,0,0,0,0,61.97,ilc_lvps08,0.2547
2020,NL,LV69,SECOND_GEN,CY,1988,DUAL,DK,ES,CS,C1,ISCED3_4,INACTIVE,0,0,0,0,82.66,migr_imm8,0.1785
2021,SI,DE4,NATIVE_BORN,SI,,NATIONAL,,GA,PT,B1,ISCED0_2,EMPLOYED,0,0,0,0,76.63,migr_pop1ctz,0.9107
2022,BG,SK11,FOREIGN_BORN,SE,1990,EU,,CS,PT,A1,ISCED7_8,UNEMPLOYED,0,0,0,1,79.35,migr_pop3ctb,0.2561
2023,EE,BG531,SECOND_GEN,DE,1991,NON_EU,,IT,FR,C2,ISCED5_6,STUDENT,0,0,0,0,90.39,edat_lfse_03,0.1689
2024,HU,AT85,NATIVE_BORN,HU,,DUAL,,MT,FI,B2,ISCED3_4,INACTIVE,0,0,0,0,55.51,ilc_lvps08,0.5856
2025,LU,GR299,FOREIGN_BORN,CZ,1993,NATIONAL,,PT,,A2,ISCED0_2,EMPLOYED,1,0,0,0,86.63,migr_imm8,0.3901
2026,RO,CZ722,SECOND_GEN,LT,1994,EU,,PL,EL,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,40.18,migr_pop1ctz,0.1005
2018,AT,CY16,NATIVE_BORN,AT,,NON_EU,,SK,FI,C1,ISCED5_6,STUDENT,0,0,0,0,88.26,migr_pop3ctb,0.4986
2019,CZ,CZ64,FOREIGN_BORN,GR,1996,DUAL,IE,BG,HR,B1,ISCED3_4,INACTIVE,0,0,1,1,27.0,edat_lfse_03,0.6222
2020,DE,SK47,SECOND_GEN,RO,1997,NATIONAL,,RO,GA,A1,ISCED0_2,EMPLOYED,0,0,0,1,73.63,ilc_lvps08,0.8711
2021,LV,ES27,NATIVE_BORN,LV,,EU,,SL,ES,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,26.73,migr_imm8,0.8983
2022,PL,CZ196,FOREIGN_BORN,LU,1999,NON_EU,,HR,CY,B2,ISCED5_6,STUDENT,0,0,0,0,70.11,migr_pop1ctz,0.5075
2023,ES,RO475,SECOND_GEN,BE,2000,DUAL,ES,NL,DA,A2,ISCED3_4,INACTIVE,0,0,0,0,29.15,migr_pop3ctb,0.5381
2024,HR,HR354,NATIVE_BORN,HR,,NATIONAL,,CY,ES,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,44.07,edat_lfse_03,0.3207
2025,FI,FR2,FOREIGN_BORN,SK,2002,EU,,DA,FI,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,29.94,ilc_lvps08,0.1113
2026,IE,IE836,SECOND_GEN,EE,2003,NON_EU,,SV,SK,B1,ISCED5_6,STUDENT,0,0,0,1,34.68,migr_imm8,0.4201
2018,MT,SI291,NATIVE_BORN,MT,,DUAL,IE,EN,FR,A1,ISCED3_4,INACTIVE,0,0,0,0,41.73,migr_pop1ctz,0.5506
2019,SK,NL796,FOREIGN_BORN,BG,2005,NATIONAL,,ET,ES,C2,ISCED0_2,EMPLOYED,0,1,0,0,45.96,migr_pop3ctb,0.1798
2020,BE,HR441,SECOND_GEN,IE,2006,EU,,FI,,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,52.59,edat_lfse_03,0.449
2021,DK,LV928,NATIVE_BORN,DK,,NON_EU,,DE,RO,A2,ISCED5_6,STUDENT,0,0,0,0,78.5,ilc_lvps08,0.6437
2022,GR,LT867,FOREIGN_BORN,FI,2008,DUAL,DE,LV,BG,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,84.57,migr_imm8,0.4075
2023,LT,FR379,SECOND_GEN,NL,2009,NATIONAL,,EL,HR,C1,ISCED0_2,EMPLOYED,0,0,0,0,80.19,migr_pop1ctz,0.6442
2024,PT,SI883,NATIVE_BORN,PT,,EU,,FR,LV,B1,ISCED7_8,UNEMPLOYED,0,0,0,0,73.49,migr_pop3ctb,0.8832
2025,SE,SI439,FOREIGN_BORN,IT,2011,NON_EU,,LT,FR,A1,ISCED5_6,STUDENT,0,0,0,1,72.96,edat_lfse_03,0.858
2026,CY,LU598,SECOND_GEN,ES,2012,DUAL,IT,HU,,C2,ISCED3_4,INACTIVE,0,0,0,0,54.04,ilc_lvps08,0.2459
2018,FR,PL323,NATIVE_BORN,FR,,NATIONAL,,ES,BG,B2,ISCED0_2,EMPLOYED,0,0,0,0,42.53,migr_imm8,0.4503
2019,IT,BG268,FOREIGN_BORN,PL,2014,EU,,GA,CY,A2,ISCED7_8,UNEMPLOYED,0,0,1,1,59.77,migr_pop1ctz,0.2609
2020,NL,BG963,SECOND_GEN,CY,2015,NON_EU,,CS,,NATIVE,ISCED5_6,STUDENT,0,0,0,0,89.04,migr_pop3ctb,0.7088
2021,SI,ES600,NATIVE_BORN,SI,,DUAL,,IT,HR,C1,ISCED3_4,INACTIVE,0,0,0,0,71.36,edat_lfse_03,0.1701
2022,BG,CZ515,FOREIGN_BORN,SE,2017,NATIONAL,,MT,GA,B1,ISCED0_2,EMPLOYED,0,0,0,0,72.76,ilc_lvps08,0.4834
2023,EE,DK812,SECOND_GEN,DE,2018,EU,,PT,LV,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,46.57,migr_imm8,0.6054
2024,HU,EE711,NATIVE_BORN,HU,,NON_EU,,PL,,C2,ISCED5_6,STUDENT,0,0,0,0,81.58,migr_pop1ctz,0.1302
2025,LU,NL375,FOREIGN_BORN,CZ,2020,DUAL,,SK,SV,B2,ISCED3_4,INACTIVE,0,0,1,0,33.64,migr_pop3ctb,0.6597
2026,RO,SK756,SECOND_GEN,LT,2021,NATIONAL,,BG,,A2,ISCED0_2,EMPLOYED,0,0,0,0,30.62,edat_lfse_03,0.2024
2018,AT,DK998,NATIVE_BORN,AT,,EU,,RO,DA,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,34.93,ilc_lvps08,0.8151
2019,CZ,BG905,FOREIGN_BORN,GR,2023,NON_EU,,SL,CY,C1,ISCED5_6,STUDENT,0,0,0,0,41.82,migr_imm8,0.3254
2020,DE,MT204,SECOND_GEN,RO,2024,DUAL,CY,HR,DE,B1,ISCED3_4,INACTIVE,0,0,0,1,73.7,migr_pop1ctz,0.9022
2021,LV,LU341,NATIVE_BORN,LV,,NATIONAL,,NL,CY,A1,ISCED0_2,EMPLOYED,0,0,0,0,64.4,migr_pop3ctb,0.9301
2022,PL,SK403,FOREIGN_BORN,LU,2026,EU,,CY,DE,C2,ISCED7_8,UNEMPLOYED,0,0,1,0,64.68,edat_lfse_03,0.7267
2023,ES,CZ858,SECOND_GEN,BE,1980,NON_EU,,DA,MT,B2,ISCED5_6,STUDENT,0,0,0,0,76.04,ilc_lvps08,0.6962
2024,HR,BG591,NATIVE_BORN,HR,,DUAL,FR,SV,IT,A2,ISCED3_4,INACTIVE,0,0,0,0,59.65,migr_imm8,0.3673
2025,FI,PL1,FOREIGN_BORN,SK,1982,NATIONAL,,EN,IT,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,68.35,migr_pop1ctz,0.6341
2026,IE,BG4,SECOND_GEN,EE,1983,EU,,ET,HR,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,51.54,migr_pop3ctb,0.1785
2018,MT,RO64,NATIVE_BORN,MT,,NON_EU,,FI,LT,B1,ISCED5_6,STUDENT,0,0,0,0,32.16,edat_lfse_03,0.8456
2019,SK,FI8,FOREIGN_BORN,BG,1985,DUAL,EE,DE,IT,A1,ISCED3_4,INACTIVE,0,0,0,0,88.76,ilc_lvps08,0.4614
2020,BE,BE441,SECOND_GEN,IE,1986,NATIONAL,,LV,CY,C2,ISCED0_2,EMPLOYED,0,0,0,0,35.18,migr_imm8,0.6706
2021,DK,RO292,NATIVE_BORN,DK,,EU,,EL,,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,70.26,migr_pop1ctz,0.4622
2022,GR,SE6,FOREIGN_BORN,FI,1988,NON_EU,,FR,,A2,ISCED5_6,STUDENT,0,0,0,1,26.61,migr_pop3ctb,0.1934
2023,LT,CY9,SECOND_GEN,NL,1989,DUAL,HR,LT,DE,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,62.72,edat_lfse_03,0.5342
2024,PT,HR3,NATIVE_BORN,PT,,NATIONAL,,HU,PL,C1,ISCED0_2,EMPLOYED,0,0,0,0,54.8,ilc_lvps08,0.0811
2025,SE,SI61,FOREIGN_BORN,IT,1991,EU,,ES,SV,B1,ISCED7_8,UNEMPLOYED,0,1,1,1,78.18,migr_imm8,0.7839
2026,CY,SE993,SECOND_GEN,ES,1992,NON_EU,,GA,HR,A1,ISCED5_6,STUDENT,0,0,0,1,90.95,migr_pop1ctz,0.7831
2018,FR,GR40,NATIVE_BORN,FR,,DUAL,GR,CS,CS,C2,ISCED3_4,INACTIVE,0,0,0,0,71.57,migr_pop3ctb,0.1314
2019,IT,PT92,FOREIGN_BORN,PL,1994,NATIONAL,,IT,PT,B2,ISCED0_2,EMPLOYED,0,0,0,0,69.83,edat_lfse_03,0.622
2020,NL,IT4,SECOND_GEN,CY,1995,EU,,MT,EN,A2,ISCED7_8,UNEMPLOYED,0,0,0,1,46.71,ilc_lvps08,0.5674
2021,SI,RO131,NATIVE_BORN,SI,,NON_EU,,PT,,NATIVE,ISCED5_6,STUDENT,0,0,0,0,75.09,migr_imm8,0.8875
2022,BG,EE73,FOREIGN_BORN,SE,1997,DUAL,,PL,CS,C1,ISCED3_4,INACTIVE,0,0,0,0,57.68,migr_pop1ctz,0.3285
2023,EE,EE4,SECOND_GEN,DE,1998,NATIONAL,,SK,,B1,ISCED0_2,EMPLOYED,0,0,0,0,29.5,migr_pop3ctb,0.9484
2024,HU,BE901,NATIVE_BORN,HU,,EU,,BG,FR,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,79.3,edat_lfse_03,0.1163
2025,LU,FI56,FOREIGN_BORN,CZ,2000,NON_EU,,RO,SK,C2,ISCED5_6,STUDENT,0,0,0,0,90.11,ilc_lvps08,0.2592
2026,RO,BE8,SECOND_GEN,LT,2001,DUAL,BG,SL,MT,B2,ISCED3_4,INACTIVE,0,0,0,0,87.4,migr_imm8,0.7209
2018,AT,HU4,NATIVE_BORN,AT,,NATIONAL,,HR,FI,A2,ISCED0_2,EMPLOYED,0,0,0,0,46.44,migr_pop1ctz,0.4821
2019,CZ,HU5,FOREIGN_BORN,GR,2003,EU,,NL,RO,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,81.18,migr_pop3ctb,0.3012
2020,DE,BG6,SECOND_GEN,RO,2004,NON_EU,,CY,LT,C1,ISCED5_6,STUDENT,0,0,0,0,72.81,edat_lfse_03,0.0663
2021,LV,CY21,NATIVE_BORN,LV,,DUAL,,DA,,B1,ISCED3_4,INACTIVE,0,0,0,0,80.53,ilc_lvps08,0.5791
2022,PL,FI2,FOREIGN_BORN,LU,2006,NATIONAL,,SV,,A1,ISCED0_2,EMPLOYED,0,0,0,1,56.01,migr_imm8,0.4452
2023,ES,LU2,SECOND_GEN,BE,2007,EU,,EN,SV,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,43.93,migr_pop1ctz,0.0555
2024,HR,FR15,NATIVE_BORN,HR,,NON_EU,,ET,,B2,ISCED5_6,STUDENT,0,0,0,0,26.99,migr_pop3ctb,0.7287
2025,FI,IE3,FOREIGN_BORN,SK,2009,DUAL,IE,FI,GA,A2,ISCED3_4,INACTIVE,0,0,0,0,51.25,edat_lfse_03,0.0892
2026,IE,GR43,SECOND_GEN,EE,2010,NATIONAL,,DE,ET,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,52.75,ilc_lvps08,0.3629
2018,MT,DE2,NATIVE_BORN,MT,,EU,,LV,DE,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,79.72,migr_imm8,0.5032
2019,SK,MT5,FOREIGN_BORN,BG,2012,NON_EU,,EL,ES,B1,ISCED5_6,STUDENT,0,0,0,1,90.97,migr_pop1ctz,0.5244
2020,BE,PT5,SECOND_GEN,IE,2013,DUAL,CY,FR,GA,A1,ISCED3_4,INACTIVE,0,0,0,1,41.44,migr_pop3ctb,0.645
2021,DK,NL568,NATIVE_BORN,DK,,NATIONAL,,LT,CS,C2,ISCED0_2,EMPLOYED,0,0,0,0,40.28,edat_lfse_03,0.2351
2022,GR,IT487,FOREIGN_BORN,FI,2015,EU,,HU,DE,B2,ISCED7_8,UNEMPLOYED,0,0,1,0,57.08,ilc_lvps08,0.5906
2023,LT,CY1,SECOND_GEN,NL,2016,NON_EU,,ES,FI,A2,ISCED5_6,STUDENT,0,0,0,0,38.99,migr_imm8,0.6742
2024,PT,EE9,NATIVE_BORN,PT,,DUAL,AT,GA,ES,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,25.18,migr_pop1ctz,0.8989
2025,SE,SE968,FOREIGN_BORN,IT,2018,NATIONAL,,CS,CY,C1,ISCED0_2,EMPLOYED,0,0,0,0,42.1,migr_pop3ctb,0.654
2026,CY,IT5,SECOND_GEN,ES,2019,EU,,IT,DA,B1,ISCED7_8,UNEMPLOYED,0,0,0,1,82.73,edat_lfse_03,0.4403
2018,FR,RO4,NATIVE_BORN,FR,,NON_EU,,MT,,A1,ISCED5_6,STUDENT,0,0,0,0,87.96,ilc_lvps08,0.2673
2019,IT,RO7,FOREIGN_BORN,PL,2021,DUAL,LU,PT,,C2,ISCED3_4,INACTIVE,0,0,1,0,66.62,migr_imm8,0.1549
2020,NL,LV5,SECOND_GEN,CY,2022,NATIONAL,,PL,DA,B2,ISCED0_2,EMPLOYED,0,0,0,0,65.32,migr_pop1ctz,0.1553
2021,SI,MT116,NATIVE_BORN,SI,,EU,,SK,HU,A2,ISCED7_8,UNEMPLOYED,0,0,0,0,83.98,migr_pop3ctb,0.5666
2022,BG,FI51,FOREIGN_BORN,SE,2024,NON_EU,,BG,DA,NATIVE,ISCED5_6,STUDENT,0,0,0,0,66.13,edat_lfse_03,0.8034
2023,EE,DK3,SECOND_GEN,DE,2025,DUAL,,RO,SV,C1,ISCED3_4,INACTIVE,0,0,0,0,85.57,ilc_lvps08,0.5918
2024,HU,HR149,NATIVE_BORN,HU,,NATIONAL,,SL,PT,B1,ISCED0_2,EMPLOYED,0,0,0,0,67.5,migr_imm8,0.0626
2025,LU,GR751,FOREIGN_BORN,CZ,1980,EU,,HR,NL,A1,ISCED7_8,UNEMPLOYED,0,0,1,0,34.89,migr_pop1ctz,0.8126
2026,RO,CZ949,SECOND_GEN,LT,1981,NON_EU,,NL,SK,C2,ISCED5_6,STUDENT,0,0,0,0,36.11,migr_pop3ctb,0.2657
2018,AT,LV37,NATIVE_BORN,AT,,DUAL,,CY,MT,B2,ISCED3_4,INACTIVE,0,0,0,0,58.29,edat_lfse_03,0.1723
2019,CZ,EE778,FOREIGN_BORN,GR,1983,NATIONAL,,DA,EL,A2,ISCED0_2,EMPLOYED,0,0,0,0,88.61,ilc_lvps08,0.8181
2020,DE,RO5,SECOND_GEN,RO,1984,EU,,SV,ET,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,54.77,migr_imm8,0.0917
2021,LV,SK6,NATIVE_BORN,LV,,NON_EU,,EN,HU,C1,ISCED5_6,STUDENT,0,0,0,0,82.99,migr_pop1ctz,0.7947
2022,PL,FR6,FOREIGN_BORN,LU,1986,DUAL,HU,ET,SL,B1,ISCED3_4,INACTIVE,0,0,0,1,33.23,migr_pop3ctb,0.8183
2023,ES,HR5,SECOND_GEN,BE,1987,NATIONAL,,FI,SV,A1,ISCED0_2,EMPLOYED,0,0,0,0,58.68,edat_lfse_03,0.5927
2024,HR,PL122,NATIVE_BORN,HR,,EU,,DE,,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,86.39,ilc_lvps08,0.4026
2025,FI,IT59,FOREIGN_BORN,SK,1989,NON_EU,,LV,IT,B2,ISCED5_6,STUDENT,0,0,0,0,91.71,migr_imm8,0.3684
2026,IE,PT3,SECOND_GEN,EE,1990,DUAL,,EL,LV,A2,ISCED3_4,INACTIVE,0,0,0,0,90.26,migr_pop1ctz,0.4106
2018,MT,RO81,NATIVE_BORN,MT,,NATIONAL,,FR,GA,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,26.22,migr_pop3ctb,0.7244
2019,SK,LT871,FOREIGN_BORN,BG,1992,EU,,LT,SL,C1,ISCED7_8,UNEMPLOYED,0,0,1,0,60.11,edat_lfse_03,0.7806
2020,BE,LT842,SECOND_GEN,IE,1993,NON_EU,,HU,GA,B1,ISCED5_6,STUDENT,0,0,0,1,38.74,ilc_lvps08,0.5525
2021,DK,IE846,NATIVE_BORN,DK,,DUAL,,ES,RO,A1,ISCED3_4,INACTIVE,0,0,0,0,29.7,migr_imm8,0.9176
2022,GR,PT860,FOREIGN_BORN,FI,1995,NATIONAL,,GA,,C2,ISCED0_2,EMPLOYED,0,0,1,0,69.91,migr_pop1ctz,0.3222
2023,LT,RO20,SECOND_GEN,NL,1996,EU,,CS,GA,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,84.76,migr_pop3ctb,0.314
2024,PT,SE8,NATIVE_BORN,PT,,NON_EU,,IT,,A2,ISCED5_6,STUDENT,0,0,0,0,47.0,edat_lfse_03,0.1119
2025,SE,DK921,FOREIGN_BORN,IT,1998,DUAL,BG,MT,BG,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,82.87,ilc_lvps08,0.4561
2026,CY,LU775,SECOND_GEN,ES,1999,NATIONAL,,PT,,C1,ISCED0_2,EMPLOYED,0,0,0,0,76.86,migr_imm8,0.72
2018,FR,PT370,NATIVE_BORN,FR,,EU,,PL,,B1,ISCED7_8,UNEMPLOYED,0,0,0,0,77.19,migr_pop1ctz,0.48
2019,IT,ES69,FOREIGN_BORN,PL,2001,NON_EU,,SK,ES,A1,ISCED5_6,STUDENT,0,0,0,0,40.5,migr_pop3ctb,0.7845
2020,NL,IE2,SECOND_GEN,CY,2002,DUAL,,BG,PT,C2,ISCED3_4,INACTIVE,0,0,0,0,75.95,edat_lfse_03,0.5839
2021,SI,EE792,NATIVE_BORN,SI,,NATIONAL,,RO,PT,B2,ISCED0_2,EMPLOYED,0,0,0,0,28.47,ilc_lvps08,0.7338
2022,BG,IT574,FOREIGN_BORN,SE,2004,EU,,SL,,A2,ISCED7_8,UNEMPLOYED,0,0,0,0,70.24,migr_imm8,0.0565
2023,EE,RO84,SECOND_GEN,DE,2005,NON_EU,,HR,NL,NATIVE,ISCED5_6,STUDENT,0,0,0,0,86.72,migr_pop1ctz,0.7656
2024,HU,FI1,NATIVE_BORN,HU,,DUAL,LU,NL,FR,C1,ISCED3_4,INACTIVE,0,0,0,0,72.36,migr_pop3ctb,0.5081
2025,LU,PL147,FOREIGN_BORN,CZ,2007,NATIONAL,,CY,SK,B1,ISCED0_2,EMPLOYED,0,0,0,0,58.25,edat_lfse_03,0.3296
2026,RO,GR942,SECOND_GEN,LT,2008,EU,,DA,,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,46.1,ilc_lvps08,0.3694
2018,AT,BG14,NATIVE_BORN,AT,,NON_EU,,SV,,C2,ISCED5_6,STUDENT,0,0,0,0,88.03,migr_imm8,0.5513
2019,CZ,RO71,FOREIGN_BORN,GR,2010,DUAL,DE,EN,,B2,ISCED3_4,INACTIVE,0,0,0,0,85.07,migr_pop1ctz,0.617
2020,DE,SK361,SECOND_GEN,RO,2011,NATIONAL,,ET,,A2,ISCED0_2,EMPLOYED,0,0,0,0,54.16,migr_pop3ctb,0.5347
2021,LV,HR685,NATIVE_BORN,LV,,EU,,FI,HU,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,34.09,edat_lfse_03,0.6651
2022,PL,BG493,FOREIGN_BORN,LU,2013,NON_EU,,DE,,C1,ISCED5_6,STUDENT,0,0,1,0,38.55,ilc_lvps08,0.7094
2023,ES,AT49,SECOND_GEN,BE,2014,DUAL,IT,LV,,B1,ISCED3_4,INACTIVE,0,0,0,0,44.23,migr_imm8,0.8198
2024,HR,IT99,NATIVE_BORN,HR,,NATIONAL,,EL,DA,A1,ISCED0_2,EMPLOYED,0,0,0,0,34.6,migr_pop1ctz,0.3013
