labor_indmix_establishment_year,labor_indmix_district_business_pattern_code,labor_indmix_industry_nic_4,labor_indmix_establishment_size_class,labor_indmix_employment_march,labor_indmix_employment_annual_avg,labor_indmix_payroll_q1,labor_indmix_payroll_annual,labor_indmix_average_weekly_wage,labor_indmix_job_creation_count,labor_indmix_job_destruction_count,labor_indmix_churn_rate_pct,labor_indmix_new_establishment_count,labor_indmix_closures_count,labor_indmix_multiunit_share_pct,labor_indmix_women_owned_share_pct,labor_indmix_minority_owned_share_pct,labor_indmix_veteran_owned_share_pct,labor_indmix_rural_urban_class,labor_indmix_confidentiality_flag
2015,DBP101603,2600,5_9,4763,4915,2279280171.49,9754392161.8,38165.71,288,206,10.051,179,243,22.71,5.25,0.34,19.04,PeriUrban,N
2010,DBP101604,3308,50_99,4441,4530,2303139432.25,9176129086.8,38954.53,695,516,26.733,248,127,25.36,55.43,32.87,9.74,Metro,Y
2021,DBP101605,6185,50_99,2377,2268,988883668.44,3758042433.6,31865.1,186,256,19.489,196,284,52.15,14.35,58.22,3.96,Urban,N
2022,DBP101606,3946,5_9,285,176,87774269.26,361408636.16,39489.58,454,362,463.636,301,177,51.17,22.97,30.82,8.36,Metro,N
2011,DBP101607,7403,1_4,289,396,59815396.12,230913334.08,11213.74,300,580,222.222,297,186,55.74,50.7,39.85,14.31,Urban,Y
2021,DBP101608,5523,1_4,4439,4445,2359326793.78,10401256083.4,44999.81,478,63,12.171,214,104,20.88,54.26,15.32,7.12,Rural,Y
2015,DBP101609,1324,50_99,1139,1421,498426280.13,1844520921.88,24962.39,543,591,79.803,225,245,51.17,48.13,12.09,11.39,Rural,N
2023,DBP101610,9063,1_4,4095,4345,856845004.85,3496351458.6,15474.69,667,335,23.061,113,257,53.16,21.92,35.61,14.07,PeriUrban,N
2019,DBP101611,9345,50_99,2186,2635,1235362171.02,4650421804.6,33939.73,651,483,43.036,35,245,42.31,29.77,25.24,19.74,Metro,Y
2017,DBP101612,4906,100_249,2455,2778,882363882.94,3353437698.0,23214.25,609,323,33.549,0,157,65.47,32.1,5.86,5.37,Metro,Y
2023,DBP101613,1558,20_49,77,392,196363828.28,843218405.12,41366.68,746,703,369.643,319,186,37.19,36.86,0.14,15.26,Rural,N
2021,DBP101614,6439,50_99,218,537,107902768.18,402416673.36,14411.14,205,480,127.561,26,52,12.67,29.04,21.04,11.34,Metro,Y
2021,DBP101615,7380,20_49,315,284,61747263.33,250047493.28,16931.71,83,601,240.845,252,128,50.03,50.52,4.42,19.2,Rural,Y
2014,DBP101616,0103,500_plus,3620,3531,460396565.89,1943343899.64,10583.97,509,231,20.957,316,0,26.07,11.01,55.99,12.79,Urban,N
2024,DBP101617,9272,100_249,4945,4863,2896813208.4,10428550607.28,41239.78,683,775,29.981,331,83,22.59,52.56,38.29,7.45,Rural,Y
2019,DBP101618,2152,10_19,3918,4147,1025990343.45,4555671423.16,21125.89,358,770,27.2,82,104,52.49,59.63,30.6,8.79,Rural,N
2010,DBP101619,3867,10_19,3548,3847,1153520950.52,5112962604.36,25559.19,550,187,19.158,257,142,50.16,10.19,28.91,3.51,Metro,N
2016,DBP101620,3540,100_249,3769,4146,1910853366.25,7100009411.04,32932.62,697,378,25.929,329,258,53.27,32.69,53.45,2.07,Metro,N
2023,DBP101621,2857,1_4,2674,2885,1031191183.38,3867544103.8,25780.19,397,644,36.083,40,204,9.19,53.21,25.83,1.54,Metro,N
2010,DBP101622,9527,500_plus,772,1154,107725580.89,488571934.24,8141.78,147,330,41.334,338,30,37.44,7.23,66.33,12.61,Rural,N
2015,DBP101623,1846,500_plus,571,601,88322721.19,369244880.16,11815.08,118,796,152.08,263,170,40.55,5.83,6.57,7.91,Metro,N
2010,DBP101624,1077,50_99,588,581,37788955.52,136792383.0,4527.75,426,101,90.706,274,115,56.33,58.43,27.59,4.74,Rural,Y
2016,DBP101625,3967,250_499,491,769,208099161.0,920759289.32,23025.89,456,131,76.333,240,36,39.72,17.91,50.16,16.33,PeriUrban,N
2014,DBP101626,7268,10_19,709,1096,216669532.26,945669395.84,16593.02,653,208,78.558,159,215,60.35,58.36,42.55,0.71,Rural,N
2023,DBP101627,5903,10_19,301,387,25573202.09,93416211.72,4642.03,5,228,60.207,5,168,28.28,11.11,23.1,15.28,Urban,Y
2013,DBP101628,3221,100_249,1092,1333,456719617.89,2060870040.32,29731.52,292,518,60.765,71,227,1.95,3.78,52.43,1.74,PeriUrban,Y
2021,DBP101629,3293,5_9,927,743,87587583.4,365870942.84,9469.69,546,434,131.898,230,166,46.81,56.25,50.04,7.66,PeriUrban,Y
2025,DBP101630,6066,5_9,3225,3377,1495018213.11,5860077571.92,33370.98,345,401,22.091,80,12,33.57,56.89,58.15,10.71,PeriUrban,Y
2023,DBP101631,1806,20_49,1903,2240,604959205.59,2281178099.2,19584.29,567,218,35.045,247,123,19.93,30.61,11.64,3.33,Rural,N
2022,DBP101632,0327,10_19,3842,3690,1907232321.73,7714458648.0,40204.6,417,457,23.686,219,140,35.23,25.17,61.2,14.44,PeriUrban,Y
2017,DBP101633,0448,5_9,4505,4799,1060312715.53,4410097102.32,17672.34,6,431,9.106,157,36,28.62,16.6,51.9,7.01,Urban,Y
2020,DBP101634,4630,50_99,3025,3179,404264807.43,1523971145.84,9218.98,41,203,7.675,138,290,46.43,53.8,38.78,3.19,PeriUrban,Y
2014,DBP101635,4483,1_4,4524,4731,2366817988.0,9372535654.56,38097.88,360,217,12.196,63,182,11.04,52.43,58.72,4.5,Urban,N
2011,DBP101636,9372,50_99,4498,4964,2073713580.72,8377755904.96,32455.82,409,311,14.504,62,161,21.84,36.06,18.48,13.85,Metro,N
2015,DBP101637,3452,10_19,3657,4005,284676421.45,1085438624.4,5211.94,762,701,36.529,98,133,6.64,48.02,63.2,6.86,Metro,Y
2025,DBP101638,6844,500_plus,1412,1396,394821005.42,1579385595.84,21757.02,14,507,37.321,190,98,40.07,54.01,36.01,15.6,Metro,Y
2013,DBP101639,8732,250_499,677,777,314280047.76,1151170566.0,28491.5,561,487,134.878,175,126,65.84,32.25,13.13,5.84,Urban,N
2011,DBP101640,9161,100_249,1365,1236,368914113.52,1659117408.0,25814.0,565,533,88.835,262,139,32.32,9.56,59.13,0.92,Metro,N
2024,DBP101641,1977,50_99,3849,3969,2070929320.28,8507181271.68,41219.36,322,582,22.777,101,159,22.26,20.76,53.83,17.75,PeriUrban,Y
2020,DBP101642,1841,5_9,2737,2859,1680149897.92,6300288184.32,42378.24,517,493,35.327,33,133,8.51,4.87,48.02,16.24,PeriUrban,Y
2025,DBP101643,0840,50_99,1964,1821,826982402.51,3372950819.16,35620.23,59,100,8.731,124,137,59.5,34.21,33.47,14.43,Metro,Y
2021,DBP101644,3920,5_9,169,97,52437518.5,220242830.08,43664.32,789,798,1636.082,179,179,25.42,55.36,32.39,8.29,Rural,N
2025,DBP101645,4873,1_4,448,590,159196071.04,651248348.4,21227.13,718,666,234.576,167,275,66.7,49.95,9.42,18.48,Rural,N
2014,DBP101646,9560,50_99,2213,2168,523190105.01,2336221363.84,20722.94,69,229,13.745,277,47,2.04,59.68,30.91,10.38,PeriUrban,N
2013,DBP101647,2367,20_49,1377,1573,344930611.77,1364185508.4,16677.9,391,472,54.863,23,285,69.13,52.45,38.67,9.5,Urban,Y
2011,DBP101648,3521,1_4,3667,4045,825041337.97,3474852557.8,16520.17,584,457,25.735,67,140,10.18,24.4,10.72,5.06,Urban,Y
2014,DBP101649,8950,50_99,1744,1557,531639176.3,1902675860.28,23500.27,64,684,48.041,246,236,65.52,32.67,29.84,1.08,Urban,Y
2012,DBP101650,6715,100_249,4168,4311,1327807699.93,4787991112.32,21358.56,120,647,17.792,81,210,3.61,59.12,64.14,15.73,PeriUrban,N
2021,DBP101651,8075,250_499,4700,5164,725397214.29,2745607500.48,10224.66,400,681,20.933,115,251,11.5,30.91,38.3,18.18,Metro,N
2018,DBP101652,1728,50_99,1495,1604,424371384.96,1767238695.04,21187.88,586,537,70.012,86,202,48.1,19.69,2.37,17.31,Urban,Y
2013,DBP101653,9191,500_plus,451,866,352826985.85,1431725792.64,31793.52,734,106,96.998,308,292,0.72,40.64,3.95,18.23,Rural,N
2021,DBP101654,7320,20_49,2123,2589,1231608338.02,5189086822.92,38543.89,559,245,31.054,66,283,45.67,28.4,57.51,2.71,Urban,N
2021,DBP101655,5192,250_499,3782,4259,2123432513.46,9133705742.2,41241.65,498,583,25.382,77,280,15.53,31.01,66.55,16.21,Rural,N
2020,DBP101656,6487,10_19,3747,3852,936457567.17,3560649973.92,17776.23,17,346,9.424,245,147,10.0,55.4,21.86,14.29,Metro,Y
2011,DBP101657,7708,20_49,2684,2536,1038375788.37,4375768791.68,33181.94,686,348,40.773,328,110,34.5,51.63,30.47,9.73,Urban,Y
2011,DBP101658,3062,250_499,4774,4947,902069232.48,3376600178.64,13126.06,406,360,15.484,295,203,1.78,17.94,34.21,12.12,Rural,Y
2014,DBP101659,5159,20_49,3170,3216,518581016.7,2228207529.6,13324.05,682,370,32.711,5,206,65.87,13.76,69.53,5.55,Urban,N
2011,DBP101660,7267,1_4,2526,2389,751715528.69,3257327727.68,26220.56,533,303,34.994,288,266,21.63,7.75,5.99,11.16,Rural,N
2016,DBP101661,0931,10_19,2876,2702,282497207.07,1076420814.56,7661.14,487,670,42.82,88,205,1.52,9.82,20.73,6.96,Urban,N
2018,DBP101662,4884,20_49,3794,3612,1138712017.51,4812223678.08,25620.92,389,293,18.882,159,256,65.83,48.76,39.88,9.76,Metro,N
2017,DBP101663,1242,20_49,3092,3199,1415576518.85,5839721396.6,35105.45,219,201,13.129,119,106,35.06,52.17,35.92,1.26,Rural,N
2025,DBP101664,5464,10_19,3268,3446,526912033.36,2179551718.24,12163.22,88,179,7.748,219,227,39.21,58.71,58.53,14.67,Metro,N
2010,DBP101665,8833,20_49,1553,2033,258293081.69,1105592728.24,10458.14,206,232,21.545,205,280,54.75,51.8,68.92,2.25,Urban,Y
2022,DBP101666,8111,20_49,2734,2555,246983500.1,1053799019.0,7931.65,286,457,29.08,343,235,8.81,44.98,0.56,6.69,Rural,N
2010,DBP101667,8376,5_9,4267,4520,2550629834.38,9198875649.6,39137.49,536,368,20.0,160,3,22.74,59.12,29.73,4.69,PeriUrban,N
2014,DBP101668,2824,5_9,1179,1344,260031488.27,1068337320.96,15286.42,639,796,106.771,348,99,32.41,6.62,47.83,12.22,PeriUrban,N
2012,DBP101669,7711,250_499,1355,1642,160616260.21,581787791.52,6813.78,337,501,51.035,151,74,52.98,39.72,26.64,10.7,Metro,Y
2017,DBP101670,3944,250_499,2274,2715,854276197.47,3310332168.0,23447.6,464,483,34.88,294,194,13.79,13.53,46.55,19.67,PeriUrban,N
2019,DBP101671,7560,100_249,365,545,213474730.04,939636222.2,33155.83,636,747,253.761,1,230,20.13,20.37,39.48,10.23,PeriUrban,Y
2021,DBP101672,8772,500_plus,1203,1182,225383868.98,808676930.88,13156.92,572,563,96.024,285,13,13.23,41.68,33.4,19.19,Metro,Y
2016,DBP101673,7610,100_249,4998,5299,1501236252.28,5479225136.84,19884.83,253,633,16.72,191,147,39.36,29.76,15.28,1.59,Urban,Y
2010,DBP101674,1626,100_249,3090,3489,1932572393.96,7137390219.96,39340.07,302,79,10.92,73,135,37.92,12.73,28.78,15.51,PeriUrban,N
2024,DBP101675,7994,1_4,4457,4548,1489947664.96,5772713637.6,24409.35,736,774,33.201,118,186,52.24,57.29,66.78,7.85,Urban,N
2014,DBP101676,9692,100_249,1507,1982,408666927.41,1520867007.92,14756.53,788,379,58.88,251,119,39.39,50.48,45.33,17.68,PeriUrban,N
2020,DBP101677,1700,20_49,10,1,165730.66,602019.08,11577.29,200,785,98500.0,38,130,69.87,36.92,29.69,7.72,Urban,N
2017,DBP101678,1874,250_499,1435,1328,147727789.49,542040570.24,7849.29,209,554,57.455,201,75,14.63,58.76,62.42,18.32,Rural,N
2014,DBP101679,7727,20_49,22,1,374676.86,1401118.16,26944.58,794,777,157100.0,46,296,40.26,46.89,18.84,10.15,PeriUrban,Y
2019,DBP101680,7748,10_19,3544,3891,239866634.08,1020010241.64,5041.27,300,323,16.011,218,39,47.28,0.24,36.71,8.63,Metro,Y
2016,DBP101681,6601,10_19,1479,1520,637365299.85,2431196892.8,30759.07,566,787,89.013,127,229,10.8,50.11,65.52,18.58,Metro,N
2019,DBP101682,9637,20_49,3341,3408,1143338881.61,4477004263.68,25262.98,658,596,36.796,296,179,18.71,46.48,48.43,14.93,Metro,N
2024,DBP101683,5570,100_249,768,1173,235806339.92,1009848556.08,16555.98,604,771,117.221,12,235,32.82,30.16,7.81,2.78,Urban,Y
2011,DBP101684,9518,1_4,3313,3639,681767130.35,3020018327.04,15959.68,53,584,17.505,192,81,45.37,46.19,24.09,11.14,PeriUrban,Y
2025,DBP101685,6650,1_4,2030,2067,1003695253.32,4367520978.6,40634.15,760,555,63.619,260,129,67.89,50.99,1.3,12.62,Metro,N
2012,DBP101686,3976,50_99,2022,2492,739715342.91,2716582130.08,20963.87,110,410,20.867,24,96,58.45,58.48,24.43,13.48,PeriUrban,Y
2023,DBP101687,9306,50_99,3439,3680,950234765.75,3560775212.8,18607.73,736,225,26.114,331,47,52.97,37.93,60.91,9.56,PeriUrban,N
2015,DBP101688,7517,250_499,3578,3875,1270754921.79,5630262625.0,27941.75,129,41,4.387,257,231,61.55,39.14,22.04,8.12,PeriUrban,Y
2025,DBP101689,6031,5_9,1348,1634,281495089.77,1268875575.76,14933.57,279,188,28.58,47,37,42.14,43.85,2.37,8.05,Metro,Y
2012,DBP101690,5028,50_99,2610,2835,1725364558.09,6502550254.2,44109.01,368,352,25.397,153,202,37.79,39.97,41.03,18.34,Urban,N
2013,DBP101691,1727,5_9,2978,3378,1579217530.98,6708634629.84,38191.89,98,90,5.565,123,141,17.21,4.37,49.79,17.13,Metro,N
2017,DBP101692,0802,20_49,3992,4433,2267930590.15,9649148497.56,41858.91,499,569,24.092,59,50,8.59,28.06,30.05,18.29,Metro,N
2023,DBP101693,9199,100_249,3819,3752,1994060196.27,8485324644.16,43491.29,172,94,7.09,320,103,52.87,46.87,22.93,1.16,PeriUrban,N
2011,DBP101694,0377,20_49,2321,2649,976343790.32,3978740781.6,28884.2,586,461,39.524,212,147,37.85,19.37,67.95,0.22,PeriUrban,Y
2023,DBP101695,6145,50_99,1892,1895,1088302256.04,4162446862.6,42241.19,560,154,37.678,21,205,21.41,38.2,57.84,8.66,Urban,Y
2015,DBP101696,8429,250_499,1963,2114,1096788867.6,4390883784.56,39943.27,174,227,18.969,15,164,66.65,17.84,41.93,11.36,PeriUrban,N
2017,DBP101697,3442,250_499,897,877,494776795.31,2028787428.2,44487.05,610,321,106.157,212,236,22.42,33.89,62.99,10.22,Rural,Y
2017,DBP101698,5808,1_4,196,642,309032546.17,1368735654.0,40999.75,6,310,49.221,246,175,21.88,0.56,40.58,14.19,Urban,N
2018,DBP101699,0694,50_99,108,235,104446190.02,401850300.8,32884.64,21,393,176.17,222,11,57.4,27.56,22.86,18.84,Metro,N
2019,DBP101700,6497,250_499,1926,2103,1247892360.78,4488536704.08,41045.18,390,657,49.786,213,235,25.18,25.59,16.2,9.07,Rural,N
2012,DBP101701,6683,250_499,1752,2138,437552340.47,1852700234.32,16664.57,101,763,40.412,6,162,44.6,42.99,37.62,10.6,Urban,Y
2019,DBP101702,6572,10_19,4369,4211,1302705204.84,5092817930.2,23257.85,354,273,14.89,22,295,36.97,9.13,17.68,2.59,PeriUrban,N
2015,DBP101703,6043,5_9,4390,4342,1603651818.96,5906489119.44,26159.91,342,292,14.602,262,70,41.03,40.81,25.72,3.76,Metro,N
2021,DBP101704,5284,1_4,3831,3711,523820237.28,2309394339.72,11967.51,762,214,26.3,73,196,20.08,48.03,4.56,4.22,PeriUrban,N
2019,DBP101705,0831,20_49,4728,4789,1812294500.51,7641668227.44,30685.98,518,432,19.837,291,103,43.13,12.96,18.79,9.18,Urban,N
2013,DBP101706,2149,1_4,826,1123,505054738.1,2112571653.4,36176.65,222,569,70.436,250,88,53.63,44.48,63.96,2.09,PeriUrban,N
2019,DBP101707,6045,100_249,4137,4427,1424381220.44,5885261945.68,25565.42,392,258,14.683,181,265,37.54,48.76,41.75,10.82,Rural,N
2024,DBP101708,4315,10_19,2157,2600,1278899529.77,4820178792.0,35652.21,476,113,22.654,166,288,17.47,13.58,32.59,18.82,Rural,N
2023,DBP101709,3006,100_249,1027,1525,259075288.8,1125186114.0,14188.98,749,358,72.59,302,51,52.79,37.78,24.11,13.0,Urban,N
2011,DBP101710,8935,5_9,2201,2579,862067308.11,3093961412.36,23070.67,308,784,42.342,103,166,15.4,17.81,68.39,17.17,PeriUrban,N
2011,DBP101711,1156,20_49,4406,4393,1456534973.27,5822733128.16,25489.56,454,433,20.191,185,131,39.95,52.56,21.18,7.39,Rural,N
2014,DBP101712,9896,100_249,1608,1929,556128036.43,2419448018.52,24120.19,129,106,12.182,292,84,20.21,40.46,0.49,15.17,Metro,N
2023,DBP101713,3239,5_9,590,457,107117925.08,449303809.24,18906.91,315,189,110.284,202,82,2.39,42.22,46.08,18.15,PeriUrban,Y
2015,DBP101714,7976,1_4,2799,2714,555702459.31,2405131601.6,17042.2,689,484,43.22,191,172,7.07,35.0,49.7,3.7,Metro,N
2015,DBP101715,7009,5_9,3718,4183,2505009205.13,9259819257.0,42570.75,98,298,9.467,27,275,17.52,51.51,59.09,12.15,Metro,Y
2020,DBP101716,3886,500_plus,4947,4919,2187122708.96,7990466690.44,31238.63,779,706,30.189,223,17,19.16,54.87,23.37,15.31,Urban,Y
2014,DBP101717,4449,20_49,2987,3112,1178488675.52,4264627165.76,26353.49,500,602,35.411,171,46,19.64,59.14,34.5,9.62,Urban,Y
2025,DBP101718,5143,500_plus,1249,1459,831911902.2,3200986998.04,42191.53,128,11,9.527,45,191,11.29,51.84,67.36,4.93,Urban,Y
2025,DBP101719,8629,1_4,3528,3449,650421665.41,2898283408.28,16160.11,330,537,25.138,50,233,16.33,36.71,27.97,16.13,Urban,Y
2016,DBP101720,9451,500_plus,309,651,79173411.89,333131100.12,9840.81,782,74,131.49,72,183,56.04,17.02,34.55,19.77,Urban,Y
2012,DBP101721,8206,20_49,3960,3902,2119787058.19,7590677191.76,37410.19,675,460,29.088,199,248,40.84,9.8,17.16,19.48,Metro,Y
2019,DBP101722,5970,1_4,2001,2146,247914184.27,1020025646.64,9140.67,525,542,49.72,106,144,38.36,5.32,49.49,19.9,Urban,N
2016,DBP101723,9685,100_249,141,78,3355173.21,14127210.24,3483.04,637,785,1823.077,277,13,17.02,46.83,14.14,12.17,Urban,N
2015,DBP101724,9882,100_249,1168,1342,328343201.36,1481002803.28,21222.67,304,250,41.282,300,160,7.69,9.75,4.09,19.64,Rural,N
2021,DBP101725,0767,100_249,2484,2572,138799457.45,531786205.6,3976.15,538,751,50.117,294,50,67.63,35.98,23.62,6.94,Urban,Y
2021,DBP101726,2548,10_19,129,170,84638736.39,365248733.2,41317.73,743,254,586.471,201,242,27.49,6.28,17.35,5.47,PeriUrban,Y
2019,DBP101727,8835,20_49,4587,4442,168072391.03,666476613.92,2885.38,572,735,29.424,323,54,57.89,41.3,46.6,9.47,Metro,Y
2016,DBP101728,5750,1_4,2995,3430,672158524.58,2757188761.6,15458.56,370,283,19.038,327,147,8.73,47.05,26.78,9.54,Metro,Y
2025,DBP101729,9776,20_49,4195,4693,425970486.94,1847969931.08,7572.53,551,226,16.557,15,89,61.82,42.51,14.09,14.64,Rural,N
2024,DBP101730,7076,100_249,1071,1482,120077567.95,455080644.72,5905.23,357,88,30.027,35,137,53.3,51.16,38.6,4.11,Rural,N
2018,DBP101731,2559,250_499,4450,4738,2527520794.26,10530800092.8,42742.8,300,454,15.914,107,192,48.16,51.63,51.26,5.24,PeriUrban,Y
2015,DBP101732,5281,250_499,1542,1609,745787161.88,2819670167.6,33700.7,91,381,29.335,60,142,52.24,42.56,59.98,0.49,Metro,N
2013,DBP101733,1669,10_19,720,958,370120711.34,1539182387.6,30897.35,591,693,134.029,80,278,19.67,12.83,40.75,15.18,Urban,Y
2021,DBP101734,1276,1_4,723,547,89452969.84,322778529.84,11347.86,682,104,143.693,139,44,65.91,7.95,22.4,18.02,Urban,Y
2011,DBP101735,0120,20_49,1785,1658,194654430.85,752938984.72,8733.17,18,763,47.105,162,296,67.34,16.48,35.67,9.94,PeriUrban,Y
2013,DBP101736,2059,250_499,1884,2115,701179453.27,2628376826.4,23898.68,717,54,36.454,88,259,7.06,3.0,13.07,3.79,PeriUrban,Y
2025,DBP101737,1325,10_19,1069,1342,651990026.96,2520856280.8,36123.7,464,432,66.766,214,74,58.77,14.39,61.36,12.19,Urban,Y
2010,DBP101738,7396,250_499,368,251,36961198.31,144527406.4,11073.2,104,633,293.625,244,2,9.93,59.41,16.17,2.63,PeriUrban,Y
2016,DBP101739,3380,100_249,4006,4494,2668728009.47,10460351603.52,44762.04,632,592,27.236,284,66,64.27,1.87,48.19,14.05,PeriUrban,N
2012,DBP101740,2345,5_9,3017,3214,848226722.05,3727703133.44,22304.48,672,499,36.434,239,291,58.17,58.39,12.76,7.7,Metro,Y
2016,DBP101741,0615,250_499,4007,4202,1469831208.71,5434624932.88,24871.97,198,590,18.753,143,29,16.66,26.95,37.56,9.7,Rural,N
2012,DBP101742,2319,10_19,1251,1734,735840134.22,3023568378.48,33532.61,380,719,63.379,79,161,20.47,46.92,1.44,15.48,Rural,Y
2021,DBP101743,5018,500_plus,3153,3575,2086176292.26,7578010869.0,40763.91,243,788,28.839,87,12,69.78,17.67,13.88,14.8,Rural,Y
2020,DBP101744,9851,1_4,2250,2609,706656486.02,2865587636.08,21122.06,681,360,39.9,222,92,47.94,41.34,34.72,9.85,Urban,N
2023,DBP101745,4988,5_9,3310,3803,130956573.19,494554137.48,2500.83,142,494,16.724,221,184,63.67,3.93,23.45,9.76,Rural,N
2011,DBP101746,8517,500_plus,3058,2916,1018662291.67,4327563633.12,28539.91,133,558,23.697,186,187,12.89,11.48,18.78,12.21,PeriUrban,N
2017,DBP101747,3415,20_49,1300,1508,720972777.53,2600928549.44,33168.34,280,593,57.891,19,87,21.5,30.64,43.9,16.53,PeriUrban,N
2018,DBP101748,4866,250_499,3078,3089,1274898992.04,4629445131.48,28820.91,443,458,29.168,229,251,4.12,31.87,12.84,18.67,Metro,N
2015,DBP101749,7589,5_9,1561,1497,840445332.3,3011307176.28,38683.87,454,77,35.471,339,67,46.36,26.0,5.9,9.41,Metro,Y
2025,DBP101750,1606,20_49,4784,4954,2097060395.39,7518505870.72,29185.84,14,215,4.623,333,98,45.23,32.24,43.74,8.89,Rural,N
2024,DBP101751,7010,50_99,3414,3238,159092621.07,720278852.8,4277.8,363,592,29.494,268,109,25.03,11.27,56.47,16.45,Urban,Y
2016,DBP101752,6216,10_19,2090,2314,356493505.83,1455588563.52,12096.84,525,474,43.172,174,104,61.07,4.32,55.64,14.07,Rural,Y
2025,DBP101753,4071,5_9,2869,2731,654461416.05,2629535375.48,18516.29,303,566,31.82,261,213,10.75,22.78,38.28,15.38,PeriUrban,Y
2025,DBP101754,3233,20_49,365,307,139986262.39,538949429.2,33760.3,386,571,311.726,192,289,36.58,50.29,46.95,0.8,Metro,Y
2013,DBP101755,5612,5_9,1111,1260,513340349.3,1842474816.0,28120.8,778,701,117.381,167,144,9.8,23.36,65.5,18.27,Urban,Y
2022,DBP101756,6472,250_499,4522,4564,1755857379.56,6787913059.2,28601.4,382,343,15.885,129,164,54.37,23.63,12.43,1.94,PeriUrban,Y
2022,DBP101757,5638,50_99,4342,4733,993221730.12,4074324860.84,16554.49,659,100,16.036,220,61,0.01,24.79,8.33,0.86,Rural,N
2023,DBP101758,4651,100_249,693,578,207992782.24,878645081.6,29233.6,194,209,69.723,177,119,2.03,27.52,17.64,8.84,Urban,N
2024,DBP101759,1979,5_9,3607,3752,1435058585.99,5393006236.8,27641.7,793,122,24.387,141,138,33.79,35.55,11.05,8.42,PeriUrban,N
2020,DBP101760,9331,5_9,4170,4124,734809609.06,2951705161.6,13764.2,373,362,17.823,152,161,9.66,34.66,24.0,8.41,Metro,N
2014,DBP101761,8719,50_99,2523,2592,1102537868.61,4052158306.56,30064.09,57,542,23.11,91,263,42.92,42.88,55.7,7.86,Rural,N
2018,DBP101762,5603,50_99,1507,1833,906069714.82,3862571286.6,40523.85,2,361,19.804,212,182,40.97,20.01,60.01,9.19,Rural,Y
2016,DBP101763,6180,50_99,4003,4235,1795409825.69,7972754589.8,36203.59,533,737,29.988,36,2,0.81,37.75,17.22,13.27,Metro,Y
2017,DBP101764,2994,250_499,232,363,84017945.11,343019768.52,18172.27,96,20,31.956,143,86,52.64,56.96,42.8,14.53,Rural,Y
2021,DBP101765,6921,100_249,4016,3883,1668011670.57,7456477216.76,36928.61,141,528,17.229,178,100,25.76,43.57,15.56,19.85,Urban,Y
2013,DBP101766,1211,10_19,3148,2986,1045036050.63,4167492716.4,26839.95,388,389,26.021,349,225,3.9,6.67,4.39,6.06,Urban,Y
2019,DBP101767,5769,250_499,813,1061,566737161.65,2131888010.72,38640.76,589,457,98.586,128,273,11.95,15.89,38.89,11.81,Urban,Y
2023,DBP101768,2100,250_499,3532,3743,1430655629.84,5746374873.2,29523.7,226,126,9.404,78,44,21.33,57.84,29.23,13.08,Rural,Y
2020,DBP101769,5813,20_49,4237,4503,334072443.06,1320443148.96,5639.16,707,435,25.361,97,86,41.74,19.29,13.45,3.96,Metro,N
2016,DBP101770,9538,1_4,437,498,182792443.75,711345251.76,27469.31,615,428,209.438,41,54,8.25,3.84,65.9,1.1,Metro,N
2014,DBP101771,5061,1_4,2576,2654,841829803.41,3810015837.68,27607.21,338,619,36.059,145,221,25.37,18.55,65.33,19.53,PeriUrban,Y
2019,DBP101772,2177,500_plus,4976,4958,2492654355.14,10714701473.84,41559.49,477,580,21.319,2,204,33.88,8.25,13.29,12.02,Metro,N
2022,DBP101773,3246,20_49,116,224,88399938.44,318633020.16,27355.17,249,244,220.089,227,42,42.22,6.29,62.55,8.73,Metro,N
2021,DBP101774,9677,1_4,4019,3893,1012619352.67,3918231778.76,19355.41,284,771,27.1,112,253,57.53,42.83,23.3,2.95,Urban,Y
2010,DBP101775,6121,100_249,2939,2856,705562804.46,2977787379.84,20050.82,721,721,50.49,37,121,7.63,37.16,37.53,11.21,PeriUrban,Y
2011,DBP101776,3433,20_49,1492,1647,112746373.59,457955596.8,5347.2,21,743,46.387,161,217,6.03,34.99,14.76,2.81,PeriUrban,Y
2023,DBP101777,7430,50_99,460,401,188405529.12,732022596.76,35105.63,729,768,373.317,50,213,37.0,16.75,9.73,5.04,Metro,N
2010,DBP101778,1369,1_4,1759,2259,1014802729.01,4226202620.64,35977.48,139,657,35.237,23,1,51.32,52.95,32.08,17.26,Metro,N
2013,DBP101779,6706,500_plus,2969,3320,1726229559.59,6496962846.4,37633.01,319,66,11.596,341,257,14.45,24.07,23.66,2.6,Metro,Y
2016,DBP101780,3807,100_249,4700,4887,1538270379.42,6103179210.96,24016.54,391,511,18.457,78,164,34.0,21.72,56.99,7.74,Rural,N
2019,DBP101781,0365,5_9,604,594,122898677.65,521050289.76,16869.02,454,780,207.744,228,285,51.03,12.87,46.7,12.19,Metro,N
2020,DBP101782,3007,50_99,2871,2947,1565704461.38,6349640620.96,41434.84,123,83,6.99,132,82,24.92,15.18,0.44,12.8,PeriUrban,Y
2014,DBP101783,1827,500_plus,1804,2257,656147407.61,2797711295.6,23837.9,402,723,49.845,319,205,67.68,41.78,13.95,1.21,PeriUrban,N
2013,DBP101784,2480,1_4,1297,1757,635713620.8,2768428786.76,30301.09,80,197,15.766,286,14,44.55,7.66,13.26,2.3,Metro,Y
