trans_port_arrival_date,trans_port_port_un_locode,trans_port_vessel_imo_hash,trans_port_vessel_type_code,trans_port_cargo_category_code,trans_port_container_teu_count,trans_port_cargo_tonnage_metric,trans_port_origin_country_code,trans_port_destination_country_code,trans_port_berth_assignment_id,trans_port_berth_time_hours,trans_port_dwell_time_hours,trans_port_customs_hold_flag,trans_port_rail_intermodal_flag,trans_port_truck_gate_turn_time_minutes,trans_port_emissions_at_berth_kg,trans_port_harbor_congestion_index,trans_port_pilotage_required_flag,trans_port_weather_delay_flag,trans_port_security_level_code
2025-07-16,INNSA,VC8D9167C5549,PASSENGER,LIQUID,0,129825.5,IN,RU,BERTH63-5901,9.96,100.73,N,N,49,8429.7,1.95,Y,Y,SEC1
2024-05-25,INNSA,V707A3C1BACD6,PASSENGER,BULK,0,63926.5,ES,IN,BERTH85-5021,1.5,53.6,N,N,48,1811.8,1.95,Y,N,SEC1
2020-12-29,INMAA,V509E68425035,PASSENGER,LIQUID,0,27373.2,IN,KR,BERTH87-8395,22.61,49.58,N,N,27,16395.8,1.26,Y,N,SEC3
2019-03-02,INMAA,VB430514D800D,GENERAL_CARGO,BREAKBULK,0,43701.0,IN,SA,BERTH15-9926,4.64,50.73,N,Y,40,3535.5,1.74,Y,N,SEC1
2020-04-25,INMNG,VFC5F6FD814C7,GENERAL_CARGO,LIQUID,0,64171.8,IT,IN,BERTH30-7577,27.77,24.37,N,Y,67,22679.8,1.53,Y,N,SEC1
2020-10-22,INKOC,VA9D6A91E0D75,RORO,LIQUID,0,69358.6,IN,VN,BERTH17-6876,20.66,76.06,N,Y,58,13301.6,1.64,Y,N,SEC1
2023-12-13,INMNG,V9DFF944DE177,RORO,LIQUID,0,56448.9,KR,IN,BERTH73-9307,32.54,106.83,N,N,32,21226.6,0.72,Y,N,SEC3
2024-07-15,INNSA,V0D66B2E2A31E,TANKER,BULK,0,134745.9,IN,RU,BERTH15-7889,15.56,69.77,N,Y,62,13855.0,0.92,Y,Y,SEC1
2023-10-06,INMNG,VE2D2941E88C9,CONTAINER,BREAKBULK,0,34989.2,IN,TH,BERTH91-4507,3.99,62.57,N,N,59,2535.0,1.53,Y,N,SEC2
2024-07-06,INMAA,VB448C9200196,CONTAINER,REEFER,3904,35261.8,IN,NL,BERTH98-4075,34.02,134.85,N,N,45,14498.6,3.98,Y,N,SEC3
2019-02-21,INKOC,VBD0024A712FE,PASSENGER,BULK,0,14321.4,NL,IN,BERTH84-6156,1.5,2.0,N,N,39,1192.2,2.6,Y,N,SEC2
2019-08-19,INGOI,VA111EFBA9389,CONTAINER,BULK,0,40835.8,BR,IN,BERTH59-1147,1.5,39.73,N,Y,39,1297.6,1.85,Y,N,SEC2
2021-03-03,INMNG,V405BE714BC48,PASSENGER,BULK,0,157720.7,IN,QA,BERTH44-5517,23.95,77.52,N,N,54,10054.2,1.97,Y,N,SEC3
2022-10-10,INBOM,VBD4EC191540B,RORO,BREAKBULK,0,44167.2,NL,IN,BERTH85-4733,7.04,29.36,N,N,42,3221.3,1.02,N,N,SEC2
2023-10-04,INTUT,V2C8B267A1071,CONTAINER,TEU,11312,149638.4,AE,IN,BERTH30-8299,21.52,65.26,N,Y,49,15299.3,2.15,N,Y,SEC3
2025-09-23,INMUN,V5A338F2F5749,RORO,LIQUID,0,159475.5,JP,IN,BERTH63-2401,16.5,68.17,Y,Y,18,11742.0,2.62,N,N,SEC2
2022-02-24,INMAA,V353E67C78D11,RORO,LIQUID,0,100898.7,IN,NL,BERTH63-6395,8.35,25.3,N,Y,45,4685.2,1.96,N,N,SEC3
2025-12-09,INCCU,VF3EE1DBF3D79,TANKER,LIQUID,0,164279.8,MY,IN,BERTH21-8120,28.13,40.82,N,Y,58,13285.7,2.24,Y,N,SEC2
2022-07-31,INTUT,VF89AD8A208F1,BULKER,BREAKBULK,0,44486.9,IN,SG,BERTH41-3824,1.5,95.78,N,N,9,1794.8,0.47,Y,N,SEC1
2023-07-08,INMAA,V558A2E573D63,LNG,BREAKBULK,0,43978.9,NL,IN,BERTH96-3006,53.74,35.34,N,N,51,45055.9,1.31,Y,N,SEC1
2019-10-25,INGOI,V068D496533F1,BULKER,TEU,21272,268154.4,IN,QA,BERTH42-9216,30.35,51.78,N,Y,53,9768.1,2.25,Y,N,SEC1
2019-01-12,INMAA,VB6B3C3B110B4,GENERAL_CARGO,BULK,0,204297.6,IN,BR,BERTH34-3178,32.1,70.88,N,N,9,26142.8,2.17,N,N,SEC1
2024-10-04,INMAA,V3E52CABF177C,CONTAINER,REEFER,1330,11659.4,IN,JP,BERTH94-7493,35.0,88.56,N,N,34,21705.8,2.9,Y,N,SEC3
2020-08-10,INKRI,V1C95F14F78FC,PASSENGER,AUTO,0,358.6,IN,ES,BERTH46-4949,17.45,42.52,N,N,37,13950.5,2.77,Y,N,SEC2
2023-06-03,INVTZ,VACA954D7293B,BULKER,LIQUID,0,83249.5,IN,SG,BERTH72-6925,10.61,20.19,N,N,5,9239.9,2.74,Y,N,SEC2
2022-04-06,INKOC,VF35B04406BFA,TANKER,BULK,0,182641.2,IN,ZA,BERTH61-3718,1.5,46.8,N,N,66,1811.3,1.38,Y,N,SEC3
2023-10-25,INCCU,V204BFC18FF58,BULKER,LIQUID,0,129982.6,IN,IT,BERTH17-3993,52.01,112.3,N,Y,34,20997.3,0.47,N,N,SEC3
2020-01-12,INHZA,V8686345A0855,TANKER,REEFER,1859,14944.7,IN,ID,BERTH38-3479,20.03,7.55,N,N,60,15202.9,1.6,Y,N,SEC2
2023-12-16,INMUN,V802F7E5B091A,CONTAINER,AUTO,0,686.6,NL,IN,BERTH87-9543,29.1,103.22,N,Y,32,10746.7,0.89,Y,Y,SEC2
2022-01-25,INVTZ,V965C994716F3,TANKER,TEU,14228,176045.4,SA,IN,BERTH38-2485,6.05,73.5,Y,N,64,4892.6,0.75,Y,N,SEC3
2024-09-25,INMAA,V9EBD031CFA6C,GENERAL_CARGO,BREAKBULK,0,23702.8,AE,IN,BERTH03-4804,28.51,79.32,N,N,60,18923.4,2.33,Y,N,SEC2
2021-01-16,INHZA,VABCD2797A818,PASSENGER,TEU,4976,63958.2,IN,ES,BERTH19-7628,51.26,96.95,N,Y,31,15462.5,1.56,Y,N,SEC1
2024-04-27,INVTZ,VAFC7383E1C29,BULKER,BULK,0,126067.1,TR,IN,BERTH34-9551,14.07,45.8,N,Y,18,4750.2,0.92,Y,N,SEC1
2022-05-31,INKRI,V570900906A88,RORO,TEU,1347,14752.6,VN,IN,BERTH23-1413,17.3,25.83,N,Y,64,9789.7,1.44,Y,Y,SEC2
2021-04-16,INBOM,VF9A521A3963A,TANKER,BREAKBULK,0,52234.7,KR,IN,BERTH93-6426,42.71,70.42,N,N,35,28304.3,1.4,Y,N,SEC3
2021-04-21,INTUT,V261A22114D26,LNG,BULK,0,54933.9,IN,GB,BERTH39-5368,11.87,68.78,N,Y,37,8513.0,2.6,N,N,SEC2
2026-01-16,INHZA,V3CF68D46FDA9,LNG,LIQUID,0,110028.1,IN,BR,BERTH06-8591,1.5,85.72,N,Y,74,864.5,1.84,N,N,SEC3
2022-04-08,INCCU,V24D319AB7CF9,GENERAL_CARGO,BULK,0,195499.3,IN,KR,BERTH96-9116,17.26,64.22,N,Y,64,12103.5,1.61,Y,N,SEC2
2022-03-19,INMNG,V71F64A4843EA,PASSENGER,BULK,0,28388.9,TR,IN,BERTH45-2530,50.41,67.85,N,N,32,32389.4,1.72,Y,N,SEC1
2019-09-06,INBOM,V6B901F6B0AD1,BULKER,BULK,0,6999.4,QA,IN,BERTH30-4006,9.73,55.68,Y,Y,38,8833.9,2.02,Y,N,SEC2
2023-11-22,INVTZ,V3866D5AA9100,CONTAINER,LIQUID,0,80716.7,QA,IN,BERTH15-7917,4.72,55.27,N,N,68,3008.8,0.51,N,N,SEC2
2023-01-01,INMUN,VE394EB04102A,BULKER,LIQUID,0,117399.9,CN,IN,BERTH91-3562,23.33,39.76,N,Y,63,17210.2,1.6,N,N,SEC1
2021-11-29,INHZA,VA145C85B3E68,LNG,BREAKBULK,0,20483.1,IN,TH,BERTH29-3759,22.49,39.27,N,Y,30,11983.2,1.18,N,N,SEC2
2019-10-05,INKOC,VFE55EE09B5A8,PASSENGER,LIQUID,0,62208.0,IN,DE,BERTH49-6355,32.92,95.85,N,N,18,25192.6,1.61,Y,N,SEC3
2025-12-28,INMUN,V7889FBF60855,GENERAL_CARGO,LIQUID,0,85245.9,IN,IT,BERTH04-9154,15.03,52.9,N,N,65,10263.9,2.21,Y,N,SEC1
2023-11-22,INVTZ,V920C212A9AAE,GENERAL_CARGO,TEU,10005,90501.6,GB,IN,BERTH36-2649,37.58,50.61,N,N,28,15459.8,1.05,Y,Y,SEC2
2022-03-18,INTUT,V4FD95CA3F72D,RORO,BULK,0,22658.0,IN,ID,BERTH94-7302,1.5,8.06,N,N,37,1235.0,1.69,N,Y,SEC2
2021-09-02,INGOI,VD0DFAB740B0A,PASSENGER,AUTO,0,1473.4,AE,IN,BERTH89-8349,14.17,23.29,N,N,60,7295.9,2.09,Y,N,SEC1
2019-05-08,INCCU,VA88C5BD9E666,RORO,BULK,0,184253.7,ES,IN,BERTH75-1291,11.43,87.5,N,N,45,4995.4,1.16,Y,N,SEC3
2020-10-09,INHZA,V0566CE03783D,CONTAINER,LIQUID,0,38648.9,IN,KR,BERTH71-8781,27.14,95.88,N,Y,5,11575.0,3.93,N,Y,SEC2
2023-12-23,INHZA,VFADA26023FDC,RORO,LIQUID,0,120639.6,IN,MY,BERTH12-3662,35.32,59.59,Y,N,42,27316.0,0.91,Y,N,SEC3
2025-04-06,INVTZ,V8E69C7416853,TANKER,BULK,0,34531.6,IN,JP,BERTH14-8055,23.87,24.05,N,N,16,20525.2,3.42,Y,N,SEC3
2019-12-17,INBOM,VDDABDBB3CB84,TANKER,TEU,4339,42830.0,IN,RU,BERTH11-3534,1.5,46.25,N,Y,66,735.2,0.68,Y,N,SEC3
2020-03-07,INKOC,V4BDC26F9C574,BULKER,TEU,18487,248296.3,RU,IN,BERTH31-8460,11.64,16.14,N,N,5,6097.6,2.93,Y,N,SEC3
2019-09-11,INBOM,V517C44B7D9AE,RORO,BULK,0,10507.6,SA,IN,BERTH14-6613,39.91,79.91,N,N,19,16838.1,2.16,Y,N,SEC3
2019-05-22,INMUN,V58836EE48055,PASSENGER,TEU,18406,220941.2,AE,IN,BERTH73-6967,24.21,69.99,N,N,64,13106.6,0.79,Y,Y,SEC1
2024-12-22,INKRI,VDC40BC8C2E7A,CONTAINER,LIQUID,0,126436.9,MY,IN,BERTH83-1972,22.59,55.55,N,N,37,9666.5,2.17,Y,Y,SEC2
2024-11-27,INHZA,VB02C29A791F3,BULKER,AUTO,0,2481.9,ES,IN,BERTH76-7215,24.53,56.7,N,N,46,11279.3,1.03,Y,N,SEC2
2022-12-28,INKRI,VCA710CF38301,LNG,TEU,1774,22329.2,US,IN,BERTH21-5069,17.16,47.3,N,N,61,5753.4,1.61,Y,N,SEC1
2020-05-10,INKOC,VC73D24C8F592,GENERAL_CARGO,TEU,14960,204206.6,IN,IT,BERTH68-6916,37.11,56.61,N,N,26,18240.5,3.63,Y,N,SEC3
2020-05-25,INBOM,V5398704F55B1,RORO,AUTO,0,1112.3,TR,IN,BERTH08-5285,24.5,73.65,N,N,41,12500.1,2.43,Y,Y,SEC3
2023-02-19,INVTZ,V14A66C9C4B30,TANKER,REEFER,4849,43502.6,BR,IN,BERTH29-3643,11.17,2.0,N,N,66,6438.3,2.11,Y,Y,SEC2
2024-02-12,INKRI,V47FC4926925C,RORO,LIQUID,0,91566.9,IN,ZA,BERTH91-1323,26.09,45.42,N,N,92,21787.6,1.74,Y,N,SEC2
2023-02-13,INMUN,VE32BE44CE1EF,LNG,BREAKBULK,0,11762.2,US,IN,BERTH49-1529,21.94,65.52,N,Y,25,7775.8,1.81,Y,N,SEC2
2025-06-06,INVTZ,V6EFB7427A273,PASSENGER,BULK,0,59597.9,IN,CN,BERTH34-3633,38.68,40.52,N,N,56,10967.4,2.95,Y,N,SEC3
2020-06-22,INGOI,V6FDAC1B94214,LNG,LIQUID,0,40182.2,IN,ZA,BERTH49-9115,55.32,79.95,N,N,40,33453.8,3.81,Y,Y,SEC1
2025-05-11,INKOC,V75636AF73997,TANKER,BULK,0,24790.8,IN,CN,BERTH92-1248,46.91,123.77,N,N,62,29344.7,4.33,Y,N,SEC2
2022-10-15,INNSA,VA0D76155CA62,BULKER,TEU,11357,154381.6,NL,IN,BERTH06-8305,1.5,60.2,N,N,40,1655.4,2.49,Y,N,SEC3
2025-06-26,INHZA,V5332D5FAAD96,CONTAINER,BULK,0,153594.2,IN,KR,BERTH01-6641,17.95,123.0,N,N,34,6605.9,3.61,Y,N,SEC3
2022-01-09,INVTZ,VB1F319BDE9A0,PASSENGER,BULK,0,62989.4,AE,IN,BERTH30-6881,40.68,73.69,N,Y,53,12229.6,3.33,Y,N,SEC1
2024-12-12,INNSA,V63836AF8926C,CONTAINER,BREAKBULK,0,35607.2,ZA,IN,BERTH37-4048,27.76,40.98,N,N,19,23197.5,2.31,Y,N,SEC2
2025-04-16,INBOM,V9E7830526679,RORO,AUTO,0,243.6,IN,CN,BERTH29-7252,17.1,77.51,N,N,54,10496.7,1.53,N,N,SEC3
2026-01-26,INCCU,V35DE7E194173,CONTAINER,REEFER,580,4832.9,IN,GB,BERTH82-2510,9.98,87.44,N,N,36,6728.4,1.72,Y,N,SEC3
2025-04-28,INHZA,V2CA905A01CB6,LNG,LIQUID,0,12270.1,VN,IN,BERTH86-3480,1.5,37.97,N,Y,8,1775.7,1.31,Y,N,SEC3
2019-11-02,INMUN,V2074A9C417FD,TANKER,BREAKBULK,0,26664.3,QA,IN,BERTH81-7268,1.5,80.91,N,Y,88,1680.3,1.01,N,N,SEC3
2025-03-19,INVTZ,V0C4DACB8DA0F,LNG,AUTO,0,1489.0,CN,IN,BERTH17-4110,19.81,34.82,N,Y,47,8450.9,1.23,Y,N,SEC1
2022-09-14,INNSA,VD109414BD99E,LNG,AUTO,0,2903.2,QA,IN,BERTH57-6708,13.57,21.96,N,N,81,7797.4,3.47,Y,N,SEC3
2024-01-09,INGOI,VF17D521822A3,TANKER,TEU,19417,269890.5,IN,MY,BERTH24-6141,38.96,58.56,N,N,44,26139.5,4.21,Y,N,SEC1
2021-03-30,INBOM,VC2875E862932,PASSENGER,REEFER,4292,38549.8,ES,IN,BERTH50-3568,19.33,44.54,N,N,5,8735.6,3.73,Y,N,SEC2
2019-12-26,INBOM,V698F5C2C7DD2,PASSENGER,AUTO,0,2722.1,ES,IN,BERTH28-2905,34.6,85.43,N,N,48,21607.2,0.1,Y,Y,SEC2
2026-01-29,INMAA,V257AE11E401C,PASSENGER,REEFER,4946,45587.0,AE,IN,BERTH60-7274,31.36,102.81,N,N,28,9736.1,4.9,Y,N,SEC3
2020-09-13,INMAA,V631AB5DA5A11,BULKER,REEFER,4297,49010.2,IN,GB,BERTH07-3506,26.19,47.48,N,Y,29,19516.4,1.96,N,N,SEC3
2022-05-15,INKOC,V30088CD9A3ED,BULKER,TEU,4856,66873.0,KR,IN,BERTH10-6419,19.58,60.53,N,Y,37,5986.1,1.78,Y,Y,SEC2
2020-12-02,INTUT,V993751CBA60B,PASSENGER,LIQUID,0,104911.7,IN,RU,BERTH25-9834,28.16,68.02,N,N,67,15819.6,0.43,Y,N,SEC1
2025-02-08,INMAA,V9BA174D16426,CONTAINER,AUTO,0,153.3,VN,IN,BERTH75-6337,1.5,55.12,Y,Y,46,818.8,1.12,Y,Y,SEC3
2023-11-29,INMNG,V0E916449088F,LNG,BREAKBULK,0,6666.6,GB,IN,BERTH18-9499,5.18,30.65,N,N,27,3222.3,3.48,Y,Y,SEC3
2019-09-20,INKRI,V441B94870741,GENERAL_CARGO,AUTO,0,1278.4,IN,ES,BERTH61-6149,24.01,43.08,N,Y,54,12784.9,1.73,Y,N,SEC3
2022-06-18,INKRI,VC1F1A341EE80,LNG,BREAKBULK,0,34742.3,IN,BR,BERTH90-7712,38.44,93.45,Y,Y,20,17883.7,2.65,Y,N,SEC2
2022-07-21,INMUN,V83519994562C,RORO,LIQUID,0,43150.1,SA,IN,BERTH87-6820,25.05,69.11,N,N,43,20185.2,0.72,N,N,SEC3
2025-11-17,INMUN,V10FB282A301E,CONTAINER,TEU,14057,129645.0,DE,IN,BERTH05-2429,1.5,21.22,N,Y,79,1652.4,0.73,N,N,SEC2
2024-05-24,INTUT,VBA7426D74106,RORO,BULK,0,87281.2,IN,TR,BERTH26-1360,9.08,20.69,N,N,29,6890.6,2.73,N,Y,SEC2
2023-12-09,INKOC,V7722DEBCD29B,RORO,REEFER,3345,30831.9,IN,VN,BERTH61-6601,36.39,88.9,N,N,61,23254.2,0.92,Y,N,SEC2
2023-12-09,INNSA,VD089B8912DFA,TANKER,REEFER,4345,41575.7,QA,IN,BERTH70-8589,39.98,80.93,N,N,30,20032.8,2.14,Y,N,SEC1
2019-09-23,INBOM,V0EE7B1317B1C,TANKER,TEU,1781,17392.1,IN,BR,BERTH80-4012,22.05,35.63,N,Y,19,13410.8,2.34,Y,N,SEC3
2019-08-14,INMUN,V3D6577E84F23,LNG,LIQUID,0,113215.7,IN,TR,BERTH81-2507,28.83,11.13,N,N,31,9608.5,1.29,Y,N,SEC1
2023-08-21,INKRI,VA9F7CFE28E06,PASSENGER,AUTO,0,999.1,IN,ES,BERTH34-2585,18.86,69.97,N,N,70,13604.8,2.17,N,N,SEC1
2019-05-14,INCCU,V2DAB22CF0D8E,LNG,LIQUID,0,169568.6,SG,IN,BERTH25-8637,25.25,53.56,N,N,48,21668.6,2.78,Y,N,SEC3
2025-04-05,INHZA,V45ADF1F07879,RORO,AUTO,0,1155.9,TH,IN,BERTH69-4630,52.65,92.63,N,Y,20,46101.4,2.36,Y,N,SEC1
2020-10-13,INKRI,V5C1678196CE6,TANKER,REEFER,4498,49189.6,TH,IN,BERTH94-8330,28.69,40.22,N,N,27,19671.2,1.08,Y,N,SEC2
2021-10-21,INMNG,VC7F1F16770E3,GENERAL_CARGO,TEU,19381,200764.7,DE,IN,BERTH11-6008,19.66,46.82,N,Y,28,12234.6,3.53,N,N,SEC2
2019-09-17,INGOI,VA8DFF464BB32,PASSENGER,REEFER,2056,20438.6,IN,AE,BERTH83-2277,33.12,29.99,Y,Y,64,17201.2,3.41,Y,N,SEC1
2025-12-06,INBOM,V4E45FD639D52,PASSENGER,REEFER,3922,31643.0,US,IN,BERTH35-3416,15.34,25.71,N,N,53,9936.8,1.39,Y,N,SEC3
2021-03-18,INGOI,VCBA0FA42B41F,CONTAINER,BULK,0,61459.4,IN,SG,BERTH93-8791,24.7,68.26,N,N,88,12449.6,1.53,Y,N,SEC1
2021-06-19,INMNG,V801EEEFA8580,PASSENGER,REEFER,4410,47282.5,IN,RU,BERTH93-4417,8.74,95.54,N,N,8,5571.6,2.02,Y,N,SEC1
2025-03-13,INNSA,V8D4E606C4D5D,RORO,AUTO,0,249.3,AE,IN,BERTH16-8062,21.96,151.67,N,N,5,12758.8,3.02,Y,N,SEC1
2021-06-22,INTUT,VA7FB73B9E825,RORO,TEU,1967,24371.9,IN,ID,BERTH37-3220,36.17,63.44,N,Y,32,19400.7,2.68,N,N,SEC1
2024-06-18,INVTZ,VF104C10A8F87,BULKER,LIQUID,0,117275.6,IN,DE,BERTH66-6321,11.54,55.55,N,Y,44,10798.1,1.2,Y,N,SEC3
2019-04-17,INNSA,V15CB63B46278,GENERAL_CARGO,LIQUID,0,121693.3,IN,CN,BERTH02-9171,1.5,2.0,N,Y,20,2327.1,2.02,Y,Y,SEC2
2023-08-21,INCCU,V87FE55758FFB,LNG,BREAKBULK,0,55751.7,MY,IN,BERTH88-4337,9.51,73.02,N,Y,53,8739.4,3.91,Y,N,SEC2
2022-07-02,INMNG,VD5F6D725AD99,GENERAL_CARGO,AUTO,0,2863.0,KR,IN,BERTH50-5959,22.26,70.22,N,N,78,15463.9,2.39,Y,N,SEC2
2025-10-09,INHZA,V5B919AB10D3E,PASSENGER,BREAKBULK,0,47582.2,IN,ID,BERTH93-1850,21.48,12.38,N,N,36,10390.5,0.96,Y,N,SEC1
2023-09-24,INVTZ,V8A8EF30629FA,LNG,REEFER,4777,48659.4,SA,IN,BERTH89-9157,33.31,100.64,N,N,5,26822.7,2.37,Y,N,SEC1
2023-02-11,INVTZ,VB344FAF5C107,RORO,BREAKBULK,0,31323.2,AE,IN,BERTH30-1908,37.23,57.81,N,N,5,13948.6,1.86,Y,N,SEC2
2021-09-23,INVTZ,V3BEB1F5103C2,GENERAL_CARGO,BULK,0,30637.8,ES,IN,BERTH77-2739,38.1,70.33,N,N,69,19602.0,2.98,Y,N,SEC3
2025-10-07,INKOC,V71599FD8C52E,LNG,BULK,0,68837.2,SG,IN,BERTH43-2737,18.88,2.0,N,Y,5,5512.5,2.19,Y,N,SEC3
2019-09-26,INVTZ,V749DC76712DF,RORO,AUTO,0,3567.3,IN,QA,BERTH46-7891,32.61,93.7,N,N,5,15786.8,2.81,Y,N,SEC1
2020-01-20,INNSA,VAD5E3851FA35,CONTAINER,TEU,1824,23654.9,BR,IN,BERTH62-3672,32.17,70.43,N,N,35,24374.4,1.94,N,N,SEC1
2021-02-20,INCCU,VE4F010CD8EB0,GENERAL_CARGO,BREAKBULK,0,23480.5,MY,IN,BERTH08-6961,21.58,25.28,N,N,37,16599.0,0.74,Y,N,SEC2
2021-10-14,INGOI,V8B3F41A28A26,GENERAL_CARGO,TEU,1918,19916.0,MY,IN,BERTH60-8989,21.92,66.47,N,N,50,17927.0,2.65,Y,N,SEC2
2025-02-17,INKRI,V14A76C2F0013,TANKER,TEU,14656,178710.8,AU,IN,BERTH81-7385,1.75,57.07,N,N,40,1901.3,1.44,Y,N,SEC2
2020-03-25,INKRI,VC9F94F7C8B02,LNG,LIQUID,0,51057.6,QA,IN,BERTH27-9340,36.75,114.51,N,N,48,11517.1,0.23,Y,N,SEC2
2020-08-29,INKRI,V538F98FCEEE2,CONTAINER,BULK,0,158739.8,VN,IN,BERTH58-8729,11.23,16.44,N,Y,5,3781.5,2.24,Y,N,SEC3
2021-06-08,INMUN,V1A3640934C32,BULKER,BULK,0,26028.0,VN,IN,BERTH35-8092,7.75,59.43,N,N,48,2718.3,2.12,Y,N,SEC2
2023-05-22,INNSA,VD500B5A85C5E,PASSENGER,AUTO,0,2633.3,QA,IN,BERTH32-6829,30.85,57.63,Y,N,62,20586.6,3.18,N,N,SEC1
2021-02-16,INKRI,V1C21E74BB1DC,CONTAINER,BULK,0,23865.6,DE,IN,BERTH60-1567,21.93,36.69,N,Y,35,12047.4,1.69,Y,N,SEC2
2024-06-22,INBOM,V157E134EABC0,TANKER,BREAKBULK,0,36097.7,AU,IN,BERTH76-5677,1.5,18.48,N,Y,46,1526.9,2.48,N,N,SEC2
2021-04-19,INGOI,V51C6381698B5,RORO,BULK,0,147238.2,RU,IN,BERTH22-3116,26.6,41.91,N,N,74,14517.7,2.04,N,N,SEC2
2025-08-02,INMUN,V757605E3F56A,TANKER,TEU,8429,109020.0,US,IN,BERTH23-4157,10.14,59.96,N,N,5,8390.0,3.65,N,N,SEC3
2024-08-10,INTUT,V1FEF2F69B40F,RORO,REEFER,3690,37903.8,AU,IN,BERTH43-6733,15.98,69.72,N,N,24,12180.7,2.27,Y,N,SEC3
2021-11-10,INGOI,V3D6696E26E71,BULKER,LIQUID,0,153603.7,ID,IN,BERTH34-6117,42.29,81.56,N,N,9,33749.1,1.23,Y,N,SEC3
2023-09-23,INTUT,V268B5F5C8755,CONTAINER,LIQUID,0,153610.1,CN,IN,BERTH62-1452,24.95,82.65,N,N,21,13841.1,2.25,N,N,SEC3
2020-01-07,INMUN,V7D18371609AC,TANKER,REEFER,1617,14322.4,SA,IN,BERTH29-1922,26.36,48.21,N,N,42,9359.8,2.3,N,N,SEC2
2025-04-22,INHZA,V484C00107A2C,RORO,AUTO,0,2113.7,AE,IN,BERTH44-4202,19.9,89.24,N,N,55,7803.6,1.94,Y,N,SEC2
2019-10-27,INMNG,V472326878484,RORO,BULK,0,111759.9,SA,IN,BERTH95-9688,30.7,50.16,N,N,26,14141.9,1.55,Y,N,SEC1
2022-10-05,INNSA,V50CB3FC36F0E,CONTAINER,TEU,8173,102611.5,DE,IN,BERTH57-1236,7.38,46.93,N,N,67,6216.8,1.23,N,N,SEC1
2022-09-17,INMAA,VC87D3B0C1E97,TANKER,AUTO,0,1614.4,CN,IN,BERTH03-4011,23.39,122.68,N,Y,75,14826.7,0.1,Y,N,SEC3
2019-01-28,INBOM,VD38814C4E48C,LNG,AUTO,0,2850.3,TR,IN,BERTH67-4839,29.15,57.29,N,N,75,9882.5,2.33,Y,N,SEC1
2023-07-23,INGOI,V63F7B57332AF,TANKER,BREAKBULK,0,42154.3,IN,SA,BERTH93-4531,34.47,90.85,N,Y,36,23908.2,1.35,N,N,SEC1
2019-06-21,INVTZ,VF00C44BD35D7,PASSENGER,REEFER,3351,39088.4,BR,IN,BERTH51-5590,41.9,78.57,N,N,51,31418.7,1.25,Y,N,SEC3
2024-04-19,INKOC,VF648B9934068,CONTAINER,BULK,0,71824.7,TH,IN,BERTH97-4654,1.5,50.31,N,N,20,1330.3,1.21,N,N,SEC3
2025-07-19,INKRI,VA0C0FC93F829,PASSENGER,LIQUID,0,46827.9,MY,IN,BERTH12-5985,46.48,39.0,N,N,71,14463.9,1.95,Y,N,SEC3
2023-10-11,INKOC,V3C77A99E1E40,BULKER,REEFER,1991,19997.6,IN,QA,BERTH92-4273,22.13,76.68,N,N,22,11843.0,2.83,Y,N,SEC1
2022-09-29,INTUT,VAC54D2B964FD,RORO,BULK,0,73758.3,RU,IN,BERTH97-5248,1.5,2.0,N,N,30,1045.6,0.77,N,N,SEC3
2022-07-08,INHZA,VCD40882DFCBE,CONTAINER,BREAKBULK,0,12892.2,CN,IN,BERTH21-1373,31.01,82.68,N,Y,37,15871.3,1.92,N,N,SEC1
2019-10-01,INNSA,V3B19F6F8D0D5,GENERAL_CARGO,LIQUID,0,152333.6,IN,GB,BERTH92-1156,44.44,79.52,N,N,50,37910.3,2.09,Y,N,SEC1
2023-06-25,INMUN,V9535D308F62B,PASSENGER,AUTO,0,3977.5,ES,IN,BERTH94-2417,12.98,48.13,N,Y,26,5951.9,3.65,Y,N,SEC3
2021-02-08,INTUT,VC571A76C2001,PASSENGER,REEFER,2004,17842.9,IN,RU,BERTH13-6912,41.23,114.46,N,N,33,33956.6,2.84,Y,N,SEC3
2024-10-19,INNSA,V1AD5E68CADCC,TANKER,AUTO,0,202.3,DE,IN,BERTH14-9074,10.02,61.0,N,N,33,4061.7,2.55,Y,Y,SEC1
2019-08-26,INCCU,VDE4DEC257165,RORO,REEFER,542,5864.3,IT,IN,BERTH45-7744,7.43,44.43,N,Y,50,5783.9,1.96,Y,N,SEC3
2024-03-04,INBOM,V61F943B1D3D3,CONTAINER,BREAKBULK,0,43073.6,CN,IN,BERTH42-5186,32.3,107.08,N,N,52,17147.1,1.51,Y,Y,SEC2
2020-05-11,INMNG,V63EE84C445B3,PASSENGER,AUTO,0,2050.3,IN,ID,BERTH84-3158,48.62,92.92,N,N,27,26756.1,1.2,Y,N,SEC2
2020-06-01,INCCU,VAA7996FBBC31,LNG,BREAKBULK,0,5994.1,GB,IN,BERTH92-4844,21.6,85.92,N,Y,7,9320.7,2.13,Y,N,SEC2
2024-03-22,INKRI,VB6049E1E6D46,BULKER,BULK,0,131158.5,IN,VN,BERTH02-1904,31.56,89.9,N,Y,30,27147.9,2.16,Y,N,SEC3
2023-11-15,INKRI,V7528051A4877,TANKER,TEU,17617,208966.5,AU,IN,BERTH28-8537,6.05,23.17,N,N,22,4050.4,3.15,Y,N,SEC1
