biz_intratrade_reference_month,biz_intratrade_reporting_country_iso2,biz_intratrade_partner_country_iso2,biz_intratrade_flow_direction,biz_intratrade_cn8_code,biz_intratrade_goods_value_eur,biz_intratrade_goods_quantity_kg,biz_intratrade_dispatch_arrival_code,biz_intratrade_threshold_reporting_flag,biz_intratrade_transport_mode_code,biz_intratrade_incoterms_code,biz_intratrade_customs_simplification_flag,biz_intratrade_vat_intracommunity_number_hash,biz_intratrade_eori_hash,biz_intratrade_delivery_time_days_median,biz_intratrade_logistics_performance_index,biz_intratrade_port_congestion_index,biz_intratrade_eurostat_table_code,biz_intratrade_data_quality_flag,biz_intratrade_data_extract_date
2018-07,LV,LU,DISPATCH,22021042,26573878.56,35499.44,DISPATCH,1,ROAD,DDP,0,0894ac2be02ebce993,f4114d47aa7a3e8825,23,2.268,0.3062,bop_q_c,FLAGGED,2026-01-22
2018-08,RO,BE,ARRIVAL,22028961,26660124.82,35547.65,ARRIVAL,1,SEA,CIP,0,bfb08fde4b68a6a66f,c2c082968808eed4b5,21,3.767,0.1382,ext_lt_intra_q,IMPUTED,2024-04-25
2018-09,BG,HU,DISPATCH,22036880,26765030.75,35621.68,DISPATCH,0,AIR,EXW,1,bb7dfcfb54457060bb,0821135aa1c9d6c560,5,4.13,0.4833,ext_lt_intratrd,OK,2025-02-20
2018-10,FR,SK,ARRIVAL,22044799,26841994.85,35648.48,ARRIVAL,0,RAIL,FOB,0,e7e64045f3f92df5bf,a8da5c8ec8fdd7ce17,5,4.056,0.544,bop_q_f,REVISED,2025-10-29
2018-11,LT,EE,DISPATCH,22052718,26930548.14,35706.15,DISPATCH,1,INLAND_WATERWAY,DAP,0,9cdfb7cd8c641d50ba,66de5e481a5d1efcfb,7,3.732,0.5846,bop_q_g,ESTIMATED,2025-02-14
2018-12,SK,MT,ARRIVAL,22060637,27019767.94,35763.36,ARRIVAL,1,PIPE,FCA,0,cde9a8228d02c22830,467d2f1c30c6e36b2a,4,4.131,0.4233,bop_q_c,FLAGGED,2024-01-25
2019-01,HR,BG,DISPATCH,22068556,27051639.82,35818.85,DISPATCH,1,ROAD,CFR,0,c43d9e02250c55dcd7,7c1897c5c8a4ddd42b,7,3.921,0.7622,ext_lt_intra_q,IMPUTED,2025-06-27
2019-02,DE,IE,ARRIVAL,22076475,27138414.18,35882.95,ARRIVAL,0,SEA,DPU,0,bd7643ce62f65b72e6,451042cf57c02622c3,7,2.442,0.6053,ext_lt_intratrd,OK,2025-09-26
2019-03,LU,SI,DISPATCH,22084394,27227034.65,35954.0,DISPATCH,1,AIR,CPT,0,fb533f72557197ecf4,e2bb274e7d43f8bcce,7,3.07,0.7189,bop_q_f,REVISED,2026-01-31
2019-04,SI,FI,ARRIVAL,22092313,27284605.08,35975.97,ARRIVAL,1,RAIL,CIF,0,227ecc21ad129b3eb3,c55a823899b1cfeb28,9,3.167,0.9427,bop_q_g,ESTIMATED,2025-09-12
2019-05,CY,NL,DISPATCH,22100232,27373364.14,36034.91,DISPATCH,0,INLAND_WATERWAY,DDP,0,f59564046a8099b40d,00ccc030d0cbce5640,13,3.661,0.2227,bop_q_c,FLAGGED,2024-09-04
2019-06,GR,HR,ARRIVAL,22108151,27454994.33,36109.05,ARRIVAL,1,PIPE,CIP,0,2db4108b00ed297e42,a02d6c890603a98b48,14,3.274,0.1816,ext_lt_intra_q,IMPUTED,2025-03-30
2019-07,MT,IT,DISPATCH,22116070,27578260.88,36146.75,DISPATCH,1,ROAD,EXW,1,6aa5db591b38b6b0d1,fd9b36e34479950ef0,11,3.337,0.4514,ext_lt_intratrd,OK,2025-03-10
2019-08,ES,BG,ARRIVAL,22123989,27655089.72,36188.5,ARRIVAL,1,SEA,FOB,1,9bd61540767b5d1992,df94a7cd05bdf7d407,13,3.64,0.5931,bop_q_f,REVISED,2025-05-17
2019-09,CZ,FR,DISPATCH,22131908,27749009.23,36241.19,DISPATCH,0,AIR,DAP,0,a0cc57913ca38b561c,7fa903c23e94b0b5ba,15,3.809,0.0896,bop_q_g,ESTIMATED,2026-01-10
2019-10,HU,PL,ARRIVAL,22139827,27789752.0,36310.0,ARRIVAL,0,RAIL,FCA,1,33ab64e966769a641a,5627e380561733c3ce,15,3.635,0.3292,bop_q_c,FLAGGED,2025-10-12
2019-11,NL,CY,DISPATCH,22147746,27896840.95,36374.73,DISPATCH,0,INLAND_WATERWAY,CFR,0,a730e6201a798b164a,b0d644c2ee09c5d7d3,15,2.568,0.9384,ext_lt_intra_q,IMPUTED,2025-05-25
2019-12,SE,LV,ARRIVAL,22155665,27978453.1,36437.44,ARRIVAL,1,PIPE,DPU,0,2c72c07b24bd91f418,1c3137cdf00865ef0e,19,3.032,0.0506,ext_lt_intratrd,OK,2025-01-19
2020-01,DK,SE,DISPATCH,22163584,28048613.21,36503.76,DISPATCH,1,ROAD,CPT,0,0aa5f98a63f34b28aa,25dab784b8fd6902b6,21,3.9,0.8192,bop_q_f,REVISED,2025-02-19
2020-02,IE,DE,ARRIVAL,22171503,28161001.23,36532.05,ARRIVAL,1,SEA,CIF,0,76b8de055727a762d0,fbf3260ca24af6d146,20,3.099,0.8741,bop_q_g,ESTIMATED,2025-03-25
2020-03,PL,PT,DISPATCH,22179422,28227317.18,36569.65,DISPATCH,1,AIR,DDP,0,fed24941a011d23fa7,812fc47366da31d6b2,21,2.515,0.309,bop_q_c,FLAGGED,2025-05-27
2020-04,AT,CZ,ARRIVAL,22187341,28322630.12,36650.83,ARRIVAL,1,RAIL,CIP,0,2cf5702a27670112d6,0decbf23eaecd05079,22,3.492,0.1574,ext_lt_intra_q,IMPUTED,2025-09-05
2020-05,EE,LT,DISPATCH,22195260,28369238.11,36686.19,DISPATCH,1,INLAND_WATERWAY,EXW,0,2c2acf9292dd2040b8,d2d22cabea84f02ff6,5,2.823,0.6835,ext_lt_intratrd,OK,2024-05-26
2020-06,IT,AT,ARRIVAL,22203179,28468504.89,36757.98,ARRIVAL,1,PIPE,FOB,0,edf86ba1c40edc0e09,b2d13aa5fe39d37151,6,2.576,0.9079,bop_q_f,REVISED,2025-06-08
2020-07,PT,GR,DISPATCH,22211098,28563372.18,36826.25,DISPATCH,1,ROAD,DAP,1,8c8bae315c28ceb354,12a5cfaf8c47eb5416,5,2.582,0.7682,bop_q_g,ESTIMATED,2025-10-26
2020-08,BE,RO,ARRIVAL,22219017,28631388.56,36886.4,ARRIVAL,1,SEA,FCA,0,f68e13f0b65e27e8b5,b10ba868e7f569737a,6,3.099,0.4956,bop_q_c,FLAGGED,2024-01-09
2020-09,FI,DK,DISPATCH,22226936,28676701.22,36903.67,DISPATCH,0,AIR,CFR,0,b4d297e6074c8db85f,f0964918cad9172625,5,4.046,0.1707,ext_lt_intra_q,IMPUTED,2025-04-02
2020-10,LV,LU,ARRIVAL,22234855,28759597.42,36990.69,ARRIVAL,0,RAIL,DPU,0,9f10e2dff2a527f565,04f53baf1b7bd1f885,7,2.792,0.8025,ext_lt_intratrd,OK,2025-09-11
2020-11,RO,BE,DISPATCH,22242774,28846036.03,37025.39,DISPATCH,0,INLAND_WATERWAY,CPT,1,a1466454a473d0a1d1,fd6990a4b521d6cc43,8,3.114,0.4363,bop_q_f,REVISED,2024-11-17
2020-12,BG,HU,ARRIVAL,22250693,28951756.2,37060.33,ARRIVAL,1,PIPE,CIF,0,14050351b1b9f6ea33,3f727f85369affd77e,10,3.638,0.5373,bop_q_g,ESTIMATED,2024-02-01
2021-01,FR,SK,DISPATCH,22258612,29020120.06,37140.2,DISPATCH,1,ROAD,DDP,0,3172fd8488a4f1f1cc,07b9be88bfaf72b01b,13,2.68,0.7963,bop_q_c,FLAGGED,2025-11-21
2021-02,LT,EE,ARRIVAL,22266531,29110193.17,37174.36,ARRIVAL,1,SEA,CIP,0,bcd60018693f2f9b74,0605d094102e0a0a50,11,3.867,0.6073,ext_lt_intra_q,IMPUTED,2025-10-18
2021-03,SK,MT,DISPATCH,22274450,29172285.46,37254.07,DISPATCH,0,AIR,EXW,0,82ebe80ecb0304fd2f,de6c247b7270887b81,15,2.328,0.9073,ext_lt_intratrd,OK,2025-07-08
2021-04,HR,BG,ARRIVAL,22282369,29258441.94,37322.01,ARRIVAL,0,RAIL,FOB,0,6c62d22ee2eeef3c09,577edcc2903820d91e,13,3.738,0.6046,bop_q_f,REVISED,2025-11-13
2021-05,DE,IE,DISPATCH,22290288,29350791.41,37335.63,DISPATCH,0,INLAND_WATERWAY,DAP,0,842b4a91bfb87927b5,634089b55203370a32,13,3.599,0.091,bop_q_g,ESTIMATED,2026-02-17
2021-06,LU,SI,ARRIVAL,22298207,29474764.11,37414.08,ARRIVAL,0,PIPE,FCA,0,9a564418afd190a0ea,bdd340ff36c8608b8f,15,3.941,0.5166,bop_q_c,FLAGGED,2024-07-14
2021-07,SI,FI,DISPATCH,22306126,29557616.55,37470.88,DISPATCH,0,ROAD,CFR,0,207d9c9615dec901ca,d1d3dc055ec08121be,18,2.771,0.621,ext_lt_intra_q,IMPUTED,2024-06-12
2021-08,CY,NL,ARRIVAL,22314045,29575958.44,37539.92,ARRIVAL,1,SEA,DPU,0,5e23d20227f20eb29b,5d46140cb17da6f497,19,2.962,0.5787,ext_lt_intratrd,OK,2025-07-21
2021-09,GR,HR,DISPATCH,22321964,29697029.65,37600.3,DISPATCH,0,AIR,CPT,0,2904fe8ffdd046370c,3c4acf8d8e3ec49db9,21,3.338,0.0968,bop_q_f,REVISED,2024-08-13
2021-10,MT,IT,ARRIVAL,22329883,29752478.99,37651.1,ARRIVAL,0,RAIL,CIF,0,2a2dc7123323a350e1,27fee203a4079cfec2,21,4.309,0.9071,bop_q_g,ESTIMATED,2024-10-11
2021-11,ES,BG,DISPATCH,22337802,29825943.36,37668.87,DISPATCH,0,INLAND_WATERWAY,DDP,1,ecb2c16cf64424b4ed,cec8fecb72da616ec5,21,2.576,0.7413,bop_q_c,FLAGGED,2024-08-04
2021-12,CZ,FR,ARRIVAL,22345721,29904888.36,37749.75,ARRIVAL,0,PIPE,CIP,0,7f558ec0f6a0fc4ef6,a4d3487b46417ef0ab,21,2.684,0.2077,ext_lt_intra_q,IMPUTED,2025-09-09
2022-01,HU,PL,DISPATCH,22353640,30049148.99,37824.11,DISPATCH,0,ROAD,EXW,0,cc949395a05522bf34,9f88deb1854c304eba,5,2.541,0.4661,ext_lt_intratrd,OK,2025-05-06
2022-02,NL,CY,ARRIVAL,22361559,30077843.46,37868.34,ARRIVAL,1,SEA,FOB,0,96d263c8eca14178ab,b200d6eeeacce15514,5,2.409,0.6974,bop_q_f,REVISED,2025-11-16
2022-03,SE,LV,DISPATCH,22369478,30171543.07,37916.88,DISPATCH,1,AIR,DAP,0,a19e31aa39f62b7644,e7141e21b213c780b5,3,3.239,0.7328,bop_q_g,ESTIMATED,2024-11-06
2022-04,DK,SE,ARRIVAL,22377397,30259022.31,37940.19,ARRIVAL,1,RAIL,FCA,0,b4affd89cb9eb9aa2b,097b450ebf640d3958,5,2.282,0.2431,bop_q_c,FLAGGED,2026-01-31
2022-05,IE,DE,DISPATCH,22385316,30315257.98,38039.55,DISPATCH,0,INLAND_WATERWAY,CFR,0,20d681cf328940f052,49f27508a81bde8c2a,9,2.39,0.7617,ext_lt_intra_q,IMPUTED,2024-07-10
2022-06,PL,PT,ARRIVAL,22393235,30449091.31,38051.32,ARRIVAL,0,PIPE,DPU,0,52dd7a54e9053cec61,a6dd1f8e5b8beec64c,7,3.909,0.7597,ext_lt_intratrd,OK,2025-05-04
2022-07,AT,CZ,DISPATCH,22401154,30532957.3,38109.41,DISPATCH,1,ROAD,CPT,0,344348bc8fcd5361d4,cbece5940bef2961c9,9,2.662,0.8078,bop_q_f,REVISED,2025-12-09
2022-08,EE,LT,ARRIVAL,22409073,30566146.4,38187.69,ARRIVAL,0,SEA,CIF,1,3fdf0ba158bdd200ef,8259ca3301f8599b4a,10,3.693,0.879,bop_q_g,ESTIMATED,2025-10-14
2022-09,IT,AT,DISPATCH,22416992,30670701.03,38216.43,DISPATCH,0,AIR,DDP,0,2de047bcf0dc2fc077,8e9fdbf35156f3e3c2,13,3.928,0.2181,bop_q_c,FLAGGED,2024-05-28
2022-10,PT,GR,ARRIVAL,22424911,30723667.94,38297.94,ARRIVAL,0,RAIL,CIP,1,77bcf90b91e15c9f5e,a9845276de2014fe09,14,2.941,0.6501,ext_lt_intra_q,IMPUTED,2025-12-15
2022-11,BE,RO,DISPATCH,22432830,30830237.66,38346.87,DISPATCH,1,INLAND_WATERWAY,EXW,0,d490f7a34823c2651a,bf6c41b3ac881295f1,14,3.561,0.8422,ext_lt_intratrd,OK,2024-01-07
2022-12,FI,DK,ARRIVAL,22440749,30887552.26,38409.25,ARRIVAL,1,PIPE,FOB,1,09a85ed746ed52784e,37d90b3d7d24b05174,12,3.705,0.6129,bop_q_f,REVISED,2025-10-21
2023-01,LV,LU,DISPATCH,22448668,30979986.37,38467.83,DISPATCH,1,ROAD,DAP,0,f59138c01df4d8a77e,213984ad59f7046190,14,2.719,0.266,bop_q_g,ESTIMATED,2025-04-18
2023-02,RO,BE,ARRIVAL,22456587,31065970.2,38519.46,ARRIVAL,1,SEA,FCA,0,0b94eda6606a6ea06e,1fff6a6c12c2e6162c,15,2.427,0.2192,bop_q_c,FLAGGED,2024-12-25
2023-03,BG,HU,DISPATCH,22464506,31179211.08,38570.27,DISPATCH,0,AIR,CFR,0,11823c909b7b164a4a,a3b44f66a436d8a961,18,2.588,0.7346,ext_lt_intra_q,IMPUTED,2024-06-29
2023-04,FR,SK,ARRIVAL,22472425,31255650.37,38611.61,ARRIVAL,1,RAIL,DPU,0,f5b7b3106c86ea40d9,5f68a63a0ec8bde305,16,2.866,0.5648,ext_lt_intratrd,OK,2025-07-15
2023-05,LT,EE,DISPATCH,22480344,31339915.31,38670.74,DISPATCH,1,INLAND_WATERWAY,CPT,0,496e38e806efd79553,a21e3bb2c6224681b3,20,3.102,0.593,bop_q_f,REVISED,2024-10-13
2023-06,SK,MT,ARRIVAL,22488263,31381865.75,38748.7,ARRIVAL,1,PIPE,CIF,1,50483070fb3f48ddf9,0b2fafd532c281255f,18,3.859,0.8261,bop_q_g,ESTIMATED,2026-01-21
2023-07,HR,BG,DISPATCH,22496182,31464596.59,38808.72,DISPATCH,1,ROAD,DDP,0,c2991ece248102d15a,7f54de80fdb2c04089,20,2.825,0.7051,bop_q_c,FLAGGED,2024-07-14
2023-08,DE,IE,ARRIVAL,22504101,31543865.32,38850.27,ARRIVAL,0,SEA,CIP,0,7d6fbdbb53e1926dc7,11b654dd9f5387e08b,20,4.054,0.6203,ext_lt_intra_q,IMPUTED,2024-04-11
2023-09,LU,SI,DISPATCH,22512020,31629814.35,38910.35,DISPATCH,1,AIR,EXW,0,83d98b744cc0f9cd18,8c79d864993758fd52,1,3.25,0.0617,ext_lt_intratrd,OK,2025-06-13
2023-10,SI,FI,ARRIVAL,22519939,31763210.23,38964.15,ARRIVAL,1,RAIL,FOB,0,ceb100b61ed9ba426e,d374d11b76e99de06c,5,2.517,0.2752,bop_q_f,REVISED,2024-03-06
2023-11,CY,NL,DISPATCH,22527858,31824009.57,39001.29,DISPATCH,0,INLAND_WATERWAY,DAP,1,ba871fb2cdd71bff7e,4cda432f74c24dc04a,3,2.936,0.749,bop_q_g,ESTIMATED,2025-08-11
2023-12,GR,HR,ARRIVAL,22535777,31906129.01,39071.81,ARRIVAL,1,PIPE,FCA,0,f5e6d2d47ac3391150,335fc9ffbf9d0a94c1,8,3.03,0.091,bop_q_c,FLAGGED,2025-11-09
2024-01,MT,IT,DISPATCH,22543696,32009993.82,39109.05,DISPATCH,1,ROAD,CFR,0,43fc34f22d47cf0d84,3b5c54a8862f903f18,6,3.42,0.7233,ext_lt_intra_q,IMPUTED,2024-02-19
2024-02,ES,BG,ARRIVAL,22551615,32058429.16,39191.11,ARRIVAL,1,SEA,DPU,0,e5138ae633f6ef3dcb,e26f9f76c70b2a7948,7,3.31,0.285,ext_lt_intratrd,OK,2025-05-08
2024-03,CZ,FR,DISPATCH,22559534,32164438.16,39205.25,DISPATCH,1,AIR,CPT,1,7dd49cb3a0ef35915f,2adf2071a9d268d132,9,3.491,0.2117,bop_q_f,REVISED,2024-09-12
2024-04,HU,PL,ARRIVAL,22567453,32239382.76,39277.37,ARRIVAL,0,RAIL,CIF,0,b564b03012a12816e4,b50902bf673651c79c,8,3.242,0.1882,bop_q_g,ESTIMATED,2024-04-21
2024-05,NL,CY,DISPATCH,22575372,32312873.29,39325.44,DISPATCH,1,INLAND_WATERWAY,DDP,0,65d96a5b920f854e0d,e1eb7d4c6a1175a415,12,4.104,0.9357,bop_q_c,FLAGGED,2024-03-29
2024-06,SE,LV,ARRIVAL,22583291,32369004.35,39404.02,ARRIVAL,1,PIPE,CIP,0,93fc38638286106883,b7b5c0e3294a5749e0,13,4.213,0.7747,ext_lt_intra_q,IMPUTED,2025-02-02
2024-07,DK,SE,DISPATCH,22591210,32467359.58,39441.21,DISPATCH,0,ROAD,EXW,0,37c1da0087678b16d9,1a697c29a9276fe4e4,13,3.834,0.9128,ext_lt_intratrd,OK,2025-07-13
2024-08,IE,DE,ARRIVAL,22599129,32551681.12,39509.0,ARRIVAL,1,SEA,FOB,0,f160c0f68262fa53db,d8cf01cb7416adc61c,14,3.581,0.4091,bop_q_f,REVISED,2025-04-15
2024-09,PL,PT,DISPATCH,22607048,32615511.42,39562.04,DISPATCH,1,AIR,DAP,0,3f9ad40a3e2bf6d5db,a74995ef42a7d001b5,13,3.63,0.3729,bop_q_g,ESTIMATED,2024-03-15
2024-10,AT,CZ,ARRIVAL,22614967,32725024.2,39595.37,ARRIVAL,0,RAIL,FCA,0,9c56c47d52bd47583a,a3b2cea34db55bebb9,15,3.793,0.5266,bop_q_c,FLAGGED,2024-02-07
2024-11,EE,LT,DISPATCH,22622886,32774823.34,39684.71,DISPATCH,1,INLAND_WATERWAY,CFR,0,e43a798ca2ab547658,b59adb9525d99fbaa7,15,4.266,0.9084,ext_lt_intra_q,IMPUTED,2024-12-02
2024-12,IT,AT,ARRIVAL,22630805,32872599.82,39702.94,ARRIVAL,0,PIPE,DPU,1,02896a79da7d37c950,06ca7a6badc1f1bcae,16,3.923,0.7388,ext_lt_intratrd,OK,2024-05-20
2025-01,PT,GR,DISPATCH,22638724,32964390.86,39799.83,DISPATCH,0,ROAD,CPT,0,a8678aebcff0890503,a17223bb52e644d17d,20,2.516,0.2401,bop_q_f,REVISED,2026-01-18
2025-02,BE,RO,ARRIVAL,22646643,33037409.1,39844.92,ARRIVAL,1,SEA,CIF,0,5f1e7dcafa1d861099,a8244ddf3dbdfc9607,20,4.164,0.3905,bop_q_g,ESTIMATED,2024-08-08
2025-03,FI,DK,DISPATCH,22654562,33169442.39,39909.4,DISPATCH,0,AIR,DDP,1,7e026d89b3b08ae61c,cc9133bbee24eeabaa,19,3.308,0.2735,bop_q_c,FLAGGED,2026-02-23
2025-04,LV,LU,ARRIVAL,22662481,33200821.88,39935.45,ARRIVAL,1,RAIL,CIP,0,496be245d38a2f71ae,3c6519c00aa6a057b9,22,3.215,0.4231,ext_lt_intra_q,IMPUTED,2025-03-10
2025-05,RO,BE,DISPATCH,22670400,33316033.03,39999.32,DISPATCH,1,INLAND_WATERWAY,EXW,0,f2281c53bd360cd9be,0583ae99d90f3a3e30,3,3.43,0.6809,ext_lt_intratrd,OK,2024-04-22
2025-06,BG,HU,ARRIVAL,22678319,33354913.07,40038.88,ARRIVAL,0,PIPE,FOB,0,5800f5f15a457e02e8,f89f805429c6bf4b69,4,4.289,0.101,bop_q_f,REVISED,2026-01-19
2025-07,FR,SK,DISPATCH,22686238,33454402.29,40121.33,DISPATCH,0,ROAD,DAP,0,27d91fe3ed9d5db1c9,81e7cb550a380206e0,4,2.761,0.7306,bop_q_g,ESTIMATED,2025-03-20
2025-08,LT,EE,ARRIVAL,22694157,33556122.26,40146.37,ARRIVAL,1,SEA,FCA,0,4a581ad04af5fc52ed,be310fb2f1fb83b31e,6,2.978,0.6749,bop_q_c,FLAGGED,2024-02-19
2025-09,SK,MT,DISPATCH,22702076,33649115.48,40204.43,DISPATCH,1,AIR,CFR,0,cadc5668d97699dc93,0fd52b83d7679191ea,7,3.738,0.7811,ext_lt_intra_q,IMPUTED,2024-08-01
2025-10,HR,BG,ARRIVAL,22709995,33730230.47,40259.53,ARRIVAL,1,RAIL,DPU,1,727901b61ab11ffc54,5bafb562143a652e45,10,2.945,0.7777,ext_lt_intratrd,OK,2024-08-31
2025-11,DE,IE,DISPATCH,22717914,33785416.27,40325.31,DISPATCH,0,INLAND_WATERWAY,CPT,1,e4b6dfa48e8b4970ce,46d1ce4a5fb72c6d9e,9,4.253,0.424,bop_q_f,REVISED,2025-03-02
2025-12,LU,SI,ARRIVAL,22725833,33843510.99,40378.49,ARRIVAL,0,PIPE,CIF,0,0aed80bd200e29b5e0,3d77dfe3a4a06ccf84,8,3.954,0.0992,bop_q_g,ESTIMATED,2025-07-05
2026-01,SI,FI,DISPATCH,22733752,33929138.06,40418.35,DISPATCH,1,ROAD,DDP,1,12ffece5c9ba0a12fc,c6713b15cb59582906,9,3.028,0.2141,bop_q_c,FLAGGED,2024-10-02
2026-02,CY,NL,ARRIVAL,22741671,34045314.72,40489.97,ARRIVAL,0,SEA,CIP,1,49ac4334c51148010d,038af633f74bd4ef30,11,3.634,0.7771,ext_lt_intra_q,IMPUTED,2025-04-26
2026-03,GR,HR,DISPATCH,22749590,34091158.49,40558.4,DISPATCH,1,AIR,EXW,0,1e2e588767eb00e0f3,7b063664b393b35e03,12,2.887,0.2414,ext_lt_intratrd,OK,2024-07-30
2026-04,MT,IT,ARRIVAL,22757509,34189009.45,40587.84,ARRIVAL,0,RAIL,FOB,1,0c07f5fda82f5c4e42,3b430043098551f6a7,16,4.076,0.3612,bop_q_f,REVISED,2025-01-29
2026-05,ES,BG,DISPATCH,22765428,34278372.1,40662.37,DISPATCH,1,INLAND_WATERWAY,DAP,0,dd4357c466230a191c,41c0a9d625fa5ea004,17,4.335,0.4578,bop_q_g,ESTIMATED,2025-05-31
2026-06,CZ,FR,ARRIVAL,22773347,34367065.07,40735.15,ARRIVAL,0,PIPE,FCA,1,ef6e4de7dcc91aa28d,166ba038f025493eba,17,2.761,0.2532,bop_q_c,FLAGGED,2025-06-21
2026-07,HU,PL,DISPATCH,22781266,34427726.22,40772.02,DISPATCH,1,ROAD,CFR,0,162dbdb918d3d61a27,745b8abcaea16c5b48,19,3.702,0.5426,ext_lt_intra_q,IMPUTED,2024-09-17
2026-08,NL,CY,ARRIVAL,22789185,34531686.62,40841.25,ARRIVAL,0,SEA,DPU,0,2067542efe7c632ccb,3ad4ec3280c32a8dcd,17,2.464,0.1427,ext_lt_intratrd,OK,2024-04-03
2026-09,SE,LV,DISPATCH,22797104,34615352.23,40900.12,DISPATCH,1,AIR,CPT,1,42a03175ac4c2981f5,d0ecd62704a78e4f42,18,3.413,0.4241,bop_q_f,REVISED,2025-08-23
2026-10,DK,SE,ARRIVAL,22805023,34672751.28,40950.34,ARRIVAL,1,RAIL,CIF,0,8a0280e3332c229691,d55331c222e94cae18,22,3.523,0.2068,bop_q_g,ESTIMATED,2024-02-13
2026-11,IE,DE,DISPATCH,22812942,34750218.97,40994.06,DISPATCH,0,INLAND_WATERWAY,DDP,1,1ea4bcebcb993b3146,4a45012b2dcf568a5c,20,4.221,0.3939,bop_q_c,FLAGGED,2024-07-24
2026-12,PL,PT,ARRIVAL,22820861,34848085.54,41040.63,ARRIVAL,1,PIPE,CIP,0,452d694422c1a0d729,9f1266971c3c93cb84,23,2.797,0.1091,ext_lt_intra_q,IMPUTED,2024-08-07
2018-01,AT,CZ,DISPATCH,22828780,34922863.5,41101.47,DISPATCH,0,ROAD,EXW,1,dd197e5c0311ca6c51,dd84ffd6b70821c121,4,2.55,0.2855,ext_lt_intratrd,OK,2026-01-10
2018-02,EE,LT,ARRIVAL,22836699,35047961.0,41134.05,ARRIVAL,1,SEA,FOB,0,bb10746399d4149901,5e28eeec9726ab2385,3,2.924,0.2308,bop_q_f,REVISED,2024-03-11
2018-03,IT,AT,DISPATCH,22844618,35130322.31,41228.28,DISPATCH,1,AIR,DAP,0,eee2c2bb135b32d911,1b208eeb5921e324cc,6,3.978,0.2159,bop_q_g,ESTIMATED,2026-02-20
2018-04,PT,GR,ARRIVAL,22852537,35194595.29,41284.75,ARRIVAL,1,RAIL,FCA,1,a053e52ceae347f677,64095392fdad04cd6d,5,2.288,0.205,bop_q_c,FLAGGED,2025-09-05
2018-05,BE,RO,DISPATCH,22860456,35253867.87,41300.85,DISPATCH,0,INLAND_WATERWAY,CFR,0,c004dd0bb58b068044,dc9731641c6a226fa5,9,4.204,0.4199,ext_lt_intra_q,IMPUTED,2026-02-03
2018-06,FI,DK,ARRIVAL,22868375,35365532.71,41353.44,ARRIVAL,1,PIPE,DPU,0,29b3358c4fb728573a,a7c542399541704a84,7,3.686,0.4235,ext_lt_intratrd,OK,2024-07-30
2018-07,LV,LU,DISPATCH,22876294,35455824.33,41424.13,DISPATCH,1,ROAD,CPT,0,f4efdf86538e07a65a,79c65afdf5f4a412c3,9,4.252,0.4141,bop_q_f,REVISED,2025-08-02
2018-08,RO,BE,ARRIVAL,22884213,35521934.16,41497.16,ARRIVAL,0,SEA,CIF,1,6be4046d2f0eaf69ec,fc9becb8949ec1dd06,12,3.759,0.1396,bop_q_g,ESTIMATED,2025-03-17
2018-09,BG,HU,DISPATCH,22892132,35582273.97,41560.32,DISPATCH,0,AIR,DDP,0,8446265fc1dfe775d8,527f7d16daed2729f0,9,2.839,0.1136,bop_q_c,FLAGGED,2025-01-12
2018-10,FR,SK,ARRIVAL,22900051,35653954.89,41580.61,ARRIVAL,1,RAIL,CIP,0,8c7b406bbfedc6acca,4e5ec7444123f584eb,10,3.938,0.1959,ext_lt_intra_q,IMPUTED,2025-05-19
2018-11,LT,EE,DISPATCH,22907970,35756009.56,41637.98,DISPATCH,0,INLAND_WATERWAY,EXW,1,8463a2d351671b8938,e1996a9b6df85509ed,11,2.576,0.7318,ext_lt_intratrd,OK,2024-08-09
2018-12,SK,MT,ARRIVAL,22915889,35835640.59,41706.34,ARRIVAL,1,PIPE,FOB,1,7fc58377a46544a542,dd9f8dd7dcdad832b3,12,3.471,0.551,bop_q_f,REVISED,2024-02-19
2019-01,HR,BG,DISPATCH,22923808,35938281.88,41768.41,DISPATCH,1,ROAD,DAP,1,cdc4456e67dc970c74,cf3c98dbb81e9f2fb6,16,3.505,0.5427,bop_q_g,ESTIMATED,2024-08-05
2019-02,DE,IE,ARRIVAL,22931727,35993122.61,41823.42,ARRIVAL,1,SEA,FCA,1,767f38b29b40717d6c,465d9d33f388cee084,15,2.966,0.9162,bop_q_c,FLAGGED,2026-01-05
2019-03,LU,SI,DISPATCH,22939646,36088082.07,41849.22,DISPATCH,0,AIR,CFR,0,e71e559d120d21c952,e7db6384776d3b691c,19,3.94,0.5669,ext_lt_intra_q,IMPUTED,2024-09-27
2019-04,SI,FI,ARRIVAL,22947565,36165716.51,41906.92,ARRIVAL,0,RAIL,DPU,0,29270a53e223cc0b7e,28c1d35630a87a0e02,19,2.916,0.6093,ext_lt_intratrd,OK,2025-11-15
2019-05,CY,NL,DISPATCH,22955484,36267388.11,41990.05,DISPATCH,1,INLAND_WATERWAY,CPT,0,6a62472ca7a89e1d99,f2680e3c275ae42987,17,2.263,0.4225,bop_q_f,REVISED,2025-02-02
2019-06,GR,HR,ARRIVAL,22963403,36359125.99,42043.64,ARRIVAL,0,PIPE,CIF,0,b664ebe45bd72c7b86,40427b19fae19b0df0,20,3.342,0.8576,bop_q_g,ESTIMATED,2024-08-24
