lab_skills_reference_year,lab_skills_country_iso2,lab_skills_region_nuts_code,lab_skills_occupation_isco_code,lab_skills_vacancies_count,lab_skills_vacancy_rate_pct,lab_skills_hard_to_fill_share_pct,lab_skills_time_to_hire_days_median,lab_skills_skill_cluster_code,lab_skills_training_places_count,lab_skills_reskilling_participants_count,lab_skills_migration_for_work_share_pct,lab_skills_qualification_mismatch_rate_pct,lab_skills_green_jobs_share_pct,lab_skills_digital_jobs_share_pct,lab_skills_ai_jobs_share_pct,lab_skills_wage_premium_pct,lab_skills_eures_job_postings_count,lab_skills_data_source,lab_skills_data_extract_date
2010,HR,FI705,4_CLERICAL,189761,5.88,13.77,31.34,CONSTRUCTION,112148,134070,7.95,11.93,11.97,4.58,0.27,10.19,43481,EURES_EXPORT,2025-08-22
2011,FI,RO59,6_AGRI,130122,0.82,35.21,84.25,HOSPITALITY,216100,116918,4.37,15.23,1.07,5.92,1.1,16.91,6930,PUBLIC_EMPLOYMENT_SERVICE,2024-01-05
2012,IE,LV411,8_PLANT_MACHINE,12112,1.31,18.32,80.33,EDUCATION,16714,109236,6.01,30.36,11.62,13.46,3.87,0.16,65901,SECTOR_SKILLS_COUNCIL,2025-08-03
2013,MT,SI954,1_MANAGERS,146308,2.75,36.16,51.33,AGRI,143192,98249,13.13,8.24,11.55,17.59,2.82,6.17,53544,VACANCY_SCRAPE_AGGREGATE,2025-01-17
2014,SK,IT94,3_TECHNICIANS,180621,7.53,16.15,81.43,GREEN_ENERGY,148437,43982,6.63,33.55,9.46,9.06,1.14,27.7,63594,EURES_EXPORT,2025-07-18
2015,BE,LV72,5_SERVICE_SALES,38312,7.46,68.18,74.44,HEALTH_CARE,102669,57201,15.69,8.96,8.46,5.61,0.24,19.26,166462,PUBLIC_EMPLOYMENT_SERVICE,2025-10-19
2016,DK,SI96,7_CRAFT,7429,4.74,45.1,62.08,MANUFACTURING,115546,96470,9.39,22.17,5.19,26.83,3.58,16.11,35379,SECTOR_SKILLS_COUNCIL,2026-01-13
2017,GR,BE377,9_ELEMENTARY,78928,5.39,25.11,26.51,LOGISTICS,221113,26819,2.6,20.59,2.22,22.87,1.36,13.83,97634,VACANCY_SCRAPE_AGGREGATE,2025-03-11
2018,LT,IT612,2_PROFESSIONALS,104693,4.57,56.77,81.5,FINANCE,93231,21777,16.1,23.2,10.35,21.67,7.26,6.39,83151,EURES_EXPORT,2025-10-01
2019,PT,NL4,4_CLERICAL,86495,2.27,11.49,34.77,PUBLIC_ADMIN,229084,14231,1.81,14.14,13.43,27.43,3.47,8.55,133410,PUBLIC_EMPLOYMENT_SERVICE,2024-09-08
2020,SE,PL349,6_AGRI,199024,9.71,37.7,69.09,ICT,137316,214438,7.75,17.72,20.91,43.95,11.66,27.58,218909,SECTOR_SKILLS_COUNCIL,2024-09-23
2021,CY,HR76,8_PLANT_MACHINE,293639,3.51,42.73,33.01,CONSTRUCTION,4014,204549,17.81,22.42,9.43,4.5,5.41,20.05,57209,VACANCY_SCRAPE_AGGREGATE,2025-09-05
2022,FR,CZ18,1_MANAGERS,186853,3.87,48.37,104.81,HOSPITALITY,165376,23148,14.67,19.33,13.23,5.64,1.19,6.36,38676,EURES_EXPORT,2025-05-29
2023,IT,AT453,3_TECHNICIANS,88861,7.01,40.19,75.98,EDUCATION,255760,125999,7.58,18.96,4.12,21.03,1.68,19.83,33205,PUBLIC_EMPLOYMENT_SERVICE,2024-04-16
2024,NL,BE168,5_SERVICE_SALES,137357,3.58,22.44,58.81,AGRI,70865,241469,16.19,27.12,13.1,7.84,8.66,4.91,75001,SECTOR_SKILLS_COUNCIL,2025-01-04
2025,SI,FR59,7_CRAFT,404512,6.78,61.66,90.8,GREEN_ENERGY,106541,55070,1.59,18.35,35.25,24.56,2.37,15.52,26059,VACANCY_SCRAPE_AGGREGATE,2026-02-19
2006,BG,SE66,9_ELEMENTARY,40074,8.66,42.7,51.86,HEALTH_CARE,63640,124190,13.35,19.21,5.98,7.86,0.63,13.77,4593,EURES_EXPORT,2024-06-10
2007,EE,GR660,2_PROFESSIONALS,213521,5.83,46.06,52.72,MANUFACTURING,268939,64491,5.82,20.99,3.06,13.96,3.96,19.24,89035,PUBLIC_EMPLOYMENT_SERVICE,2026-01-15
2008,HU,GR31,4_CLERICAL,117651,6.27,14.47,58.72,LOGISTICS,107062,91968,10.61,19.84,2.06,14.27,3.9,11.02,203239,SECTOR_SKILLS_COUNCIL,2025-11-21
2009,LU,FR119,6_AGRI,5554,1.33,11.69,51.65,FINANCE,212467,106049,12.31,18.55,5.09,13.48,7.64,2.28,49515,VACANCY_SCRAPE_AGGREGATE,2024-09-01
2010,RO,PL8,8_PLANT_MACHINE,51938,1.77,50.45,91.1,PUBLIC_ADMIN,28886,61789,14.32,28.34,7.49,18.21,2.54,13.92,31377,EURES_EXPORT,2025-06-28
2011,AT,DK727,1_MANAGERS,103457,6.45,53.65,102.41,ICT,276406,70333,5.08,9.27,5.73,16.08,4.92,4.19,91005,PUBLIC_EMPLOYMENT_SERVICE,2024-03-25
2012,CZ,MT586,3_TECHNICIANS,242788,0.58,46.4,21.09,CONSTRUCTION,250933,100473,7.7,28.94,6.63,16.04,2.24,4.06,130899,SECTOR_SKILLS_COUNCIL,2025-10-15
2013,DE,BE530,5_SERVICE_SALES,86307,1.44,48.34,54.52,HOSPITALITY,224851,83644,16.32,21.65,0.93,7.9,3.01,10.46,36021,VACANCY_SCRAPE_AGGREGATE,2025-12-26
2014,LV,HR822,7_CRAFT,147653,5.01,45.92,32.08,EDUCATION,10821,44177,10.92,17.24,6.6,12.37,1.65,19.38,62210,EURES_EXPORT,2026-02-24
2015,PL,ES72,9_ELEMENTARY,64852,1.03,44.67,111.16,AGRI,132473,64616,11.51,8.23,0.84,11.38,4.07,3.63,124059,PUBLIC_EMPLOYMENT_SERVICE,2025-10-23
2016,ES,ES916,2_PROFESSIONALS,172065,0.88,39.42,68.13,GREEN_ENERGY,109592,127322,1.48,31.02,24.53,27.07,1.77,15.71,77061,SECTOR_SKILLS_COUNCIL,2024-12-23
2017,HR,BE325,4_CLERICAL,153943,1.02,12.4,16.44,HEALTH_CARE,33656,18200,17.61,22.19,11.87,9.32,0.85,18.66,115999,VACANCY_SCRAPE_AGGREGATE,2025-11-26
2018,FI,MT647,6_AGRI,117131,6.45,52.53,52.22,MANUFACTURING,65350,48855,6.64,17.15,11.62,19.71,1.74,16.44,14599,EURES_EXPORT,2025-11-19
2019,IE,SI576,8_PLANT_MACHINE,79645,4.64,17.75,47.54,LOGISTICS,198069,105174,10.39,9.79,6.46,6.99,2.66,16.55,68449,PUBLIC_EMPLOYMENT_SERVICE,2024-07-07
2020,MT,HU1,1_MANAGERS,220942,2.31,13.53,56.3,FINANCE,42951,142579,5.98,12.11,1.43,20.8,1.01,12.77,125215,SECTOR_SKILLS_COUNCIL,2024-04-07
2021,SK,AT47,3_TECHNICIANS,119985,1.71,49.26,26.45,PUBLIC_ADMIN,60696,260776,9.57,19.24,19.73,7.81,2.76,5.26,90508,VACANCY_SCRAPE_AGGREGATE,2024-10-10
2022,BE,HR7,5_SERVICE_SALES,239408,9.73,64.76,22.44,ICT,116623,68832,3.01,14.62,4.46,13.91,17.63,3.65,161084,EURES_EXPORT,2025-07-31
2023,DK,HR59,7_CRAFT,228079,2.34,45.59,108.44,CONSTRUCTION,33023,260324,12.97,31.78,21.39,12.91,6.7,12.87,17487,PUBLIC_EMPLOYMENT_SERVICE,2025-08-03
2024,GR,LU355,9_ELEMENTARY,94674,2.89,14.6,77.23,HOSPITALITY,48237,415,7.07,28.42,17.98,23.44,1.92,7.47,41234,SECTOR_SKILLS_COUNCIL,2025-07-31
2025,LT,GR189,2_PROFESSIONALS,50123,1.86,27.07,65.95,EDUCATION,105741,110335,8.82,26.0,22.86,15.02,0.69,18.69,107604,VACANCY_SCRAPE_AGGREGATE,2025-01-20
2006,PT,CY531,4_CLERICAL,11843,3.15,20.9,23.32,AGRI,105283,48318,16.22,15.45,11.97,10.48,1.37,12.57,37143,EURES_EXPORT,2024-04-18
2007,SE,BE24,6_AGRI,99693,2.63,38.36,37.77,GREEN_ENERGY,216623,100242,16.44,31.61,7.95,6.1,1.57,5.18,121858,PUBLIC_EMPLOYMENT_SERVICE,2025-12-04
2008,CY,ES89,8_PLANT_MACHINE,100798,6.08,52.84,46.74,HEALTH_CARE,331828,104438,14.49,25.12,9.04,6.54,0.91,8.49,101049,SECTOR_SKILLS_COUNCIL,2025-04-10
2009,FR,PL447,1_MANAGERS,199024,4.54,29.05,73.09,MANUFACTURING,237590,117461,10.3,19.51,10.63,4.63,2.15,4.23,24364,VACANCY_SCRAPE_AGGREGATE,2025-08-06
2010,IT,PL7,3_TECHNICIANS,255821,1.09,30.89,40.49,LOGISTICS,52682,100801,4.95,12.11,5.41,7.52,0.83,6.9,128699,EURES_EXPORT,2025-05-01
2011,NL,RO40,5_SERVICE_SALES,206200,4.51,26.42,38.56,FINANCE,242280,30531,11.5,27.63,9.27,2.75,4.54,3.34,27205,PUBLIC_EMPLOYMENT_SERVICE,2024-02-10
2012,SI,MT67,7_CRAFT,117814,3.06,53.57,17.84,PUBLIC_ADMIN,62317,64178,9.66,20.71,8.57,4.42,1.19,21.66,94287,SECTOR_SKILLS_COUNCIL,2026-02-18
2013,BG,IE464,9_ELEMENTARY,268720,4.02,39.55,57.49,ICT,318790,3936,4.94,26.71,12.96,24.82,6.35,23.72,81454,VACANCY_SCRAPE_AGGREGATE,2025-09-28
2014,EE,HR4,2_PROFESSIONALS,62166,7.14,54.77,56.89,CONSTRUCTION,40522,21987,9.22,18.53,9.96,8.69,3.93,1.57,61399,EURES_EXPORT,2024-08-13
2015,HU,SE8,4_CLERICAL,157867,1.56,31.39,79.78,HOSPITALITY,105300,43450,16.03,12.39,10.65,14.28,1.94,18.03,13487,PUBLIC_EMPLOYMENT_SERVICE,2024-01-01
2016,LU,RO2,6_AGRI,162052,4.6,14.99,16.48,EDUCATION,32468,50294,9.68,21.12,12.25,27.83,1.23,0.41,91002,SECTOR_SKILLS_COUNCIL,2025-07-10
2017,RO,FI79,8_PLANT_MACHINE,23321,2.03,9.77,54.56,AGRI,130975,44331,7.63,17.36,10.19,4.52,3.63,4.45,100175,VACANCY_SCRAPE_AGGREGATE,2024-05-01
2018,AT,LT55,1_MANAGERS,103714,8.19,36.84,24.21,GREEN_ENERGY,18715,160567,14.08,31.9,24.8,20.25,0.18,15.84,105360,EURES_EXPORT,2025-05-02
2019,CZ,MT1,3_TECHNICIANS,169190,2.72,43.03,57.34,HEALTH_CARE,291351,41742,6.74,12.29,15.17,29.86,0.18,8.7,12361,PUBLIC_EMPLOYMENT_SERVICE,2026-01-12
2020,DE,FR540,5_SERVICE_SALES,257145,3.62,32.47,84.09,MANUFACTURING,51147,127708,5.47,9.87,12.73,30.13,2.09,8.05,37668,SECTOR_SKILLS_COUNCIL,2025-04-05
2021,LV,GR254,7_CRAFT,85106,3.07,18.88,60.91,LOGISTICS,65539,81259,7.41,8.05,1.91,23.3,1.2,1.65,6858,VACANCY_SCRAPE_AGGREGATE,2025-11-12
2022,PL,HU887,9_ELEMENTARY,287079,7.49,30.94,35.27,FINANCE,17549,88586,7.2,32.03,8.38,27.47,1.59,12.91,120854,EURES_EXPORT,2025-10-31
2023,ES,ES554,2_PROFESSIONALS,245418,6.11,22.59,73.74,PUBLIC_ADMIN,12866,105804,11.79,27.7,12.55,5.92,1.66,4.04,74901,PUBLIC_EMPLOYMENT_SERVICE,2025-07-14
2024,HR,FR3,4_CLERICAL,305995,5.4,58.58,85.97,ICT,257026,19779,2.8,24.67,9.17,31.24,2.06,9.91,156456,SECTOR_SKILLS_COUNCIL,2025-01-02
2025,FI,BE3,6_AGRI,49704,2.3,36.97,75.15,CONSTRUCTION,4245,17624,16.05,10.95,1.43,14.64,6.83,0.61,33601,VACANCY_SCRAPE_AGGREGATE,2024-10-08
2006,IE,PT17,8_PLANT_MACHINE,17343,5.85,48.67,46.61,HOSPITALITY,170603,65946,12.85,17.1,9.96,14.07,3.58,6.08,33496,EURES_EXPORT,2025-11-14
2007,MT,LU737,1_MANAGERS,92632,5.51,32.26,40.29,EDUCATION,68175,77815,16.77,22.43,4.8,2.97,0.55,15.92,58901,PUBLIC_EMPLOYMENT_SERVICE,2025-02-06
2008,SK,GR82,3_TECHNICIANS,40747,0.97,47.23,53.84,AGRI,243097,59330,5.12,17.99,2.19,11.43,1.74,4.79,714,SECTOR_SKILLS_COUNCIL,2024-12-30
2009,BE,PT64,5_SERVICE_SALES,104503,9.32,59.33,43.92,GREEN_ENERGY,111261,117251,8.47,37.29,10.75,9.87,1.98,2.2,87442,VACANCY_SCRAPE_AGGREGATE,2024-04-30
2010,DK,RO172,7_CRAFT,228899,8.54,56.54,79.79,HEALTH_CARE,276780,64434,20.3,20.01,1.46,2.06,0.79,29.48,13070,EURES_EXPORT,2024-10-26
2011,GR,MT109,9_ELEMENTARY,97411,0.44,46.88,95.67,MANUFACTURING,258157,43158,9.63,13.17,1.49,10.17,4.09,19.74,93569,PUBLIC_EMPLOYMENT_SERVICE,2025-05-22
2012,LT,SK286,2_PROFESSIONALS,172637,1.07,13.21,71.51,LOGISTICS,164691,32314,20.07,21.49,8.92,17.0,3.11,14.39,130247,SECTOR_SKILLS_COUNCIL,2025-09-01
2013,PT,HU4,4_CLERICAL,11928,2.38,16.48,46.05,FINANCE,110709,93181,14.15,21.96,7.27,5.68,2.59,5.14,78558,VACANCY_SCRAPE_AGGREGATE,2025-01-20
2014,SE,PL95,6_AGRI,55742,2.2,12.86,76.6,PUBLIC_ADMIN,205591,106396,9.88,11.72,3.86,2.37,1.99,2.32,121793,EURES_EXPORT,2025-04-12
2015,CY,AT50,8_PLANT_MACHINE,153239,3.36,55.93,59.96,ICT,54110,27184,6.25,24.26,7.69,27.79,7.27,32.24,172569,PUBLIC_EMPLOYMENT_SERVICE,2025-06-12
2016,FR,IE89,1_MANAGERS,275915,6.55,12.91,34.67,CONSTRUCTION,200173,72909,5.09,31.89,2.89,29.39,0.62,1.05,137204,SECTOR_SKILLS_COUNCIL,2025-07-30
2017,IT,ES7,3_TECHNICIANS,59691,4.5,39.98,100.06,HOSPITALITY,224838,81798,1.62,8.32,9.97,18.41,2.18,14.56,55777,VACANCY_SCRAPE_AGGREGATE,2025-03-22
2018,NL,LV59,5_SERVICE_SALES,123769,3.28,22.61,18.78,EDUCATION,88680,132027,2.69,18.27,4.38,27.71,3.56,17.49,36814,EURES_EXPORT,2025-11-14
2019,SI,FI948,7_CRAFT,114390,4.43,38.38,54.24,AGRI,85547,108920,5.76,14.74,13.72,29.81,2.35,6.4,40670,PUBLIC_EMPLOYMENT_SERVICE,2024-10-29
2020,BG,BG78,9_ELEMENTARY,200851,1.91,48.54,63.81,GREEN_ENERGY,130141,211200,8.9,23.64,47.71,15.32,5.77,27.73,85410,SECTOR_SKILLS_COUNCIL,2026-01-28
2021,EE,HU465,2_PROFESSIONALS,247225,6.18,51.77,81.16,HEALTH_CARE,52503,235327,1.33,10.95,8.06,20.61,3.58,1.72,219244,VACANCY_SCRAPE_AGGREGATE,2024-07-14
2022,HU,SK551,4_CLERICAL,212602,4.74,20.14,37.72,MANUFACTURING,257384,197730,5.89,9.86,5.77,11.76,5.04,11.72,104988,EURES_EXPORT,2025-04-09
2023,LU,NL188,6_AGRI,101651,1.78,41.33,105.24,LOGISTICS,119459,52247,6.66,17.24,4.13,29.05,8.21,11.56,136653,PUBLIC_EMPLOYMENT_SERVICE,2024-07-02
2024,RO,FR36,8_PLANT_MACHINE,92264,4.15,26.26,73.4,FINANCE,157792,5167,3.86,9.27,17.89,2.41,13.12,15.83,104029,SECTOR_SKILLS_COUNCIL,2024-09-14
2025,AT,ES6,1_MANAGERS,28441,2.12,46.72,60.6,PUBLIC_ADMIN,81471,244516,16.1,31.95,15.45,23.44,2.06,6.93,3055,VACANCY_SCRAPE_AGGREGATE,2025-03-06
2006,CZ,AT431,3_TECHNICIANS,66425,7.35,51.48,95.47,ICT,172752,71747,14.06,31.93,7.86,23.12,1.65,0.15,12616,EURES_EXPORT,2024-10-21
2007,DE,EE34,5_SERVICE_SALES,145193,7.63,41.36,33.73,CONSTRUCTION,178114,121022,17.92,30.07,12.21,16.29,1.41,7.92,56537,PUBLIC_EMPLOYMENT_SERVICE,2025-05-09
2008,LV,ES4,7_CRAFT,115521,4.2,18.42,54.18,HOSPITALITY,53895,23607,5.72,21.79,5.07,3.35,2.37,11.69,138634,SECTOR_SKILLS_COUNCIL,2025-12-24
2009,PL,NL618,9_ELEMENTARY,133603,2.09,25.02,22.33,EDUCATION,189345,76763,4.52,28.52,7.88,19.4,0.23,2.09,62071,VACANCY_SCRAPE_AGGREGATE,2025-04-22
2010,ES,NL10,2_PROFESSIONALS,13843,1.01,34.69,56.45,AGRI,20092,134697,8.93,26.67,11.72,14.98,1.45,18.52,148918,EURES_EXPORT,2024-10-13
2011,HR,BG365,4_CLERICAL,210005,6.28,70.72,88.75,GREEN_ENERGY,22152,129619,6.27,33.05,16.12,8.29,3.82,15.6,47912,PUBLIC_EMPLOYMENT_SERVICE,2025-10-07
2012,FI,IT21,6_AGRI,99683,6.87,34.64,55.14,HEALTH_CARE,165293,23522,4.08,13.32,7.0,1.91,2.4,11.25,172987,SECTOR_SKILLS_COUNCIL,2025-11-14
2013,IE,BG56,8_PLANT_MACHINE,243361,0.92,19.54,13.24,MANUFACTURING,171867,54712,10.73,20.6,11.73,12.45,3.24,17.98,49113,VACANCY_SCRAPE_AGGREGATE,2024-11-11
2014,MT,DK458,1_MANAGERS,161893,2.51,19.99,25.56,LOGISTICS,240505,109023,9.3,11.43,8.6,3.93,3.59,14.3,114374,EURES_EXPORT,2025-03-15
2015,SK,SI387,3_TECHNICIANS,93159,3.42,58.83,65.1,FINANCE,188296,52987,14.1,27.23,8.88,11.03,5.1,13.4,102903,PUBLIC_EMPLOYMENT_SERVICE,2024-09-20
2016,BE,FR28,5_SERVICE_SALES,172599,4.7,48.1,44.05,PUBLIC_ADMIN,129778,68544,9.01,15.48,5.43,13.9,0.15,7.29,124630,SECTOR_SKILLS_COUNCIL,2025-11-10
2017,DK,CY4,7_CRAFT,105851,1.78,25.78,65.69,ICT,111571,31477,8.88,11.17,11.11,42.18,7.81,28.15,93808,VACANCY_SCRAPE_AGGREGATE,2026-01-22
2018,GR,LT39,9_ELEMENTARY,54395,7.54,29.72,20.81,CONSTRUCTION,78756,40405,8.73,25.8,7.67,10.88,4.1,1.62,1724,EURES_EXPORT,2025-03-25
2019,LT,GR185,2_PROFESSIONALS,122913,4.63,11.12,16.23,HOSPITALITY,81234,57164,15.25,26.83,6.4,30.12,1.95,16.25,97771,PUBLIC_EMPLOYMENT_SERVICE,2024-05-24
2020,PT,FI14,4_CLERICAL,169363,2.78,33.88,79.24,EDUCATION,34004,226483,16.26,16.84,18.27,24.16,7.94,3.58,142206,SECTOR_SKILLS_COUNCIL,2024-05-11
2021,SE,LV729,6_AGRI,109465,0.67,50.04,82.6,AGRI,140813,239536,9.3,9.11,5.2,13.93,5.48,3.32,15838,VACANCY_SCRAPE_AGGREGATE,2024-05-23
2022,CY,LT38,8_PLANT_MACHINE,195269,7.65,51.3,77.77,GREEN_ENERGY,206757,25426,6.85,37.07,36.13,4.82,2.48,19.31,105115,EURES_EXPORT,2025-06-11
2023,FR,FI388,1_MANAGERS,244596,0.87,14.23,15.12,HEALTH_CARE,282735,272284,8.01,29.43,20.05,15.71,7.96,18.16,89496,PUBLIC_EMPLOYMENT_SERVICE,2025-12-18
2024,IT,PT23,3_TECHNICIANS,79682,3.81,32.36,34.77,MANUFACTURING,70395,143882,12.79,21.88,17.81,8.59,1.13,12.29,83579,SECTOR_SKILLS_COUNCIL,2024-08-14
2025,NL,SI142,5_SERVICE_SALES,156845,6.07,13.45,20.02,LOGISTICS,185610,140659,6.87,20.48,16.73,26.39,1.7,17.24,49397,VACANCY_SCRAPE_AGGREGATE,2024-11-03
2006,SI,DE7,7_CRAFT,100236,2.7,43.88,109.75,FINANCE,191329,138,9.02,26.02,9.12,7.58,3.42,14.68,27542,EURES_EXPORT,2024-04-14
2007,BG,PT740,9_ELEMENTARY,111635,0.79,38.21,109.28,PUBLIC_ADMIN,168418,82692,2.81,21.43,12.6,4.96,1.22,0.89,19123,PUBLIC_EMPLOYMENT_SERVICE,2025-01-26
2008,EE,ES3,2_PROFESSIONALS,193270,5.84,19.7,15.73,ICT,178320,153637,16.82,13.22,8.27,5.48,0.94,5.55,18473,SECTOR_SKILLS_COUNCIL,2025-06-13
2009,HU,FR37,4_CLERICAL,111658,7.61,40.82,61.62,CONSTRUCTION,169926,8534,9.87,12.06,5.43,5.92,1.44,15.82,129130,VACANCY_SCRAPE_AGGREGATE,2024-07-16
2010,LU,EE7,6_AGRI,10196,1.92,28.04,74.6,HOSPITALITY,95985,78343,3.39,8.59,2.02,18.37,0.74,16.4,18112,EURES_EXPORT,2024-01-12
2011,RO,BG9,8_PLANT_MACHINE,98332,2.1,48.61,97.73,EDUCATION,172453,118981,3.97,31.15,2.66,3.46,0.2,13.15,27225,PUBLIC_EMPLOYMENT_SERVICE,2024-09-16
2012,AT,CY881,1_MANAGERS,101772,2.22,30.65,64.4,AGRI,75504,101463,8.3,19.84,6.41,15.87,2.46,17.86,11830,SECTOR_SKILLS_COUNCIL,2025-08-12
2013,CZ,PL289,3_TECHNICIANS,209910,0.58,32.71,56.31,GREEN_ENERGY,110839,66572,3.45,24.19,24.85,7.77,2.94,25.8,144452,VACANCY_SCRAPE_AGGREGATE,2024-01-17
2014,DE,BG697,5_SERVICE_SALES,95159,2.0,19.54,52.08,HEALTH_CARE,69886,107869,13.79,26.41,2.69,10.31,3.78,21.63,174077,EURES_EXPORT,2024-07-24
2015,LV,LU647,7_CRAFT,89452,6.72,28.96,80.73,MANUFACTURING,26510,1640,11.43,25.69,9.83,2.72,1.78,10.95,37468,PUBLIC_EMPLOYMENT_SERVICE,2024-12-13
2016,PL,BG76,9_ELEMENTARY,219834,0.89,8.79,60.81,LOGISTICS,194335,32892,5.77,19.73,2.4,29.29,3.7,11.73,200849,SECTOR_SKILLS_COUNCIL,2025-06-03
2017,ES,CZ560,2_PROFESSIONALS,287503,4.11,45.2,82.0,FINANCE,81512,14779,15.65,30.13,9.27,26.11,2.6,8.58,15452,VACANCY_SCRAPE_AGGREGATE,2025-02-04
2018,HR,CY29,4_CLERICAL,95072,4.58,11.02,40.19,PUBLIC_ADMIN,206843,47220,4.6,15.74,5.78,30.46,1.48,7.55,68741,EURES_EXPORT,2025-02-11
2019,FI,MT727,6_AGRI,77171,8.37,17.08,93.56,ICT,129203,41884,12.86,25.35,5.28,37.33,5.09,12.46,93212,PUBLIC_EMPLOYMENT_SERVICE,2025-07-01
2020,IE,GR32,8_PLANT_MACHINE,260608,4.15,25.89,79.63,CONSTRUCTION,12677,242108,16.38,21.99,14.0,22.99,4.24,13.94,77868,SECTOR_SKILLS_COUNCIL,2025-03-13
2021,MT,DK195,1_MANAGERS,19004,2.36,32.76,31.48,HOSPITALITY,177263,263273,15.38,22.79,11.42,29.49,4.21,11.3,85455,VACANCY_SCRAPE_AGGREGATE,2024-10-13
2022,SK,HR872,3_TECHNICIANS,110834,0.89,30.35,70.51,EDUCATION,55708,174574,9.2,19.18,3.87,14.11,8.79,8.23,4588,EURES_EXPORT,2026-01-31
2023,BE,RO76,5_SERVICE_SALES,50437,3.17,41.63,79.65,AGRI,196932,140022,12.62,11.25,8.8,12.47,4.2,6.85,18721,PUBLIC_EMPLOYMENT_SERVICE,2024-10-17
2024,DK,HR286,7_CRAFT,259317,4.12,63.18,17.95,GREEN_ENERGY,263142,223958,10.12,23.1,16.73,25.31,8.79,13.1,129091,SECTOR_SKILLS_COUNCIL,2024-08-03
2025,GR,PT601,9_ELEMENTARY,315219,9.04,36.41,99.55,HEALTH_CARE,279885,126754,4.43,30.38,9.7,28.26,1.94,5.41,115463,VACANCY_SCRAPE_AGGREGATE,2024-12-02
2006,LT,ES706,2_PROFESSIONALS,167876,1.21,12.24,72.78,MANUFACTURING,123311,110018,1.57,14.23,6.31,9.27,1.25,2.65,60450,EURES_EXPORT,2025-08-16
2007,PT,BG815,4_CLERICAL,15928,2.35,42.04,86.15,LOGISTICS,223067,18382,4.12,18.3,12.99,2.52,2.79,6.06,86746,PUBLIC_EMPLOYMENT_SERVICE,2025-10-25
2008,SE,LU30,6_AGRI,65432,1.25,35.83,100.82,FINANCE,51430,24293,3.22,11.19,3.42,14.16,2.76,14.75,94529,SECTOR_SKILLS_COUNCIL,2024-01-28
2009,CY,BG75,8_PLANT_MACHINE,43806,2.72,35.95,94.15,PUBLIC_ADMIN,178375,39651,4.09,25.34,9.26,6.64,0.49,6.22,107817,VACANCY_SCRAPE_AGGREGATE,2025-07-20
2010,FR,DE8,1_MANAGERS,87143,8.95,33.55,83.51,ICT,3622,39443,7.44,15.25,7.12,9.37,0.62,1.1,46928,EURES_EXPORT,2025-06-16
2011,IT,SK85,3_TECHNICIANS,9563,5.77,56.1,35.69,CONSTRUCTION,50597,100477,12.69,9.02,10.84,11.29,3.5,12.16,99898,PUBLIC_EMPLOYMENT_SERVICE,2025-06-27
2012,NL,MT398,5_SERVICE_SALES,124501,1.36,18.65,61.53,HOSPITALITY,226787,100807,2.42,22.64,0.87,17.36,2.56,16.18,31566,SECTOR_SKILLS_COUNCIL,2024-10-15
2013,SI,EE2,7_CRAFT,18010,3.67,44.82,48.35,EDUCATION,49833,36241,15.62,28.41,5.92,2.29,0.83,8.35,7966,VACANCY_SCRAPE_AGGREGATE,2025-11-18
2014,BG,NL446,9_ELEMENTARY,71975,4.02,25.55,63.85,AGRI,267933,98938,15.74,20.84,9.9,9.7,1.97,11.15,4070,EURES_EXPORT,2024-12-17
2015,EE,SE6,2_PROFESSIONALS,42766,5.69,30.07,66.32,GREEN_ENERGY,195676,138844,12.55,32.34,10.3,1.88,0.93,19.19,3885,PUBLIC_EMPLOYMENT_SERVICE,2025-12-17
2016,HU,DE77,4_CLERICAL,170561,2.81,51.9,80.44,HEALTH_CARE,116280,15007,4.99,26.15,3.18,15.18,0.13,28.1,112476,SECTOR_SKILLS_COUNCIL,2025-06-30
2017,LU,RO6,6_AGRI,188822,7.3,36.23,75.9,MANUFACTURING,21353,19794,10.87,17.21,5.08,12.96,0.43,12.63,83220,VACANCY_SCRAPE_AGGREGATE,2024-06-06
2018,RO,DE684,8_PLANT_MACHINE,191492,0.6,18.84,28.06,LOGISTICS,176212,36490,11.96,8.92,12.8,20.41,2.85,8.6,77701,EURES_EXPORT,2024-07-15
2019,AT,HR148,1_MANAGERS,166495,3.45,43.48,83.92,FINANCE,11077,58486,10.64,10.85,8.29,13.95,7.67,4.42,21577,PUBLIC_EMPLOYMENT_SERVICE,2024-12-12
2020,CZ,DK989,3_TECHNICIANS,113164,4.16,52.7,55.17,PUBLIC_ADMIN,51990,275715,14.36,20.37,22.92,30.38,2.26,16.75,124457,SECTOR_SKILLS_COUNCIL,2025-02-23
2021,DE,EE1,5_SERVICE_SALES,218109,10.88,56.63,96.19,ICT,51982,178647,16.31,26.62,22.3,44.74,12.97,12.54,54700,VACANCY_SCRAPE_AGGREGATE,2024-12-22
2022,LV,FR833,7_CRAFT,224839,2.52,22.12,50.14,CONSTRUCTION,229327,2581,4.2,9.42,12.61,5.01,8.94,18.56,75001,EURES_EXPORT,2025-07-25
2023,PL,HU18,9_ELEMENTARY,27367,0.44,37.32,27.26,HOSPITALITY,110786,280732,12.57,24.31,22.53,11.63,5.58,2.49,41798,PUBLIC_EMPLOYMENT_SERVICE,2024-11-29
