energy_use_billing_month,energy_use_sector_code,energy_use_end_use_category,energy_use_sales_mwh,energy_use_customer_count,energy_use_average_kwh_per_customer,energy_use_peak_demand_mw,energy_use_load_factor_pct,energy_use_time_of_use_share_pct,energy_use_demand_response_participant_count,energy_use_electrification_index,energy_use_ev_charging_load_mwh,energy_use_heat_pump_adoption_rate,energy_use_distributed_solar_generation_mwh,energy_use_battery_storage_dispatch_mwh,energy_use_natural_gas_therms_equiv,energy_use_propane_gallons_equiv,energy_use_energy_burden_pct_households,energy_use_weather_normalization_factor,energy_use_meter_data_granularity
2025-09,public,heating,75863.54,166237,456.36,167.34,43.09,24.75,1210,0.582,346.15,0.048,334.32,1425.7,45594.65,41931.44,1.82,1.066,daily
2025-05,industrial,cooling,149688.42,662,226115.44,408.05,63.12,44.2,58,0.395,3811.38,0.0,332.7,1631.27,76155.04,52091.0,12.78,0.973,hourly
2021-03,public,irrigation,139848.74,473910,295.1,289.6,26.06,25.36,247,0.793,269.52,0.134,335.17,1756.19,13873.85,14288.01,9.41,0.863,hourly
2019-04,public,motors,214681.62,178727,1201.17,335.18,53.12,27.01,902,0.724,590.73,0.034,455.23,32.58,143622.68,35013.36,13.96,0.954,15min
2021-02,public,lighting,193295.06,128148,1508.37,369.72,63.72,18.87,297,0.626,303.79,0.022,506.21,534.66,79534.97,32950.36,8.87,1.1,monthly
2026-11,industrial,heating,24794.82,1330,18642.72,64.66,58.15,15.78,1360,0.64,698.9,0.151,585.68,1674.1,94621.24,37715.07,7.72,1.155,monthly
2022-10,industrial,heating,101555.03,497,204336.08,281.8,56.1,3.54,10,0.753,1303.73,0.047,495.04,523.39,107050.63,11523.82,15.07,0.982,hourly
2023-04,agriculture,process,53425.9,72995,731.91,95.66,40.86,30.51,466,0.291,329.9,0.0,1063.15,2183.25,111671.34,12978.29,9.62,1.12,15min
2026-03,commercial,irrigation,160977.95,26366,6105.51,373.02,43.21,21.89,899,0.758,2759.03,0.045,1918.28,2408.82,119535.43,53929.63,7.17,1.055,daily
2021-11,agriculture,ev_charging,229296.23,15994,14336.39,355.53,47.51,31.31,111,0.47,983.47,0.124,1206.71,709.43,122405.71,10671.37,12.27,0.973,daily
2024-09,residential,lighting,96474.52,413251,233.45,237.58,59.31,28.1,8820,0.508,4014.0,0.043,11056.03,550.81,89649.64,16562.87,6.22,1.088,15min
2022-07,agriculture,appliances,141357.82,189288,746.79,357.39,46.04,19.49,293,0.747,4883.81,0.065,1459.79,1179.4,50522.76,39766.95,8.35,0.84,15min
2021-02,commercial,cooling,124406.72,38988,3190.9,230.14,41.84,7.95,3083,0.677,474.26,0.037,3784.46,967.4,130574.29,21952.78,0.5,1.125,30min
2020-09,industrial,irrigation,79548.31,944,84267.28,135.44,59.32,0.0,1374,0.681,492.96,0.072,1474.25,2175.88,57401.68,24147.46,17.4,1.03,30min
2019-11,public,motors,160291.61,65722,2438.93,221.05,31.69,8.34,415,0.426,3302.26,0.035,694.81,1679.65,105772.33,20043.43,9.25,1.003,monthly
2020-09,commercial,irrigation,27591.13,49318,559.45,66.32,49.56,21.9,7022,0.273,504.36,0.106,1646.12,574.33,95151.7,16012.32,11.54,1.103,15min
2021-08,industrial,cooling,227120.2,226,1004956.64,371.68,73.83,20.32,1337,0.641,1242.94,0.085,485.68,749.65,111991.28,44331.14,8.64,0.953,daily
2020-11,residential,irrigation,30057.36,277944,108.14,80.31,64.65,12.79,6430,0.284,4726.15,0.059,1330.11,1669.97,113535.61,22629.72,4.01,1.144,30min
2026-04,commercial,heating,68573.59,1292,53075.53,209.27,61.91,11.41,3682,0.57,1260.87,0.024,2007.47,493.98,83641.99,41124.95,9.95,0.98,hourly
2023-09,public,heating,58304.2,145454,400.84,134.88,42.45,25.82,968,0.424,70.68,0.161,1371.48,1941.71,84566.44,34223.37,3.03,1.112,monthly
2025-09,industrial,process,163502.57,1483,110251.23,204.78,65.36,24.39,274,0.82,743.93,0.021,67.07,1791.62,83788.7,57832.29,18.53,1.244,daily
2023-10,agriculture,irrigation,238091.57,1010,235734.23,335.56,61.89,27.52,357,0.833,518.14,0.075,308.56,576.2,131057.33,52978.47,15.09,1.135,30min
2019-12,commercial,irrigation,18524.65,26889,688.93,52.39,38.33,0.0,5608,0.228,230.88,0.203,5921.72,1334.37,25086.5,32788.18,7.35,0.887,30min
2025-05,agriculture,lighting,60446.89,42860,1410.33,68.97,77.26,25.46,291,0.85,610.03,0.061,1499.34,2276.75,84709.98,35018.46,4.07,1.13,15min
2021-10,residential,lighting,92508.49,453014,204.21,241.46,57.73,10.0,5911,0.428,40.88,0.072,2275.55,1357.18,133949.15,6594.17,8.94,0.72,30min
2023-03,public,process,84710.95,392153,216.02,238.29,52.94,15.19,1387,0.815,246.38,0.0,619.84,199.74,45050.16,32825.91,8.32,1.104,15min
2023-02,commercial,lighting,113568.73,49968,2272.83,216.79,45.17,5.01,764,0.706,953.37,0.027,4372.81,1628.32,43482.81,20822.18,4.29,0.973,monthly
2022-06,agriculture,motors,84948.32,155691,545.62,182.55,56.87,23.88,1421,0.632,1547.27,0.117,505.9,1702.41,41171.64,35720.91,11.54,1.121,daily
2019-10,agriculture,lighting,58645.15,191221,306.69,167.09,31.06,15.62,806,0.081,427.97,0.077,465.85,1425.4,145717.57,54975.38,6.94,0.9,30min
2022-02,public,ev_charging,88615.74,246410,359.63,260.11,76.55,18.0,644,0.447,4692.04,0.076,618.38,1039.08,78400.77,4150.95,3.56,1.118,monthly
2020-10,commercial,appliances,223645.29,2450,91283.79,622.82,52.71,11.77,1124,0.511,490.46,0.202,6910.42,1033.51,148442.4,56490.36,12.28,0.921,hourly
2024-04,agriculture,motors,39678.01,59958,661.76,69.32,80.39,16.8,1015,0.445,122.18,0.086,527.1,1589.44,29760.89,38437.58,5.44,0.848,daily
2024-10,public,process,147057.19,312282,470.91,196.36,64.62,30.12,615,0.506,280.67,0.032,1025.89,1547.98,29502.47,55041.31,10.81,1.037,monthly
2020-07,industrial,process,212612.49,337,630897.6,541.82,62.14,18.58,861,0.495,691.24,0.036,1380.0,622.25,63318.45,36431.27,7.88,1.164,hourly
2020-07,agriculture,irrigation,80123.14,97693,820.15,174.85,62.64,29.79,875,0.635,666.06,0.268,1092.79,1662.07,71737.25,2557.93,8.97,0.994,monthly
2026-03,agriculture,ev_charging,60552.47,170674,354.78,125.11,41.83,15.03,659,0.593,88.43,0.016,107.22,2192.53,89057.0,40476.79,14.93,0.924,30min
2020-10,public,heating,11994.27,400212,29.97,27.26,58.38,0.0,963,0.665,698.85,0.124,631.24,1878.81,116984.65,6392.78,14.73,1.067,hourly
2020-12,agriculture,irrigation,42796.73,172325,248.35,129.7,44.28,9.29,860,0.64,4713.66,0.059,637.49,329.81,4314.9,6366.84,4.51,1.137,15min
2025-09,residential,motors,33660.17,411261,81.85,48.16,90.0,21.88,11222,0.34,4378.12,0.0,6229.13,1164.96,74344.71,11000.27,6.59,1.078,monthly
2022-09,industrial,process,243356.98,1202,202460.05,454.84,28.76,14.5,162,0.192,229.57,0.035,240.31,1076.89,67351.28,25555.77,9.04,0.961,hourly
2025-06,public,ev_charging,61486.83,243037,252.99,72.22,42.75,23.79,791,0.483,2705.67,0.055,285.3,1886.47,112559.22,53990.75,2.67,0.889,30min
2022-12,commercial,appliances,151400.74,9764,15506.02,261.54,90.0,15.16,3125,0.859,725.63,0.043,177.17,1863.42,64550.81,47164.31,7.93,0.746,hourly
2021-12,agriculture,appliances,54398.92,177393,306.66,70.69,65.94,24.98,527,0.359,108.34,0.014,487.4,418.76,134209.91,34618.76,10.81,1.006,15min
2025-11,industrial,ev_charging,152557.48,583,261676.64,398.51,46.24,28.53,1157,0.708,516.43,0.114,718.19,673.44,147143.77,253.58,10.64,1.307,monthly
2022-07,public,irrigation,224595.36,26272,8548.85,597.74,67.05,17.32,308,0.577,733.9,0.171,874.41,1108.78,42795.09,12739.06,7.29,1.018,daily
2025-11,residential,irrigation,237768.59,36493,6515.46,295.92,36.33,17.06,3230,0.648,401.54,0.207,11759.76,1526.41,106835.24,34249.75,7.73,1.17,hourly
2023-11,commercial,heating,116581.14,43809,2661.12,255.46,41.82,11.59,1246,0.752,4321.49,0.112,1788.34,1261.38,145945.51,48740.27,6.15,1.097,daily
2019-08,commercial,lighting,100260.97,39804,2518.87,119.89,39.33,28.82,7098,0.681,3811.38,0.0,7000.8,844.0,63848.9,9899.96,10.42,0.913,monthly
2024-03,industrial,ev_charging,90122.3,597,150958.63,268.64,47.91,18.33,815,0.661,4880.47,0.087,1301.94,1027.74,67740.61,37875.49,13.0,0.943,hourly
2021-07,agriculture,process,187369.14,199587,938.78,439.29,59.23,0.0,45,0.748,3863.7,0.102,1295.29,282.59,63033.63,35333.1,10.68,1.087,15min
2025-03,public,process,116134.2,49208,2360.07,247.91,50.41,6.44,375,0.377,430.18,0.124,1007.01,2273.18,100834.64,28529.15,7.53,0.963,hourly
2021-10,agriculture,irrigation,246163.09,155473,1583.32,672.79,60.44,33.33,819,0.489,882.46,0.153,1061.59,173.43,126727.19,59561.34,11.37,1.021,monthly
2025-12,residential,ev_charging,215362.64,117172,1838.0,498.68,39.22,19.28,28788,0.32,21.91,0.073,3393.9,2381.03,130048.16,48596.52,4.67,1.007,15min
2022-05,public,ev_charging,147736.03,295687,499.64,171.71,73.13,13.87,111,0.617,1853.13,0.043,466.88,2429.24,108638.6,46008.57,6.32,1.064,hourly
2019-09,residential,heating,133290.7,356617,373.76,384.91,41.15,19.83,22453,0.37,246.19,0.0,4279.64,1865.61,95523.3,5785.99,2.88,0.978,hourly
2023-12,commercial,appliances,106871.22,46988,2274.44,129.17,37.53,28.55,6975,0.351,4362.76,0.094,7025.26,1526.89,126863.84,16942.35,6.79,0.783,15min
2023-05,public,lighting,45829.0,268470,170.7,72.29,47.98,1.49,1181,0.671,397.59,0.022,1280.06,405.23,144742.18,38657.89,10.38,0.919,15min
2019-09,public,cooling,38892.24,398647,97.56,103.44,73.81,13.26,1194,0.489,2203.64,0.026,107.77,994.89,122852.03,24319.92,10.49,1.12,monthly
2026-04,industrial,appliances,140271.23,1069,131217.24,190.53,58.81,22.42,597,0.627,71.3,0.12,1102.95,951.73,83665.24,12632.56,6.81,1.026,monthly
2019-06,agriculture,heating,204974.34,45347,4520.13,391.53,52.15,27.95,1254,0.433,1198.97,0.021,930.18,1857.39,87090.37,41404.95,5.74,0.825,hourly
2020-06,residential,ev_charging,58823.01,58073,1012.91,77.15,49.79,3.6,14193,0.63,443.11,0.106,10130.27,18.13,124761.34,56982.73,4.22,0.948,daily
2023-02,public,process,119034.75,375915,316.65,244.35,54.63,17.53,387,0.392,192.4,0.0,712.07,1452.99,128921.39,202.68,13.62,0.913,30min
2021-03,commercial,motors,19886.5,34076,583.59,27.54,52.85,4.38,4877,0.521,3852.4,0.109,2264.36,2412.28,107757.38,17707.97,1.95,1.128,30min
2025-09,residential,ev_charging,108064.09,191862,563.24,327.34,62.42,31.37,27445,0.537,617.52,0.139,3547.41,2161.09,93671.26,42743.6,0.5,0.897,daily
2024-02,industrial,cooling,221923.48,303,732420.73,471.57,43.38,18.1,363,0.464,412.01,0.103,1090.19,591.43,23871.98,52158.58,6.56,1.033,daily
2023-01,commercial,process,10818.89,18813,575.08,18.48,66.85,19.28,4564,0.525,374.07,0.092,1017.36,1156.54,49242.11,53850.4,5.84,1.012,30min
2022-04,public,cooling,140027.1,47375,2955.72,366.69,47.51,19.56,1304,0.711,393.88,0.115,189.52,1242.82,98329.91,1227.29,0.5,0.987,15min
2021-11,residential,irrigation,37654.79,281710,133.67,89.8,62.06,26.12,29465,0.366,4228.9,0.053,4672.25,986.01,4586.01,23964.23,4.21,1.001,30min
2020-07,agriculture,process,5007.48,172099,29.1,7.41,42.93,5.4,108,0.641,784.48,0.175,820.97,891.6,21953.33,16435.52,14.39,0.999,hourly
2024-06,residential,appliances,181127.37,155390,1165.63,548.94,65.67,14.67,21047,0.563,3674.85,0.025,4836.42,354.23,82281.0,10168.54,10.94,0.7,monthly
2023-11,residential,lighting,164173.47,453962,361.65,227.59,54.46,21.41,29863,0.526,160.27,0.071,5879.87,758.41,101553.59,39201.54,11.15,0.969,30min
2023-12,commercial,heating,11038.18,966,11426.69,14.45,60.68,29.5,3774,0.8,674.11,0.119,1775.46,1399.36,111938.38,39387.56,10.89,0.948,15min
2023-08,industrial,cooling,15279.02,661,23115.01,23.83,64.86,11.65,258,0.873,3563.92,0.118,555.45,2361.74,14748.83,39932.59,9.7,1.035,hourly
2024-05,public,motors,91890.23,316066,290.73,113.98,68.06,37.04,701,1.0,87.21,0.143,23.96,905.72,57185.69,46700.96,2.52,0.875,monthly
2020-09,industrial,process,176526.52,1908,92519.14,483.5,56.33,35.3,1391,0.75,157.41,0.011,339.97,531.35,9791.32,25609.14,8.14,0.976,30min
2023-03,industrial,irrigation,235939.37,376,627498.32,500.94,44.01,26.18,72,0.703,717.6,0.163,522.2,2405.04,74755.71,40619.09,10.57,0.977,monthly
2020-11,agriculture,cooling,171200.27,157867,1084.46,285.48,36.94,31.77,1335,0.453,410.45,0.0,357.7,306.8,104006.94,54465.23,14.2,1.057,hourly
2022-05,residential,lighting,206848.93,402991,513.28,504.11,69.1,18.71,24176,0.754,1872.62,0.126,5146.66,1281.64,26226.12,42828.23,10.1,0.983,15min
2019-07,commercial,appliances,52492.01,35055,1497.42,148.84,74.1,21.34,467,0.538,600.56,0.015,3274.25,2288.96,37082.57,45574.73,6.38,1.066,hourly
2021-02,residential,cooling,7936.98,119503,66.42,16.58,65.26,6.73,25883,0.405,3077.33,0.025,4814.33,2465.64,11687.7,23544.85,6.84,0.878,15min
2023-10,commercial,motors,231591.03,48025,4822.3,675.49,53.14,24.31,3667,0.559,2259.78,0.051,2332.67,429.56,52227.37,38045.74,5.67,1.185,30min
2023-12,agriculture,heating,243876.37,10923,22326.87,315.39,57.78,31.7,1369,0.801,4262.31,0.111,854.92,1670.45,115516.43,18005.52,18.01,0.916,hourly
2021-04,industrial,cooling,17835.12,268,66548.96,20.77,45.94,14.45,843,0.637,788.82,0.105,161.94,2469.01,68741.74,30924.21,2.1,1.136,hourly
2022-02,agriculture,motors,51850.66,152306,340.44,71.12,54.9,10.51,455,0.417,128.63,0.053,321.26,1833.16,130302.41,48293.1,1.95,0.925,daily
2019-12,public,cooling,50997.36,79170,644.15,98.52,61.76,23.9,302,0.544,217.75,0.159,1263.33,1899.59,119663.21,28588.62,4.38,1.082,15min
2023-09,commercial,heating,244170.66,35613,6856.22,390.84,56.63,6.5,3466,0.176,26.44,0.127,6864.9,2336.87,31449.17,56700.04,11.54,0.883,30min
2022-03,residential,heating,90973.6,345864,263.03,241.59,51.68,11.31,25165,0.533,3443.44,0.061,11305.16,691.74,13000.85,32745.99,7.56,1.062,15min
2024-06,public,cooling,150365.03,464793,323.51,409.92,47.57,14.33,879,0.495,53.35,0.145,411.66,1512.42,84912.46,17390.4,11.8,0.958,hourly
2019-01,industrial,process,84214.42,116,725986.38,122.32,53.35,1.06,563,0.702,3792.3,0.012,338.71,1097.45,92018.75,45676.1,12.59,0.902,daily
2021-03,residential,process,6376.83,468435,13.61,15.52,50.35,30.16,20502,0.576,172.63,0.066,6935.98,24.52,67849.38,17695.97,10.84,0.976,30min
2019-08,commercial,cooling,203257.51,46868,4336.81,245.25,48.16,22.86,5418,0.399,223.85,0.018,7310.7,2327.92,3638.84,32094.3,10.22,0.911,daily
2019-05,commercial,ev_charging,160959.66,7497,21469.88,462.51,27.52,7.79,5373,0.747,138.06,0.064,5123.27,1677.84,117624.94,17454.04,10.45,1.029,daily
2024-09,public,motors,18638.07,78743,236.69,52.61,66.11,18.97,32,0.631,642.15,0.106,97.41,569.28,12968.42,34359.23,7.25,1.094,15min
2024-06,industrial,ev_charging,65312.17,259,252170.54,108.92,48.01,24.53,1246,0.65,334.09,0.004,389.82,2130.95,131333.75,5231.58,0.5,1.04,15min
2020-05,commercial,process,205565.91,42157,4876.2,622.96,75.39,17.66,5684,0.691,722.93,0.112,7019.24,1739.54,126872.79,12737.28,5.16,1.017,daily
2024-01,commercial,cooling,1748.14,33510,52.17,2.33,44.8,29.98,1548,0.685,3248.12,0.025,3856.45,910.57,140152.13,53631.21,8.92,0.878,daily
2023-04,public,cooling,53960.26,461440,116.94,139.17,43.19,15.42,719,0.696,226.15,0.132,784.51,918.85,69780.07,26432.81,5.38,0.928,hourly
2022-05,public,cooling,75212.88,116829,643.79,133.59,54.6,21.63,503,0.319,4454.98,0.176,1425.04,124.65,113805.44,14634.26,10.2,0.897,15min
2020-08,commercial,ev_charging,30701.21,520,59040.79,37.99,35.24,25.75,1026,0.468,2686.46,0.03,7362.43,999.57,31588.79,27940.5,10.37,0.846,30min
2026-05,residential,ev_charging,149615.01,28755,5203.1,432.27,53.86,0.74,10251,0.347,296.27,0.062,2218.75,698.89,133972.32,9326.54,5.66,0.908,15min
2022-11,commercial,cooling,196408.38,42778,4591.34,369.48,72.13,12.21,3541,0.178,707.14,0.074,1046.19,1381.15,36655.31,17270.37,9.77,0.955,15min
2019-01,commercial,irrigation,223572.63,37172,6014.54,390.98,87.59,10.15,6412,0.807,4744.68,0.0,6313.32,1723.93,83432.77,40170.2,9.11,0.858,15min
2024-03,commercial,motors,49127.88,17433,2818.1,111.84,53.31,15.74,6388,0.447,2696.5,0.138,5281.32,2284.43,78774.85,30994.41,6.35,0.871,hourly
2026-09,agriculture,cooling,131240.87,74510,1761.39,246.93,48.49,18.42,1425,0.588,613.74,0.152,1373.09,813.43,6692.96,37935.83,6.62,0.916,daily
2025-01,industrial,irrigation,58391.59,1358,42998.23,128.18,44.95,31.22,1330,0.67,580.28,0.107,913.79,1031.89,69366.17,15808.15,6.78,0.951,30min
2026-09,residential,appliances,241183.94,56863,4241.49,429.84,67.91,12.79,9722,0.478,65.66,0.058,5426.09,1039.6,1352.62,30313.0,8.58,1.005,15min
2022-10,residential,lighting,228206.21,54964,4151.92,468.54,36.66,34.79,19434,0.632,1599.12,0.035,418.92,397.07,85145.15,48800.0,16.54,0.895,daily
2019-12,commercial,motors,69868.5,15536,4497.2,174.32,53.37,21.2,546,0.382,380.11,0.102,530.83,2204.44,47400.51,5615.03,8.25,0.904,hourly
2022-07,agriculture,ev_charging,155900.93,120677,1291.89,373.37,58.91,6.18,1288,0.766,1912.95,0.106,938.93,679.81,28125.68,658.88,4.59,0.926,daily
2026-07,commercial,cooling,157878.51,47628,3314.83,403.34,31.14,3.6,698,0.209,221.78,0.07,2967.9,2231.93,96654.23,35247.56,9.62,1.221,30min
2024-10,commercial,lighting,43540.26,15758,2763.06,132.4,38.63,18.4,825,0.665,4923.28,0.168,295.22,930.44,107205.56,37186.42,2.19,1.122,monthly
2026-06,agriculture,ev_charging,169089.45,178224,948.75,308.48,43.35,24.65,342,1.0,396.35,0.076,310.94,2379.46,39683.96,20430.64,7.95,1.022,hourly
2023-01,agriculture,heating,81711.37,80921,1009.77,126.05,45.87,16.07,1263,0.55,440.81,0.095,1237.88,2482.56,108025.15,38152.08,12.68,1.056,15min
2022-03,industrial,process,17613.41,1891,9314.34,37.39,57.73,24.18,208,0.7,2175.75,0.031,256.43,115.54,3100.14,25357.6,0.58,0.956,30min
2024-07,industrial,motors,125337.86,1421,88203.98,174.75,41.01,21.83,1255,0.625,518.19,0.058,1291.75,1276.12,30714.3,52369.59,7.6,0.908,30min
2025-12,public,motors,101120.46,372269,271.63,271.88,70.22,30.66,699,0.192,360.33,0.086,1087.27,1669.43,43212.79,28249.73,8.44,1.043,30min
2022-12,agriculture,ev_charging,150704.31,13318,11315.84,237.04,41.73,8.25,878,0.641,461.37,0.113,1437.62,494.67,28756.51,4666.34,0.5,0.854,hourly
2023-01,public,heating,188935.64,220412,857.19,386.75,62.38,15.65,1451,0.651,396.52,0.091,1323.79,368.96,123652.13,26595.59,6.64,0.855,hourly
2020-04,commercial,heating,20226.38,47001,430.34,59.44,54.91,13.68,2307,0.326,2949.09,0.155,6640.97,1413.27,142887.3,26185.75,6.07,0.86,30min
2025-11,industrial,process,158747.7,1278,124215.73,421.38,27.73,23.19,1383,0.303,1713.03,0.116,1440.72,1127.07,8183.24,38754.0,3.79,0.916,hourly
2021-02,agriculture,process,74971.38,75360,994.84,189.64,33.67,4.57,1033,0.42,4863.3,0.014,715.55,764.99,147904.89,47890.25,6.05,1.167,monthly
2019-04,commercial,cooling,16242.0,32732,496.21,20.22,59.29,16.11,4982,0.79,171.44,0.0,5187.25,1100.05,15966.72,49313.52,9.69,0.917,monthly
2024-07,agriculture,lighting,42537.89,115179,369.32,126.61,61.02,11.34,1104,0.476,540.99,0.171,1474.71,1826.95,62016.78,36608.35,9.54,0.7,daily
2026-06,commercial,lighting,183887.63,48959,3755.95,402.86,28.94,21.08,1351,0.387,126.46,0.118,1104.42,1911.84,79099.49,39890.6,4.0,1.091,30min
2025-07,commercial,cooling,136283.35,34530,3946.81,386.35,24.94,23.35,2214,0.54,3691.92,0.0,7845.62,1084.34,28107.62,45658.69,3.09,1.106,daily
2021-01,agriculture,ev_charging,25150.65,171750,146.44,30.24,40.94,6.33,1246,0.284,3402.61,0.087,31.01,1765.05,114603.9,28660.4,8.03,0.97,30min
2019-03,commercial,heating,206836.44,6394,32348.52,527.26,49.71,30.4,1947,0.523,1471.9,0.084,957.72,957.05,126704.25,50556.57,8.8,1.025,30min
2026-06,residential,lighting,96712.61,299736,322.66,141.87,71.47,21.15,4067,0.566,2423.5,0.074,11781.79,192.65,86063.24,10008.75,4.94,0.961,monthly
2025-10,residential,heating,4238.75,378158,11.21,9.14,88.09,12.44,434,0.238,717.29,0.157,3545.11,1310.94,133022.01,52379.38,13.11,1.247,15min
2021-08,residential,appliances,119453.48,491516,243.03,150.09,46.92,18.65,25491,0.55,723.9,0.03,9451.98,2404.54,82041.38,14645.08,4.1,1.033,monthly
2021-06,agriculture,irrigation,128577.72,153872,835.61,274.41,59.97,26.64,1267,0.482,3234.95,0.008,1124.49,70.01,137808.92,36291.89,3.73,1.158,30min
2026-10,commercial,appliances,65337.74,30199,2163.57,175.34,64.35,26.68,477,0.67,4467.24,0.063,7505.28,558.84,64847.46,40026.72,5.87,0.975,monthly
2024-10,public,cooling,112108.65,52811,2122.83,235.78,50.17,22.34,711,0.598,331.76,0.032,1429.62,2414.45,29441.64,19611.86,8.35,0.982,hourly
2024-06,industrial,process,107274.46,1664,64467.82,309.22,34.34,25.04,140,0.858,3878.9,0.043,298.8,131.41,42016.3,26152.06,9.11,1.097,monthly
2025-02,public,motors,3230.18,341763,9.45,5.84,52.56,34.67,1304,0.661,675.08,0.05,1228.11,426.39,147392.63,48984.78,6.13,1.019,hourly
2023-06,public,process,230362.42,315438,730.29,317.07,64.1,18.49,1404,0.281,2536.76,0.168,23.49,2042.97,64803.3,35527.02,14.3,1.002,30min
2020-01,industrial,lighting,172940.2,1843,93836.25,359.15,37.58,24.66,882,0.442,48.46,0.041,526.39,297.74,109527.78,23619.84,7.23,1.178,15min
2024-01,commercial,motors,85708.39,47001,1823.54,228.28,17.95,20.4,2213,0.771,4709.87,0.148,7488.77,531.53,92534.05,53670.8,11.45,1.118,monthly
2024-10,industrial,appliances,219486.05,301,729189.53,311.24,62.53,25.43,154,0.18,649.41,0.053,1323.56,785.6,72449.45,20097.72,6.19,0.897,daily
2019-10,residential,process,156310.24,367358,425.5,404.49,53.82,46.97,18837,0.527,587.61,0.0,383.28,2022.95,31887.65,45699.87,9.71,1.055,15min
2023-09,public,ev_charging,73653.87,354426,207.81,158.6,61.01,22.67,110,0.773,409.19,0.0,1.72,1977.4,43851.62,47617.7,6.19,1.064,daily
2025-04,agriculture,heating,108331.79,149584,724.22,224.16,59.55,6.63,1189,0.388,382.15,0.115,797.67,883.42,4701.21,17882.15,10.52,1.285,daily
2023-07,residential,lighting,191820.53,172952,1109.1,545.2,57.76,8.81,16852,0.687,3051.86,0.0,11885.69,386.64,29488.5,51486.49,10.71,1.058,monthly
2019-02,public,appliances,173837.68,47759,3639.89,346.81,41.62,19.3,1453,0.237,614.38,0.0,1159.39,1200.59,125607.95,15391.38,5.06,0.831,monthly
2023-02,industrial,appliances,136298.95,769,177241.81,191.67,58.89,28.07,833,0.615,616.21,0.149,1216.1,2412.3,97101.33,14116.25,9.06,0.927,15min
2026-12,commercial,irrigation,143759.15,36307,3959.54,407.6,67.19,8.89,1499,0.55,691.9,0.212,3724.25,908.16,76026.43,51251.22,12.43,0.943,15min
2021-06,residential,irrigation,172798.55,322674,535.52,468.94,65.57,5.32,2851,0.325,1904.6,0.085,4015.76,1591.17,53442.54,14109.61,12.29,0.913,30min
2023-10,industrial,ev_charging,163861.09,1442,113634.6,477.83,54.84,17.97,359,0.678,1534.98,0.135,1278.7,2322.5,130051.28,33862.58,2.56,1.198,hourly
2025-09,commercial,cooling,98847.69,37589,2629.7,287.97,47.54,37.54,1908,0.622,4076.24,0.069,5127.87,1143.78,8060.18,9329.19,6.51,1.145,30min
2024-09,agriculture,irrigation,32935.42,45589,722.44,41.98,64.27,24.45,775,0.305,4271.01,0.073,946.96,331.19,5426.37,41938.06,9.59,0.993,30min
2024-04,agriculture,heating,107167.65,39242,2730.94,251.65,33.97,1.41,426,0.569,287.0,0.0,461.39,49.01,84735.12,12886.07,3.52,1.225,30min
2026-01,agriculture,irrigation,7444.3,105998,70.23,16.47,54.91,21.85,131,0.817,3668.85,0.0,3.88,1509.03,58696.4,44512.93,9.88,1.039,hourly
2024-01,industrial,ev_charging,240172.23,634,378820.55,549.51,53.3,12.49,1442,0.495,228.77,0.116,342.83,2031.92,123160.44,9123.99,12.01,1.125,30min
2025-07,agriculture,process,229586.71,199901,1148.5,391.84,44.22,5.61,831,0.772,4252.15,0.077,617.07,1725.55,36605.44,34916.77,5.4,1.057,15min
2025-01,agriculture,appliances,1690.22,190096,8.89,5.1,58.49,33.64,63,0.866,661.6,0.143,791.07,803.2,73163.1,49956.54,6.83,1.062,daily
2026-02,agriculture,irrigation,93047.86,99588,934.33,122.69,64.98,19.03,1080,0.551,683.37,0.079,503.01,1562.92,48065.75,3803.78,8.63,1.044,monthly
2025-06,residential,process,159720.92,212416,751.93,250.94,35.19,18.03,20068,0.532,3281.52,0.122,5452.74,2005.79,116406.66,35272.53,6.38,1.083,15min
2019-11,residential,irrigation,76842.8,130428,589.16,227.74,63.41,22.52,19600,0.527,59.87,0.189,4411.09,1766.43,93140.29,30962.86,8.75,1.029,hourly
2024-12,agriculture,lighting,168175.17,11507,14615.03,281.94,53.54,22.55,960,0.291,3731.78,0.052,521.73,2243.07,75404.05,1700.72,7.45,1.1,15min
2021-10,commercial,lighting,102845.1,29633,3470.63,287.09,59.32,16.23,7219,0.5,64.36,0.044,7296.98,1055.02,134618.86,31719.36,8.03,1.074,30min
2022-12,public,appliances,237341.36,325128,729.99,448.49,59.17,27.66,874,0.527,4575.56,0.191,575.89,2294.24,92257.67,37633.92,11.82,1.173,hourly
2022-07,residential,ev_charging,224116.24,407826,549.54,570.1,62.77,28.72,10040,0.714,4435.53,0.055,9499.98,287.85,31068.16,21865.21,6.76,0.976,15min
2023-06,agriculture,appliances,70433.22,124310,566.59,156.41,39.44,31.15,293,0.846,4638.1,0.128,182.65,1208.05,63273.58,33565.17,7.01,0.958,hourly
2023-08,residential,heating,1267.55,268395,4.72,2.02,45.18,24.86,28416,0.422,3588.23,0.125,8044.92,2349.77,54896.51,20256.49,12.63,1.198,monthly
2022-08,agriculture,irrigation,27673.84,88252,313.58,77.98,51.14,12.84,706,0.455,3019.23,0.138,1388.22,954.7,126418.51,54554.64,4.42,0.976,monthly
2022-08,commercial,appliances,24534.57,14548,1686.46,70.17,54.03,23.0,3904,0.555,2028.61,0.062,7966.58,2442.95,135802.22,11540.03,9.48,0.796,hourly
