tech_skills_reference_year,tech_skills_country_iso2,tech_skills_region_nuts_code,tech_skills_age_group,tech_skills_sex,tech_skills_basic_digital_skills_pct,tech_skills_above_basic_digital_skills_pct,tech_skills_ict_specialists_pct_employment,tech_skills_ict_graduates_per_1k,tech_skills_advanced_programming_skills_pct,tech_skills_ai_skills_training_participants,tech_skills_cybersecurity_skills_pct,tech_skills_remote_work_prevalence_pct,tech_skills_digital_public_services_usage_pct,tech_skills_enterprise_cloud_adoption_pct,tech_skills_enterprise_bigdata_adoption_pct,tech_skills_gender_gap_ict_specialists_pp,tech_skills_desi_component_score,tech_skills_survey_weight,tech_skills_data_extract_date
2018,LV,BE62,25-34,F,51.93,28.66,4.905,6.2,6.38,1687,17.47,40.42,52.12,54.01,20.49,-0.82,46.01,1.7571,2024-06-19
2019,MT,ES884,16-24,M,71.1,39.84,4.3,5.713,1.85,47,12.94,31.89,31.52,25.34,32.69,-3.46,87.23,1.8601,2025-09-17
2020,PT,RO5,65-74,T,31.17,13.21,4.868,7.421,4.75,252,19.48,15.01,62.09,47.78,20.24,-1.09,67.65,2.4575,2024-05-07
2021,SI,DK1,55-64,F,80.72,30.25,8.88,7.564,24.93,592,14.64,18.81,42.51,25.09,27.05,7.2,82.11,3.659,2025-11-19
2022,AT,FR63,45-54,M,63.74,29.72,6.454,4.651,11.86,223,4.1,4.31,56.29,55.62,22.14,0.51,60.15,2.4013,2024-02-04
2023,HR,PL60,35-44,T,51.06,40.02,8.279,4.34,7.78,281,20.32,35.43,60.47,20.76,14.02,3.06,30.45,0.4913,2024-08-31
2024,DK,DE47,25-34,F,79.6,55.59,7.842,6.655,11.3,227,9.73,12.33,86.3,33.45,19.9,0.29,38.55,2.0623,2026-01-18
2025,FR,HU813,16-24,M,45.55,24.92,2.881,5.279,17.59,542,21.18,30.3,49.2,12.24,42.8,0.54,65.24,2.8716,2024-06-28
2026,HU,CZ9,65-74,T,72.44,40.08,8.302,3.747,12.47,608,17.97,25.58,40.48,60.73,21.36,2.85,51.16,1.903,2024-02-12
2014,LV,EE42,55-64,F,56.43,37.92,6.718,3.237,6.26,483,12.39,25.78,35.82,67.83,43.69,-2.92,26.56,2.0993,2024-07-24
2015,MT,GR679,45-54,M,91.39,49.89,9.463,5.327,21.31,271,17.42,39.59,23.32,52.74,25.41,8.17,74.66,3.2777,2025-09-14
2016,PT,IT2,35-44,T,79.57,53.84,1.991,5.106,6.38,508,7.96,18.16,33.99,61.74,25.66,7.91,49.33,3.2618,2024-08-27
2017,SI,HR611,25-34,F,67.45,53.22,7.187,4.738,9.13,360,14.7,20.69,15.0,55.73,30.0,3.84,23.02,1.0453,2025-12-14
2018,AT,SK41,16-24,M,74.93,42.28,2.871,2.308,10.16,196,5.79,14.8,39.31,68.77,27.59,5.27,25.54,3.3389,2024-03-06
2019,HR,ES68,65-74,T,59.45,30.34,6.318,6.481,11.65,92,7.56,4.62,12.36,11.73,40.23,7.82,75.21,1.4371,2025-05-23
2020,DK,CY93,55-64,F,77.12,60.58,5.639,0.448,10.21,630,7.79,11.31,82.04,20.83,47.54,8.4,37.96,2.9412,2024-10-06
2021,FR,IE981,45-54,M,66.85,49.28,2.892,3.64,10.29,518,12.4,6.44,40.29,38.73,36.92,0.34,77.59,1.3187,2024-06-29
2022,HU,ES5,35-44,T,79.77,33.38,8.926,3.964,4.94,243,20.53,26.96,89.76,56.88,8.54,3.7,24.53,3.5322,2024-03-31
2023,LV,SI978,25-34,F,38.45,31.69,7.836,2.417,10.94,295,11.66,22.52,24.98,10.93,30.8,2.75,35.52,2.3931,2024-11-22
2024,MT,BG8,16-24,M,51.84,19.86,2.192,4.765,9.67,494,5.77,39.76,21.11,51.69,33.99,9.02,33.21,3.1049,2024-08-20
2025,PT,ES3,65-74,T,73.42,29.86,9.229,1.077,7.19,490,21.35,27.16,12.79,49.82,5.16,8.82,84.79,1.4601,2025-03-15
2026,SI,IT18,55-64,F,50.2,40.63,4.687,3.828,9.05,474,20.23,27.2,88.54,26.06,3.54,6.17,71.1,0.3332,2024-05-18
2014,AT,FR90,45-54,M,60.68,45.53,3.452,2.546,3.8,239,8.38,17.13,32.85,19.14,28.9,5.01,59.44,0.6357,2025-01-12
2015,HR,DE396,35-44,T,62.69,47.79,3.538,3.009,25.65,106,5.35,43.96,54.89,17.0,37.34,3.01,46.3,1.2425,2024-11-10
2016,DK,HR1,25-34,F,32.46,12.51,2.938,0.814,15.18,552,8.54,14.49,41.12,8.39,17.28,2.25,63.83,1.0358,2024-10-08
2017,FR,IT384,16-24,M,27.09,17.96,3.963,6.516,4.37,286,21.85,30.11,25.67,69.53,49.77,-1.78,87.78,2.9155,2025-03-17
2018,HU,HR957,65-74,T,75.5,30.84,4.933,1.53,13.12,389,3.2,16.79,69.78,60.91,17.7,-2.0,48.39,1.6585,2024-11-08
2019,LV,BE537,55-64,F,68.46,49.56,6.618,5.949,18.42,306,16.98,21.35,88.61,22.99,11.96,-3.34,68.45,2.4583,2026-01-28
2020,MT,CZ52,45-54,M,59.74,39.83,4.967,5.739,19.61,420,14.08,35.97,55.15,35.32,17.23,-1.73,83.33,0.5082,2026-02-24
2021,PT,LV334,35-44,T,86.75,59.56,6.394,6.082,25.37,328,15.02,12.92,37.94,35.91,23.76,-2.02,44.74,2.0327,2024-04-09
2022,SI,GR46,25-34,F,48.93,24.52,7.436,4.816,8.67,363,17.96,26.93,74.59,57.91,31.23,1.23,27.26,1.566,2024-09-14
2023,AT,FR85,16-24,M,83.57,67.49,4.457,1.288,13.05,339,14.17,32.21,80.19,64.3,33.95,4.85,80.99,3.3133,2025-11-21
2024,HR,FI756,65-74,T,65.51,26.04,1.427,7.106,14.02,288,7.38,23.39,75.87,71.02,48.86,-1.75,23.67,0.565,2025-06-03
2025,DK,LV3,55-64,F,39.78,21.27,4.066,2.527,22.81,566,19.31,25.51,19.62,49.56,29.89,6.46,61.71,0.6155,2024-02-16
2026,FR,LU852,45-54,M,35.45,21.8,8.105,4.862,2.16,483,14.96,42.44,41.71,30.26,6.15,-2.81,82.98,2.387,2026-02-01
2014,HU,BE648,35-44,T,68.68,45.53,6.011,2.073,18.98,215,2.58,3.18,55.42,43.15,30.35,5.87,46.91,1.676,2024-12-20
2015,LV,SI5,25-34,F,57.54,22.37,2.909,6.819,23.69,359,20.3,44.27,63.5,37.87,46.28,7.52,24.42,3.6073,2025-09-03
2016,MT,EE656,16-24,M,41.06,24.19,1.201,0.436,18.02,426,17.01,30.29,53.61,59.67,39.47,6.73,44.57,1.6931,2024-08-12
2017,PT,IE52,65-74,T,67.61,47.17,0.883,2.922,15.37,301,6.56,32.54,24.59,39.7,41.26,8.24,63.3,1.6459,2025-04-02
2018,SI,PT66,55-64,F,47.43,26.71,2.637,2.902,13.31,313,10.19,32.66,59.83,28.3,15.34,-2.34,57.56,1.803,2025-12-01
2019,AT,ES186,45-54,M,65.01,37.23,1.081,7.465,8.95,280,11.1,21.68,70.63,35.82,44.09,5.72,30.13,0.3649,2024-04-06
2020,HR,SE850,35-44,T,47.47,18.27,1.297,1.12,3.6,514,21.69,11.77,40.42,19.25,49.35,2.06,22.44,1.9299,2024-03-27
2021,DK,GR908,25-34,F,69.52,58.8,7.035,5.543,21.35,521,19.59,6.21,90.6,57.46,12.64,3.17,62.29,3.5256,2024-03-14
2022,FR,LT871,16-24,M,26.0,11.69,5.018,4.558,10.62,234,16.27,17.73,77.25,9.36,4.6,9.42,26.11,3.3797,2024-02-22
2023,HU,FI96,65-74,T,50.44,41.91,6.424,6.868,7.78,167,15.32,39.89,66.93,58.28,23.62,3.26,31.7,3.7112,2024-03-28
2024,LV,BG69,55-64,F,61.46,26.94,3.048,2.219,3.44,252,14.64,40.33,17.91,26.47,7.21,5.35,83.27,2.9157,2025-10-28
2025,MT,ES504,45-54,M,82.26,69.75,8.925,5.453,27.28,228,14.86,3.46,88.23,57.38,8.58,-0.4,83.37,3.1856,2024-04-27
2026,PT,FI25,35-44,T,90.26,69.5,2.108,4.316,17.17,671,15.86,26.86,74.41,48.1,4.27,6.59,71.27,2.5474,2025-10-06
2014,SI,CZ817,25-34,F,28.1,11.38,6.457,6.983,21.04,529,16.6,8.56,78.31,37.77,24.61,9.11,86.87,1.1543,2025-03-30
2015,AT,HR54,16-24,M,78.17,47.12,2.643,5.993,4.44,301,5.36,24.03,42.08,34.88,20.44,8.75,40.88,1.6732,2024-08-12
2016,HR,ES6,65-74,T,45.03,21.4,6.334,7.457,27.69,533,7.83,5.86,18.87,54.36,26.68,3.47,68.77,3.2748,2024-02-24
2017,DK,PT44,55-64,F,82.11,34.21,4.352,0.886,26.79,342,3.6,40.63,71.71,37.91,40.82,5.92,77.22,0.8935,2025-12-13
2018,FR,PT4,45-54,M,68.41,58.01,7.459,4.383,12.38,653,3.4,27.1,89.39,46.4,33.59,2.17,46.69,2.9211,2024-12-23
2019,HU,LU638,35-44,T,42.85,29.93,3.15,4.062,5.56,262,13.36,23.2,71.01,52.81,7.01,2.18,24.12,1.6537,2025-02-02
2020,LV,FI70,25-34,F,60.96,34.82,4.127,5.258,22.48,100,13.03,40.79,52.21,62.79,14.62,-2.66,44.58,0.5129,2024-05-16
2021,MT,CY85,16-24,M,63.43,42.54,5.715,3.229,1.78,597,15.09,38.61,21.36,45.43,13.65,6.97,53.38,0.5847,2024-10-28
2022,PT,CZ54,65-74,T,37.39,15.69,1.21,7.438,8.54,257,17.96,9.83,82.92,39.84,3.01,5.22,78.1,3.6733,2024-09-20
2023,SI,BG62,55-64,F,71.05,35.62,1.204,2.711,12.85,554,9.54,28.46,51.36,20.38,38.46,-3.36,63.79,1.0368,2024-04-09
2024,AT,NL96,45-54,M,60.36,43.76,6.569,4.293,8.37,620,9.99,25.89,73.09,55.01,15.81,3.03,23.13,0.9887,2025-11-23
2025,HR,LT320,35-44,T,56.09,44.69,5.357,5.374,27.64,390,13.01,25.5,59.08,19.79,43.85,-0.81,48.22,0.5595,2025-05-04
2026,DK,CY956,25-34,F,82.75,46.6,3.287,7.129,8.7,175,9.55,24.74,15.34,37.35,51.52,7.61,20.04,1.7864,2024-08-14
2014,FR,BE214,16-24,M,44.27,24.82,2.307,6.181,24.72,298,3.39,25.78,55.21,66.67,37.13,6.59,87.65,2.3759,2024-09-08
2015,HU,PL53,65-74,T,88.99,66.13,1.692,3.068,4.39,238,3.59,30.8,35.51,63.39,33.32,-1.43,28.8,1.8705,2024-10-17
2016,LV,BG5,55-64,F,68.8,26.94,3.217,7.567,13.5,667,14.77,5.97,77.72,69.3,38.41,0.87,81.03,2.8581,2025-03-19
2017,MT,NL698,45-54,M,73.1,43.15,5.359,8.035,6.41,359,6.51,33.97,47.81,59.94,29.04,0.16,84.23,1.7216,2025-04-29
2018,PT,AT78,35-44,T,46.95,16.82,6.317,3.245,7.01,320,17.01,15.57,27.34,74.69,39.91,2.01,82.18,3.2109,2026-01-11
2019,SI,MT351,25-34,F,76.65,43.32,6.941,0.779,2.09,203,3.62,35.35,77.58,23.18,43.61,-1.27,64.52,1.4937,2024-12-30
2020,AT,BG132,16-24,M,75.23,51.72,6.979,8.336,13.18,369,12.8,29.02,63.23,20.98,31.88,8.73,71.42,2.7149,2025-12-06
2021,HR,HR27,65-74,T,44.44,27.71,3.462,5.317,13.84,492,4.57,40.64,22.85,44.06,40.04,2.2,80.56,0.5552,2026-02-06
2022,DK,NL97,55-64,F,29.38,21.07,4.871,2.396,5.43,674,4.92,40.73,74.34,64.66,6.73,2.15,22.58,0.8245,2024-03-03
2023,FR,GR72,45-54,M,79.56,48.46,9.038,1.254,11.4,382,13.18,18.32,78.85,16.84,9.8,4.19,19.19,3.0541,2025-07-09
2024,HU,RO56,35-44,T,47.08,37.14,7.54,5.555,8.89,375,2.56,8.33,91.38,37.03,49.29,8.94,83.03,1.0769,2024-02-14
2025,LV,IT984,25-34,F,37.0,25.08,9.199,7.916,15.44,365,19.3,20.99,78.54,58.16,31.1,-2.63,87.37,1.1877,2024-03-26
2026,MT,GR77,16-24,M,41.76,26.71,2.209,5.934,9.34,314,10.17,21.35,63.46,16.51,28.09,-0.99,49.83,3.6684,2024-03-25
2014,PT,ES667,65-74,T,80.42,29.63,6.906,2.416,19.92,630,15.36,34.4,91.6,11.07,14.27,5.92,67.37,2.7873,2025-11-26
2015,SI,IE98,55-64,F,75.19,53.61,3.52,3.55,7.24,546,14.82,39.03,42.59,71.15,16.86,7.59,52.72,2.5137,2024-11-17
2016,AT,LU3,45-54,M,56.12,36.83,7.461,7.049,12.1,205,18.66,13.55,75.38,18.45,4.23,5.95,83.28,0.7611,2024-10-26
2017,HR,IE70,35-44,T,84.08,68.65,7.685,4.178,15.27,388,20.27,12.25,77.17,74.27,41.75,1.47,83.59,2.604,2025-01-24
2018,DK,FI2,25-34,F,83.05,31.93,8.836,6.92,19.96,470,2.48,3.1,29.62,75.55,9.24,-3.17,22.49,3.4471,2024-06-05
2019,FR,PL507,16-24,M,44.36,35.24,7.491,6.135,12.05,627,12.4,31.64,71.39,16.41,30.79,3.17,59.8,1.929,2025-12-30
2020,HU,BG211,65-74,T,79.3,63.2,3.269,3.631,10.74,196,10.18,18.08,36.21,8.17,13.24,1.84,49.12,0.6162,2025-10-19
2021,LV,ES942,55-64,F,28.74,21.41,6.76,0.576,26.95,600,7.17,20.09,25.81,46.57,37.44,-1.07,23.47,1.8112,2025-06-09
2022,MT,FR65,45-54,M,63.83,46.21,2.264,5.3,22.95,126,7.94,6.72,49.42,51.89,27.64,4.88,66.84,3.0395,2024-10-10
2023,PT,DE620,35-44,T,82.52,61.96,8.472,5.051,25.45,378,10.75,27.2,91.84,25.42,38.67,9.43,46.52,1.29,2025-11-24
2024,SI,FI9,25-34,F,87.65,70.99,1.195,3.706,25.54,224,3.65,40.12,53.37,61.61,12.94,1.27,26.7,0.805,2024-09-28
2025,AT,LV390,16-24,M,52.48,22.69,5.811,0.907,7.83,241,10.63,20.22,42.67,30.75,47.98,9.45,44.11,0.419,2026-01-13
2026,HR,GR93,65-74,T,33.97,13.97,8.585,1.222,11.63,130,9.65,19.42,34.48,74.32,28.5,1.24,73.53,0.5933,2026-01-18
2014,DK,CY372,55-64,F,66.5,23.5,9.138,7.685,20.8,457,11.76,39.75,18.32,39.89,42.76,5.37,74.34,3.1444,2025-04-04
2015,FR,LT921,45-54,M,72.82,35.19,5.875,4.531,12.49,521,9.85,41.37,88.47,77.17,11.94,-2.09,67.51,2.482,2025-12-31
2016,HU,IT414,35-44,T,67.46,38.16,6.191,7.214,13.92,239,4.89,19.45,64.17,54.7,5.83,4.25,84.27,0.6481,2026-01-01
2017,LV,CY71,25-34,F,83.63,58.19,5.781,8.478,23.13,407,5.92,34.84,80.29,72.76,24.47,3.23,62.04,3.292,2024-01-10
2018,MT,LU276,16-24,M,39.54,28.63,4.326,4.821,21.81,654,20.59,27.83,60.74,9.97,17.58,1.29,20.46,3.2949,2025-12-02
2019,PT,SK79,65-74,T,37.67,18.31,4.562,5.514,23.16,358,18.55,27.77,46.53,27.57,34.22,7.51,71.52,0.9644,2025-08-25
2020,SI,LV30,55-64,F,63.92,23.45,7.333,7.709,17.09,323,3.0,46.0,14.41,43.24,5.29,0.41,83.58,1.0371,2025-05-16
2021,AT,DE54,45-54,M,81.23,38.62,2.94,1.066,26.81,481,2.29,32.68,90.09,65.5,25.29,-1.52,36.63,1.0999,2024-09-25
2022,HR,NL6,35-44,T,27.63,14.86,5.465,2.926,18.09,666,5.31,8.66,74.94,25.78,10.55,-0.61,25.8,1.3343,2024-06-30
2023,DK,BE959,25-34,F,52.93,33.41,1.991,5.187,13.09,472,13.32,3.59,52.37,34.46,44.31,-3.09,38.28,0.8212,2025-11-09
2024,FR,SE66,16-24,M,91.7,33.95,0.835,8.198,22.23,387,21.64,32.68,41.64,39.84,10.61,5.73,40.32,3.6491,2024-12-12
2025,HU,PL676,65-74,T,63.38,49.23,5.685,5.567,7.21,402,6.4,16.94,46.82,58.32,31.21,1.01,87.48,1.4543,2024-12-05
2026,LV,MT4,55-64,F,55.49,34.49,2.513,2.686,24.09,525,9.57,13.48,82.76,77.94,3.55,0.72,77.9,0.9194,2025-03-23
2014,MT,EE824,45-54,M,52.56,23.38,9.022,0.749,8.05,237,20.83,39.56,73.57,16.54,39.93,0.03,53.39,1.5793,2025-05-02
2015,PT,SI46,35-44,T,83.93,41.41,1.278,8.068,8.19,564,8.9,27.59,88.96,35.05,8.25,-1.5,30.64,1.2945,2024-10-28
2016,SI,HU938,25-34,F,77.17,47.34,6.384,7.224,9.83,371,13.31,27.78,29.77,20.24,38.37,7.69,27.24,0.4485,2026-02-16
2017,AT,DE52,16-24,M,42.91,34.26,6.922,4.182,14.24,584,5.3,35.12,82.31,15.48,48.18,-2.69,63.98,1.5312,2025-04-01
2018,HR,SK714,65-74,T,31.75,16.33,1.418,8.014,20.11,469,16.01,19.77,64.59,14.57,37.26,-2.17,53.18,3.1915,2026-01-06
2019,DK,NL72,55-64,F,30.84,24.81,7.657,4.273,23.53,661,8.51,4.78,80.97,33.78,43.82,6.19,81.13,1.1347,2025-09-14
2020,FR,AT421,45-54,M,34.0,17.01,7.815,7.827,18.45,513,4.05,23.85,44.41,19.84,39.69,5.45,53.6,0.6004,2025-07-19
2021,HU,BE39,35-44,T,38.69,17.45,6.701,4.841,10.91,291,21.39,14.35,84.84,39.65,10.26,0.78,35.29,0.6642,2024-04-27
2022,LV,CZ763,25-34,F,39.93,14.45,2.231,8.141,24.0,266,2.08,32.77,44.88,43.02,7.84,-2.8,85.11,0.4775,2025-10-07
2023,MT,MT122,16-24,M,45.32,30.56,8.622,5.857,4.33,558,6.06,42.91,51.5,45.34,25.73,0.51,77.14,3.5103,2024-03-10
2024,PT,SK221,65-74,T,26.3,13.94,7.205,6.053,20.08,669,15.1,42.25,73.34,9.73,38.17,1.07,79.4,3.3273,2026-01-05
2025,SI,RO749,55-64,F,38.17,29.83,1.412,3.378,7.37,337,9.86,5.68,75.93,47.8,19.22,8.7,81.87,2.5864,2025-08-26
2026,AT,FR77,45-54,M,88.53,34.93,9.079,7.672,13.76,177,12.43,11.4,86.95,34.18,32.42,4.15,53.3,3.3679,2025-02-24
2014,HR,SI16,35-44,T,46.18,27.64,8.126,5.373,22.5,552,4.65,4.5,88.98,59.52,14.07,-0.39,83.21,1.8664,2025-06-15
2015,DK,ES15,25-34,F,35.54,28.28,8.657,8.107,23.15,504,21.82,21.8,13.4,59.19,40.97,2.57,29.6,3.5713,2024-09-04
2016,FR,PT249,16-24,M,78.01,35.33,1.596,2.805,20.79,627,4.71,3.67,20.71,47.2,31.87,1.54,29.21,1.477,2024-10-31
2017,HU,FI224,65-74,T,51.08,21.7,1.793,6.861,4.4,525,16.95,30.64,38.18,9.49,44.73,6.25,32.98,2.8195,2024-08-04
2018,LV,DK12,55-64,F,38.64,17.28,7.51,1.859,20.9,671,11.51,18.4,82.51,61.0,5.84,1.51,62.0,1.2557,2025-09-24
2019,MT,DK30,45-54,M,34.43,21.43,2.574,1.636,13.69,353,13.2,29.72,44.0,51.05,6.79,5.83,75.7,2.5239,2025-05-09
2020,PT,ES400,35-44,T,52.29,40.35,3.135,4.679,25.5,598,2.28,38.63,42.74,19.28,48.2,6.51,76.57,1.4337,2026-01-19
2021,SI,CZ87,25-34,F,31.78,18.18,8.644,0.899,2.34,344,7.32,16.19,38.17,12.62,51.37,-3.32,55.1,1.4969,2025-02-28
2022,AT,ES408,16-24,M,51.35,20.06,3.382,3.894,22.86,191,6.07,15.28,36.92,19.48,37.48,-2.05,73.99,1.1484,2024-01-21
2023,HR,LT14,65-74,T,62.95,28.57,1.494,2.793,27.65,698,15.16,5.96,44.89,30.01,19.53,9.31,74.08,1.5976,2025-07-06
2024,DK,BG48,55-64,F,35.03,25.85,4.886,8.186,11.77,484,18.02,5.76,56.56,67.29,3.45,6.63,38.44,0.505,2024-10-14
2025,FR,FI491,45-54,M,63.59,26.1,5.924,7.561,13.76,553,12.07,25.34,82.43,63.95,42.6,7.6,65.33,2.5853,2026-02-18
2026,HU,IT42,35-44,T,42.97,36.14,8.395,1.376,20.73,675,20.02,24.55,65.46,45.6,4.93,4.23,40.94,1.5879,2024-11-20
2014,LV,FI7,25-34,F,50.21,20.3,4.728,6.984,22.84,683,12.99,9.06,19.59,73.9,42.53,-1.44,78.65,1.2744,2025-03-16
2015,MT,PT17,16-24,M,83.03,68.27,8.444,5.697,23.21,311,9.96,15.09,56.17,42.4,33.93,-1.57,53.22,0.4516,2026-02-11
2016,PT,EE327,65-74,T,57.16,36.13,4.409,3.905,18.57,536,14.85,14.99,14.7,42.82,20.76,1.81,36.51,1.367,2025-06-05
2017,SI,LT82,55-64,F,86.95,69.02,4.189,4.54,2.07,322,4.91,41.94,86.55,35.53,34.79,9.01,40.82,3.6203,2024-10-09
2018,AT,RO66,45-54,M,56.29,35.05,3.978,4.116,2.68,291,15.13,4.74,68.89,73.11,38.59,0.07,42.22,2.4725,2024-07-03
2019,HR,HU183,35-44,T,45.84,22.65,8.252,4.146,27.42,738,15.12,30.03,59.68,41.29,18.83,8.42,79.39,0.9398,2024-03-15
2020,DK,AT16,25-34,F,49.26,31.5,8.822,2.649,25.23,381,19.63,8.11,78.67,45.22,14.56,-0.94,25.59,1.6657,2026-02-22
2021,FR,RO18,16-24,M,38.98,14.7,5.344,1.031,7.26,557,19.38,21.13,34.84,63.3,36.03,-1.72,82.81,1.6154,2025-11-28
2022,HU,SE892,65-74,T,61.79,34.72,7.51,5.143,9.75,561,14.84,32.92,67.59,62.36,15.14,2.41,82.49,3.1165,2024-11-04
2023,LV,LT60,55-64,F,88.75,64.95,1.725,8.247,9.38,172,10.17,26.92,53.27,25.04,32.72,3.59,44.45,1.6313,2025-11-14
2024,MT,BE44,45-54,M,54.26,30.59,4.703,2.445,19.78,644,17.09,12.3,46.62,14.99,10.93,5.76,30.94,2.763,2024-10-13
2025,PT,DK584,35-44,T,36.34,13.28,4.831,0.445,17.98,662,14.93,24.99,60.02,75.53,28.86,7.37,45.52,1.9982,2025-12-26
2026,SI,HR9,25-34,F,40.7,25.58,8.014,7.628,24.04,745,4.5,40.21,62.81,59.72,36.94,8.03,25.67,1.9554,2024-11-27
2014,AT,GR9,16-24,M,66.25,27.2,7.963,2.378,4.3,504,19.61,36.15,81.67,56.88,5.08,5.81,29.46,2.6657,2025-02-26
2015,HR,EE188,65-74,T,50.53,27.75,2.981,1.668,4.36,707,15.99,14.09,79.95,14.09,8.18,-2.26,37.64,0.3268,2024-08-01
2016,DK,CZ8,55-64,F,37.59,23.66,6.25,2.178,15.52,377,6.31,35.71,41.14,28.65,51.25,9.22,20.2,2.8412,2025-09-14
2017,FR,LU771,45-54,M,72.81,25.91,8.895,3.572,1.9,655,4.45,3.77,44.83,62.64,35.91,1.58,57.32,2.636,2024-11-06
2018,HU,LT26,35-44,T,52.59,29.0,8.009,6.685,9.33,574,7.1,32.14,59.79,59.54,30.22,3.76,49.38,3.0788,2025-01-21
2019,LV,IE35,25-34,F,44.07,26.24,4.1,1.606,17.37,186,5.82,4.68,61.96,68.47,8.16,6.6,28.13,3.4401,2024-10-20
2020,MT,BE335,16-24,M,30.02,12.58,2.016,6.716,24.88,330,15.87,39.37,44.16,77.18,26.04,0.05,28.55,3.0597,2024-02-11
2021,PT,SI182,65-74,T,52.0,35.92,2.601,3.368,20.13,758,19.62,23.67,67.57,63.79,49.28,8.08,61.64,3.2052,2025-03-04
2022,SI,DK32,55-64,F,57.83,20.4,3.225,7.212,13.93,582,10.55,44.63,49.01,26.0,45.53,3.57,19.02,3.6382,2024-09-01
2023,AT,RO7,45-54,M,63.13,28.33,7.391,7.495,9.99,293,21.33,27.98,12.96,55.82,49.2,-3.35,62.52,0.8838,2025-10-15
2024,HR,HU27,35-44,T,60.7,25.97,5.675,1.347,27.95,216,18.15,34.47,43.69,36.81,11.07,4.32,63.74,1.6445,2025-04-24
2025,DK,AT24,25-34,F,70.49,31.33,2.117,2.564,1.59,777,19.39,17.87,68.95,58.09,12.51,-1.55,31.72,3.4948,2025-02-12
2026,FR,DK55,16-24,M,78.22,66.26,5.688,6.276,1.97,442,5.82,41.36,82.64,15.34,45.16,3.84,50.21,2.2593,2025-04-07
2014,HU,HU100,65-74,T,76.29,35.78,4.889,6.347,13.11,463,17.7,35.8,18.45,21.4,20.54,-1.42,51.44,2.2724,2025-10-19
2015,LV,BG6,55-64,F,39.41,15.96,7.201,6.552,17.89,315,11.72,21.08,32.26,33.89,32.42,4.76,68.08,3.6189,2025-03-25
2016,MT,RO848,45-54,M,74.31,33.85,4.218,4.888,3.91,327,8.42,16.42,23.47,62.95,10.25,6.5,67.97,1.6107,2025-11-06
2017,PT,AT4,35-44,T,85.78,68.89,9.215,3.976,22.17,597,9.15,30.68,85.8,12.65,16.11,3.74,67.04,1.0222,2025-03-06
2018,SI,LU369,25-34,F,53.45,28.48,1.262,2.715,23.44,513,14.49,35.36,64.1,43.37,17.27,8.55,42.52,0.2955,2024-02-15
2019,AT,FI504,16-24,M,40.03,21.86,1.982,4.831,14.61,614,12.7,36.78,18.17,77.39,35.24,-0.8,83.74,3.6932,2025-11-08
2020,HR,LU835,65-74,T,63.91,51.32,1.594,8.476,10.28,486,11.54,5.94,60.69,31.55,27.91,3.44,32.59,1.5065,2024-04-13
2021,DK,EE6,55-64,F,40.07,26.36,3.475,3.937,16.64,576,17.38,26.24,45.32,18.44,4.79,6.2,83.98,0.7917,2025-10-03
2022,FR,LV304,45-54,M,57.92,26.61,8.02,3.683,23.04,609,2.44,9.41,67.59,22.58,20.98,1.46,78.14,2.7365,2025-07-04
2023,HU,AT417,35-44,T,57.72,28.62,4.21,0.461,2.74,337,4.95,31.57,55.91,10.1,34.81,5.06,40.29,1.4939,2025-11-28
2024,LV,DE996,25-34,F,29.07,19.07,1.562,6.102,11.63,382,9.17,24.44,72.53,36.29,10.59,4.57,80.33,2.9106,2025-05-25
2025,MT,SE1,16-24,M,50.14,25.58,2.18,1.312,4.83,540,8.96,13.02,59.84,15.44,49.28,5.87,72.88,0.4777,2024-04-12
2026,PT,EE4,65-74,T,79.0,31.42,3.657,2.364,14.96,506,17.34,18.82,53.84,52.07,16.44,8.41,24.77,0.9921,2025-05-10
2014,SI,MT605,55-64,F,70.62,40.51,5.449,0.99,27.99,686,17.08,13.3,83.39,46.06,10.24,7.2,52.43,2.0411,2025-08-16
2015,AT,DK340,45-54,M,44.44,28.27,2.338,1.701,10.63,574,2.32,17.74,31.32,22.48,34.86,7.76,80.1,0.5721,2026-01-20
2016,HR,SK91,35-44,T,56.66,28.16,2.133,1.235,19.49,446,7.06,12.71,83.61,32.27,48.54,-0.06,44.12,1.4167,2024-06-23
2017,DK,BE86,25-34,F,64.11,40.93,0.863,4.058,27.81,759,20.6,37.97,35.93,9.18,7.69,-1.51,49.65,1.3926,2024-05-07
2018,FR,MT228,16-24,M,73.59,49.73,2.354,5.704,22.22,695,19.61,21.48,14.78,60.91,49.26,-0.34,43.61,3.2453,2024-04-20
2019,HU,IT14,65-74,T,42.7,30.55,2.171,1.233,7.99,397,14.97,27.27,78.27,14.19,48.38,-0.02,42.19,0.4907,2025-12-19
2020,LV,ES78,55-64,F,79.87,50.08,5.876,6.592,13.67,578,17.64,26.19,12.15,20.66,9.06,0.45,27.45,0.5722,2025-09-16
2021,MT,HU43,45-54,M,88.51,38.79,7.193,8.5,23.74,553,10.25,36.83,43.49,20.23,45.77,8.78,29.18,0.6388,2024-10-22
2022,PT,LV554,35-44,T,58.16,39.01,5.488,4.942,4.32,579,4.18,43.55,45.34,58.36,22.09,8.79,52.25,1.3381,2024-06-21
