safe_justice_booking_date,safe_justice_arrest_offense_code,safe_justice_charge_severity_level,safe_justice_bail_amount_set,safe_justice_pretrial_release_flag,safe_justice_court_case_id_hash,safe_justice_court_disposition_code,safe_justice_sentence_type_code,safe_justice_sentence_length_days,safe_justice_probation_start_date,safe_justice_parole_eligibility_date,safe_justice_jail_days_served,safe_justice_prison_admission_flag,safe_justice_recidivism_12mo_flag,safe_justice_recidivism_36mo_flag,safe_justice_risk_assessment_score,safe_justice_public_defender_assigned_flag,safe_justice_diversion_program_flag,safe_justice_restorative_justice_flag,safe_justice_record_sealing_eligible_flag
2024-03-28,NDPS-21,Felony,1576464,N,CASE-7fa730f5106f768a,Transferred,CommunityService,691,2022-05-07,2021-04-10,610,N,Y,Y,74.06,N,Y,N,N
2022-06-04,IPC-379,Misdemeanor,483383,Y,CASE-66cf5558d08737c5,Convicted,CommunityService,2717,2022-12-02,2023-07-18,278,Y,Y,Y,55.43,Y,Y,Y,Y
2021-04-17,IPC-420,Misdemeanor,1936107,N,CASE-a13b1eb83e08f5e4,Convicted,Imprisonment,1836,2022-05-27,2018-04-27,361,N,Y,N,30.64,Y,N,Y,Y
2021-06-13,IPC-498A,Misdemeanor,1047925,Y,CASE-d34c01826ec28431,Transferred,Fine,808,2025-11-12,2024-04-11,715,Y,N,Y,90.71,Y,Y,N,Y
2019-01-29,IPC-379,Misdemeanor,452684,Y,CASE-a34f9967b431d643,Plea,Probation,339,2024-12-31,2019-01-04,108,Y,Y,N,10.08,N,N,Y,Y
2025-07-04,IPC-379,Misdemeanor,1102567,N,CASE-61331a6dfcfe7118,Pending,Probation,1740,2025-05-01,2021-05-05,587,N,Y,N,81.72,N,Y,N,Y
2018-03-10,IT-66C,Misdemeanor,1621031,N,CASE-b5c92fd5c46fa9fd,Transferred,CommunityService,2618,2020-01-02,2019-04-23,610,N,N,Y,95.2,Y,Y,Y,Y
2023-11-29,NDPS-21,Misdemeanor,1372528,N,CASE-4c9e415f5d7e4f01,Convicted,TimeServed,1640,2022-08-30,2023-07-04,659,N,Y,Y,15.61,N,N,N,N
2021-04-08,IPC-498A,Misdemeanor,366295,Y,CASE-de4b7b64a3b28cce,Dismissed,Probation,1676,2020-07-19,2022-07-05,704,Y,Y,N,48.85,Y,Y,Y,N
2025-01-06,IPC-498A,Misdemeanor,139863,Y,CASE-893a1a2a75ec8286,Pending,TimeServed,2620,2018-11-06,2020-07-29,138,Y,N,Y,77.97,N,N,Y,N
2021-09-07,IPC-379,Misdemeanor,63445,Y,CASE-c6ff971248938330,Transferred,Probation,3433,2024-08-30,2022-05-21,480,Y,N,Y,24.34,Y,Y,Y,N
2025-06-19,NDPS-21,Felony,873156,N,CASE-34e87757c38a074a,Acquitted,CommunityService,2816,2020-05-15,2022-08-08,296,Y,N,Y,34.44,Y,N,Y,N
2021-12-26,IPC-420,Infraction,2299439,N,CASE-08c2c2845b5d6a61,BailGranted,CommunityService,2722,2018-05-12,2019-05-26,323,Y,Y,N,43.46,N,N,Y,N
2020-10-21,IT-66C,Misdemeanor,504093,N,CASE-3bab0d211ebc0a58,Plea,Diversion,2503,2024-09-29,2021-03-25,236,N,Y,N,85.37,N,N,N,N
2021-09-16,IPC-379,Infraction,81471,Y,CASE-cba4c40b25b3439e,Pending,Diversion,2809,2020-09-23,2018-08-03,32,Y,Y,N,39.84,Y,Y,N,N
2025-01-24,IT-66C,Infraction,615935,N,CASE-d6df88a15986674f,Transferred,Diversion,1694,2020-05-14,2019-09-27,306,Y,N,N,60.43,N,Y,Y,Y
2025-04-09,IPC-498A,Felony,821494,N,CASE-5df478d58b052c0a,Pending,Diversion,2985,2024-06-16,2022-05-03,410,N,N,Y,31.0,Y,N,N,N
2019-06-03,IPC-354,Infraction,2291239,N,CASE-246b7b4970327ba7,Transferred,Imprisonment,1182,2020-09-06,2018-08-27,251,N,N,N,39.15,Y,N,N,N
2024-10-11,IPC-392,Misdemeanor,588583,N,CASE-76aca5e07ef91748,Transferred,Probation,2438,2022-07-04,2018-03-10,389,Y,Y,N,43.53,Y,N,Y,Y
2023-06-02,IPC-498A,Misdemeanor,2402042,N,CASE-0a94be9e260bf9ac,Plea,TimeServed,2652,2024-03-09,2020-02-17,14,N,Y,N,29.19,Y,N,N,N
2025-03-28,IPC-379,Misdemeanor,734096,N,CASE-c2ae43c63ff35a1c,Transferred,Fine,2118,2019-12-11,2022-08-06,576,N,N,Y,54.17,Y,N,N,N
2023-09-25,IPC-302,Misdemeanor,2180439,Y,CASE-01e92958772f5874,Convicted,Diversion,2172,2025-12-09,2022-04-01,295,Y,N,Y,99.57,N,Y,N,Y
2022-09-01,IT-66C,Misdemeanor,1281972,Y,CASE-883d110bf73bfd46,Convicted,Probation,241,2023-04-13,2025-10-02,152,N,Y,N,99.08,N,Y,N,N
2022-12-14,IPC-392,Infraction,229727,Y,CASE-b1509567e23b978d,BailGranted,Imprisonment,299,2023-03-23,2023-07-21,40,N,N,N,5.49,Y,Y,Y,N
2025-05-04,IT-66C,Infraction,2160509,N,CASE-c3f83e68281c3af7,Transferred,Diversion,1356,2019-11-08,2022-08-25,284,N,Y,N,35.1,N,N,Y,Y
2020-07-22,IPC-498A,Felony,1357873,N,CASE-fc3dc67a92df975d,Dismissed,Diversion,1638,2021-07-27,2023-01-23,317,Y,N,N,53.47,Y,N,N,N
2025-07-16,IPC-354,Misdemeanor,1562179,Y,CASE-17fad38bb3efb2df,Plea,Imprisonment,354,2025-04-28,2023-01-07,183,N,Y,Y,50.14,N,N,Y,Y
2021-10-29,IPC-498A,Misdemeanor,1590987,Y,CASE-543d255b1d6ba73a,Pending,Probation,1958,2025-02-05,2018-12-13,612,N,Y,Y,32.84,N,Y,Y,N
2025-11-03,IT-66C,Felony,962206,N,CASE-14a852f8ad149334,Acquitted,TimeServed,777,2020-10-07,2024-05-10,663,N,Y,Y,7.84,N,Y,N,Y
2023-10-16,IPC-498A,Misdemeanor,968714,Y,CASE-2a02b678768898ba,Pending,Fine,3298,2021-04-05,2024-08-26,270,Y,N,N,16.69,N,N,Y,N
2021-07-26,IPC-420,Misdemeanor,190642,N,CASE-f421c0044391d43d,Convicted,Imprisonment,3503,2024-12-03,2022-04-10,446,Y,N,Y,43.6,Y,N,N,Y
2025-01-03,IT-66C,Infraction,493236,N,CASE-762347d7e7d59360,Pending,Probation,2788,2019-02-16,2020-10-05,378,Y,N,Y,12.72,Y,N,N,N
2022-07-18,IT-66C,Felony,2436603,N,CASE-4bbb6ba6075bd52c,Plea,TimeServed,2948,2018-10-01,2022-04-10,225,N,Y,N,6.14,Y,N,Y,Y
2020-09-08,NDPS-21,Misdemeanor,2388828,Y,CASE-d90630d7af779720,Plea,Diversion,910,2024-04-12,2021-07-26,482,N,Y,Y,36.62,Y,N,Y,N
2018-03-09,IPC-392,Infraction,2224248,Y,CASE-9a7582ea32e5aa3d,Dismissed,Imprisonment,2610,2019-06-18,2023-03-08,589,N,Y,N,46.09,Y,N,Y,N
2023-04-22,IPC-392,Misdemeanor,1219037,Y,CASE-8edf8e7cf1c7823b,Pending,Diversion,2689,2020-04-23,2020-04-30,673,N,Y,Y,81.13,Y,N,N,N
2021-10-11,IPC-379,Misdemeanor,514038,N,CASE-bef9da759bed0204,Dismissed,Probation,226,2022-07-15,2018-07-24,537,N,Y,N,32.92,N,Y,Y,Y
2024-07-18,IPC-354,Felony,1744900,N,CASE-f3777afd7f73aa77,Acquitted,Imprisonment,1869,2022-06-30,2022-04-18,507,Y,N,Y,53.48,Y,N,Y,N
2024-03-09,IT-66C,Misdemeanor,273962,Y,CASE-aa28609121fbfabd,Acquitted,Probation,1426,2019-01-29,2019-12-30,400,N,Y,Y,59.55,N,Y,N,Y
2018-06-18,IPC-379,Felony,1545998,Y,CASE-a8ed3b24417317a5,Pending,Imprisonment,680,2021-03-31,2023-01-16,630,Y,Y,N,36.3,Y,N,Y,N
2022-07-30,IPC-498A,Felony,2303360,Y,CASE-257cb7715a3e4a0e,Acquitted,Imprisonment,2690,2022-11-15,2025-01-15,550,N,Y,Y,86.03,N,N,Y,Y
2020-11-19,IPC-354,Misdemeanor,2055311,Y,CASE-8fa68774f716c360,Pending,Probation,1918,2023-02-20,2019-12-17,597,N,N,N,19.54,N,N,N,Y
2020-02-12,IPC-392,Misdemeanor,139237,Y,CASE-3f744a034e37ab69,Dismissed,Diversion,425,2024-10-19,2023-09-26,137,N,N,N,49.3,N,N,Y,Y
2019-03-08,IT-66C,Misdemeanor,1522554,Y,CASE-9e157d7275054096,BailGranted,Diversion,3460,2025-10-06,2019-07-26,304,Y,Y,Y,7.66,Y,Y,Y,Y
2019-01-28,NDPS-21,Misdemeanor,401135,N,CASE-40f384521c68990b,Dismissed,Diversion,1874,2021-07-26,2022-09-03,275,Y,N,Y,61.92,N,N,N,Y
2023-05-24,IPC-420,Misdemeanor,687082,Y,CASE-a09da80384fdeeb4,Convicted,Imprisonment,1708,2025-01-25,2019-09-21,549,N,Y,N,16.72,N,Y,Y,N
2019-09-16,NDPS-21,Infraction,1723415,Y,CASE-149a6179872a307b,Transferred,Imprisonment,1136,2019-10-27,2022-04-25,129,N,N,N,50.96,N,N,N,N
2018-10-11,IPC-379,Felony,1439098,N,CASE-5bb51a06c4c4b734,Pending,Diversion,157,2025-03-08,2025-02-06,350,N,N,N,80.06,N,N,Y,N
2023-05-16,IPC-392,Infraction,2318408,Y,CASE-f8dadd3686491251,Convicted,TimeServed,2566,2023-12-27,2025-05-04,236,N,Y,Y,15.81,N,N,Y,Y
2024-12-09,IT-66C,Felony,2223096,N,CASE-9deac01b2f2d0e08,Dismissed,Probation,1075,2025-10-17,2020-09-05,420,Y,Y,N,63.66,Y,N,Y,Y
2022-03-27,IT-66C,Misdemeanor,1859878,N,CASE-3790dee4438d8fbf,Dismissed,CommunityService,2290,2018-07-03,2024-07-24,58,Y,Y,Y,40.39,N,N,Y,Y
2023-05-24,IPC-498A,Misdemeanor,293416,Y,CASE-4e3b5484c48df37f,Acquitted,Imprisonment,2740,2021-01-24,2023-05-03,310,Y,Y,Y,25.92,Y,Y,N,N
2021-12-30,IPC-498A,Felony,2287676,Y,CASE-e31e6976dd8706c4,Transferred,Imprisonment,3648,2025-12-09,2019-09-07,510,N,Y,N,10.27,Y,N,N,Y
2025-02-05,IPC-498A,Misdemeanor,1306140,N,CASE-cf31758fc3985b32,Convicted,Fine,2853,2022-01-30,2020-02-15,192,N,Y,N,61.76,N,Y,Y,Y
2022-10-18,IPC-392,Felony,1614024,N,CASE-0dea8b60d847e9d8,Transferred,TimeServed,6,2019-05-22,2019-10-27,391,Y,Y,Y,13.11,Y,N,Y,N
2021-06-09,IPC-392,Misdemeanor,1416432,N,CASE-493c3a85c35f0049,Convicted,CommunityService,1987,2024-02-02,2018-02-05,230,N,Y,N,88.24,N,Y,Y,N
2018-01-31,IT-66C,Felony,1236392,Y,CASE-d09ab8a0b5f5019c,Pending,Fine,3009,2022-12-09,2018-04-28,436,N,N,N,12.41,Y,Y,Y,Y
2020-04-14,IPC-302,Felony,111075,N,CASE-4dedbd01d5bb74de,Plea,Imprisonment,3102,2020-07-16,2019-08-29,411,N,N,Y,1.36,N,N,Y,N
2019-09-06,IPC-379,Misdemeanor,822105,N,CASE-89934b5786350c56,Plea,Fine,3334,2019-06-15,2019-02-17,625,N,N,Y,87.96,Y,N,N,Y
2019-08-29,IPC-420,Felony,2384554,Y,CASE-3482677539042b74,BailGranted,Imprisonment,737,2018-12-02,2024-03-30,428,N,N,Y,97.19,N,N,N,Y
2018-07-02,IPC-302,Felony,1104640,Y,CASE-a4a14797a8de1e14,Dismissed,Probation,2337,2023-05-11,2018-02-04,591,N,Y,Y,18.99,Y,Y,N,N
2023-03-15,IPC-392,Misdemeanor,772735,Y,CASE-26193d124c95503a,BailGranted,Imprisonment,415,2018-04-30,2024-09-18,108,N,N,Y,25.41,Y,N,N,Y
2024-01-02,IPC-354,Misdemeanor,2250224,N,CASE-3cb03d35f4657ccc,Convicted,Fine,1140,2023-06-07,2023-10-31,258,Y,Y,N,82.38,Y,Y,Y,N
2025-05-12,IT-66C,Infraction,389566,N,CASE-ff1342b00c4976e7,Transferred,TimeServed,1159,2021-05-23,2019-12-02,558,N,Y,Y,19.36,N,Y,N,N
2019-01-14,IPC-420,Infraction,141891,Y,CASE-dd0c10d82d96f4f7,Transferred,Probation,1245,2020-08-07,2025-12-22,222,N,N,N,69.04,Y,N,N,Y
2020-03-01,IPC-302,Misdemeanor,223038,N,CASE-39333e46302acfcc,BailGranted,Fine,2839,2021-08-22,2018-01-28,466,N,Y,Y,49.47,N,N,N,Y
2018-06-20,NDPS-21,Felony,188398,N,CASE-25a9883810c0ee6a,Acquitted,Probation,3144,2020-07-22,2022-10-25,409,N,Y,N,60.99,Y,Y,N,Y
2024-12-29,NDPS-21,Felony,1996048,Y,CASE-f2395213ac39e1ad,Dismissed,Diversion,3482,2019-11-13,2024-10-02,683,Y,Y,Y,95.51,N,N,Y,N
2020-01-03,NDPS-21,Misdemeanor,8434,Y,CASE-3b5dfade3f3ef5c2,Convicted,Diversion,2261,2018-07-06,2018-10-21,258,Y,N,Y,22.26,Y,Y,Y,Y
2019-07-12,NDPS-21,Misdemeanor,747053,Y,CASE-0ab632578c442716,BailGranted,CommunityService,1537,2018-10-21,2018-04-17,114,Y,Y,N,96.78,Y,N,N,N
2024-08-16,IPC-354,Felony,173587,Y,CASE-6b89eb37fd8e2e6c,BailGranted,Fine,3605,2018-07-15,2018-06-13,557,N,N,Y,51.34,Y,Y,Y,Y
2020-05-23,IPC-302,Misdemeanor,2323479,N,CASE-ba97d24d94d6c735,Transferred,Probation,310,2019-05-18,2023-02-25,75,Y,N,N,64.19,N,Y,Y,Y
2019-09-15,IPC-498A,Misdemeanor,6077,N,CASE-da76e5213d2f4154,Plea,Probation,1355,2024-09-27,2019-08-19,407,Y,N,N,57.33,N,N,Y,N
2018-05-07,IPC-354,Misdemeanor,964568,Y,CASE-3e7d5ac59ec948ff,Acquitted,CommunityService,3320,2019-03-07,2021-06-23,151,Y,Y,N,62.12,Y,Y,N,Y
2019-04-10,IPC-379,Misdemeanor,892635,Y,CASE-48ee5f5c749b3ab3,Pending,Imprisonment,924,2024-11-27,2018-12-09,414,N,Y,Y,23.42,Y,Y,N,Y
2024-12-19,IPC-392,Misdemeanor,549223,Y,CASE-4dd5b18a277f16e7,Dismissed,TimeServed,2200,2018-06-06,2018-03-27,475,Y,Y,N,15.46,Y,Y,Y,N
2018-05-01,IPC-354,Felony,700619,N,CASE-8024cde4e2e38f78,Dismissed,Diversion,2355,2024-09-25,2025-03-16,623,Y,N,N,23.23,Y,Y,N,Y
2022-04-11,IPC-420,Felony,1817246,N,CASE-596b9ee122c0fddc,Convicted,Imprisonment,526,2019-10-03,2020-06-28,650,N,Y,N,0.69,N,N,Y,Y
2018-09-21,IPC-392,Felony,1433265,N,CASE-0d2c6358a7caefbd,Pending,Imprisonment,2679,2019-02-01,2024-08-21,149,Y,N,Y,85.65,N,Y,N,N
2021-02-23,IPC-302,Misdemeanor,19783,N,CASE-e597b401ec92b955,Pending,TimeServed,2253,2019-07-26,2023-10-12,163,Y,Y,N,58.37,N,Y,N,N
2023-05-26,IPC-354,Felony,931490,Y,CASE-99a7bae7b92142f0,Acquitted,Imprisonment,792,2022-01-11,2019-08-04,227,N,Y,Y,51.72,N,N,Y,N
2024-11-27,NDPS-21,Felony,1809281,Y,CASE-feb78cef36343857,Pending,Imprisonment,1603,2023-11-14,2024-08-15,44,N,Y,N,97.77,N,Y,N,N
2019-01-26,IPC-379,Felony,90542,Y,CASE-4a2eb89dc7abe5af,Plea,TimeServed,2780,2022-04-16,2023-12-14,75,N,Y,Y,8.56,Y,Y,N,N
2025-04-19,IPC-302,Infraction,1349838,N,CASE-6ee54c6e6c785a55,Acquitted,Fine,48,2018-10-31,2018-07-26,97,Y,Y,N,11.94,Y,N,Y,N
2022-01-06,IPC-420,Felony,1787355,Y,CASE-12ca7951bf016cef,Transferred,Imprisonment,3076,2024-05-26,2023-01-09,381,N,N,Y,52.36,N,N,Y,N
2018-01-25,IPC-354,Misdemeanor,601518,N,CASE-12544a042b555a78,Dismissed,Imprisonment,3148,2025-04-25,2022-02-21,300,Y,N,N,30.09,N,N,N,N
2025-10-24,IPC-498A,Felony,203094,Y,CASE-8475066ae4be2058,Dismissed,TimeServed,3160,2018-06-02,2024-04-09,625,N,Y,Y,54.87,N,N,Y,N
2018-01-12,IPC-302,Misdemeanor,2411375,N,CASE-2b287a41a4156b9d,Transferred,Probation,242,2022-03-14,2018-03-09,373,N,N,Y,65.45,Y,N,Y,Y
2020-03-06,IT-66C,Misdemeanor,1247996,Y,CASE-368c4aca9d37b562,Pending,Imprisonment,1974,2022-06-03,2024-03-13,241,N,Y,Y,7.79,N,Y,N,N
2024-07-22,IPC-392,Infraction,1648252,Y,CASE-3a70a44a170c3928,Acquitted,Imprisonment,3194,2018-09-23,2023-02-17,478,N,Y,Y,57.3,Y,N,N,Y
2023-11-30,IPC-392,Felony,2353387,Y,CASE-4a3441682eda6bdb,Plea,CommunityService,1473,2020-01-13,2019-06-08,26,N,Y,N,85.62,Y,N,N,Y
2025-03-14,IT-66C,Misdemeanor,1113932,Y,CASE-dcc8b6571ade0908,Convicted,Imprisonment,2266,2021-05-24,2020-05-07,570,N,N,N,85.82,Y,Y,Y,Y
2018-05-31,IPC-420,Felony,424864,Y,CASE-085a83b7c2f34f0c,Plea,Diversion,2068,2019-11-27,2022-03-24,98,N,Y,N,83.66,Y,N,Y,N
2023-07-11,IPC-354,Felony,338386,Y,CASE-3ef95acba1c54afc,Plea,Diversion,1953,2021-09-14,2019-06-09,159,Y,Y,N,68.7,Y,N,Y,N
2023-06-02,IPC-379,Infraction,239076,Y,CASE-4f7deb717a4b4d4f,Acquitted,CommunityService,3230,2021-08-06,2025-10-24,648,Y,Y,Y,6.01,N,N,Y,N
2022-07-29,IPC-420,Felony,390570,Y,CASE-4aa9b5d1e01cc740,Dismissed,Probation,3276,2023-07-20,2022-08-05,132,Y,Y,N,4.49,Y,N,N,N
2022-08-18,IPC-420,Infraction,2078569,Y,CASE-d2840cad2f2522bc,Acquitted,Fine,620,2020-10-02,2022-02-08,2,N,Y,N,14.99,N,Y,Y,Y
2025-11-01,IPC-302,Misdemeanor,1552790,Y,CASE-941187c626c215dc,Acquitted,Imprisonment,1661,2018-09-02,2025-04-02,416,Y,Y,N,27.94,Y,Y,N,N
2023-11-22,IPC-498A,Infraction,2136448,N,CASE-3fc1d1e917c6e3e4,Convicted,TimeServed,2307,2020-01-29,2021-06-18,610,N,Y,Y,36.44,N,N,N,Y
2024-05-28,IT-66C,Felony,43067,N,CASE-1e398192b6b91eea,Convicted,Diversion,2392,2025-05-25,2020-05-25,215,Y,Y,N,89.57,Y,N,Y,Y
2022-03-07,IPC-354,Felony,2250019,N,CASE-9b803ec92eb04da1,Acquitted,Diversion,488,2020-01-02,2025-06-29,294,N,Y,Y,91.56,Y,Y,Y,N
2025-09-28,IPC-302,Misdemeanor,559034,Y,CASE-7a176fb113e3c10a,Pending,Diversion,2449,2018-12-21,2025-02-10,483,N,Y,N,66.37,N,N,N,N
2025-08-25,IPC-379,Misdemeanor,2291613,N,CASE-e95baea6ec5a38e7,Pending,Diversion,976,2020-04-29,2023-06-15,112,Y,N,Y,59.03,Y,Y,Y,N
2022-02-15,IPC-379,Misdemeanor,1413904,N,CASE-1bc6c9bcbec61ae8,Dismissed,TimeServed,3646,2019-12-29,2023-05-01,51,Y,N,N,68.48,N,Y,Y,Y
2024-05-10,IPC-354,Infraction,399266,Y,CASE-f8fa0ec965e28566,Plea,Diversion,419,2019-08-11,2024-08-01,533,Y,N,N,38.15,Y,N,Y,Y
2018-11-01,IT-66C,Infraction,839384,Y,CASE-b1025fd688c5c4e2,Dismissed,Fine,1406,2022-02-06,2024-09-22,503,Y,N,N,85.05,Y,N,N,Y
2021-09-08,IPC-392,Misdemeanor,2261756,Y,CASE-8fd8e211fa891c25,Plea,TimeServed,2336,2021-11-26,2019-08-20,635,N,N,N,52.35,N,N,N,N
2025-08-30,IPC-498A,Felony,1557512,Y,CASE-2ae9f1602d178a83,Plea,Diversion,830,2024-06-22,2021-04-08,702,N,N,Y,54.39,Y,Y,Y,Y
2022-04-01,IT-66C,Misdemeanor,2442162,N,CASE-3e2eba61f6b0e79d,Plea,CommunityService,1086,2020-11-26,2018-06-05,672,Y,Y,Y,59.07,N,N,Y,N
2020-07-20,IPC-392,Infraction,1173867,Y,CASE-708fc1967850c05a,Convicted,Diversion,2282,2023-06-24,2025-06-17,339,N,N,Y,35.12,Y,Y,Y,N
2019-01-27,IPC-354,Felony,1535,N,CASE-2119e50177d16df9,Acquitted,Imprisonment,2011,2022-03-26,2020-11-10,410,Y,Y,N,89.45,Y,N,Y,N
2024-05-30,NDPS-21,Felony,2091324,N,CASE-59c0166e979aa53a,Plea,TimeServed,1221,2023-01-09,2018-08-03,545,Y,N,Y,21.11,Y,N,Y,N
2019-04-13,IT-66C,Misdemeanor,2017749,Y,CASE-39a9c47d2bf88a3c,BailGranted,Diversion,647,2023-04-01,2023-11-10,260,N,Y,N,15.87,N,Y,Y,Y
2021-07-07,IT-66C,Misdemeanor,194893,N,CASE-a9e921c8e67b07e6,BailGranted,TimeServed,1287,2024-06-29,2019-08-17,281,N,N,Y,48.92,Y,N,N,N
2022-01-26,IPC-498A,Misdemeanor,593914,Y,CASE-56112beba87d51b8,BailGranted,Fine,2132,2019-05-23,2020-06-09,683,Y,N,N,4.54,Y,N,Y,N
2025-03-31,IPC-354,Felony,1135175,Y,CASE-20f66344f4cec258,Pending,Fine,766,2018-06-15,2024-02-23,306,Y,Y,Y,49.41,Y,Y,Y,Y
2020-12-15,IPC-379,Misdemeanor,1467907,Y,CASE-fbf53a7cb9639e53,Pending,Imprisonment,2000,2024-02-14,2022-11-22,156,Y,N,N,67.47,Y,N,Y,Y
2025-05-21,NDPS-21,Misdemeanor,1819299,Y,CASE-e998c716562252fb,BailGranted,Diversion,2223,2019-11-26,2023-01-17,412,N,N,N,28.47,Y,N,Y,Y
2021-06-06,IPC-379,Misdemeanor,2108876,N,CASE-3fdc06d0953cc227,Dismissed,Probation,1292,2024-04-26,2023-09-17,580,N,Y,Y,5.37,N,Y,N,N
2024-02-05,IT-66C,Felony,232485,N,CASE-b366e50dd81ba970,Convicted,TimeServed,2899,2021-04-29,2018-01-16,432,Y,N,Y,40.76,N,N,N,N
2024-01-04,IPC-392,Infraction,62772,Y,CASE-06df96ba3f231c18,Dismissed,TimeServed,1516,2018-04-14,2024-10-16,38,N,N,Y,50.21,N,N,Y,Y
2022-05-11,IPC-354,Misdemeanor,2288960,Y,CASE-9b885cd2b68015da,Acquitted,Probation,1291,2019-08-22,2022-05-19,683,N,N,N,60.0,Y,Y,N,Y
2021-11-07,IPC-302,Misdemeanor,1140820,N,CASE-76a6d5c63161f260,Pending,Probation,2249,2021-08-20,2021-11-11,191,N,N,N,91.38,N,Y,Y,Y
2022-01-31,IPC-498A,Infraction,1091637,Y,CASE-65c683e5eb74108f,Dismissed,Diversion,3346,2021-03-30,2018-09-26,281,N,N,N,9.65,Y,Y,Y,Y
2019-07-29,IPC-498A,Misdemeanor,1505477,N,CASE-0b67dfc3656ac98f,Pending,CommunityService,2777,2020-09-14,2024-03-24,657,Y,Y,N,1.08,N,Y,N,Y
2024-07-26,IPC-392,Felony,1747993,N,CASE-d6e2ad0a9e06a62f,BailGranted,Fine,1785,2018-07-12,2020-04-20,463,N,N,Y,91.73,Y,N,N,N
2018-12-19,IPC-420,Infraction,406310,Y,CASE-b73f0b1c4eba4815,BailGranted,Fine,833,2019-12-18,2022-10-21,717,N,N,Y,21.4,Y,Y,Y,Y
2022-06-02,IPC-392,Misdemeanor,512664,Y,CASE-b589dfe1d46050a5,BailGranted,CommunityService,2823,2020-05-10,2022-01-21,473,Y,Y,N,90.12,N,Y,Y,N
2024-02-18,IPC-379,Misdemeanor,1264346,N,CASE-549ae4c3e3117134,Pending,Diversion,801,2024-09-17,2018-02-28,64,N,Y,Y,6.47,N,Y,N,Y
2022-12-16,IPC-302,Infraction,66454,Y,CASE-2286ac5cd3785cd4,Transferred,Imprisonment,880,2024-09-07,2021-09-25,549,Y,Y,N,82.72,Y,Y,N,Y
2019-01-20,NDPS-21,Misdemeanor,1034545,Y,CASE-0b1cffda9a87067c,BailGranted,Imprisonment,19,2022-12-15,2024-02-10,30,Y,N,N,15.53,Y,Y,Y,Y
2024-07-16,IPC-498A,Infraction,77013,Y,CASE-c32d5b3eea3caeda,BailGranted,Fine,1818,2021-12-24,2023-09-14,422,Y,N,Y,31.63,Y,Y,N,Y
2019-10-17,IPC-420,Misdemeanor,1267727,N,CASE-527f2279963b010b,Pending,Imprisonment,2535,2020-11-22,2025-02-11,272,N,N,Y,55.46,Y,Y,N,Y
2025-02-11,NDPS-21,Misdemeanor,798393,N,CASE-1ac5bea5de7621e9,BailGranted,Diversion,492,2020-04-22,2019-01-03,94,N,Y,Y,85.87,N,N,N,Y
2024-08-04,IPC-379,Misdemeanor,1711406,Y,CASE-8ef341a1c17ffc45,Convicted,TimeServed,3115,2018-12-02,2019-07-08,587,N,Y,N,56.98,Y,Y,Y,N
2023-02-16,IPC-354,Felony,941642,N,CASE-a4a67831452b111c,Dismissed,Diversion,241,2023-08-11,2022-10-19,421,Y,N,Y,9.44,N,Y,N,Y
2025-06-30,IPC-392,Misdemeanor,190268,N,CASE-1cc6d1ba81ff4c79,Transferred,Probation,2675,2021-08-12,2019-08-22,98,N,N,Y,96.89,Y,N,Y,Y
2025-11-01,IT-66C,Infraction,114332,N,CASE-7163a9bc2e364967,Pending,CommunityService,132,2025-05-30,2022-02-14,611,N,N,N,58.77,Y,N,Y,Y
2022-04-11,IPC-392,Misdemeanor,2075184,N,CASE-6a9a57d6d465164d,Convicted,CommunityService,1759,2024-03-27,2021-03-02,212,N,N,Y,33.56,N,N,N,N
2021-09-13,IT-66C,Misdemeanor,1165177,N,CASE-714ef54aff47ba85,BailGranted,Fine,3298,2023-04-07,2018-02-13,86,N,Y,N,18.92,N,Y,Y,Y
2025-07-30,IPC-354,Infraction,1338949,Y,CASE-f473e8d2672cb444,Plea,Imprisonment,2521,2022-09-12,2024-06-07,96,N,N,N,94.46,Y,Y,N,Y
2023-12-26,IPC-302,Misdemeanor,1527790,N,CASE-e23832b843e1b2cd,Transferred,CommunityService,2915,2018-06-18,2023-02-05,459,N,Y,Y,1.49,Y,N,N,Y
2020-01-15,IPC-392,Misdemeanor,602157,Y,CASE-33cb890aa1536cbd,Plea,Probation,3296,2022-05-13,2019-06-02,302,Y,Y,N,42.34,Y,N,N,Y
2020-04-07,IPC-498A,Misdemeanor,1784354,Y,CASE-290254a82ae1a62a,Dismissed,Fine,1644,2021-01-17,2021-06-05,102,Y,N,Y,58.12,N,Y,Y,N
2020-03-07,IPC-420,Felony,791685,N,CASE-9d8b44ee8b3e3031,Convicted,Fine,2619,2021-04-07,2020-01-16,164,N,N,N,33.3,N,N,Y,N
2023-03-25,IPC-354,Misdemeanor,752388,N,CASE-9a4a97555ec79567,Convicted,Probation,1300,2021-05-16,2022-04-11,287,Y,Y,N,69.25,N,N,Y,N
2024-09-18,IPC-302,Felony,80700,N,CASE-f46b47f2427c4ef0,Acquitted,Probation,436,2019-01-16,2022-06-27,279,N,N,Y,75.99,Y,Y,N,N
2019-08-07,IPC-420,Misdemeanor,478820,N,CASE-cc35653820c288ff,Plea,Imprisonment,1081,2022-10-28,2018-04-14,638,Y,Y,N,73.88,N,N,N,N
