soc_esspros_reference_year,soc_esspros_country_iso2,soc_esspros_function_code,soc_esspros_benefit_type_code,soc_esspros_financing_source_code,soc_esspros_expenditure_total_eur,soc_esspros_expenditure_pct_gdp,soc_esspros_beneficiaries_count,soc_esspros_mean_benefit_eur,soc_esspros_admin_cost_eur,soc_esspros_in_kind_benefit_eur,soc_esspros_cash_benefit_eur,soc_esspros_means_tested_share_pct,soc_esspros_digital_application_rate_pct,soc_esspros_processing_time_days_median,soc_esspros_fraud_detected_amount_eur,soc_esspros_recovery_amount_eur,soc_esspros_eurostat_table_code,soc_esspros_methodology_version,soc_esspros_data_extract_date
2017,BG,SICKNESS_HEALTHCARE,CASH_PERIODIC,EMPLOYER,78505651540.76,11.384,103385,759352.44,4336887598.44,35663282344.14,42842369196.62,12.29,45.88,94,268537335.65,156245155.97,spr_exp_sum,ESSPROS_2019,2025-01-21
2018,FR,UNEMPLOYMENT,CASH_LUMP_SUM,HOUSEHOLD,134555879249.95,19.223,102905,1307573.77,6234696360.25,73093734516.85,61462144733.1,6.75,25.12,102,106027892.46,23850010.36,spr_ben_sum,ESSPROS_2025B,2025-11-04
2019,LT,OLD_AGE,IN_KIND,EU_FUNDS,95821657484.97,12.088,101359,945369.01,3004152286.61,34048755439.62,61772902045.35,15.72,32.61,92,338187832.14,88759965.03,spr_exp_oth,ESSPROS_2024A,2024-06-28
2020,SK,SOCIAL_EXCLUSION,TAX_RELIEF,OTHER,62446310488.35,8.573,103093,605727.94,2801141083.74,20742933590.57,41703376897.78,26.78,86.63,104,148572446.8,22549499.04,spr_exp_fnct,ESSPROS_2023,2024-02-22
2021,HR,FAMILY_CHILDREN,MIXED,SOCIAL_CONTRIBUTIONS,49560218730.84,6.486,102099,485413.36,1085976806.19,20067194412.55,29493024318.29,50.47,18.2,100,210712386.58,145905250.49,spr_finsum,ESSPROS_2021,2025-01-05
2022,DE,DISABILITY,CASH_PERIODIC,GENERAL_TAX,210078665726.9,30.778,102519,2049168.11,8032398939.14,54048507176.57,156030158550.33,53.36,83.0,102,540177517.96,297744815.49,spr_exp_sum,ESSPROS_2019,2024-10-29
2023,LU,HOUSING,CASH_LUMP_SUM,EMPLOYER,148962694508.08,20.921,101617,1465922.97,7170425255.63,33664869472.91,115297825035.17,2.53,35.64,106,18981834.72,6921950.17,spr_ben_sum,ESSPROS_2025B,2024-10-10
2024,SI,SURVIVORS,IN_KIND,HOUSEHOLD,253196736243.29,30.669,101674,2490280.07,9661223139.68,91743555512.82,161453180730.47,56.73,73.58,94,470275974.1,186209808.62,spr_exp_oth,ESSPROS_2024A,2025-11-13
2025,CY,SICKNESS_HEALTHCARE,TAX_RELIEF,EU_FUNDS,182062772341.76,26.31,103803,1753925.92,7270498797.91,72349687667.77,109713084673.99,14.87,18.28,101,604977024.28,317964841.84,spr_exp_fnct,ESSPROS_2023,2024-09-12
2026,GR,UNEMPLOYMENT,MIXED,OTHER,127328801382.93,16.512,104370,1219975.1,7141793546.06,21925101335.73,105403700047.2,31.1,82.46,110,450555807.18,83433293.78,spr_finsum,ESSPROS_2021,2025-05-24
2010,MT,OLD_AGE,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,136474814464.87,16.01,103790,1314912.94,5007659612.31,38064549959.34,98410264505.53,12.26,27.32,101,222651782.15,61290601.0,spr_exp_sum,ESSPROS_2019,2024-08-08
2011,ES,SOCIAL_EXCLUSION,CASH_LUMP_SUM,GENERAL_TAX,79913767360.89,10.261,103855,769474.43,1066216897.92,40516510948.11,39397256412.78,7.63,77.82,107,44541288.23,30129986.7,spr_ben_sum,ESSPROS_2025B,2024-06-08
2012,CZ,FAMILY_CHILDREN,IN_KIND,EMPLOYER,219022823171.77,28.761,103696,2112162.7,4090577978.88,50824103811.55,168198719360.22,56.32,88.79,113,802674470.53,529753301.84,spr_exp_oth,ESSPROS_2024A,2024-09-25
2013,HU,DISABILITY,TAX_RELIEF,HOUSEHOLD,276586808477.84,31.286,104243,2653289.03,7084845433.17,115139734838.11,161447073639.73,46.64,73.89,101,1158173373.18,571414667.63,spr_exp_fnct,ESSPROS_2023,2024-11-01
2014,NL,HOUSING,MIXED,EU_FUNDS,81001265145.47,11.983,104072,778319.48,1530947302.97,23196475665.52,57804789479.95,59.47,64.17,103,337492932.74,144972619.69,spr_finsum,ESSPROS_2021,2024-06-17
2015,SE,SURVIVORS,CASH_PERIODIC,OTHER,176242423742.61,23.25,103625,1700771.28,9572081720.11,79574689813.08,96667733929.53,42.16,41.61,116,442636091.7,273044368.64,spr_exp_sum,ESSPROS_2019,2025-11-01
2016,DK,SICKNESS_HEALTHCARE,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,158536342751.69,23.767,104227,1521067.89,9360947382.4,72674368353.31,85861974398.38,2.38,87.65,110,259826287.7,157184380.69,spr_ben_sum,ESSPROS_2025B,2024-08-19
2017,IE,UNEMPLOYMENT,IN_KIND,GENERAL_TAX,214704856969.01,25.243,104352,2057505.91,4824039112.08,46621424422.52,168083432546.49,58.25,69.43,100,924234011.61,661896756.03,spr_exp_oth,ESSPROS_2024A,2024-06-01
2018,PL,OLD_AGE,TAX_RELIEF,EMPLOYER,237565983958.56,29.776,104885,2265013.91,10477805776.08,32635543140.43,204930440818.13,28.64,50.19,107,189896891.72,110161168.72,spr_exp_fnct,ESSPROS_2023,2024-02-24
2019,AT,SOCIAL_EXCLUSION,MIXED,HOUSEHOLD,161976788841.42,19.629,104337,1552438.63,4733309789.41,25214775222.71,136762013618.71,21.53,18.22,116,250265631.1,110435931.45,spr_finsum,ESSPROS_2021,2024-03-24
2020,EE,FAMILY_CHILDREN,CASH_PERIODIC,EU_FUNDS,160431922370.49,21.741,104728,1531891.4,8401646602.82,76685866439.03,83746055931.46,56.62,87.04,119,113223249.48,52665593.29,spr_exp_sum,ESSPROS_2019,2025-10-23
2021,IT,DISABILITY,CASH_LUMP_SUM,OTHER,54991561612.71,6.65,105206,522703.66,2938690747.41,8795339923.99,46196221688.72,12.63,9.9,120,97833972.64,23393416.45,spr_ben_sum,ESSPROS_2025B,2024-03-10
2022,PT,HOUSING,IN_KIND,SOCIAL_CONTRIBUTIONS,129106892935.9,15.848,106035,1217587.52,2328373087.75,68501333235.25,60605559700.65,58.65,29.59,105,316656448.79,213703047.7,spr_exp_oth,ESSPROS_2024A,2025-06-12
2023,BE,SURVIVORS,TAX_RELIEF,GENERAL_TAX,163648661549.04,18.711,104632,1564040.27,4215263080.42,39017000850.98,124631660698.06,4.31,13.1,122,103767293.29,37246259.97,spr_exp_fnct,ESSPROS_2023,2026-02-06
2024,FI,SICKNESS_HEALTHCARE,MIXED,EMPLOYER,45757328388.68,5.57,103670,441374.83,2099508986.87,10647089167.19,35110239221.49,34.64,31.57,120,28886638.81,21066521.44,spr_finsum,ESSPROS_2021,2024-07-07
2025,LV,UNEMPLOYMENT,CASH_PERIODIC,HOUSEHOLD,75779817523.17,9.952,105546,717979.06,3067460579.63,33702465696.3,42077351826.87,1.24,47.77,119,134667113.35,46634956.63,spr_exp_sum,ESSPROS_2019,2024-04-13
2026,RO,OLD_AGE,CASH_LUMP_SUM,EU_FUNDS,86163425559.88,10.156,105796,814429.9,1602322618.75,26524894960.9,59638530598.98,20.97,88.27,122,85661279.77,31315390.3,spr_ben_sum,ESSPROS_2025B,2024-12-30
2010,BG,SOCIAL_EXCLUSION,IN_KIND,OTHER,158977126241.13,19.775,105275,1510112.81,4211553705.13,50439719774.06,108537406467.07,7.89,80.33,117,660792477.89,405712927.04,spr_exp_oth,ESSPROS_2024A,2025-04-16
2011,FR,FAMILY_CHILDREN,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,86792549836.71,9.805,105722,820950.7,2844714187.55,35395376968.29,51397172868.42,5.53,17.32,116,360410515.58,154784938.9,spr_exp_fnct,ESSPROS_2023,2024-08-13
2012,LT,DISABILITY,MIXED,GENERAL_TAX,73524299300.06,9.687,104663,702486.07,1217985472.53,31471582933.65,42052716366.41,16.94,55.22,128,307354291.8,149134052.32,spr_finsum,ESSPROS_2021,2025-01-14
2013,SK,HOUSING,CASH_PERIODIC,EMPLOYER,75584070332.52,9.15,104792,721277.1,1707163564.97,27438173921.65,48145896410.87,54.71,64.26,119,187678631.56,97466295.93,spr_exp_sum,ESSPROS_2019,2024-01-21
2014,HR,SURVIVORS,CASH_LUMP_SUM,HOUSEHOLD,212257137721.13,27.319,106052,2001443.99,9839923900.22,51549166688.37,160707971032.76,59.82,49.57,119,494478212.39,187410059.21,spr_ben_sum,ESSPROS_2025B,2024-07-06
2015,DE,SICKNESS_HEALTHCARE,IN_KIND,EU_FUNDS,111153162356.18,13.474,106132,1047310.54,3112038832.08,31320032982.59,79833129373.59,36.28,40.29,131,227893089.87,78452185.29,spr_exp_oth,ESSPROS_2024A,2025-06-02
2016,LU,UNEMPLOYMENT,TAX_RELIEF,OTHER,162974614843.56,21.425,104642,1557449.35,5732056349.87,28309693783.86,134664921059.7,3.02,61.37,126,521871151.14,292918469.75,spr_exp_fnct,ESSPROS_2023,2025-04-25
2017,SI,OLD_AGE,MIXED,SOCIAL_CONTRIBUTIONS,55303738135.24,7.251,107414,514865.27,3000660062.0,10223569191.33,45080168943.91,51.91,46.27,129,200287382.06,35792532.1,spr_finsum,ESSPROS_2021,2025-08-25
2018,CY,SOCIAL_EXCLUSION,CASH_PERIODIC,GENERAL_TAX,224654598068.12,24.334,107008,2099418.72,7320920581.4,100799994018.71,123854604049.41,34.49,41.25,118,693405411.53,220692330.09,spr_exp_sum,ESSPROS_2019,2024-11-20
2019,GR,FAMILY_CHILDREN,CASH_LUMP_SUM,EMPLOYER,74542192461.08,7.937,106678,698758.81,2313172337.75,37165433593.41,37376758867.67,34.78,38.7,122,90991684.55,46782033.44,spr_ben_sum,ESSPROS_2025B,2024-07-24
2020,MT,DISABILITY,IN_KIND,HOUSEHOLD,191022559535.31,25.081,106476,1794043.35,5479382868.03,74029340911.0,116993218624.31,5.81,33.07,135,610474594.15,381949961.41,spr_exp_oth,ESSPROS_2024A,2026-01-18
2021,ES,HOUSING,TAX_RELIEF,EU_FUNDS,205852363160.46,25.571,105564,1950024.28,3286868479.1,82926314004.43,122926049156.03,59.32,29.39,132,113392399.46,53340094.84,spr_exp_fnct,ESSPROS_2023,2024-06-06
2022,CZ,SURVIVORS,MIXED,OTHER,240880969071.7,28.537,105339,2286721.62,8179336586.25,82296180764.64,158584788307.06,12.96,58.98,123,984047799.03,704940446.07,spr_finsum,ESSPROS_2021,2025-09-10
2023,HU,SICKNESS_HEALTHCARE,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,181298338768.57,21.621,106587,1700942.32,3626439246.97,21817125486.86,159481213281.71,39.29,44.63,9,195789808.38,122028374.48,spr_exp_sum,ESSPROS_2019,2025-01-30
2024,NL,UNEMPLOYMENT,CASH_LUMP_SUM,GENERAL_TAX,219445047974.81,30.063,106021,2069826.24,11788370897.82,120046044166.43,99399003808.38,11.8,69.36,22,516048487.54,126394098.5,spr_ben_sum,ESSPROS_2025B,2025-09-05
2025,SE,OLD_AGE,IN_KIND,EMPLOYER,108064163156.38,13.085,108302,997803.95,1139034752.48,29827267851.89,78236895304.49,56.51,79.09,6,293759512.85,114198558.22,spr_exp_oth,ESSPROS_2024A,2025-07-25
2026,DK,SOCIAL_EXCLUSION,TAX_RELIEF,HOUSEHOLD,27703884887.84,3.535,106703,259635.48,707717745.34,3348830763.69,24355054124.15,0.48,79.7,15,16545071.31,10426132.67,spr_exp_fnct,ESSPROS_2023,2024-08-01
2010,IE,FAMILY_CHILDREN,MIXED,EU_FUNDS,251949440638.68,32.552,107774,2337757.16,3469458051.34,55187173876.99,196762266761.69,6.11,52.12,24,660388108.42,365882058.04,spr_finsum,ESSPROS_2021,2026-02-03
2011,PL,DISABILITY,CASH_PERIODIC,OTHER,200347147677.46,21.835,108058,1854070.48,7912991879.95,52647598006.69,147699549670.77,13.02,58.33,23,47666231.04,31676589.47,spr_exp_sum,ESSPROS_2019,2026-01-01
2012,AT,HOUSING,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,265054796180.21,27.895,108403,2445087.28,9895682422.18,131056173320.72,133998622859.49,24.12,41.92,21,87850098.75,32722922.08,spr_ben_sum,ESSPROS_2025B,2025-06-03
2013,EE,SURVIVORS,IN_KIND,GENERAL_TAX,51045390111.7,5.943,107517,474765.76,1731158597.05,18996965735.09,32048424376.61,8.88,53.84,23,76836860.59,30179056.93,spr_exp_oth,ESSPROS_2024A,2024-09-15
2014,IT,SICKNESS_HEALTHCARE,TAX_RELIEF,EMPLOYER,166303908968.65,19.377,107561,1546135.76,5332059045.2,52720825328.44,113583083640.21,11.93,34.69,20,424230002.35,206714666.3,spr_exp_fnct,ESSPROS_2023,2024-07-01
2015,PT,UNEMPLOYMENT,MIXED,HOUSEHOLD,250325834367.2,26.747,107012,2339231.44,8621935619.38,133142313572.04,117183520795.16,17.05,55.71,30,84337498.01,29838290.35,spr_finsum,ESSPROS_2021,2024-12-17
2016,BE,OLD_AGE,CASH_PERIODIC,EU_FUNDS,231795346998.29,29.199,109260,2121502.35,13795035808.59,73392477604.5,158402869393.79,42.59,70.12,13,249786782.05,72586197.31,spr_exp_sum,ESSPROS_2019,2024-02-19
2017,FI,SOCIAL_EXCLUSION,CASH_LUMP_SUM,OTHER,68823856894.66,9.137,108341,635252.18,1084806979.39,33424920762.25,35398936132.41,56.35,60.12,18,32190820.99,22251019.83,spr_ben_sum,ESSPROS_2025B,2024-11-11
2018,LV,FAMILY_CHILDREN,IN_KIND,SOCIAL_CONTRIBUTIONS,143900942866.52,18.824,106718,1348422.41,3265512694.29,62904208367.34,80996734499.18,11.84,11.09,22,341066869.39,213326873.36,spr_exp_oth,ESSPROS_2024A,2024-04-27
2019,RO,DISABILITY,TAX_RELIEF,GENERAL_TAX,99073527311.06,13.052,107843,918682.97,2909090746.17,20933623964.98,78139903346.08,56.16,77.72,19,110581302.72,38578515.91,spr_exp_fnct,ESSPROS_2023,2024-08-15
2020,BG,HOUSING,MIXED,EMPLOYER,138154107582.69,17.449,109828,1257913.35,7837699193.51,65016220159.12,73137887423.57,62.89,49.86,21,88000138.62,34116592.95,spr_finsum,ESSPROS_2021,2025-08-08
2021,FR,SURVIVORS,CASH_PERIODIC,HOUSEHOLD,150090794650.66,19.111,109665,1368629.87,4425842738.23,80664978736.9,69425815913.76,5.92,86.35,34,525330665.2,342851199.39,spr_exp_sum,ESSPROS_2019,2025-05-10
2022,LT,SICKNESS_HEALTHCARE,CASH_LUMP_SUM,EU_FUNDS,64518466907.09,7.038,108150,596564.65,3319555197.7,29019830302.57,35498636604.52,40.93,28.78,34,160002098.93,59596293.88,spr_ben_sum,ESSPROS_2025B,2025-02-09
2023,SK,UNEMPLOYMENT,IN_KIND,OTHER,292094285718.1,30.32,108431,2693826.36,14222571077.32,42421436863.86,249672848854.24,15.14,84.78,30,887055947.6,637152189.31,spr_exp_oth,ESSPROS_2024A,2025-11-03
2024,HR,OLD_AGE,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,114541853002.19,12.975,109507,1045977.45,4835979221.79,61588988188.27,52952864813.92,59.67,8.03,32,358248922.79,98227507.89,spr_exp_fnct,ESSPROS_2023,2025-10-05
2025,DE,SOCIAL_EXCLUSION,MIXED,GENERAL_TAX,199087071409.36,20.719,108107,1841574.29,7434871887.8,61509322360.47,137577749048.89,31.01,71.73,25,880340698.38,457507536.81,spr_finsum,ESSPROS_2021,2025-08-13
2026,LU,FAMILY_CHILDREN,CASH_PERIODIC,EMPLOYER,82310472990.55,10.571,108260,760303.65,4227781101.38,29793380407.36,52517092583.19,51.15,38.87,24,22940329.34,10456039.85,spr_exp_sum,ESSPROS_2019,2024-12-10
2010,SI,DISABILITY,CASH_LUMP_SUM,HOUSEHOLD,240252964105.44,27.511,108761,2208999.22,13257323401.1,61475658625.56,178777305479.88,49.89,50.45,31,41607055.14,19489735.44,spr_ben_sum,ESSPROS_2025B,2025-06-23
2011,CY,HOUSING,IN_KIND,EU_FUNDS,292339548683.96,33.227,109901,2660026.28,12272741347.73,145205525550.38,147134023133.58,55.4,41.32,33,286886803.56,161219836.5,spr_exp_oth,ESSPROS_2024A,2025-12-24
2012,GR,SURVIVORS,TAX_RELIEF,OTHER,36151023571.78,3.638,108842,332142.22,723071536.15,14016913506.9,22134110064.88,23.89,41.12,30,76919457.22,33770911.18,spr_exp_fnct,ESSPROS_2023,2026-01-13
2013,MT,SICKNESS_HEALTHCARE,MIXED,SOCIAL_CONTRIBUTIONS,114262435159.82,13.909,110483,1034208.3,2819535217.28,58067852931.68,56194582228.14,58.47,94.54,37,108259226.47,62286595.2,spr_finsum,ESSPROS_2021,2025-02-17
2014,ES,UNEMPLOYMENT,CASH_PERIODIC,GENERAL_TAX,47939564909.66,5.391,111195,431130.58,538533156.65,16414346257.32,31525218652.34,34.17,62.09,30,194020862.6,72917765.01,spr_exp_sum,ESSPROS_2019,2025-05-08
2015,CZ,OLD_AGE,CASH_LUMP_SUM,EMPLOYER,320511501580.24,33.262,110950,2888792.26,15898819814.77,169655531342.87,150855970237.37,52.87,9.65,29,236604044.37,40104770.45,spr_ben_sum,ESSPROS_2025B,2024-11-27
2016,HU,SOCIAL_EXCLUSION,IN_KIND,HOUSEHOLD,39972382130.62,5.041,109298,365719.25,971555378.09,18060413304.58,21911968826.04,16.61,68.69,32,54933855.63,21558328.06,spr_exp_oth,ESSPROS_2024A,2025-08-15
2017,NL,FAMILY_CHILDREN,TAX_RELIEF,EU_FUNDS,188218693596.18,21.514,108726,1731128.65,10400581053.12,65274890108.91,122943803487.27,59.95,91.58,31,357505903.4,121264876.5,spr_exp_fnct,ESSPROS_2023,2025-02-19
2018,SE,DISABILITY,MIXED,OTHER,98081667841.26,9.842,111120,882664.4,1537635723.48,18929745486.65,79151922354.61,48.44,51.09,41,57365089.96,39528624.12,spr_finsum,ESSPROS_2021,2025-03-05
2019,DK,HOUSING,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,67660281989.99,8.402,109744,616528.3,2784430362.21,10045015050.35,57615266939.64,14.32,79.25,36,149221394.76,64510263.68,spr_exp_sum,ESSPROS_2019,2024-01-15
2020,IE,SURVIVORS,CASH_LUMP_SUM,GENERAL_TAX,212063951048.97,24.632,109382,1938746.33,4295384486.89,110467241601.21,101596709447.76,36.22,25.4,51,912554204.9,461074392.97,spr_ben_sum,ESSPROS_2025B,2024-11-29
2021,PL,SICKNESS_HEALTHCARE,IN_KIND,EMPLOYER,159240747773.91,17.132,109131,1459170.61,9305793377.25,55077521251.81,104163226522.1,37.95,77.13,44,93354034.83,18990561.95,spr_exp_oth,ESSPROS_2024A,2025-09-13
2022,AT,UNEMPLOYMENT,TAX_RELIEF,HOUSEHOLD,36766766399.75,3.932,110647,332288.87,2048777149.78,5206360809.16,31560405590.59,4.42,15.19,44,82398917.19,36222089.28,spr_exp_fnct,ESSPROS_2023,2025-03-11
2023,EE,OLD_AGE,MIXED,EU_FUNDS,261014663519.19,26.62,110452,2363150.18,9929160135.65,40801018867.78,220213644651.41,2.55,42.38,50,304648176.21,132047130.89,spr_finsum,ESSPROS_2021,2024-12-22
2024,IT,SOCIAL_EXCLUSION,CASH_PERIODIC,OTHER,175741939956.25,17.566,109713,1601833.33,5966129083.36,48134097874.39,127607842081.86,4.78,74.41,42,619520926.79,249982644.05,spr_exp_sum,ESSPROS_2019,2025-03-07
2025,PT,FAMILY_CHILDREN,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,34674568005.25,3.452,111211,311790.81,1950667827.87,13774843041.86,20899724963.39,62.2,28.88,56,45593983.13,33084548.32,spr_ben_sum,ESSPROS_2025B,2024-02-18
2026,BE,DISABILITY,IN_KIND,GENERAL_TAX,97893001008.69,11.935,109817,891419.37,1574557916.67,22945899594.88,74947101413.81,52.74,27.47,55,46451215.2,7043820.62,spr_exp_oth,ESSPROS_2024A,2024-01-19
2010,FI,HOUSING,TAX_RELIEF,EMPLOYER,78860775525.29,9.772,110102,716251.98,3872317963.32,36538887336.67,42321888188.62,5.53,36.09,54,279095647.01,194580039.22,spr_exp_fnct,ESSPROS_2023,2026-02-20
2011,LV,SURVIVORS,MIXED,HOUSEHOLD,219026078164.43,25.176,112731,1942909.03,10510057363.93,93870387603.79,125155690560.64,25.8,41.63,49,852663313.66,194142886.86,spr_finsum,ESSPROS_2021,2024-07-17
2012,RO,SICKNESS_HEALTHCARE,CASH_PERIODIC,EU_FUNDS,95204982174.19,9.207,110624,860617.79,4510847145.96,49130533223.35,46074448950.84,5.87,79.22,45,264929469.71,58311049.11,spr_exp_sum,ESSPROS_2019,2024-10-19
2013,BG,UNEMPLOYMENT,CASH_LUMP_SUM,OTHER,42514505735.31,4.559,111941,379793.87,1986617742.76,7328606061.87,35185899673.44,55.1,30.07,45,169782279.55,64841354.14,spr_ben_sum,ESSPROS_2025B,2026-01-08
2014,FR,OLD_AGE,IN_KIND,SOCIAL_CONTRIBUTIONS,145611262395.27,14.074,112444,1294966.94,4064704004.23,47763129657.49,97848132737.78,64.34,61.14,53,164548125.63,86131017.73,spr_exp_oth,ESSPROS_2024A,2025-09-03
2015,LT,SOCIAL_EXCLUSION,TAX_RELIEF,GENERAL_TAX,312547625255.05,30.239,111451,2804350.12,15216371050.14,150207636738.78,162339988516.27,36.69,26.13,62,585102016.17,149632623.78,spr_exp_fnct,ESSPROS_2023,2024-04-27
2016,SK,FAMILY_CHILDREN,MIXED,EMPLOYER,98138126019.69,9.831,110940,884605.43,5037181367.75,31393217971.1,66744908048.59,0.35,78.24,58,248500605.87,143850817.5,spr_finsum,ESSPROS_2021,2024-03-22
2017,HR,DISABILITY,CASH_PERIODIC,HOUSEHOLD,268427179037.95,30.487,112116,2394191.54,6260212653.96,66146902556.34,202280276481.61,5.46,83.59,49,453961523.0,199821201.01,spr_exp_sum,ESSPROS_2019,2025-08-28
2018,DE,HOUSING,CASH_LUMP_SUM,EU_FUNDS,46049254012.98,4.967,112954,407681.48,2318209235.33,13022478811.65,33026775201.33,5.82,89.62,67,32987884.31,16052423.85,spr_ben_sum,ESSPROS_2025B,2026-02-05
2019,LU,SURVIVORS,IN_KIND,OTHER,291262820337.2,29.71,111338,2616023.46,6020085010.95,126471095034.39,164791725302.81,46.56,10.72,60,618480533.47,234548986.28,spr_exp_oth,ESSPROS_2024A,2025-02-01
2020,SI,SICKNESS_HEALTHCARE,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,280699834077.21,30.065,112785,2488804.66,7367166555.43,137910151905.18,142789682172.03,62.85,62.66,51,496414167.13,263217421.72,spr_exp_fnct,ESSPROS_2023,2025-08-14
2021,CY,UNEMPLOYMENT,MIXED,GENERAL_TAX,186079025012.49,17.053,114018,1632014.46,2488947905.51,88281995116.8,97797029895.69,32.69,20.57,69,777081592.5,226630897.48,spr_finsum,ESSPROS_2021,2024-01-19
2022,GR,OLD_AGE,CASH_PERIODIC,EMPLOYER,137288407414.19,14.938,113230,1212473.79,5505709917.23,42726978585.88,94561428828.31,24.62,53.61,66,548813766.22,305433579.19,spr_exp_sum,ESSPROS_2019,2025-05-21
2023,MT,SOCIAL_EXCLUSION,CASH_LUMP_SUM,HOUSEHOLD,155761744018.99,17.093,114106,1365061.82,7892971588.27,82464372204.11,73297371814.88,36.37,22.67,54,488397525.14,176453302.98,spr_ben_sum,ESSPROS_2025B,2025-07-25
2024,ES,FAMILY_CHILDREN,IN_KIND,EU_FUNDS,159626911375.72,15.858,112272,1421787.37,3685804479.34,81828600939.4,77798310436.32,39.9,8.33,57,696040231.11,276505657.56,spr_exp_oth,ESSPROS_2024A,2025-01-25
2025,CZ,DISABILITY,TAX_RELIEF,OTHER,143747249647.01,15.14,112097,1282346.98,8583604495.74,20407340463.26,123339909183.75,5.2,60.46,72,189711808.88,76362395.83,spr_exp_fnct,ESSPROS_2023,2025-01-03
2026,HU,HOUSING,MIXED,SOCIAL_CONTRIBUTIONS,297986395192.68,28.014,111886,2663303.68,9064262038.62,152971030687.91,145015364504.77,13.81,24.47,59,977080655.3,700911195.92,spr_finsum,ESSPROS_2021,2025-11-27
2010,NL,SURVIVORS,CASH_PERIODIC,GENERAL_TAX,76604151080.85,7.235,112310,682077.74,3128721251.99,30256823837.59,46347327243.26,62.49,12.83,60,186528778.06,49202646.57,spr_exp_sum,ESSPROS_2019,2025-04-13
2011,SE,SICKNESS_HEALTHCARE,CASH_LUMP_SUM,EMPLOYER,272491045738.2,28.546,113382,2403300.75,14748564655.43,130982777304.86,141508268433.34,58.59,78.71,64,313041068.22,196984139.24,spr_ben_sum,ESSPROS_2025B,2025-03-16
2012,DK,UNEMPLOYMENT,IN_KIND,HOUSEHOLD,50580536184.41,5.85,114083,443366.11,1153303242.97,13774212318.12,36806323866.29,24.86,43.56,65,185459141.11,107024676.41,spr_exp_oth,ESSPROS_2024A,2024-07-26
2013,IE,OLD_AGE,TAX_RELIEF,EU_FUNDS,186475343388.84,18.691,114860,1623501.16,11188193986.22,88554046938.16,97921296450.68,61.57,27.52,64,330550093.18,165530775.49,spr_exp_fnct,ESSPROS_2023,2026-02-15
2014,PL,SOCIAL_EXCLUSION,MIXED,OTHER,80545567819.47,8.971,114593,702883.84,1276742522.63,15912511884.98,64633055934.49,2.63,64.97,70,108988521.02,67166655.84,spr_finsum,ESSPROS_2021,2024-02-01
2015,AT,FAMILY_CHILDREN,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,79051579079.28,9.058,114578,689936.8,4243150130.12,23817603776.61,55233975302.67,24.82,19.02,64,45714162.09,8163083.03,spr_exp_sum,ESSPROS_2019,2025-11-08
2016,EE,DISABILITY,CASH_LUMP_SUM,GENERAL_TAX,39522325140.74,4.431,114252,345922.39,1981327449.53,20311829306.47,19210495834.27,26.79,20.77,74,58071104.92,36621899.23,spr_ben_sum,ESSPROS_2025B,2025-10-11
2017,IT,HOUSING,IN_KIND,EMPLOYER,57384005093.3,5.827,113171,507055.74,2143199611.17,19542466082.56,37841539010.74,30.62,88.75,71,55267638.43,10525474.23,spr_exp_oth,ESSPROS_2024A,2026-02-25
2018,PT,SURVIVORS,TAX_RELIEF,HOUSEHOLD,141362562475.88,15.283,113210,1248675.58,4655974753.69,57460268652.88,83902293823.0,4.81,51.99,78,381424658.25,250111385.26,spr_exp_fnct,ESSPROS_2023,2025-03-25
2019,BE,SICKNESS_HEALTHCARE,MIXED,EU_FUNDS,199450078647.49,17.509,115587,1725540.75,7985100567.41,27335290806.98,172114787840.51,24.61,76.17,76,222226593.49,47668234.12,spr_finsum,ESSPROS_2021,2024-10-24
2020,FI,UNEMPLOYMENT,CASH_PERIODIC,OTHER,280251323918.15,24.194,113495,2469283.44,5136608227.38,110449673559.31,169801650358.84,8.02,33.9,78,1028311879.08,349349787.3,spr_exp_sum,ESSPROS_2019,2026-02-11
2021,LV,OLD_AGE,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,123608856524.77,11.168,114868,1076094.79,7209708021.14,63963369943.32,59645486581.45,45.05,52.2,77,135695494.35,45006029.51,spr_ben_sum,ESSPROS_2025B,2025-03-08
2022,RO,SOCIAL_EXCLUSION,IN_KIND,GENERAL_TAX,277378610223.79,29.501,114317,2426398.61,12437371708.47,29972440134.12,247406170089.67,50.92,36.31,82,987510754.64,269767023.78,spr_exp_oth,ESSPROS_2024A,2024-02-02
2023,BG,FAMILY_CHILDREN,TAX_RELIEF,EMPLOYER,103106303574.35,11.625,114015,904322.27,2142681928.36,21113331519.61,81992972054.74,0.22,67.59,80,450731009.48,107298063.47,spr_exp_fnct,ESSPROS_2023,2025-06-29
