biz_indprod_reference_month,biz_indprod_country_iso2,biz_indprod_region_nuts_code,biz_indprod_nace_2_digit,biz_indprod_production_index,biz_indprod_turnover_index,biz_indprod_new_orders_index,biz_indprod_capacity_utilisation_pct,biz_indprod_energy_intensity_kwh_per_eur,biz_indprod_labor_productivity_index,biz_indprod_export_share_pct,biz_indprod_import_dependency_pct,biz_indprod_supply_chain_disruption_flag,biz_indprod_short_time_work_scheme_flag,biz_indprod_carbon_intensity_tco2e_per_eur,biz_indprod_ets_covered_flag,biz_indprod_state_aid_received_eur,biz_indprod_eurostat_table_code,biz_indprod_revision_round,biz_indprod_data_extract_date
2024-04,SI,MT15,49,108.479,111.278,120.386,87.77,1.8849,84.915,27.7,66.29,0,0,0.001697,1,36120426.14,sts_inod_m,BENCHMARK,2025-12-16
2024-05,BG,LU326,56,109.223,101.43,105.538,89.45,1.4994,86.28,46.01,48.64,0,0,0.006162,0,47928765.57,sts_inlb_m,FLASH,2025-08-31
2024-06,EE,ES8,63,109.049,108.368,119.527,84.48,0.2107,86.128,64.3,58.82,0,0,0.003565,1,4811995.93,sts_inno_m,FIRST,2024-10-15
2024-07,HU,FI7,70,109.497,117.097,115.905,92.44,1.6072,86.272,13.49,17.16,0,0,0.000612,0,28464266.92,sts_inpr_m,SECOND,2024-10-04
2024-08,LU,RO366,77,111.515,111.123,109.577,77.07,3.1659,88.011,10.13,18.91,0,0,0.001935,1,1410639.01,sts_inpp_m,BENCHMARK,2024-09-18
2024-09,RO,CZ2,84,110.236,108.039,111.779,77.63,0.1342,87.384,70.44,61.93,0,0,0.004439,0,20977992.51,sts_inod_m,FLASH,2024-04-30
2024-10,AT,HU968,91,111.194,120.304,119.965,89.58,3.0876,88.389,51.18,45.08,0,0,0.006374,0,1949278.87,sts_inlb_m,FIRST,2024-04-16
2024-11,CZ,SK1,98,111.307,114.406,113.48,70.21,2.4058,89.326,64.73,58.8,0,0,0.004048,0,7809889.8,sts_inno_m,SECOND,2026-01-14
2024-12,DE,RO5,15,113.332,108.019,116.337,75.91,2.1982,89.104,58.7,76.91,0,0,0.01054,1,31476456.17,sts_inpr_m,BENCHMARK,2025-10-27
2025-01,LV,HU21,22,112.844,107.126,102.541,80.93,1.363,88.805,41.16,35.78,0,0,0.008697,0,932430.63,sts_inpp_m,FLASH,2024-11-25
2025-02,PL,SI309,29,114.158,113.158,106.69,91.3,0.5502,90.086,44.47,49.62,0,0,0.000756,1,25326199.46,sts_inod_m,FIRST,2024-07-11
2025-03,ES,PT98,36,113.383,120.05,119.209,70.05,1.7134,89.867,73.09,13.91,1,1,0.007719,1,95433569.13,sts_inlb_m,SECOND,2025-07-10
2025-04,HR,IT94,43,115.084,110.164,112.562,80.03,0.3942,90.99,56.77,53.91,0,0,0.002141,1,36492184.51,sts_inno_m,BENCHMARK,2024-08-27
2025-05,FI,MT806,50,114.814,106.989,114.064,66.66,1.8259,90.184,50.11,43.56,0,1,0.005305,1,74932285.52,sts_inpr_m,FLASH,2024-06-24
2025-06,IE,IE62,57,115.287,115.022,123.905,82.9,1.5196,91.384,21.51,52.96,1,0,0.000708,0,10852666.04,sts_inpp_m,FIRST,2024-04-02
2025-07,MT,BG66,64,116.435,108.023,125.899,62.82,1.8481,91.082,53.49,12.08,0,0,0.003387,0,47189815.0,sts_inod_m,SECOND,2024-11-16
2025-08,SK,DK549,71,115.67,108.548,105.87,80.26,3.6287,91.941,75.01,59.76,0,1,0.003819,0,45498172.09,sts_inlb_m,BENCHMARK,2025-04-21
2025-09,BE,PL149,78,117.18,116.286,114.363,69.05,0.3568,93.1,73.19,78.15,0,0,0.001848,1,21721113.81,sts_inno_m,FLASH,2025-09-04
2025-10,DK,ES264,85,118.043,108.687,122.694,69.08,2.319,93.007,76.81,77.42,0,0,0.00426,1,26803836.97,sts_inpr_m,FIRST,2025-04-12
2025-11,GR,RO29,92,117.404,126.983,122.759,84.94,3.795,93.761,13.22,63.71,0,0,0.008439,0,12463857.17,sts_inpp_m,SECOND,2024-09-07
2025-12,LT,PL75,99,118.794,113.929,125.449,69.52,0.6751,94.384,69.84,8.69,0,0,0.0051,0,25887389.74,sts_inod_m,BENCHMARK,2024-01-09
2026-01,PT,IE40,16,118.443,114.407,109.667,63.25,0.4107,94.575,60.2,64.78,0,0,0.006516,1,12418367.07,sts_inlb_m,FLASH,2024-01-12
2026-02,SE,CZ3,23,117.994,127.493,115.511,77.99,2.3208,94.318,77.95,79.9,0,0,0.011338,0,35443469.14,sts_inno_m,FIRST,2025-12-05
2026-03,CY,FR315,30,119.61,115.21,111.376,79.09,1.8807,95.768,40.14,71.86,0,0,0.007701,0,1969543.9,sts_inpr_m,SECOND,2025-10-15
2026-04,FR,DK836,37,119.359,125.141,130.413,85.33,3.3685,95.833,65.15,34.32,0,0,0.007574,1,47322577.2,sts_inpp_m,BENCHMARK,2024-05-28
2026-05,IT,SI4,44,120.242,112.039,112.282,92.05,1.1662,96.131,42.83,29.38,1,0,0.00523,1,91298912.84,sts_inod_m,FLASH,2025-01-24
2026-06,NL,LU493,51,120.782,116.277,123.754,72.13,3.367,96.658,64.73,42.16,1,0,0.011687,0,4976244.61,sts_inlb_m,FIRST,2024-12-15
2026-07,SI,MT5,58,121.584,113.7,109.923,90.91,2.7297,97.525,19.74,24.92,0,1,0.00912,0,72736854.69,sts_inno_m,SECOND,2026-02-13
2026-08,BG,IE887,65,121.296,111.742,131.118,77.44,1.7528,96.877,76.32,27.17,1,0,0.010819,1,19041170.48,sts_inpr_m,BENCHMARK,2024-08-03
2026-09,EE,IE858,72,122.976,124.781,113.474,85.74,2.7425,97.509,53.87,30.77,0,0,0.00978,0,9730047.55,sts_inpp_m,FLASH,2025-07-03
2026-10,HU,LT238,79,122.355,131.466,127.433,88.63,3.0784,97.43,13.14,78.26,1,1,0.006524,1,80319133.82,sts_inod_m,FIRST,2024-08-19
2026-11,LU,HU88,86,124.028,125.804,117.152,86.1,2.9979,98.268,11.29,65.13,0,0,0.006603,0,20001117.57,sts_inlb_m,SECOND,2026-01-21
2026-12,RO,HR5,93,122.432,123.636,115.269,71.1,3.5799,98.966,51.36,75.21,1,0,0.006488,1,77535793.79,sts_inno_m,BENCHMARK,2025-03-25
2018-01,AT,LV261,10,123.648,128.587,128.654,81.94,0.5591,98.436,48.98,63.0,1,0,0.010936,1,805493.16,sts_inpr_m,FLASH,2024-01-10
2018-02,CZ,CZ80,17,124.441,118.121,130.231,78.1,3.3892,99.384,35.29,83.61,0,0,0.003671,0,24320423.62,sts_inpp_m,FIRST,2024-09-16
2018-03,DE,BG557,24,124.664,124.112,121.776,62.54,1.7487,100.676,42.77,5.75,0,0,0.003343,0,14947822.04,sts_inod_m,SECOND,2024-11-24
2018-04,LV,SE1,31,124.318,130.976,129.633,86.85,3.4082,99.458,40.93,66.34,0,0,0.006305,1,13221894.65,sts_inlb_m,BENCHMARK,2026-02-15
2018-05,PL,DK2,38,125.58,130.878,115.949,79.34,0.7234,101.535,10.7,74.51,0,1,0.004205,0,77273154.91,sts_inno_m,FLASH,2024-06-08
2018-06,ES,HU36,45,127.302,122.845,128.109,83.52,2.5583,100.374,17.23,23.4,1,0,0.008431,0,94720809.44,sts_inpr_m,FIRST,2025-02-05
2018-07,HR,CY97,52,126.956,128.435,119.586,78.91,1.1755,101.02,35.8,36.71,0,0,0.004104,1,18114312.79,sts_inpp_m,SECOND,2025-01-04
2018-08,FI,HR6,59,126.081,130.04,139.48,63.39,1.804,101.021,25.12,8.12,0,0,0.003225,1,27939811.26,sts_inod_m,BENCHMARK,2026-01-10
2018-09,IE,PL753,66,128.711,118.834,121.237,83.32,0.8699,102.827,15.8,38.59,0,1,0.001585,1,18345472.35,sts_inlb_m,FLASH,2025-12-03
2018-10,MT,HU39,73,128.633,138.087,136.739,77.31,3.0032,103.381,72.12,66.96,0,1,0.000309,1,27426817.44,sts_inno_m,FIRST,2025-11-12
2018-11,SK,MT252,80,129.335,121.201,125.39,73.89,3.0665,102.175,20.14,13.03,1,0,0.006984,0,18170296.16,sts_inpr_m,SECOND,2024-04-26
2018-12,BE,HU266,87,127.989,119.578,132.183,72.7,1.4694,103.106,56.95,35.28,1,0,0.008897,0,54035477.36,sts_inpp_m,BENCHMARK,2024-11-21
2019-01,DK,CY912,94,129.913,119.135,124.769,76.57,1.5262,103.741,18.9,39.64,0,1,0.006527,0,45921567.9,sts_inod_m,FLASH,2024-07-19
2019-02,GR,LT181,11,129.885,120.492,118.956,76.24,0.8367,103.289,72.63,62.05,0,1,0.004802,0,76232901.94,sts_inlb_m,FIRST,2024-02-13
2019-03,LT,LT46,18,129.323,132.064,116.702,83.92,2.6418,105.509,66.41,58.99,0,0,0.011432,0,32863188.98,sts_inno_m,SECOND,2024-03-13
2019-04,PT,FR908,25,130.21,141.343,133.215,84.64,1.8267,105.18,62.43,7.41,0,0,0.002236,1,15718088.56,sts_inpr_m,BENCHMARK,2024-04-21
2019-05,SE,AT68,32,131.482,121.956,116.643,68.17,1.1357,106.234,55.73,44.11,0,0,0.008397,1,47924002.77,sts_inpp_m,FLASH,2025-12-31
2019-06,CY,NL35,39,131.69,131.456,135.115,73.49,2.649,105.683,11.74,17.0,0,0,0.002246,0,4143900.76,sts_inod_m,FIRST,2024-05-12
2019-07,FR,LT781,46,132.593,124.88,145.915,85.8,3.5232,106.413,61.9,74.21,0,0,0.011159,1,33010874.86,sts_inlb_m,SECOND,2024-11-27
2019-08,IT,BG581,53,133.684,126.059,129.524,88.65,3.5744,107.373,46.79,10.26,0,1,0.011209,0,13256958.61,sts_inno_m,BENCHMARK,2025-05-03
2019-09,NL,DK984,60,133.021,131.666,127.248,82.68,0.7618,106.338,46.24,10.4,1,1,0.011334,0,72765918.14,sts_inpr_m,FLASH,2025-04-12
2019-10,SI,SE8,67,133.699,144.255,144.184,67.51,1.1246,107.087,29.07,42.51,0,0,0.003714,0,15287672.5,sts_inpp_m,FIRST,2024-07-16
2019-11,BG,FR67,74,134.926,128.278,120.853,76.28,1.0206,107.788,73.36,58.03,0,0,0.001158,0,9205337.86,sts_inod_m,SECOND,2024-07-15
2019-12,EE,BG65,81,135.161,141.057,124.502,69.55,1.6085,109.015,68.27,80.64,0,0,0.003802,1,15709862.67,sts_inlb_m,BENCHMARK,2025-06-20
2020-01,HU,BE1,88,134.259,131.528,138.041,76.1,0.5657,107.723,46.17,10.4,0,1,0.001153,1,43274921.01,sts_inno_m,FLASH,2026-02-10
2020-02,LU,GR677,95,134.113,139.348,135.76,83.3,0.564,109.821,54.99,58.34,0,0,0.006717,1,46621496.58,sts_inpr_m,FIRST,2024-01-27
2020-03,RO,CZ1,12,134.607,131.138,142.103,86.39,3.5399,109.5,42.66,46.12,0,1,0.009435,1,4537538.42,sts_inpp_m,SECOND,2024-04-01
2020-04,AT,DE466,19,136.071,132.416,135.003,72.94,0.8853,109.753,56.44,15.7,1,0,0.008533,0,35959972.59,sts_inod_m,BENCHMARK,2025-02-27
2020-05,CZ,IT248,26,136.179,143.533,126.713,80.33,1.8184,109.316,21.86,75.3,0,0,0.000753,0,20981133.77,sts_inlb_m,FLASH,2025-01-02
2020-06,DE,PT103,33,136.163,136.437,145.353,65.35,3.4248,110.42,9.73,78.16,0,0,0.009995,1,27495997.25,sts_inno_m,FIRST,2024-04-20
2020-07,LV,GR587,40,137.983,144.827,135.81,72.42,1.5139,111.109,58.37,48.77,0,0,0.003111,1,36668595.19,sts_inpr_m,SECOND,2024-09-02
2020-08,PL,EE4,47,138.382,132.884,149.082,87.2,2.3403,110.422,39.33,67.23,0,1,0.006337,1,90816477.39,sts_inpp_m,BENCHMARK,2025-01-26
2020-09,ES,IE472,54,137.518,136.773,140.081,89.86,3.0567,112.787,29.78,27.38,0,0,0.001055,1,38688784.04,sts_inod_m,FLASH,2025-10-20
2020-10,HR,FI948,61,139.98,133.886,151.208,71.33,1.1441,112.774,27.42,67.04,0,0,0.006854,1,13196970.81,sts_inlb_m,FIRST,2024-03-02
2020-11,FI,LV93,68,140.113,132.26,146.943,91.13,3.1449,113.219,40.73,43.58,1,1,0.007545,1,44136237.11,sts_inno_m,SECOND,2025-01-24
2020-12,IE,SI11,75,140.128,150.833,142.029,89.02,3.6664,113.75,23.72,23.03,1,0,0.009385,1,80496453.06,sts_inpr_m,BENCHMARK,2024-09-25
2021-01,MT,HR2,82,139.531,138.337,154.748,69.4,2.056,112.664,58.43,67.04,0,0,0.001731,0,12067928.99,sts_inpp_m,FLASH,2025-07-11
2021-02,SK,FI4,89,141.609,146.542,137.229,70.25,2.1506,114.331,26.65,60.69,0,0,0.008594,0,12762480.71,sts_inod_m,FIRST,2024-10-28
2021-03,BE,LV330,96,140.984,140.964,139.082,76.54,2.0142,114.901,19.42,66.4,0,0,0.002909,1,25636275.33,sts_inlb_m,SECOND,2024-11-16
2021-04,DK,SK782,13,141.749,152.861,133.058,68.84,3.2261,114.281,37.98,21.28,0,0,0.000572,1,45200289.15,sts_inno_m,BENCHMARK,2024-01-07
2021-05,GR,LV220,20,142.947,148.956,141.317,65.75,2.7062,115.541,8.3,36.89,0,0,0.001167,1,35536248.35,sts_inpr_m,FLASH,2024-05-29
2021-06,LT,SE701,27,143.053,145.061,140.902,89.5,1.1676,115.112,66.01,40.27,0,0,0.006035,0,28275297.89,sts_inpp_m,FIRST,2024-08-25
2021-07,PT,RO58,34,143.484,152.075,137.032,73.49,0.7883,115.231,52.02,48.1,0,0,0.006935,0,44708762.85,sts_inod_m,SECOND,2025-11-22
2021-08,SE,FI39,41,143.319,135.219,150.327,90.79,0.8292,116.184,14.49,30.71,0,1,0.003109,0,41541372.99,sts_inlb_m,BENCHMARK,2024-04-17
2021-09,CY,CZ819,48,143.202,132.041,141.637,85.97,2.9566,117.149,65.1,67.49,0,0,0.008769,0,15836649.76,sts_inno_m,FLASH,2025-12-08
2021-10,FR,BG40,55,144.988,146.198,132.363,68.53,1.6336,116.833,28.59,19.63,0,0,0.006163,1,8058504.56,sts_inpr_m,FIRST,2026-01-21
2021-11,IT,PL92,62,144.799,134.125,134.044,67.34,3.7376,116.517,23.69,17.07,0,1,0.006023,1,58008844.92,sts_inpp_m,SECOND,2024-06-24
2021-12,NL,BE282,69,145.439,149.089,132.932,67.69,2.6221,117.09,41.69,21.58,0,0,0.001097,1,12425731.87,sts_inod_m,BENCHMARK,2025-12-02
2022-01,SI,NL728,76,146.499,145.619,147.876,81.96,1.29,117.362,64.54,8.89,0,0,0.008729,1,10361872.77,sts_inlb_m,FLASH,2024-05-08
2022-02,BG,IT642,83,147.146,152.738,153.054,63.41,1.8881,118.028,22.3,28.15,0,0,0.011546,1,31813473.99,sts_inno_m,FIRST,2024-01-02
2022-03,EE,SI90,90,146.392,140.771,156.646,80.55,1.6928,119.756,10.41,28.46,0,0,0.004397,1,44883823.47,sts_inpr_m,SECOND,2025-05-14
2022-04,HU,HU46,97,146.42,147.151,143.832,83.69,1.422,119.799,52.59,37.29,0,0,0.003238,1,29945910.01,sts_inpp_m,BENCHMARK,2025-04-07
2022-05,LU,BG1,14,147.873,158.729,166.012,64.02,1.21,119.748,32.26,59.89,0,0,0.00725,1,43535533.57,sts_inod_m,FLASH,2025-02-15
2022-06,RO,LV991,21,147.046,141.773,157.117,85.98,0.73,121.132,65.3,50.3,0,0,0.010217,1,19063113.9,sts_inlb_m,FIRST,2025-10-05
2022-07,AT,BG796,28,149.38,147.572,165.515,75.94,0.3587,120.347,30.9,76.35,0,0,0.010883,0,2610666.95,sts_inno_m,SECOND,2025-10-30
2022-08,CZ,BG63,35,148.93,143.873,153.927,76.43,0.9287,121.759,76.41,32.0,0,0,0.004807,1,38200122.77,sts_inpr_m,BENCHMARK,2024-05-23
2022-09,DE,EE360,42,148.518,155.841,148.091,72.3,0.8637,121.7,28.13,54.94,0,0,0.008827,0,36436157.05,sts_inpp_m,FLASH,2024-08-09
2022-10,LV,LT51,49,150.659,154.821,147.687,64.04,0.462,122.405,33.51,49.62,0,1,0.00242,1,10907023.38,sts_inod_m,FIRST,2025-05-20
2022-11,PL,RO87,56,151.179,150.925,151.218,78.52,2.2075,123.151,70.44,51.01,0,1,0.005322,1,61333394.03,sts_inlb_m,SECOND,2024-10-26
2022-12,ES,CZ28,63,151.255,138.866,167.732,92.5,3.1883,121.951,46.7,66.2,0,0,0.004009,1,4525449.61,sts_inno_m,BENCHMARK,2025-09-08
2023-01,HR,DE520,70,150.56,155.597,152.497,88.67,0.5271,123.221,61.32,37.52,0,0,0.003148,1,42058673.91,sts_inpr_m,FLASH,2024-09-02
2023-02,FI,LT808,77,150.701,155.933,161.91,70.83,2.3666,123.72,65.33,36.56,0,0,0.007722,1,19805906.84,sts_inpp_m,FIRST,2026-01-22
2023-03,IE,IE50,84,151.254,149.212,159.203,66.37,2.3679,122.907,12.52,11.52,0,0,0.006287,1,31267065.69,sts_inod_m,SECOND,2024-12-07
2023-04,MT,DE5,91,153.206,155.103,147.915,74.87,0.8664,123.342,73.08,15.7,0,0,0.002669,0,27695446.69,sts_inlb_m,BENCHMARK,2024-01-06
2023-05,SK,PL923,98,153.103,151.218,139.949,79.03,2.5965,124.719,64.46,56.13,0,0,0.008162,1,23128606.59,sts_inno_m,FLASH,2024-10-10
2023-06,BE,ES790,15,154.201,159.906,140.554,79.5,3.7695,124.09,36.85,8.97,1,0,0.00478,1,12945955.75,sts_inpr_m,FIRST,2025-05-07
2023-07,DK,MT2,22,154.361,152.504,164.523,76.19,1.4754,125.167,37.57,44.23,0,0,0.009459,1,13967706.18,sts_inpp_m,SECOND,2024-12-04
2023-08,GR,IE24,29,154.193,166.176,155.737,66.36,2.563,126.393,77.07,79.6,1,0,0.010202,1,24925222.62,sts_inod_m,BENCHMARK,2024-01-19
2023-09,LT,SI386,36,153.697,141.954,148.182,82.31,2.4245,125.348,60.76,64.91,1,1,0.003719,1,79695173.39,sts_inlb_m,FLASH,2024-06-03
2023-10,PT,AT566,43,153.93,142.498,165.874,77.63,2.6352,126.425,51.75,41.04,0,0,0.001818,1,18492522.42,sts_inno_m,FIRST,2024-03-31
2023-11,SE,BE84,50,156.338,168.15,160.75,89.27,3.408,127.101,8.55,33.46,0,0,0.004944,0,40453512.46,sts_inpr_m,SECOND,2025-06-24
2023-12,CY,AT85,57,155.985,164.905,140.65,65.35,2.3818,128.005,45.77,5.37,0,1,0.011832,0,73516487.66,sts_inpp_m,BENCHMARK,2024-03-20
2024-01,FR,IT46,64,157.111,148.338,151.798,80.36,2.1172,127.313,22.65,52.55,0,0,0.008814,0,869911.99,sts_inod_m,FLASH,2024-06-13
2024-02,IT,DK56,71,156.032,145.503,142.621,67.9,1.1987,127.945,38.7,80.34,0,0,0.007935,0,14743266.59,sts_inlb_m,FIRST,2024-12-25
2024-03,NL,LV128,78,157.705,145.344,159.472,69.43,1.4856,128.119,35.06,63.16,0,1,0.011519,1,45999465.92,sts_inno_m,SECOND,2024-08-21
2024-04,SI,RO93,85,156.767,166.236,156.493,79.46,0.31,129.715,27.08,55.12,0,0,0.0042,0,34126970.36,sts_inpr_m,BENCHMARK,2024-11-24
2024-05,BG,NL1,92,157.956,169.956,167.871,82.87,3.7093,129.257,57.84,84.81,1,1,0.010585,1,88058498.85,sts_inpp_m,FLASH,2025-10-15
2024-06,EE,LV3,99,159.332,155.6,141.688,85.59,3.5486,129.027,72.95,76.28,0,0,0.009824,1,43788408.48,sts_inod_m,FIRST,2024-01-14
2024-07,HU,BE33,16,159.353,167.354,177.986,80.72,3.5866,130.978,42.05,23.37,1,0,0.006563,1,50253374.85,sts_inlb_m,SECOND,2026-01-16
2024-08,LU,PT83,23,158.607,153.325,159.066,71.41,2.1158,131.315,32.79,68.49,0,0,0.009894,1,32158408.84,sts_inno_m,BENCHMARK,2024-09-15
2024-09,RO,BE9,30,159.08,162.161,153.554,74.34,0.6708,130.089,70.53,23.03,0,0,0.003751,0,24450369.11,sts_inpr_m,FLASH,2025-04-07
2024-10,AT,SI72,37,161.274,157.05,168.667,65.98,1.0315,131.427,39.33,81.05,0,0,0.005169,0,25353945.09,sts_inpp_m,FIRST,2025-11-21
2024-11,CZ,NL99,44,161.765,174.454,145.203,89.43,1.6037,132.047,75.8,64.94,1,0,0.001591,0,88291545.44,sts_inod_m,SECOND,2025-08-01
2024-12,DE,AT75,51,160.665,155.674,162.011,92.44,0.3329,132.135,10.65,76.27,0,0,0.004447,1,21566046.84,sts_inlb_m,BENCHMARK,2025-08-13
2025-01,LV,PT90,58,162.254,167.3,173.117,86.01,0.1619,132.059,64.65,36.99,0,0,0.00867,0,8430770.99,sts_inno_m,FLASH,2025-09-11
2025-02,PL,SI305,65,162.92,157.945,162.95,65.05,3.5539,132.594,25.11,47.57,1,0,0.010632,1,9805753.38,sts_inpr_m,FIRST,2024-10-21
2025-03,ES,SI9,72,163.328,155.1,170.034,92.16,2.4866,132.965,19.87,74.92,0,1,0.008573,0,46426244.57,sts_inpp_m,SECOND,2024-08-22
2025-04,HR,FR69,79,162.023,155.813,165.53,72.17,2.8331,133.433,20.73,84.19,0,0,0.002637,1,24172313.02,sts_inod_m,BENCHMARK,2024-10-09
2025-05,FI,LU355,86,163.845,171.811,169.033,65.22,0.6999,134.3,60.46,37.38,0,1,0.010514,0,92254191.33,sts_inlb_m,FLASH,2024-09-02
2025-06,IE,HR16,93,163.167,160.13,146.899,85.95,1.0327,133.803,70.83,44.43,0,0,0.000361,1,43573360.2,sts_inno_m,FIRST,2024-11-22
2025-07,MT,LU86,10,165.294,174.219,173.874,89.06,3.0442,134.674,75.67,24.61,0,0,0.003051,1,9427957.9,sts_inpr_m,SECOND,2025-12-10
2025-08,SK,HU11,17,164.732,175.42,169.033,87.14,1.4453,136.321,24.25,64.5,0,0,0.008721,0,5480132.56,sts_inpp_m,BENCHMARK,2025-05-16
2025-09,BE,RO92,24,164.356,154.583,147.394,83.25,2.6004,135.381,29.85,77.78,0,0,0.011643,1,27503322.15,sts_inod_m,FLASH,2024-01-15
2025-10,DK,IT788,31,166.896,178.819,175.002,78.95,1.2143,136.334,71.6,22.47,1,0,0.009769,0,50661268.04,sts_inlb_m,FIRST,2024-04-20
2025-11,GR,BG752,38,166.469,163.871,151.896,73.17,2.241,135.784,31.71,14.58,0,0,0.01198,1,35071135.46,sts_inno_m,SECOND,2025-06-02
2025-12,LT,SE7,45,166.482,178.013,180.001,80.54,1.7166,137.339,41.25,55.85,0,0,0.001616,1,44763327.66,sts_inpr_m,BENCHMARK,2024-10-12
2026-01,PT,CZ857,52,166.72,180.594,186.91,62.16,1.0579,136.789,14.93,71.08,0,0,0.009403,1,31427517.25,sts_inpp_m,FLASH,2024-04-24
2026-02,SE,GR8,59,166.922,168.176,175.411,77.29,2.428,138.778,68.42,23.06,0,1,0.003476,0,40805095.55,sts_inod_m,FIRST,2025-07-12
2026-03,CY,GR956,66,168.107,162.73,152.378,85.12,1.6741,138.851,8.76,70.58,0,1,0.005054,1,38248882.32,sts_inlb_m,SECOND,2024-01-12
2026-04,FR,PT85,73,167.397,160.444,164.584,64.18,3.5816,138.315,46.24,67.81,0,0,0.008684,0,40697232.2,sts_inno_m,BENCHMARK,2025-07-12
2026-05,IT,PL9,80,169.819,172.973,156.713,65.93,1.3783,138.176,28.16,81.62,0,1,0.009204,1,23096054.56,sts_inpr_m,FLASH,2024-07-29
2026-06,NL,IT8,87,169.094,175.3,157.102,62.45,1.7443,140.093,74.43,50.44,0,0,0.002854,0,16911915.06,sts_inpp_m,FIRST,2024-09-07
2026-07,SI,LT69,94,170.252,176.76,170.691,71.0,3.599,139.043,48.75,32.01,0,1,0.005705,0,24496453.17,sts_inod_m,SECOND,2026-01-22
2026-08,BG,ES17,11,170.584,176.526,152.823,77.76,1.9308,140.238,43.7,70.71,0,1,0.01057,0,61518428.24,sts_inlb_m,BENCHMARK,2024-12-04
2026-09,EE,IT499,18,170.34,166.413,180.849,68.21,2.6458,140.549,71.09,49.08,0,0,0.006216,1,38109286.66,sts_inno_m,FLASH,2024-03-04
2026-10,HU,CY217,25,172.357,162.801,191.745,83.99,2.9041,140.904,17.7,9.15,0,0,0.003643,0,16175854.47,sts_inpr_m,FIRST,2026-02-09
2026-11,LU,FI244,32,171.508,183.919,157.932,83.79,1.9981,142.394,72.79,36.54,0,0,0.004582,0,25313105.9,sts_inpp_m,SECOND,2024-04-03
2026-12,RO,NL738,39,172.73,159.506,182.142,69.0,1.5035,142.588,76.01,71.1,1,1,0.005009,1,59018072.66,sts_inod_m,BENCHMARK,2025-04-16
2018-01,AT,PT29,46,172.183,181.382,161.151,63.94,0.7488,141.49,27.76,29.03,0,0,0.003012,1,39389675.44,sts_inlb_m,FLASH,2025-07-29
2018-02,CZ,NL49,53,173.987,165.529,172.212,90.23,0.4965,143.087,28.4,80.76,0,0,0.006941,1,29432463.92,sts_inno_m,FIRST,2024-05-04
2018-03,DE,PL195,60,172.611,178.627,181.977,64.16,1.5096,143.606,47.86,14.49,0,0,0.001541,1,6131286.29,sts_inpr_m,SECOND,2025-11-27
2018-04,LV,BE755,67,175.002,162.007,184.848,66.22,1.3787,143.431,24.37,74.82,0,0,0.002061,1,15170392.97,sts_inpp_m,BENCHMARK,2024-09-17
2018-05,PL,BG74,74,174.199,162.288,187.753,86.24,2.2515,144.795,63.58,6.39,0,0,0.011352,1,37574632.19,sts_inod_m,FLASH,2024-02-20
2018-06,ES,FR876,81,175.58,183.378,175.955,75.59,2.4205,143.606,64.91,18.52,0,0,0.000939,1,5326652.01,sts_inlb_m,FIRST,2024-04-21
2018-07,HR,DE333,88,175.495,180.524,182.246,78.52,3.233,145.549,62.5,41.24,0,0,0.001961,0,2745634.2,sts_inno_m,SECOND,2025-04-28
2018-08,FI,BG47,95,175.197,187.747,173.073,79.0,1.482,145.249,45.96,9.77,0,0,0.006625,0,27130354.39,sts_inpr_m,BENCHMARK,2026-02-15
2018-09,IE,LU7,12,175.412,166.639,181.152,86.57,3.7078,146.238,51.73,7.39,0,0,0.004436,0,11517955.59,sts_inpp_m,FLASH,2025-02-19
2018-10,MT,HU34,19,176.839,167.6,182.228,82.13,3.2314,146.462,28.0,59.07,0,0,0.00754,0,17369773.56,sts_inod_m,FIRST,2025-05-31
2018-11,SK,IT56,26,177.321,168.808,173.981,70.61,1.8146,146.297,35.15,58.08,0,0,0.008636,1,2890330.11,sts_inlb_m,SECOND,2025-01-08
2018-12,BE,HU93,33,178.369,186.37,188.46,90.03,3.4063,146.962,62.9,21.52,0,0,0.005001,0,45392680.82,sts_inno_m,BENCHMARK,2025-04-15
2019-01,DK,HU939,40,177.601,183.063,163.689,72.78,0.8986,146.154,27.05,46.41,0,0,0.000958,1,36756510.55,sts_inpr_m,FLASH,2025-08-26
2019-02,GR,PT884,47,177.306,186.308,160.415,73.18,0.7465,147.577,28.14,57.08,0,0,0.009141,1,18604886.34,sts_inpp_m,FIRST,2025-06-10
2019-03,LT,IE601,54,178.906,174.332,187.315,79.31,3.0674,146.829,48.22,36.42,0,0,0.009562,1,39862454.35,sts_inod_m,SECOND,2025-03-05
2019-04,PT,FR19,61,178.35,171.306,194.171,89.62,3.2274,148.866,9.72,17.15,1,0,0.000801,1,92911650.16,sts_inlb_m,BENCHMARK,2025-01-23
2019-05,SE,SK401,68,180.279,175.07,183.543,80.47,2.1009,149.282,49.58,26.9,0,0,0.001787,0,21006915.76,sts_inno_m,FLASH,2025-03-02
2019-06,CY,FI15,75,179.147,179.619,196.749,92.07,3.2974,149.773,46.89,29.58,0,0,0.004473,0,17330011.87,sts_inpr_m,FIRST,2025-03-14
2019-07,FR,SK816,82,181.358,189.028,180.675,63.77,2.1911,149.517,19.02,17.63,0,0,0.011133,0,7157657.55,sts_inpp_m,SECOND,2026-02-16
