econ_output_bea_release_quarter,econ_output_cbsa_code,econ_output_industry_naics_2,econ_output_gross_output_current_dollars,econ_output_gross_output_real_chain,econ_output_value_added_current_dollars,econ_output_value_added_real_chain,econ_output_personal_income_total,econ_output_per_capita_income,econ_output_compensation_of_employees,econ_output_proprietors_income,econ_output_rental_income_persons,econ_output_dividends_interest_rent,econ_output_transfer_receipts,econ_output_contributions_social_insurance,econ_output_price_deflator_index,econ_output_employment_full_time_equiv,econ_output_productivity_index,econ_output_data_revision_indicator,econ_output_benchmark_year
2020Q2,11521,71,459703884,368087024,245248315,196371459,234366249,61292,129135468,35228961,9571837,33525879,36785055,6216224,124.89,2018957,111.29,3RD,2017
2018Q1,11522,33,242251697,221558164,178541631,163290316,235967851,60442,94693020,31554187,8840684,45078902,43932723,13219151,109.34,48507,98.84,3RD,2017
2017Q2,11523,53,129632745,107605831,61598503,51131820,67567078,55449,31213519,9877795,4446565,7171322,11058027,2260350,120.47,200476,77.33,3RD,2017
2023Q2,11524,48,439037248,419248709,271278143,259050939,338305110,92037,155609661,22753421,14171768,34546878,60266498,22766107,104.72,1290772,75.64,2ND,2012
2018Q1,11525,33,412873276,450292590,164188511,179069158,134577889,62343,81537192,22763605,10604025,20830000,18647939,8492448,91.69,587493,127.99,BENCH,2022
2019Q1,11526,42,1040652855,1183366904,412655986,469247198,407403199,109255,190568294,42058807,19711171,33532610,55166851,10200117,87.94,701723,139.64,3RD,2012
2016Q2,11527,48,237570866,182480118,108930929,83670734,147979739,72728,68326781,13652624,7884988,28939931,26645702,10537466,130.19,1441198,137.44,ADV,2012
2020Q1,11528,32,653348096,516439883,464167883,366902129,551016048,110798,311893599,57713427,38805239,81625399,47898853,11160470,126.51,1706747,142.87,3RD,2017
2021Q1,11529,92,533003206,424669912,293322418,233704420,316578937,40084,146981905,50043689,28260614,51973805,58334053,15524202,125.51,44520,94.49,BENCH,2012
2023Q3,11530,48,827995795,857493574,369730165,382901994,462819991,104465,173552781,54651241,29963725,75869116,79957297,34300900,96.56,1764259,139.73,BENCH,2017
2016Q1,11531,49,392246872,293817882,192889004,144486145,210497413,102205,125025596,21386863,12918814,25817691,21670614,11861017,133.5,1244605,104.68,ADV,2017
2018Q3,11532,54,656654685,508561559,262958990,203654732,223655003,60733,138521665,20679860,13792882,35329778,41830564,6235639,129.12,640782,105.67,3RD,2012
2022Q3,11533,49,296031325,268874955,153927368,139806874,138517214,86134,54176435,23288508,4009147,12554327,14001306,8413922,110.1,1233828,101.73,2ND,2012
2024Q1,11534,51,607363643,456527092,308674089,232016002,421162433,104115,187982402,36569904,23610837,91132040,28706818,30756000,133.04,939145,77.1,2ND,2017
2023Q3,11535,72,521060088,429492324,325884761,268615860,338437730,59456,167248702,59054048,19343335,68939428,63819643,15528349,121.32,1215603,87.5,FINAL,2017
2021Q2,11536,45,379279237,441176267,255611165,297326003,262622321,109620,92792748,29353189,14004684,38621690,51735721,18681070,85.97,1793690,111.28,BENCH,2012
2022Q4,11537,42,858844342,643329095,538780508,403580905,596976213,86384,303819537,69176401,12862545,58437275,96371859,23775083,133.5,937206,85.23,BENCH,2022
2023Q4,11538,42,519176947,459692710,211375137,187157019,257639025,42104,117936688,16308342,19998512,47501716,20321362,6322543,112.94,452487,111.15,BENCH,2012
2023Q4,11539,61,689484042,778462281,331804958,374624543,278039812,112331,122516924,25499058,13518146,58702113,29069907,15342797,88.57,2031425,104.46,FINAL,2012
2018Q2,11540,48,1058270461,1025555249,509211291,493469610,566079845,87727,202764687,49366374,52417019,113846761,81005944,29614812,103.19,1290617,83.52,ADV,2022
2017Q2,11541,92,937592413,889050268,701336628,665026198,812338883,41490,359041616,102511269,55441530,78673610,89388171,60340861,105.46,575419,94.95,ADV,2022
2022Q3,11542,54,830630805,653371199,554304357,436013810,562456263,78856,208791233,57031892,45246767,75854723,39428690,29463531,127.13,1832478,104.03,BENCH,2012
2016Q3,11543,71,438145471,507112814,198915566,230226350,175201209,98799,83328278,9043141,6570679,29260751,28917162,5047894,86.4,1545861,90.63,BENCH,2022
2021Q1,11544,32,577777069,492144011,228054318,194254104,260906055,96628,102469336,16123617,21135501,50410241,40331662,11359541,117.4,1581259,118.03,BENCH,2017
2018Q4,11545,45,640130245,492824886,331950621,255562877,300215076,96304,119417980,24722367,26264005,35135597,49449006,18207628,129.89,1845309,135.42,FINAL,2017
2022Q3,11546,22,743283759,630756754,319376247,271025328,302546661,59691,169906911,44729961,11061137,41676396,21571487,9934939,117.84,1088566,92.47,2ND,2022
2017Q2,11547,92,648092096,621373055,407498437,390698406,517516426,43453,185178571,91386905,26342552,47875043,40263652,23821197,104.3,880411,92.04,3RD,2017
2021Q3,11548,33,368457998,340376903,274949878,253995268,315494371,76807,153101587,24034569,7897092,64963257,19642876,19610901,108.25,69833,123.76,BENCH,2012
2018Q2,11549,42,430463100,327547634,173841504,132279336,198188887,104094,99463285,35320990,9877829,28956022,18477509,15162141,131.42,568601,139.71,2ND,2022
2021Q2,11550,21,440091820,496269531,154721820,174472057,141925138,76181,56695730,11158466,10315291,20782246,22012987,3590263,88.68,1271119,108.25,FINAL,2022
2022Q1,11551,21,402201247,374175502,278938895,259502182,234793805,37461,110279354,31948421,18824210,34925688,13051169,17393357,107.49,1634480,130.26,FINAL,2022
2020Q1,11552,56,712681245,621397894,498116316,434315386,626461606,86987,345820789,60437987,14736925,63643098,37137130,26047813,114.69,864605,85.55,3RD,2012
2017Q3,11553,81,199357190,219290716,130148313,143161713,117898390,114541,50763647,12403126,11212578,19960604,19428642,3608370,90.91,878588,80.66,FINAL,2022
2024Q4,11554,62,357246750,310298576,225554372,195912770,230637915,67815,137174090,13365278,9221425,42815539,24406565,8059214,115.13,988854,140.06,BENCH,2022
2023Q3,11555,44,415977047,463897677,199121583,222060425,239976144,67158,98845250,12134525,15495661,42798139,40973279,8128389,89.67,751693,90.83,2ND,2022
2023Q1,11556,45,911331074,680910844,375699819,280708173,392833194,70073,239450213,40796058,12851177,47113246,23964999,14406313,133.84,2105514,91.61,ADV,2012
2016Q3,11557,92,296787983,299513556,156856236,158296736,169460089,72033,71827129,9746701,10486542,17985056,29036956,11505159,99.09,294462,142.59,BENCH,2012
2017Q2,11558,23,629563596,573791101,267373556,243687164,252554127,80788,143570088,19704790,19693840,43282350,24469093,6389374,109.72,2073374,134.35,ADV,2017
2023Q2,11559,45,514816968,382848939,289486882,215279900,239516585,39444,134250071,28389395,21370175,37543511,29565691,7454785,134.47,532215,110.24,BENCH,2022
2020Q3,11560,48,349039087,353672193,171694414,173973466,178396660,94377,88495720,21064695,14954203,26485021,15177592,12561979,98.69,982416,93.42,ADV,2012
2021Q3,11561,44,1369698743,1255107434,799937060,733012975,992940468,99180,390976836,83047434,29956234,191733105,177218892,36458510,109.13,46423,142.25,3RD,2017
2018Q3,11562,51,692878152,583083524,515541516,433847947,661123588,71622,340691950,89830355,36762350,64757606,126091191,51541889,118.83,1838390,84.21,3RD,2012
2017Q2,11563,61,378199889,289232096,165751717,126760261,197881785,46170,75262997,19707589,8343857,26916450,9909174,15534241,130.76,1051004,98.25,BENCH,2012
2016Q2,11564,21,875601293,821158485,521261969,488851139,604414765,81044,339671280,56399408,25624139,81205333,112620748,17838846,106.63,334855,90.57,2ND,2022
2023Q3,11565,21,495286486,494742270,304728455,304393622,359778228,71009,218514529,44883635,9684584,50312381,39674794,8824491,100.11,88033,104.28,FINAL,2017
2018Q1,11566,52,268345587,253227882,184062146,173692692,237540797,88214,117778180,13208692,15851847,48633965,25165805,5065854,105.97,1940367,112.27,FINAL,2022
2022Q3,11567,31,110424098,104826370,75028951,71225509,79565266,43848,31464307,7643849,4600476,16224506,4877120,5031827,105.34,156431,140.31,ADV,2022
2019Q2,11568,48,672199488,594498530,334113222,295492369,325513700,42005,124506100,46099899,24807337,63895743,56406085,23893136,113.07,1261908,141.81,ADV,2022
2025Q4,11569,33,596840881,641626404,250814268,269634775,319354593,54879,195041554,30866941,18180373,58731958,38463079,10364510,93.02,1774881,93.96,FINAL,2012
2025Q4,11570,53,312552580,355294509,123478330,140364136,159281579,34621,87972727,8386451,14794151,29652914,16484678,10300290,87.97,846355,75.47,2ND,2012
2024Q1,11571,49,230817049,271326024,143347449,168505289,146947798,80195,89203640,23175025,3328208,25983177,25053472,5480026,85.07,1490024,131.29,3RD,2012
2019Q2,11572,55,334156472,338352037,244672813,247744849,225212207,100835,94904063,17617837,18037820,42016511,26565944,16940761,98.76,904701,137.44,3RD,2012
2025Q3,11573,81,374824045,371370301,275728439,273187793,276394461,92518,111629966,24634277,16609303,27334502,54866239,21810933,100.93,1272974,130.55,2ND,2012
2024Q1,11574,49,610629702,457709094,299931608,224819435,401493439,100866,143089084,42387308,17365178,70827793,73038540,30441580,133.41,839560,107.0,3RD,2012
2022Q3,11575,21,557473212,581428048,276861209,288758040,384907688,66373,226728117,37525167,10489853,46530138,21660952,21371630,95.88,2175693,75.27,3RD,2017
2025Q3,11576,81,395048816,351967940,224541687,200054960,204044631,82036,80408070,11886976,11001563,32334561,11011205,11518668,112.24,324155,75.21,BENCH,2012
2017Q2,11577,61,202896615,157982259,111361666,86710010,144685771,101408,74517211,23396985,7034561,14222940,23740967,11173861,128.43,1461833,136.48,3RD,2022
2016Q4,11578,71,261959219,214826324,111019728,91044553,144969499,82282,88737231,9755643,14029630,12462884,11652519,4417298,121.94,408276,83.45,3RD,2012
2021Q2,11579,11,1077390769,1224864449,768556631,873756970,993294923,38742,570438280,133919166,43087943,109300171,167426940,55515654,87.96,32680,132.37,3RD,2022
2020Q1,11580,49,388469303,374861819,143145068,138130916,120772806,34371,51490798,18480826,9819369,17159473,11352967,3404787,103.63,1515862,139.19,3RD,2022
2018Q3,11581,72,902117047,762825171,369581838,312516352,501340639,38954,310457820,74729254,20509727,60647421,51614040,23697925,118.26,1241609,143.75,BENCH,2012
2021Q4,11582,22,763663029,895162383,295370736,346232254,310401087,107171,150953537,49976590,12384104,59224935,33293595,22712311,85.31,573712,136.06,3RD,2022
2018Q3,11583,42,212054985,159848474,84909886,64005643,89724526,35431,46070118,9901844,4985267,14143603,11703285,6592076,132.66,1400392,129.75,FINAL,2017
2023Q3,11584,11,714597312,739978577,385786331,399488797,316737225,78516,112123333,18619678,7826274,46716262,21892129,12968661,96.57,1520434,107.83,2ND,2022
2019Q3,11585,71,287888316,263272351,113406630,103709767,102204847,43451,41155951,9392817,8142191,20080012,6174106,4729223,109.35,1772547,109.88,BENCH,2017
2021Q1,11586,45,303900015,343157199,123835091,139831855,133771473,51186,79348764,15233286,11062739,23134469,21661892,10566953,88.56,1640800,87.03,BENCH,2022
2021Q2,11587,22,722228985,780450600,341458759,368985043,364460794,49756,163609966,62632948,22262834,79731063,42060282,19208448,92.54,966649,101.6,BENCH,2022
2022Q1,11588,72,370705720,362690265,210398077,205848818,206190170,78346,98376011,18648793,13177911,31818246,21250314,12117149,102.21,1471805,114.96,3RD,2022
2018Q1,11589,71,223965492,247257112,144233078,159232809,123700706,85930,69406765,19015811,8497400,13965961,13059844,2764499,90.58,369614,100.83,2ND,2022
2024Q4,11590,72,271783103,280015560,179542559,184981000,243029327,93248,124806992,29196897,19019601,41783339,30060619,12609636,97.06,518333,116.61,FINAL,2022
2022Q3,11591,71,396483773,361887343,201575379,183986290,228795741,99719,115297367,33242268,15484207,36897106,29759692,14652589,109.56,2013231,83.1,2ND,2022
2019Q2,11592,45,677374353,596647893,255039421,224644958,268555760,35069,159675355,34200509,7175813,36659458,14699906,10642456,113.53,1484649,81.44,BENCH,2012
2024Q1,11593,44,230229220,181755127,105056364,82937052,122522865,61376,69963726,7260577,3440701,11062079,6530987,4221056,126.67,363250,80.2,2ND,2022
2017Q1,11594,62,493609789,505851393,197390261,202285572,265592567,61882,152057662,15352961,11842897,44170511,43982429,10789156,97.58,1434952,84.19,FINAL,2017
2023Q4,11595,31,1100078156,885588598,717777563,577827695,665443006,72835,294151647,86100088,59578798,137232190,60170931,16949126,124.22,509171,130.35,3RD,2022
2021Q3,11596,45,250017504,186454996,170317647,127017411,193132354,80274,104667780,16451785,15614519,24251484,13138180,7282327,134.09,2000425,85.34,2ND,2017
2016Q3,11597,51,372304801,283078468,264456596,201077095,295667084,81457,161502483,52228906,25549712,59574115,51109762,23167548,131.52,299377,78.71,FINAL,2022
2018Q2,11598,72,381040356,416073767,266635818,291150708,305414623,73481,167969917,21329990,23597340,42448148,31951009,15149673,91.58,1168450,111.65,ADV,2012
2016Q4,11599,51,300711681,282067049,140884167,132149111,193907045,113380,68356038,13054373,5971669,26544878,10517532,5864561,106.61,12967,109.89,ADV,2017
2020Q1,11600,42,728231460,618245573,400271012,339817482,425357543,88409,240788756,67639570,39197904,58336939,47885293,9009111,117.79,1207688,131.46,BENCH,2022
2020Q1,11601,42,458779922,518044176,261336660,295095596,271140351,56288,120141754,21810532,26901187,49575600,18172517,21323026,88.56,1909451,87.98,FINAL,2022
2023Q4,11602,51,463846814,441800947,296736704,282633302,273293191,54468,102596938,16804461,8619193,31251894,49630337,15184521,104.99,1328233,114.75,FINAL,2017
2022Q3,11603,61,1014170361,777916976,667181193,511759755,588130717,43598,281842928,85224090,55078210,64255679,65749095,39015607,130.37,590004,133.94,3RD,2017
2023Q3,11604,81,556427483,435491495,292272664,228749052,395367325,41791,187633309,25491087,29450786,32482429,34762567,22225625,127.77,2127135,130.04,FINAL,2022
2022Q1,11605,54,467625393,535101720,216833669,248121832,195667045,29795,79985229,17731311,8930606,24418980,38918537,8494270,87.39,1272085,96.9,FINAL,2017
2023Q3,11606,21,468534121,379103585,215202228,174125923,243419472,112243,97195655,28883047,4896124,38373861,20197934,7628742,123.59,1146174,108.65,2ND,2022
2024Q4,11607,81,327880146,265189377,186829326,151107511,256095807,99194,152601728,30460598,16556080,32786506,13161614,17701033,123.64,1998724,131.0,ADV,2017
2018Q4,11608,48,888078856,1003252210,577377139,652256144,517012400,88975,312155065,50924208,49896074,95864127,103040043,15512666,88.52,2192489,138.98,BENCH,2017
2020Q3,11609,32,386512133,328303859,286191746,243091605,229457019,74282,134984323,35557526,7932691,37392145,28969273,11983177,117.73,1316054,95.84,ADV,2017
2019Q3,11610,31,491194280,399572342,284639572,231546060,248025621,79673,107357215,14411861,22465332,33637598,47727140,17570607,122.93,1139197,99.42,BENCH,2022
2020Q2,11611,48,174065981,182957727,75283420,79129094,74833723,34732,30840477,5267350,2866753,8158476,12279822,3467410,95.14,790206,77.54,2ND,2022
2020Q3,11612,72,668054680,548800361,453348415,372421272,433774865,80892,220018085,74375906,43143928,76246624,70730040,32927684,121.73,1605235,121.64,FINAL,2017
2022Q1,11613,31,987209885,769814321,596462219,465114020,763831572,74146,440298433,72445283,15350763,166673179,124820445,60990759,128.24,1180295,131.93,2ND,2022
2021Q1,11614,54,904882255,808724868,442389603,395379036,464285700,80193,165840730,28684342,40813701,42074710,43850236,28145830,111.89,527829,82.28,ADV,2022
2022Q2,11615,54,287894104,306825220,203888083,217295197,263744452,68914,96398035,46225989,21549068,27538389,30940247,15453351,93.83,1879666,118.57,BENCH,2022
2021Q3,11616,81,654408278,496327856,391479702,296912933,508702469,48747,268317509,39307772,37953610,93400581,55228717,38682232,131.85,192733,142.91,FINAL,2012
2017Q4,11617,55,497852442,462129808,301120565,279514123,318036660,53246,192080985,50345434,23622814,54664061,20086333,24561411,107.73,1663505,102.67,BENCH,2022
2024Q2,11618,33,355871337,289797506,143281649,116678867,137236083,96426,74369081,24197981,4496594,21281447,12442680,9757765,122.8,556601,117.33,3RD,2012
2018Q4,11619,51,630650022,502630128,418768249,333759663,476461709,30399,273300734,78719847,30061766,56020602,41680207,25392423,125.47,903039,117.04,ADV,2017
2021Q4,11620,56,676906346,571084406,487358043,411168517,447426249,53760,250857592,43881393,21680709,94630126,75058673,26064241,118.53,1250346,77.86,2ND,2022
2018Q1,11621,45,607019397,655599306,441903062,477268670,589471680,109755,346216653,55783840,38870799,99609543,92009360,39442885,92.59,2045631,112.56,2ND,2022
2022Q3,11622,81,621217107,473560838,218023382,166201694,183073870,105069,107200781,25428399,16089488,19081109,26954441,14324269,131.18,726502,122.28,BENCH,2012
2017Q1,11623,92,463020498,363952600,242837283,190879801,311791846,67517,180242526,24425432,20063879,30141550,45971946,10324663,127.22,2052668,118.13,2ND,2022
2016Q2,11624,48,1107450884,968474756,541106216,473201763,558264526,90754,294828497,78689594,46544937,105601735,87544893,30705859,114.35,1297832,129.63,3RD,2022
2021Q2,11625,23,317979647,282046875,143714314,127474112,121970029,88799,49827945,15236074,11312091,19636741,9157511,9747283,112.74,1275551,122.6,FINAL,2012
2018Q1,11626,72,591350531,582324501,223409120,219999133,235313729,37684,133335409,33348102,6481009,23790727,30428974,6961998,101.55,1608748,132.61,BENCH,2022
2018Q3,11627,81,248003668,189272432,122179325,93245306,133680706,41223,48787373,12507180,7197436,16178728,8447164,6331197,131.03,2159957,128.4,2ND,2022
2020Q2,11628,33,460950962,411967970,277527730,248036223,364130530,35200,212344383,32343902,17658780,39202715,21023625,25205057,111.89,383466,131.36,ADV,2022
2020Q3,11629,62,550968623,491015616,401483608,357796638,405578564,86197,203172083,38463238,31909714,63374700,62534639,28092100,112.21,932696,127.13,3RD,2012
2023Q2,11630,51,529251074,455544047,248509232,213900182,258202688,54627,149984988,20952827,15016969,31629589,29098496,10218730,116.18,967730,94.82,BENCH,2017
2022Q2,11631,42,682784609,652820163,334202683,319535981,459084774,106010,238929299,79443723,11286417,96931558,75795629,18840792,104.59,1621650,139.61,FINAL,2017
2023Q1,11632,53,325757277,321545037,190499208,188035937,195006762,83310,113892019,23309793,18620094,35355088,23764865,9007753,101.31,657499,117.78,ADV,2017
2019Q4,11633,33,322982170,261037881,216884204,175288292,181662783,45393,103743528,19390019,17222659,20670937,18983530,11256608,123.73,646220,84.09,ADV,2017
2020Q3,11634,61,257120100,209261903,173730193,141393500,198963439,111948,113876486,33288506,16067876,23168903,29971430,6735828,122.87,51831,122.9,BENCH,2022
2016Q1,11635,55,319920334,279552896,181938447,158981516,157127978,84491,70301620,11470269,6457860,23831071,12827055,11331236,114.44,1575016,87.89,BENCH,2022
2025Q1,11636,61,344122623,290570483,175638858,148306053,192638317,110992,77435710,20222730,8293659,20496526,38294639,13544419,118.43,1829110,87.22,ADV,2017
2022Q1,11637,54,316929544,275279722,165277270,143557083,142247619,67120,79824511,8966514,8589093,14632729,17947261,4415859,115.13,528009,130.31,3RD,2017
2023Q2,11638,49,243853787,226020750,155822105,144426828,218015063,95115,100278194,24440779,15353255,24936202,32462618,5874585,107.89,801458,87.49,BENCH,2022
2019Q3,11639,42,570411385,452707448,420811674,333977519,424422952,85253,203822954,62001117,38733410,86222192,22468613,14447890,126.0,1542525,95.52,2ND,2017
2024Q3,11640,72,422135979,457302545,306647717,332193389,324197275,102716,160677255,44219906,21918021,52351245,39105432,7098907,92.31,1797598,87.93,BENCH,2012
2024Q1,11641,22,522758634,419785300,293227502,235467359,392286123,50383,154675076,22038909,36942061,82134114,54638534,17219617,124.53,769453,123.81,ADV,2012
2019Q3,11642,53,397793989,410054622,256813584,264728981,252763965,108469,127441027,21441688,11808317,22433100,50516974,8227670,97.01,610568,144.11,2ND,2017
2025Q1,11643,56,1425692188,1587100287,770429032,857652268,727342047,83762,358416360,78921501,64877180,75225993,88993630,26674486,89.83,1765449,118.84,FINAL,2012
2016Q2,11644,71,180456435,136699064,87479945,66267665,74058750,40586,33939440,12387347,7077022,9920307,8189159,4658592,132.01,1740175,114.57,FINAL,2017
2019Q2,11645,11,360018456,311623350,225850592,195490861,259756827,109866,113897013,23383117,21370712,34506333,33250166,11121787,115.53,2091515,92.39,ADV,2017
2018Q1,11646,48,226780255,195702671,160350581,138376407,183807777,114266,64547107,27418540,7570991,30817231,31268648,6379975,115.88,409625,105.78,FINAL,2017
2024Q3,11647,31,688690374,526803621,369191365,282407531,431951643,59073,219264743,52398102,14720925,54435941,26709928,23468507,130.73,2087416,79.59,ADV,2022
2016Q3,11648,92,353226847,368174742,243951068,254274617,203993046,63709,86169549,28914555,17522049,22158621,21564022,14750828,95.94,2107298,118.0,ADV,2012
2021Q1,11649,32,554361085,501638843,324610782,293738831,347397978,47822,153182048,18006801,29127321,28614884,25473336,27607478,110.51,671505,110.23,BENCH,2022
2022Q2,11650,62,260750646,193191558,130150711,96429363,150038780,77732,58203468,15572234,11393520,30876154,22284819,7438014,134.97,296833,115.79,2ND,2017
2017Q4,11651,53,492368733,473659195,200822919,193191841,209723103,63132,118306139,32776567,13601799,19649324,13734740,9661662,103.95,143540,130.36,3RD,2022
2023Q2,11652,71,449016868,344496600,169563265,130093037,165590266,92331,76435873,23823019,10508377,18134811,28869727,6850758,130.34,1352503,144.55,FINAL,2017
2017Q3,11653,72,368943122,308635705,273018282,228390733,343660138,35884,147602537,45222836,13052108,63129315,34997918,17226033,119.54,1469379,100.27,3RD,2012
2019Q1,11654,33,2215932701,1890404966,845449196,721249954,888685227,34628,407007198,87200368,26916569,193315530,78295912,42350694,117.22,1106086,113.62,3RD,2022
2018Q3,11655,31,558491832,606792516,416735366,452776365,532950017,32756,199600822,65668636,21314274,82687238,50381927,33202688,92.04,957840,127.35,ADV,2012
2024Q3,11656,55,189630909,153522433,119634381,96854259,100587038,80666,42790196,5072967,4018364,13124854,6182986,4481692,123.52,1838439,119.01,ADV,2012
2024Q1,11657,52,1440556822,1619695100,877151307,986228139,711165571,107149,272055837,61389343,68641129,78253294,120546418,31612071,88.94,1904021,117.2,3RD,2022
2017Q1,11658,21,445077755,475358064,240791076,257172996,218882377,80768,125395446,11698755,12647164,17555842,30989794,8120338,93.63,1138482,134.58,FINAL,2017
2023Q2,11659,33,275083361,219399714,200726169,160094249,193510544,57344,93422183,23212104,19228212,26806992,20023797,12683337,125.38,1736226,107.95,3RD,2022
2023Q3,11660,48,338813228,309136157,196185736,179001584,192805575,100016,94739757,16801740,5784163,21197245,12162939,5389072,109.6,167386,86.28,3RD,2022
2024Q3,11661,33,776232997,701901616,403957438,365274833,442860365,65960,269214727,60859392,31485837,52645879,25383681,23634401,110.59,1812247,86.07,FINAL,2022
2022Q3,11662,92,830498921,740459095,445152550,396890647,500310972,70297,310047226,88985050,28967887,43051524,69581095,12833176,112.16,1485974,125.3,2ND,2012
2024Q3,11663,49,615867590,652955460,417924622,443092263,540789650,63976,251316938,79038175,24084783,43892139,80592135,18628156,94.32,265504,132.68,ADV,2022
2019Q4,11664,61,335866523,346933708,235140327,242888469,306752120,93969,115801610,53208746,23554834,62057572,23291497,20680746,96.81,963507,105.65,ADV,2022
2020Q1,11665,61,684812590,527103287,405316031,311973546,459112191,104264,270174029,68281673,12680089,76457803,65822456,13831764,129.92,1047864,76.67,2ND,2012
2022Q1,11666,32,555055928,498747352,197807859,177740910,265967252,78571,102928143,46550294,5454106,25293827,27797339,5452453,111.29,1383373,85.34,3RD,2012
2019Q3,11667,92,529879311,473064290,203486755,181668382,232697756,66355,114892019,30772891,7594058,31314481,37302721,17890088,112.01,268189,121.46,ADV,2017
2024Q3,11668,55,505583753,540211297,369350735,394647649,317191446,79748,155540237,26429603,14033273,30681406,36678926,6557015,93.59,2143384,82.27,FINAL,2012
2019Q3,11669,42,428147364,343094290,245242279,196523983,258694947,46683,158863870,24278521,24321042,30658833,50336061,14576460,124.79,665931,109.72,ADV,2017
2024Q3,11670,52,523208078,428929397,384919970,315559903,529697394,43039,307743613,27119083,39775492,63646466,51585524,19116625,121.98,1984969,138.67,ADV,2012
2018Q4,11671,11,373033020,392666337,213258523,224482656,279677624,71916,154168856,39276318,16839591,57612849,49286024,10432557,95.0,1176280,142.51,2ND,2022
2022Q3,11672,33,674834684,607576019,450771345,405844373,479855028,48007,231092603,55358011,32242321,78274519,26127904,13694478,111.07,863215,141.76,3RD,2017
2025Q4,11673,62,546055588,421469271,335217961,258735691,407378388,104011,194641419,36166506,23260249,39442738,58416159,21735709,129.56,1095670,120.11,2ND,2012
2019Q3,11674,55,1279413231,1425371247,802271227,893795930,754755918,29536,312573477,101559057,19782625,83515455,104881546,17169788,89.76,253860,88.89,ADV,2012
2024Q3,11675,48,267089243,230786523,151293632,130729830,202461337,44959,88782506,21122000,19173542,44420788,19461965,10513143,115.73,622374,86.97,3RD,2012
2016Q4,11676,42,905741957,780812032,592179910,510499922,706366157,39279,249576202,117973855,44342227,111894952,50868172,33860206,116.0,1679661,116.39,2ND,2017
2016Q1,11677,52,308950488,349254452,169789130,191938876,224395346,75299,119188803,22149650,15087674,32192050,44042304,8515253,88.46,1448557,91.09,3RD,2022
2024Q3,11678,22,363456654,302577967,244086102,203201883,240433795,34643,108115612,13053456,18396962,40264443,13240637,14812448,120.12,1149079,142.82,ADV,2022
2018Q3,11679,62,461351076,519130276,215446965,242429352,188795540,95099,106369616,15012689,18247473,20402349,32710825,11106450,88.87,21034,119.46,3RD,2017
2018Q2,11680,21,1059225747,1082499486,389346084,397900955,487298102,106547,247115485,51889906,24472955,43342594,80999131,15729022,97.85,212837,108.24,FINAL,2017
2016Q1,11681,62,313176680,239011432,128830670,98321507,136568258,101101,68292570,10277829,9314977,22478168,26676019,8008700,131.03,1325902,132.59,2ND,2022
2021Q1,11682,55,818028570,677175969,409943926,339357555,439065616,50209,203883477,52051747,37972069,45052105,53577284,34334387,120.8,2019064,98.95,BENCH,2017
2025Q4,11683,56,797222484,775357405,560182688,544818798,477495446,42319,246900132,66427412,44458105,92498400,66292650,25324525,102.82,847019,140.44,3RD,2022
2017Q4,11684,21,893235250,858632366,626521408,602250705,664245879,96226,376179184,94121683,53643520,59684670,67197024,28000556,104.03,1032853,138.26,FINAL,2017
2019Q3,11685,61,356537710,417100737,174180577,203767638,155335446,37254,61719416,8790074,5545860,31866233,26636217,4716994,85.48,433464,91.4,ADV,2012
2017Q4,11686,81,736190006,848047467,382728626,440880804,372773802,48991,151044387,60657340,25423238,64589817,37873209,17462251,86.81,1329456,86.0,2ND,2022
2023Q4,11687,32,491694274,380715659,280022842,216819854,235957356,62757,103054110,37477064,5403076,43193920,46313431,11032427,129.15,2140621,138.14,FINAL,2012
2019Q4,11688,31,617637346,682020038,380515661,420180721,322529689,42470,170618828,55847126,17712882,31240536,23823171,9249867,90.56,1719123,87.83,2ND,2012
2019Q4,11689,33,393208725,318361853,206681755,167340098,192894768,35475,100500591,19230922,7727112,15563541,32535329,11839066,123.51,221434,131.62,2ND,2012
2019Q2,11690,42,184110665,205549475,116385977,129938570,99380870,33648,58721511,10774388,5863198,8822631,10297627,6983111,89.57,409916,82.11,ADV,2012
2025Q1,11691,31,536480895,472795360,299753352,264169694,289267639,74007,124093212,18842495,15468503,27512431,40387469,19086127,113.47,643727,97.01,3RD,2022
2021Q3,11692,21,721679166,760623067,301637838,317915091,375043493,37022,137796464,32635375,32625179,78340406,73955193,17078925,94.88,1511188,121.99,2ND,2017
2017Q3,11693,62,770583807,581221758,529540857,399412322,469147042,106572,220053315,56895888,42624945,88487084,44349873,24052450,132.58,468843,89.76,FINAL,2022
2024Q2,11694,52,583645377,436403004,298849992,223455953,401603436,105895,206917010,35288218,19394193,63954187,53528879,30672513,133.74,1477276,83.69,BENCH,2012
2021Q3,11695,52,406287870,394760853,158578862,154079734,144483790,39150,58088569,21652600,11345386,26189283,27911096,3490022,102.92,689530,83.33,2ND,2022
2019Q4,11696,45,333863298,264802743,147606398,117073602,174090838,71851,94442719,13112589,13963456,28158097,12859412,7558519,126.08,2155894,99.85,BENCH,2012
2021Q2,11697,52,732077699,737312619,392430264,395236443,333710519,43622,171960420,42943257,21072904,68263817,62170278,17752591,99.29,1660470,121.84,ADV,2022
2021Q4,11698,45,764269813,624097512,433984345,354388653,387096155,85213,237555595,26901788,25004801,48622038,64322037,22517833,122.46,1647228,121.67,ADV,2022
