gov_fedspend_obligation_date,gov_fedspend_program_cfda_number,gov_fedspend_awarding_agency_code,gov_fedspend_funding_subagency_code,gov_fedspend_recipient_uei_hash,gov_fedspend_recipient_type_code,gov_fedspend_award_amount_usd,gov_fedspend_award_type_code,gov_fedspend_assistance_listing_title,gov_fedspend_place_of_performance_geoid,gov_fedspend_primary_purpose_code,gov_fedspend_covid_relief_flag,gov_fedspend_infrastructure_act_flag,gov_fedspend_competition_indicator,gov_fedspend_matching_requirement_flag,gov_fedspend_period_of_performance_days,gov_fedspend_outlay_estimate_usd,gov_fedspend_deobligation_amount_usd,gov_fedspend_reporting_period_quarter,gov_fedspend_data_source_system
2019-08-19,58.788,AG03,SUBA,UEI000000001692,NONPROFIT,229437243.4,CONTRACT,CLIMATE_RESILIENCE,2991662640,ECON_DEV,0,0,FULL_AND_OPEN,0,3170,138732248.69,24797933.48,Q4,SYSTEM_A
2019-08-20,48.687,AG02,SUBA,UEI000000001693,NONPROFIT,11510918.36,COOP_AGREEMENT,ED_INNOVATION,8392634654,ENERGY,0,0,OTHER,0,105,10152845.78,405846.36,Q4,SYSTEM_C
2019-08-21,29.432,AG06,SUBD,UEI000000001694,UNIVERSITY,79993621.85,GRANT,RESEARCH_INFRASTRUCTURE,1256568660,SAFETY,0,0,FULL_AND_OPEN,0,754,68532790.03,2696555.3,Q4,SYSTEM_A
2019-08-22,66.115,AG06,SUBA,UEI000000001695,LOCAL_GOV,110265202.01,GRANT,PUBLIC_SAFETY,5480796277,ENERGY,0,1,FORMULA,0,1079,82537736.33,908605.03,Q1,SYSTEM_C
2019-08-23,48.169,AG08,SUBE,UEI000000001696,TRIBAL_GOV,110308349.06,COOP_AGREEMENT,ED_INNOVATION,9182164124,HOUSING,1,0,FORMULA,1,312,58282582.79,11121238.53,Q3,SYSTEM_B
2019-08-24,21.494,AG03,SUBA,UEI000000001697,LOCAL_GOV,59573721.08,COOP_AGREEMENT,WORKFORCE_TRAINING,2291217417,TRANSPORT,1,0,FORMULA,0,2199,53452745.69,6036291.13,Q2,SYSTEM_C
2019-08-25,34.653,AG04,SUBE,UEI000000001698,NONPROFIT,217369987.43,CONTRACT,ED_INNOVATION,1153457265,HEALTH,0,0,SOLE_SOURCE,1,1947,78058985.48,8905619.83,Q2,SYSTEM_A
2019-08-26,20.044,AG06,SUBB,UEI000000001699,STATE_GOV,200443328.49,GRANT,BROADBAND_ACCESS,9904547508,SCI_TECH,0,0,FORMULA,0,2201,98033501.17,12959089.05,Q3,SYSTEM_B
2019-08-27,80.004,AG07,SUBF,UEI000000001700,STATE_GOV,65651711.38,LOAN,ED_INNOVATION,2820249134,SAFETY,0,1,FULL_AND_OPEN,0,2211,25235981.14,7809185.4,Q2,SYSTEM_A
2019-08-28,74.890,AG01,SUBB,UEI000000001701,LOCAL_GOV,206348721.59,COOP_AGREEMENT,DISASTER_RELIEF,5973108763,HEALTH,0,0,FULL_AND_OPEN,1,2647,117821793.54,277705.47,Q2,SYSTEM_B
2019-08-29,31.120,AG05,SUBD,UEI000000001702,NONPROFIT,212619634.08,GRANT,ED_INNOVATION,9415126548,EDU,0,0,FORMULA,0,1481,197855994.72,2464261.31,Q2,SYSTEM_D
2019-08-30,40.766,AG01,SUBA,UEI000000001703,UNIVERSITY,135665536.12,LOAN,COMMUNITY_HEALTH,4109872783,ENV,0,0,LIMITED,1,2621,102601496.84,15235851.51,Q1,SYSTEM_A
2019-08-31,83.041,AG06,SUBA,UEI000000001704,LOCAL_GOV,229460027.37,GRANT,TRANSPORT_IMPROVEMENTS,2441894001,SAFETY,0,0,FULL_AND_OPEN,0,3355,181553442.46,5188721.05,Q1,SYSTEM_D
2019-09-01,26.920,AG03,SUBA,UEI000000001705,STATE_GOV,64564433.53,GRANT,RESEARCH_INFRASTRUCTURE,2018639477,ENV,0,1,FORMULA,0,3636,31843245.96,4447144.43,Q3,SYSTEM_B
2019-09-02,70.662,AG03,SUBD,UEI000000001706,NONPROFIT,97184155.84,GRANT,RESEARCH_INFRASTRUCTURE,3781331039,OTHER,0,0,FULL_AND_OPEN,0,2639,47421557.17,1688660.76,Q2,SYSTEM_B
2019-09-03,14.982,AG02,SUBE,UEI000000001707,LOCAL_GOV,12988282.36,COOP_AGREEMENT,HOUSING_SUPPORT,3438954664,ENERGY,0,0,FULL_AND_OPEN,1,2189,12601272.66,707426.45,Q4,SYSTEM_B
2019-09-04,74.015,AG03,SUBC,UEI000000001708,LOCAL_GOV,175486305.48,GRANT,CLIMATE_RESILIENCE,7842758425,HEALTH,0,0,FULL_AND_OPEN,1,2493,123653776.46,3692403.06,Q2,SYSTEM_D
2019-09-05,94.135,AG04,SUBE,UEI000000001709,NONPROFIT,85928611.24,GRANT,RESEARCH_INFRASTRUCTURE,1393418164,TRANSPORT,0,1,FULL_AND_OPEN,1,1894,69197087.3,8593465.34,Q3,SYSTEM_A
2019-09-06,53.731,AG03,SUBD,UEI000000001710,FOR_PROFIT,46586125.36,COOP_AGREEMENT,HOUSING_SUPPORT,4545048721,HEALTH,0,0,FULL_AND_OPEN,1,1134,19467408.08,872274.24,Q1,SYSTEM_A
2019-09-07,76.420,AG03,SUBF,UEI000000001711,FOR_PROFIT,66360086.83,CONTRACT,DISASTER_RELIEF,2086697243,ENERGY,1,0,FORMULA,1,512,52896926.1,5471770.34,Q3,SYSTEM_A
2019-09-08,88.937,AG04,SUBD,UEI000000001712,INDIVIDUAL,222435432.88,GRANT,RESEARCH_INFRASTRUCTURE,7787204389,HOUSING,0,0,FORMULA,1,3063,79424418.27,26602330.17,Q4,SYSTEM_A
2019-09-09,95.478,AG04,SUBC,UEI000000001713,LOCAL_GOV,249961993.49,OTHER,PUBLIC_SAFETY,3304497004,OTHER,1,0,FULL_AND_OPEN,0,1303,195217803.95,11891426.02,Q3,SYSTEM_A
2019-09-10,13.777,AG01,SUBD,UEI000000001714,STATE_GOV,60601381.1,COOP_AGREEMENT,RESEARCH_INFRASTRUCTURE,4092925149,SAFETY,0,0,FORMULA,0,582,34346526.07,3538389.73,Q4,SYSTEM_C
2019-09-11,22.709,AG03,SUBD,UEI000000001715,NONPROFIT,163927176.41,GRANT,RESEARCH_INFRASTRUCTURE,2177493080,EDU,0,0,FORMULA,0,1863,107999105.75,19355504.83,Q1,SYSTEM_D
2019-09-12,49.290,AG08,SUBF,UEI000000001716,STATE_GOV,230918981.6,GRANT,WORKFORCE_TRAINING,8832989987,HEALTH,1,1,FORMULA,0,3309,82880713.4,10368383.16,Q1,SYSTEM_C
2019-09-13,77.305,AG04,SUBB,UEI000000001717,NONPROFIT,37483478.9,GRANT,RESEARCH_INFRASTRUCTURE,4940420300,OTHER,0,0,FORMULA,1,243,24039811.77,3230013.78,Q1,SYSTEM_A
2019-09-14,73.399,AG07,SUBF,UEI000000001718,NONPROFIT,61583302.83,GRANT,RESEARCH_INFRASTRUCTURE,9366752926,SAFETY,0,0,FORMULA,0,750,40372037.53,3090608.17,Q1,SYSTEM_A
2019-09-15,91.382,AG08,SUBD,UEI000000001719,STATE_GOV,17779829.36,LOAN,CLIMATE_RESILIENCE,8975344952,SCI_TECH,0,0,LIMITED,1,974,17419378.9,789107.38,Q2,SYSTEM_C
2019-09-16,87.819,AG01,SUBB,UEI000000001720,NONPROFIT,33801029.4,GRANT,TRANSPORT_IMPROVEMENTS,6255367979,ECON_DEV,0,0,FORMULA,0,2344,15546596.11,4044169.09,Q3,SYSTEM_A
2019-09-17,75.316,AG07,SUBC,UEI000000001721,UNIVERSITY,79642788.94,OTHER,COMMUNITY_HEALTH,7836306400,ENV,0,0,FULL_AND_OPEN,1,3333,76698295.74,333736.11,Q3,SYSTEM_A
2019-09-18,45.322,AG02,SUBA,UEI000000001722,NONPROFIT,183209160.78,GRANT,HOUSING_SUPPORT,7722974890,HEALTH,0,0,FORMULA,0,3207,186170229.42,17623559.83,Q3,SYSTEM_B
2019-09-19,18.499,AG05,SUBE,UEI000000001723,UNIVERSITY,157872643.25,CONTRACT,CLIMATE_RESILIENCE,3248414227,ENV,0,1,SOLE_SOURCE,1,2473,127484166.34,15610929.03,Q1,SYSTEM_A
2019-09-20,78.293,AG03,SUBB,UEI000000001724,NONPROFIT,90970444.42,GRANT,CLIMATE_RESILIENCE,5519768441,HOUSING,0,1,OTHER,0,2906,71046003.62,3130376.12,Q1,SYSTEM_D
2019-09-21,56.279,AG04,SUBF,UEI000000001725,NONPROFIT,53057471.12,COOP_AGREEMENT,CLIMATE_RESILIENCE,3211085201,ENERGY,0,0,FORMULA,0,2054,42802382.55,479780.13,Q3,SYSTEM_C
2019-09-22,82.557,AG04,SUBE,UEI000000001726,UNIVERSITY,234079087.45,COOP_AGREEMENT,RESEARCH_INFRASTRUCTURE,9670868233,HEALTH,0,0,OTHER,0,838,129397707.72,4696149.8,Q4,SYSTEM_D
2019-09-23,09.196,AG03,SUBD,UEI000000001727,UNIVERSITY,89859863.47,COOP_AGREEMENT,TRANSPORT_IMPROVEMENTS,4718014616,ECON_DEV,0,0,FULL_AND_OPEN,1,3216,36286914.21,9561452.71,Q3,SYSTEM_A
2019-09-24,22.438,AG04,SUBD,UEI000000001728,LOCAL_GOV,182171651.96,CONTRACT,BROADBAND_ACCESS,3885193747,HEALTH,0,0,FORMULA,0,407,189614880.33,20467051.65,Q4,SYSTEM_A
2019-09-25,20.447,AG07,SUBC,UEI000000001729,LOCAL_GOV,208279475.88,GRANT,TRANSPORT_IMPROVEMENTS,6276520753,TRANSPORT,0,0,SOLE_SOURCE,1,1944,170107812.28,7062179.24,Q3,SYSTEM_C
2019-09-26,06.740,AG06,SUBE,UEI000000001730,UNIVERSITY,18769813.87,GRANT,HOUSING_SUPPORT,9443343740,HEALTH,0,0,OTHER,1,365,18198036.16,704727.63,Q2,SYSTEM_C
2019-09-27,83.571,AG03,SUBE,UEI000000001731,FOR_PROFIT,137490678.81,COOP_AGREEMENT,RESEARCH_INFRASTRUCTURE,8632585220,SCI_TECH,0,0,LIMITED,0,417,61349773.94,1074324.8,Q2,SYSTEM_B
2019-09-28,46.573,AG01,SUBD,UEI000000001732,LOCAL_GOV,108446470.6,CONTRACT,TRANSPORT_IMPROVEMENTS,9755349003,SAFETY,0,0,FORMULA,1,1589,89373829.82,7938664.76,Q1,SYSTEM_D
2019-09-29,15.273,AG07,SUBF,UEI000000001733,FOR_PROFIT,190678433.3,GRANT,DISASTER_RELIEF,4790503089,SCI_TECH,0,0,FULL_AND_OPEN,0,1575,120148067.93,8411079.4,Q1,SYSTEM_C
2019-09-30,18.611,AG07,SUBB,UEI000000001734,STATE_GOV,106590519.86,GRANT,SMALL_BUSINESS_SUPPORT,4610377804,OTHER,0,0,FORMULA,1,1949,55556998.79,9580678.16,Q2,SYSTEM_B
2019-10-01,83.379,AG05,SUBB,UEI000000001735,NONPROFIT,161081871.61,GRANT,TRANSPORT_IMPROVEMENTS,2703078755,HOUSING,0,0,SOLE_SOURCE,0,89,111447844.9,6511571.91,Q2,SYSTEM_B
2019-10-02,30.639,AG02,SUBF,UEI000000001736,LOCAL_GOV,46392966.4,GRANT,BROADBAND_ACCESS,1462486125,SAFETY,0,0,FORMULA,0,2217,20590020.53,2015493.56,Q2,SYSTEM_D
2019-10-03,98.543,AG05,SUBA,UEI000000001737,STATE_GOV,94153770.03,GRANT,HOUSING_SUPPORT,1965184000,HEALTH,0,0,FULL_AND_OPEN,0,773,75091803.1,6958128.55,Q2,SYSTEM_D
2019-10-04,08.127,AG01,SUBD,UEI000000001738,UNIVERSITY,59972412.91,GRANT,CLIMATE_RESILIENCE,7380422783,OTHER,0,0,SOLE_SOURCE,0,724,40326211.96,5167098.25,Q1,SYSTEM_A
2019-10-05,90.821,AG05,SUBB,UEI000000001739,FOR_PROFIT,32914842.0,CONTRACT,COMMUNITY_HEALTH,2579113842,ENERGY,0,0,FORMULA,1,2851,23954066.91,2091300.82,Q4,SYSTEM_C
2019-10-06,91.750,AG06,SUBA,UEI000000001740,UNIVERSITY,71478395.72,LOAN,HOUSING_SUPPORT,5226152154,HOUSING,0,0,FORMULA,0,991,54520147.49,7692281.06,Q1,SYSTEM_B
2019-10-07,89.916,AG05,SUBF,UEI000000001741,LOCAL_GOV,137341315.25,DIRECT_PAYMENT,PUBLIC_SAFETY,4991145619,HEALTH,0,0,LIMITED,0,3217,125713814.6,10857295.73,Q4,SYSTEM_A
2019-10-08,87.314,AG01,SUBA,UEI000000001742,NONPROFIT,94498317.9,GRANT,WORKFORCE_TRAINING,9528022906,OTHER,0,1,FORMULA,1,1533,64733801.48,3513808.4,Q3,SYSTEM_A
2019-10-09,17.261,AG03,SUBA,UEI000000001743,FOR_PROFIT,54688278.07,CONTRACT,WORKFORCE_TRAINING,6065008184,HOUSING,0,0,FORMULA,1,779,24389049.02,6250230.54,Q2,SYSTEM_B
2019-10-10,27.442,AG08,SUBA,UEI000000001744,NONPROFIT,199628553.92,CONTRACT,COMMUNITY_HEALTH,7981128893,SAFETY,0,0,LIMITED,0,819,191422337.08,20732458.28,Q3,SYSTEM_C
2019-10-11,64.396,AG04,SUBF,UEI000000001745,NONPROFIT,191599217.81,GRANT,SMALL_BUSINESS_SUPPORT,4725396513,EDU,0,1,FULL_AND_OPEN,1,3157,84641283.2,5231528.91,Q1,SYSTEM_C
2019-10-12,83.799,AG01,SUBA,UEI000000001746,NONPROFIT,61152793.13,CONTRACT,CLIMATE_RESILIENCE,2245493982,SAFETY,0,0,OTHER,1,1499,50799489.1,4553769.07,Q4,SYSTEM_D
2019-10-13,79.351,AG01,SUBC,UEI000000001747,FOR_PROFIT,117958022.63,COOP_AGREEMENT,RESEARCH_INFRASTRUCTURE,9535182804,ECON_DEV,0,0,LIMITED,1,1337,45969994.54,6449114.18,Q1,SYSTEM_D
2019-10-14,31.020,AG06,SUBE,UEI000000001748,UNIVERSITY,248810848.24,CONTRACT,BROADBAND_ACCESS,7671597583,ENERGY,0,1,FORMULA,0,469,225995008.49,10776316.44,Q2,SYSTEM_D
2019-10-15,70.853,AG08,SUBC,UEI000000001749,NONPROFIT,67295090.33,GRANT,RESEARCH_INFRASTRUCTURE,1678404369,SCI_TECH,0,0,FULL_AND_OPEN,0,2044,61021911.78,4689896.99,Q2,SYSTEM_C
2019-10-16,32.482,AG08,SUBC,UEI000000001750,LOCAL_GOV,40939246.92,GRANT,ED_INNOVATION,1103261343,OTHER,0,1,FORMULA,1,3005,19900712.88,1901617.89,Q1,SYSTEM_B
2019-10-17,26.408,AG07,SUBD,UEI000000001751,LOCAL_GOV,245072685.34,OTHER,RESEARCH_INFRASTRUCTURE,9472540903,SAFETY,0,0,LIMITED,0,865,194699307.58,7314703.87,Q2,SYSTEM_A
2019-10-18,75.402,AG04,SUBD,UEI000000001752,TRIBAL_GOV,97290179.32,LOAN,WORKFORCE_TRAINING,6149314130,ENV,0,0,OTHER,0,1667,92386474.59,820785.94,Q4,SYSTEM_C
2019-10-19,34.348,AG03,SUBF,UEI000000001753,FOR_PROFIT,79714090.59,GRANT,TRANSPORT_IMPROVEMENTS,6745669771,HEALTH,0,0,FULL_AND_OPEN,0,2920,32474372.93,1967352.13,Q2,SYSTEM_C
2019-10-20,04.056,AG04,SUBD,UEI000000001754,UNIVERSITY,19214394.79,GRANT,COMMUNITY_HEALTH,6282924890,SAFETY,0,0,SOLE_SOURCE,0,3341,13654699.34,1394364.14,Q4,SYSTEM_B
2019-10-21,87.858,AG06,SUBB,UEI000000001755,TRIBAL_GOV,195903619.76,GRANT,SMALL_BUSINESS_SUPPORT,4864010569,ECON_DEV,0,0,FORMULA,0,2594,172722912.71,5097155.43,Q1,SYSTEM_C
2019-10-22,60.177,AG06,SUBD,UEI000000001756,TRIBAL_GOV,87190142.0,GRANT,COMMUNITY_HEALTH,9401752989,HOUSING,0,0,LIMITED,0,1593,85468579.82,7456064.96,Q2,SYSTEM_C
2019-10-23,56.978,AG02,SUBB,UEI000000001757,LOCAL_GOV,8676752.12,GRANT,DISASTER_RELIEF,7354400666,TRANSPORT,1,0,FULL_AND_OPEN,1,2465,6692346.78,382571.41,Q4,SYSTEM_C
2019-10-24,49.478,AG07,SUBB,UEI000000001758,FOR_PROFIT,12269700.56,CONTRACT,BROADBAND_ACCESS,1639254497,HOUSING,0,0,FORMULA,1,951,5717178.56,143440.0,Q1,SYSTEM_A
2019-10-25,14.740,AG08,SUBF,UEI000000001759,STATE_GOV,205587766.37,GRANT,TRANSPORT_IMPROVEMENTS,7234753629,HEALTH,0,0,OTHER,1,2285,154961693.39,456297.02,Q3,SYSTEM_A
2019-10-26,18.883,AG07,SUBF,UEI000000001760,UNIVERSITY,140882812.43,GRANT,SMALL_BUSINESS_SUPPORT,3449394613,SCI_TECH,0,0,LIMITED,0,2890,104732941.35,14872567.37,Q1,SYSTEM_A
2019-10-27,02.164,AG07,SUBF,UEI000000001761,LOCAL_GOV,142425374.13,COOP_AGREEMENT,HOUSING_SUPPORT,6324364181,OTHER,0,0,FULL_AND_OPEN,0,2159,61639127.67,11417852.82,Q2,SYSTEM_B
2019-10-28,74.292,AG04,SUBD,UEI000000001762,FOR_PROFIT,58580388.18,GRANT,HOUSING_SUPPORT,2450747776,OTHER,0,0,FORMULA,0,881,40152547.75,3220858.83,Q3,SYSTEM_C
2019-10-29,57.614,AG01,SUBE,UEI000000001763,UNIVERSITY,105508190.14,CONTRACT,COMMUNITY_HEALTH,4565335763,HOUSING,1,0,FORMULA,0,2977,90622221.3,4370248.5,Q2,SYSTEM_C
2019-10-30,54.502,AG07,SUBC,UEI000000001764,FOR_PROFIT,140280107.54,COOP_AGREEMENT,COMMUNITY_HEALTH,6815552952,ENERGY,0,0,FORMULA,0,2287,72569098.68,2906791.62,Q3,SYSTEM_B
2019-10-31,46.283,AG02,SUBD,UEI000000001765,INDIVIDUAL,106504351.62,GRANT,COMMUNITY_HEALTH,9516242983,OTHER,0,0,OTHER,1,2820,98926568.04,10148635.65,Q3,SYSTEM_A
2019-11-01,82.480,AG04,SUBB,UEI000000001766,UNIVERSITY,134171526.88,LOAN,ED_INNOVATION,8990036283,ENERGY,1,0,FULL_AND_OPEN,0,1216,67611001.93,13746301.43,Q1,SYSTEM_A
2019-11-02,28.284,AG07,SUBB,UEI000000001767,UNIVERSITY,236800753.67,CONTRACT,HOUSING_SUPPORT,2435368688,ECON_DEV,0,0,FULL_AND_OPEN,0,3550,172144741.89,25662486.98,Q1,SYSTEM_C
2019-11-03,52.086,AG01,SUBB,UEI000000001768,UNIVERSITY,99497826.58,GRANT,ED_INNOVATION,4476250979,TRANSPORT,0,0,FORMULA,0,3483,44779288.82,3666389.54,Q3,SYSTEM_A
2019-11-04,82.809,AG01,SUBA,UEI000000001769,STATE_GOV,195728170.38,LOAN,BROADBAND_ACCESS,1937350106,ENERGY,0,1,FULL_AND_OPEN,0,2172,204669675.26,3253685.91,Q4,SYSTEM_C
2019-11-05,74.053,AG06,SUBE,UEI000000001770,LOCAL_GOV,76386939.48,LOAN,ED_INNOVATION,1184525358,OTHER,0,0,FORMULA,0,139,52757691.22,1379166.43,Q4,SYSTEM_D
2019-11-06,45.670,AG07,SUBD,UEI000000001771,INDIVIDUAL,27993312.73,LOAN,RESEARCH_INFRASTRUCTURE,9695156243,SCI_TECH,0,0,FULL_AND_OPEN,0,3060,25382579.76,252182.54,Q1,SYSTEM_B
2019-11-07,39.766,AG03,SUBC,UEI000000001772,LOCAL_GOV,65345110.61,LOAN,WORKFORCE_TRAINING,7854423672,OTHER,0,0,FORMULA,1,2263,46461272.39,5083089.23,Q4,SYSTEM_C
2019-11-08,54.898,AG08,SUBE,UEI000000001773,UNIVERSITY,186274272.31,GRANT,ED_INNOVATION,7401371165,OTHER,1,1,FORMULA,0,3324,188276871.37,742057.89,Q2,SYSTEM_B
2019-11-09,05.345,AG06,SUBE,UEI000000001774,UNIVERSITY,11399529.4,CONTRACT,CLIMATE_RESILIENCE,9212199415,EDU,0,0,OTHER,0,1258,5819716.94,1186996.88,Q1,SYSTEM_A
2019-11-10,53.039,AG01,SUBF,UEI000000001775,UNIVERSITY,50213480.38,LOAN,COMMUNITY_HEALTH,8410031714,OTHER,0,0,LIMITED,1,2963,44200600.47,1744071.46,Q4,SYSTEM_A
2019-11-11,85.065,AG05,SUBB,UEI000000001776,TRIBAL_GOV,108771401.2,GRANT,ED_INNOVATION,3702270003,TRANSPORT,0,0,FULL_AND_OPEN,1,1473,98248660.54,9557578.15,Q2,SYSTEM_B
2019-11-12,61.538,AG08,SUBD,UEI000000001777,FOR_PROFIT,27716859.22,GRANT,HOUSING_SUPPORT,6012769789,ECON_DEV,0,0,OTHER,1,3128,19367440.39,3070542.13,Q4,SYSTEM_D
2019-11-13,13.542,AG07,SUBC,UEI000000001778,TRIBAL_GOV,128571631.23,GRANT,COMMUNITY_HEALTH,7118711457,ECON_DEV,0,0,OTHER,1,1466,128919172.64,5446036.75,Q3,SYSTEM_B
2019-11-14,11.427,AG04,SUBA,UEI000000001779,LOCAL_GOV,249969321.5,GRANT,RESEARCH_INFRASTRUCTURE,3634306892,HOUSING,0,0,SOLE_SOURCE,1,903,117626316.5,23789793.42,Q4,SYSTEM_A
2019-11-15,10.911,AG01,SUBF,UEI000000001780,TRIBAL_GOV,10712135.38,LOAN,HOUSING_SUPPORT,4263827992,ENERGY,0,0,FORMULA,0,2819,4935415.37,189070.87,Q1,SYSTEM_A
2019-11-16,14.703,AG07,SUBA,UEI000000001781,NONPROFIT,194245068.48,COOP_AGREEMENT,PUBLIC_SAFETY,6786217555,SCI_TECH,0,0,LIMITED,0,3025,101998250.3,5238504.11,Q2,SYSTEM_A
2019-11-17,86.046,AG02,SUBB,UEI000000001782,STATE_GOV,182079287.56,CONTRACT,DISASTER_RELIEF,1184931542,HEALTH,0,0,FULL_AND_OPEN,0,326,74961921.82,10796651.07,Q1,SYSTEM_D
2019-11-18,79.772,AG05,SUBE,UEI000000001783,STATE_GOV,21722212.62,GRANT,RESEARCH_INFRASTRUCTURE,5550635608,ENERGY,1,0,FULL_AND_OPEN,0,2622,17660541.45,1909268.98,Q3,SYSTEM_A
2019-11-19,58.032,AG06,SUBA,UEI000000001784,FOR_PROFIT,126493953.69,LOAN,BROADBAND_ACCESS,1727996974,ENERGY,0,0,FORMULA,0,271,65756880.12,8805377.13,Q4,SYSTEM_A
2019-11-20,81.878,AG07,SUBF,UEI000000001785,STATE_GOV,123707788.06,LOAN,COMMUNITY_HEALTH,7464024349,HEALTH,1,0,FULL_AND_OPEN,0,3204,117874181.32,10623184.57,Q4,SYSTEM_B
2019-11-21,70.050,AG01,SUBF,UEI000000001786,NONPROFIT,184974826.62,CONTRACT,CLIMATE_RESILIENCE,9825395642,OTHER,1,1,SOLE_SOURCE,0,2310,94819001.68,13671475.12,Q3,SYSTEM_D
2019-11-22,58.040,AG07,SUBF,UEI000000001787,STATE_GOV,89850954.44,GRANT,ED_INNOVATION,1087628411,OTHER,0,1,LIMITED,1,2735,60979169.34,8510459.25,Q4,SYSTEM_A
2019-11-23,54.962,AG07,SUBC,UEI000000001788,LOCAL_GOV,195417467.57,OTHER,RESEARCH_INFRASTRUCTURE,5042352241,OTHER,0,0,FULL_AND_OPEN,1,3349,107477431.72,22893837.8,Q2,SYSTEM_D
2019-11-24,87.973,AG05,SUBA,UEI000000001789,LOCAL_GOV,207649485.1,GRANT,CLIMATE_RESILIENCE,6117264958,EDU,0,0,OTHER,0,2847,96097736.48,23981800.04,Q4,SYSTEM_B
2019-11-25,46.456,AG03,SUBD,UEI000000001790,NONPROFIT,12791364.26,COOP_AGREEMENT,SMALL_BUSINESS_SUPPORT,4806301202,ENERGY,0,0,FULL_AND_OPEN,0,3614,4640204.63,1157746.83,Q4,SYSTEM_D
2019-11-26,20.129,AG06,SUBF,UEI000000001791,NONPROFIT,177573784.94,LOAN,COMMUNITY_HEALTH,4850423792,HOUSING,0,1,FULL_AND_OPEN,0,1454,146809907.17,9167997.06,Q4,SYSTEM_D
2019-11-27,76.897,AG08,SUBA,UEI000000001792,UNIVERSITY,144347484.19,CONTRACT,HOUSING_SUPPORT,6328074578,ENV,1,0,FORMULA,0,209,58574553.15,6414392.4,Q2,SYSTEM_A
2019-11-28,58.668,AG06,SUBC,UEI000000001793,NONPROFIT,143564865.48,CONTRACT,TRANSPORT_IMPROVEMENTS,2152246917,HOUSING,0,0,LIMITED,0,124,118531252.96,6772822.63,Q2,SYSTEM_C
2019-11-29,09.705,AG05,SUBD,UEI000000001794,LOCAL_GOV,64674333.11,GRANT,TRANSPORT_IMPROVEMENTS,4198774127,ENERGY,0,1,FULL_AND_OPEN,1,121,62261729.56,1747537.91,Q2,SYSTEM_A
2019-11-30,80.230,AG03,SUBD,UEI000000001795,UNIVERSITY,127042436.66,COOP_AGREEMENT,DISASTER_RELIEF,8009152043,SCI_TECH,1,0,FORMULA,0,969,73086163.58,10540658.42,Q4,SYSTEM_A
2019-12-01,55.010,AG06,SUBD,UEI000000001796,LOCAL_GOV,101938766.55,GRANT,SMALL_BUSINESS_SUPPORT,2148080839,ENERGY,0,0,SOLE_SOURCE,0,177,64638067.46,11056700.24,Q1,SYSTEM_B
2019-12-02,43.507,AG06,SUBB,UEI000000001797,FOR_PROFIT,22929198.1,LOAN,BROADBAND_ACCESS,9751890166,TRANSPORT,0,0,SOLE_SOURCE,1,3365,19702135.3,1077833.9,Q1,SYSTEM_C
2019-12-03,89.012,AG06,SUBF,UEI000000001798,NONPROFIT,116084955.66,CONTRACT,RESEARCH_INFRASTRUCTURE,6800718420,HEALTH,0,0,FULL_AND_OPEN,0,2031,113310370.45,8077942.8,Q2,SYSTEM_B
2019-12-04,39.359,AG01,SUBF,UEI000000001799,TRIBAL_GOV,99214107.61,CONTRACT,DISASTER_RELIEF,9346637418,TRANSPORT,0,0,FULL_AND_OPEN,0,970,39856186.71,2371949.38,Q2,SYSTEM_A
2019-12-05,43.819,AG07,SUBA,UEI000000001800,NONPROFIT,16098950.33,CONTRACT,PUBLIC_SAFETY,2376722046,ENERGY,0,0,FORMULA,0,272,16853389.0,1891621.89,Q3,SYSTEM_C
2019-12-06,71.539,AG01,SUBF,UEI000000001801,NONPROFIT,106611246.23,GRANT,BROADBAND_ACCESS,4158243814,HOUSING,0,0,FULL_AND_OPEN,0,58,109150593.43,3302317.41,Q2,SYSTEM_C
2019-12-07,09.351,AG06,SUBA,UEI000000001802,NONPROFIT,122752947.39,OTHER,HOUSING_SUPPORT,6756375854,ECON_DEV,0,1,SOLE_SOURCE,0,2118,89043602.57,13618080.7,Q1,SYSTEM_B
2019-12-08,79.382,AG02,SUBF,UEI000000001803,NONPROFIT,225759322.67,GRANT,ED_INNOVATION,8730403913,HEALTH,0,0,FORMULA,0,2645,132271616.41,3373452.57,Q4,SYSTEM_B
2019-12-09,98.021,AG06,SUBD,UEI000000001804,UNIVERSITY,53467321.58,COOP_AGREEMENT,COMMUNITY_HEALTH,1550946349,ENERGY,0,0,FORMULA,1,2050,21007857.01,6294650.29,Q1,SYSTEM_D
2019-12-10,13.182,AG06,SUBE,UEI000000001805,FOR_PROFIT,119521664.12,LOAN,TRANSPORT_IMPROVEMENTS,4323691881,HEALTH,0,0,SOLE_SOURCE,1,3020,66853706.15,13013172.6,Q3,SYSTEM_A
2019-12-11,11.011,AG06,SUBE,UEI000000001806,UNIVERSITY,211528290.32,CONTRACT,CLIMATE_RESILIENCE,1544684799,HEALTH,0,0,FORMULA,0,941,168148547.95,5590391.52,Q1,SYSTEM_A
2019-12-12,68.799,AG08,SUBF,UEI000000001807,NONPROFIT,140264844.5,COOP_AGREEMENT,WORKFORCE_TRAINING,4929436968,OTHER,1,0,FORMULA,0,703,125929854.69,5382003.65,Q1,SYSTEM_C
