soc_unemp_reference_month,soc_unemp_country_iso2,soc_unemp_region_nuts_code,soc_unemp_claimant_age_group,soc_unemp_claimant_sex,soc_unemp_benefit_scheme_code,soc_unemp_claims_open_count,soc_unemp_new_claims_count,soc_unemp_closed_claims_count,soc_unemp_average_duration_weeks,soc_unemp_replacement_rate_pct,soc_unemp_benefit_amount_mean_eur,soc_unemp_sanction_rate_pct,soc_unemp_active_labor_market_program_code,soc_unemp_participation_count,soc_unemp_training_completion_rate_pct,soc_unemp_job_placement_rate_pct,soc_unemp_digital_services_usage_rate_pct,soc_unemp_eurostat_table_code,soc_unemp_data_extract_date
2024-04,SI,MT53,45-54,M,YOUTH_GUARANTEE,4058,696,421,20.12,71.83,458.95,5.25,ENTREPRENEUR_SUPPORT,599,68.72,24.29,75.08,lfsi_long_q,2024-09-13
2024-05,BG,DK563,55-64,T,SELF_EMP_SUPPORT,4050,723,487,46.46,56.38,1156.63,7.08,JOB_SEARCH_ASSIST,490,62.99,9.6,67.11,lfsa_ugad,2025-03-23
2024-06,EE,FR7,65+,F,MIXED,3887,752,596,53.3,58.4,1147.81,6.04,MOBILITY_GRANT,446,85.61,59.75,90.08,lfsq_urgaed,2024-03-19
2024-07,HU,RO96,15-24,M,UI_CONTRIBUTORY,4010,729,421,53.89,59.9,1255.65,10.77,WAGE_SUBSIDY,435,44.75,44.62,80.13,lfsq_urgaed,2025-10-03
2024-08,LU,SK54,25-34,T,UI_ASSISTANCE,4016,735,398,7.78,65.31,920.12,0.68,PUBLIC_WORKS,551,93.48,55.47,58.67,une_rt_m,2024-05-29
2024-09,RO,FI192,35-44,F,SHORT_TIME_WORK,3858,662,385,45.46,57.18,1313.43,8.1,TRAINING,631,44.71,53.81,17.74,lfsi_long_q,2024-08-21
2024-10,AT,IE173,45-54,M,YOUTH_GUARANTEE,3831,734,354,7.54,28.03,1368.7,6.94,APPRENTICESHIP,462,40.74,58.77,48.38,lfsa_ugad,2025-06-06
2024-11,CZ,BE6,55-64,T,SELF_EMP_SUPPORT,4088,714,528,4.73,65.67,721.44,7.14,ENTREPRENEUR_SUPPORT,582,65.51,30.17,64.2,lfsq_urgaed,2025-07-04
2024-12,DE,DK234,65+,F,MIXED,3893,714,365,8.79,79.57,250.17,3.39,JOB_SEARCH_ASSIST,532,58.8,23.22,28.03,lfsq_urgaed,2026-02-21
2025-01,LV,SI278,15-24,M,UI_CONTRIBUTORY,3808,718,562,22.59,59.11,431.08,7.73,MOBILITY_GRANT,406,91.61,29.71,28.92,une_rt_m,2025-07-20
2025-02,PL,PT153,25-34,T,UI_ASSISTANCE,3983,678,660,28.66,38.41,1399.13,10.68,WAGE_SUBSIDY,495,41.02,27.66,51.33,lfsi_long_q,2025-03-04
2025-03,ES,CZ183,35-44,F,SHORT_TIME_WORK,3985,691,565,23.7,69.86,1122.29,11.68,PUBLIC_WORKS,462,88.28,33.32,70.87,lfsa_ugad,2025-02-21
2025-04,HR,BE496,45-54,M,YOUTH_GUARANTEE,4049,652,459,41.93,46.51,531.35,5.55,TRAINING,342,47.76,37.27,92.29,lfsq_urgaed,2025-01-15
2025-05,FI,ES62,55-64,T,SELF_EMP_SUPPORT,3890,703,547,33.28,69.45,704.19,6.43,APPRENTICESHIP,452,63.13,22.96,86.47,lfsq_urgaed,2025-08-19
2025-06,IE,LU23,65+,F,MIXED,4282,769,767,25.58,66.24,320.84,4.57,ENTREPRENEUR_SUPPORT,595,39.7,39.59,42.75,une_rt_m,2025-12-27
2025-07,MT,HR654,15-24,M,UI_CONTRIBUTORY,4138,683,639,37.99,78.42,1731.39,10.78,JOB_SEARCH_ASSIST,532,79.18,24.53,62.72,lfsi_long_q,2025-05-28
2025-08,SK,MT40,25-34,T,UI_ASSISTANCE,3795,720,344,12.04,70.82,944.31,1.95,MOBILITY_GRANT,618,53.2,20.59,81.7,lfsa_ugad,2024-07-02
2025-09,BE,SI7,35-44,F,SHORT_TIME_WORK,3821,710,705,27.09,45.69,498.29,6.38,WAGE_SUBSIDY,568,69.85,50.55,84.48,lfsq_urgaed,2025-11-07
2025-10,DK,SI164,45-54,M,YOUTH_GUARANTEE,3817,767,592,43.9,78.83,599.59,0.07,PUBLIC_WORKS,502,88.71,48.77,65.02,lfsq_urgaed,2024-12-14
2025-11,GR,RO63,55-64,T,SELF_EMP_SUPPORT,4180,689,348,35.16,66.52,1073.04,2.79,TRAINING,557,52.67,18.19,31.67,une_rt_m,2024-10-05
2025-12,LT,BE50,65+,F,MIXED,3866,778,494,13.37,55.48,1842.72,9.66,APPRENTICESHIP,419,60.7,22.66,54.66,lfsi_long_q,2025-03-25
2026-01,PT,EE85,15-24,M,UI_CONTRIBUTORY,3870,688,310,21.1,30.83,482.21,10.95,ENTREPRENEUR_SUPPORT,485,40.79,23.88,41.9,lfsa_ugad,2026-01-30
2026-02,SE,ES6,25-34,T,UI_ASSISTANCE,4081,755,362,5.27,44.12,276.0,0.23,JOB_SEARCH_ASSIST,502,44.12,55.43,31.71,lfsq_urgaed,2025-08-15
2026-03,CY,LU107,35-44,F,SHORT_TIME_WORK,3926,668,570,32.76,69.07,1212.87,2.22,MOBILITY_GRANT,597,58.16,22.89,45.13,lfsq_urgaed,2025-08-03
2026-04,FR,RO860,45-54,M,YOUTH_GUARANTEE,3979,759,458,16.16,67.3,439.81,8.41,WAGE_SUBSIDY,576,76.49,32.25,54.24,une_rt_m,2024-03-25
2026-05,IT,IT786,55-64,T,SELF_EMP_SUPPORT,4237,720,458,29.47,43.75,793.42,9.73,PUBLIC_WORKS,385,87.03,51.07,73.42,lfsi_long_q,2025-06-05
2026-06,NL,FR18,65+,F,MIXED,4157,702,592,31.35,25.56,1224.4,6.22,TRAINING,494,91.34,51.91,66.36,lfsa_ugad,2024-01-12
2026-07,SI,DK777,15-24,M,UI_CONTRIBUTORY,4075,702,394,27.58,70.3,1376.8,0.09,APPRENTICESHIP,608,59.98,50.62,73.58,lfsq_urgaed,2025-01-18
2026-08,BG,DE875,25-34,T,UI_ASSISTANCE,4147,756,752,47.12,46.05,1225.04,7.59,ENTREPRENEUR_SUPPORT,574,90.17,44.79,62.28,lfsq_urgaed,2026-02-01
2026-09,EE,IT70,35-44,F,SHORT_TIME_WORK,4261,716,461,45.18,68.31,1036.39,7.64,JOB_SEARCH_ASSIST,512,56.87,50.96,79.46,une_rt_m,2024-11-26
2026-10,HU,IT250,45-54,M,YOUTH_GUARANTEE,4213,783,630,17.34,45.89,1679.46,9.54,MOBILITY_GRANT,624,36.23,51.78,65.37,lfsi_long_q,2024-03-12
2026-11,LU,LT302,55-64,T,SELF_EMP_SUPPORT,4267,699,636,20.48,60.39,957.2,0.06,WAGE_SUBSIDY,395,47.0,16.85,71.04,lfsa_ugad,2024-07-05
2026-12,RO,EE757,65+,F,MIXED,3879,737,391,5.1,60.95,1570.35,1.86,PUBLIC_WORKS,488,71.32,31.82,29.3,lfsq_urgaed,2024-01-04
2018-01,AT,CZ21,15-24,M,UI_CONTRIBUTORY,4098,759,619,15.44,38.76,1029.32,6.0,TRAINING,548,87.85,51.5,53.92,lfsq_urgaed,2026-01-21
2018-02,CZ,NL567,25-34,T,UI_ASSISTANCE,4169,734,632,49.46,52.54,685.36,7.32,APPRENTICESHIP,660,89.49,18.94,19.13,une_rt_m,2025-01-31
2018-03,DE,BG469,35-44,F,SHORT_TIME_WORK,4196,733,520,4.94,57.01,407.55,3.36,ENTREPRENEUR_SUPPORT,629,45.08,24.78,15.09,lfsi_long_q,2024-09-26
2018-04,LV,LV464,45-54,M,YOUTH_GUARANTEE,4244,690,653,50.83,32.81,585.94,11.52,JOB_SEARCH_ASSIST,419,40.68,51.31,50.41,lfsa_ugad,2024-12-13
2018-05,PL,FI471,55-64,T,SELF_EMP_SUPPORT,3970,754,403,25.4,37.83,816.44,8.29,MOBILITY_GRANT,462,39.35,9.21,68.49,lfsq_urgaed,2025-12-02
2018-06,ES,SI51,65+,F,MIXED,4177,688,645,30.03,41.58,706.61,5.95,WAGE_SUBSIDY,497,71.19,21.11,33.8,lfsq_urgaed,2025-07-07
2018-07,HR,PT4,15-24,M,UI_CONTRIBUTORY,3874,708,456,53.36,62.65,957.79,9.13,PUBLIC_WORKS,482,87.05,39.22,35.43,une_rt_m,2025-10-03
2018-08,FI,BE545,25-34,T,UI_ASSISTANCE,4003,764,555,56.56,49.03,856.73,8.51,TRAINING,508,64.6,52.29,16.91,lfsi_long_q,2025-02-24
2018-09,IE,DE2,35-44,F,SHORT_TIME_WORK,3983,763,707,25.41,37.48,1263.84,1.29,APPRENTICESHIP,558,52.36,32.27,28.4,lfsa_ugad,2024-08-08
2018-10,MT,LT27,45-54,M,YOUTH_GUARANTEE,4082,762,686,38.62,72.12,819.58,3.27,ENTREPRENEUR_SUPPORT,411,52.1,9.76,70.6,lfsq_urgaed,2025-03-24
2018-11,SK,NL2,55-64,T,SELF_EMP_SUPPORT,3987,743,411,57.19,74.45,681.83,2.18,JOB_SEARCH_ASSIST,406,89.16,26.9,64.34,lfsq_urgaed,2026-02-18
2018-12,BE,SE4,65+,F,MIXED,4291,773,623,28.14,61.35,1077.27,8.28,MOBILITY_GRANT,501,48.32,36.0,45.26,une_rt_m,2025-01-09
2019-01,DK,AT621,15-24,M,UI_CONTRIBUTORY,4110,742,633,6.68,34.45,1619.21,0.27,WAGE_SUBSIDY,488,38.2,22.86,28.81,lfsi_long_q,2024-03-17
2019-02,GR,BG7,25-34,T,UI_ASSISTANCE,4183,741,594,31.96,25.9,1248.17,5.33,PUBLIC_WORKS,406,70.67,23.91,12.92,lfsa_ugad,2026-01-11
2019-03,LT,IE9,35-44,F,SHORT_TIME_WORK,4275,783,745,8.35,62.65,437.43,6.09,TRAINING,616,76.6,33.36,62.38,lfsq_urgaed,2024-06-23
2019-04,PT,HR25,45-54,M,YOUTH_GUARANTEE,3902,700,489,14.84,57.04,1556.35,8.66,APPRENTICESHIP,633,35.98,27.43,92.47,lfsq_urgaed,2024-08-07
2019-05,SE,MT665,55-64,T,SELF_EMP_SUPPORT,4025,739,665,24.49,31.4,616.96,4.41,ENTREPRENEUR_SUPPORT,481,55.95,32.7,13.62,une_rt_m,2024-12-12
2019-06,CY,NL6,65+,F,MIXED,4208,790,523,16.8,64.71,1098.96,11.9,JOB_SEARCH_ASSIST,659,68.36,53.57,50.93,lfsi_long_q,2025-02-03
2019-07,FR,BG19,15-24,M,UI_CONTRIBUTORY,4232,804,548,7.14,75.95,528.17,11.93,MOBILITY_GRANT,486,53.0,57.27,53.1,lfsa_ugad,2025-01-29
2019-08,IT,LV63,25-34,T,UI_ASSISTANCE,4105,803,603,33.62,61.16,867.67,6.65,WAGE_SUBSIDY,389,62.29,39.09,12.31,lfsq_urgaed,2025-12-11
2019-09,NL,IE2,35-44,F,SHORT_TIME_WORK,4128,785,738,30.49,56.01,277.8,11.47,PUBLIC_WORKS,611,50.76,8.73,39.86,lfsq_urgaed,2025-05-20
2019-10,SI,RO676,45-54,M,YOUTH_GUARANTEE,4245,710,607,8.62,70.83,796.82,2.18,TRAINING,411,76.14,52.14,33.67,une_rt_m,2024-10-15
2019-11,BG,RO56,55-64,T,SELF_EMP_SUPPORT,4021,747,356,47.73,60.05,854.38,3.79,APPRENTICESHIP,571,40.8,57.47,79.02,lfsi_long_q,2024-08-21
2019-12,EE,CZ706,65+,F,MIXED,4011,715,525,32.53,76.7,1473.35,8.83,ENTREPRENEUR_SUPPORT,678,39.53,42.36,82.95,lfsa_ugad,2024-09-24
2020-01,HU,AT242,15-24,M,UI_CONTRIBUTORY,4211,754,504,8.69,57.81,1274.63,11.57,JOB_SEARCH_ASSIST,557,65.52,23.53,46.79,lfsq_urgaed,2025-05-08
2020-02,LU,HR32,25-34,T,UI_ASSISTANCE,4112,759,677,43.46,53.75,1364.13,5.9,MOBILITY_GRANT,613,85.6,61.39,55.52,lfsq_urgaed,2024-06-21
2020-03,RO,PT5,35-44,F,SHORT_TIME_WORK,3876,715,450,36.24,73.54,1688.47,4.98,WAGE_SUBSIDY,414,91.06,60.34,16.25,une_rt_m,2025-10-21
2020-04,AT,PL30,45-54,M,YOUTH_GUARANTEE,4073,787,682,11.97,38.68,1007.73,11.01,PUBLIC_WORKS,496,79.46,26.75,21.54,lfsi_long_q,2026-02-14
2020-05,CZ,AT83,55-64,T,SELF_EMP_SUPPORT,4375,812,709,11.35,42.91,547.58,7.84,TRAINING,572,65.73,27.07,91.91,lfsa_ugad,2025-04-03
2020-06,DE,DK69,65+,F,MIXED,4214,793,688,34.08,32.88,815.08,3.89,APPRENTICESHIP,499,66.98,19.36,18.53,lfsq_urgaed,2024-04-23
2020-07,LV,SE3,15-24,M,UI_CONTRIBUTORY,3918,808,373,15.64,62.32,953.17,6.19,ENTREPRENEUR_SUPPORT,421,68.15,52.33,92.33,lfsq_urgaed,2025-02-01
2020-08,PL,ES401,25-34,T,UI_ASSISTANCE,4148,731,464,38.44,45.88,1358.04,6.67,JOB_SEARCH_ASSIST,603,40.91,11.74,54.03,une_rt_m,2025-01-05
2020-09,ES,PL653,35-44,F,SHORT_TIME_WORK,4244,712,453,43.81,25.4,1227.29,4.72,MOBILITY_GRANT,432,41.54,40.12,18.12,lfsi_long_q,2024-12-26
2020-10,HR,SE742,45-54,M,YOUTH_GUARANTEE,4176,746,515,27.93,73.13,578.42,1.9,WAGE_SUBSIDY,447,45.87,21.22,24.14,lfsa_ugad,2025-02-26
2020-11,FI,NL19,55-64,T,SELF_EMP_SUPPORT,4043,769,408,44.97,30.48,417.85,7.88,PUBLIC_WORKS,694,89.72,42.58,48.62,lfsq_urgaed,2024-02-14
2020-12,IE,IE588,65+,F,MIXED,4320,749,625,47.94,39.38,271.17,9.5,TRAINING,620,45.41,22.3,79.83,lfsq_urgaed,2025-09-03
2021-01,MT,IE4,15-24,M,UI_CONTRIBUTORY,4111,716,478,54.07,30.68,857.64,3.46,APPRENTICESHIP,656,44.85,51.15,13.85,une_rt_m,2024-07-19
2021-02,SK,SI17,25-34,T,UI_ASSISTANCE,3942,779,453,50.96,26.52,1070.58,11.73,ENTREPRENEUR_SUPPORT,592,74.71,47.95,79.26,lfsi_long_q,2024-02-16
2021-03,BE,SK53,35-44,F,SHORT_TIME_WORK,4072,820,692,10.85,69.87,314.92,2.83,JOB_SEARCH_ASSIST,690,71.18,44.07,28.91,lfsa_ugad,2025-11-24
2021-04,DK,GR490,45-54,M,YOUTH_GUARANTEE,4374,806,547,56.03,29.68,744.53,1.93,MOBILITY_GRANT,425,66.1,41.9,27.38,lfsq_urgaed,2026-02-06
2021-05,GR,PT683,55-64,T,SELF_EMP_SUPPORT,4183,739,343,32.41,67.42,554.15,4.96,WAGE_SUBSIDY,673,72.21,58.2,67.49,lfsq_urgaed,2025-07-31
2021-06,LT,BE732,65+,F,MIXED,4103,781,759,35.52,37.73,1387.85,5.57,PUBLIC_WORKS,509,94.28,48.47,45.49,une_rt_m,2026-01-20
2021-07,PT,DK866,15-24,M,UI_CONTRIBUTORY,4123,724,567,20.05,64.3,1142.4,6.9,TRAINING,481,86.04,60.29,38.44,lfsi_long_q,2024-12-21
2021-08,SE,ES190,25-34,T,UI_ASSISTANCE,4044,771,576,19.27,48.94,1606.98,11.36,APPRENTICESHIP,449,44.81,35.0,45.97,lfsa_ugad,2025-04-24
2021-09,CY,BE2,35-44,F,SHORT_TIME_WORK,3957,726,659,6.33,47.32,293.11,10.66,ENTREPRENEUR_SUPPORT,427,54.29,40.05,71.77,lfsq_urgaed,2025-06-09
2021-10,FR,HR216,45-54,M,YOUTH_GUARANTEE,4013,779,434,37.56,29.39,1292.05,1.43,JOB_SEARCH_ASSIST,655,79.22,24.53,54.66,lfsq_urgaed,2024-05-12
2021-11,IT,GR645,55-64,T,SELF_EMP_SUPPORT,4054,728,572,20.75,40.96,1827.67,1.54,MOBILITY_GRANT,454,59.58,28.84,78.2,une_rt_m,2025-08-14
2021-12,NL,PT25,65+,F,MIXED,3931,724,704,44.62,43.29,1143.15,0.31,WAGE_SUBSIDY,604,94.27,22.79,85.01,lfsi_long_q,2025-01-08
2022-01,SI,ES3,15-24,M,UI_CONTRIBUTORY,4021,749,649,22.8,48.06,1513.98,5.87,PUBLIC_WORKS,579,65.72,13.28,76.89,lfsa_ugad,2024-06-07
2022-02,BG,HR683,25-34,T,UI_ASSISTANCE,4183,837,770,51.17,79.01,1536.83,7.8,TRAINING,627,46.09,38.28,89.85,lfsq_urgaed,2024-11-02
2022-03,EE,ES90,35-44,F,SHORT_TIME_WORK,4215,804,779,57.42,75.94,1163.33,11.34,APPRENTICESHIP,585,60.14,49.02,16.15,lfsq_urgaed,2025-08-30
2022-04,HU,CZ29,45-54,M,YOUTH_GUARANTEE,4137,725,436,28.24,25.29,1314.49,8.06,ENTREPRENEUR_SUPPORT,517,90.33,38.53,63.75,une_rt_m,2024-04-30
2022-05,LU,LV258,55-64,T,SELF_EMP_SUPPORT,4302,782,692,57.01,39.95,1228.69,6.12,JOB_SEARCH_ASSIST,675,93.52,45.44,22.73,lfsi_long_q,2025-09-14
2022-06,RO,LU82,65+,F,MIXED,4422,842,675,36.98,67.68,590.69,2.81,MOBILITY_GRANT,482,67.69,19.93,46.07,lfsa_ugad,2024-03-09
2022-07,AT,BG36,15-24,M,UI_CONTRIBUTORY,4210,783,725,40.24,79.38,1238.56,7.43,WAGE_SUBSIDY,649,77.99,54.1,35.74,lfsq_urgaed,2025-11-29
2022-08,CZ,LU61,25-34,T,UI_ASSISTANCE,3965,731,338,35.62,45.94,1515.86,11.16,PUBLIC_WORKS,546,83.23,32.11,24.94,lfsq_urgaed,2025-11-22
2022-09,DE,RO77,35-44,F,SHORT_TIME_WORK,4253,757,730,36.65,47.84,1627.07,4.19,TRAINING,649,52.98,17.44,79.13,une_rt_m,2026-02-23
2022-10,LV,SK965,45-54,M,YOUTH_GUARANTEE,4223,747,388,36.88,50.69,1655.29,2.67,APPRENTICESHIP,423,50.12,27.47,46.92,lfsi_long_q,2025-10-15
2022-11,PL,HU18,55-64,T,SELF_EMP_SUPPORT,4249,784,423,17.2,41.44,1634.33,11.48,ENTREPRENEUR_SUPPORT,609,88.65,59.03,33.69,lfsa_ugad,2026-02-21
2022-12,ES,FR422,65+,F,MIXED,4441,843,570,48.52,27.38,1625.71,11.95,JOB_SEARCH_ASSIST,619,86.0,51.69,53.43,lfsq_urgaed,2025-10-25
2023-01,HR,LV710,15-24,M,UI_CONTRIBUTORY,4284,758,471,31.46,42.67,906.97,5.94,MOBILITY_GRANT,573,60.5,40.75,81.98,lfsq_urgaed,2024-06-02
2023-02,FI,EE758,25-34,T,UI_ASSISTANCE,4164,813,548,9.14,77.16,1104.68,4.42,WAGE_SUBSIDY,539,63.32,41.21,67.67,une_rt_m,2025-05-08
2023-03,IE,SE87,35-44,F,SHORT_TIME_WORK,4286,842,586,20.73,41.84,1717.51,4.42,PUBLIC_WORKS,519,55.8,10.57,33.14,lfsi_long_q,2024-02-01
2023-04,MT,LU691,45-54,M,YOUTH_GUARANTEE,4270,831,767,16.83,27.91,1039.3,8.15,TRAINING,648,51.28,24.2,70.81,lfsa_ugad,2024-08-22
2023-05,SK,EE19,55-64,T,SELF_EMP_SUPPORT,4263,740,457,45.92,76.04,1518.87,1.42,APPRENTICESHIP,657,60.39,28.14,47.13,lfsq_urgaed,2024-03-21
2023-06,BE,EE484,65+,F,MIXED,4166,790,427,32.01,50.72,749.56,9.37,ENTREPRENEUR_SUPPORT,666,59.41,18.97,38.5,lfsq_urgaed,2025-09-19
2023-07,DK,EE94,15-24,M,UI_CONTRIBUTORY,4142,782,352,56.49,43.66,1254.94,3.24,JOB_SEARCH_ASSIST,638,68.82,49.65,38.4,une_rt_m,2025-09-06
2023-08,GR,MT53,25-34,T,UI_ASSISTANCE,4029,777,406,24.11,60.88,1284.02,5.8,MOBILITY_GRANT,480,72.04,50.09,71.02,lfsi_long_q,2024-09-25
2023-09,LT,DK563,35-44,F,SHORT_TIME_WORK,4098,817,562,40.37,47.65,323.8,2.21,WAGE_SUBSIDY,618,36.8,18.09,96.18,lfsa_ugad,2024-09-09
2023-10,PT,FR7,45-54,M,YOUTH_GUARANTEE,4006,853,721,18.14,61.32,1455.26,0.18,PUBLIC_WORKS,629,37.81,9.15,89.92,lfsq_urgaed,2025-07-05
2023-11,SE,RO96,55-64,T,SELF_EMP_SUPPORT,4309,743,660,35.9,64.66,451.63,6.91,TRAINING,624,73.06,38.69,82.04,lfsq_urgaed,2024-12-09
2023-12,CY,SK54,65+,F,MIXED,4328,790,483,28.97,53.68,707.67,0.13,APPRENTICESHIP,506,58.15,51.83,54.6,une_rt_m,2024-09-11
2024-01,FR,FI192,15-24,M,UI_CONTRIBUTORY,3986,814,453,5.6,43.96,1408.03,4.64,ENTREPRENEUR_SUPPORT,593,46.92,40.8,75.87,lfsi_long_q,2025-09-12
2024-02,IT,IE173,25-34,T,UI_ASSISTANCE,4396,814,706,43.93,33.21,839.76,5.26,JOB_SEARCH_ASSIST,716,44.27,44.4,32.62,lfsa_ugad,2024-07-15
2024-03,NL,BE6,35-44,F,SHORT_TIME_WORK,4180,844,598,22.94,71.45,1161.05,10.3,MOBILITY_GRANT,547,57.15,34.65,56.06,lfsq_urgaed,2024-07-18
2024-04,SI,DK234,45-54,M,YOUTH_GUARANTEE,4098,806,691,24.57,60.53,1012.44,8.44,WAGE_SUBSIDY,579,82.91,50.66,95.9,lfsq_urgaed,2024-12-22
2024-05,BG,SI278,55-64,T,SELF_EMP_SUPPORT,4462,826,661,31.57,54.33,1213.4,0.54,PUBLIC_WORKS,515,64.19,25.65,64.6,une_rt_m,2024-11-25
2024-06,EE,PT153,65+,F,MIXED,4139,823,732,16.26,25.48,912.72,1.62,TRAINING,524,94.03,49.88,77.26,lfsi_long_q,2024-07-14
2024-07,HU,CZ183,15-24,M,UI_CONTRIBUTORY,4290,851,543,9.92,41.01,1494.03,6.29,APPRENTICESHIP,662,49.3,59.25,50.13,lfsa_ugad,2024-08-05
2024-08,LU,BE496,25-34,T,UI_ASSISTANCE,4418,775,667,18.82,35.18,376.7,0.33,ENTREPRENEUR_SUPPORT,691,54.96,30.08,18.38,lfsq_urgaed,2024-02-13
2024-09,RO,ES62,35-44,F,SHORT_TIME_WORK,4390,799,754,31.95,50.91,742.81,8.99,JOB_SEARCH_ASSIST,675,56.26,34.62,54.26,lfsq_urgaed,2025-03-04
2024-10,AT,LU23,45-54,M,YOUTH_GUARANTEE,4254,761,757,31.34,49.14,1130.51,5.76,MOBILITY_GRANT,593,80.1,59.95,95.76,une_rt_m,2024-10-20
2024-11,CZ,HR654,55-64,T,SELF_EMP_SUPPORT,3991,754,390,11.62,43.03,959.11,9.67,WAGE_SUBSIDY,597,37.2,38.48,97.73,lfsi_long_q,2025-01-29
2024-12,DE,MT40,65+,F,MIXED,3991,800,647,26.78,77.77,1783.82,8.99,PUBLIC_WORKS,638,66.19,9.15,91.42,lfsa_ugad,2024-06-23
2025-01,LV,SI7,15-24,M,UI_CONTRIBUTORY,4201,864,845,7.97,66.97,1310.24,4.72,TRAINING,459,76.86,50.52,68.76,lfsq_urgaed,2026-01-11
2025-02,PL,SI164,25-34,T,UI_ASSISTANCE,4150,801,465,37.98,43.03,1366.51,7.65,APPRENTICESHIP,698,86.5,28.77,53.35,lfsq_urgaed,2024-09-28
2025-03,ES,RO63,35-44,F,SHORT_TIME_WORK,3996,805,366,50.51,57.83,293.74,5.54,ENTREPRENEUR_SUPPORT,634,47.21,13.48,72.42,une_rt_m,2025-10-25
2025-04,HR,BE50,45-54,M,YOUTH_GUARANTEE,4262,783,537,18.85,61.27,1632.07,11.47,JOB_SEARCH_ASSIST,500,67.13,40.91,24.43,lfsi_long_q,2025-01-18
2025-05,FI,EE85,55-64,T,SELF_EMP_SUPPORT,4123,783,537,25.89,26.23,595.37,5.86,MOBILITY_GRANT,735,57.54,44.78,67.27,lfsa_ugad,2024-10-25
2025-06,IE,ES6,65+,F,MIXED,4026,854,798,31.63,44.27,1021.62,8.41,WAGE_SUBSIDY,641,47.51,39.38,78.37,lfsq_urgaed,2025-03-14
2025-07,MT,LU107,15-24,M,UI_CONTRIBUTORY,4333,781,720,32.66,77.74,537.88,9.74,PUBLIC_WORKS,590,62.15,40.8,18.41,lfsq_urgaed,2024-05-03
2025-08,SK,RO860,25-34,T,UI_ASSISTANCE,4282,828,618,33.37,29.74,1107.04,8.72,TRAINING,506,74.31,13.31,78.28,une_rt_m,2026-01-18
2025-09,BE,IT786,35-44,F,SHORT_TIME_WORK,4465,878,705,7.55,32.44,1591.42,2.98,APPRENTICESHIP,694,77.09,45.57,43.54,lfsi_long_q,2025-02-25
2025-10,DK,FR18,45-54,M,YOUTH_GUARANTEE,4140,801,800,12.6,56.89,1345.77,2.82,ENTREPRENEUR_SUPPORT,532,78.16,59.91,85.57,lfsa_ugad,2025-02-25
2025-11,GR,DK777,55-64,T,SELF_EMP_SUPPORT,4472,797,537,4.42,32.91,1644.9,1.92,JOB_SEARCH_ASSIST,586,44.95,53.9,74.58,lfsq_urgaed,2024-07-25
2025-12,LT,DE875,65+,F,MIXED,4207,843,537,51.96,43.01,1184.22,5.65,MOBILITY_GRANT,558,71.57,40.81,68.79,lfsq_urgaed,2025-12-04
2026-01,PT,IT70,15-24,M,UI_CONTRIBUTORY,4511,781,596,28.84,76.45,314.08,4.56,WAGE_SUBSIDY,494,84.12,31.56,72.59,une_rt_m,2025-02-20
2026-02,SE,IT250,25-34,T,UI_ASSISTANCE,4253,790,609,37.46,58.44,929.54,9.74,PUBLIC_WORKS,623,54.48,56.49,73.81,lfsi_long_q,2024-08-16
2026-03,CY,LT302,35-44,F,SHORT_TIME_WORK,4097,775,724,54.43,55.8,1847.93,9.9,TRAINING,653,70.07,39.4,54.48,lfsa_ugad,2024-05-09
2026-04,FR,EE757,45-54,M,YOUTH_GUARANTEE,4178,854,625,12.07,61.5,871.84,9.24,APPRENTICESHIP,467,60.62,13.05,85.83,lfsq_urgaed,2024-01-05
2026-05,IT,CZ21,55-64,T,SELF_EMP_SUPPORT,4190,786,467,26.75,60.98,1476.55,11.95,ENTREPRENEUR_SUPPORT,707,78.19,55.37,47.57,lfsq_urgaed,2025-02-04
2026-06,NL,NL567,65+,F,MIXED,4516,797,769,41.02,30.08,648.99,9.04,JOB_SEARCH_ASSIST,613,68.36,8.15,90.46,une_rt_m,2025-05-06
2026-07,SI,BG469,15-24,M,UI_CONTRIBUTORY,4446,845,793,18.77,48.86,551.19,2.74,MOBILITY_GRANT,543,51.52,8.54,84.86,lfsi_long_q,2025-03-07
2026-08,BG,LV464,25-34,T,UI_ASSISTANCE,4492,863,814,30.38,70.56,752.58,11.63,WAGE_SUBSIDY,747,52.65,54.24,37.94,lfsa_ugad,2025-10-23
2026-09,EE,FI471,35-44,F,SHORT_TIME_WORK,4287,861,568,40.28,73.62,1848.48,1.7,PUBLIC_WORKS,569,93.8,45.25,33.29,lfsq_urgaed,2024-04-08
2026-10,HU,SI51,45-54,M,YOUTH_GUARANTEE,4424,793,628,8.53,38.91,1838.61,11.36,TRAINING,561,85.96,19.75,35.35,lfsq_urgaed,2024-09-07
2026-11,LU,PT4,55-64,T,SELF_EMP_SUPPORT,4455,857,665,35.33,26.95,1680.72,4.12,APPRENTICESHIP,757,71.68,33.23,71.2,une_rt_m,2025-06-08
2026-12,RO,BE545,65+,F,MIXED,4377,825,822,17.5,62.79,1423.25,4.78,ENTREPRENEUR_SUPPORT,496,94.62,26.19,93.04,lfsi_long_q,2024-05-24
2018-01,AT,DE2,15-24,M,UI_CONTRIBUTORY,4310,827,478,29.61,41.42,1847.58,7.55,JOB_SEARCH_ASSIST,473,81.52,16.38,46.83,lfsa_ugad,2026-02-14
