env_land_mapping_year,env_land_landcover_class_code,env_land_protected_area_id,env_land_management_designation,env_land_habitat_type_code,env_land_biodiversity_richness_index,env_land_species_observation_count,env_land_invasive_species_presence_flag,env_land_wetland_area_acres,env_land_forest_canopy_pct,env_land_impervious_surface_pct,env_land_soil_erosion_risk_score,env_land_carbon_stock_estimate_tons,env_land_restoration_project_flag,env_land_prescribed_burn_acres,env_land_trail_density_mi_sqmi,env_land_public_access_score,env_land_conservation_easement_flag,env_land_land_parcel_fragmentation_index,env_land_remote_sensing_sensor
2023,FOREST,PA00001645,STATE_PARK,PRAIRIE,44.19,36386,0,784019.76,33.53,15.06,0.8039,6066691.34,1,94861.51,7.078,94.8,0,0.2727,MODIS
2024,FOREST,PA00001646,BLM,PRAIRIE,59.98,36938,1,836869.82,54.22,56.65,0.8604,9419535.94,0,71235.58,4.547,75.9,0,0.0368,PLANET
2003,GRASSLAND,PA00001647,PRIVATE_CONSERVATION,DESERT,37.69,9761,0,229792.35,55.15,72.55,0.6984,1285036.09,0,71337.78,6.236,0.7,0,0.269,LIDAR
2004,GRASSLAND,PA00001648,PRIVATE_CONSERVATION,CONIFER,53.03,23979,0,814758.82,41.1,52.5,0.8293,11729705.67,1,69159.99,8.322,58.0,0,0.8983,SENTINEL2
2011,FOREST,PA00001649,PRIVATE_CONSERVATION,DECIDUOUS,35.47,14556,0,734793.11,4.91,41.83,0.7436,217286.69,0,147074.72,6.941,85.3,0,0.7018,NAIP
2007,FOREST,PA00001650,OTHER,MARSH,79.21,23853,0,507298.05,26.54,75.15,0.1416,3892504.2,0,168157.25,6.828,31.6,0,0.7156,MODIS
2022,FOREST,PA00001651,PRIVATE_CONSERVATION,DECIDUOUS,73.33,9492,1,119134.29,71.83,18.13,0.9616,7648196.25,1,7970.71,5.856,68.5,0,0.56,SENTINEL2
2010,SHRUB,PA00001652,NATIONAL_PARK,DESERT,55.49,15196,0,736419.95,77.78,11.0,0.4764,7926192.82,0,190852.13,12.266,73.5,1,0.5124,LIDAR
2025,CROPLAND,PA00001653,OTHER,CONIFER,82.58,6333,0,227575.26,86.5,69.3,0.1231,6127803.04,0,142870.03,8.881,39.1,1,0.6618,NAIP
2001,SHRUB,PA00001654,PRIVATE_CONSERVATION,MARSH,65.45,7134,1,755271.57,38.95,61.16,0.9356,6670006.21,0,104135.54,3.768,13.9,1,0.6329,MODIS
2010,CROPLAND,PA00001655,STATE_PARK,CONIFER,28.84,44573,1,267859.78,86.08,0.58,0.5014,2713959.84,0,156051.39,6.167,91.9,1,0.8853,OTHER
2009,FOREST,PA00001656,OTHER,COASTAL,30.45,46366,0,162442.03,30.34,20.08,0.6041,448183.65,0,92682.39,14.939,59.2,0,0.0413,LANDSAT
2022,BARREN,PA00001657,OTHER,MARSH,2.24,37822,0,646122.78,99.0,3.87,0.5849,8793672.08,0,182235.0,12.614,52.3,1,0.3642,SENTINEL2
2001,CROPLAND,PA00001658,TRIBAL,PRAIRIE,82.41,25806,0,134511.51,5.09,54.06,0.4302,2851058.53,0,74834.03,5.761,33.3,0,0.2426,LANDSAT
2005,CROPLAND,PA00001659,NATIONAL_PARK,COASTAL,90.01,2482,0,3555.17,70.12,94.28,0.168,9338824.16,0,102656.84,0.156,85.3,0,0.8945,SENTINEL2
2023,FOREST,PA00001660,TRIBAL,URBAN_GREEN,59.96,4745,0,1002360.01,70.48,49.86,0.6303,10733676.87,0,11981.31,7.847,47.8,0,0.9123,MODIS
2011,CROPLAND,PA00001661,WILDLIFE_REFUGE,DECIDUOUS,28.19,39972,1,708823.8,5.05,52.73,0.3583,11163569.83,0,173809.5,0.885,7.0,1,0.0209,NAIP
2005,FOREST,PA00001662,TRIBAL,COASTAL,38.37,4647,0,420983.01,27.1,24.47,0.3125,9265429.64,0,76275.19,12.133,98.5,0,0.8894,LANDSAT
2012,FOREST,PA00001663,PRIVATE_CONSERVATION,URBAN_GREEN,87.57,20796,0,465172.88,10.23,56.52,0.9119,8354845.63,0,20364.71,9.94,15.0,1,0.534,LANDSAT
2015,WETLAND,PA00001664,NATIONAL_PARK,PRAIRIE,87.29,25013,0,406332.47,1.0,6.39,0.5135,11834147.63,0,142493.73,2.819,72.2,1,0.1167,NAIP
2013,WETLAND,PA00001665,OTHER,DESERT,96.44,46510,0,203023.86,41.66,75.03,0.0225,3146511.0,0,42009.52,3.637,41.2,1,0.3648,LANDSAT
2012,FOREST,PA00001666,STATE_PARK,PRAIRIE,0.02,32006,0,162681.31,33.31,37.6,0.0117,7712257.7,0,12823.96,9.94,5.8,0,0.3414,NAIP
2007,GRASSLAND,PA00001667,NATIONAL_PARK,MARSH,31.13,29017,1,40681.66,60.48,93.1,0.2685,10553467.93,1,116480.09,7.43,38.7,0,0.0373,LIDAR
2017,FOREST,PA00001668,OTHER,PRAIRIE,58.32,29668,1,811079.23,28.43,26.56,0.7645,8034743.53,0,78383.43,6.278,21.1,1,0.3747,MODIS
2013,GRASSLAND,PA00001669,PRIVATE_CONSERVATION,COASTAL,61.87,6672,1,841938.15,86.35,18.62,0.5435,11460069.08,0,192979.41,3.543,36.3,0,0.835,NAIP
2012,GRASSLAND,PA00001670,NATIONAL_PARK,RIPARIAN,65.04,8965,0,450737.86,46.68,46.37,0.697,5106912.55,1,22837.67,11.063,9.9,1,0.6142,MODIS
2002,CROPLAND,PA00001671,STATE_PARK,PRAIRIE,86.4,2464,1,1215500.07,3.92,86.33,0.9045,11974979.64,0,131626.7,7.346,12.0,1,0.8688,LIDAR
2013,FOREST,PA00001672,STATE_PARK,PRAIRIE,55.68,6087,0,25009.94,18.69,63.97,0.9758,2730521.69,0,193241.46,14.919,90.6,0,0.6064,LANDSAT
2009,WETLAND,PA00001673,NATIONAL_PARK,ALPINE,76.47,7736,0,955506.19,42.4,7.87,0.8888,6594288.66,0,52582.96,3.935,77.3,0,0.596,SENTINEL2
2021,URBAN,PA00001674,NATIONAL_PARK,URBAN_GREEN,72.19,19042,0,56474.27,56.23,69.71,0.2079,4564978.48,0,167538.81,13.983,15.4,1,0.8478,MODIS
2025,GRASSLAND,PA00001675,BLM,CONIFER,86.45,14925,1,1105948.9,85.73,87.2,0.3757,8844320.44,0,162355.93,5.801,55.3,1,0.7925,NAIP
2011,URBAN,PA00001676,TRIBAL,ALPINE,54.58,9336,1,1234392.08,12.16,42.83,0.3332,8873274.33,0,188953.45,3.977,41.8,0,0.4608,MODIS
2004,BARREN,PA00001677,PRIVATE_CONSERVATION,RIPARIAN,74.07,42467,1,1165627.78,45.58,98.66,0.9311,6184167.23,1,130073.93,2.348,26.8,0,0.6123,PLANET
2005,FOREST,PA00001678,WILDLIFE_REFUGE,CONIFER,38.1,10986,0,8328.46,64.48,77.48,0.492,1395414.54,1,100638.32,10.228,30.3,0,0.418,NAIP
2016,FOREST,PA00001679,NATIONAL_PARK,DECIDUOUS,19.08,18931,1,284343.13,92.36,39.79,0.243,9236247.35,1,12898.35,14.08,17.6,0,0.8055,LIDAR
2019,GRASSLAND,PA00001680,OTHER,RIPARIAN,43.67,29306,0,692854.67,67.98,28.28,0.7771,29287.71,0,116918.03,10.155,3.5,0,0.9751,PLANET
2024,URBAN,PA00001681,STATE_PARK,ALPINE,54.11,26440,0,1215756.04,1.86,37.75,0.6275,8405675.01,1,171819.49,11.797,80.1,0,0.7609,LANDSAT
2016,SHRUB,PA00001682,STATE_PARK,DECIDUOUS,51.56,22462,0,342485.93,48.05,70.14,0.7675,9942341.95,0,111704.41,10.07,20.0,1,0.3391,NAIP
2001,FOREST,PA00001683,OTHER,RIPARIAN,91.06,20555,1,43152.39,66.4,28.9,0.5826,6563553.22,0,157479.93,9.696,95.8,0,0.96,SENTINEL2
2017,SNOW_ICE,PA00001684,STATE_PARK,CONIFER,98.26,26215,0,976956.05,77.35,7.14,0.6821,983512.7,0,89875.09,8.71,9.8,1,0.4421,SENTINEL2
2012,CROPLAND,PA00001685,PRIVATE_CONSERVATION,COASTAL,52.97,47214,0,470200.0,42.02,10.43,0.2271,10230594.45,1,222784.4,10.494,90.4,0,0.2943,NAIP
2013,WETLAND,PA00001686,STATE_PARK,COASTAL,79.81,36812,0,1084980.23,55.01,37.24,0.244,8506097.48,0,3840.51,13.871,10.5,0,0.1875,MODIS
2006,FOREST,PA00001687,BLM,DESERT,32.65,13543,0,809233.8,66.59,46.5,0.862,7271300.82,0,1613.07,7.46,1.3,1,0.6553,LANDSAT
2025,SHRUB,PA00001688,STATE_PARK,URBAN_GREEN,11.72,9531,0,432272.45,51.5,29.72,0.333,5484432.26,0,81052.36,4.962,87.0,0,0.1689,MODIS
2019,WETLAND,PA00001689,TRIBAL,URBAN_GREEN,70.31,23685,0,1170480.78,83.8,10.35,0.3943,4579553.89,0,157824.7,10.486,3.7,0,0.4833,LANDSAT
2012,FOREST,PA00001690,WILDLIFE_REFUGE,DECIDUOUS,29.36,14837,0,138398.41,64.24,84.54,0.9772,11570469.85,1,198347.38,8.504,1.9,0,0.4036,SENTINEL2
2008,URBAN,PA00001691,WILDLIFE_REFUGE,COASTAL,46.98,42200,0,544877.97,8.73,51.92,0.4346,3625159.29,0,232518.31,13.059,99.4,0,0.876,PLANET
2010,SHRUB,PA00001692,WILDLIFE_REFUGE,ALPINE,99.17,19216,0,979081.35,41.41,43.48,0.619,6952485.46,0,50991.39,0.676,10.9,0,0.8439,NAIP
2012,BARREN,PA00001693,NATIONAL_PARK,URBAN_GREEN,30.66,17864,0,589123.47,75.94,53.32,0.3888,10680927.98,1,123536.63,12.783,34.5,0,0.0685,SENTINEL2
2021,URBAN,PA00001694,NATIONAL_PARK,MARSH,41.88,4773,1,258489.69,72.54,27.74,0.4757,1251916.47,1,124220.46,3.62,57.8,0,0.4839,SENTINEL2
2022,GRASSLAND,PA00001695,PRIVATE_CONSERVATION,COASTAL,56.47,38796,1,840717.92,72.54,35.1,0.7919,5754799.72,0,170628.75,5.604,70.1,1,0.4736,SENTINEL2
2018,GRASSLAND,PA00001696,OTHER,DESERT,43.69,20923,1,807066.33,97.42,78.9,0.9051,10549859.85,0,155997.9,12.004,78.6,1,0.6219,OTHER
2019,URBAN,PA00001697,NATIONAL_PARK,DECIDUOUS,16.17,5842,0,969208.21,79.01,43.27,0.7863,2434149.36,0,208303.98,1.465,55.0,1,0.7563,SENTINEL2
2015,WETLAND,PA00001698,WILDLIFE_REFUGE,ALPINE,81.84,46902,0,80426.83,8.19,93.07,0.7726,11826933.02,0,216112.66,8.38,57.6,1,0.2492,PLANET
2003,FOREST,PA00001699,WILDLIFE_REFUGE,ALPINE,53.61,29799,1,326330.47,9.35,53.64,0.5398,8478848.34,1,48021.48,11.903,88.2,0,0.2984,MODIS
2009,CROPLAND,PA00001700,NATIONAL_PARK,CONIFER,41.3,26664,0,864431.12,99.87,81.37,0.5605,4249786.76,0,135637.33,11.342,10.4,1,0.1426,LANDSAT
2005,WETLAND,PA00001701,STATE_PARK,MARSH,37.02,12014,0,839040.05,96.52,25.38,0.7166,7945007.25,0,141458.88,10.181,41.9,0,0.6666,LIDAR
2020,URBAN,PA00001702,OTHER,ALPINE,61.64,14021,0,991517.66,19.5,31.4,0.1769,4979633.21,0,184717.13,12.073,78.0,0,0.2181,LIDAR
2014,BARREN,PA00001703,BLM,CONIFER,83.06,32437,1,227831.13,73.68,55.87,0.7598,4983178.0,0,26720.1,9.958,38.3,0,0.7044,LANDSAT
2020,URBAN,PA00001704,STATE_PARK,DECIDUOUS,74.09,28636,0,1247829.62,20.73,8.35,0.2259,8206247.26,1,101895.72,9.853,67.1,1,0.5741,MODIS
2024,CROPLAND,PA00001705,OTHER,COASTAL,18.31,15924,1,834192.58,14.19,18.13,0.0294,1708996.28,1,194406.24,12.696,68.8,0,0.5208,PLANET
2011,URBAN,PA00001706,NATIONAL_PARK,DESERT,80.39,22382,1,1161514.39,93.96,53.1,0.0358,4027084.94,0,200765.41,0.562,8.5,0,0.3769,PLANET
2005,FOREST,PA00001707,OTHER,DESERT,61.34,35395,0,1095547.44,51.17,26.97,0.1343,8594731.46,0,97470.09,14.341,96.2,0,0.2824,OTHER
2024,CROPLAND,PA00001708,OTHER,CONIFER,21.63,15997,1,853010.09,25.33,11.54,0.5365,876922.31,1,126194.28,4.398,76.1,0,0.8085,LANDSAT
2012,BARREN,PA00001709,WILDLIFE_REFUGE,PRAIRIE,34.29,4922,0,465961.31,64.98,5.45,0.7714,6753521.03,1,9414.41,3.892,81.5,0,0.628,MODIS
2008,SHRUB,PA00001710,NATIONAL_PARK,DESERT,81.17,4129,0,415287.02,44.43,40.3,0.3682,255260.6,1,105639.35,13.246,68.2,0,0.3131,MODIS
2003,GRASSLAND,PA00001711,OTHER,MARSH,52.44,45528,1,641362.3,0.81,88.48,0.2511,423853.73,0,241096.64,2.897,21.2,1,0.7233,SENTINEL2
2010,GRASSLAND,PA00001712,OTHER,CONIFER,89.18,26354,0,969596.79,80.03,62.34,0.6898,2072652.34,0,176065.16,13.73,60.7,0,0.3001,LANDSAT
2017,WETLAND,PA00001713,STATE_PARK,URBAN_GREEN,71.49,10311,0,169849.54,51.22,49.78,0.8774,5397274.85,1,53788.03,13.697,89.7,0,0.0765,SENTINEL2
2006,URBAN,PA00001714,PRIVATE_CONSERVATION,PRAIRIE,80.93,34436,0,624992.14,23.93,26.89,0.9599,2041129.23,0,236971.95,10.706,11.4,0,0.4266,LANDSAT
2022,CROPLAND,PA00001715,NATIONAL_PARK,DECIDUOUS,45.37,46343,0,1184032.94,32.54,12.24,0.497,2384503.74,0,246253.62,11.48,81.0,0,0.875,MODIS
2014,FOREST,PA00001716,NATIONAL_PARK,CONIFER,68.69,13113,0,670023.51,67.12,63.06,0.4099,9364613.22,0,4052.67,7.539,75.6,0,0.1369,PLANET
2013,SHRUB,PA00001717,BLM,ALPINE,68.03,46956,0,377653.88,96.39,7.06,0.025,11892279.5,0,200050.96,11.339,84.9,0,0.0701,LANDSAT
2012,WETLAND,PA00001718,BLM,PRAIRIE,7.31,36668,0,59071.04,81.08,21.34,0.5029,5988075.49,0,90011.94,1.817,94.3,1,0.4372,PLANET
2022,URBAN,PA00001719,BLM,COASTAL,96.19,41277,0,947990.02,21.17,20.71,0.587,4696592.41,0,2337.38,1.117,97.8,0,0.957,LIDAR
2010,GRASSLAND,PA00001720,WILDLIFE_REFUGE,MARSH,54.52,18388,0,1242532.71,91.11,75.68,0.0484,3851032.07,0,176647.57,13.64,65.6,1,0.5391,MODIS
2018,SHRUB,PA00001721,NATIONAL_PARK,CONIFER,12.44,511,0,1030355.89,97.94,54.88,0.1264,8669839.88,0,67369.8,5.235,72.4,1,0.7041,LANDSAT
2015,FOREST,PA00001722,TRIBAL,CONIFER,55.38,22274,1,748653.36,39.83,69.74,0.1969,9663291.82,1,129768.03,11.906,7.7,1,0.5312,LANDSAT
2008,FOREST,PA00001723,STATE_PARK,MARSH,26.12,42211,0,267569.28,14.03,97.07,0.0827,9175359.96,0,167600.97,3.594,68.6,0,0.7638,LANDSAT
2003,URBAN,PA00001724,OTHER,COASTAL,35.17,40335,0,116059.07,96.59,51.24,0.8965,6648677.68,1,231108.87,4.065,7.1,0,0.6943,PLANET
2012,GRASSLAND,PA00001725,TRIBAL,DECIDUOUS,6.91,43452,1,840497.35,12.34,87.49,0.7651,798454.59,1,236759.35,8.824,11.4,0,0.4117,NAIP
2007,URBAN,PA00001726,BLM,CONIFER,3.85,32029,0,945499.27,98.16,64.94,0.6555,5336475.8,0,224439.57,12.045,91.0,1,0.0807,MODIS
2022,URBAN,PA00001727,STATE_PARK,ALPINE,99.82,45163,1,76309.23,80.72,29.08,0.1448,11668906.11,0,118661.17,8.17,21.2,0,0.1822,LANDSAT
2002,CROPLAND,PA00001728,WILDLIFE_REFUGE,DECIDUOUS,17.52,18097,0,659233.73,55.77,44.59,0.653,7711002.28,0,223003.5,1.071,35.8,0,0.3954,LANDSAT
2006,GRASSLAND,PA00001729,OTHER,MARSH,7.35,42482,0,689291.7,67.64,12.97,0.3031,11874226.13,1,216292.2,2.293,91.8,0,0.7489,LANDSAT
2013,WATER,PA00001730,NATIONAL_PARK,URBAN_GREEN,49.61,29620,1,673670.31,15.9,40.67,0.767,10196594.07,1,102895.73,7.908,65.8,0,0.0475,LANDSAT
2014,SNOW_ICE,PA00001731,BLM,PRAIRIE,97.57,37951,0,537817.13,26.58,29.99,0.2988,438199.01,0,231645.67,5.016,3.5,0,0.636,SENTINEL2
2001,CROPLAND,PA00001732,WILDLIFE_REFUGE,URBAN_GREEN,80.69,10306,1,518612.66,52.29,20.75,0.0814,10262340.07,0,17888.5,7.973,52.1,0,0.453,MODIS
2005,GRASSLAND,PA00001733,BLM,CONIFER,38.25,30861,0,16935.88,82.95,66.6,0.9465,2617682.08,0,47818.7,7.182,72.1,0,0.9911,LIDAR
2007,CROPLAND,PA00001734,NATIONAL_PARK,CONIFER,53.83,4514,0,122527.6,82.15,58.87,0.2592,7658204.76,0,107413.62,12.52,68.8,0,0.1935,PLANET
2009,URBAN,PA00001735,BLM,PRAIRIE,44.62,49310,0,1078969.32,67.14,50.62,0.9938,2646082.62,0,226576.91,6.095,39.3,0,0.886,SENTINEL2
2008,URBAN,PA00001736,BLM,ALPINE,75.38,31402,0,344733.26,55.16,96.84,0.1906,10011117.89,0,216661.66,14.532,88.2,1,0.4017,LIDAR
2017,URBAN,PA00001737,TRIBAL,MARSH,96.74,2906,1,166808.69,29.06,35.61,0.7295,3681321.64,0,168863.64,12.002,2.1,0,0.5538,PLANET
2014,GRASSLAND,PA00001738,PRIVATE_CONSERVATION,DESERT,52.92,11135,0,868242.27,95.44,96.02,0.2866,925115.74,0,239048.18,4.579,19.8,0,0.2575,SENTINEL2
2014,FOREST,PA00001739,NATIONAL_PARK,CONIFER,51.94,26924,0,957106.45,88.54,76.25,0.4959,11047743.66,0,9092.76,12.43,80.4,0,0.3142,MODIS
2021,FOREST,PA00001740,STATE_PARK,RIPARIAN,64.54,26371,0,491080.69,74.07,47.0,0.6052,4200058.35,0,140279.72,9.069,52.1,1,0.1168,LIDAR
2015,FOREST,PA00001741,STATE_PARK,COASTAL,7.08,29004,1,1240888.71,66.12,15.71,0.2642,9655724.59,1,141631.71,13.572,73.1,1,0.0195,NAIP
2006,WETLAND,PA00001742,STATE_PARK,MARSH,4.65,12095,0,486533.95,24.3,3.26,0.125,4253415.66,0,53236.69,2.458,1.2,1,0.7615,LANDSAT
2013,CROPLAND,PA00001743,PRIVATE_CONSERVATION,MARSH,43.21,38961,0,1061994.58,77.66,35.61,0.5321,8414123.92,0,120883.02,8.592,27.6,0,0.8286,NAIP
2011,CROPLAND,PA00001744,WILDLIFE_REFUGE,PRAIRIE,70.52,34795,1,408391.09,58.17,77.7,0.752,7352429.54,0,174714.12,9.581,50.9,1,0.9155,LANDSAT
2022,URBAN,PA00001745,BLM,RIPARIAN,85.98,40125,0,248586.19,3.86,97.29,0.7633,5743173.32,1,26055.93,0.525,36.7,0,0.6197,LANDSAT
2006,FOREST,PA00001746,PRIVATE_CONSERVATION,RIPARIAN,5.11,17196,0,1092217.21,43.56,85.74,0.0317,771901.59,1,211113.76,9.964,34.7,1,0.4208,LANDSAT
2011,BARREN,PA00001747,OTHER,PRAIRIE,19.23,37918,0,48969.81,61.79,12.7,0.2408,11203212.54,1,183056.44,14.858,44.8,0,0.8446,LANDSAT
2019,FOREST,PA00001748,WILDLIFE_REFUGE,CONIFER,39.86,28919,0,595927.88,45.84,54.4,0.9834,8046223.08,0,167030.44,0.606,32.9,1,0.5426,NAIP
2016,URBAN,PA00001749,STATE_PARK,URBAN_GREEN,95.18,11300,1,1163704.07,47.21,38.62,0.4063,9040755.45,0,196321.65,13.268,46.3,0,0.4909,NAIP
2016,URBAN,PA00001750,BLM,DECIDUOUS,19.2,16674,0,717684.22,57.23,50.93,0.6192,75364.62,1,197450.46,1.608,47.4,0,0.7815,LANDSAT
2023,URBAN,PA00001751,TRIBAL,URBAN_GREEN,81.73,12597,0,320797.38,92.62,72.02,0.8155,86347.47,0,225748.95,6.404,67.9,0,0.4936,LANDSAT
2012,CROPLAND,PA00001752,WILDLIFE_REFUGE,URBAN_GREEN,15.16,13812,0,327900.77,34.36,36.7,0.6372,9345900.82,1,200125.67,0.984,62.2,0,0.853,LIDAR
2001,FOREST,PA00001753,NATIONAL_PARK,CONIFER,43.27,31533,1,434329.81,34.84,62.21,0.3043,5004380.19,1,169856.74,8.132,30.7,0,0.6818,MODIS
2001,SHRUB,PA00001754,WILDLIFE_REFUGE,URBAN_GREEN,63.07,9537,1,538696.81,92.52,72.28,0.594,9804377.63,0,62282.13,8.104,0.1,1,0.1474,LANDSAT
2005,FOREST,PA00001755,TRIBAL,PRAIRIE,59.84,21332,0,1130709.89,56.78,63.05,0.9159,5147752.81,0,117529.34,9.67,66.9,0,0.3529,PLANET
2003,CROPLAND,PA00001756,STATE_PARK,RIPARIAN,43.62,39288,0,354116.41,85.66,53.21,0.7458,3324317.32,0,139787.08,8.336,18.2,0,0.9145,SENTINEL2
2015,CROPLAND,PA00001757,OTHER,DECIDUOUS,36.4,29729,1,667088.63,42.93,9.3,0.9235,7798743.46,0,199039.84,4.321,91.0,1,0.7719,LANDSAT
2009,CROPLAND,PA00001758,STATE_PARK,MARSH,74.35,21878,0,988554.47,17.03,30.78,0.3759,1030210.52,0,176962.96,10.263,76.7,1,0.4138,NAIP
2010,WETLAND,PA00001759,TRIBAL,ALPINE,21.99,28604,0,201657.83,48.32,0.75,0.9997,541868.21,0,49002.62,0.828,69.2,0,0.0783,OTHER
2017,GRASSLAND,PA00001760,TRIBAL,MARSH,51.61,21047,1,680449.25,13.66,67.43,0.6976,10958895.3,0,218590.04,0.639,12.2,1,0.3954,PLANET
2014,WETLAND,PA00001761,TRIBAL,MARSH,0.47,39808,1,207160.97,55.11,53.85,0.4913,780505.65,0,69436.94,8.062,34.0,0,0.8477,LANDSAT
2002,URBAN,PA00001762,NATIONAL_PARK,RIPARIAN,58.37,1438,0,321047.53,19.88,66.39,0.0058,2034731.46,0,221629.6,11.999,59.7,0,0.3484,NAIP
2024,FOREST,PA00001763,TRIBAL,URBAN_GREEN,96.8,40936,0,373609.61,89.08,7.35,0.1457,10816461.81,0,243765.76,2.515,1.9,0,0.3992,SENTINEL2
2012,URBAN,PA00001764,PRIVATE_CONSERVATION,RIPARIAN,17.9,19082,0,370484.01,29.97,93.8,0.9082,5145517.99,1,162987.06,14.925,29.1,0,0.4099,OTHER
2014,URBAN,PA00001765,NATIONAL_PARK,CONIFER,65.77,15116,0,1247447.34,50.57,84.05,0.8416,6725897.9,1,130001.78,3.438,77.4,0,0.048,SENTINEL2
2022,URBAN,PA00001766,TRIBAL,URBAN_GREEN,22.86,26247,1,394151.89,2.89,25.01,0.5478,7304017.46,0,180178.84,2.945,19.3,1,0.7012,PLANET
2020,WETLAND,PA00001767,PRIVATE_CONSERVATION,URBAN_GREEN,40.01,37566,1,1240801.26,1.94,46.13,0.8788,4167418.53,0,57925.16,12.469,2.1,0,0.5947,NAIP
2016,FOREST,PA00001768,OTHER,DECIDUOUS,72.71,29859,0,990932.24,30.75,87.46,0.8542,11809624.11,0,158084.52,13.501,39.9,0,0.1922,LANDSAT
2004,GRASSLAND,PA00001769,STATE_PARK,RIPARIAN,80.01,22623,0,616568.52,99.09,63.44,0.3847,747437.66,1,172391.47,13.598,33.1,0,0.1129,NAIP
2003,WETLAND,PA00001770,NATIONAL_PARK,ALPINE,50.26,44370,1,955714.56,21.93,19.06,0.0511,6425938.75,0,115850.33,5.391,27.0,1,0.9247,LANDSAT
2017,SNOW_ICE,PA00001771,OTHER,ALPINE,90.92,45694,0,1090261.82,46.82,32.43,0.1728,7891988.56,0,104277.74,6.79,36.1,0,0.6856,LANDSAT
2025,FOREST,PA00001772,BLM,URBAN_GREEN,84.91,26082,0,659946.64,58.17,53.62,0.207,7075250.75,1,2431.45,11.202,78.1,1,0.4286,LIDAR
2004,FOREST,PA00001773,TRIBAL,DECIDUOUS,15.21,3795,1,520932.52,0.66,67.63,0.0522,1369010.68,1,136281.23,11.991,15.3,0,0.4515,LANDSAT
2007,SHRUB,PA00001774,TRIBAL,URBAN_GREEN,43.31,18839,0,940487.5,46.54,2.34,0.681,7741061.86,0,50895.2,6.071,73.2,0,0.479,LANDSAT
2021,CROPLAND,PA00001775,OTHER,MARSH,15.39,25072,0,1022490.16,13.53,81.01,0.9072,6171392.44,1,166776.1,3.444,17.4,0,0.3364,MODIS
2003,FOREST,PA00001776,STATE_PARK,URBAN_GREEN,51.95,48095,0,507915.37,6.36,69.97,0.0008,2117927.21,0,102631.53,0.354,31.7,0,0.7012,PLANET
2016,CROPLAND,PA00001777,PRIVATE_CONSERVATION,URBAN_GREEN,79.36,45225,0,753039.11,25.08,75.83,0.0573,6383261.62,1,156842.5,2.102,98.0,0,0.2358,PLANET
2022,WETLAND,PA00001778,NATIONAL_PARK,COASTAL,92.6,29856,0,574445.58,83.37,11.55,0.0047,2541048.08,0,81362.11,3.445,6.9,1,0.8447,LANDSAT
2001,WATER,PA00001779,WILDLIFE_REFUGE,MARSH,58.58,2990,0,539525.38,58.9,24.07,0.2072,2425099.2,0,185788.87,14.713,23.1,0,0.0431,LANDSAT
2007,FOREST,PA00001780,BLM,URBAN_GREEN,88.79,6973,0,465433.5,90.23,71.21,0.0001,7283896.6,0,216742.58,12.126,80.7,0,0.0107,LANDSAT
2012,WATER,PA00001781,OTHER,URBAN_GREEN,18.73,5447,0,276594.84,85.99,37.43,0.9284,10024981.66,1,161497.62,13.677,70.4,0,0.5984,PLANET
2002,URBAN,PA00001782,BLM,DECIDUOUS,7.32,14140,0,1095207.2,0.74,54.47,0.6784,4447058.79,0,54828.35,11.722,99.5,0,0.7958,NAIP
2016,URBAN,PA00001783,WILDLIFE_REFUGE,PRAIRIE,9.0,6599,0,555311.07,63.57,48.69,0.4585,4309280.8,0,28882.37,12.177,95.7,0,0.5997,NAIP
2013,URBAN,PA00001784,STATE_PARK,MARSH,39.95,4958,1,176859.69,97.58,23.96,0.1577,371824.03,0,172281.47,1.854,38.9,1,0.5564,MODIS
2001,FOREST,PA00001785,NATIONAL_PARK,DECIDUOUS,18.27,23987,0,425576.53,38.52,67.9,0.7635,256784.43,1,924.16,9.106,26.2,0,0.4124,MODIS
2011,CROPLAND,PA00001786,STATE_PARK,ALPINE,91.33,49388,1,290462.72,56.08,63.16,0.9097,4256043.65,1,207872.05,9.882,79.2,1,0.3299,LANDSAT
2001,GRASSLAND,PA00001787,OTHER,PRAIRIE,31.51,2006,0,637910.83,44.46,82.77,0.0067,9928516.89,0,106966.65,9.835,25.6,0,0.6729,MODIS
2008,GRASSLAND,PA00001788,BLM,RIPARIAN,62.1,20231,0,600312.12,84.56,37.45,0.9839,6075383.87,0,72042.17,6.486,40.9,1,0.8479,LIDAR
2014,WATER,PA00001789,WILDLIFE_REFUGE,CONIFER,48.77,22249,0,958846.92,28.0,30.5,0.1676,9825649.01,0,30344.24,5.902,49.8,0,0.9946,NAIP
2018,FOREST,PA00001790,BLM,URBAN_GREEN,34.46,16710,1,362623.96,85.69,47.1,0.2919,8315734.15,0,115458.24,3.112,33.1,1,0.1198,MODIS
2006,URBAN,PA00001791,OTHER,DECIDUOUS,81.38,15215,0,30185.03,22.54,33.89,0.7893,5282880.38,0,198305.75,12.772,93.8,0,0.5668,NAIP
2025,FOREST,PA00001792,BLM,COASTAL,46.07,38311,0,1000104.87,44.99,59.48,0.3956,8026967.71,0,24667.14,1.469,38.5,0,0.813,LANDSAT
2015,GRASSLAND,PA00001793,WILDLIFE_REFUGE,MARSH,90.69,496,1,1109095.09,87.92,24.16,0.7025,7976605.26,0,159751.92,12.339,86.3,0,0.2373,PLANET
