ph_beh_reference_year,ph_beh_country_iso2,ph_beh_region_nuts_code,ph_beh_age_group,ph_beh_sex,ph_beh_smoking_rate_pct,ph_beh_alcohol_consumption_litres_per_capita,ph_beh_binge_drinking_rate_pct,ph_beh_physical_activity_rate_pct,ph_beh_sedentary_time_hours_day,ph_beh_healthy_diet_score,ph_beh_fruit_veg_daily_pct,ph_beh_ultra_processed_food_share_pct,ph_beh_sleep_quality_score,ph_beh_obesity_rate_pct,ph_beh_screen_time_hours_day,ph_beh_chronic_conditions_count_mean,ph_beh_ehis_table_code,ph_beh_survey_weight,ph_beh_data_extract_date
2020,IT,DK542,25_34,X,16.97,3.14,8.72,53.82,8.68,83.04,55.27,36.93,4.45,29.12,4.62,2.358,HLTH_EHIS_PA,1.5051,2024-08-10
2021,PT,LT6,65_74,F,19.69,2.06,19.36,38.31,12.22,52.38,21.8,35.82,4.6,10.85,8.23,3.017,HLTH_EHIS_SMOK,1.1718,2024-01-15
2022,BE,IT401,35_44,M,18.5,9.62,22.52,32.17,9.83,48.42,20.29,40.88,6.01,17.34,5.9,1.942,HLTH_EHIS_DIET,3.7668,2024-12-19
2023,FI,EE318,75_PLUS,X,18.95,11.96,4.92,25.18,7.38,41.72,63.84,44.79,5.72,35.82,2.21,2.102,HLTH_EHIS_MH,2.0605,2024-08-14
2024,LV,GR36,45_54,F,12.78,4.29,23.66,36.13,11.4,54.0,35.3,21.53,7.16,11.24,5.54,1.011,HLTH_EHIS_ALCO,1.3907,2025-05-23
2025,RO,ES966,15_24,M,14.39,13.25,23.25,80.38,3.86,73.34,68.7,38.78,7.52,13.5,8.03,1.661,HLTH_EHIS_PA,1.2896,2024-11-25
2006,BG,AT879,55_64,X,16.08,5.47,14.65,64.36,5.17,77.86,41.86,37.03,8.83,24.62,6.19,0.662,HLTH_EHIS_SMOK,4.2238,2025-01-03
2007,FR,SK9,25_34,F,23.67,5.5,26.81,52.4,4.31,66.54,67.8,17.19,5.57,28.53,7.53,0.63,HLTH_EHIS_DIET,3.9638,2024-11-22
2008,LT,CZ60,65_74,M,30.28,5.09,35.09,53.43,6.57,45.23,41.44,36.67,8.77,35.34,5.83,2.345,HLTH_EHIS_MH,3.1594,2024-03-21
2009,SK,RO207,35_44,X,8.57,6.15,21.72,56.56,4.03,47.86,49.09,22.37,8.6,23.69,7.63,1.805,HLTH_EHIS_ALCO,2.681,2025-12-14
2010,HR,LT84,75_PLUS,F,15.21,10.35,29.81,52.68,7.14,38.72,58.76,50.84,7.21,16.2,3.26,2.013,HLTH_EHIS_PA,3.4087,2024-12-04
2011,DE,CZ1,45_54,M,26.17,15.76,16.01,34.93,11.87,42.09,28.72,33.03,5.52,13.69,6.89,0.389,HLTH_EHIS_SMOK,3.1292,2025-06-07
2012,LU,LT83,15_24,X,9.15,6.11,23.45,31.89,9.38,60.78,72.16,46.15,6.01,30.87,7.74,1.786,HLTH_EHIS_DIET,1.6878,2024-05-11
2013,SI,BG6,55_64,F,21.91,7.92,11.47,71.4,7.49,59.85,32.47,26.88,5.95,31.42,8.11,0.789,HLTH_EHIS_MH,2.5767,2025-08-05
2014,CY,HR22,25_34,M,31.13,11.87,7.61,29.21,6.93,69.35,48.61,43.53,8.84,11.93,8.29,0.282,HLTH_EHIS_ALCO,2.1651,2024-03-21
2015,GR,DK138,65_74,X,21.33,6.57,26.23,49.58,7.47,56.46,63.85,52.8,7.21,22.48,2.27,1.804,HLTH_EHIS_PA,2.924,2024-12-22
2016,MT,IT7,35_44,F,28.83,7.72,9.72,64.41,9.9,34.54,21.34,14.91,5.86,9.8,5.34,2.242,HLTH_EHIS_SMOK,0.4428,2025-12-08
2017,ES,LT4,75_PLUS,M,23.22,13.93,6.98,38.67,9.87,53.69,59.65,34.87,7.5,25.56,8.31,2.904,HLTH_EHIS_DIET,1.9635,2025-08-28
2018,CZ,RO77,45_54,X,14.35,3.35,8.45,41.51,11.69,45.13,56.48,29.02,5.97,17.1,5.46,0.228,HLTH_EHIS_MH,2.346,2025-06-06
2019,HU,CZ64,15_24,F,17.01,2.09,3.56,61.73,10.41,73.12,67.32,15.35,7.4,27.39,8.41,1.601,HLTH_EHIS_ALCO,3.0977,2024-03-30
2020,NL,BE167,55_64,M,27.12,12.74,18.18,46.84,9.79,60.3,75.18,60.36,7.29,16.47,8.47,2.038,HLTH_EHIS_PA,4.3028,2025-10-08
2021,SE,RO8,25_34,X,18.15,7.04,21.56,71.95,6.0,36.03,44.64,47.05,6.8,21.16,7.08,0.304,HLTH_EHIS_SMOK,4.7255,2025-09-30
2022,DK,HU99,65_74,F,8.3,3.94,15.38,37.83,9.6,43.89,58.55,60.88,4.53,19.06,5.24,2.79,HLTH_EHIS_DIET,1.6889,2024-09-12
2023,IE,SE45,35_44,M,13.27,6.69,35.33,63.51,7.11,62.96,26.27,57.38,4.67,31.71,7.1,1.443,HLTH_EHIS_MH,2.6414,2025-03-12
2024,PL,DE4,75_PLUS,X,23.07,7.92,16.32,52.14,6.93,39.26,24.54,24.86,8.02,25.79,6.86,0.988,HLTH_EHIS_ALCO,2.5086,2025-04-14
2025,AT,IT808,45_54,F,20.44,9.25,29.13,69.83,10.79,54.42,21.93,54.91,5.46,25.86,2.76,2.132,HLTH_EHIS_PA,0.6217,2024-06-12
2006,EE,IE107,15_24,M,10.47,12.53,35.34,44.45,5.3,68.54,71.36,13.8,5.16,10.72,9.44,1.307,HLTH_EHIS_SMOK,4.0917,2024-06-12
2007,IT,DK29,55_64,X,11.29,4.09,28.35,42.15,8.86,42.34,35.01,46.57,5.68,18.35,3.95,2.326,HLTH_EHIS_DIET,0.484,2025-03-21
2008,PT,SK3,25_34,F,10.96,10.35,22.23,79.59,4.95,57.32,21.13,12.66,4.75,28.45,10.13,1.554,HLTH_EHIS_MH,1.8467,2025-04-11
2009,BE,IE5,65_74,M,27.14,2.31,15.49,57.73,8.17,44.72,22.22,13.84,6.37,9.19,5.87,3.113,HLTH_EHIS_ALCO,3.0256,2025-08-07
2010,FI,DE88,35_44,X,12.14,1.71,28.59,23.06,8.75,48.34,38.54,11.46,4.54,19.28,6.53,2.323,HLTH_EHIS_PA,3.1128,2024-03-24
2011,LV,EE32,75_PLUS,F,20.06,2.56,6.54,68.48,11.02,68.9,70.41,39.76,6.34,11.21,7.88,2.349,HLTH_EHIS_SMOK,3.2828,2025-05-27
2012,RO,CY31,45_54,M,22.68,7.87,17.34,42.18,4.54,73.22,68.06,33.06,7.06,16.54,3.89,1.046,HLTH_EHIS_DIET,2.639,2025-07-31
2013,BG,PT9,15_24,X,26.44,3.56,27.18,74.38,8.75,46.92,50.77,23.78,4.88,17.94,6.12,2.06,HLTH_EHIS_MH,4.5625,2024-05-19
2014,FR,SE4,55_64,F,32.77,11.43,33.21,69.51,12.03,53.8,51.76,54.97,5.14,25.48,3.61,1.701,HLTH_EHIS_ALCO,0.923,2025-07-14
2015,LT,DK13,25_34,M,16.86,6.28,35.87,62.1,4.55,37.51,50.27,45.14,6.62,14.88,5.14,0.763,HLTH_EHIS_PA,3.6986,2025-10-02
2016,SK,LT174,65_74,X,18.84,10.35,5.79,42.38,7.8,76.27,52.36,18.45,4.15,26.77,6.41,2.342,HLTH_EHIS_SMOK,4.6803,2024-07-10
2017,HR,CY36,35_44,F,24.1,4.19,5.43,40.68,8.08,65.14,32.41,52.64,6.03,18.57,5.9,0.481,HLTH_EHIS_DIET,4.3071,2025-03-22
2018,DE,IE457,75_PLUS,M,21.17,2.84,32.34,34.28,7.16,71.79,25.56,35.26,7.82,23.41,2.18,1.505,HLTH_EHIS_MH,0.4431,2025-01-24
2019,LU,AT653,45_54,X,15.52,1.58,25.05,66.51,9.47,54.96,49.59,15.42,4.72,21.86,2.84,1.344,HLTH_EHIS_ALCO,1.9151,2026-02-20
2020,SI,FI91,15_24,F,25.93,8.99,9.18,53.8,7.53,75.92,44.74,31.6,5.47,16.12,4.01,0.512,HLTH_EHIS_PA,3.3552,2025-09-30
2021,CY,LU815,55_64,M,18.32,3.28,11.51,25.27,4.48,46.34,53.12,25.98,6.83,21.26,6.84,1.855,HLTH_EHIS_SMOK,2.7243,2026-02-24
2022,GR,FI152,25_34,X,26.19,8.11,12.52,36.97,10.63,84.04,69.99,48.18,5.87,16.54,4.09,0.798,HLTH_EHIS_DIET,1.7836,2024-08-18
2023,MT,BG68,65_74,F,18.98,7.21,13.03,67.86,5.59,77.45,50.49,16.94,7.76,23.28,2.21,1.497,HLTH_EHIS_MH,1.0708,2025-07-09
2024,ES,BG14,35_44,M,23.78,3.59,22.31,38.28,8.98,47.18,28.41,38.58,5.15,31.03,6.59,0.235,HLTH_EHIS_ALCO,2.2503,2026-01-18
2025,CZ,RO5,75_PLUS,X,27.58,8.37,11.87,33.68,7.41,51.03,20.9,38.96,6.71,26.1,4.27,1.037,HLTH_EHIS_PA,0.9756,2025-10-31
2006,HU,HR9,45_54,F,15.7,9.89,12.51,47.28,11.85,56.11,40.05,43.86,7.72,14.52,6.71,1.673,HLTH_EHIS_SMOK,0.8095,2024-08-10
2007,NL,RO701,15_24,M,17.08,5.17,14.92,65.87,5.01,38.19,51.61,45.12,5.07,15.54,5.58,1.561,HLTH_EHIS_DIET,4.3464,2024-06-28
2008,SE,ES781,55_64,X,26.21,5.13,27.57,44.39,10.79,52.67,27.25,55.11,4.96,29.46,8.12,0.364,HLTH_EHIS_MH,3.3118,2024-06-19
2009,DK,PT49,25_34,F,19.6,9.56,16.74,49.8,9.51,76.91,23.83,50.71,5.02,21.45,4.11,0.195,HLTH_EHIS_ALCO,3.4641,2025-06-15
2010,IE,GR429,65_74,M,35.2,7.63,16.49,42.73,11.11,43.49,27.6,55.09,5.96,31.85,3.42,2.146,HLTH_EHIS_PA,2.3789,2025-08-28
2011,PL,LV82,35_44,X,21.28,12.21,6.38,46.23,3.81,58.32,31.21,16.24,8.13,23.65,1.88,0.591,HLTH_EHIS_SMOK,1.5984,2024-08-22
2012,AT,PT99,75_PLUS,F,22.51,8.86,21.76,25.94,9.43,45.45,47.28,38.59,6.58,17.93,6.54,3.216,HLTH_EHIS_DIET,3.7625,2024-10-16
2013,EE,NL72,45_54,M,20.91,7.84,27.77,37.6,6.2,75.58,49.41,19.39,7.19,11.1,5.18,1.576,HLTH_EHIS_MH,1.2223,2025-08-19
2014,IT,IE9,15_24,X,19.76,1.6,24.64,77.75,9.67,50.64,61.23,30.86,5.3,19.49,3.03,0.409,HLTH_EHIS_ALCO,3.3313,2025-08-26
2015,PT,LU675,55_64,F,11.81,9.34,4.73,68.36,10.44,75.36,50.42,13.61,4.38,22.4,5.56,0.619,HLTH_EHIS_PA,2.242,2024-04-23
2016,BE,SE3,25_34,M,32.63,4.17,18.96,29.27,5.13,47.08,49.69,13.18,5.61,25.38,6.67,0.212,HLTH_EHIS_SMOK,1.9987,2025-05-12
2017,FI,LV19,65_74,X,25.74,8.36,8.48,62.83,8.48,56.63,64.29,14.49,6.81,15.15,7.73,0.955,HLTH_EHIS_DIET,4.2507,2025-12-31
2018,LV,SE97,35_44,F,13.1,5.62,24.93,33.69,7.44,76.3,50.65,37.71,6.1,29.93,6.97,1.82,HLTH_EHIS_MH,2.5113,2025-06-12
2019,RO,DK68,75_PLUS,M,31.66,11.95,25.95,53.84,10.12,46.24,36.61,40.57,7.71,34.56,5.93,0.659,HLTH_EHIS_ALCO,0.5906,2024-05-20
2020,BG,LU83,45_54,X,19.26,3.54,9.46,55.08,12.24,73.31,61.5,14.6,5.82,21.28,7.85,1.493,HLTH_EHIS_PA,2.7476,2024-09-02
2021,FR,HU580,15_24,F,11.57,7.97,13.97,34.66,4.61,46.74,57.02,30.29,6.24,11.44,8.05,1.122,HLTH_EHIS_SMOK,2.7505,2024-10-28
2022,LT,SK723,55_64,M,13.92,10.0,15.03,61.13,10.82,58.99,25.47,36.89,6.22,19.31,5.46,0.659,HLTH_EHIS_DIET,0.833,2025-01-06
2023,SK,LU41,25_34,X,7.52,12.1,23.99,30.36,8.38,69.52,55.95,54.57,5.62,32.84,9.95,1.468,HLTH_EHIS_MH,3.7764,2024-08-18
2024,HR,HU43,65_74,F,19.86,8.1,26.32,28.5,12.08,36.41,46.23,37.87,5.21,28.94,4.82,2.465,HLTH_EHIS_ALCO,3.7487,2024-08-09
2025,DE,HR94,35_44,M,10.13,5.67,6.19,26.74,10.51,72.34,50.57,25.17,4.86,26.2,4.36,0.959,HLTH_EHIS_PA,2.3714,2025-01-24
2006,LU,DK5,75_PLUS,X,25.23,7.12,3.76,48.3,8.45,69.38,34.91,18.57,5.35,9.29,3.79,0.451,HLTH_EHIS_SMOK,0.6231,2025-08-22
2007,SI,IT2,45_54,F,20.97,11.07,9.69,29.7,6.06,70.6,63.38,53.64,4.91,15.63,5.2,0.348,HLTH_EHIS_DIET,1.8131,2024-08-01
2008,CY,ES27,15_24,M,28.45,5.92,14.56,28.97,5.03,73.31,60.75,22.56,7.57,25.76,6.42,0.235,HLTH_EHIS_MH,2.5385,2025-10-22
2009,GR,CY2,55_64,X,20.81,2.92,19.75,68.02,7.57,37.43,50.68,42.24,6.47,25.53,6.12,0.864,HLTH_EHIS_ALCO,1.1436,2024-05-30
2010,MT,MT524,25_34,F,14.18,11.93,5.13,61.86,9.11,60.96,30.5,37.72,6.38,27.88,6.66,0.594,HLTH_EHIS_PA,0.4611,2024-05-18
2011,ES,LV13,65_74,M,19.54,5.04,15.04,32.02,10.0,67.87,49.8,51.81,7.57,26.09,7.96,1.181,HLTH_EHIS_SMOK,3.8097,2025-10-28
2012,CZ,BG77,35_44,X,29.0,7.46,22.32,40.77,6.42,65.83,68.37,25.74,5.42,24.39,5.48,0.767,HLTH_EHIS_DIET,3.422,2025-04-18
2013,HU,SE205,75_PLUS,F,27.92,9.95,16.65,41.49,9.58,57.47,61.71,43.35,5.15,11.98,3.55,2.792,HLTH_EHIS_MH,0.9149,2025-02-23
2014,NL,LU965,45_54,M,32.09,12.45,39.22,71.09,8.31,51.43,26.7,27.83,5.62,20.89,5.59,1.643,HLTH_EHIS_ALCO,0.518,2024-02-29
2015,SE,ES39,15_24,X,28.22,6.87,8.66,62.9,10.31,35.88,39.18,28.22,6.31,28.32,3.38,1.447,HLTH_EHIS_PA,4.1314,2025-03-19
2016,DK,ES421,55_64,F,27.24,12.71,14.4,66.24,10.19,43.92,21.0,23.65,4.27,21.87,8.4,1.878,HLTH_EHIS_SMOK,1.1157,2025-08-14
2017,IE,AT559,25_34,M,27.88,7.07,34.82,35.8,5.68,65.7,68.36,51.4,4.84,24.43,10.06,2.248,HLTH_EHIS_DIET,0.9766,2025-11-26
2018,PL,EE519,65_74,X,25.15,9.36,17.01,63.76,11.58,60.93,44.01,20.92,6.22,21.37,2.94,1.198,HLTH_EHIS_MH,0.5711,2026-01-18
2019,AT,CZ4,35_44,F,7.79,3.09,8.52,56.8,9.3,50.9,52.85,21.69,7.56,28.42,6.44,1.716,HLTH_EHIS_ALCO,3.9393,2025-03-12
2020,EE,NL67,75_PLUS,M,18.16,2.94,14.84,43.12,4.55,72.51,36.16,46.48,7.29,26.67,8.28,0.25,HLTH_EHIS_PA,1.479,2024-06-01
2021,IT,DE97,45_54,X,15.06,9.74,10.34,67.45,12.35,39.6,23.85,35.58,5.97,16.49,8.52,1.153,HLTH_EHIS_SMOK,2.7051,2024-05-10
2022,PT,HU34,15_24,F,19.27,7.28,9.72,81.23,9.46,78.34,48.31,50.36,5.78,26.84,6.67,1.733,HLTH_EHIS_DIET,4.5022,2025-09-11
2023,BE,DK113,55_64,M,15.05,5.73,26.6,24.12,8.39,38.04,66.18,51.23,7.68,12.88,4.78,0.24,HLTH_EHIS_MH,1.0452,2024-01-25
2024,FI,LT9,25_34,X,18.68,9.27,13.17,52.61,6.76,49.3,62.65,50.42,7.06,29.7,8.75,1.506,HLTH_EHIS_ALCO,0.6134,2024-09-12
2025,LV,GR1,65_74,F,12.08,7.09,21.56,33.09,7.28,57.96,51.26,49.6,5.22,11.33,7.48,0.588,HLTH_EHIS_PA,1.4863,2025-12-26
2006,RO,HU344,35_44,M,33.08,12.28,37.21,37.89,5.97,41.33,61.46,16.63,6.8,17.57,6.76,1.791,HLTH_EHIS_SMOK,1.9736,2025-08-06
2007,BG,LT3,75_PLUS,X,14.07,11.16,8.72,36.63,8.58,76.64,27.08,54.74,4.92,24.04,5.65,1.4,HLTH_EHIS_DIET,1.0179,2025-11-14
2008,FR,SK20,45_54,F,23.67,12.04,13.92,42.75,7.63,35.96,57.75,38.11,4.28,26.03,6.44,0.322,HLTH_EHIS_MH,2.1534,2024-09-30
2009,LT,FI92,15_24,M,26.27,6.9,16.01,73.89,4.15,44.4,62.22,38.96,8.56,26.74,10.53,0.283,HLTH_EHIS_ALCO,0.5517,2024-01-15
2010,SK,PL82,55_64,X,17.11,3.69,32.05,36.82,7.32,72.09,59.03,53.19,6.26,26.96,2.39,1.54,HLTH_EHIS_PA,1.322,2024-03-11
2011,HR,IT558,25_34,F,9.42,1.91,4.93,81.89,7.65,56.31,42.07,44.39,6.03,24.02,6.16,0.682,HLTH_EHIS_SMOK,2.6991,2025-10-10
2012,DE,PL43,65_74,M,13.54,7.63,32.91,44.77,7.3,64.61,54.45,38.11,7.63,26.49,3.54,1.089,HLTH_EHIS_DIET,1.8515,2025-07-29
2013,LU,FI90,35_44,X,30.11,12.7,19.07,67.86,5.17,60.35,41.87,54.97,5.18,26.04,8.17,1.318,HLTH_EHIS_MH,4.4188,2024-10-27
2014,SI,HU50,75_PLUS,F,15.58,12.48,5.46,39.46,9.19,70.0,67.29,15.8,5.94,9.26,3.51,2.813,HLTH_EHIS_ALCO,4.4805,2024-11-10
2015,CY,DE993,45_54,M,18.67,11.49,13.29,64.91,10.37,65.81,50.8,42.09,6.56,24.39,2.0,1.322,HLTH_EHIS_PA,3.8464,2024-04-06
2016,GR,PL15,15_24,X,17.93,10.5,16.14,65.04,5.24,38.6,23.73,17.03,5.79,24.76,9.85,1.015,HLTH_EHIS_SMOK,3.5199,2025-05-19
2017,MT,FR89,55_64,F,9.62,5.89,15.42,38.06,6.53,37.36,31.1,35.52,7.22,29.52,8.02,1.615,HLTH_EHIS_DIET,3.466,2025-08-14
2018,ES,CZ54,25_34,M,9.74,8.22,22.23,48.22,5.07,75.27,36.36,13.12,6.44,28.84,8.23,1.456,HLTH_EHIS_MH,3.5622,2025-04-02
2019,CZ,LV2,65_74,X,12.61,3.71,9.22,29.86,5.24,65.92,57.99,29.71,5.59,24.94,3.3,1.185,HLTH_EHIS_ALCO,1.8039,2024-08-15
2020,HU,PL6,35_44,F,11.73,7.04,27.81,48.17,9.72,76.76,58.87,19.32,5.43,26.44,5.49,0.381,HLTH_EHIS_PA,4.6272,2024-07-06
2021,NL,SE19,75_PLUS,M,30.2,11.06,25.73,24.76,10.18,44.76,50.66,23.97,6.03,16.36,6.64,2.817,HLTH_EHIS_SMOK,2.9158,2024-07-14
2022,SE,CY38,45_54,X,25.12,5.32,8.63,37.96,6.26,60.74,39.57,34.44,7.61,13.75,7.56,1.958,HLTH_EHIS_DIET,4.2608,2025-04-10
2023,DK,HU677,15_24,F,10.98,6.18,8.44,32.98,5.15,63.65,33.73,52.42,6.04,20.38,5.26,1.247,HLTH_EHIS_MH,2.7569,2025-09-13
2024,IE,BE3,55_64,M,25.71,13.18,23.55,67.99,4.69,65.62,75.09,33.82,6.78,28.56,6.53,2.223,HLTH_EHIS_ALCO,4.0442,2024-11-28
2025,PL,GR901,25_34,X,25.41,11.67,25.7,70.11,9.21,62.18,73.17,35.99,5.57,24.93,8.75,0.538,HLTH_EHIS_PA,1.9797,2024-07-01
2006,AT,LU5,65_74,F,29.12,11.01,20.23,27.02,10.78,58.94,57.62,52.81,6.1,35.55,4.57,0.77,HLTH_EHIS_SMOK,2.9704,2025-08-12
2007,EE,SE2,35_44,M,30.14,13.39,13.26,30.99,4.42,53.63,44.46,46.17,5.09,17.35,5.54,1.056,HLTH_EHIS_DIET,2.7539,2025-12-23
2008,IT,LT183,75_PLUS,X,18.92,5.74,15.92,59.21,11.54,67.49,59.12,21.25,4.66,27.54,5.75,1.599,HLTH_EHIS_MH,0.9909,2024-12-11
2009,PT,LT760,45_54,F,22.57,3.27,5.37,69.46,7.51,60.54,66.37,36.53,5.16,26.4,4.96,0.405,HLTH_EHIS_ALCO,3.2481,2025-08-25
2010,BE,CZ46,15_24,M,24.73,12.9,9.3,42.1,10.24,36.29,24.85,45.62,4.25,30.06,9.32,0.885,HLTH_EHIS_PA,1.2798,2025-01-12
2011,FI,DK898,55_64,X,25.62,13.11,22.88,27.02,4.75,46.26,62.76,28.35,4.84,27.4,7.84,1.964,HLTH_EHIS_SMOK,0.306,2025-11-12
2012,LV,BG387,25_34,F,27.51,2.3,14.01,64.11,10.26,34.29,49.74,17.13,7.54,9.32,10.09,1.067,HLTH_EHIS_DIET,1.592,2025-09-23
2013,RO,DE9,65_74,M,29.05,3.62,22.54,64.04,7.19,50.11,40.54,36.19,5.82,30.35,7.78,1.617,HLTH_EHIS_MH,3.8906,2025-04-08
2014,BG,AT87,35_44,X,26.45,9.66,26.2,28.58,7.12,51.37,31.4,20.06,7.08,12.23,6.97,1.262,HLTH_EHIS_ALCO,1.1134,2025-10-05
2015,FR,DK35,75_PLUS,F,7.89,12.11,5.54,48.01,7.2,50.49,52.82,37.9,5.79,16.51,2.68,0.304,HLTH_EHIS_PA,0.8989,2025-12-09
2016,LT,SE357,45_54,M,27.87,13.91,6.62,62.47,8.52,67.54,50.44,25.06,6.7,21.46,3.97,0.54,HLTH_EHIS_SMOK,4.398,2025-04-06
2017,SK,BE28,15_24,X,28.45,12.09,12.07,37.08,10.09,77.64,23.97,27.73,6.77,10.34,7.01,1.626,HLTH_EHIS_DIET,0.9996,2024-10-05
2018,HR,DE305,55_64,F,25.07,4.5,10.75,23.41,5.08,48.78,38.21,26.44,5.9,29.83,5.84,1.632,HLTH_EHIS_MH,4.5298,2026-02-14
2019,DE,GR6,25_34,M,9.53,5.79,8.48,77.32,4.07,59.33,37.73,38.25,5.15,17.13,5.15,0.897,HLTH_EHIS_ALCO,3.972,2025-03-10
2020,LU,CZ146,65_74,X,31.04,5.64,7.42,48.75,5.28,58.47,35.6,48.81,5.96,33.81,8.27,1.784,HLTH_EHIS_PA,1.2836,2025-06-28
2021,SI,ES388,35_44,F,21.99,12.3,26.97,24.96,10.83,43.39,32.14,43.59,4.58,22.04,6.34,2.182,HLTH_EHIS_SMOK,4.4762,2025-05-14
2022,CY,LT68,75_PLUS,M,9.93,10.97,15.56,23.85,5.15,62.91,76.54,26.37,8.84,14.68,3.35,0.68,HLTH_EHIS_DIET,4.6306,2025-07-20
2023,GR,SI51,45_54,X,15.11,12.81,19.22,67.77,4.95,64.57,61.67,36.51,5.91,30.62,2.86,2.163,HLTH_EHIS_MH,2.9281,2025-06-07
2024,MT,DK413,15_24,F,20.8,6.07,17.82,77.34,7.01,40.03,24.29,26.79,6.64,8.35,5.95,1.699,HLTH_EHIS_ALCO,3.8668,2025-11-14
2025,ES,RO680,55_64,M,25.08,10.85,26.24,40.26,6.51,79.2,64.02,41.11,7.33,18.17,4.0,1.206,HLTH_EHIS_PA,1.3148,2026-01-15
2006,CZ,LT66,25_34,X,16.17,5.07,25.33,30.34,10.26,45.38,37.72,16.25,4.99,27.58,3.78,2.001,HLTH_EHIS_SMOK,1.6223,2024-03-21
2007,HU,IE10,65_74,F,24.12,12.64,22.76,46.47,8.02,49.79,46.09,20.21,7.47,21.67,6.56,0.246,HLTH_EHIS_DIET,3.8249,2024-12-13
2008,NL,NL663,35_44,M,14.59,2.37,5.4,39.89,5.92,40.52,63.4,51.54,8.82,32.35,3.68,2.295,HLTH_EHIS_MH,1.7037,2025-07-11
2009,SE,BG608,75_PLUS,X,14.42,3.05,13.12,65.25,5.97,39.01,21.37,56.83,6.13,13.6,5.86,0.61,HLTH_EHIS_ALCO,3.4839,2025-03-27
2010,DK,SE63,45_54,F,23.58,11.63,30.41,24.09,11.37,71.46,40.56,18.53,7.28,20.74,3.06,0.608,HLTH_EHIS_PA,3.2009,2025-11-28
2011,IE,LT85,15_24,M,20.13,10.51,12.25,54.63,8.99,42.79,37.61,36.24,7.16,20.62,10.32,1.22,HLTH_EHIS_SMOK,3.6988,2025-02-18
2012,PL,BG322,55_64,X,17.7,1.34,22.97,24.94,9.05,41.92,24.19,24.34,7.12,29.48,5.94,0.459,HLTH_EHIS_DIET,2.3225,2024-01-10
2013,AT,LU2,25_34,F,18.62,2.58,21.59,29.22,10.04,60.84,29.69,50.38,5.49,31.58,9.55,0.902,HLTH_EHIS_MH,4.4037,2024-09-03
2014,EE,MT496,65_74,M,10.72,8.93,17.29,36.2,6.39,34.85,47.8,46.7,4.99,26.58,2.03,2.934,HLTH_EHIS_ALCO,1.0821,2025-03-03
2015,IT,PL117,35_44,X,22.1,10.94,10.2,29.87,5.06,67.31,55.96,12.91,5.88,12.55,3.92,1.127,HLTH_EHIS_PA,1.3704,2025-12-20
2016,PT,FR308,75_PLUS,F,8.25,12.05,20.27,61.15,11.93,83.97,52.66,23.11,7.11,18.79,1.95,1.913,HLTH_EHIS_SMOK,4.1918,2024-11-22
2017,BE,GR355,45_54,M,19.88,4.5,9.2,71.14,8.27,63.03,39.7,46.88,4.44,14.38,4.95,1.756,HLTH_EHIS_DIET,0.4439,2025-03-30
2018,FI,ES674,15_24,X,11.48,8.76,14.82,77.89,7.96,41.73,41.75,28.26,4.41,25.22,2.62,0.748,HLTH_EHIS_MH,2.5644,2025-05-15
2019,LV,FR431,55_64,F,33.18,12.04,30.45,23.27,8.35,63.35,51.13,22.42,4.53,26.64,4.8,0.358,HLTH_EHIS_ALCO,1.4805,2025-09-27
2020,RO,SK21,25_34,M,20.0,5.32,22.52,33.97,7.55,55.2,60.87,23.54,7.29,28.45,5.83,1.393,HLTH_EHIS_PA,4.1736,2024-10-31
2021,BG,SI475,65_74,X,21.05,6.16,24.01,35.36,4.78,66.02,65.07,20.59,6.12,30.27,1.85,2.27,HLTH_EHIS_SMOK,1.1139,2025-12-28
2022,FR,SI64,35_44,F,19.25,8.92,21.52,50.29,10.27,57.95,23.46,17.2,6.27,16.02,6.94,0.426,HLTH_EHIS_DIET,3.9063,2024-04-10
2023,LT,NL387,75_PLUS,M,12.1,8.75,28.03,66.08,6.72,42.55,55.28,24.83,8.61,19.72,7.0,1.883,HLTH_EHIS_MH,1.6255,2026-01-21
2024,SK,SI9,45_54,X,19.09,12.75,4.63,65.91,6.24,71.84,41.31,17.96,8.02,16.55,8.22,1.058,HLTH_EHIS_ALCO,2.6836,2025-06-04
2025,HR,BE659,15_24,F,11.18,1.34,8.61,54.35,9.1,58.7,35.1,38.73,6.85,31.19,8.36,0.964,HLTH_EHIS_PA,3.8543,2025-07-10
2006,DE,ES369,55_64,M,12.78,3.96,30.26,48.8,8.99,52.38,47.58,19.86,4.35,9.49,5.68,0.584,HLTH_EHIS_SMOK,1.6917,2025-08-27
2007,LU,HU25,25_34,X,18.29,6.11,7.01,75.22,9.45,60.31,51.7,54.88,5.74,24.51,8.22,2.108,HLTH_EHIS_DIET,3.1009,2025-06-24
2008,SI,NL291,65_74,F,12.05,2.08,4.56,71.35,7.23,61.14,45.16,45.31,4.62,25.01,6.47,0.565,HLTH_EHIS_MH,3.8321,2025-05-16
2009,CY,DK89,35_44,M,31.86,7.66,6.11,63.32,3.89,64.35,40.14,25.46,8.65,22.22,6.6,2.016,HLTH_EHIS_ALCO,0.9993,2024-03-04
2010,GR,HU228,75_PLUS,X,17.07,10.13,19.87,29.17,12.64,55.15,42.66,19.69,7.27,9.46,6.82,0.738,HLTH_EHIS_PA,2.1092,2024-09-05
