gov_contract_contract_award_date,gov_contract_contracting_office_code,gov_contract_nic_code_contract,gov_contract_psc_code,gov_contract_vendor_duns_hash,gov_contract_contract_vehicle_type,gov_contract_competition_type,gov_contract_contract_value_inr,gov_contract_ceiling_value_inr,gov_contract_obligated_amount_inr,gov_contract_period_of_performance_start,gov_contract_period_of_performance_end,gov_contract_small_business_set_aside,gov_contract_ncoioeconomic_category,gov_contract_subcontracting_plan_flag,gov_contract_labor_standards_clause_flag,gov_contract_buy_american_clause_flag,gov_contract_performance_based_flag,gov_contract_termination_for_default_flag,gov_contract_past_performance_score
2023-07-12,GOVM7ECO,GOV98N2W,GOVTZRE7,GOV954353e975d1,GOVYSMEV,GOV4R7H8,398808472,60596,33416,val_eb89_01624,val_eb89_01624,GOVeb801624,GOVZNDQZ,0,1,0,0,0,90.39
2019-06-17,GOVFGYRF,GOVXBV5G,GOVW57A7,GOVb031f760829a,GOVWLPSN,GOVC7PH6,786078,84543,570737,val_eb89_01625,val_eb89_01625,GOVeb801625,GOVW2YRQ,0,0,0,0,0,83.86
2020-09-11,GOVGO7PX,GOV1OJIE,GOV18H0M,GOV7a15740904c3,GOV70KJN,GOV8LO27,57101871,67935,2912061,val_eb89_01626,val_eb89_01626,GOVeb801626,GOVP0JIL,1,0,1,0,1,12.75
2023-11-18,GOVQLPBY,GOVN79G2,GOVY3US3,GOV8d5ed3b65edd,GOV1I7P6,GOVO6BMD,48991792,57099,646042,val_eb89_01627,val_eb89_01627,GOVeb801627,GOVVF4NK,1,1,1,0,1,77.52
2018-01-26,GOVAS6OP,GOVJ7YMT,GOVNLZ2Z,GOV40ad4b46ca13,GOVU7PXC,GOVEAK9U,71436,505013,37838660,val_eb89_01628,val_eb89_01628,GOVeb801628,GOVY2VS3,0,1,1,1,1,75.48
2021-10-29,GOVWCLI0,GOVA41YY,GOV61585,GOV0bb1ef2fab96,GOV0IO73,GOVATN6T,5537287,31032510,9515490,val_eb89_01629,val_eb89_01629,GOVeb801629,GOVQBZY6,0,1,1,1,1,49.52
2024-08-05,GOVU4TT1,GOVBVVTR,GOVQA54B,GOV65ae807b43f0,GOVMC6LL,GOV9XJWW,500817,5236761,355487077,val_eb89_01630,val_eb89_01630,GOVeb801630,GOVX4CXJ,1,1,0,0,1,63.25
2020-06-13,GOVJ0G7N,GOVZC9A9,GOVHN7ZK,GOV3983b83d110a,GOVNFRL0,GOVX306F,61237,77264687,5580169,val_eb89_01631,val_eb89_01631,GOVeb801631,GOVG2GL7,0,1,0,1,1,87.13
2020-03-31,GOVE6IAA,GOVT99K6,GOVPEIZQ,GOV14fef816f3c0,GOVGENBG,GOV8MCWD,5873844,73756001,25253605,val_eb89_01632,val_eb89_01632,GOVeb801632,GOVTVS7E,0,1,0,1,0,25.95
2024-09-13,GOV48I3H,GOV25RMZ,GOVO5JCY,GOV185bcc7cae06,GOVQT1O3,GOV66O3O,595134985,359179,399975884,val_eb89_01633,val_eb89_01633,GOVeb801633,GOVBW4N1,1,1,1,1,0,0.43
2020-06-04,GOVTKABG,GOV3DKCY,GOVO1ZIN,GOV87bf74a0e7a6,GOV9XF9Q,GOVNLL27,76381331,458532796,40490,val_eb89_01634,val_eb89_01634,GOVeb801634,GOVIQIEB,1,1,1,0,0,45.59
2021-11-19,GOVPTVWX,GOVVHBVT,GOV49Z9U,GOVb38bb25997d2,GOVA6HK5,GOVWQ1EH,6577128,66867,4301624,val_eb89_01635,val_eb89_01635,GOVeb801635,GOV2QEL9,1,1,1,0,1,91.37
2020-02-27,GOV22VZW,GOV5E042,GOVCXSXF,GOV284e6cd1c6a3,GOVK9COQ,GOVZ9N9T,79803646,625389,42023094,val_eb89_01636,val_eb89_01636,GOVeb801636,GOVF6UZL,0,1,0,1,1,24.72
2020-06-18,GOVRP7AK,GOV49FC3,GOVNE2V0,GOV0f31855a4f39,GOV6XM61,GOVWEZ9Q,750216,771624,47973997,val_eb89_01637,val_eb89_01637,GOVeb801637,GOVPRH1H,1,1,0,0,0,20.43
2022-09-12,GOV4V1KQ,GOVCHEUK,GOVMP2SV,GOV2f6b146b79ec,GOVS4G2R,GOVRF2PE,43513,3861040,28503,val_eb89_01638,val_eb89_01638,GOVeb801638,GOVWOIYY,1,1,1,0,1,76.84
2023-07-09,GOVJMNYU,GOVJQZOG,GOVV5OMG,GOVac117cf471a7,GOVSO2AP,GOV6MW2Z,6210564,851729,54964,val_eb89_01639,val_eb89_01639,GOVeb801639,GOVU6QHK,0,1,0,1,0,53.27
2026-01-13,GOV1L5AI,GOVV1NP9,GOV6BUZE,GOV16d78443347d,GOVIMS5E,GOVVJCEQ,3007981,49193,15444,val_eb89_01640,val_eb89_01640,GOVeb801640,GOVW2PPT,1,1,0,1,1,76.69
2022-10-22,GOVQYS8K,GOVX6H0B,GOVUCR6R,GOVbee3732b71a9,GOV0MIUK,GOVQL22G,153563437,46005,34501709,val_eb89_01641,val_eb89_01641,GOVeb801641,GOV5L3SX,0,0,1,1,1,85.64
2020-07-02,GOVBLLKX,GOVEV7D8,GOVPH0EQ,GOVc8e758bbb1b3,GOVRRKRR,GOV866AV,518567,6415248,6414634,val_eb89_01642,val_eb89_01642,GOVeb801642,GOV2LQHK,0,1,1,0,1,72.39
2023-05-24,GOVMBFG7,GOVJKYPL,GOVMVA3I,GOVae5b8935e22f,GOVTD301,GOVJNI5W,4643377,70732,53133,val_eb89_01643,val_eb89_01643,GOVeb801643,GOVH70LS,0,1,1,0,1,31.44
2025-02-24,GOVGXVJE,GOV9RL5V,GOV985B4,GOVe472e896cafd,GOVKIJCZ,GOV5RL4X,4971325,5269912,670618,val_eb89_01644,val_eb89_01644,GOVeb801644,GOV5IS9O,0,0,0,1,0,7.72
2023-03-19,GOVNXQJ6,GOV39R1H,GOV0P4H7,GOV581d7a316a12,GOVJA5BK,GOV2Y672,43209454,81406094,332134745,val_eb89_01645,val_eb89_01645,GOVeb801645,GOVNJQZ0,1,1,1,1,1,73.89
2025-06-03,GOVD58DS,GOV6L98N,GOVIT28X,GOVade74ca4fa36,GOVCT2NX,GOV2M6RR,343900610,57814981,30105111,val_eb89_01646,val_eb89_01646,GOVeb801646,GOV7O7ML,0,1,0,1,0,49.7
2020-02-03,GOVMN0HZ,GOVEFP71,GOVO6JZ0,GOV273c61a32714,GOVWSBUI,GOVMZHIG,380468204,47942,659932758,val_eb89_01647,val_eb89_01647,GOVeb801647,GOVEJ3E9,0,1,1,1,0,52.8
2025-04-30,GOV955ZZ,GOV5ULTZ,GOVM4KZB,GOV44e3fb4f16ed,GOVBO5RY,GOV3UQ3R,7057107,18790500,355464201,val_eb89_01648,val_eb89_01648,GOVeb801648,GOV2ONFM,1,0,0,1,0,40.4
2020-02-23,GOVSDI6G,GOVL2E98,GOVBKHRG,GOV2cdd9a47b554,GOVH8Q3U,GOV8LNBJ,7438277,447353,137515,val_eb89_01649,val_eb89_01649,GOVeb801649,GOV2W0NH,0,1,1,1,0,59.42
2024-09-13,GOV00XRT,GOVBI4E6,GOV3PHW0,GOVef0b38608f16,GOVJCJHQ,GOVGXQLP,3425224,15353,179893657,val_eb89_01650,val_eb89_01650,GOVeb801650,GOVXAPVT,0,0,0,1,1,42.21
2024-04-03,GOVVXAL6,GOVSD0JE,GOVS0449,GOVef8a6ea3920e,GOV8SWAW,GOVADCPX,723714416,65496,3163876,val_eb89_01651,val_eb89_01651,GOVeb801651,GOVDCZ9L,0,0,0,0,0,17.08
2023-10-10,GOV0IN1P,GOVW5S3P,GOVDR326,GOV3fd1349e52ef,GOVSKWFA,GOVTN6QH,14394,497819957,381955622,val_eb89_01652,val_eb89_01652,GOVeb801652,GOVCMCJY,1,0,0,0,0,14.62
2021-09-24,GOVWHFJB,GOVXXPBR,GOV70YLT,GOV5c21702c5b8d,GOVW9WVN,GOV3X9CU,624695,974258180,3237578,val_eb89_01653,val_eb89_01653,GOVeb801653,GOVPWD5O,0,1,0,0,1,64.91
2021-10-15,GOV3OGO2,GOV6NOB4,GOVQY8AE,GOV54c71229306b,GOVL233G,GOVZP2IJ,516613483,25887059,37213322,val_eb89_01654,val_eb89_01654,GOVeb801654,GOVDSYPR,1,0,1,1,0,13.32
2024-07-16,GOV9B5ZG,GOVB5O2X,GOVMPCIO,GOV6096ff47cb07,GOVMHL33,GOVA8VGK,472078493,5213470,1746473,val_eb89_01655,val_eb89_01655,GOVeb801655,GOVR2IUG,0,1,1,0,1,4.63
2020-11-07,GOVJYBRZ,GOVJAA0B,GOVKIE2P,GOVfc343449ab5f,GOVVC8Q5,GOVF29XE,30898,556086528,52642,val_eb89_01656,val_eb89_01656,GOVeb801656,GOV2HXG7,0,1,0,1,0,33.43
2025-07-17,GOVM008O,GOVAWLC8,GOVP7HPI,GOV13ef88647d88,GOVTQCQI,GOVC1ZF2,511472013,565160,489148,val_eb89_01657,val_eb89_01657,GOVeb801657,GOVH0TZA,0,0,0,1,1,99.51
2020-04-14,GOV2BXTQ,GOVZPYFS,GOVQ7EMX,GOV3a07b937d148,GOV55M43,GOVTU07V,3813699,4222341,52466132,val_eb89_01658,val_eb89_01658,GOVeb801658,GOV288WJ,1,0,1,0,1,36.55
2021-05-07,GOVW1VNF,GOVLMRLV,GOVSXJYM,GOVb8fb9836836c,GOVP8R8H,GOVSQQYM,8635023,818155694,55204,val_eb89_01659,val_eb89_01659,GOVeb801659,GOV80V9F,0,1,0,0,1,94.23
2021-03-08,GOVFKEGI,GOVHJXPE,GOV4007E,GOV8d0c7e56e9c7,GOVKCGE6,GOVZH3LQ,58863260,4435481,29997609,val_eb89_01660,val_eb89_01660,GOVeb801660,GOV4DTZX,0,0,1,1,0,56.34
2025-03-22,GOVN336A,GOVUDXFE,GOV4IV3A,GOVcbf4a212d03f,GOV8X4DL,GOV3I82P,145494,364245479,701415,val_eb89_01661,val_eb89_01661,GOVeb801661,GOV5CT12,1,0,0,0,0,53.53
2023-06-11,GOVDTYWA,GOVOYL5K,GOVGDFH6,GOVb234384498c1,GOV56I56,GOVST59V,6342394,34789497,346241,val_eb89_01662,val_eb89_01662,GOVeb801662,GOVAKEL4,0,0,0,0,1,0.58
2022-08-09,GOVSSWU0,GOVQGEJ4,GOVBJUZ4,GOV4c5a1e3977a4,GOVBX2AM,GOVV37OU,556170410,881366,49564905,val_eb89_01663,val_eb89_01663,GOVeb801663,GOVTMHSA,1,1,0,0,1,38.24
2020-08-19,GOVXL19A,GOVYTNGT,GOVYRBKZ,GOV5d849ec719ff,GOV2X59Y,GOVM3A3H,272427088,53376633,283899,val_eb89_01664,val_eb89_01664,GOVeb801664,GOVGR8GR,1,1,1,0,1,93.35
2024-09-28,GOVSQEEB,GOVIYLTS,GOVMYDTC,GOV496ceed6227d,GOV5ZQE9,GOV5XJ4U,77304669,72652879,45254071,val_eb89_01665,val_eb89_01665,GOVeb801665,GOVD01V8,1,1,1,0,0,55.32
2023-04-18,GOVOL7HY,GOVYQTSX,GOVUM1DU,GOV778097bd1e29,GOVL7UQ6,GOVGSY5D,39566010,49111409,61754703,val_eb89_01666,val_eb89_01666,GOVeb801666,GOVM9TDB,1,0,1,0,1,54.59
2024-06-20,GOVNWQ1T,GOVQ1854,GOV8Y613,GOV0755d8cf09ae,GOVPDG9W,GOVVN6II,67123,387473,61763,val_eb89_01667,val_eb89_01667,GOVeb801667,GOV33IH8,0,1,0,1,0,25.88
2023-11-24,GOVKG14S,GOV8JSOU,GOVOV2BP,GOVfab50f3321fb,GOVE318J,GOV1MEFJ,86124,48070631,581486,val_eb89_01668,val_eb89_01668,GOVeb801668,GOVA22MO,1,0,1,0,0,83.84
2025-02-27,GOVPEQ68,GOV3VAPK,GOVRDHDU,GOV306f3a9a09e9,GOVLZCMR,GOV9G6MW,200017,709881,2169741,val_eb89_01669,val_eb89_01669,GOVeb801669,GOVG2YTP,1,1,0,0,0,5.92
2026-02-05,GOV73KCF,GOVXO5PS,GOV0ZMTA,GOVda199c3b4735,GOV55BLD,GOVBODJK,137109269,6961373,767221324,val_eb89_01670,val_eb89_01670,GOVeb801670,GOV4KWW7,0,1,1,1,0,85.22
2024-10-21,GOVB2VVC,GOVC8Q9Q,GOVWTWX1,GOV668c03a3d59e,GOVXU3OU,GOV3UYI0,30535003,594606082,282398848,val_eb89_01671,val_eb89_01671,GOVeb801671,GOVYNZ24,1,1,1,1,1,74.33
2024-06-17,GOV8TV71,GOVH653J,GOV88B61,GOV5ac4399f1190,GOV4UY72,GOV2BW2R,958015698,633798977,6179225,val_eb89_01672,val_eb89_01672,GOVeb801672,GOVPNM68,0,0,1,1,1,91.33
2021-02-12,GOVGKA9A,GOVMVVC2,GOV53O3T,GOV529df7721e00,GOV2QKEH,GOVZD2OD,258973,491887269,56055672,val_eb89_01673,val_eb89_01673,GOVeb801673,GOVBTKPT,1,0,1,1,0,96.34
2022-05-24,GOVZU27D,GOVW0J1C,GOVTUGYJ,GOV4d8269a31162,GOVL1U0M,GOVNGJLZ,5517195,7489030,430630,val_eb89_01674,val_eb89_01674,GOVeb801674,GOVQYUGF,0,1,1,1,0,81.47
2018-03-22,GOV3F7BW,GOVTU4TL,GOVUGZC5,GOV9d71becf94e4,GOV6L10Q,GOV2RMFZ,532728,75656,428579901,val_eb89_01675,val_eb89_01675,GOVeb801675,GOVPH9BC,0,1,0,0,1,22.95
2023-09-02,GOVVD2O6,GOVC3Z3P,GOVH0Y36,GOV3fc3791b14aa,GOVX4UPX,GOVWJB4S,7513063,605794,75303,val_eb89_01676,val_eb89_01676,GOVeb801676,GOVK3EKE,1,1,1,0,1,96.39
2021-08-29,GOVQHNBJ,GOVS788F,GOVKVYFI,GOV0b5b2d965d6f,GOV2TRNL,GOVM6R1G,754367553,41930564,557385954,val_eb89_01677,val_eb89_01677,GOVeb801677,GOVWBMK9,1,1,0,1,0,10.18
2025-10-07,GOVW580E,GOVHDK5X,GOV5RHV9,GOVbaaf2267657b,GOVPLLUZ,GOV2VQ1E,732125933,433567,8164824,val_eb89_01678,val_eb89_01678,GOVeb801678,GOVLVGA9,1,1,0,0,1,2.98
2025-02-25,GOVG62RY,GOVNWXWC,GOVAN2Y2,GOV0a237d676561,GOVEHRS2,GOV9BIB6,10287913,6663982,6967426,val_eb89_01679,val_eb89_01679,GOVeb801679,GOVQHBOS,0,0,0,1,1,24.63
2022-07-12,GOV8S8GP,GOVF7KDV,GOVVS1FW,GOV6ef28605e5ec,GOVRN5KA,GOVV2PY7,28137,8087100,36256,val_eb89_01680,val_eb89_01680,GOVeb801680,GOVBH15E,1,1,0,1,0,2.3
2022-04-21,GOV5JGK7,GOV5G7ZY,GOVRX7ZK,GOVa7dc2e4e7281,GOVGWDYP,GOVC420M,4049219,44317535,62344,val_eb89_01681,val_eb89_01681,GOVeb801681,GOVE6I7O,1,0,0,1,1,17.43
2025-05-24,GOVL6XL1,GOV1FWEA,GOVOWMSS,GOVa280911b0bc5,GOV3CY6L,GOVB3Y2F,4059244,845487,409387249,val_eb89_01682,val_eb89_01682,GOVeb801682,GOVBKUSN,1,1,1,0,0,32.74
2022-09-28,GOVD4K6Z,GOVZ0UKO,GOVNRX42,GOV000a5fdb3ced,GOVWYCC8,GOV3MW9D,45876,652657,717600605,val_eb89_01683,val_eb89_01683,GOVeb801683,GOV4QP0O,1,1,0,0,0,1.76
2022-07-28,GOVEABVG,GOV76K7O,GOVVOGGV,GOVe00b7c2e664e,GOVHZW40,GOVQ5V5G,3450183,11365082,15875777,val_eb89_01684,val_eb89_01684,GOVeb801684,GOVNM8WO,0,0,1,0,0,14.68
2024-12-28,GOVXD7VG,GOVNH0D0,GOVKNQC0,GOVccf79476063c,GOV16NL5,GOVDCVDV,478233,42869,45210,val_eb89_01685,val_eb89_01685,GOVeb801685,GOVWEWTC,1,1,0,1,0,45.17
2022-10-11,GOVV78H3,GOVWG7CP,GOVXNYH4,GOV6234a403361e,GOVGKYK9,GOV5L6M9,41502439,308949,1992790,val_eb89_01686,val_eb89_01686,GOVeb801686,GOVMO6U3,1,0,0,0,1,66.01
2020-07-05,GOVEFGSS,GOVN1W4Y,GOVZG2B9,GOV317e97e9d311,GOVPYP8K,GOVLJ06M,63285,581067,277271504,val_eb89_01687,val_eb89_01687,GOVeb801687,GOVQBT1M,1,1,0,0,0,69.12
2023-08-04,GOVNYOQ9,GOV413NA,GOV03TGY,GOV30b4b7f6e247,GOVDDAXQ,GOVQ6NQP,310202197,748416262,4916003,val_eb89_01688,val_eb89_01688,GOVeb801688,GOVUCFB2,0,0,1,0,0,75.54
2020-10-30,GOVG8SQ6,GOVPAMO1,GOVFR2HX,GOVa192c96fdb00,GOV6YDVY,GOV6Y93Q,7521233,3196759,61561036,val_eb89_01689,val_eb89_01689,GOVeb801689,GOVO94XH,1,1,0,0,0,26.5
2019-10-13,GOV8KIKJ,GOVADAQH,GOV2U60X,GOV2722c8ffc789,GOV0L57E,GOV6BMJ6,542060907,234861,48586366,val_eb89_01690,val_eb89_01690,GOVeb801690,GOVXXPB2,0,1,0,1,1,5.72
2018-09-08,GOVXK5Z7,GOV8YF2Q,GOV2N896,GOVdac85221cc2f,GOVS5HZD,GOVVQD5Q,65331370,67436693,61564608,val_eb89_01691,val_eb89_01691,GOVeb801691,GOVV614L,1,1,0,1,1,7.58
2024-03-09,GOVH12IQ,GOVVOE33,GOVPJDUD,GOVb636d39f5090,GOVPYBL2,GOVXFCBF,1387623,611309,70413,val_eb89_01692,val_eb89_01692,GOVeb801692,GOV0BXYI,1,0,0,1,0,85.79
2019-01-03,GOV6XVJQ,GOV975M0,GOV50PHX,GOV40d04419704e,GOVLQJ4B,GOVRX3QY,5724516,54128354,23477407,val_eb89_01693,val_eb89_01693,GOVeb801693,GOVFOVI5,0,0,1,1,1,51.11
2023-05-20,GOVXL89Q,GOVG4OOF,GOVEW80Q,GOVc69093a1cd65,GOVIOWM3,GOV9YVEJ,6542083,405098,787263946,val_eb89_01694,val_eb89_01694,GOVeb801694,GOV6WZVM,1,1,1,0,1,12.99
2024-03-25,GOV6LRVL,GOVA8FTE,GOV2F95U,GOVd9559ce0366d,GOVX1KNX,GOVQRIZX,53612212,38490,36426,val_eb89_01695,val_eb89_01695,GOVeb801695,GOVFV0KJ,1,1,0,0,1,95.51
2021-01-24,GOV1JHWY,GOVTU9K4,GOVM0VFJ,GOV13ab465f316b,GOVCTDW8,GOVUSD6E,796999,41452,9241213,val_eb89_01696,val_eb89_01696,GOVeb801696,GOVEROA8,1,0,1,0,0,37.69
2023-12-17,GOVGU0SW,GOVYRY2S,GOV8VRCQ,GOVe7236a0b99ae,GOVPP9HB,GOV5EKZP,89328,685636360,54650,val_eb89_01697,val_eb89_01697,GOVeb801697,GOVH1Z0M,0,1,0,1,0,20.76
2023-04-09,GOVX6CV2,GOVWWHHG,GOVN9ZRC,GOV495cffe25a79,GOVIXI99,GOVUSI9A,35274785,521078,682444,val_eb89_01698,val_eb89_01698,GOVeb801698,GOV5FL15,1,1,0,0,0,37.56
2024-09-05,GOVIH9ZR,GOVYG5J7,GOVR0RXI,GOV9412e59a02a0,GOV2VMJZ,GOVCCFM1,5609668,25228229,77339616,val_eb89_01699,val_eb89_01699,GOVeb801699,GOV1494A,1,0,0,0,0,24.0
2018-01-06,GOVG6E5K,GOVOVR75,GOVMI843,GOV430bf94893c8,GOVQNGZ5,GOVLP4LC,528953207,225285,55586531,val_eb89_01700,val_eb89_01700,GOVeb801700,GOVI5CQT,0,1,0,0,1,18.79
2025-12-13,GOVEMIAM,GOVEY1B7,GOV6JT24,GOV7a2a2a148f6f,GOVO9XSP,GOV5959F,359000,285585,395839777,val_eb89_01701,val_eb89_01701,GOVeb801701,GOVYU6M7,0,0,0,0,1,28.04
2025-02-08,GOVONFNN,GOVQUT3I,GOVEUGR3,GOVa76db8645c44,GOV6TQP0,GOV1RGU2,401687,32797,537823326,val_eb89_01702,val_eb89_01702,GOVeb801702,GOVAP96T,1,1,1,0,1,67.7
2023-05-18,GOV6O9U8,GOVPELB0,GOVZUCTK,GOVf868927e7e67,GOVJ1YB4,GOVTHLYT,317766084,773539901,595525,val_eb89_01703,val_eb89_01703,GOVeb801703,GOV450V5,0,0,1,1,0,2.29
2025-06-24,GOVXR4NZ,GOVT6AZ9,GOV9CY1O,GOV1d390e3dd121,GOVSS7FG,GOVUYSV6,35898244,6000755,5289056,val_eb89_01704,val_eb89_01704,GOVeb801704,GOV0JBU4,1,0,1,1,0,89.16
2025-09-22,GOVLV082,GOVMSG1K,GOVGF0AC,GOV8954a42525f8,GOVTMZGN,GOVRCZNH,862708397,596552308,20247296,val_eb89_01705,val_eb89_01705,GOVeb801705,GOVYQ5XO,0,0,1,1,0,17.78
2024-05-05,GOVJBUNN,GOVEESGE,GOV5NVJF,GOVffe2be3ff245,GOV3PENY,GOVXEKV7,548920,220756,65645,val_eb89_01706,val_eb89_01706,GOVeb801706,GOVFGYKH,1,0,0,0,0,83.31
2019-05-12,GOVX3PV1,GOVZS2TV,GOVQNW9A,GOV046d4d817ec3,GOVSPYZS,GOVVBHA0,711154,66905019,5982309,val_eb89_01707,val_eb89_01707,GOVeb801707,GOVNTTTR,1,1,0,0,1,5.13
2023-10-09,GOVSM4VX,GOVGSWU5,GOVCGY5U,GOV920e95d7b872,GOVE2X73,GOVE8JXJ,393700,18389,13824,val_eb89_01708,val_eb89_01708,GOVeb801708,GOVZ994I,1,1,0,1,1,7.85
2019-12-18,GOVSC10B,GOV8P2KV,GOVLBTMQ,GOVb8fa68ba2e19,GOVKS0MY,GOVMART1,62641022,490560578,5645679,val_eb89_01709,val_eb89_01709,GOVeb801709,GOV7S4SX,0,1,0,0,0,0.93
2019-05-24,GOVSMDHE,GOVF29GD,GOV43559,GOV7ae5e8ffd2ae,GOVOKH5S,GOV4IUCF,494913,2861795,52725,val_eb89_01710,val_eb89_01710,GOVeb801710,GOVB6RXF,0,0,1,1,1,81.62
2023-05-02,GOV6YS1M,GOVT5LPH,GOV7LGZP,GOV446548c931fe,GOV7AFB8,GOV03KVL,61681,34021,46391,val_eb89_01711,val_eb89_01711,GOVeb801711,GOVHCTQE,1,0,1,1,0,34.56
2022-03-07,GOV5SB67,GOVSWP94,GOV9EZKQ,GOV0a3277e1add2,GOVEIGGD,GOVU9VI3,436695274,461860946,39355,val_eb89_01712,val_eb89_01712,GOVeb801712,GOVXCFCQ,1,0,0,1,1,53.87
2026-02-16,GOVU1N2W,GOVHO8TV,GOVW6MBK,GOVa69360745351,GOV4B6Q5,GOV60WMH,297246595,46929240,392157,val_eb89_01713,val_eb89_01713,GOVeb801713,GOVDVX91,0,0,0,0,1,95.64
2020-11-02,GOVDF09M,GOVLH4PF,GOVQM0HB,GOVcad88427d879,GOVJ18EZ,GOVQ8ZDA,428148436,465553180,36690,val_eb89_01714,val_eb89_01714,GOVeb801714,GOVJ77LK,1,0,1,1,0,18.41
2020-05-29,GOV6QPV4,GOVTYITG,GOVGEWNG,GOV14034c2ef2bc,GOV4XKY0,GOVWJ30I,505835,4822424,9902354,val_eb89_01715,val_eb89_01715,GOVeb801715,GOV7Q4JE,1,1,0,0,1,43.15
2022-07-02,GOV603IP,GOVE0J4J,GOVR5UNL,GOVa977d69c9cdb,GOVS4TN8,GOVUC3ZG,6432918,621710,540618865,val_eb89_01716,val_eb89_01716,GOVeb801716,GOV50PWE,1,0,1,0,0,9.47
2023-12-08,GOV5097S,GOV4UN18,GOVB9R55,GOV212ef012935a,GOVQXKN9,GOVRUMOB,53429,535179,513961864,val_eb89_01717,val_eb89_01717,GOVeb801717,GOVGLZKB,0,0,1,0,1,46.34
2025-01-22,GOV95JCM,GOVYW4I7,GOVV9SUF,GOV494f980397bb,GOVY284I,GOVP77Q3,4816073,9057233,414966454,val_eb89_01718,val_eb89_01718,GOVeb801718,GOVM0O07,1,1,1,0,1,21.85
2022-11-14,GOV61TEF,GOVVA8D5,GOVNPC56,GOVe0e682b6b26a,GOV289OU,GOV0M5L5,460226,638435061,44780,val_eb89_01719,val_eb89_01719,GOVeb801719,GOVBYS0E,1,1,1,0,0,56.2
2023-03-08,GOVOQCJE,GOVA0C3J,GOVC5M90,GOV95fa604262e6,GOVNSGRE,GOVIRQ0E,59397,83591220,56406,val_eb89_01720,val_eb89_01720,GOVeb801720,GOV3T2MC,0,0,1,0,1,44.93
2025-04-10,GOVW4L1E,GOVGLB17,GOVP91NQ,GOV2b60e730f974,GOV4RXME,GOV7HHD9,5586280,458181,46688,val_eb89_01721,val_eb89_01721,GOVeb801721,GOVKDTAK,1,1,1,1,0,82.07
2020-07-07,GOVOXPS3,GOVY63BC,GOVS97IB,GOV72bedb00cb5e,GOVZK6Q8,GOVUZCC8,82610,482035800,12808,val_eb89_01722,val_eb89_01722,GOVeb801722,GOVBUI23,1,0,0,1,1,87.62
2023-02-05,GOVJRSMQ,GOVLNGZ1,GOV2AEOP,GOVa13f508ab2c7,GOV63480,GOV02840,576616033,7033782,59087,val_eb89_01723,val_eb89_01723,GOVeb801723,GOVD0VK9,1,0,0,0,1,36.86
2023-08-30,GOVYAAWP,GOVJS7D5,GOV8V2BT,GOVe0bb9349248f,GOVTOKBD,GOVSD1J9,439375,8386455,139579458,val_eb89_01724,val_eb89_01724,GOVeb801724,GOV28QH2,0,1,0,1,0,23.77
2022-02-22,GOVHU4IG,GOVQ5R2B,GOVJ39OX,GOV02dc9ab340eb,GOVH9X09,GOVDYPV4,592726,34649,717687,val_eb89_01725,val_eb89_01725,GOVeb801725,GOV9JWTB,0,1,0,1,1,39.95
2025-09-04,GOVMD80H,GOV81PLB,GOV7IW67,GOV43fcd0e0b7ec,GOVPCHEF,GOVB8MZM,61218,55960,72510206,val_eb89_01726,val_eb89_01726,GOVeb801726,GOVQZXFB,0,1,1,0,1,76.89
2026-02-15,GOVJVDVU,GOVZQE1V,GOVAI0YX,GOV748320f66d1f,GOVPIJXS,GOV10N72,784125,675946836,6888466,val_eb89_01727,val_eb89_01727,GOVeb801727,GOVUKPGB,0,1,1,1,1,74.71
2019-06-29,GOVSCMM3,GOVG5NLT,GOV1UW7N,GOVed0f0494fec8,GOVUGE1Z,GOVVI4VM,639586372,524179,34146,val_eb89_01728,val_eb89_01728,GOVeb801728,GOV91VHM,0,1,1,1,1,20.9
2021-11-20,GOVSSJWT,GOV7LX5U,GOV608HD,GOVc592494f3f3a,GOVQ96WB,GOVTKR7R,7346591,43592202,22045739,val_eb89_01729,val_eb89_01729,GOVeb801729,GOVHYPEZ,1,1,1,1,0,99.96
2021-07-14,GOVYVK0B,GOV1GKCS,GOVV8O6Z,GOV7041b3fc8a4d,GOV2BIJV,GOVVUGLO,61032,4602916,48218881,val_eb89_01730,val_eb89_01730,GOVeb801730,GOVBELB9,1,1,1,1,0,59.42
2019-01-11,GOVGOQZK,GOV8SYGY,GOVRMXBG,GOVf02181b301e0,GOVPMDDZ,GOVAF4NQ,532144,27113322,786503161,val_eb89_01731,val_eb89_01731,GOVeb801731,GOV7PN85,1,1,1,1,1,11.2
2025-12-18,GOVZ2QXJ,GOVZQVO9,GOVNPLTI,GOV6e03f96de352,GOVAKITG,GOVVKJJ6,718841358,52066037,639679642,val_eb89_01732,val_eb89_01732,GOVeb801732,GOVX5GLB,0,0,1,1,1,97.4
2023-09-21,GOVRA9I3,GOV85HB1,GOV0UQ1J,GOV5a0557cb35de,GOVRSGTM,GOVW75AY,767343,306864187,459650012,val_eb89_01733,val_eb89_01733,GOVeb801733,GOV3GS4C,0,0,0,0,1,79.81
2022-05-26,GOVN2QXZ,GOVT484Y,GOVSRBBG,GOVf63ab1fcee23,GOV5RQR3,GOVNCJJ4,65840,4460538,28938978,val_eb89_01734,val_eb89_01734,GOVeb801734,GOVOY4W4,0,1,0,0,0,20.32
