edu_hiedpath_term_code,edu_hiedpath_institution_ipeds_id,edu_hiedpath_program_cip_code,edu_hiedpath_student_level,edu_hiedpath_entry_status,edu_hiedpath_credits_attempted,edu_hiedpath_credits_completed,edu_hiedpath_gpa_term,edu_hiedpath_retention_next_term_flag,edu_hiedpath_transfer_out_flag,edu_hiedpath_completion_award_type,edu_hiedpath_time_to_degree_months,edu_hiedpath_student_debt_at_completion,edu_hiedpath_pell_grant_recipient_flag,edu_hiedpath_first_generation_flag,edu_hiedpath_online_course_load_pct,edu_hiedpath_internship_participation_flag,edu_hiedpath_postgrad_employment_rate,edu_hiedpath_median_earnings_1yr,edu_hiedpath_median_earnings_5yr
2017WI,101543,40.0831,UNDERGRAD,TRANSFER_IN,7,7,1.67,1,0,ASSOCIATE,43,10409,0,1,97.78,0,93.56,89783,96509
2021FA,101544,20.2705,UNDERGRAD,TRANSFER_IN,15,13,2.3,0,1,BACHELOR,88,72646,0,0,13.59,1,54.26,38721,79531
2016WI,101545,35.1666,UNDERGRAD,CONTINUING,17,17,2.73,1,1,MASTER,17,31988,0,1,7.8,0,62.46,50787,68484
2021FA,101546,21.7172,UNDERGRAD,CONTINUING,5,4,3.65,1,1,BACHELOR,26,3119,1,1,25.15,1,76.33,93976,109517
2016FA,101547,05.1728,UNDERGRAD,FIRST_TIME,17,14,3.53,1,0,MASTER,58,107,1,1,42.08,0,52.63,22781,35294
2025SP,101548,11.2361,CERT,FIRST_TIME,5,4,3.8,1,0,BACHELOR,7,60724,1,1,37.58,0,68.98,64684,129051
2020WI,101549,39.4246,UNDERGRAD,FIRST_TIME,5,4,1.74,1,1,CERTIFICATE,80,361,1,0,40.45,0,72.39,83212,119131
2021SU,101550,45.4488,UNDERGRAD,FIRST_TIME,15,12,2.45,1,0,BACHELOR,42,66120,1,1,85.72,0,66.53,61351,82259
2020SU,101551,30.3059,UNDERGRAD,REENTRY,16,15,3.0,0,0,CERTIFICATE,31,6585,0,0,75.91,0,85.88,80101,109273
2020FA,101552,13.7848,UNDERGRAD,CONTINUING,18,14,3.27,1,0,ASSOCIATE,49,37356,1,0,24.89,0,90.62,57141,112705
2014FA,101553,24.4211,UNDERGRAD,FIRST_TIME,13,13,2.33,1,1,BACHELOR,42,20246,1,0,87.05,1,69.47,87282,131983
2013SU,101554,06.2767,UNDERGRAD,FIRST_TIME,14,11,3.52,1,0,DOCTORAL,77,31198,0,0,18.8,1,67.28,26424,42885
2024WI,101555,45.5392,UNDERGRAD,FIRST_TIME,11,11,3.45,1,0,MASTER,14,27554,0,0,30.36,0,66.48,90157,143238
2021SU,101556,41.0240,UNDERGRAD,FIRST_TIME,14,11,2.7,1,0,NONE,56,43781,1,0,55.91,0,81.13,48506,76937
2017SU,101557,39.6223,GRAD,CONTINUING,18,16,1.59,1,0,CERTIFICATE,96,41335,0,0,82.05,0,60.39,76268,101680
2012WI,101558,47.1456,CERT,FIRST_TIME,6,4,2.17,0,0,ASSOCIATE,27,40829,1,0,81.5,1,94.39,58725,80166
2025SU,101559,53.9354,GRAD,FIRST_TIME,7,6,2.53,1,0,MASTER,76,78705,0,0,1.1,0,57.37,42277,85416
2013SP,101560,08.6761,GRAD,TRANSFER_IN,7,6,2.0,0,0,DOCTORAL,18,51625,0,1,26.92,1,87.1,68456,122507
2019FA,101561,23.4546,GRAD,CONTINUING,7,6,3.41,0,0,CERTIFICATE,73,76920,1,1,32.94,0,59.76,62559,108922
2023FA,101562,54.8126,UNDERGRAD,TRANSFER_IN,15,13,2.15,0,1,MASTER,42,67742,0,1,82.95,0,60.27,48871,102781
2016SP,101563,25.7119,GRAD,REENTRY,11,11,3.3,1,0,ASSOCIATE,9,81058,0,1,8.87,0,48.79,51531,109222
2014WI,101564,13.1559,GRAD,CONTINUING,14,11,1.52,1,0,BACHELOR,59,35398,0,0,6.77,1,79.84,64655,85328
2019WI,101565,19.8616,CERT,FIRST_TIME,17,13,3.06,0,0,MASTER,44,75847,0,0,54.62,0,69.87,46337,97918
2018FA,101566,43.3696,GRAD,CONTINUING,15,11,3.9,1,0,BACHELOR,72,36958,1,1,57.67,0,61.86,54323,99175
2015FA,101567,40.5863,UNDERGRAD,CONTINUING,5,4,2.64,1,0,DOCTORAL,59,2028,0,1,45.68,0,68.29,47982,107196
2023FA,101568,39.2886,UNDERGRAD,FIRST_TIME,7,7,3.63,1,0,BACHELOR,9,45434,0,1,86.52,1,86.29,43289,76854
2018SP,101569,26.9622,CERT,CONTINUING,4,3,2.55,0,1,MASTER,83,61940,1,1,84.63,0,58.35,22979,34132
2016SP,101570,14.9569,GRAD,REENTRY,4,3,3.73,1,1,ASSOCIATE,9,58,1,0,78.25,0,48.05,34880,40980
2013SU,101571,41.9874,GRAD,CONTINUING,10,9,3.25,0,0,BACHELOR,41,86365,1,0,49.47,0,91.97,31554,71083
2015FA,101572,41.4974,UNDERGRAD,CONTINUING,17,17,1.59,0,0,BACHELOR,11,18955,0,0,22.18,0,88.06,50788,63798
2025FA,101573,28.1670,UNDERGRAD,REENTRY,18,16,1.85,1,1,NONE,9,76121,1,0,96.28,1,64.77,38174,55004
2014SU,101574,37.0384,CERT,CONTINUING,9,7,1.82,1,0,MASTER,52,9353,0,1,82.34,1,48.31,74470,78195
2020FA,101575,05.5347,UNDERGRAD,FIRST_TIME,9,7,3.2,0,0,DOCTORAL,84,62943,0,1,29.41,0,53.81,48697,79382
2019SU,101576,13.0718,UNDERGRAD,CONTINUING,16,12,2.08,1,0,MASTER,66,20014,0,1,99.53,0,59.36,70711,116833
2019FA,101577,22.6967,UNDERGRAD,FIRST_TIME,16,16,2.95,1,0,CERTIFICATE,11,64850,1,1,86.95,0,48.61,44030,51062
2023FA,101578,25.6742,CERT,FIRST_TIME,12,10,3.41,1,1,ASSOCIATE,49,62388,0,1,20.22,0,57.09,50164,67922
2020SU,101579,35.2625,GRAD,TRANSFER_IN,13,10,2.17,1,0,BACHELOR,42,16519,0,1,24.85,1,58.51,24807,65711
2020WI,101580,02.3008,UNDERGRAD,TRANSFER_IN,7,6,2.83,1,0,BACHELOR,73,29429,1,0,99.49,0,93.1,22673,85013
2023SU,101581,16.2607,GRAD,TRANSFER_IN,6,4,2.37,0,0,NONE,37,79112,0,0,96.73,0,75.86,38500,91416
2012FA,101582,46.1966,GRAD,REENTRY,6,5,3.72,0,0,CERTIFICATE,44,35597,0,0,17.96,0,57.11,73528,134820
2024SP,101583,41.7059,CERT,TRANSFER_IN,8,7,2.9,1,0,CERTIFICATE,91,55506,0,1,42.82,0,53.84,30486,59676
2015SU,101584,10.7096,UNDERGRAD,FIRST_TIME,16,12,3.0,1,1,NONE,23,46815,1,1,93.99,1,72.22,72645,119643
2012FA,101585,37.2826,UNDERGRAD,TRANSFER_IN,13,9,1.6,1,0,BACHELOR,62,79956,1,1,34.76,0,86.63,76281,114280
2016FA,101586,15.6021,UNDERGRAD,FIRST_TIME,10,7,3.7,1,0,MASTER,42,44919,1,0,56.19,1,76.87,63488,115977
2021SU,101587,20.1743,UNDERGRAD,CONTINUING,15,13,2.82,1,0,MASTER,64,51021,1,1,61.36,1,48.51,50154,106364
2012SU,101588,37.5167,GRAD,TRANSFER_IN,6,5,3.8,1,0,ASSOCIATE,80,41944,0,0,31.78,0,52.81,63346,106900
2022WI,101589,54.5091,UNDERGRAD,FIRST_TIME,11,8,3.87,1,0,BACHELOR,52,67088,1,0,11.31,0,66.89,50445,98646
2014WI,101590,05.9077,GRAD,TRANSFER_IN,13,10,1.7,1,0,ASSOCIATE,15,32549,0,0,82.47,1,73.62,73764,104634
2015FA,101591,36.7749,UNDERGRAD,REENTRY,8,6,2.88,1,0,CERTIFICATE,89,8376,0,0,63.57,0,84.59,44305,106762
2015FA,101592,40.2319,CERT,REENTRY,9,8,1.94,1,1,MASTER,18,65477,0,1,88.98,0,82.13,18219,36292
2024SU,101593,26.6782,UNDERGRAD,FIRST_TIME,10,10,3.21,1,1,BACHELOR,67,18964,1,0,3.34,0,85.65,45758,106636
2023FA,101594,27.2238,UNDERGRAD,CONTINUING,14,12,1.83,1,0,BACHELOR,91,17142,0,0,54.04,0,72.29,77595,105272
2013SU,101595,12.8329,UNDERGRAD,TRANSFER_IN,10,9,3.23,0,0,NONE,84,827,1,0,6.01,1,52.05,20569,33451
2025SU,101596,19.9644,UNDERGRAD,REENTRY,4,3,2.69,1,0,BACHELOR,94,75098,1,1,47.43,1,75.87,58994,114761
2015SP,101597,23.1414,UNDERGRAD,TRANSFER_IN,11,9,2.21,1,0,CERTIFICATE,76,43089,1,0,87.15,0,88.53,71525,123112
2013SU,101598,21.5576,GRAD,CONTINUING,4,3,1.7,0,0,BACHELOR,94,14447,0,0,88.18,0,68.0,68280,81647
2017SP,101599,16.4958,UNDERGRAD,FIRST_TIME,18,18,3.95,1,0,ASSOCIATE,36,81351,0,1,47.36,0,95.17,94278,149054
2024SU,101600,36.2686,UNDERGRAD,TRANSFER_IN,16,13,2.42,1,0,MASTER,55,24141,0,1,40.58,0,58.24,75275,78706
2025SP,101601,11.2414,UNDERGRAD,REENTRY,8,7,3.82,1,0,CERTIFICATE,76,46602,0,1,36.87,0,49.59,83382,112701
2025SU,101602,03.1594,CERT,FIRST_TIME,8,7,1.53,0,0,ASSOCIATE,50,34597,1,0,26.59,1,78.02,42077,78188
2022WI,101603,37.7053,UNDERGRAD,CONTINUING,6,6,2.01,1,0,ASSOCIATE,8,84819,0,0,73.14,1,94.12,72601,95136
2017WI,101604,18.8292,UNDERGRAD,CONTINUING,3,3,2.18,1,0,CERTIFICATE,61,32694,1,0,47.56,1,54.4,39785,73680
2013FA,101605,17.4752,UNDERGRAD,FIRST_TIME,17,13,1.77,1,1,CERTIFICATE,26,68452,0,1,18.18,1,80.76,30081,80042
2016FA,101606,47.5235,UNDERGRAD,FIRST_TIME,12,9,1.93,0,0,BACHELOR,14,48438,1,0,3.09,0,81.0,21307,74500
2017SU,101607,12.8979,UNDERGRAD,TRANSFER_IN,11,8,2.84,1,1,BACHELOR,92,77125,0,0,13.41,1,81.03,74558,100925
2021FA,101608,45.9113,GRAD,TRANSFER_IN,17,17,1.84,1,0,BACHELOR,31,18712,0,0,52.0,1,57.65,25249,55566
2019FA,101609,26.7687,UNDERGRAD,CONTINUING,12,9,2.34,1,0,BACHELOR,29,72687,1,0,9.99,0,55.79,72085,109110
2020SP,101610,44.4865,UNDERGRAD,TRANSFER_IN,9,8,2.11,1,0,CERTIFICATE,53,43721,1,0,4.25,1,64.0,52491,75788
2018SP,101611,39.4585,UNDERGRAD,FIRST_TIME,5,4,3.03,1,0,MASTER,14,69595,0,1,58.37,1,68.5,64052,96871
2014SP,101612,20.9273,UNDERGRAD,FIRST_TIME,14,12,2.02,1,0,CERTIFICATE,32,89235,0,1,51.72,1,80.88,45506,83299
2015FA,101613,52.6320,UNDERGRAD,TRANSFER_IN,3,3,3.58,1,0,BACHELOR,54,48071,0,1,92.68,1,51.45,94700,155626
2023SU,101614,19.7770,UNDERGRAD,CONTINUING,16,16,2.52,0,0,BACHELOR,48,44004,1,0,57.72,0,55.07,54407,60980
2021SP,101615,13.5634,CERT,TRANSFER_IN,6,6,3.09,1,1,ASSOCIATE,95,57702,1,1,91.65,0,81.68,33640,36612
2017SP,101616,19.5075,UNDERGRAD,FIRST_TIME,17,13,3.25,1,0,NONE,25,49662,0,0,34.53,0,61.2,80982,101008
2012SP,101617,04.4355,UNDERGRAD,CONTINUING,15,12,2.82,1,1,BACHELOR,16,57510,0,0,81.99,0,52.15,43859,54784
2019SU,101618,06.7330,UNDERGRAD,FIRST_TIME,8,7,3.3,1,0,BACHELOR,23,33690,1,1,91.55,0,66.34,91878,155682
2016WI,101619,49.1469,UNDERGRAD,FIRST_TIME,6,5,3.27,1,0,ASSOCIATE,68,33487,0,0,13.39,0,49.42,92956,157867
2023WI,101620,39.3089,GRAD,TRANSFER_IN,13,11,2.08,1,0,BACHELOR,89,18767,0,0,57.54,0,53.01,19584,59717
2015FA,101621,15.7053,UNDERGRAD,FIRST_TIME,12,10,3.11,0,0,ASSOCIATE,64,22677,0,1,44.46,0,56.87,36022,72997
2022WI,101622,30.9240,GRAD,CONTINUING,15,15,3.19,0,0,BACHELOR,44,9402,0,1,66.92,1,88.54,51194,103757
2024SP,101623,18.1493,GRAD,REENTRY,14,10,3.78,1,0,CERTIFICATE,46,81315,1,0,55.98,1,97.49,21878,32022
2014SP,101624,31.5364,UNDERGRAD,CONTINUING,15,11,1.68,0,1,MASTER,66,56585,0,0,52.17,0,70.67,54943,108505
2023FA,101625,39.4740,GRAD,TRANSFER_IN,12,9,1.84,1,0,BACHELOR,84,24230,0,1,93.54,0,58.49,37253,43514
2024WI,101626,49.6776,CERT,FIRST_TIME,16,12,3.38,1,0,MASTER,90,2457,0,1,49.95,1,52.83,27557,63518
2024SP,101627,06.8505,UNDERGRAD,CONTINUING,8,8,2.07,0,0,MASTER,77,72735,0,0,76.53,0,72.65,87575,97513
2012WI,101628,45.2683,UNDERGRAD,TRANSFER_IN,6,5,3.03,0,0,BACHELOR,95,26635,1,1,45.5,1,82.71,61613,87222
2025SP,101629,48.3872,CERT,CONTINUING,3,3,2.07,0,1,MASTER,93,89957,0,0,11.76,0,66.3,74266,80644
2022FA,101630,41.6324,UNDERGRAD,REENTRY,8,7,1.83,1,0,BACHELOR,43,10000,0,0,84.26,0,46.43,25172,44729
2014SP,101631,53.7626,GRAD,CONTINUING,5,5,2.5,0,0,NONE,63,13136,1,0,42.64,0,92.34,44611,96556
2013SU,101632,04.1430,UNDERGRAD,TRANSFER_IN,11,11,2.72,0,0,CERTIFICATE,51,15452,1,1,99.63,1,53.25,61239,123858
2012WI,101633,48.8355,UNDERGRAD,CONTINUING,15,14,2.98,1,0,MASTER,85,39099,1,0,11.82,1,75.03,19071,80779
2023FA,101634,21.5131,GRAD,TRANSFER_IN,11,9,3.11,1,0,BACHELOR,92,27284,1,1,53.14,1,89.18,94617,98305
2013SU,101635,46.4021,CERT,REENTRY,15,11,1.54,1,0,CERTIFICATE,23,38109,1,1,72.06,0,72.06,90925,155426
2016SP,101636,40.4882,UNDERGRAD,CONTINUING,16,14,3.27,1,0,ASSOCIATE,11,50116,1,0,72.92,1,92.9,70019,105589
2019WI,101637,28.1777,UNDERGRAD,TRANSFER_IN,6,5,1.58,1,0,MASTER,77,64129,1,1,2.52,1,79.32,55853,88811
2014FA,101638,45.1966,UNDERGRAD,CONTINUING,18,17,1.98,1,1,BACHELOR,89,15233,0,0,77.57,0,89.0,67072,86472
2021SP,101639,10.1430,UNDERGRAD,FIRST_TIME,8,6,2.07,1,0,BACHELOR,72,33861,0,1,98.56,0,95.71,64996,71392
2024SP,101640,19.0807,UNDERGRAD,FIRST_TIME,17,14,3.23,1,0,MASTER,12,56533,0,1,99.38,0,49.04,82455,135991
2015SU,101641,43.6662,UNDERGRAD,FIRST_TIME,7,7,1.94,1,0,BACHELOR,85,10241,1,0,24.87,0,64.25,51787,81471
2015WI,101642,16.5013,UNDERGRAD,TRANSFER_IN,5,4,3.83,1,1,DOCTORAL,20,62503,0,1,23.51,1,53.61,78096,131184
2012SP,101643,19.4031,UNDERGRAD,CONTINUING,18,16,3.74,1,1,ASSOCIATE,25,41428,0,1,86.23,0,94.89,18352,47378
2012FA,101644,45.8429,UNDERGRAD,FIRST_TIME,17,14,2.23,1,1,CERTIFICATE,60,70792,0,0,32.8,0,51.06,55037,84558
2024SU,101645,14.5999,UNDERGRAD,TRANSFER_IN,6,5,2.02,1,0,DOCTORAL,41,88082,0,0,41.94,0,51.95,39149,45383
2016FA,101646,13.8363,UNDERGRAD,FIRST_TIME,10,9,3.1,1,1,DOCTORAL,66,64715,1,1,78.24,1,80.0,28919,42776
2021SU,101647,43.6790,GRAD,TRANSFER_IN,7,5,3.76,1,0,CERTIFICATE,37,17259,1,1,83.18,0,68.74,60424,97879
2024FA,101648,05.9844,UNDERGRAD,REENTRY,4,3,1.81,1,0,BACHELOR,63,84252,0,0,47.24,0,80.82,46052,49743
2014SP,101649,33.6643,UNDERGRAD,FIRST_TIME,9,6,2.15,1,0,CERTIFICATE,83,56751,1,1,8.1,0,67.18,46992,102575
2020SU,101650,53.9302,UNDERGRAD,TRANSFER_IN,5,4,2.28,1,0,ASSOCIATE,93,27412,0,0,71.53,1,94.29,85570,107740
2025WI,101651,52.7441,UNDERGRAD,FIRST_TIME,6,6,2.71,1,0,BACHELOR,11,78767,1,1,37.04,1,53.12,82891,93151
2012WI,101652,10.9400,GRAD,REENTRY,3,2,2.77,1,0,ASSOCIATE,94,7374,1,0,4.57,0,91.02,88124,121711
2019SU,101653,32.8417,UNDERGRAD,TRANSFER_IN,17,14,1.76,1,0,NONE,11,56788,1,0,71.07,1,60.17,82120,132312
2018WI,101654,01.8205,UNDERGRAD,CONTINUING,3,2,3.19,1,1,BACHELOR,33,3185,0,0,16.04,1,80.35,60426,91589
2016FA,101655,27.8908,UNDERGRAD,CONTINUING,15,13,3.68,1,1,ASSOCIATE,41,45636,1,0,74.62,0,95.83,88711,132683
2020SU,101656,20.0729,UNDERGRAD,CONTINUING,8,8,2.19,1,0,CERTIFICATE,93,77887,0,1,93.38,0,71.74,70135,109922
2021SU,101657,44.7251,UNDERGRAD,CONTINUING,13,9,1.89,1,1,MASTER,84,36377,0,1,13.66,0,57.42,77582,108346
2014SP,101658,30.2082,GRAD,FIRST_TIME,4,3,2.82,1,0,BACHELOR,30,43693,0,0,43.63,0,48.34,35206,37719
2013SU,101659,13.2193,GRAD,FIRST_TIME,5,4,3.08,1,0,BACHELOR,23,8932,0,0,23.68,1,45.77,49357,69426
2012FA,101660,33.3381,UNDERGRAD,CONTINUING,7,7,1.59,1,0,BACHELOR,87,9146,0,0,22.81,1,85.52,85946,132916
2020WI,101661,41.1256,UNDERGRAD,TRANSFER_IN,5,4,3.47,1,0,ASSOCIATE,66,59664,0,0,54.35,0,85.93,83580,143369
2021WI,101662,34.4104,GRAD,CONTINUING,13,10,2.04,0,0,BACHELOR,16,87078,0,0,65.19,1,59.61,36175,94944
2023WI,101663,32.6881,CERT,TRANSFER_IN,16,12,3.71,1,0,ASSOCIATE,14,86817,1,0,21.91,0,94.81,64017,102099
2013SU,101664,14.2132,GRAD,FIRST_TIME,7,6,2.57,1,1,DOCTORAL,96,3448,0,1,92.06,0,97.27,90619,139848
2021WI,101665,13.9343,UNDERGRAD,REENTRY,18,16,1.63,1,0,BACHELOR,96,26177,0,0,33.57,1,94.87,69736,90544
2017WI,101666,02.0892,CERT,TRANSFER_IN,6,5,2.02,1,0,BACHELOR,81,9499,1,0,5.26,1,65.17,24164,84309
2012WI,101667,23.7048,CERT,TRANSFER_IN,11,11,1.52,0,0,CERTIFICATE,15,44303,0,0,37.42,0,59.66,80338,100559
2013FA,101668,19.4440,CERT,TRANSFER_IN,6,4,1.6,1,0,BACHELOR,72,79124,1,0,1.42,0,78.15,70982,94145
2022SP,101669,10.1100,UNDERGRAD,CONTINUING,17,12,3.31,0,0,BACHELOR,74,55712,0,1,1.27,1,63.78,58054,90005
2025WI,101670,12.4742,GRAD,FIRST_TIME,9,9,3.11,1,0,MASTER,29,21229,0,0,97.27,1,49.02,65468,129344
2024SP,101671,09.9743,CERT,CONTINUING,17,16,3.19,1,1,BACHELOR,61,16373,0,0,8.7,1,49.77,21474,48548
2012FA,101672,52.4250,UNDERGRAD,FIRST_TIME,5,4,2.88,0,0,ASSOCIATE,23,45334,0,0,41.47,0,61.72,29455,70399
2020SP,101673,17.7939,UNDERGRAD,FIRST_TIME,7,6,2.59,1,1,DOCTORAL,86,81030,1,1,13.56,1,56.78,71504,89713
2019SU,101674,02.2574,UNDERGRAD,FIRST_TIME,12,12,1.53,0,0,DOCTORAL,54,67369,0,0,84.8,0,48.17,69311,72082
2024SU,101675,28.5476,UNDERGRAD,CONTINUING,11,9,3.69,1,0,BACHELOR,20,60831,1,0,48.62,1,81.43,65279,101228
2018FA,101676,19.9785,UNDERGRAD,FIRST_TIME,10,9,3.94,1,1,NONE,89,6788,1,0,91.87,0,79.7,72028,80908
2014WI,101677,28.4578,CERT,FIRST_TIME,11,9,2.44,1,1,CERTIFICATE,53,23905,0,0,87.87,0,86.93,69486,89565
2022SU,101678,52.0409,UNDERGRAD,TRANSFER_IN,6,5,2.5,0,0,ASSOCIATE,22,63453,0,0,46.94,1,53.77,62719,120260
2021FA,101679,14.4611,CERT,FIRST_TIME,18,15,2.98,0,0,ASSOCIATE,45,7148,1,1,40.82,0,96.36,27429,56285
2018FA,101680,48.2187,CERT,FIRST_TIME,17,17,2.78,1,0,BACHELOR,10,29471,1,1,26.96,0,86.31,66486,124247
2020WI,101681,46.3990,UNDERGRAD,FIRST_TIME,16,14,2.81,1,0,NONE,93,39339,0,0,11.71,1,77.35,44683,81909
2013SP,101682,32.9127,GRAD,CONTINUING,15,14,3.1,1,1,BACHELOR,92,48385,0,0,52.86,0,96.08,60171,83620
2017FA,101683,54.1665,UNDERGRAD,CONTINUING,3,2,1.83,1,0,DOCTORAL,54,67555,1,0,42.74,1,79.06,38316,74349
2020WI,101684,33.5139,GRAD,CONTINUING,16,16,3.03,1,1,BACHELOR,7,55360,1,1,53.2,1,79.64,61515,113500
2023SP,101685,28.9327,UNDERGRAD,CONTINUING,4,4,1.51,1,0,MASTER,88,72017,1,0,89.7,0,88.58,86324,104496
2021FA,101686,02.0343,GRAD,CONTINUING,7,6,2.14,0,0,DOCTORAL,46,64187,1,1,36.79,1,75.68,34472,40259
2023FA,101687,26.6566,GRAD,TRANSFER_IN,7,6,1.87,1,0,BACHELOR,64,24646,1,0,73.58,1,66.34,37435,46503
2013WI,101688,54.6354,CERT,FIRST_TIME,15,13,3.09,1,0,ASSOCIATE,75,34242,0,0,23.37,1,76.42,62745,112191
2019SP,101689,16.3361,CERT,CONTINUING,7,6,2.07,1,1,CERTIFICATE,96,51327,1,0,30.62,1,61.1,52684,106251
2020SU,101690,03.8326,UNDERGRAD,FIRST_TIME,5,5,3.9,1,1,BACHELOR,37,42809,1,0,76.17,0,77.24,65687,105698
2018SU,101691,36.7726,UNDERGRAD,FIRST_TIME,8,6,3.2,1,1,CERTIFICATE,32,22047,0,0,13.43,0,71.39,36696,88804
2021WI,101692,28.9011,UNDERGRAD,FIRST_TIME,10,9,2.48,0,0,BACHELOR,45,11236,1,0,12.03,0,73.81,52236,56269
2013FA,101693,24.5205,UNDERGRAD,REENTRY,15,14,3.4,1,0,CERTIFICATE,86,42742,0,0,53.04,0,96.57,41535,82597
2017WI,101694,03.1351,UNDERGRAD,TRANSFER_IN,14,12,3.94,1,0,BACHELOR,73,23749,0,0,9.29,1,52.28,31239,43251
2023WI,101695,32.0573,GRAD,REENTRY,8,6,2.24,1,0,BACHELOR,47,21575,1,0,28.29,0,91.08,34594,45120
2013FA,101696,10.4808,CERT,TRANSFER_IN,14,13,3.66,0,0,BACHELOR,69,39117,1,0,87.14,1,66.41,61956,87779
2022SP,101697,38.6657,CERT,FIRST_TIME,17,13,2.42,1,0,CERTIFICATE,9,6300,0,0,78.75,1,89.96,35539,53728
2019WI,101698,26.8519,UNDERGRAD,FIRST_TIME,15,13,3.11,1,0,CERTIFICATE,15,88419,0,1,1.5,0,45.97,79358,125145
2015WI,101699,36.3625,GRAD,FIRST_TIME,16,14,1.72,1,0,MASTER,62,16059,0,0,9.63,1,95.77,31299,34241
2016WI,101700,19.5327,CERT,CONTINUING,12,12,3.88,0,0,BACHELOR,89,74340,0,0,47.94,0,96.36,19406,40515
2013SP,101701,37.7891,UNDERGRAD,FIRST_TIME,17,16,2.56,1,0,BACHELOR,36,78648,0,1,35.35,0,46.47,29982,33494
2019SP,101702,09.8506,UNDERGRAD,TRANSFER_IN,15,13,2.47,1,0,MASTER,46,86943,0,1,98.38,0,89.82,25110,51871
2012SU,101703,38.8201,CERT,CONTINUING,8,7,2.77,1,1,CERTIFICATE,94,2060,0,1,1.28,0,92.46,81101,124728
2014SU,101704,39.6398,UNDERGRAD,REENTRY,10,10,3.65,1,0,CERTIFICATE,6,40979,1,1,23.03,1,69.15,19489,75438
2013SP,101705,39.5441,UNDERGRAD,FIRST_TIME,8,7,2.01,1,0,NONE,79,77231,0,0,79.16,1,58.65,62800,82999
2021SU,101706,25.0803,CERT,FIRST_TIME,15,12,3.85,1,0,BACHELOR,46,18508,0,1,14.67,0,77.94,52675,103374
2018FA,101707,39.4928,CERT,FIRST_TIME,6,5,2.33,1,1,BACHELOR,50,77785,0,0,88.8,1,93.47,39089,46348
2020SU,101708,35.7229,UNDERGRAD,FIRST_TIME,10,10,3.99,0,1,BACHELOR,41,28331,0,0,73.72,1,46.02,19218,52283
2020FA,101709,16.1378,GRAD,CONTINUING,17,12,3.28,1,0,CERTIFICATE,85,14526,0,0,42.27,0,76.84,57813,118726
2013SU,101710,17.6439,UNDERGRAD,REENTRY,16,12,3.02,1,0,MASTER,23,39454,0,1,30.85,0,95.88,62404,94142
2012SP,101711,25.7501,UNDERGRAD,CONTINUING,5,4,2.04,1,0,CERTIFICATE,27,40688,1,0,88.39,0,61.66,78793,104082
2014SP,101712,14.3633,UNDERGRAD,REENTRY,8,6,2.14,1,0,MASTER,92,86816,0,1,59.09,1,54.52,55336,106662
2012SU,101713,31.1269,UNDERGRAD,CONTINUING,6,4,3.41,1,0,ASSOCIATE,24,11064,1,0,62.05,1,66.06,20841,64662
2019WI,101714,40.5833,UNDERGRAD,REENTRY,14,11,3.93,1,0,CERTIFICATE,42,69156,0,0,20.55,1,95.45,78846,92408
2014WI,101715,43.2703,UNDERGRAD,CONTINUING,10,8,1.85,1,0,BACHELOR,19,81066,1,0,62.24,1,97.93,92059,107239
2012FA,101716,50.0951,UNDERGRAD,FIRST_TIME,16,16,1.83,0,0,BACHELOR,60,40621,1,0,54.23,0,90.43,59693,91268
2024WI,101717,45.9683,UNDERGRAD,CONTINUING,15,13,3.73,1,0,BACHELOR,57,57237,0,1,37.77,1,89.09,20268,40873
2022SP,101718,13.3389,GRAD,FIRST_TIME,6,5,3.7,1,1,BACHELOR,43,31688,0,0,21.72,0,65.18,61251,91867
2012FA,101719,09.3251,UNDERGRAD,FIRST_TIME,7,5,3.07,1,0,ASSOCIATE,40,30747,0,0,31.74,0,89.14,87975,120372
2017SU,101720,07.0729,UNDERGRAD,TRANSFER_IN,14,10,2.53,1,0,CERTIFICATE,45,29721,0,0,65.35,0,49.95,76513,99583
2018SU,101721,34.6035,UNDERGRAD,REENTRY,3,3,2.73,1,0,MASTER,49,81938,1,0,90.81,0,74.56,39897,49671
2017SU,101722,05.8002,CERT,TRANSFER_IN,11,9,2.97,1,0,MASTER,13,84147,0,0,77.99,0,59.84,38826,75135
2021SU,101723,12.1728,UNDERGRAD,FIRST_TIME,12,11,1.56,1,0,BACHELOR,85,31600,1,1,33.32,1,56.84,29163,79326
2014WI,101724,22.4167,UNDERGRAD,CONTINUING,15,15,2.27,0,0,ASSOCIATE,88,3122,1,1,24.15,0,69.32,19077,37371
2018WI,101725,45.2396,UNDERGRAD,TRANSFER_IN,10,8,3.84,1,0,ASSOCIATE,37,52118,0,0,32.12,0,53.4,40537,65507
2020WI,101726,41.0922,UNDERGRAD,FIRST_TIME,7,5,1.51,0,0,ASSOCIATE,15,53963,0,1,97.82,0,48.85,59018,93445
2023WI,101727,41.7860,UNDERGRAD,FIRST_TIME,3,2,2.54,1,0,BACHELOR,48,53207,0,1,95.23,0,70.49,48747,95769
2020WI,101728,16.3670,GRAD,CONTINUING,9,9,2.88,1,0,ASSOCIATE,82,89919,0,1,48.49,1,63.88,69908,130241
2025FA,101729,34.2987,UNDERGRAD,FIRST_TIME,16,15,3.14,1,0,CERTIFICATE,20,56413,1,1,10.07,0,58.21,79621,124742
