edu_hiedpath_term_code,edu_hiedpath_institution_aishe_id,edu_hiedpath_program_cip_code,edu_hiedpath_student_level,edu_hiedpath_entry_status,edu_hiedpath_credits_attempted,edu_hiedpath_credits_completed,edu_hiedpath_gpa_term,edu_hiedpath_retention_next_term_flag,edu_hiedpath_transfer_out_flag,edu_hiedpath_completion_award_type,edu_hiedpath_time_to_degree_months,edu_hiedpath_student_debt_at_completion,edu_hiedpath_pell_grant_recipient_flag,edu_hiedpath_first_generation_flag,edu_hiedpath_online_course_load_pct,edu_hiedpath_internship_participation_flag,edu_hiedpath_postgrad_employment_rate,edu_hiedpath_median_earnings_1yr,edu_hiedpath_median_earnings_5yr
2019-TRI3,AISHE507241,CIP1480,Diploma,TransferIn,17,14,8.73,Y,N,Diploma,57,145470.36,Y,Y,35.89,Y,95.22,2149512.89,3606935.8
2024-TRI3,AISHE511837,CIP9880,PhD,Continuing,17,10,8.93,Y,Y,Degree,51,263067.94,N,N,53.3,Y,60.27,542151.14,1019402.74
2021-TRI2,AISHE261176,CIP2987,PG,Continuing,14,8,6.37,N,N,PhD,60,1926728.98,Y,Y,41.61,N,28.79,2061517.23,1131770.89
2023-TRI2,AISHE234252,CIP2102,PhD,TransferIn,18,11,5.08,Y,N,PhD,82,800414.94,N,N,24.98,N,33.6,1707628.06,2841480.59
2016-TRI1,AISHE959105,CIP7521,PG,Continuing,34,25,8.63,N,N,PhD,63,1971729.72,Y,N,86.62,Y,63.68,2007747.72,2714629.99
2018-SEM2,AISHE133060,CIP7500,Diploma,Continuing,18,14,9.32,Y,N,PhD,88,135440.83,N,Y,5.8,Y,49.46,1213380.76,4641674.92
2024-SEM2,AISHE609335,CIP5478,PG,Continuing,14,6,8.7,N,Y,Certificate,11,1800558.15,N,N,17.59,Y,51.09,2140407.52,2357611.79
2016-TRI2,AISHE620204,CIP3742,Certificate,ReEntry,33,27,8.29,N,Y,PG_Diploma,10,259452.01,Y,N,45.7,Y,24.54,718275.74,223486.75
2021-TRI3,AISHE666802,CIP3426,Diploma,TransferIn,6,1,7.72,Y,N,Certificate,60,167963.3,N,Y,13.48,N,56.46,1315675.37,3350535.9
2017-SEM1,AISHE508845,CIP6088,Diploma,ReEntry,24,15,8.54,N,N,Certificate,18,1077357.92,Y,N,7.9,Y,73.26,1376246.19,921335.31
2021-TRI1,AISHE737481,CIP8683,Certificate,TransferIn,27,18,7.28,Y,Y,PG_Diploma,43,1297000.86,N,N,30.47,N,79.38,2063835.53,3130543.19
2020-TRI3,AISHE128198,CIP2675,PhD,TransferIn,18,14,9.64,N,N,PhD,91,313786.5,N,N,6.71,Y,19.24,1770136.62,1197755.82
2021-TRI2,AISHE820537,CIP6658,PG,FirstTime,30,28,8.73,N,Y,Degree,44,1338367.63,Y,N,30.98,Y,42.99,2056092.57,979517.94
2020-TRI3,AISHE185663,CIP6700,PhD,FirstTime,7,2,4.97,Y,Y,PhD,47,943871.51,Y,Y,42.33,Y,40.01,1839071.93,2110335.04
2019-TRI3,AISHE683118,CIP8840,PG,ReEntry,18,11,7.58,N,Y,PhD,13,345168.24,Y,N,5.69,Y,49.92,804045.35,4809172.16
2016-SEM2,AISHE720117,CIP4176,PhD,Continuing,33,27,5.03,N,N,PG_Diploma,54,2260754.59,N,N,32.93,Y,37.36,1524961.09,2259837.91
2025-TRI2,AISHE102261,CIP7094,Diploma,FirstTime,33,28,8.88,Y,N,PhD,25,747046.67,Y,N,99.44,N,28.84,1374950.84,2973046.07
2017-TRI3,AISHE840756,CIP4477,PhD,ReEntry,13,13,7.22,N,N,PG_Diploma,20,838393.35,Y,Y,9.69,N,14.54,759440.91,5138305.39
2024-TRI1,AISHE954515,CIP5848,Diploma,FirstTime,32,21,5.98,Y,Y,PhD,35,2239622.94,N,N,16.62,N,61.27,182558.99,3018612.43
2016-SEM1,AISHE552397,CIP9468,PhD,ReEntry,17,17,9.65,Y,Y,Degree,74,1722005.44,N,N,89.73,N,70.21,582658.6,505949.23
2016-SEM2,AISHE576015,CIP6760,PhD,TransferIn,22,21,7.15,Y,N,PhD,46,1584780.76,N,Y,82.66,Y,62.19,608621.95,1686210.36
2024-SEM2,AISHE633141,CIP3284,Certificate,TransferIn,8,0,4.59,Y,N,Certificate,87,811416.01,N,Y,41.29,N,62.86,972277.72,434276.55
2025-TRI3,AISHE452474,CIP5995,PhD,TransferIn,28,26,6.62,N,N,Certificate,64,2361883.55,Y,Y,36.05,Y,74.38,585727.14,4453361.28
2019-SEM1,AISHE912164,CIP7454,Certificate,ReEntry,18,8,5.63,Y,N,PhD,21,2227108.58,N,Y,62.5,N,10.81,1362409.52,546114.84
2020-TRI3,AISHE492189,CIP5001,PG,Continuing,8,1,7.74,N,N,Diploma,30,2174123.38,N,Y,77.69,Y,61.16,2035526.16,1292129.8
2018-SEM2,AISHE642144,CIP4486,Diploma,FirstTime,20,16,4.83,N,N,Certificate,13,2477745.63,Y,N,47.19,N,88.51,1183219.57,2443109.62
2017-SEM1,AISHE434088,CIP7467,Certificate,FirstTime,30,30,6.68,N,Y,PG_Diploma,51,1545340.36,Y,N,10.76,Y,41.65,584200.65,4905199.31
2018-SEM1,AISHE140644,CIP7298,PhD,TransferIn,28,21,7.62,Y,N,PG_Diploma,23,1441694.87,N,Y,27.79,N,43.39,1755619.9,4055849.29
2022-SEM2,AISHE366055,CIP2120,Diploma,Continuing,7,0,7.36,N,N,Degree,78,534847.35,Y,N,8.25,N,36.53,981668.27,1637494.78
2021-SEM2,AISHE171851,CIP6018,PG,FirstTime,16,8,8.76,N,N,Certificate,14,1767944.72,N,Y,4.31,N,57.05,1129564.94,1549212.52
2016-TRI3,AISHE283367,CIP3132,Diploma,Continuing,30,29,8.11,Y,N,PhD,81,243104.98,N,Y,58.98,Y,47.83,2101051.57,1397581.3
2022-TRI1,AISHE883180,CIP1150,Certificate,FirstTime,30,23,9.77,N,Y,PG_Diploma,60,965538.71,Y,Y,94.13,N,64.85,563722.96,1826454.72
2017-TRI3,AISHE992116,CIP5261,PG,Continuing,34,28,5.22,N,Y,PhD,16,2165390.97,Y,Y,50.15,Y,47.39,777564.11,4149323.23
2023-TRI1,AISHE984537,CIP7159,Diploma,TransferIn,20,9,5.32,Y,N,PG_Diploma,85,2129436.65,N,N,57.09,N,30.71,430609.22,3641173.62
2022-TRI2,AISHE420287,CIP2013,Certificate,ReEntry,9,4,5.79,Y,N,PhD,88,388352.46,Y,N,91.72,Y,45.63,2118506.27,799720.81
2024-SEM1,AISHE918179,CIP8924,PG,ReEntry,9,4,6.7,N,Y,PG_Diploma,82,1563454.65,N,N,45.63,N,93.33,502816.64,748074.77
2018-SEM1,AISHE264670,CIP7982,UG,FirstTime,13,7,6.42,Y,N,PhD,48,1867628.4,N,Y,75.93,Y,96.53,1795102.88,135426.08
2018-TRI2,AISHE226512,CIP8980,UG,TransferIn,16,11,5.38,N,N,Certificate,41,1661562.22,Y,N,73.96,N,94.21,64190.69,2482125.86
2020-TRI1,AISHE375407,CIP2988,Certificate,Continuing,30,29,5.83,Y,Y,Certificate,42,876284.4,N,Y,92.37,Y,72.28,1107475.82,1624980.83
2016-SEM2,AISHE794645,CIP2088,Certificate,TransferIn,29,19,6.55,Y,Y,Degree,20,708659.4,Y,Y,15.98,Y,42.32,533048.92,1731091.06
2025-TRI3,AISHE502500,CIP8460,UG,TransferIn,16,8,8.84,Y,N,Degree,22,526962.07,N,N,78.26,N,13.83,2141758.61,3752419.91
2018-SEM1,AISHE537306,CIP6942,Certificate,Continuing,29,25,8.23,N,N,Diploma,93,838544.23,N,Y,23.5,Y,76.11,546381.9,5034937.35
2018-TRI3,AISHE978922,CIP2788,UG,TransferIn,24,15,5.25,Y,N,Certificate,21,1079622.93,N,N,62.53,N,70.83,1203244.79,1805393.72
2019-SEM1,AISHE931091,CIP7216,PG,Continuing,31,27,9.34,N,N,PhD,24,1663031.47,Y,N,47.7,Y,33.17,209647.07,1990126.27
2023-SEM2,AISHE524475,CIP6816,UG,Continuing,15,7,4.05,Y,N,Certificate,78,107862.3,Y,Y,69.97,Y,38.67,179287.75,4689604.44
2025-TRI2,AISHE977945,CIP7026,PhD,ReEntry,15,15,9.55,N,Y,Degree,63,605220.38,Y,N,98.72,Y,66.54,1938154.66,3027059.5
2019-TRI1,AISHE516802,CIP7320,PhD,Continuing,11,5,5.05,N,Y,Diploma,42,1951248.27,N,Y,6.88,N,59.48,543103.33,2054422.37
2018-TRI1,AISHE475884,CIP5847,PhD,TransferIn,12,4,8.97,N,N,Certificate,30,1067363.91,N,Y,6.15,Y,81.2,521807.06,650910.99
2019-TRI1,AISHE721735,CIP7456,UG,ReEntry,17,15,5.36,Y,Y,Diploma,70,741121.21,Y,Y,55.3,N,23.9,1974021.52,417700.71
2023-TRI3,AISHE792632,CIP4616,Diploma,TransferIn,10,5,8.64,Y,Y,PG_Diploma,12,2134788.9,Y,Y,99.9,N,63.68,759771.7,1160944.95
2022-SEM2,AISHE448684,CIP7473,Certificate,ReEntry,10,4,5.12,N,N,PG_Diploma,31,1157131.79,Y,N,14.24,Y,91.97,101143.03,5137201.33
2024-TRI3,AISHE687868,CIP4802,Certificate,FirstTime,11,10,6.3,N,N,PhD,63,1187520.21,N,Y,13.59,Y,55.64,521059.45,2833577.41
2025-TRI1,AISHE467676,CIP2063,Diploma,Continuing,32,24,5.4,N,Y,Diploma,80,536278.07,N,N,2.3,Y,22.24,661366.73,3532139.31
2016-SEM2,AISHE734602,CIP6848,PG,FirstTime,17,12,7.88,N,N,Degree,19,2068867.44,N,Y,65.47,N,29.78,841548.35,2896934.13
2018-TRI2,AISHE203516,CIP7690,PhD,TransferIn,22,14,4.59,N,Y,PG_Diploma,45,409603.28,Y,N,69.2,Y,85.19,176209.12,1983329.22
2021-SEM2,AISHE626634,CIP2549,PG,TransferIn,34,25,7.79,Y,N,Degree,48,1894982.27,N,N,24.61,N,73.53,476663.65,3937517.01
2022-TRI3,AISHE785509,CIP3076,UG,TransferIn,24,15,7.13,N,N,PG_Diploma,18,1742719.94,N,N,71.36,Y,55.45,153432.49,2904445.92
2022-TRI1,AISHE540797,CIP8977,Diploma,ReEntry,32,26,5.25,N,Y,Diploma,80,468650.13,N,Y,55.81,N,97.15,1874443.86,3712415.1
2021-SEM2,AISHE378951,CIP6710,Certificate,ReEntry,30,27,6.18,N,N,PG_Diploma,72,276725.15,N,Y,27.41,Y,57.67,356790.94,752648.29
2020-TRI1,AISHE766392,CIP7735,UG,FirstTime,28,19,8.0,N,N,PG_Diploma,79,2222155.6,Y,Y,29.04,N,39.8,1495733.03,2520769.01
2024-SEM1,AISHE600571,CIP4213,PhD,ReEntry,11,10,7.08,Y,N,PG_Diploma,11,352925.56,N,N,17.33,Y,25.04,1107401.89,4595055.27
2022-TRI2,AISHE741216,CIP8758,Certificate,TransferIn,35,25,7.98,N,N,Degree,12,231795.29,Y,Y,76.15,N,96.01,2067099.88,109496.95
2017-TRI1,AISHE405913,CIP2687,PhD,TransferIn,26,21,5.49,N,Y,Certificate,47,2485390.57,N,N,93.88,Y,97.24,1642884.39,2481920.63
2022-TRI2,AISHE854800,CIP2794,PhD,FirstTime,25,22,5.0,N,Y,Diploma,88,1738954.53,Y,Y,13.25,Y,22.13,109880.98,5175937.9
2022-TRI2,AISHE525474,CIP7384,PhD,Continuing,32,27,7.84,Y,Y,Degree,54,1767791.57,N,N,83.91,N,27.0,529926.28,4129170.95
2024-TRI1,AISHE106846,CIP2704,Diploma,Continuing,9,0,6.52,Y,Y,Diploma,73,2024615.65,Y,Y,96.87,Y,27.89,559441.53,4935830.96
2023-SEM1,AISHE410280,CIP4529,PG,ReEntry,23,13,5.56,N,Y,PhD,23,709058.02,N,N,34.81,Y,51.59,243780.01,3070251.33
2018-TRI2,AISHE605196,CIP9131,PhD,FirstTime,22,17,9.71,N,Y,PG_Diploma,62,1304816.7,Y,Y,0.52,Y,96.48,1858251.47,3984359.77
2016-TRI1,AISHE203813,CIP4871,Diploma,ReEntry,15,5,7.46,N,N,Degree,61,647815.8,N,N,84.0,Y,32.66,254710.56,1632511.84
2018-TRI2,AISHE826195,CIP5195,Diploma,FirstTime,7,7,6.7,Y,N,Certificate,46,753853.87,N,N,26.14,N,40.28,1712298.52,580540.13
2017-TRI2,AISHE177597,CIP7801,Diploma,ReEntry,9,3,8.64,Y,N,PhD,59,1848149.3,Y,Y,22.49,N,34.71,470280.01,3951155.56
2020-TRI2,AISHE991017,CIP7952,PhD,ReEntry,34,34,8.79,Y,Y,Degree,54,392804.52,Y,Y,33.93,N,12.06,616090.93,3644351.14
2017-TRI2,AISHE962309,CIP2385,UG,FirstTime,34,32,8.91,Y,Y,PG_Diploma,10,2330415.84,N,N,37.03,Y,53.79,353039.84,4726536.25
2024-TRI1,AISHE904641,CIP9883,Certificate,ReEntry,16,9,7.52,N,Y,Degree,66,635644.76,Y,Y,50.66,Y,92.37,823305.89,2587313.67
2020-SEM1,AISHE649433,CIP3984,PhD,FirstTime,13,5,8.2,Y,N,PG_Diploma,38,1018204.4,Y,Y,21.96,Y,41.23,1138497.1,4873134.48
2017-TRI1,AISHE437877,CIP8138,UG,ReEntry,8,4,9.21,N,Y,PhD,43,1096797.33,Y,N,73.54,N,61.13,275683.66,3927132.99
2021-TRI1,AISHE652420,CIP6346,UG,ReEntry,16,16,5.09,N,N,Diploma,13,874258.49,Y,Y,48.32,N,34.51,2174334.27,3993625.64
2016-SEM1,AISHE734452,CIP3990,PhD,FirstTime,12,4,8.16,Y,N,PG_Diploma,38,1129598.22,N,N,25.22,Y,49.56,1414596.87,5032706.53
2020-TRI3,AISHE869934,CIP8098,Diploma,TransferIn,33,28,9.06,Y,Y,Degree,48,202014.37,Y,N,29.0,N,74.25,1245515.56,2136672.48
2023-SEM2,AISHE990698,CIP5879,Diploma,FirstTime,8,0,6.96,Y,N,PhD,29,928283.79,Y,N,60.36,Y,36.34,977670.18,5182293.53
2018-SEM1,AISHE858781,CIP1911,UG,ReEntry,29,18,8.25,N,Y,Degree,53,2118942.21,Y,Y,71.41,Y,33.68,2035762.08,3537468.61
2021-TRI1,AISHE268239,CIP3040,Diploma,TransferIn,9,1,4.23,Y,Y,Degree,6,2055112.71,N,Y,69.09,N,82.92,1393819.77,3372072.93
2018-SEM1,AISHE433121,CIP8741,Certificate,FirstTime,30,30,7.47,N,N,PhD,84,1054210.4,Y,N,99.4,N,78.49,374341.2,4822285.54
2024-TRI1,AISHE188616,CIP7593,Diploma,ReEntry,19,11,8.75,N,N,Degree,44,157419.22,Y,N,9.07,N,47.06,843050.42,3512472.12
2018-TRI1,AISHE881670,CIP9734,Diploma,ReEntry,10,0,6.97,Y,Y,Diploma,87,1138791.51,Y,Y,16.97,N,10.93,781452.93,2741383.12
2021-TRI2,AISHE486204,CIP4825,Certificate,TransferIn,7,0,6.72,Y,Y,PG_Diploma,11,1261967.01,Y,N,58.9,Y,71.4,753446.75,1737417.47
2018-SEM1,AISHE866897,CIP2970,PG,FirstTime,34,23,6.54,Y,N,PG_Diploma,67,1210552.33,Y,N,26.95,N,61.85,1010817.1,5155244.46
2021-SEM2,AISHE482586,CIP2205,Certificate,FirstTime,16,5,8.68,N,N,PG_Diploma,27,1469711.28,Y,Y,4.29,Y,61.45,135848.48,1526442.18
2020-TRI1,AISHE280445,CIP3826,Certificate,FirstTime,10,1,5.87,Y,N,Diploma,46,2337279.86,N,N,2.6,N,78.71,755982.27,93869.95
2024-TRI3,AISHE348029,CIP7510,UG,Continuing,28,22,6.42,Y,N,Certificate,42,1586201.48,Y,N,60.6,Y,65.4,2030950.11,1199326.26
2018-TRI1,AISHE833776,CIP9638,Diploma,FirstTime,12,1,7.92,Y,N,Certificate,88,1097754.72,N,N,78.96,N,95.97,1363093.23,3213096.52
2022-SEM1,AISHE799359,CIP5023,Certificate,TransferIn,31,21,6.04,Y,N,Degree,11,965310.15,N,N,67.57,N,67.67,419522.01,4915726.07
2022-TRI2,AISHE432783,CIP3321,Certificate,ReEntry,22,17,6.77,N,Y,Diploma,18,684082.26,N,Y,22.98,Y,57.5,633486.14,2283785.41
2019-SEM2,AISHE307659,CIP4706,PhD,Continuing,27,23,9.98,N,N,PhD,13,694549.81,N,Y,35.23,N,90.73,155025.88,4578845.75
2025-SEM1,AISHE135352,CIP7288,Diploma,TransferIn,33,22,9.13,N,Y,Diploma,95,2179322.04,Y,N,45.18,N,16.98,1333287.95,3096631.2
2016-SEM1,AISHE911979,CIP5402,UG,ReEntry,7,7,9.79,N,N,Certificate,86,542736.38,Y,Y,41.66,Y,10.8,1971778.09,4953633.02
2023-TRI3,AISHE951039,CIP1175,UG,TransferIn,7,2,5.27,Y,Y,Diploma,27,325944.29,N,Y,30.85,Y,20.62,298386.55,4541813.1
2016-TRI2,AISHE700253,CIP4263,Certificate,Continuing,30,23,7.93,Y,Y,PG_Diploma,26,2201552.91,Y,Y,60.52,N,90.91,1758937.57,4828750.23
2024-SEM1,AISHE130452,CIP8632,Certificate,ReEntry,8,4,5.54,Y,Y,Degree,87,646853.81,N,Y,94.0,Y,63.24,1963914.44,4541555.36
2017-TRI1,AISHE340206,CIP9479,Certificate,FirstTime,12,4,9.04,N,N,PhD,60,812325.83,Y,Y,12.45,Y,62.64,589001.83,4449898.25
2019-TRI1,AISHE461790,CIP4562,PG,TransferIn,7,0,4.47,Y,Y,Certificate,16,1306079.9,N,N,5.11,Y,58.06,1008114.39,1502030.26
2021-TRI3,AISHE525880,CIP9856,Diploma,Continuing,22,22,8.62,Y,N,PG_Diploma,14,2092656.51,N,Y,41.65,Y,40.11,2041561.31,946793.91
2021-TRI3,AISHE655450,CIP5416,Diploma,ReEntry,29,27,8.99,N,N,PG_Diploma,34,1778511.97,Y,N,36.2,Y,95.47,2199816.61,3921191.94
2017-TRI1,AISHE550089,CIP5697,Certificate,FirstTime,30,25,4.72,Y,Y,Degree,30,1710336.75,Y,N,72.73,Y,11.21,2168734.07,121998.59
2021-TRI1,AISHE399716,CIP3770,PhD,ReEntry,25,14,9.61,Y,N,PhD,58,2371003.86,Y,N,43.31,Y,82.6,1916089.07,4539221.63
2022-TRI3,AISHE348440,CIP3379,PG,FirstTime,18,13,7.89,N,Y,PG_Diploma,67,1843002.91,Y,N,46.12,N,16.33,1585120.67,3784339.94
2020-SEM2,AISHE713306,CIP6291,Diploma,ReEntry,12,6,6.01,Y,Y,Diploma,41,1214990.79,Y,Y,36.57,N,40.93,1588271.81,2894442.24
2016-TRI1,AISHE179669,CIP1974,UG,TransferIn,30,23,9.41,N,N,Diploma,44,942660.02,N,N,34.42,N,34.94,1007896.82,2741326.98
2023-SEM2,AISHE199335,CIP3391,Certificate,Continuing,32,29,5.19,Y,Y,PhD,94,2065156.03,N,Y,21.58,Y,34.21,1512172.99,3908752.28
2022-SEM1,AISHE120406,CIP3076,Diploma,TransferIn,7,0,9.6,Y,N,PhD,18,2295143.94,Y,N,85.79,N,25.48,1522681.05,4893056.66
2022-SEM2,AISHE392208,CIP9515,PhD,FirstTime,16,12,7.83,Y,N,Certificate,67,733985.61,N,N,10.11,Y,12.77,902742.53,4813343.57
2018-SEM1,AISHE810628,CIP3513,PG,ReEntry,20,14,5.9,N,N,Degree,28,1774674.17,N,N,98.89,Y,28.17,1610227.66,3737030.84
2019-TRI1,AISHE909381,CIP9865,Certificate,ReEntry,6,6,7.19,Y,Y,Certificate,34,257091.47,Y,N,14.91,Y,55.43,657628.0,4725570.35
2021-SEM2,AISHE648155,CIP7389,Certificate,ReEntry,16,8,8.56,Y,N,PG_Diploma,16,925400.34,N,Y,57.33,N,73.41,1617659.29,782768.05
2024-TRI2,AISHE618279,CIP2268,PhD,Continuing,9,5,5.43,Y,Y,Degree,94,21452.45,N,Y,80.15,N,33.74,1068394.21,3112073.39
2025-SEM2,AISHE597639,CIP5693,UG,ReEntry,11,8,9.77,Y,Y,Degree,76,297008.96,Y,N,56.21,N,12.36,726074.26,2236996.39
2022-SEM1,AISHE983863,CIP9405,PhD,FirstTime,32,24,8.33,Y,Y,Diploma,95,1695833.92,N,N,1.87,Y,40.88,1455661.63,1596281.52
2020-SEM1,AISHE463396,CIP1461,Diploma,TransferIn,34,34,7.22,Y,Y,Certificate,37,2014237.51,N,N,2.93,N,92.16,922985.01,4467099.27
2022-SEM2,AISHE840711,CIP2778,Diploma,Continuing,19,16,6.92,Y,Y,PhD,31,1643774.99,Y,N,33.15,Y,82.81,1433995.39,2253080.14
2024-SEM2,AISHE847835,CIP5237,Diploma,Continuing,34,24,5.82,N,Y,Diploma,59,1365720.95,Y,Y,61.27,Y,79.34,1410825.48,1337762.64
2024-TRI2,AISHE172320,CIP1585,PG,Continuing,26,23,4.82,Y,N,Certificate,68,2430094.54,N,Y,29.08,N,34.63,294894.66,587163.48
2022-TRI1,AISHE513004,CIP8428,Diploma,TransferIn,33,27,9.78,N,Y,Degree,30,1765290.26,Y,Y,23.93,N,24.33,1543300.66,372718.42
2023-TRI2,AISHE792424,CIP5178,PhD,Continuing,6,0,8.8,Y,N,PhD,65,646108.22,N,Y,75.92,Y,38.64,1265439.69,607385.21
2017-TRI1,AISHE674484,CIP9484,Certificate,Continuing,7,0,4.49,Y,N,Degree,93,2374881.94,Y,Y,22.19,Y,21.8,1651701.8,2975620.78
2020-SEM1,AISHE628405,CIP3688,UG,Continuing,34,25,9.08,N,N,PhD,72,1039862.48,N,Y,51.97,Y,94.77,1201404.73,5050054.62
2022-SEM2,AISHE856594,CIP6204,UG,TransferIn,28,28,4.17,N,N,Diploma,91,1253398.68,Y,N,28.97,Y,24.88,429686.2,2676168.22
2020-TRI3,AISHE132391,CIP2930,Certificate,TransferIn,9,9,8.02,N,Y,Degree,82,764852.49,Y,N,54.77,N,90.67,234023.16,3965408.84
2018-SEM2,AISHE932418,CIP9331,Certificate,FirstTime,23,17,4.94,Y,Y,Certificate,67,68843.88,Y,N,96.24,N,62.31,578428.94,2156498.0
2020-TRI3,AISHE418383,CIP1705,PG,FirstTime,27,18,7.6,N,Y,Diploma,64,954220.2,Y,N,24.58,Y,13.3,189786.38,1920466.55
2016-TRI1,AISHE265582,CIP3351,Diploma,ReEntry,6,2,6.25,N,N,Degree,20,2141464.3,N,Y,30.87,N,59.39,1348693.62,4168403.32
2024-TRI1,AISHE231890,CIP6850,PhD,FirstTime,9,1,7.88,Y,Y,Certificate,40,1719449.7,N,N,77.27,N,29.68,256164.05,3455908.49
2023-SEM2,AISHE691244,CIP8801,UG,TransferIn,14,6,7.73,Y,Y,PG_Diploma,65,564442.69,N,Y,9.11,Y,29.58,1931211.89,4708605.87
2021-SEM2,AISHE235607,CIP6230,UG,Continuing,24,17,4.09,N,N,PG_Diploma,42,1617936.41,Y,N,19.85,N,57.79,1926263.82,1633424.81
2018-TRI2,AISHE879007,CIP1422,Diploma,TransferIn,10,10,7.59,Y,Y,Certificate,54,237798.15,Y,N,80.94,Y,25.3,214685.88,917771.77
2018-TRI1,AISHE811213,CIP5415,Diploma,ReEntry,20,17,8.73,N,Y,Degree,93,1550820.69,Y,Y,71.82,Y,42.45,1360151.21,4130325.71
2019-SEM2,AISHE634524,CIP8123,Certificate,TransferIn,24,24,6.22,Y,N,Diploma,78,252194.32,Y,Y,34.75,N,39.44,1865628.75,1627433.99
2020-SEM2,AISHE721126,CIP8693,PhD,ReEntry,29,24,9.37,Y,N,Certificate,81,1393073.17,N,Y,45.2,Y,55.88,1547662.43,1018189.82
2020-TRI2,AISHE373202,CIP5894,Diploma,FirstTime,11,0,8.01,N,Y,Degree,28,1880537.58,Y,Y,66.54,Y,63.62,1978631.78,4004849.18
2021-TRI3,AISHE749641,CIP9055,Certificate,TransferIn,10,5,7.5,N,Y,PhD,93,1354250.14,N,N,0.55,N,39.11,2169120.91,759662.73
2016-TRI2,AISHE111581,CIP4743,UG,ReEntry,26,21,4.57,Y,N,PhD,51,540803.71,N,N,2.99,Y,14.48,1255798.81,2882209.4
2019-TRI3,AISHE469580,CIP1619,PhD,ReEntry,7,6,4.54,Y,N,PG_Diploma,66,2477673.6,Y,Y,62.79,N,48.3,810088.97,3042339.27
2023-SEM2,AISHE771550,CIP6736,PhD,Continuing,21,14,7.36,N,N,Certificate,94,1010508.26,N,Y,39.46,N,54.54,631347.04,2667789.79
2025-SEM1,AISHE817961,CIP7692,PhD,TransferIn,34,24,4.14,Y,Y,PG_Diploma,81,1784167.36,Y,N,65.87,Y,81.35,1470072.47,3413691.18
2023-TRI3,AISHE885125,CIP1036,PhD,FirstTime,35,31,4.0,Y,Y,Certificate,85,1851865.76,Y,N,45.58,N,81.93,867728.31,3421191.04
2016-TRI1,AISHE176115,CIP7244,Diploma,TransferIn,13,6,8.63,Y,N,Degree,9,2427228.19,N,Y,9.52,Y,45.59,462533.76,862405.6
2020-SEM2,AISHE672760,CIP6003,PG,ReEntry,33,29,5.26,Y,Y,PG_Diploma,72,1999038.2,N,Y,25.59,Y,33.37,1261039.31,2000593.79
2020-SEM2,AISHE104062,CIP8817,UG,TransferIn,14,12,9.33,N,Y,Certificate,88,1602611.91,N,N,92.21,N,89.42,331541.82,2031552.1
2021-TRI1,AISHE635114,CIP8603,UG,TransferIn,34,29,7.32,Y,Y,Diploma,89,700405.69,N,N,22.87,Y,26.01,1034873.28,3808398.73
2022-SEM2,AISHE998323,CIP7118,Diploma,ReEntry,20,11,6.49,Y,Y,Degree,28,2144123.59,Y,Y,36.04,N,72.8,1744898.34,3250599.03
2017-TRI2,AISHE988881,CIP2014,UG,FirstTime,20,14,4.47,N,Y,Degree,46,676239.19,Y,Y,33.37,N,38.2,536498.69,3224915.58
2017-TRI2,AISHE678713,CIP2586,Certificate,Continuing,10,3,4.89,Y,N,PG_Diploma,16,2398427.75,Y,Y,33.07,Y,85.23,948336.63,1185854.85
2016-SEM1,AISHE359112,CIP8596,PG,TransferIn,12,6,9.38,Y,Y,PG_Diploma,92,2204237.4,Y,Y,83.9,Y,87.75,1216713.87,4562797.78
2022-SEM1,AISHE937816,CIP5806,Diploma,TransferIn,27,20,9.11,N,Y,Diploma,35,1228610.1,Y,N,33.12,Y,53.64,859163.15,5016113.86
2020-TRI1,AISHE612863,CIP2734,PG,FirstTime,22,19,9.87,Y,Y,Certificate,51,1409040.56,N,N,86.03,Y,51.29,819582.62,2503944.55
2018-SEM1,AISHE398007,CIP2094,UG,Continuing,33,22,9.23,Y,Y,Diploma,38,941201.97,N,Y,65.65,Y,48.91,1469346.59,3259025.28
2023-TRI3,AISHE214308,CIP7872,Certificate,TransferIn,25,25,4.82,Y,N,Certificate,69,82049.86,N,Y,43.46,N,10.15,805443.53,795971.55
2016-TRI3,AISHE303378,CIP1337,PG,TransferIn,31,20,6.46,Y,Y,Degree,42,178699.02,N,Y,35.09,Y,51.41,415330.57,1923646.65
2020-SEM2,AISHE389724,CIP4354,Certificate,FirstTime,28,27,6.11,N,N,Degree,25,1206204.37,N,N,81.8,N,45.25,857842.39,2908139.25
2021-TRI2,AISHE640943,CIP1923,UG,ReEntry,15,10,6.38,N,N,PhD,63,2342762.36,Y,Y,13.33,Y,95.35,900836.91,4197248.16
2019-TRI1,AISHE766829,CIP2773,UG,ReEntry,8,0,8.16,N,N,Degree,48,1561288.26,N,N,17.58,Y,78.63,2116667.58,1427298.87
2021-TRI3,AISHE165958,CIP4068,PG,FirstTime,34,25,8.75,Y,N,Degree,89,1538448.67,Y,Y,74.33,Y,29.02,1321858.76,2183694.67
2017-TRI1,AISHE111586,CIP6254,PG,Continuing,33,22,7.88,N,N,Diploma,94,491679.06,Y,N,3.28,N,57.28,1767860.3,2259841.3
2022-SEM2,AISHE269935,CIP6453,PG,ReEntry,24,14,9.37,Y,N,Certificate,60,1284938.85,N,N,61.03,Y,45.14,356427.72,3760657.14
