safe_traffic_crash_date,safe_traffic_crash_time,safe_traffic_roadway_segment_id,safe_traffic_intersection_related_flag,safe_traffic_vehicle_count_involved,safe_traffic_pedestrian_involved_flag,safe_traffic_cyclist_involved_flag,safe_traffic_work_zone_flag,safe_traffic_weather_condition_code,safe_traffic_lighting_condition_code,safe_traffic_speed_limit_mph,safe_traffic_estimated_travel_speed_mph,safe_traffic_driver_impairment_flag,safe_traffic_seatbelt_use_flag,safe_traffic_airbag_deployed_flag,safe_traffic_injury_outcome_max,safe_traffic_tow_away_flag,safe_traffic_fatality_count,safe_traffic_crash_cause_primary,safe_traffic_post_crash_care_minutes
2018-03-14,10:51:00,SEG0000001534,0,4,1,1,0,RAIN,DAWN,45,50.3,0,1,0,POSSIBLE,0,0,DISTRACTED,36
2018-03-15,10:58:00,SEG0000001535,0,5,0,0,0,OTHER,DARK_UNLIGHTED,65,70.9,0,1,0,POSSIBLE,1,0,SIGNAL_VIOLATION,205
2018-03-16,11:05:00,SEG0000001536,0,5,0,0,0,CLEAR,DAYLIGHT,40,25.8,1,1,0,PDO,0,0,REAR_END,65
2018-03-17,11:12:00,SEG0000001537,0,5,0,0,0,SNOW,DUSK,50,67.4,1,1,1,INCAP,1,0,SPEEDING,54
2018-03-18,11:19:00,SEG0000001538,1,2,0,0,0,ICE,DAYLIGHT,35,23.2,0,1,1,PDO,0,0,REAR_END,32
2018-03-19,11:26:00,SEG0000001539,0,3,0,0,0,CLEAR,DARK_LIGHTED,35,26.6,0,1,0,PDO,1,1,DISTRACTED,137
2018-03-20,11:33:00,SEG0000001540,1,1,0,0,0,CLEAR,DARK_UNLIGHTED,40,26.6,0,0,1,NONINCAP,0,0,REAR_END,72
2018-03-21,11:40:00,SEG0000001541,0,5,0,0,0,CLEAR,DAYLIGHT,35,21.9,0,1,1,POSSIBLE,0,1,DISTRACTED,175
2018-03-22,11:47:00,SEG0000001542,0,8,0,0,0,CLEAR,DAYLIGHT,60,54.9,0,1,1,PDO,0,0,WEATHER,40
2018-03-23,11:54:00,SEG0000001543,0,1,0,0,1,CLEAR,DAYLIGHT,20,19.8,0,1,1,PDO,1,0,IMPAIRED,2
2018-03-24,12:01:00,SEG0000001544,0,2,0,0,0,SNOW,DAYLIGHT,50,30.5,0,1,1,INCAP,1,1,WEATHER,177
2018-03-25,12:08:00,SEG0000001545,0,3,0,0,0,WIND,DUSK,20,19.5,0,1,0,PDO,0,2,IMPAIRED,72
2018-03-26,12:15:00,SEG0000001546,0,7,1,0,0,FOG,DAYLIGHT,45,34.1,0,1,1,NONINCAP,0,0,DISTRACTED,40
2018-03-27,12:22:00,SEG0000001547,0,6,1,0,0,CLEAR,DAYLIGHT,60,50.2,1,1,0,PDO,1,0,SPEEDING,104
2018-03-28,12:29:00,SEG0000001548,0,7,0,0,0,ICE,DARK_UNLIGHTED,25,21.8,0,1,1,NONINCAP,1,0,DISTRACTED,166
2018-03-29,12:36:00,SEG0000001549,1,2,0,0,0,SNOW,DAYLIGHT,45,50.2,0,1,1,POSSIBLE,1,0,REAR_END,122
2018-03-30,12:43:00,SEG0000001550,0,8,0,0,0,RAIN,DARK_LIGHTED,55,52.7,1,1,1,PDO,0,0,DISTRACTED,236
2018-03-31,12:50:00,SEG0000001551,0,1,0,0,0,CLEAR,DAWN,60,54.5,0,1,1,INCAP,0,0,SIGNAL_VIOLATION,219
2018-04-01,12:57:00,SEG0000001552,0,4,0,0,0,CLEAR,DAWN,35,29.4,0,1,0,PDO,0,0,REAR_END,186
2018-04-02,13:04:00,SEG0000001553,1,8,1,0,0,CLEAR,DUSK,40,37.0,0,1,0,PDO,0,0,SPEEDING,129
2018-04-03,13:11:00,SEG0000001554,0,2,0,0,0,CLEAR,DAYLIGHT,35,30.2,0,1,0,PDO,1,0,SPEEDING,181
2018-04-04,13:18:00,SEG0000001555,0,7,0,0,0,FOG,DARK_UNLIGHTED,25,22.3,1,1,1,PDO,1,0,WEATHER,67
2018-04-05,13:25:00,SEG0000001556,0,7,0,0,0,RAIN,DARK_UNLIGHTED,40,43.7,0,1,0,POSSIBLE,0,0,DISTRACTED,209
2018-04-06,13:32:00,SEG0000001557,0,8,0,0,0,WIND,DAYLIGHT,25,29.8,0,0,1,PDO,0,0,WEATHER,7
2018-04-07,13:39:00,SEG0000001558,1,6,0,0,0,CLEAR,DARK_LIGHTED,35,29.9,0,1,1,NONINCAP,1,0,OTHER,80
2018-04-08,13:46:00,SEG0000001559,0,2,0,0,0,RAIN,DAYLIGHT,35,26.9,0,1,1,PDO,0,0,OTHER,107
2018-04-09,13:53:00,SEG0000001560,1,7,0,0,0,CLEAR,DARK_UNLIGHTED,65,61.3,0,1,1,PDO,1,0,IMPAIRED,126
2018-04-10,14:00:00,SEG0000001561,0,2,1,0,0,RAIN,DAYLIGHT,25,17.3,0,1,0,PDO,0,0,REAR_END,73
2018-04-11,14:07:00,SEG0000001562,0,3,0,0,0,CLEAR,DARK_UNLIGHTED,55,33.5,0,1,1,PDO,0,0,IMPAIRED,187
2018-04-12,14:14:00,SEG0000001563,1,5,0,0,0,CLEAR,DUSK,65,53.4,0,1,1,NONINCAP,1,1,OTHER,172
2018-04-13,14:21:00,SEG0000001564,1,3,0,0,0,RAIN,DAYLIGHT,30,18.9,0,1,0,NONINCAP,1,0,SPEEDING,153
2018-04-14,14:28:00,SEG0000001565,1,3,0,0,0,WIND,DAYLIGHT,45,40.5,0,1,0,PDO,1,0,IMPAIRED,85
2018-04-15,14:35:00,SEG0000001566,0,8,0,0,1,CLEAR,DAYLIGHT,35,27.5,0,0,0,PDO,1,0,OTHER,80
2018-04-16,14:42:00,SEG0000001567,0,3,1,0,0,FOG,DARK_LIGHTED,60,43.1,1,1,0,PDO,0,0,REAR_END,7
2018-04-17,14:49:00,SEG0000001568,1,8,0,0,0,SNOW,DAWN,50,46.9,0,1,0,NONINCAP,1,0,SPEEDING,26
2018-04-18,14:56:00,SEG0000001569,0,1,0,0,0,SNOW,DARK_LIGHTED,30,20.1,0,1,1,PDO,1,0,OTHER,53
2018-04-19,15:03:00,SEG0000001570,1,6,0,0,0,CLEAR,DAWN,50,45.3,0,1,0,PDO,0,1,SPEEDING,215
2018-04-20,15:10:00,SEG0000001571,0,7,1,0,0,SNOW,DUSK,40,26.7,0,1,1,PDO,0,0,SIGNAL_VIOLATION,212
2018-04-21,15:17:00,SEG0000001572,1,7,1,0,1,CLEAR,DAYLIGHT,45,53.0,0,1,1,FATAL,0,0,DISTRACTED,11
2018-04-22,15:24:00,SEG0000001573,0,7,0,0,1,RAIN,DAYLIGHT,70,56.1,0,1,1,PDO,1,1,OTHER,123
2018-04-23,15:31:00,SEG0000001574,1,8,0,0,1,CLEAR,DARK_UNLIGHTED,35,31.3,0,1,0,PDO,0,0,SIGNAL_VIOLATION,72
2018-04-24,15:38:00,SEG0000001575,0,5,0,0,0,CLEAR,DARK_UNLIGHTED,35,45.0,0,0,0,POSSIBLE,0,0,DISTRACTED,237
2018-04-25,15:45:00,SEG0000001576,1,6,0,0,0,CLEAR,DAYLIGHT,45,49.5,0,1,1,INCAP,0,0,IMPAIRED,136
2018-04-26,15:52:00,SEG0000001577,0,7,0,0,0,RAIN,DAYLIGHT,55,71.2,0,0,0,POSSIBLE,0,0,IMPAIRED,219
2018-04-27,15:59:00,SEG0000001578,0,5,0,0,0,RAIN,DARK_UNLIGHTED,45,52.7,0,1,0,POSSIBLE,0,0,IMPAIRED,240
2018-04-28,16:06:00,SEG0000001579,0,8,0,0,0,WIND,DARK_LIGHTED,55,72.6,0,0,1,NONINCAP,1,0,OTHER,105
2018-04-29,16:13:00,SEG0000001580,1,8,0,1,0,SNOW,DAYLIGHT,40,28.1,1,1,0,INCAP,0,0,REAR_END,27
2018-04-30,16:20:00,SEG0000001581,0,7,0,0,0,FOG,DAYLIGHT,65,51.3,1,1,0,PDO,1,0,IMPAIRED,227
2018-05-01,16:27:00,SEG0000001582,0,4,0,0,0,SNOW,DARK_LIGHTED,25,31.5,1,1,1,PDO,0,0,DISTRACTED,194
2018-05-02,16:34:00,SEG0000001583,1,2,0,0,0,CLEAR,DAYLIGHT,30,25.7,0,1,0,PDO,0,0,REAR_END,148
2018-05-03,16:41:00,SEG0000001584,0,5,1,0,0,CLEAR,DAYLIGHT,55,67.4,1,1,1,NONINCAP,0,0,IMPAIRED,177
2018-05-04,16:48:00,SEG0000001585,0,1,0,0,1,CLEAR,DAYLIGHT,60,79.4,0,1,0,PDO,1,0,REAR_END,139
2018-05-05,16:55:00,SEG0000001586,0,5,0,0,0,CLEAR,DAYLIGHT,35,22.4,0,0,0,PDO,0,0,IMPAIRED,196
2018-05-06,17:02:00,SEG0000001587,0,3,0,0,0,RAIN,DAWN,25,26.6,0,1,0,POSSIBLE,1,0,WEATHER,216
2018-05-07,17:09:00,SEG0000001588,0,3,0,0,1,RAIN,DAYLIGHT,35,44.7,0,1,1,POSSIBLE,1,0,IMPAIRED,45
2018-05-08,17:16:00,SEG0000001589,0,7,0,0,0,OTHER,DAWN,55,61.6,0,0,1,POSSIBLE,1,1,IMPAIRED,111
2018-05-09,17:23:00,SEG0000001590,1,7,1,1,0,RAIN,DARK_LIGHTED,25,31.0,0,1,0,POSSIBLE,0,0,REAR_END,171
2018-05-10,17:30:00,SEG0000001591,1,7,0,0,0,CLEAR,DARK_LIGHTED,30,19.4,0,1,1,PDO,1,0,DISTRACTED,33
2018-05-11,17:37:00,SEG0000001592,0,6,1,0,0,CLEAR,DUSK,30,20.2,0,1,1,POSSIBLE,1,0,DISTRACTED,150
2018-05-12,17:44:00,SEG0000001593,0,6,0,0,0,CLEAR,DARK_LIGHTED,35,22.7,0,1,1,INCAP,1,0,DISTRACTED,36
2018-05-13,17:51:00,SEG0000001594,1,2,0,0,0,CLEAR,DAYLIGHT,25,25.9,0,1,0,POSSIBLE,0,0,DISTRACTED,44
2018-05-14,17:58:00,SEG0000001595,1,4,0,0,0,RAIN,DAYLIGHT,25,18.0,0,1,0,NONINCAP,0,0,SPEEDING,52
2018-05-15,18:05:00,SEG0000001596,0,4,0,0,0,RAIN,DAYLIGHT,25,24.2,0,1,1,POSSIBLE,1,0,OTHER,17
2018-05-16,18:12:00,SEG0000001597,0,4,0,0,0,CLEAR,DAYLIGHT,25,26.0,0,0,0,PDO,1,0,IMPAIRED,147
2018-05-17,18:19:00,SEG0000001598,1,1,0,0,1,CLEAR,DAYLIGHT,50,60.2,0,1,1,POSSIBLE,0,0,IMPAIRED,186
2018-05-18,18:26:00,SEG0000001599,0,7,0,0,0,RAIN,DARK_LIGHTED,40,47.0,0,1,1,PDO,1,1,SIGNAL_VIOLATION,164
2018-05-19,18:33:00,SEG0000001600,0,4,0,0,0,CLEAR,DAYLIGHT,40,32.2,0,1,0,NONINCAP,0,0,REAR_END,206
2018-05-20,18:40:00,SEG0000001601,1,5,0,0,0,CLEAR,DAYLIGHT,30,27.7,0,1,0,PDO,1,0,REAR_END,168
2018-05-21,18:47:00,SEG0000001602,0,7,0,0,0,CLEAR,DAYLIGHT,25,26.2,0,1,0,INCAP,1,0,OTHER,56
2018-05-22,18:54:00,SEG0000001603,1,6,0,0,0,CLEAR,DARK_LIGHTED,70,89.9,1,0,0,POSSIBLE,0,0,SPEEDING,57
2018-05-23,19:01:00,SEG0000001604,0,4,0,1,0,CLEAR,DAWN,45,31.7,0,1,1,POSSIBLE,0,0,OTHER,54
2018-05-24,19:08:00,SEG0000001605,0,1,0,0,0,RAIN,DAYLIGHT,40,51.2,0,1,0,PDO,0,2,DISTRACTED,122
2018-05-25,19:15:00,SEG0000001606,1,7,0,0,0,RAIN,DARK_LIGHTED,65,66.4,0,1,1,POSSIBLE,1,0,REAR_END,174
2018-05-26,19:22:00,SEG0000001607,0,5,0,0,0,CLEAR,DUSK,45,40.4,0,1,0,PDO,0,0,OTHER,142
2018-05-27,19:29:00,SEG0000001608,0,6,0,0,0,CLEAR,DARK_UNLIGHTED,60,55.0,0,1,0,PDO,1,0,DISTRACTED,81
2018-05-28,19:36:00,SEG0000001609,0,8,0,0,0,CLEAR,DAYLIGHT,30,26.6,0,1,1,NONINCAP,0,0,DISTRACTED,118
2018-05-29,19:43:00,SEG0000001610,0,4,0,0,0,CLEAR,DARK_LIGHTED,25,24.1,0,1,0,NONINCAP,0,0,OTHER,194
2018-05-30,19:50:00,SEG0000001611,0,7,0,0,1,SNOW,DAYLIGHT,65,46.1,0,1,0,PDO,0,1,SPEEDING,31
2018-05-31,19:57:00,SEG0000001612,1,1,0,0,0,RAIN,DAYLIGHT,65,73.6,0,1,0,INCAP,1,0,IMPAIRED,60
2018-06-01,20:04:00,SEG0000001613,0,4,0,0,0,CLEAR,DAYLIGHT,30,37.5,0,0,0,POSSIBLE,1,0,SIGNAL_VIOLATION,91
2018-06-02,20:11:00,SEG0000001614,1,6,0,0,0,CLEAR,DARK_LIGHTED,60,66.0,0,1,0,POSSIBLE,1,0,IMPAIRED,110
2018-06-03,20:18:00,SEG0000001615,1,2,0,0,0,CLEAR,DARK_LIGHTED,35,40.4,1,1,1,PDO,0,0,DISTRACTED,188
2018-06-04,20:25:00,SEG0000001616,0,1,0,0,0,ICE,DAYLIGHT,35,20.5,0,1,1,POSSIBLE,0,0,OTHER,144
2018-06-05,20:32:00,SEG0000001617,0,4,1,0,1,OTHER,DUSK,45,44.2,0,1,0,PDO,0,0,SIGNAL_VIOLATION,11
2018-06-06,20:39:00,SEG0000001618,1,1,0,0,0,CLEAR,DAYLIGHT,40,48.2,0,0,0,PDO,1,0,IMPAIRED,48
2018-06-07,20:46:00,SEG0000001619,0,6,1,0,0,CLEAR,DAWN,25,26.5,0,1,0,NONINCAP,0,1,DISTRACTED,109
2018-06-08,20:53:00,SEG0000001620,0,7,0,0,0,RAIN,DARK_LIGHTED,30,33.3,0,1,0,PDO,0,0,OTHER,80
2018-06-09,21:00:00,SEG0000001621,0,2,0,0,0,OTHER,DAYLIGHT,45,52.4,0,1,1,INCAP,1,0,WEATHER,166
2018-06-10,21:07:00,SEG0000001622,0,5,0,0,0,RAIN,DAYLIGHT,30,27.4,0,1,0,INCAP,1,0,DISTRACTED,24
2018-06-11,21:14:00,SEG0000001623,0,5,0,1,0,ICE,DAYLIGHT,45,49.8,0,0,0,POSSIBLE,0,0,WEATHER,48
2018-06-12,21:21:00,SEG0000001624,0,7,0,0,1,CLEAR,DUSK,25,29.1,0,1,1,PDO,0,0,SIGNAL_VIOLATION,211
2018-06-13,21:28:00,SEG0000001625,0,1,0,0,0,CLEAR,DAYLIGHT,25,21.8,0,1,1,PDO,0,0,DISTRACTED,176
2018-06-14,21:35:00,SEG0000001626,1,1,0,0,0,CLEAR,DAYLIGHT,45,50.7,0,0,1,INCAP,0,0,IMPAIRED,196
2018-06-15,21:42:00,SEG0000001627,0,1,0,0,0,CLEAR,DAYLIGHT,35,33.6,1,1,0,NONINCAP,1,0,DISTRACTED,27
2018-06-16,21:49:00,SEG0000001628,0,8,0,0,0,CLEAR,DARK_LIGHTED,20,18.6,1,1,0,PDO,1,0,WEATHER,237
2018-06-17,21:56:00,SEG0000001629,1,2,0,0,0,RAIN,DAYLIGHT,40,26.7,0,1,0,PDO,0,0,DISTRACTED,104
2018-06-18,22:03:00,SEG0000001630,0,3,0,0,0,CLEAR,DAYLIGHT,50,31.7,0,1,0,POSSIBLE,0,0,WEATHER,41
2018-06-19,22:10:00,SEG0000001631,1,4,1,0,0,CLEAR,DAYLIGHT,55,36.4,0,1,0,PDO,0,0,OTHER,23
2018-06-20,22:17:00,SEG0000001632,0,4,0,0,0,CLEAR,DAYLIGHT,45,34.8,0,1,0,NONINCAP,0,0,REAR_END,147
2018-06-21,22:24:00,SEG0000001633,0,2,0,0,0,ICE,DARK_LIGHTED,30,38.7,0,1,1,NONINCAP,1,0,SPEEDING,22
2018-06-22,22:31:00,SEG0000001634,0,1,0,0,0,CLEAR,DAYLIGHT,50,55.7,1,1,1,PDO,0,0,REAR_END,176
2018-06-23,22:38:00,SEG0000001635,0,4,0,0,0,SNOW,DAYLIGHT,35,24.9,1,1,1,POSSIBLE,0,0,DISTRACTED,189
2018-06-24,22:45:00,SEG0000001636,0,7,0,0,0,CLEAR,DAYLIGHT,30,27.9,0,0,1,POSSIBLE,1,0,SPEEDING,96
2018-06-25,22:52:00,SEG0000001637,0,3,0,0,1,CLEAR,DAYLIGHT,65,59.7,0,0,1,PDO,0,0,REAR_END,65
2018-06-26,22:59:00,SEG0000001638,1,5,0,0,0,CLEAR,DARK_UNLIGHTED,40,24.5,0,0,0,POSSIBLE,0,0,DISTRACTED,16
2018-06-27,23:06:00,SEG0000001639,1,1,0,0,0,FOG,DAYLIGHT,40,39.4,0,1,0,POSSIBLE,0,0,WEATHER,60
2018-06-28,23:13:00,SEG0000001640,0,5,0,0,0,CLEAR,DAWN,35,43.6,1,1,0,PDO,1,0,WEATHER,92
2018-06-29,23:20:00,SEG0000001641,0,5,1,0,0,CLEAR,DAWN,55,49.5,0,1,0,PDO,0,0,IMPAIRED,224
2018-06-30,23:27:00,SEG0000001642,1,8,0,0,0,ICE,DAYLIGHT,35,23.9,0,1,0,PDO,0,0,SIGNAL_VIOLATION,151
2018-07-01,23:34:00,SEG0000001643,0,1,0,0,0,RAIN,DARK_LIGHTED,35,23.3,0,1,0,POSSIBLE,0,0,SIGNAL_VIOLATION,197
2018-07-02,23:41:00,SEG0000001644,1,1,0,0,0,CLEAR,DUSK,55,67.2,0,1,1,PDO,0,0,DISTRACTED,21
2018-07-03,23:48:00,SEG0000001645,1,8,0,0,0,RAIN,DARK_UNLIGHTED,35,38.8,0,1,1,POSSIBLE,1,0,DISTRACTED,107
2018-07-04,23:55:00,SEG0000001646,1,2,0,0,0,CLEAR,DAYLIGHT,30,39.3,0,1,0,NONINCAP,0,0,SPEEDING,104
2018-07-05,00:02:00,SEG0000001647,0,6,0,0,0,CLEAR,DAYLIGHT,25,28.9,0,1,1,NONINCAP,1,0,DISTRACTED,201
2018-07-06,00:09:00,SEG0000001648,1,8,0,0,0,CLEAR,DAYLIGHT,55,59.8,0,1,0,NONINCAP,0,0,SIGNAL_VIOLATION,205
2018-07-07,00:16:00,SEG0000001649,0,7,0,0,0,OTHER,DAYLIGHT,30,38.6,0,1,0,POSSIBLE,0,0,SPEEDING,33
2018-07-08,00:23:00,SEG0000001650,0,3,0,0,0,CLEAR,DUSK,30,30.1,0,1,1,POSSIBLE,1,0,IMPAIRED,11
2018-07-09,00:30:00,SEG0000001651,1,1,0,0,0,CLEAR,DAWN,55,63.7,0,1,0,POSSIBLE,0,0,WEATHER,138
2018-07-10,00:37:00,SEG0000001652,0,6,0,1,1,CLEAR,DAWN,40,23.7,0,1,1,POSSIBLE,0,0,REAR_END,232
2018-07-11,00:44:00,SEG0000001653,0,8,1,0,0,CLEAR,DARK_LIGHTED,25,18.9,0,1,1,NONINCAP,0,0,WEATHER,182
2018-07-12,00:51:00,SEG0000001654,0,5,0,0,0,CLEAR,DAWN,40,48.5,0,1,0,NONINCAP,0,0,SPEEDING,8
2018-07-13,00:58:00,SEG0000001655,1,6,0,0,0,CLEAR,DAYLIGHT,40,51.5,0,1,0,PDO,0,0,SIGNAL_VIOLATION,13
2018-07-14,01:05:00,SEG0000001656,1,1,0,0,0,CLEAR,DUSK,55,38.0,0,1,0,PDO,1,0,DISTRACTED,202
2018-07-15,01:12:00,SEG0000001657,0,3,0,0,0,CLEAR,DARK_UNLIGHTED,35,35.5,0,1,0,PDO,0,0,DISTRACTED,195
2018-07-16,01:19:00,SEG0000001658,1,5,0,0,0,SNOW,DAYLIGHT,30,19.3,0,1,1,POSSIBLE,1,0,SPEEDING,155
2018-07-17,01:26:00,SEG0000001659,0,6,0,0,0,ICE,DAYLIGHT,50,44.6,0,1,0,PDO,0,0,WEATHER,83
2018-07-18,01:33:00,SEG0000001660,1,8,0,1,0,OTHER,DAYLIGHT,40,39.0,1,1,1,PDO,1,0,IMPAIRED,35
2018-07-19,01:40:00,SEG0000001661,1,5,0,0,1,CLEAR,DAYLIGHT,25,19.0,0,1,1,PDO,0,0,WEATHER,133
2018-07-20,01:47:00,SEG0000001662,0,5,0,0,0,CLEAR,DAYLIGHT,40,50.5,1,1,0,PDO,1,0,WEATHER,200
2018-07-21,01:54:00,SEG0000001663,0,5,0,0,0,CLEAR,DAYLIGHT,50,56.9,0,0,0,INCAP,0,0,REAR_END,206
2018-07-22,02:01:00,SEG0000001664,0,3,0,0,0,CLEAR,DAYLIGHT,50,59.5,1,1,1,POSSIBLE,0,0,OTHER,115
2018-07-23,02:08:00,SEG0000001665,1,8,0,0,0,SNOW,DAYLIGHT,70,81.0,0,1,0,NONINCAP,0,0,SIGNAL_VIOLATION,57
2018-07-24,02:15:00,SEG0000001666,1,6,0,0,0,RAIN,DAYLIGHT,25,26.9,0,1,1,PDO,0,0,REAR_END,4
2018-07-25,02:22:00,SEG0000001667,0,5,0,0,0,CLEAR,DARK_LIGHTED,30,19.9,0,1,1,PDO,0,0,REAR_END,121
2018-07-26,02:29:00,SEG0000001668,0,3,0,0,0,ICE,DARK_LIGHTED,65,87.1,0,1,0,NONINCAP,0,0,SIGNAL_VIOLATION,43
2018-07-27,02:36:00,SEG0000001669,1,1,0,0,0,WIND,DARK_LIGHTED,20,20.7,0,1,1,PDO,0,0,IMPAIRED,51
2018-07-28,02:43:00,SEG0000001670,0,4,0,0,0,CLEAR,DARK_UNLIGHTED,65,60.0,0,1,0,NONINCAP,1,0,SPEEDING,47
2018-07-29,02:50:00,SEG0000001671,0,4,0,0,0,CLEAR,DAYLIGHT,35,22.0,0,1,1,POSSIBLE,0,0,WEATHER,164
2018-07-30,02:57:00,SEG0000001672,1,2,0,0,0,CLEAR,DAYLIGHT,30,31.6,0,1,0,INCAP,0,0,DISTRACTED,8
2018-07-31,03:04:00,SEG0000001673,1,5,0,1,0,CLEAR,DARK_LIGHTED,50,52.6,0,1,0,PDO,0,0,SPEEDING,155
2018-08-01,03:11:00,SEG0000001674,0,3,1,0,0,OTHER,DARK_UNLIGHTED,55,33.4,0,0,1,PDO,1,0,SPEEDING,149
2018-08-02,03:18:00,SEG0000001675,1,7,0,0,0,CLEAR,DAYLIGHT,50,54.7,0,0,0,NONINCAP,0,0,REAR_END,121
2018-08-03,03:25:00,SEG0000001676,0,2,0,0,0,CLEAR,DARK_LIGHTED,25,17.8,0,1,0,PDO,0,1,SIGNAL_VIOLATION,96
2018-08-04,03:32:00,SEG0000001677,0,2,0,0,0,CLEAR,DAYLIGHT,45,59.0,0,1,0,POSSIBLE,0,0,SIGNAL_VIOLATION,50
2018-08-05,03:39:00,SEG0000001678,0,4,0,0,0,ICE,DAYLIGHT,35,34.4,0,1,1,INCAP,0,0,REAR_END,138
2018-08-06,03:46:00,SEG0000001679,1,5,0,0,0,CLEAR,DUSK,35,45.4,0,1,0,POSSIBLE,0,0,DISTRACTED,101
2018-08-07,03:53:00,SEG0000001680,0,6,0,0,0,CLEAR,DAYLIGHT,50,31.1,0,1,0,INCAP,1,0,SIGNAL_VIOLATION,34
2018-08-08,04:00:00,SEG0000001681,0,3,0,0,0,CLEAR,DAYLIGHT,45,54.4,0,1,1,NONINCAP,1,0,REAR_END,23
2018-08-09,04:07:00,SEG0000001682,0,2,0,0,0,RAIN,DUSK,30,18.1,0,1,1,PDO,0,0,SIGNAL_VIOLATION,97
2018-08-10,04:14:00,SEG0000001683,0,7,1,0,1,CLEAR,DARK_UNLIGHTED,25,22.3,0,0,0,POSSIBLE,0,0,IMPAIRED,172
2018-08-11,04:21:00,SEG0000001684,0,4,0,0,0,CLEAR,DAYLIGHT,30,32.0,0,1,0,POSSIBLE,0,0,REAR_END,21
2018-08-12,04:28:00,SEG0000001685,1,8,0,0,0,OTHER,DARK_LIGHTED,40,24.3,0,1,0,PDO,1,0,DISTRACTED,92
2018-08-13,04:35:00,SEG0000001686,0,4,0,0,1,WIND,DAYLIGHT,50,32.4,0,0,0,POSSIBLE,0,0,SPEEDING,173
2018-08-14,04:42:00,SEG0000001687,0,3,0,0,0,RAIN,DARK_LIGHTED,50,44.5,1,1,0,INCAP,1,0,SIGNAL_VIOLATION,117
2018-08-15,04:49:00,SEG0000001688,1,5,0,0,0,WIND,DAYLIGHT,30,34.5,0,1,1,NONINCAP,0,0,WEATHER,234
2018-08-16,04:56:00,SEG0000001689,0,7,0,0,0,CLEAR,DAYLIGHT,60,41.8,0,1,0,NONINCAP,1,0,IMPAIRED,118
2018-08-17,05:03:00,SEG0000001690,1,1,0,0,0,CLEAR,DAYLIGHT,55,65.7,0,1,1,POSSIBLE,0,0,DISTRACTED,224
2018-08-18,05:10:00,SEG0000001691,0,3,0,0,0,FOG,DAYLIGHT,50,48.7,0,1,0,PDO,1,0,IMPAIRED,146
2018-08-19,05:17:00,SEG0000001692,1,1,0,0,0,RAIN,DAYLIGHT,50,53.4,0,1,0,POSSIBLE,1,0,DISTRACTED,93
2018-08-20,05:24:00,SEG0000001693,1,8,0,0,0,CLEAR,DAYLIGHT,20,13.7,0,1,0,NONINCAP,0,0,IMPAIRED,63
2018-08-21,05:31:00,SEG0000001694,0,7,1,1,0,CLEAR,DARK_UNLIGHTED,35,43.4,0,1,0,PDO,1,0,SIGNAL_VIOLATION,27
2018-08-22,05:38:00,SEG0000001695,0,5,1,0,0,CLEAR,DAYLIGHT,30,24.0,0,1,0,PDO,0,0,SPEEDING,149
2018-08-23,05:45:00,SEG0000001696,0,1,0,0,0,SNOW,DARK_UNLIGHTED,25,27.9,0,1,0,PDO,0,0,REAR_END,214
2018-08-24,05:52:00,SEG0000001697,0,3,0,0,0,OTHER,DAYLIGHT,40,46.2,0,1,0,NONINCAP,1,0,DISTRACTED,173
2018-08-25,05:59:00,SEG0000001698,0,6,0,1,0,CLEAR,DARK_LIGHTED,50,62.0,0,1,1,POSSIBLE,0,2,OTHER,48
2018-08-26,06:06:00,SEG0000001699,0,5,0,0,0,CLEAR,DAYLIGHT,35,37.0,0,1,1,PDO,1,1,SIGNAL_VIOLATION,127
2018-08-27,06:13:00,SEG0000001700,0,8,0,1,0,SNOW,DARK_LIGHTED,70,59.1,0,1,0,PDO,1,0,DISTRACTED,130
2018-08-28,06:20:00,SEG0000001701,1,3,0,0,0,CLEAR,DAYLIGHT,65,54.3,0,1,1,PDO,0,0,OTHER,11
2018-08-29,06:27:00,SEG0000001702,1,1,0,0,0,CLEAR,DAYLIGHT,40,30.0,0,0,0,POSSIBLE,0,0,REAR_END,75
2018-08-30,06:34:00,SEG0000001703,1,6,1,0,0,SNOW,DAYLIGHT,25,15.1,0,1,0,NONINCAP,0,0,DISTRACTED,202
2018-08-31,06:41:00,SEG0000001704,0,6,0,0,0,CLEAR,DARK_UNLIGHTED,50,61.8,1,1,1,POSSIBLE,0,0,DISTRACTED,207
2018-09-01,06:48:00,SEG0000001705,0,7,0,0,0,CLEAR,DARK_UNLIGHTED,50,33.6,0,1,0,PDO,1,0,SIGNAL_VIOLATION,232
2018-09-02,06:55:00,SEG0000001706,0,5,0,0,0,ICE,DARK_LIGHTED,30,33.7,0,1,0,PDO,1,0,OTHER,238
2018-09-03,07:02:00,SEG0000001707,1,1,1,0,0,RAIN,DARK_UNLIGHTED,35,24.5,0,1,1,PDO,0,1,IMPAIRED,4
2018-09-04,07:09:00,SEG0000001708,0,8,0,0,0,RAIN,DARK_UNLIGHTED,50,62.2,0,1,1,INCAP,0,0,REAR_END,82
2018-09-05,07:16:00,SEG0000001709,0,5,0,0,0,CLEAR,DAYLIGHT,30,40.1,0,1,1,PDO,0,0,IMPAIRED,113
2018-09-06,07:23:00,SEG0000001710,0,2,0,0,0,CLEAR,DAYLIGHT,45,42.0,0,1,1,INCAP,0,0,WEATHER,41
