soc_family_reference_year,soc_family_country_iso2,soc_family_region_nuts_code,soc_family_household_type_code,soc_family_children_count,soc_family_benefit_program_code,soc_family_beneficiaries_count,soc_family_mean_benefit_monthly_eur,soc_family_childcare_subsidy_flag,soc_family_parental_leave_weeks_entitled,soc_family_parental_leave_takeup_rate_pct,soc_family_birth_grant_flag,soc_family_housing_support_flag,soc_family_income_test_threshold_eur,soc_family_digital_application_rate_pct,soc_family_processing_time_days_median,soc_family_fertility_policy_index_score,soc_family_child_poverty_rate_pct,soc_family_eurostat_table_code,soc_family_data_extract_date
2010,PT,DE631,EXTENDED_FAMILY,4,HOUSING_TOPUP,10157,685.57,0,8,24.25,0,1,49538.57,62.6,67,2.098,26.73,lfso_14a,2025-09-08
2011,SI,LT914,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10422,397.89,0,52,54.37,0,1,45615.5,20.04,79,1.783,30.55,spr_fam_sum,2025-08-06
2012,AT,PT4,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,9743,717.78,0,26,29.78,0,1,56850.97,85.05,86,1.093,12.62,ilc_di07,2025-06-06
2013,HR,SE716,OTHER,1,CHILDCARE_SUBSIDY,10268,697.57,1,14,67.3,0,0,43880.19,72.08,85,2.179,6.12,spr_fam_ben,2025-02-26
2014,DK,PT43,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9856,245.62,0,0,37.72,0,0,44153.78,47.72,80,1.824,23.49,ilc_lvho14,2026-01-11
2015,FR,DE588,GUARDIANSHIP,3,BIRTH_GRANT,9971,710.5,0,40,46.66,1,0,58531.56,90.62,91,1.724,18.93,lfso_14a,2025-05-03
2016,HU,SK265,EXTENDED_FAMILY,4,HOUSING_TOPUP,10189,701.7,1,18,83.76,0,1,75516.01,86.62,84,1.068,9.17,spr_fam_sum,2025-04-07
2017,LV,CZ62,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10884,526.68,0,8,34.16,0,0,40493.52,38.98,93,1.89,32.02,ilc_di07,2025-12-14
2018,MT,SE35,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10918,410.88,0,52,43.37,0,0,53496.02,93.99,84,1.587,15.53,spr_fam_ben,2025-12-29
2019,PT,PL4,OTHER,1,CHILDCARE_SUBSIDY,10008,363.18,1,26,74.87,0,0,77526.27,51.71,80,1.299,14.3,ilc_lvho14,2026-01-26
2020,SI,FI590,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10531,666.81,0,14,82.64,0,0,25420.04,31.13,88,1.87,24.43,lfso_14a,2024-01-14
2021,AT,BG7,GUARDIANSHIP,3,BIRTH_GRANT,9751,353.73,0,0,50.88,1,0,34756.12,36.34,16,1.658,24.67,spr_fam_sum,2024-11-05
2022,HR,EE8,EXTENDED_FAMILY,4,HOUSING_TOPUP,10804,760.96,0,40,29.93,0,1,55088.0,90.65,9,1.105,10.4,ilc_di07,2025-12-10
2023,DK,ES9,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,9963,148.9,0,18,41.8,1,0,66964.96,71.97,11,1.728,29.49,spr_fam_ben,2024-01-07
2024,FR,ES5,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10164,685.58,0,8,71.14,0,0,27064.49,40.64,24,1.599,32.19,ilc_lvho14,2025-07-24
2025,HU,SE7,OTHER,1,CHILDCARE_SUBSIDY,9959,379.09,1,52,79.77,0,0,77541.25,25.24,15,1.041,12.78,lfso_14a,2026-01-01
2026,LV,EE2,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10899,323.04,0,26,18.53,1,0,49772.53,28.7,24,1.362,10.37,spr_fam_sum,2025-12-29
2010,MT,LV99,GUARDIANSHIP,3,BIRTH_GRANT,9955,329.12,0,14,28.88,1,0,24617.79,50.93,12,1.872,21.08,ilc_di07,2024-03-17
2011,PT,FI3,EXTENDED_FAMILY,4,HOUSING_TOPUP,10463,495.07,0,0,44.82,0,1,27466.86,60.4,24,1.995,12.86,spr_fam_ben,2026-02-25
2012,SI,CY62,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10803,366.85,1,40,90.48,0,0,14233.86,57.92,28,1.715,7.67,ilc_lvho14,2024-05-26
2013,AT,IE2,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10976,132.97,1,18,79.01,0,1,41972.34,93.71,13,1.585,27.12,lfso_14a,2024-10-03
2014,HR,DK26,OTHER,1,CHILDCARE_SUBSIDY,9856,191.03,1,8,17.08,0,0,51255.86,29.43,17,1.97,22.19,spr_fam_sum,2025-08-11
2015,DK,SE771,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11012,376.53,0,52,66.88,0,0,54577.28,40.26,27,2.108,22.21,ilc_di07,2025-09-21
2016,FR,FR31,GUARDIANSHIP,3,BIRTH_GRANT,10473,356.18,1,26,37.96,1,0,44658.74,92.49,28,1.021,8.77,spr_fam_ben,2024-07-31
2017,HU,LV1,EXTENDED_FAMILY,4,HOUSING_TOPUP,10937,519.02,0,14,76.81,0,1,51517.43,80.8,23,1.772,8.26,ilc_lvho14,2025-07-07
2018,LV,GR1,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10388,234.42,0,0,69.72,0,0,26043.91,36.28,16,2.094,6.67,lfso_14a,2024-09-26
2019,MT,ES80,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10711,349.96,0,40,30.83,0,0,47212.46,58.87,36,0.816,19.9,spr_fam_sum,2024-04-13
2020,PT,BG918,OTHER,1,CHILDCARE_SUBSIDY,9790,646.09,1,18,91.58,0,0,59555.3,93.47,20,1.173,13.79,ilc_di07,2025-03-21
2021,SI,HR246,FOSTER,2,PARENTAL_LEAVE_BENEFIT,9791,106.76,0,8,66.46,0,0,34083.41,32.27,19,2.044,24.56,spr_fam_ben,2025-08-19
2022,AT,PL30,GUARDIANSHIP,3,BIRTH_GRANT,10408,699.38,0,52,65.37,1,0,75765.62,88.51,34,1.841,25.84,ilc_lvho14,2024-07-14
2023,HR,LV4,EXTENDED_FAMILY,4,HOUSING_TOPUP,11011,484.93,0,26,14.59,1,1,41185.78,39.37,38,2.157,17.27,lfso_14a,2024-01-16
2024,DK,DE205,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10457,740.54,0,14,43.22,0,0,42608.89,60.94,23,1.48,31.92,spr_fam_sum,2024-03-18
2025,FR,HR438,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11180,274.5,0,0,52.78,1,0,52752.26,29.77,34,1.045,21.95,ilc_di07,2025-01-26
2026,HU,DK593,OTHER,1,CHILDCARE_SUBSIDY,10814,769.01,1,40,32.57,0,0,75548.28,97.22,26,0.94,29.64,spr_fam_ben,2024-12-22
2010,LV,HR5,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10052,122.56,1,18,72.78,0,0,52952.51,16.97,37,0.907,12.31,ilc_lvho14,2024-08-20
2011,MT,CZ45,GUARDIANSHIP,3,BIRTH_GRANT,10434,666.31,0,8,14.62,1,0,81935.45,26.44,30,1.802,14.31,lfso_14a,2024-02-25
2012,PT,SE45,EXTENDED_FAMILY,4,HOUSING_TOPUP,11254,722.99,1,52,36.7,0,1,26744.99,81.16,45,1.412,18.5,spr_fam_sum,2024-08-05
2013,SI,LT6,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11176,665.43,0,26,63.77,1,0,48542.12,44.8,37,1.719,13.72,ilc_di07,2026-01-06
2014,AT,NL19,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10075,239.06,0,14,31.08,0,0,49962.05,59.29,36,0.841,22.93,spr_fam_ben,2025-01-22
2015,HR,CZ8,OTHER,1,CHILDCARE_SUBSIDY,11180,356.49,1,0,87.43,0,0,41638.9,90.46,39,1.889,26.11,ilc_lvho14,2025-11-10
2016,DK,HU79,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10914,397.86,0,40,38.82,0,1,56789.28,78.16,31,1.197,21.68,lfso_14a,2024-03-24
2017,FR,MT142,GUARDIANSHIP,3,BIRTH_GRANT,10707,173.85,0,18,78.08,1,1,70322.03,41.69,40,1.436,22.39,spr_fam_sum,2024-08-02
2018,HU,RO3,EXTENDED_FAMILY,4,HOUSING_TOPUP,10538,409.01,0,8,84.63,0,1,13420.02,53.9,42,1.036,20.82,ilc_di07,2025-07-18
2019,LV,LT373,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11279,603.99,0,52,90.0,0,0,17811.56,25.62,34,2.16,10.37,spr_fam_ben,2025-07-31
2020,MT,LU753,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10041,684.21,0,26,39.5,0,0,33886.19,70.95,36,1.491,21.9,ilc_lvho14,2026-02-23
2021,PT,PL21,OTHER,1,CHILDCARE_SUBSIDY,10598,508.37,1,14,44.01,0,0,42939.76,49.99,47,1.341,31.66,lfso_14a,2025-01-07
2022,SI,DK331,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11072,450.72,0,0,86.56,0,0,42242.83,21.19,51,1.508,20.45,spr_fam_sum,2025-01-15
2023,AT,BE732,GUARDIANSHIP,3,BIRTH_GRANT,11064,192.57,0,40,48.29,1,1,43717.04,75.58,55,1.054,14.97,ilc_di07,2024-10-10
2024,HR,ES18,EXTENDED_FAMILY,4,HOUSING_TOPUP,10557,727.99,0,18,85.38,1,1,59344.39,50.43,58,1.859,21.77,spr_fam_ben,2024-03-12
2025,DK,CZ88,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10031,196.94,0,8,23.75,0,0,56797.03,21.82,47,2.172,16.24,ilc_lvho14,2024-09-25
2026,FR,SI84,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10545,280.61,1,52,66.5,0,0,22627.86,86.95,42,1.022,20.19,lfso_14a,2025-01-23
2010,HU,LT617,OTHER,1,CHILDCARE_SUBSIDY,11205,480.85,1,26,86.68,1,1,40074.13,77.12,59,1.468,18.8,spr_fam_sum,2025-05-23
2011,LV,FI408,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10256,474.74,0,14,25.52,0,1,31018.27,69.53,46,1.778,28.45,ilc_di07,2026-01-21
2012,MT,PL36,GUARDIANSHIP,3,BIRTH_GRANT,9909,429.06,0,0,55.67,1,0,17335.99,92.8,50,1.997,22.92,spr_fam_ben,2024-09-14
2013,PT,CZ79,EXTENDED_FAMILY,4,HOUSING_TOPUP,10232,147.02,0,40,37.12,0,1,40960.97,95.95,58,0.927,18.43,ilc_lvho14,2025-04-07
2014,SI,CZ383,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11020,550.6,0,18,76.19,0,1,32024.38,59.6,50,0.918,20.81,lfso_14a,2024-06-02
2015,AT,ES3,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10240,517.23,0,8,70.2,0,0,32795.66,40.49,49,1.751,25.11,spr_fam_sum,2025-11-08
2016,HR,RO636,OTHER,1,CHILDCARE_SUBSIDY,10315,224.71,1,52,54.03,0,0,34822.44,47.04,49,2.199,19.08,ilc_di07,2024-12-28
2017,DK,DK56,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10288,643.16,0,26,76.65,0,0,57514.6,36.76,54,1.025,17.91,spr_fam_ben,2024-12-27
2018,FR,DK38,GUARDIANSHIP,3,BIRTH_GRANT,10791,97.42,0,14,39.4,1,0,67096.4,62.1,69,0.994,10.86,ilc_lvho14,2025-04-14
2019,HU,HU3,EXTENDED_FAMILY,4,HOUSING_TOPUP,10864,145.92,0,0,33.67,0,1,28747.93,36.35,66,1.92,23.44,lfso_14a,2025-04-21
2020,LV,FR3,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10457,340.58,0,40,60.89,0,0,63103.83,23.14,62,1.117,7.83,spr_fam_sum,2025-12-15
2021,MT,SE732,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11134,241.5,0,18,71.81,0,0,68787.51,68.69,69,0.846,19.9,ilc_di07,2024-08-14
2022,PT,AT479,OTHER,1,CHILDCARE_SUBSIDY,10181,749.71,1,8,60.41,0,0,68693.66,87.77,60,1.979,28.88,spr_fam_ben,2026-02-20
2023,SI,BE455,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10912,709.54,0,52,62.0,0,0,79652.48,79.24,61,1.927,21.34,ilc_lvho14,2024-03-24
2024,AT,LU61,GUARDIANSHIP,3,BIRTH_GRANT,10277,351.57,0,26,44.05,1,0,44400.27,96.18,76,1.359,31.8,lfso_14a,2025-01-22
2025,HR,SK7,EXTENDED_FAMILY,4,HOUSING_TOPUP,10069,303.53,0,14,39.01,0,1,14198.55,89.59,66,1.036,30.82,spr_fam_sum,2025-10-24
2026,DK,DE59,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10888,648.81,0,0,49.46,0,0,75689.31,89.0,63,2.11,26.25,ilc_di07,2025-03-14
2010,FR,FR428,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11243,634.27,1,40,89.78,0,0,39778.34,97.92,72,1.96,15.75,spr_fam_ben,2024-12-12
2011,HU,LT650,OTHER,1,CHILDCARE_SUBSIDY,10263,769.74,1,18,87.67,0,0,28022.32,61.52,80,1.982,22.33,ilc_lvho14,2024-07-30
2012,LV,BG934,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10993,530.09,0,8,46.72,1,0,26742.83,64.33,66,1.786,14.41,lfso_14a,2025-09-15
2013,MT,SE5,GUARDIANSHIP,3,BIRTH_GRANT,11033,322.32,0,52,53.62,1,0,29076.68,28.02,62,0.848,7.4,spr_fam_sum,2024-08-11
2014,PT,CY821,EXTENDED_FAMILY,4,HOUSING_TOPUP,10523,301.3,1,26,51.46,1,1,49602.64,46.4,66,0.937,16.78,ilc_di07,2024-02-02
2015,SI,DK53,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10437,443.88,1,14,54.83,0,0,17587.69,76.49,74,1.105,11.01,spr_fam_ben,2025-08-06
2016,AT,SE87,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10791,624.68,0,0,76.49,1,0,78050.56,97.51,84,1.111,27.05,ilc_lvho14,2025-03-28
2017,HR,HU36,OTHER,1,CHILDCARE_SUBSIDY,11231,184.68,1,40,61.44,0,0,50211.61,47.43,82,1.435,28.7,lfso_14a,2026-01-14
2018,DK,FI7,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10693,441.37,1,18,26.8,0,1,31748.48,85.64,68,1.983,22.18,spr_fam_sum,2024-07-28
2019,FR,SI825,GUARDIANSHIP,3,BIRTH_GRANT,10459,543.22,0,8,13.69,1,0,32680.32,62.32,80,1.723,26.3,ilc_di07,2024-07-01
2020,HU,HU201,EXTENDED_FAMILY,4,HOUSING_TOPUP,10667,607.3,0,52,20.41,0,1,31594.69,71.37,83,1.223,25.11,spr_fam_ben,2025-06-18
2021,LV,BE372,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10964,598.3,0,26,51.29,0,0,62469.35,30.49,77,2.041,21.29,ilc_lvho14,2026-01-06
2022,MT,LU3,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10573,78.25,0,14,64.82,0,0,13143.97,89.94,87,1.364,30.74,lfso_14a,2025-03-23
2023,PT,PT342,OTHER,1,CHILDCARE_SUBSIDY,10373,201.26,1,0,54.95,0,0,65210.54,51.35,88,1.415,27.26,spr_fam_sum,2025-02-22
2024,SI,LV874,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11379,269.18,0,40,55.98,0,0,32453.42,79.89,90,1.764,25.71,ilc_di07,2024-11-28
2025,AT,FR7,GUARDIANSHIP,3,BIRTH_GRANT,11243,341.21,0,18,46.35,1,0,12356.99,73.21,78,1.297,33.86,spr_fam_ben,2024-09-13
2026,HR,FR30,EXTENDED_FAMILY,4,HOUSING_TOPUP,10036,299.94,1,8,69.45,0,1,26035.88,93.08,82,0.863,15.72,ilc_lvho14,2026-01-15
2010,DK,SE64,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10557,484.79,0,52,79.08,0,0,40571.19,20.2,94,1.962,15.18,lfso_14a,2025-09-21
2011,FR,DE55,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11263,455.79,0,26,70.9,0,1,14490.8,60.96,6,1.474,25.49,spr_fam_sum,2025-09-08
2012,HU,ES39,OTHER,1,CHILDCARE_SUBSIDY,11212,697.62,1,14,25.23,0,1,15478.06,27.79,4,2.142,28.3,ilc_di07,2024-10-09
2013,LV,CZ74,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11213,150.72,0,0,81.04,0,0,77358.87,18.36,5,1.936,10.51,spr_fam_ben,2024-12-15
2014,MT,PT726,GUARDIANSHIP,3,BIRTH_GRANT,10326,548.87,0,40,27.55,1,0,40116.13,83.01,6,1.099,21.35,ilc_lvho14,2026-02-06
2015,PT,EE834,EXTENDED_FAMILY,4,HOUSING_TOPUP,10521,532.33,0,18,35.64,0,1,32388.21,87.14,24,1.369,20.01,lfso_14a,2024-04-20
2016,SI,IE219,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10919,219.97,0,8,46.17,0,1,81491.94,59.18,23,1.75,29.43,spr_fam_sum,2024-08-01
2017,AT,SI278,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10502,98.39,1,52,85.54,1,0,55419.87,76.28,22,1.364,11.67,ilc_di07,2025-03-15
2018,HR,BG38,OTHER,1,CHILDCARE_SUBSIDY,11275,241.69,1,26,70.11,1,1,17899.9,66.76,14,1.503,25.54,spr_fam_ben,2025-01-29
2019,DK,HR690,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10027,573.62,0,14,32.03,0,0,53711.83,19.16,24,0.901,18.04,ilc_lvho14,2024-08-21
2020,FR,EE41,GUARDIANSHIP,3,BIRTH_GRANT,10487,110.73,0,0,36.41,1,0,39518.65,17.03,23,0.811,33.0,lfso_14a,2025-06-30
2021,HU,LU749,EXTENDED_FAMILY,4,HOUSING_TOPUP,11339,300.58,0,40,17.5,0,1,73144.1,18.42,19,1.676,26.25,spr_fam_sum,2026-01-29
2022,LV,HR152,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10513,597.67,1,18,84.62,0,0,40462.44,22.02,14,1.776,33.26,ilc_di07,2025-04-07
2023,MT,SI928,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10363,429.02,0,8,75.43,0,0,79314.67,43.17,26,0.87,24.41,spr_fam_ben,2025-06-04
2024,PT,BE45,OTHER,1,CHILDCARE_SUBSIDY,10433,578.08,1,52,82.3,0,0,28780.59,16.35,22,2.067,14.61,ilc_lvho14,2025-02-13
2025,SI,EE51,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11078,600.27,0,26,59.22,0,1,19675.4,96.08,33,1.434,22.49,lfso_14a,2025-09-14
2026,AT,MT40,GUARDIANSHIP,3,BIRTH_GRANT,10980,416.18,1,14,45.72,1,0,37755.78,89.63,32,0.842,19.35,spr_fam_sum,2024-02-23
2010,HR,MT2,EXTENDED_FAMILY,4,HOUSING_TOPUP,10823,606.87,0,0,41.68,0,1,28371.95,81.81,25,1.657,16.28,ilc_di07,2024-05-02
2011,DK,MT975,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10763,308.15,0,40,17.45,0,0,62831.55,79.95,23,1.395,21.34,spr_fam_ben,2024-11-09
2012,FR,EE74,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10225,391.88,0,18,70.22,1,1,42698.15,57.15,39,0.849,6.16,ilc_lvho14,2026-02-23
2013,HU,SK12,OTHER,1,CHILDCARE_SUBSIDY,11018,635.79,1,8,73.81,0,0,43220.37,66.49,40,1.144,6.95,lfso_14a,2025-03-18
2014,LV,MT1,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11280,542.05,0,52,49.9,0,0,46256.69,97.95,35,1.995,21.73,spr_fam_sum,2025-08-03
2015,MT,BE24,GUARDIANSHIP,3,BIRTH_GRANT,10218,464.11,0,26,62.21,1,0,32307.81,35.92,39,1.351,32.42,ilc_di07,2025-05-07
2016,PT,FR2,EXTENDED_FAMILY,4,HOUSING_TOPUP,10174,336.19,0,14,42.67,0,1,28661.71,15.69,44,1.996,27.65,spr_fam_ben,2025-12-04
2017,SI,BG947,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10652,344.72,1,0,48.31,0,1,48802.59,33.24,36,1.173,24.0,ilc_lvho14,2025-08-03
2018,AT,LU107,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11258,710.57,0,40,35.4,0,0,57819.13,95.19,39,1.5,10.69,lfso_14a,2025-10-27
2019,HR,SE59,OTHER,1,CHILDCARE_SUBSIDY,11117,310.12,1,18,52.53,0,0,74454.23,94.9,45,1.503,6.38,spr_fam_sum,2024-05-20
2020,DK,LU892,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10591,570.35,0,8,74.79,0,0,33215.82,86.46,31,1.329,30.09,ilc_di07,2024-09-02
2021,FR,IE64,GUARDIANSHIP,3,BIRTH_GRANT,10936,56.85,0,52,25.64,1,1,36769.55,43.54,46,1.954,14.86,spr_fam_ben,2024-02-02
2022,HU,ES47,EXTENDED_FAMILY,4,HOUSING_TOPUP,11359,344.8,0,26,32.29,0,1,19957.54,72.95,40,0.818,9.25,ilc_lvho14,2024-03-26
2023,LV,LV14,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11183,202.88,0,14,32.54,1,1,66509.36,23.69,40,0.906,29.53,lfso_14a,2025-10-02
2024,MT,CZ85,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10297,283.56,0,0,29.59,0,0,70521.1,53.01,51,0.944,19.53,spr_fam_sum,2025-05-15
2025,PT,EE5,OTHER,1,CHILDCARE_SUBSIDY,10167,368.18,1,40,25.75,0,0,16148.9,63.83,49,1.055,24.06,ilc_di07,2024-05-15
2026,SI,HR347,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10111,340.72,0,18,64.56,0,1,55374.69,25.07,35,1.123,27.32,spr_fam_ben,2024-11-11
2010,AT,IT250,GUARDIANSHIP,3,BIRTH_GRANT,10437,389.59,0,8,54.91,1,0,35282.62,32.18,43,1.954,28.69,ilc_lvho14,2025-06-07
2011,HR,SI9,EXTENDED_FAMILY,4,HOUSING_TOPUP,11285,252.89,1,52,37.83,1,1,31853.5,87.97,53,1.444,29.04,lfso_14a,2026-01-31
2012,DK,RO75,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10253,251.98,0,26,27.0,0,1,70483.2,47.49,54,1.3,30.13,spr_fam_sum,2024-12-24
2013,FR,DE3,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10725,264.44,1,14,82.13,0,1,33209.43,48.47,50,0.976,28.11,ilc_di07,2025-04-04
2014,HU,GR593,OTHER,1,CHILDCARE_SUBSIDY,11049,468.04,1,0,13.11,0,0,52109.85,43.48,52,0.818,19.92,spr_fam_ben,2025-02-07
2015,LV,LV7,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11355,664.74,0,40,53.78,0,0,39382.77,54.2,55,1.098,31.99,ilc_lvho14,2025-04-13
2016,MT,BE9,GUARDIANSHIP,3,BIRTH_GRANT,11474,612.17,0,18,47.12,1,0,35530.49,34.08,46,1.066,20.97,lfso_14a,2024-03-24
2017,PT,LV491,EXTENDED_FAMILY,4,HOUSING_TOPUP,10980,195.67,1,8,72.35,0,1,55346.76,93.23,61,1.181,24.59,spr_fam_sum,2025-05-20
2018,SI,AT65,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10946,422.0,0,52,75.04,0,1,23408.71,56.12,48,1.108,17.25,ilc_di07,2025-01-09
2019,AT,FI471,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10770,245.63,1,26,81.79,0,0,61710.49,49.37,61,1.442,31.82,spr_fam_ben,2025-02-28
2020,HR,BG92,OTHER,1,CHILDCARE_SUBSIDY,10847,384.31,1,14,39.12,0,1,13979.0,48.85,59,1.793,26.02,ilc_lvho14,2026-01-22
2021,DK,CZ438,FOSTER,2,PARENTAL_LEAVE_BENEFIT,11056,286.45,0,0,23.16,0,1,67265.6,78.2,61,0.948,9.49,lfso_14a,2025-10-30
2022,FR,PT51,GUARDIANSHIP,3,BIRTH_GRANT,10372,707.53,1,40,89.72,1,1,71623.89,19.84,62,2.189,31.58,spr_fam_sum,2025-10-03
2023,HU,HR71,EXTENDED_FAMILY,4,HOUSING_TOPUP,10857,615.83,0,18,71.94,0,1,12867.76,88.62,55,1.841,19.0,ilc_di07,2025-11-29
2024,LV,PL3,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11196,234.95,1,8,88.17,0,0,51875.35,50.29,67,1.932,14.86,spr_fam_ben,2025-08-04
2025,MT,PL86,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10559,314.31,0,52,56.27,0,0,53312.19,49.45,70,1.451,7.04,ilc_lvho14,2024-05-02
2026,PT,CY47,OTHER,1,CHILDCARE_SUBSIDY,10680,152.15,1,26,76.6,1,0,27904.68,35.33,69,0.824,25.27,lfso_14a,2025-05-31
2010,SI,ES55,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10250,320.81,0,14,22.88,0,1,33550.89,83.24,62,2.175,29.23,spr_fam_sum,2025-11-21
2011,AT,SE4,GUARDIANSHIP,3,BIRTH_GRANT,10221,627.32,0,0,26.48,1,0,40201.21,24.65,55,1.33,33.5,ilc_di07,2024-04-16
2012,HR,RO97,EXTENDED_FAMILY,4,HOUSING_TOPUP,11448,126.74,1,40,48.93,0,1,38915.52,48.49,61,1.903,9.28,spr_fam_ben,2024-07-07
2013,DK,SE562,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,10120,342.0,0,18,51.93,1,0,46819.88,36.66,69,2.133,21.77,ilc_lvho14,2024-11-29
2014,FR,IE42,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,10334,742.32,0,8,59.26,0,0,46245.61,22.61,65,1.141,16.66,lfso_14a,2024-11-17
2015,HU,LU7,OTHER,1,CHILDCARE_SUBSIDY,11013,502.78,1,52,27.64,0,1,66978.45,81.01,76,2.001,21.87,spr_fam_sum,2024-05-14
2016,LV,CZ50,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10362,64.43,0,26,80.51,1,1,19590.14,91.97,58,0.869,29.06,ilc_di07,2024-07-07
2017,MT,LU5,GUARDIANSHIP,3,BIRTH_GRANT,11023,48.38,0,14,38.1,1,0,46682.57,84.6,79,0.818,33.77,spr_fam_ben,2025-03-24
2018,PT,GR8,EXTENDED_FAMILY,4,HOUSING_TOPUP,11308,707.58,0,0,34.62,0,1,30927.42,86.57,79,1.537,12.48,ilc_lvho14,2024-09-23
2019,SI,PL82,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,11147,501.56,0,40,55.92,0,0,80941.56,88.37,66,1.614,15.53,lfso_14a,2024-03-26
2020,AT,BG19,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,11376,720.57,0,18,40.75,1,0,51403.26,59.73,64,1.153,28.91,spr_fam_sum,2025-08-20
2021,HR,HR64,OTHER,1,CHILDCARE_SUBSIDY,11156,541.34,1,8,58.54,0,0,25940.25,40.63,72,1.936,31.06,ilc_di07,2025-07-22
2022,DK,NL62,FOSTER,2,PARENTAL_LEAVE_BENEFIT,10972,358.8,0,52,26.45,1,0,76425.88,50.5,67,0.877,29.92,spr_fam_ben,2024-05-22
2023,FR,IE3,GUARDIANSHIP,3,BIRTH_GRANT,10438,431.25,0,26,75.33,1,0,63040.85,27.77,80,1.471,32.15,ilc_lvho14,2024-11-07
