health_dispar_analysis_year,health_dispar_disparity_metric_code,health_dispar_group_a_definition,health_dispar_group_b_definition,health_dispar_rate_group_a,health_dispar_rate_group_b,health_dispar_absolute_gap,health_dispar_relative_gap_ratio,health_dispar_concentration_index,health_dispar_segregation_index,health_dispar_access_to_care_index,health_dispar_insurance_coverage_gap_pct,health_dispar_preventable_hospitalization_gap,health_dispar_environmental_exposure_gap,health_dispar_food_insecurity_gap_pct,health_dispar_transport_barrier_gap_pct,health_dispar_language_access_gap_pct,health_dispar_digital_access_gap_pct,health_dispar_policy_context_code,health_dispar_intervention_priority_score
2016,INFANT_MORT,GROUP_A_1554_DEF,GROUP_B_1554_DEF,12.065,59.218,-47.153,0.2037,0.1211,0.639,0.1081,2.25,-65.12,0.9257,-14.81,-2.74,-14.25,14.21,POL_A,93.76
2019,MATERNAL_MORT,GROUP_A_1555_DEF,GROUP_B_1555_DEF,43.404,69.655,-26.251,0.6231,0.2861,0.2035,0.4876,-12.49,4.46,-0.3854,-15.08,-0.91,7.15,19.4,POL_B,64.73
2013,MATERNAL_MORT,GROUP_A_1556_DEF,GROUP_B_1556_DEF,26.887,64.632,-37.745,0.416,0.2007,0.6384,0.4461,7.05,35.62,0.2487,14.86,3.39,0.3,-2.51,POL_D,69.91
2023,DIABETES,GROUP_A_1557_DEF,GROUP_B_1557_DEF,105.472,72.0,33.472,1.4649,-0.209,0.6401,0.7642,-23.42,5.18,0.5228,-15.87,-11.55,1.14,-2.95,POL_C,33.72
2013,VACC_COVER,GROUP_A_1558_DEF,GROUP_B_1558_DEF,9.416,18.483,-9.067,0.5094,0.1627,0.2083,0.8452,24.34,140.15,0.4283,6.64,9.61,-6.27,-9.48,POL_C,69.88
2020,VACC_COVER,GROUP_A_1559_DEF,GROUP_B_1559_DEF,59.708,70.093,-10.385,0.8518,-0.289,0.6143,0.4876,-3.3,109.58,0.29,18.45,9.24,-15.17,6.14,POL_C,76.37
2015,DIABETES,GROUP_A_1560_DEF,GROUP_B_1560_DEF,64.956,62.346,2.61,1.0419,-0.1468,0.8452,0.7861,-14.83,-147.47,-0.2896,10.95,-11.8,3.34,-12.97,POL_C,28.86
2014,MATERNAL_MORT,GROUP_A_1561_DEF,GROUP_B_1561_DEF,44.564,84.051,-39.487,0.5302,-0.3183,0.5433,0.7043,-22.25,-146.59,-0.556,11.6,4.16,-17.64,-4.75,POL_B,64.24
2016,MATERNAL_MORT,GROUP_A_1562_DEF,GROUP_B_1562_DEF,18.329,85.594,-67.265,0.2141,-0.316,0.2939,0.3526,-11.55,119.76,-0.608,-16.63,-5.49,-13.52,-17.7,POL_A,55.28
2012,INFANT_MORT,GROUP_A_1563_DEF,GROUP_B_1563_DEF,97.305,44.808,52.497,2.1716,0.1682,0.6752,0.5811,-23.89,90.41,0.9039,-11.71,7.84,13.43,21.6,POL_C,36.91
2011,INFANT_MORT,GROUP_A_1564_DEF,GROUP_B_1564_DEF,1.344,30.588,-29.244,0.0439,-0.2016,0.3819,0.7536,-13.77,16.46,-0.7068,-15.85,-2.01,17.38,8.9,POL_D,20.45
2011,DIABETES,GROUP_A_1565_DEF,GROUP_B_1565_DEF,18.246,80.506,-62.26,0.2266,0.2716,0.5191,0.6526,-18.1,-102.3,-0.1978,-15.17,-11.72,-10.14,-6.88,POL_A,50.69
2019,DIABETES,GROUP_A_1566_DEF,GROUP_B_1566_DEF,61.146,101.218,-40.072,0.6041,-0.0012,0.402,0.57,-12.74,56.16,-0.3326,1.46,-11.71,16.15,20.37,POL_E,43.78
2012,LIFE_EXPECT,GROUP_A_1567_DEF,GROUP_B_1567_DEF,40.963,29.632,11.331,1.3824,-0.222,0.0683,0.0421,16.85,99.85,0.3566,-4.4,-3.14,-8.67,18.87,POL_B,44.91
2010,LIFE_EXPECT,GROUP_A_1568_DEF,GROUP_B_1568_DEF,51.026,117.337,-66.311,0.4349,-0.2058,0.2187,0.9313,-5.3,-23.9,-0.1874,-10.73,6.29,5.63,-15.26,POL_A,64.78
2016,VACC_COVER,GROUP_A_1569_DEF,GROUP_B_1569_DEF,31.419,22.689,8.73,1.3848,-0.0842,0.715,0.368,-6.63,94.52,0.3202,19.17,-0.94,2.19,15.2,POL_E,86.89
2014,ASTHMA_ED,GROUP_A_1570_DEF,GROUP_B_1570_DEF,90.169,106.243,-16.074,0.8487,0.0347,0.5232,0.0229,4.02,-77.87,0.3857,5.29,-7.13,-14.52,3.92,POL_D,93.4
2020,LIFE_EXPECT,GROUP_A_1571_DEF,GROUP_B_1571_DEF,65.327,3.748,61.579,17.4298,-0.1122,0.7472,0.2444,13.56,128.2,0.3706,-2.14,-2.68,-12.44,-19.74,POL_E,74.57
2013,CANCER_SCREEN,GROUP_A_1572_DEF,GROUP_B_1572_DEF,44.397,12.888,31.509,3.4448,0.2659,0.1968,0.6447,-11.13,7.46,0.1764,18.72,-6.51,-2.85,-2.85,POL_B,9.04
2011,OUD_TREAT,GROUP_A_1573_DEF,GROUP_B_1573_DEF,86.146,15.088,71.058,5.7096,0.2111,0.4,0.3322,-15.67,100.33,0.8704,-4.79,0.65,-16.97,1.5,POL_A,39.22
2011,OUD_TREAT,GROUP_A_1574_DEF,GROUP_B_1574_DEF,101.731,91.02,10.711,1.1177,-0.0451,0.64,0.3924,-15.32,-130.34,-0.1598,14.25,6.62,16.69,11.02,POL_B,83.87
2011,LIFE_EXPECT,GROUP_A_1575_DEF,GROUP_B_1575_DEF,114.8,95.342,19.458,1.2041,0.2104,0.3812,0.9683,15.15,92.47,-0.4842,-15.34,7.91,13.25,13.14,POL_E,25.86
2016,MATERNAL_MORT,GROUP_A_1576_DEF,GROUP_B_1576_DEF,62.783,119.709,-56.926,0.5245,-0.0174,0.5321,0.2153,-17.16,18.52,-0.4488,-8.43,-1.77,-12.32,-9.87,POL_E,38.2
2012,CANCER_SCREEN,GROUP_A_1577_DEF,GROUP_B_1577_DEF,82.639,38.729,43.91,2.1338,-0.0801,0.431,0.7035,-10.49,97.75,-0.8465,9.02,8.61,13.38,-5.86,POL_B,71.27
2024,MATERNAL_MORT,GROUP_A_1578_DEF,GROUP_B_1578_DEF,101.55,66.537,35.013,1.5262,0.1172,0.7717,0.4891,4.87,-63.93,-0.4315,3.88,-4.58,-2.4,-5.04,POL_B,82.69
2021,LIFE_EXPECT,GROUP_A_1579_DEF,GROUP_B_1579_DEF,76.675,116.06,-39.385,0.6606,-0.0027,0.5703,0.4983,-5.79,15.9,0.0412,-1.87,-10.3,10.37,4.02,POL_A,70.25
2013,DIABETES,GROUP_A_1580_DEF,GROUP_B_1580_DEF,113.81,10.47,103.34,10.8701,-0.1548,0.1763,0.4345,21.76,99.55,0.0605,-2.58,9.41,-16.06,2.26,POL_B,60.66
2018,DIABETES,GROUP_A_1581_DEF,GROUP_B_1581_DEF,108.154,85.678,22.476,1.2623,0.1705,0.2154,0.3336,-20.79,-25.61,-0.124,-0.89,5.95,-2.74,19.92,POL_C,99.87
2023,LIFE_EXPECT,GROUP_A_1582_DEF,GROUP_B_1582_DEF,75.811,27.833,47.978,2.7238,-0.1871,0.409,0.9765,5.02,-32.79,-0.1337,19.8,1.27,13.37,-9.6,POL_A,37.54
2019,OUD_TREAT,GROUP_A_1583_DEF,GROUP_B_1583_DEF,27.698,75.419,-47.721,0.3673,-0.2063,0.2543,0.9705,1.38,89.14,-0.7494,9.09,-3.79,-0.37,-18.11,POL_C,69.93
2015,OUD_TREAT,GROUP_A_1584_DEF,GROUP_B_1584_DEF,42.639,90.169,-47.53,0.4729,0.323,0.71,0.5964,5.41,-35.05,0.2995,2.02,11.66,-14.89,-15.21,POL_A,16.63
2019,INFANT_MORT,GROUP_A_1585_DEF,GROUP_B_1585_DEF,40.74,110.772,-70.032,0.3678,-0.1962,0.1241,0.5653,14.68,59.04,-0.3821,14.67,9.37,5.05,-14.34,POL_D,12.8
2009,INFANT_MORT,GROUP_A_1586_DEF,GROUP_B_1586_DEF,50.013,116.483,-66.47,0.4294,-0.2104,0.6902,0.701,-20.74,91.09,-0.5636,-18.19,-1.69,-17.47,-7.76,POL_A,71.26
2011,DIABETES,GROUP_A_1587_DEF,GROUP_B_1587_DEF,118.691,36.208,82.483,3.278,0.1153,0.6619,0.9439,-20.62,109.53,-0.4618,-11.75,-5.9,-9.71,5.38,POL_A,46.09
2013,DIABETES,GROUP_A_1588_DEF,GROUP_B_1588_DEF,34.877,23.267,11.61,1.499,0.107,0.703,0.3527,-12.47,-18.63,0.294,-6.8,-8.97,7.15,5.48,POL_D,3.45
2008,OUD_TREAT,GROUP_A_1589_DEF,GROUP_B_1589_DEF,64.994,80.872,-15.878,0.8037,-0.1864,0.7051,0.2391,15.25,149.21,0.727,19.7,-6.25,3.02,-21.77,POL_C,89.87
2025,VACC_COVER,GROUP_A_1590_DEF,GROUP_B_1590_DEF,100.189,48.398,51.791,2.0701,0.2123,0.5067,0.7442,20.85,143.32,-0.8573,-15.25,-2.64,-0.99,-7.4,POL_B,30.86
2017,LIFE_EXPECT,GROUP_A_1591_DEF,GROUP_B_1591_DEF,49.233,90.653,-41.42,0.5431,0.263,0.796,0.8053,-20.61,-137.23,-0.6704,18.44,-4.03,13.9,-9.07,POL_E,74.8
2011,MATERNAL_MORT,GROUP_A_1592_DEF,GROUP_B_1592_DEF,17.517,53.203,-35.686,0.3292,0.2763,0.6658,0.2632,-19.97,91.68,-0.1484,-1.82,-9.92,-7.37,2.0,POL_A,6.59
2010,ASTHMA_ED,GROUP_A_1593_DEF,GROUP_B_1593_DEF,18.612,38.735,-20.123,0.4805,-0.2127,0.4975,0.5475,-19.17,47.26,-0.8326,0.56,10.84,16.85,-15.08,POL_B,62.33
2017,LIFE_EXPECT,GROUP_A_1594_DEF,GROUP_B_1594_DEF,99.711,109.482,-9.771,0.9108,0.2071,0.2413,0.1417,7.29,101.93,-0.1792,4.13,5.46,14.61,7.89,POL_D,39.67
2017,DIABETES,GROUP_A_1595_DEF,GROUP_B_1595_DEF,109.799,48.131,61.668,2.2813,-0.0842,0.1024,0.094,23.72,34.56,0.2687,-16.0,-8.13,-9.45,21.65,POL_B,19.22
2013,CANCER_SCREEN,GROUP_A_1596_DEF,GROUP_B_1596_DEF,48.718,4.342,44.376,11.2202,-0.1206,0.2797,0.9172,9.97,48.99,0.5838,-2.06,4.34,12.7,-3.21,POL_B,32.99
2014,INFANT_MORT,GROUP_A_1597_DEF,GROUP_B_1597_DEF,104.396,37.484,66.912,2.7851,0.2516,0.3571,0.8583,-23.25,-5.34,-0.2182,1.87,7.92,3.1,15.07,POL_A,93.7
2018,OUD_TREAT,GROUP_A_1598_DEF,GROUP_B_1598_DEF,69.121,61.516,7.605,1.1236,0.09,0.7629,0.3742,5.35,-24.76,0.354,-2.55,-8.77,-3.04,-3.17,POL_B,87.47
2024,OUD_TREAT,GROUP_A_1599_DEF,GROUP_B_1599_DEF,57.335,102.186,-44.851,0.5611,-0.1734,0.5082,0.3609,-16.23,-106.64,-0.1279,-18.37,-6.1,-12.49,4.97,POL_E,94.05
2019,DIABETES,GROUP_A_1600_DEF,GROUP_B_1600_DEF,18.445,4.465,13.98,4.131,-0.2398,0.6136,0.0622,-1.49,52.48,0.3104,-5.7,-1.39,-12.43,8.77,POL_E,45.35
2022,LIFE_EXPECT,GROUP_A_1601_DEF,GROUP_B_1601_DEF,58.916,35.144,23.772,1.6764,0.2622,0.827,0.1044,-4.86,98.16,-0.8889,-8.81,2.21,-10.29,21.46,POL_D,52.26
2017,INFANT_MORT,GROUP_A_1602_DEF,GROUP_B_1602_DEF,13.734,36.376,-22.642,0.3776,0.2972,0.0959,0.4006,-3.31,-133.19,0.452,-16.68,-5.88,-11.42,13.97,POL_D,38.3
2023,INFANT_MORT,GROUP_A_1603_DEF,GROUP_B_1603_DEF,66.579,3.831,62.748,17.379,-0.1745,0.3105,0.8989,-21.77,-86.65,-0.5006,-15.94,-7.65,-1.19,-4.55,POL_A,15.31
2012,OUD_TREAT,GROUP_A_1604_DEF,GROUP_B_1604_DEF,22.026,15.914,6.112,1.3841,0.029,0.2324,0.4725,14.65,-44.52,-0.518,-2.38,-5.2,-6.39,-2.64,POL_B,15.04
2025,OUD_TREAT,GROUP_A_1605_DEF,GROUP_B_1605_DEF,91.561,107.233,-15.672,0.8539,0.3228,0.288,0.8065,19.4,68.55,-0.9863,-6.77,3.02,6.12,-14.78,POL_E,84.51
2022,CANCER_SCREEN,GROUP_A_1606_DEF,GROUP_B_1606_DEF,68.553,27.75,40.803,2.4704,-0.2956,0.6114,0.9424,7.64,-34.99,0.4197,-15.17,-7.17,4.32,-6.68,POL_B,82.78
2014,DIABETES,GROUP_A_1607_DEF,GROUP_B_1607_DEF,92.197,98.672,-6.475,0.9344,0.14,0.3811,0.7678,-11.52,-80.16,0.0392,19.09,8.38,-14.48,10.36,POL_D,63.52
2012,LIFE_EXPECT,GROUP_A_1608_DEF,GROUP_B_1608_DEF,69.566,7.404,62.162,9.3957,-0.0429,0.1288,0.5606,24.19,-79.21,-0.2903,-8.1,-8.35,9.44,17.73,POL_A,99.37
2025,DIABETES,GROUP_A_1609_DEF,GROUP_B_1609_DEF,45.815,102.533,-56.718,0.4468,0.2354,0.5934,0.1455,-8.34,71.9,0.0807,-1.85,2.97,2.7,2.96,POL_B,6.6
2025,INFANT_MORT,GROUP_A_1610_DEF,GROUP_B_1610_DEF,28.94,47.904,-18.964,0.6041,0.0256,0.5702,0.9886,10.02,-14.08,-0.4535,14.81,-4.67,12.79,-15.61,POL_E,95.45
2013,DIABETES,GROUP_A_1611_DEF,GROUP_B_1611_DEF,58.691,30.407,28.284,1.9302,0.234,0.401,0.9832,7.27,-68.22,0.5187,-10.19,-1.37,-11.7,11.96,POL_C,48.55
2012,DIABETES,GROUP_A_1612_DEF,GROUP_B_1612_DEF,55.997,20.112,35.885,2.7843,0.2163,0.0957,0.0386,20.04,-44.44,-0.757,-6.11,8.13,-9.68,-2.45,POL_D,28.26
2020,VACC_COVER,GROUP_A_1613_DEF,GROUP_B_1613_DEF,47.185,44.177,3.008,1.0681,0.127,0.1186,0.6407,13.76,-96.61,0.3557,-16.08,0.63,-11.91,12.07,POL_C,54.48
2021,VACC_COVER,GROUP_A_1614_DEF,GROUP_B_1614_DEF,9.887,76.081,-66.194,0.13,-0.1771,0.6973,0.8453,-13.85,52.69,-0.1959,10.91,0.7,-6.0,-13.38,POL_E,62.78
2017,DIABETES,GROUP_A_1615_DEF,GROUP_B_1615_DEF,19.611,115.845,-96.234,0.1693,0.3443,0.3267,0.5061,22.43,-118.38,0.491,12.98,-6.28,-13.51,-5.87,POL_C,33.59
2024,VACC_COVER,GROUP_A_1616_DEF,GROUP_B_1616_DEF,28.056,50.091,-22.035,0.5601,-0.1105,0.1845,0.2278,-2.05,-20.9,0.1871,13.05,11.05,4.93,7.67,POL_E,57.82
2022,VACC_COVER,GROUP_A_1617_DEF,GROUP_B_1617_DEF,83.78,82.069,1.711,1.0208,0.2738,0.0983,0.5622,-0.36,-43.96,0.0881,12.9,9.43,-14.55,13.24,POL_C,33.8
2022,MATERNAL_MORT,GROUP_A_1618_DEF,GROUP_B_1618_DEF,116.475,94.21,22.265,1.2363,0.015,0.2905,0.7456,12.65,68.03,0.3902,-5.78,-2.01,-6.01,8.29,POL_B,64.33
2013,MATERNAL_MORT,GROUP_A_1619_DEF,GROUP_B_1619_DEF,71.909,11.74,60.169,6.1251,-0.0378,0.7109,0.2136,-18.6,103.0,0.527,5.51,6.77,17.77,-4.49,POL_B,1.58
2024,DIABETES,GROUP_A_1620_DEF,GROUP_B_1620_DEF,81.119,58.126,22.993,1.3956,0.3161,0.2629,0.9882,5.52,-126.66,-0.383,10.6,-11.63,-16.45,-9.61,POL_A,88.74
2009,CANCER_SCREEN,GROUP_A_1621_DEF,GROUP_B_1621_DEF,22.036,29.534,-7.498,0.7461,-0.1858,0.4706,0.4271,-24.15,128.09,-0.5252,19.08,-3.68,-17.95,-13.91,POL_D,22.18
2023,LIFE_EXPECT,GROUP_A_1622_DEF,GROUP_B_1622_DEF,68.201,80.516,-12.315,0.847,-0.0935,0.2479,0.1939,10.87,-102.77,-0.5055,7.52,-2.63,-10.95,-7.25,POL_B,50.31
2021,CANCER_SCREEN,GROUP_A_1623_DEF,GROUP_B_1623_DEF,34.666,57.654,-22.988,0.6013,-0.2705,0.3353,0.5456,20.73,13.84,0.2729,5.76,-7.2,3.33,4.38,POL_D,14.59
2014,CANCER_SCREEN,GROUP_A_1624_DEF,GROUP_B_1624_DEF,69.77,24.777,44.993,2.8159,-0.2546,0.1962,0.5967,6.05,90.13,0.1349,-10.5,9.05,-2.31,20.59,POL_E,35.83
2012,INFANT_MORT,GROUP_A_1625_DEF,GROUP_B_1625_DEF,53.383,98.018,-44.635,0.5446,-0.266,0.648,0.1761,15.7,103.67,-0.6602,-5.75,3.01,-5.86,-20.66,POL_B,33.42
2022,CANCER_SCREEN,GROUP_A_1626_DEF,GROUP_B_1626_DEF,52.974,56.005,-3.031,0.9459,-0.1507,0.5476,0.57,-10.34,91.41,0.682,-13.86,-8.38,-8.35,-2.98,POL_C,39.02
2022,DIABETES,GROUP_A_1627_DEF,GROUP_B_1627_DEF,16.775,118.419,-101.644,0.1417,-0.2407,0.412,0.5711,16.67,87.57,-0.9228,-6.86,-11.63,-1.0,17.35,POL_D,44.6
2010,VACC_COVER,GROUP_A_1628_DEF,GROUP_B_1628_DEF,106.715,29.001,77.714,3.6797,0.23,0.7396,0.1084,-0.85,123.25,-0.7386,-6.0,4.96,14.39,13.16,POL_D,90.04
2013,DIABETES,GROUP_A_1629_DEF,GROUP_B_1629_DEF,96.366,90.413,5.953,1.0658,-0.2788,0.2784,0.7666,8.16,-35.67,0.7442,0.11,1.13,10.48,-6.87,POL_C,81.9
2020,CANCER_SCREEN,GROUP_A_1630_DEF,GROUP_B_1630_DEF,26.202,74.896,-48.694,0.3498,-0.2033,0.3188,0.7126,17.31,130.09,0.9107,6.18,3.44,-2.65,12.9,POL_E,56.06
2019,VACC_COVER,GROUP_A_1631_DEF,GROUP_B_1631_DEF,51.53,14.679,36.851,3.5105,0.1262,0.4564,0.5826,-16.93,-53.9,0.1636,-11.05,2.48,6.75,8.24,POL_A,94.93
2012,INFANT_MORT,GROUP_A_1632_DEF,GROUP_B_1632_DEF,12.005,72.265,-60.26,0.1661,0.2056,0.3432,0.477,11.83,143.7,-0.847,6.28,11.73,2.08,-16.79,POL_B,56.67
2018,ASTHMA_ED,GROUP_A_1633_DEF,GROUP_B_1633_DEF,35.74,89.557,-53.817,0.3991,0.2686,0.0654,0.6407,-22.61,36.38,0.0419,-3.92,-4.46,-2.33,-20.62,POL_D,16.94
2017,LIFE_EXPECT,GROUP_A_1634_DEF,GROUP_B_1634_DEF,56.961,107.683,-50.722,0.529,-0.0355,0.5856,0.2965,-17.73,-140.7,-0.3834,13.17,0.4,10.01,-18.25,POL_A,89.36
2025,ASTHMA_ED,GROUP_A_1635_DEF,GROUP_B_1635_DEF,99.174,15.614,83.56,6.3516,-0.3425,0.3494,0.2166,-11.59,39.01,0.9926,-17.24,-11.48,-10.37,-0.62,POL_B,91.35
2008,CANCER_SCREEN,GROUP_A_1636_DEF,GROUP_B_1636_DEF,9.247,97.799,-88.552,0.0946,-0.1233,0.4853,0.6472,-4.72,-93.82,-0.6407,9.18,7.24,13.19,-11.24,POL_C,38.09
2023,ASTHMA_ED,GROUP_A_1637_DEF,GROUP_B_1637_DEF,92.098,30.964,61.134,2.9744,0.2948,0.2517,0.9417,-11.11,50.2,0.3958,16.14,9.17,5.7,9.43,POL_C,44.66
2024,OUD_TREAT,GROUP_A_1638_DEF,GROUP_B_1638_DEF,80.673,110.51,-29.837,0.73,-0.3261,0.544,0.8554,5.94,-122.14,0.7924,-4.63,-1.3,7.82,-14.08,POL_E,78.75
2025,LIFE_EXPECT,GROUP_A_1639_DEF,GROUP_B_1639_DEF,114.851,18.024,96.827,6.3721,0.3059,0.4402,0.31,-3.76,63.72,-0.1526,-9.08,-8.52,6.19,16.36,POL_E,44.43
2016,INFANT_MORT,GROUP_A_1640_DEF,GROUP_B_1640_DEF,65.144,56.471,8.673,1.1536,0.2367,0.5202,0.8079,-13.03,-16.24,-0.5299,-3.69,2.24,4.59,-7.66,POL_A,11.09
2022,ASTHMA_ED,GROUP_A_1641_DEF,GROUP_B_1641_DEF,35.082,36.715,-1.633,0.9555,-0.0625,0.0722,0.7086,-19.84,-118.6,-0.2578,-6.73,6.31,3.88,-17.61,POL_D,75.54
2013,LIFE_EXPECT,GROUP_A_1642_DEF,GROUP_B_1642_DEF,108.598,0.803,107.795,135.2403,-0.2298,0.3395,0.9273,13.6,55.04,-0.6447,15.02,1.64,10.14,10.81,POL_A,84.98
2021,LIFE_EXPECT,GROUP_A_1643_DEF,GROUP_B_1643_DEF,92.796,96.621,-3.825,0.9604,-0.048,0.0835,0.1472,-11.92,-89.91,-0.8097,14.52,-7.6,15.16,-8.83,POL_D,91.5
2023,INFANT_MORT,GROUP_A_1644_DEF,GROUP_B_1644_DEF,90.513,59.287,31.226,1.5267,0.2241,0.4841,0.8522,-14.91,-148.28,0.7047,5.47,-10.96,6.39,11.38,POL_E,79.04
2020,DIABETES,GROUP_A_1645_DEF,GROUP_B_1645_DEF,43.948,35.389,8.559,1.2419,-0.3346,0.2097,0.8275,21.57,15.6,-0.7489,-17.5,-2.89,14.96,13.39,POL_B,62.74
2017,VACC_COVER,GROUP_A_1646_DEF,GROUP_B_1646_DEF,106.808,39.304,67.504,2.7175,0.1804,0.0611,0.2417,-0.7,26.32,0.2554,-3.86,2.84,16.87,-4.51,POL_A,54.26
2018,CANCER_SCREEN,GROUP_A_1647_DEF,GROUP_B_1647_DEF,93.102,54.302,38.8,1.7145,-0.3422,0.3529,0.3248,-17.65,-62.9,-0.7924,17.98,-3.1,0.76,8.06,POL_A,49.99
2015,DIABETES,GROUP_A_1648_DEF,GROUP_B_1648_DEF,96.655,62.965,33.69,1.5351,-0.0202,0.3536,0.6292,11.82,-94.97,-0.8124,1.8,-10.99,17.31,8.92,POL_A,44.93
2017,INFANT_MORT,GROUP_A_1649_DEF,GROUP_B_1649_DEF,89.176,18.711,70.465,4.766,-0.1911,0.4999,0.2531,-21.26,107.89,0.1531,7.4,3.25,-13.09,-13.48,POL_B,8.6
2018,LIFE_EXPECT,GROUP_A_1650_DEF,GROUP_B_1650_DEF,77.819,100.299,-22.48,0.7759,0.3478,0.3076,0.2153,-1.67,9.26,0.0238,14.26,5.85,7.72,-11.53,POL_D,43.57
2008,VACC_COVER,GROUP_A_1651_DEF,GROUP_B_1651_DEF,114.4,110.026,4.374,1.0398,0.1288,0.2438,0.9747,15.69,78.64,0.0904,-7.56,0.77,3.54,-2.64,POL_A,95.62
2023,ASTHMA_ED,GROUP_A_1652_DEF,GROUP_B_1652_DEF,108.894,96.287,12.607,1.1309,-0.2784,0.6688,0.8864,-10.4,135.0,0.2418,-9.28,5.48,-4.03,-20.95,POL_D,30.18
2023,INFANT_MORT,GROUP_A_1653_DEF,GROUP_B_1653_DEF,16.841,77.187,-60.346,0.2182,-0.0782,0.5213,0.692,0.92,1.23,-0.3679,-19.79,11.16,-7.35,4.54,POL_E,32.29
2019,VACC_COVER,GROUP_A_1654_DEF,GROUP_B_1654_DEF,41.144,20.944,20.2,1.9645,-0.0083,0.5198,0.7196,-4.3,103.28,0.3062,10.36,-8.25,4.34,12.36,POL_A,75.73
2014,ASTHMA_ED,GROUP_A_1655_DEF,GROUP_B_1655_DEF,30.314,46.208,-15.894,0.656,0.1274,0.4389,0.392,-15.06,-96.9,0.9623,11.18,-7.07,13.71,7.03,POL_E,34.18
2008,MATERNAL_MORT,GROUP_A_1656_DEF,GROUP_B_1656_DEF,18.498,79.039,-60.541,0.234,-0.2115,0.4666,0.8958,14.28,-28.77,-0.6719,9.91,10.22,2.18,-2.37,POL_B,3.06
2012,CANCER_SCREEN,GROUP_A_1657_DEF,GROUP_B_1657_DEF,33.477,70.488,-37.011,0.4749,-0.2194,0.8059,0.1477,16.11,65.92,-0.0154,-15.44,9.74,12.32,-10.21,POL_A,94.95
2013,LIFE_EXPECT,GROUP_A_1658_DEF,GROUP_B_1658_DEF,117.998,5.564,112.434,21.2074,0.166,0.5802,0.5653,11.71,52.7,-0.0833,17.72,-0.94,11.26,-16.41,POL_D,92.88
2010,LIFE_EXPECT,GROUP_A_1659_DEF,GROUP_B_1659_DEF,113.806,34.898,78.908,3.2611,0.0981,0.4812,0.6963,-18.68,114.67,-0.2292,13.59,1.72,-16.25,16.43,POL_C,55.0
2018,LIFE_EXPECT,GROUP_A_1660_DEF,GROUP_B_1660_DEF,6.793,25.159,-18.366,0.27,-0.304,0.3707,0.3402,9.72,-55.28,-0.2017,-12.34,5.83,2.35,-12.79,POL_E,73.73
2013,ASTHMA_ED,GROUP_A_1661_DEF,GROUP_B_1661_DEF,109.04,116.414,-7.374,0.9367,-0.2877,0.79,0.8005,21.62,60.96,-0.9905,8.92,-4.45,-7.04,12.12,POL_E,25.44
2015,DIABETES,GROUP_A_1662_DEF,GROUP_B_1662_DEF,75.424,113.461,-38.037,0.6648,-0.2961,0.6847,0.1736,19.58,92.25,-0.9856,2.12,1.36,-0.87,-17.87,POL_A,35.5
2016,DIABETES,GROUP_A_1663_DEF,GROUP_B_1663_DEF,70.777,16.924,53.853,4.182,-0.0527,0.719,0.6869,12.2,35.69,-0.2132,-5.68,3.53,10.32,-10.98,POL_D,19.17
2012,LIFE_EXPECT,GROUP_A_1664_DEF,GROUP_B_1664_DEF,0.565,51.916,-51.351,0.0109,-0.1959,0.7695,0.4298,-9.33,-16.31,-0.93,-14.44,-3.27,6.68,12.19,POL_B,26.85
2023,CANCER_SCREEN,GROUP_A_1665_DEF,GROUP_B_1665_DEF,29.564,85.478,-55.914,0.3459,-0.0033,0.0871,0.0201,-7.8,-133.01,-0.071,7.36,0.09,7.01,-2.64,POL_E,27.55
2018,VACC_COVER,GROUP_A_1666_DEF,GROUP_B_1666_DEF,4.664,102.283,-97.619,0.0456,0.3133,0.0591,0.4747,5.78,-80.21,-0.9631,-8.02,-11.97,0.41,12.08,POL_C,28.26
2012,LIFE_EXPECT,GROUP_A_1667_DEF,GROUP_B_1667_DEF,16.683,64.748,-48.065,0.2577,-0.0695,0.7256,0.2038,0.07,-94.94,-0.0132,-1.55,-11.4,-17.77,-8.16,POL_A,37.73
2012,ASTHMA_ED,GROUP_A_1668_DEF,GROUP_B_1668_DEF,88.218,26.354,61.864,3.3474,-0.1306,0.8125,0.1368,21.23,9.92,0.7047,16.6,2.99,-14.16,1.68,POL_C,86.61
2016,OUD_TREAT,GROUP_A_1669_DEF,GROUP_B_1669_DEF,42.704,98.821,-56.117,0.4321,-0.1005,0.575,0.3544,16.52,-9.37,-0.1017,6.49,6.31,-17.18,2.22,POL_A,65.54
2022,MATERNAL_MORT,GROUP_A_1670_DEF,GROUP_B_1670_DEF,69.221,17.055,52.166,4.0587,0.1425,0.1269,0.3851,2.48,21.35,0.2293,-0.55,11.41,13.27,7.81,POL_A,24.82
2025,LIFE_EXPECT,GROUP_A_1671_DEF,GROUP_B_1671_DEF,98.22,7.741,90.479,12.6883,0.1717,0.0861,0.1329,24.8,35.67,0.2105,12.84,-9.46,-7.58,19.51,POL_E,11.81
2018,DIABETES,GROUP_A_1672_DEF,GROUP_B_1672_DEF,38.691,36.316,2.375,1.0654,0.286,0.6689,0.3541,23.68,-131.92,-0.2343,-8.54,3.41,-15.3,4.36,POL_D,57.85
2024,OUD_TREAT,GROUP_A_1673_DEF,GROUP_B_1673_DEF,65.424,107.377,-41.953,0.6093,-0.2922,0.8481,0.965,8.57,-107.85,-0.0198,7.3,0.33,6.34,17.44,POL_B,39.18
