house_homeless_reference_year,house_homeless_country_iso2,house_homeless_region_nuts_code,house_homeless_measurement_method_code,house_homeless_total_count,house_homeless_sheltered_count,house_homeless_unsheltered_count,house_homeless_temporary_accommodation_count,house_homeless_youth_share_pct,house_homeless_women_share_pct,house_homeless_migrant_share_pct,house_homeless_duration_long_term_share_pct,house_homeless_health_needs_share_pct,house_homeless_housing_first_programme_flag,house_homeless_support_service_capacity,house_homeless_evictions_count,house_homeless_rent_arrears_share_pct,house_homeless_data_source,house_homeless_revision_round,house_homeless_data_extract_date
2017,PL,PT76,ADMIN_REGISTER,65328,50068,10928,16001,15.77,44.11,26.68,29.61,49.38,0,39741,13812,21.37,SURVEY_ESTIMATE,BENCHMARK,2025-12-19
2018,AT,DK936,SURVEY_ESTIMATE,44003,32131,11181,13096,23.98,27.53,16.62,30.36,35.83,0,35313,6163,19.53,FEANTSA_REPORTING,FLASH,2024-05-17
2019,EE,CY653,SERVICE_USE_ADMIN,2882,2448,393,594,9.85,20.83,46.68,32.08,14.64,1,2002,6151,18.97,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-07-29
2020,IT,BG93,MODELLED_ESTIMATE,98113,72354,18199,49691,23.51,30.75,23.35,25.06,47.48,1,85018,6654,8.54,CITY_HOMELESSNESS_CENSUS,SECOND,2025-06-15
2021,PT,PT22,POINT_IN_TIME,45233,27042,16387,13406,13.79,36.99,45.27,44.84,38.08,0,22075,14747,5.29,SURVEY_ESTIMATE,BENCHMARK,2025-08-25
2022,BE,ES916,ADMIN_REGISTER,50157,32352,11607,25741,18.22,35.32,53.67,57.41,44.48,1,33559,7201,18.45,FEANTSA_REPORTING,FLASH,2026-01-10
2023,FI,DE330,SURVEY_ESTIMATE,17732,14372,3175,5032,8.71,43.19,50.75,27.93,11.86,0,14764,10024,21.31,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-06-02
2024,LV,LU762,SERVICE_USE_ADMIN,56010,35592,16138,25513,12.01,18.58,24.25,57.17,7.07,0,40133,4748,17.91,CITY_HOMELESSNESS_CENSUS,SECOND,2026-01-07
2025,RO,BE281,MODELLED_ESTIMATE,56467,35731,13239,6046,13.7,14.87,21.05,14.72,10.76,1,61868,1213,4.73,SURVEY_ESTIMATE,BENCHMARK,2024-02-06
2006,BG,FI898,POINT_IN_TIME,48943,41366,4644,10213,23.05,24.99,36.26,19.6,10.77,1,51354,3106,4.52,FEANTSA_REPORTING,FLASH,2024-03-18
2007,FR,LV377,ADMIN_REGISTER,63329,36164,15460,32011,15.6,21.75,37.94,55.34,45.91,1,72217,1350,12.35,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-08-11
2008,LT,NL849,SURVEY_ESTIMATE,43875,26192,14405,11682,26.97,25.53,17.83,11.53,17.39,1,44223,12083,12.46,CITY_HOMELESSNESS_CENSUS,SECOND,2025-07-16
2009,SK,AT47,SERVICE_USE_ADMIN,55016,45515,6508,22963,17.6,44.46,22.03,42.61,17.45,0,33312,21035,6.69,SURVEY_ESTIMATE,BENCHMARK,2024-04-27
2010,HR,CY19,MODELLED_ESTIMATE,22110,15180,7181,2499,20.26,41.77,41.78,29.19,44.43,1,12313,11679,16.81,FEANTSA_REPORTING,FLASH,2024-09-06
2011,DE,AT3,POINT_IN_TIME,68624,48196,12144,29126,27.14,37.03,48.7,19.69,40.09,1,59505,22697,10.7,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-05-11
2012,LU,AT5,ADMIN_REGISTER,40275,28000,12293,7913,21.13,25.27,37.97,39.57,14.15,1,14424,11300,15.93,CITY_HOMELESSNESS_CENSUS,SECOND,2024-02-14
2013,SI,ES121,SURVEY_ESTIMATE,78859,49331,26842,7920,24.63,32.8,54.7,35.9,25.94,1,74621,11371,12.43,SURVEY_ESTIMATE,BENCHMARK,2025-09-10
2014,CY,GR5,SERVICE_USE_ADMIN,62837,45558,13429,20850,22.87,37.74,56.93,29.08,11.18,1,71265,2065,14.07,FEANTSA_REPORTING,FLASH,2025-10-23
2015,GR,BE505,MODELLED_ESTIMATE,75389,43837,29367,20973,27.22,42.12,13.19,50.91,10.48,0,44693,12019,17.82,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-07-02
2016,MT,CY531,POINT_IN_TIME,55181,37728,10668,15963,12.69,34.01,19.82,24.97,6.55,0,60244,14653,21.81,CITY_HOMELESSNESS_CENSUS,SECOND,2025-10-22
2017,ES,IT454,ADMIN_REGISTER,26014,19981,5872,11626,6.61,21.62,46.08,59.73,47.92,0,29144,2140,3.67,SURVEY_ESTIMATE,BENCHMARK,2025-02-10
2018,CZ,FR8,SURVEY_ESTIMATE,67132,46583,14250,28129,12.73,43.96,49.84,18.33,31.72,0,70610,363,2.93,FEANTSA_REPORTING,FLASH,2025-07-27
2019,HU,NL6,SERVICE_USE_ADMIN,74032,39237,31067,36092,17.55,24.14,26.34,10.24,46.71,0,35461,2554,6.04,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-04-07
2020,NL,RO893,MODELLED_ESTIMATE,39381,20808,15664,7362,27.48,37.93,43.2,59.85,41.28,1,30057,1488,11.6,CITY_HOMELESSNESS_CENSUS,SECOND,2026-02-21
2021,SE,AT149,POINT_IN_TIME,24506,13033,6813,4005,7.84,25.41,50.68,44.96,39.94,0,16068,4577,17.6,SURVEY_ESTIMATE,BENCHMARK,2025-11-20
2022,DK,PL4,ADMIN_REGISTER,20717,10501,10104,5953,16.86,14.23,57.5,57.74,6.37,0,22433,850,13.83,FEANTSA_REPORTING,FLASH,2025-05-24
2023,IE,RO40,SURVEY_ESTIMATE,53955,30075,18736,26477,6.8,17.9,11.88,56.16,9.77,1,29271,6765,21.89,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-03-22
2024,PL,SI163,SERVICE_USE_ADMIN,58742,38380,18072,30093,11.28,16.45,13.92,42.06,23.2,0,42817,6817,19.96,CITY_HOMELESSNESS_CENSUS,SECOND,2025-09-12
2025,AT,AT463,MODELLED_ESTIMATE,61478,36247,22145,19332,17.1,24.96,17.16,17.95,36.57,0,61764,9942,1.09,SURVEY_ESTIMATE,BENCHMARK,2025-09-03
2006,EE,DK531,POINT_IN_TIME,2405,2099,198,972,15.09,24.05,30.56,34.09,10.39,0,1407,8868,1.97,FEANTSA_REPORTING,FLASH,2024-06-22
2007,IT,LU955,ADMIN_REGISTER,36075,24757,8404,16766,20.24,24.25,44.71,61.21,29.13,0,17103,305,4.16,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-05-30
2008,PT,HU2,SURVEY_ESTIMATE,78008,63475,12197,40901,21.12,29.72,49.65,49.52,25.44,1,71798,10186,7.13,CITY_HOMELESSNESS_CENSUS,SECOND,2024-06-24
2009,BE,RO30,SERVICE_USE_ADMIN,36937,22573,11252,9496,26.25,41.15,16.14,61.73,49.38,0,20363,12704,21.41,SURVEY_ESTIMATE,BENCHMARK,2025-10-22
2010,FI,RO2,MODELLED_ESTIMATE,68433,43883,23326,32250,6.17,19.57,24.23,57.87,20.65,1,25286,1913,1.04,FEANTSA_REPORTING,FLASH,2026-01-07
2011,LV,NL33,POINT_IN_TIME,6248,3140,1709,2391,23.79,41.54,40.11,18.57,38.36,0,6999,10038,9.84,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-02-20
2012,RO,LU1,ADMIN_REGISTER,11148,6714,3012,2113,7.39,35.13,22.56,39.66,13.9,0,4826,7464,6.55,CITY_HOMELESSNESS_CENSUS,SECOND,2025-12-14
2013,BG,HR32,SURVEY_ESTIMATE,8742,6692,1934,3999,13.75,42.39,15.63,18.09,26.37,0,8776,4047,6.34,SURVEY_ESTIMATE,BENCHMARK,2024-06-26
2014,FR,IT76,SERVICE_USE_ADMIN,19534,16901,1706,8435,7.97,30.92,10.46,18.99,19.57,0,10413,9321,12.86,FEANTSA_REPORTING,FLASH,2024-01-11
2015,LT,PT671,MODELLED_ESTIMATE,54158,25157,16063,6479,27.54,44.39,24.81,51.37,8.81,0,21066,5688,8.48,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2026-01-05
2016,SK,AT58,POINT_IN_TIME,22195,11353,7439,5276,18.79,19.89,56.9,52.46,30.07,1,22582,2919,2.6,CITY_HOMELESSNESS_CENSUS,SECOND,2024-09-09
2017,HR,GR254,ADMIN_REGISTER,31271,22041,7153,9209,16.3,14.82,17.64,10.47,33.63,0,21528,3144,7.78,SURVEY_ESTIMATE,BENCHMARK,2026-02-01
2018,DE,DE819,SURVEY_ESTIMATE,69137,49553,15634,20464,13.24,16.51,28.11,10.07,23.71,1,28244,140,5.38,FEANTSA_REPORTING,FLASH,2026-01-01
2019,LU,DK51,SERVICE_USE_ADMIN,2570,1309,1284,580,17.15,29.0,39.44,20.11,10.71,1,1923,7416,2.13,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-07-25
2020,SI,LU59,MODELLED_ESTIMATE,12987,7500,3441,3638,20.87,34.8,57.48,35.83,38.73,1,10803,11448,16.9,CITY_HOMELESSNESS_CENSUS,SECOND,2024-07-26
2021,CY,MT232,POINT_IN_TIME,87811,71854,16082,19851,14.27,26.46,12.53,38.51,15.07,0,78809,3644,16.08,SURVEY_ESTIMATE,BENCHMARK,2024-07-15
2022,GR,ES2,ADMIN_REGISTER,90281,71538,17237,31958,6.72,47.71,13.05,60.13,16.13,1,39441,8488,12.73,FEANTSA_REPORTING,FLASH,2024-07-05
2023,MT,LV66,SURVEY_ESTIMATE,40295,19491,15152,7099,20.29,33.18,16.94,31.53,14.56,0,39522,9247,10.74,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-08-31
2024,ES,PT17,SERVICE_USE_ADMIN,58160,35538,23276,25676,13.35,22.92,27.76,20.85,13.72,0,44318,13847,15.38,CITY_HOMELESSNESS_CENSUS,SECOND,2024-09-13
2025,CZ,EE601,MODELLED_ESTIMATE,73451,54678,11312,26357,22.93,28.93,35.39,26.86,26.0,1,56017,8982,11.5,SURVEY_ESTIMATE,BENCHMARK,2024-10-25
2006,HU,AT83,POINT_IN_TIME,34326,24738,8328,7807,6.5,19.93,31.91,33.01,24.04,0,12568,3378,15.02,FEANTSA_REPORTING,FLASH,2024-01-27
2007,NL,SE3,ADMIN_REGISTER,47538,22706,24127,5719,25.05,40.25,22.23,52.54,50.17,0,39733,4645,1.74,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-04-19
2008,SE,FI207,SURVEY_ESTIMATE,46207,35760,5775,7633,20.29,34.39,33.37,54.5,21.51,0,50033,4443,17.12,CITY_HOMELESSNESS_CENSUS,SECOND,2025-02-21
2009,DK,LT5,SERVICE_USE_ADMIN,64946,38765,16814,31821,26.94,16.51,47.18,31.87,25.2,0,53574,1532,9.32,SURVEY_ESTIMATE,BENCHMARK,2025-08-29
2010,IE,CZ4,MODELLED_ESTIMATE,14146,9686,4025,7334,12.67,46.96,34.07,55.69,33.29,0,15437,12570,21.85,FEANTSA_REPORTING,FLASH,2024-07-08
2011,PL,MT109,POINT_IN_TIME,62752,49780,11559,9238,25.52,34.86,12.78,38.64,12.69,1,52551,11389,7.25,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-10-22
2012,AT,SK9,ADMIN_REGISTER,1809,897,594,575,17.87,38.07,47.77,14.81,13.39,1,946,15731,12.63,CITY_HOMELESSNESS_CENSUS,SECOND,2025-05-07
2013,EE,SE90,SURVEY_ESTIMATE,65720,29951,30005,35850,16.63,37.31,31.53,21.06,40.15,1,71081,13699,18.76,SURVEY_ESTIMATE,BENCHMARK,2025-09-20
2014,IT,SI88,SERVICE_USE_ADMIN,53336,24054,22157,9464,21.54,42.28,41.41,24.87,37.6,0,47889,17423,8.16,FEANTSA_REPORTING,FLASH,2024-05-18
2015,PT,GR828,MODELLED_ESTIMATE,82507,69370,7819,43352,21.75,17.99,34.63,28.26,49.1,1,43720,4868,21.5,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-10-22
2016,BE,CY5,POINT_IN_TIME,17235,12065,4719,2794,19.25,46.47,37.32,48.31,25.75,1,12567,2867,18.69,CITY_HOMELESSNESS_CENSUS,SECOND,2024-06-05
2017,FI,SK4,ADMIN_REGISTER,15097,12259,1583,6159,14.03,41.79,26.26,61.34,47.24,0,16043,8425,10.51,SURVEY_ESTIMATE,BENCHMARK,2025-07-31
2018,LV,IE89,SURVEY_ESTIMATE,10058,8462,1537,3664,5.59,42.12,41.65,16.36,20.39,0,7616,7922,2.87,FEANTSA_REPORTING,FLASH,2024-12-22
2019,RO,NL970,SERVICE_USE_ADMIN,93450,79387,14375,11280,12.42,42.97,24.32,24.83,50.83,0,66436,12320,3.38,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-01-15
2020,BG,SK45,MODELLED_ESTIMATE,1715,880,814,430,23.24,12.4,28.45,42.36,20.09,0,1610,10644,14.24,CITY_HOMELESSNESS_CENSUS,SECOND,2024-12-29
2021,FR,NL8,POINT_IN_TIME,47408,28745,12607,7929,5.74,43.95,30.84,49.79,28.03,0,23453,22393,5.73,SURVEY_ESTIMATE,BENCHMARK,2024-12-16
2022,LT,FR22,ADMIN_REGISTER,15629,10687,4777,6512,27.32,26.99,21.92,30.68,45.98,1,13726,14419,12.09,FEANTSA_REPORTING,FLASH,2025-04-10
2023,SK,BG3,SURVEY_ESTIMATE,47540,32392,15164,7519,20.11,32.39,56.91,31.03,48.99,0,37441,12269,12.57,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-09-21
2024,HR,BG96,SERVICE_USE_ADMIN,61932,45482,10092,27876,21.03,35.8,37.33,35.33,42.05,1,43716,7071,9.37,CITY_HOMELESSNESS_CENSUS,SECOND,2024-02-04
2025,DE,HU465,MODELLED_ESTIMATE,43771,29215,9418,9699,20.35,30.2,16.42,18.46,35.3,1,22457,411,7.32,SURVEY_ESTIMATE,BENCHMARK,2025-06-05
2006,LU,HR29,POINT_IN_TIME,9775,5480,3028,2114,17.41,21.44,33.53,31.41,19.65,0,5124,510,6.43,FEANTSA_REPORTING,FLASH,2024-03-20
2007,SI,BE7,ADMIN_REGISTER,14502,10113,2530,6058,24.24,35.18,10.9,53.58,32.25,0,15341,11001,18.26,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-08-04
2008,CY,BE87,SURVEY_ESTIMATE,16397,14179,1897,6617,16.44,47.26,36.99,44.75,31.0,1,6873,13733,4.44,CITY_HOMELESSNESS_CENSUS,SECOND,2025-05-06
2009,GR,HR81,SERVICE_USE_ADMIN,18424,10873,5405,1878,12.13,21.11,21.26,15.78,22.6,0,9317,31,12.83,SURVEY_ESTIMATE,BENCHMARK,2024-01-17
2010,MT,AT816,MODELLED_ESTIMATE,86717,74412,11601,46498,13.29,16.56,36.34,55.51,7.74,1,81202,8952,12.16,FEANTSA_REPORTING,FLASH,2025-05-21
2011,ES,MT937,POINT_IN_TIME,68570,33230,25563,31003,6.83,24.14,47.96,45.64,14.23,0,40028,9079,16.62,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-09-29
2012,CZ,AT431,ADMIN_REGISTER,65169,42900,15554,7410,10.3,15.87,9.22,26.76,9.53,0,56210,5379,15.71,CITY_HOMELESSNESS_CENSUS,SECOND,2025-03-06
2013,HU,GR848,SURVEY_ESTIMATE,43422,26511,11531,16685,18.16,45.4,25.75,54.45,28.55,1,17548,2257,5.8,SURVEY_ESTIMATE,BENCHMARK,2025-01-15
2014,NL,SK69,SERVICE_USE_ADMIN,43315,28526,12365,13172,16.74,13.88,50.03,50.81,34.32,1,33640,3197,2.84,FEANTSA_REPORTING,FLASH,2024-02-14
2015,SE,HU326,MODELLED_ESTIMATE,87458,75969,11828,46950,9.2,34.93,22.07,61.13,51.75,1,43292,17803,14.51,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-02-03
2016,DK,SE619,POINT_IN_TIME,74428,38698,30202,36365,16.45,25.1,21.18,59.63,18.19,1,48752,5840,20.16,CITY_HOMELESSNESS_CENSUS,SECOND,2025-03-17
2017,IE,HR8,ADMIN_REGISTER,56813,34029,13525,30814,8.86,45.05,24.63,29.67,32.75,0,32095,4686,13.45,SURVEY_ESTIMATE,BENCHMARK,2024-03-24
2018,PL,PL42,SURVEY_ESTIMATE,49452,40202,5597,12569,21.32,39.35,46.99,16.29,29.58,1,19842,5725,13.4,FEANTSA_REPORTING,FLASH,2025-02-15
2019,AT,BG365,SERVICE_USE_ADMIN,40046,31787,6346,6590,8.41,12.77,14.09,26.67,41.75,1,36099,13550,15.89,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2026-01-22
2020,EE,CZ5,MODELLED_ESTIMATE,36177,31823,3185,15259,24.56,15.92,46.73,37.51,33.43,0,20307,9613,20.44,CITY_HOMELESSNESS_CENSUS,SECOND,2024-05-31
2021,IT,LV533,POINT_IN_TIME,11205,8553,2496,1652,5.23,32.09,53.63,37.3,27.25,1,11891,9331,18.78,SURVEY_ESTIMATE,BENCHMARK,2025-07-23
2022,PT,IT885,ADMIN_REGISTER,14823,10786,3460,3758,16.9,28.2,31.69,22.58,24.45,0,14350,16853,10.5,FEANTSA_REPORTING,FLASH,2025-12-09
2023,BE,PT359,SURVEY_ESTIMATE,26961,22709,2465,14551,14.54,41.05,50.04,49.67,34.74,0,25563,11574,15.93,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-08-01
2024,FI,HR19,SERVICE_USE_ADMIN,3134,1467,992,614,24.18,23.27,20.82,43.7,41.1,1,1452,10253,21.27,CITY_HOMELESSNESS_CENSUS,SECOND,2025-03-05
2025,LV,CZ1,MODELLED_ESTIMATE,51278,32366,11942,16250,8.61,17.59,35.63,16.15,10.65,0,41630,7152,20.94,SURVEY_ESTIMATE,BENCHMARK,2024-03-26
2006,RO,FR28,POINT_IN_TIME,3599,2753,483,514,18.4,26.61,26.73,52.23,30.85,0,3884,3124,19.36,FEANTSA_REPORTING,FLASH,2025-04-09
2007,BG,LU3,ADMIN_REGISTER,61245,28152,23393,19905,18.0,22.32,42.33,27.36,31.94,0,38032,3535,3.91,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-06-16
2008,FR,CY864,SURVEY_ESTIMATE,71063,57777,12216,37771,26.25,20.25,23.61,40.57,32.41,0,64295,11140,21.2,CITY_HOMELESSNESS_CENSUS,SECOND,2024-11-26
2009,LT,AT662,SERVICE_USE_ADMIN,92103,43680,34592,26287,26.24,34.87,57.39,11.86,38.59,1,99709,7310,5.31,SURVEY_ESTIMATE,BENCHMARK,2025-11-21
2010,SK,EE73,MODELLED_ESTIMATE,38358,32413,4221,15956,27.42,26.48,26.04,18.9,46.72,1,36131,1449,11.07,FEANTSA_REPORTING,FLASH,2025-11-03
2011,HR,PL73,POINT_IN_TIME,56786,43220,10987,22242,10.67,38.43,56.96,46.94,43.6,0,27481,544,15.15,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2026-02-21
2012,DE,LV61,ADMIN_REGISTER,66809,51771,9002,23173,13.73,45.84,17.94,55.87,37.77,1,46538,18215,7.75,CITY_HOMELESSNESS_CENSUS,SECOND,2024-05-04
2013,LU,LV729,SURVEY_ESTIMATE,57959,33542,22046,7183,5.84,39.61,22.96,14.24,38.31,0,35224,868,5.84,SURVEY_ESTIMATE,BENCHMARK,2025-11-27
2014,SI,SK36,SERVICE_USE_ADMIN,746,639,62,142,25.69,39.49,55.36,19.56,31.58,0,762,9756,16.05,FEANTSA_REPORTING,FLASH,2024-03-30
2015,CY,MT37,MODELLED_ESTIMATE,30142,24235,5150,12297,21.2,27.62,27.3,53.42,45.14,0,30928,2410,13.77,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-10-23
2016,GR,ES67,POINT_IN_TIME,17168,12764,2551,7182,16.72,34.76,9.57,14.35,35.43,0,10295,8496,2.78,CITY_HOMELESSNESS_CENSUS,SECOND,2024-09-14
2017,MT,FR4,ADMIN_REGISTER,32159,24689,7765,16654,13.06,15.91,48.79,20.32,30.84,1,29277,8957,20.45,SURVEY_ESTIMATE,BENCHMARK,2024-06-12
2018,ES,MT773,SURVEY_ESTIMATE,53612,25924,24800,12233,6.0,22.4,42.03,49.12,48.5,1,54603,5344,9.41,FEANTSA_REPORTING,FLASH,2024-12-14
2019,CZ,BG1,SERVICE_USE_ADMIN,87268,50211,32247,13491,11.02,36.1,33.31,15.78,34.46,0,75312,8473,6.77,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-01-29
2020,HU,DE7,MODELLED_ESTIMATE,13490,7768,5539,1788,25.48,19.77,40.66,14.87,50.57,0,13075,16131,6.15,CITY_HOMELESSNESS_CENSUS,SECOND,2024-03-24
2021,NL,IE8,POINT_IN_TIME,45577,38462,5753,24218,12.1,20.42,19.58,22.87,22.41,1,45098,17058,5.99,SURVEY_ESTIMATE,BENCHMARK,2026-02-05
2022,SE,SE59,ADMIN_REGISTER,14963,7173,4467,7864,6.8,24.67,37.01,11.2,18.75,0,5348,11890,15.18,FEANTSA_REPORTING,FLASH,2024-11-17
2023,DK,HR51,SURVEY_ESTIMATE,19892,15831,2930,3975,9.29,47.09,56.22,18.23,35.32,0,10425,12476,6.0,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-12-04
2024,IE,PT53,SERVICE_USE_ADMIN,49650,30639,18763,7519,24.04,30.65,36.76,54.16,24.57,0,56249,123,21.64,CITY_HOMELESSNESS_CENSUS,SECOND,2025-10-20
2025,PL,PT125,MODELLED_ESTIMATE,19540,11362,6039,9564,10.74,21.07,46.33,54.17,17.99,1,18686,16297,8.99,SURVEY_ESTIMATE,BENCHMARK,2025-02-23
2006,AT,IE80,POINT_IN_TIME,20980,14803,3520,9049,5.25,33.76,37.07,30.48,45.04,0,21051,14022,5.79,FEANTSA_REPORTING,FLASH,2025-10-28
2007,EE,BG9,ADMIN_REGISTER,69365,53700,16397,27914,25.59,24.41,37.74,23.59,33.95,1,67748,1391,20.64,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-05-02
2008,IT,HR844,SURVEY_ESTIMATE,78363,66295,12475,20064,10.68,37.41,40.97,50.15,26.93,1,60663,12563,16.81,CITY_HOMELESSNESS_CENSUS,SECOND,2025-03-02
2009,PT,DK95,SERVICE_USE_ADMIN,98386,61113,20764,43976,9.59,21.34,32.31,60.6,15.03,1,38334,6791,17.0,SURVEY_ESTIMATE,BENCHMARK,2025-11-11
2010,BE,EE6,MODELLED_ESTIMATE,38352,21003,12629,19955,15.86,16.01,12.26,60.06,11.26,1,21347,9651,9.96,FEANTSA_REPORTING,FLASH,2025-10-29
2011,FI,BE6,POINT_IN_TIME,46211,35951,8027,11990,24.96,32.62,26.82,56.6,31.83,0,44602,2055,12.5,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-02-03
2012,LV,NL89,ADMIN_REGISTER,64443,53789,10068,10998,26.14,25.17,11.4,17.46,31.41,1,60616,5211,7.33,CITY_HOMELESSNESS_CENSUS,SECOND,2025-08-02
2013,RO,BE542,SURVEY_ESTIMATE,35830,27741,7849,8706,16.02,30.09,47.87,58.19,51.76,0,38026,8764,12.01,SURVEY_ESTIMATE,BENCHMARK,2024-09-17
2014,BG,BG76,SERVICE_USE_ADMIN,22822,16223,6738,2357,10.61,24.39,53.35,53.56,24.07,0,9831,17743,5.02,FEANTSA_REPORTING,FLASH,2024-10-06
2015,FR,FI7,MODELLED_ESTIMATE,16200,7481,5903,6970,26.7,38.33,43.14,16.6,48.07,0,9705,5087,17.18,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-10-06
2016,LT,PL21,POINT_IN_TIME,27883,13363,10805,14602,10.06,20.97,24.5,23.54,39.86,1,16863,1337,1.27,CITY_HOMELESSNESS_CENSUS,SECOND,2025-07-04
2017,SK,BE423,ADMIN_REGISTER,103575,80568,19584,31594,27.12,41.81,54.64,19.52,6.02,0,95178,20520,18.39,SURVEY_ESTIMATE,BENCHMARK,2025-11-14
2018,HR,PT607,SURVEY_ESTIMATE,78289,50212,17567,37751,25.13,20.68,54.17,30.41,46.22,0,45021,6638,12.37,FEANTSA_REPORTING,FLASH,2024-07-04
2019,DE,DK32,SERVICE_USE_ADMIN,67484,40291,22260,32370,16.19,22.07,12.49,25.87,48.74,0,32954,13867,8.62,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-01-14
2020,LU,IT23,MODELLED_ESTIMATE,52938,36236,15013,6426,16.4,35.17,39.43,41.09,12.62,1,55298,2424,2.2,CITY_HOMELESSNESS_CENSUS,SECOND,2024-08-16
2021,SI,DK195,POINT_IN_TIME,11084,6882,3474,6093,10.61,46.12,25.5,32.54,41.94,1,6956,13169,14.82,SURVEY_ESTIMATE,BENCHMARK,2024-06-15
2022,CY,RO478,ADMIN_REGISTER,9229,7595,1611,2216,8.22,21.09,26.19,42.37,49.41,1,5671,5311,5.62,FEANTSA_REPORTING,FLASH,2025-01-25
2023,GR,RO375,SURVEY_ESTIMATE,52838,42640,10500,22320,20.98,26.75,25.16,43.24,24.02,0,19304,17643,14.34,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-03-29
2024,MT,AT677,SERVICE_USE_ADMIN,26207,11861,8356,9826,5.34,17.96,21.95,49.69,7.32,1,17697,12538,14.15,CITY_HOMELESSNESS_CENSUS,SECOND,2025-10-15
2025,ES,LV58,MODELLED_ESTIMATE,75959,42445,33604,20013,27.04,31.6,32.03,19.82,8.3,1,81915,3387,13.97,SURVEY_ESTIMATE,BENCHMARK,2025-04-30
2006,CZ,FR90,POINT_IN_TIME,90887,79904,10583,33132,27.35,17.39,18.14,51.25,18.0,0,65049,1640,14.1,FEANTSA_REPORTING,FLASH,2025-11-10
2007,HU,SI409,ADMIN_REGISTER,13617,10728,2731,5759,13.52,18.12,35.29,61.28,47.88,1,9592,10771,15.18,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-01-10
2008,NL,ES706,SURVEY_ESTIMATE,60826,29256,26665,32930,11.51,28.61,47.16,14.77,36.47,1,23415,7550,10.17,CITY_HOMELESSNESS_CENSUS,SECOND,2026-01-31
2009,SE,RO189,SERVICE_USE_ADMIN,74365,58901,9871,12367,15.4,28.5,30.31,54.21,29.6,1,41414,4771,15.95,SURVEY_ESTIMATE,BENCHMARK,2025-03-30
2010,DK,NL1,MODELLED_ESTIMATE,2560,2018,318,1215,19.8,21.22,22.63,16.64,8.54,1,2497,16598,14.28,FEANTSA_REPORTING,FLASH,2025-03-29
2011,IE,FI71,POINT_IN_TIME,60282,40435,14167,16963,19.67,39.54,37.51,34.56,14.14,0,26337,10644,4.11,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-07-19
2012,PL,IT917,ADMIN_REGISTER,86092,66908,17438,40457,8.84,33.3,10.07,22.38,46.75,0,98351,9086,16.86,CITY_HOMELESSNESS_CENSUS,SECOND,2026-01-06
2013,AT,LU33,SURVEY_ESTIMATE,56832,39517,17617,25804,10.45,35.97,53.34,48.6,31.74,1,38674,8189,17.59,SURVEY_ESTIMATE,BENCHMARK,2024-05-20
2014,EE,DK71,SERVICE_USE_ADMIN,12678,6907,3851,2677,17.34,42.64,16.26,18.61,50.78,1,9785,10986,20.75,FEANTSA_REPORTING,FLASH,2025-08-25
2015,IT,SK85,MODELLED_ESTIMATE,68525,51227,14329,22053,25.73,46.33,40.09,35.53,9.16,1,41087,14296,8.23,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-10-15
2016,PT,HU78,POINT_IN_TIME,6517,5109,1043,2233,9.42,18.15,25.42,17.21,7.16,0,6264,10580,20.69,CITY_HOMELESSNESS_CENSUS,SECOND,2024-01-06
