energy_price_rate_effective_date,energy_price_utility_id,energy_price_tariff_code,energy_price_customer_class,energy_price_fixed_charge_inr,energy_price_energy_charge_cents_kwh,energy_price_demand_charge_inr_kw,energy_price_fuel_adjustment_cents_kwh,energy_price_riders_surcharges_inr,energy_price_bill_amount_avg_inr,energy_price_bill_amount_p95_inr,energy_price_arrears_rate_pct,energy_price_disconnection_rate_pct,energy_price_reconnection_rate_pct,energy_price_payment_plan_enrollment,energy_price_assistance_program_uptake,energy_price_net_metering_credit_rate,energy_price_time_variant_pricing_flag,energy_price_low_income_discount_flag,energy_price_regulatory_docket_id
2025-06-16,DISCOMER01,LT1A,commercial,447.21,61.54,336.1,20.158,70.04,13405.07,32243.03,9.52,1.1,0.69,51954,0.239,1.964,1,0,ERC202506-01665
2020-08-21,DISCOMWR01,TEMP,commercial,52.94,110.607,391.39,6.603,50.07,15961.42,28420.33,5.78,0.07,0.08,8598,0.156,1.439,1,1,ERC202008-01666
2022-05-21,DISCOMWR03,HT2,residential,110.3,25.364,59.38,18.509,79.91,1902.57,5464.53,5.31,0.19,0.2,44959,0.0,1.865,1,1,ERC202205-01667
2023-03-21,DISCOMWR03,AG1,agriculture,147.56,110.414,96.67,13.533,199.35,7667.17,17665.46,4.16,1.58,1.52,118483,0.082,3.916,0,1,ERC202303-01668
2023-08-23,DISCOMNE05,LT1A,commercial,295.91,27.419,402.63,18.307,26.77,5424.9,13074.63,3.83,1.72,1.94,34299,0.0,1.096,1,0,ERC202308-01669
2023-04-02,DISCOMNR02,HT1,industrial,162.29,44.024,8.86,3.556,57.19,15749.85,35162.02,8.57,0.42,0.27,46096,0.299,7.612,0,1,ERC202304-01670
2020-10-29,DISCOMWR02,HT2,commercial,21.89,101.526,244.75,3.238,250.45,11657.97,18014.98,0.0,1.19,0.74,66675,0.154,1.368,1,1,ERC202010-01671
2019-05-19,DISCOMNE03,GOV,industrial,132.33,93.662,349.36,34.928,77.29,15827.55,23020.66,0.0,0.92,0.75,46677,0.225,6.436,1,1,ERC201905-01672
2021-12-22,DISCOMNR01,GOV,commercial,144.61,116.272,19.09,2.922,274.74,960.34,1741.83,6.42,1.5,1.51,110974,0.438,1.726,0,0,ERC202112-01673
2022-12-31,DISCOMWR04,HT1,residential,400.21,51.342,222.99,12.321,104.02,8546.56,23877.63,4.87,1.29,0.95,11885,0.428,6.641,1,1,ERC202212-01674
2024-02-06,DISCOMER03,GOV,agriculture,238.09,82.401,231.37,34.084,274.75,9392.73,21391.16,12.01,1.54,1.69,90634,0.046,0.538,1,1,ERC202402-01675
2019-05-29,DISCOMER03,TEMP,commercial,352.83,119.376,555.85,4.303,293.98,9722.62,27782.47,1.68,0.0,0.0,103322,0.0,2.223,0,0,ERC201905-01676
2020-10-23,DISCOMER06,EV1,commercial,98.62,113.043,27.15,17.361,51.21,2556.06,3988.2,7.55,0.64,0.65,29183,0.254,6.609,1,1,ERC202010-01677
2020-07-19,DISCOMNR01,LT1A,industrial,90.7,118.594,46.39,18.48,266.98,10884.38,23771.45,6.35,1.85,1.69,116193,0.118,7.362,1,0,ERC202007-01678
2023-05-22,DISCOMER04,AG1,agriculture,366.13,72.222,194.43,26.528,147.59,23735.74,50814.73,9.07,1.66,1.03,40849,0.205,5.083,1,1,ERC202305-01679
2023-10-27,DISCOMSR02,EV1,industrial,241.84,39.157,424.89,24.158,73.93,2879.24,4275.13,9.45,0.62,0.44,64019,0.199,3.47,0,0,ERC202310-01680
2023-06-22,DISCOMSR04,LT1A,commercial,383.8,51.596,385.2,0.229,8.13,14463.15,20915.05,6.31,0.75,0.79,93265,0.222,7.946,0,0,ERC202306-01681
2024-10-15,DISCOMWR04,LT1A,agriculture,309.16,109.379,381.89,28.64,157.46,1622.03,3933.69,4.79,0.2,0.13,112356,0.2,7.1,1,1,ERC202410-01682
2019-11-10,DISCOMWR02,EV1,residential,185.06,43.727,318.01,14.889,165.02,861.65,1362.17,11.43,1.2,0.85,41076,0.216,6.841,0,1,ERC201911-01683
2024-01-22,DISCOMNE02,AG1,residential,202.62,58.674,458.16,2.103,275.16,18871.1,36283.68,11.11,1.05,1.22,91931,0.369,7.494,1,1,ERC202401-01684
2023-03-22,DISCOMER04,HT2,commercial,260.46,112.162,56.33,0.208,144.82,13021.28,23279.46,0.0,0.21,0.15,116624,0.295,7.257,1,0,ERC202303-01685
2023-10-11,DISCOMNR04,HT2,commercial,255.75,53.059,307.55,1.325,159.06,9133.2,24224.75,8.26,0.0,0.0,4360,0.435,6.277,0,1,ERC202310-01686
2020-11-04,DISCOMSR02,AG1,industrial,227.53,55.218,166.56,4.395,195.97,10189.39,23132.5,6.22,0.95,0.62,99930,0.0,0.254,0,0,ERC202011-01687
2022-11-12,DISCOMSR04,HT1,agriculture,189.7,107.586,601.96,17.941,0.38,13659.09,35655.81,8.37,2.38,2.51,34789,0.342,4.118,1,1,ERC202211-01688
2023-04-03,DISCOMER01,LT1A,residential,183.39,117.765,144.98,10.938,299.56,13335.01,18773.39,4.59,1.14,0.93,37089,0.483,1.53,1,1,ERC202304-01689
2023-07-09,DISCOMWR06,GOV,residential,225.99,108.355,323.01,20.291,41.37,24978.72,67520.78,7.97,0.02,0.02,33398,0.131,1.512,1,0,ERC202307-01690
2021-11-26,DISCOMNR02,LT1A,industrial,293.84,98.165,329.63,2.629,174.71,8183.56,20114.82,8.06,2.31,1.39,30955,0.102,3.074,0,0,ERC202111-01691
2022-07-25,DISCOMER06,HT1,agriculture,50.67,78.417,233.19,1.826,288.78,5976.14,11796.78,5.98,2.24,2.32,64363,0.344,2.997,0,0,ERC202207-01692
2020-01-25,DISCOMWR06,LT1A,agriculture,48.22,115.621,579.14,20.163,8.77,21632.37,31577.03,3.0,1.8,1.84,112457,0.0,1.103,1,1,ERC202001-01693
2024-04-05,DISCOMER03,AG1,commercial,378.18,66.511,174.4,2.626,209.82,21134.66,39974.97,6.41,0.22,0.21,63115,0.287,7.772,1,1,ERC202404-01694
2022-08-27,DISCOMNR02,TEMP,industrial,307.99,71.339,274.33,30.019,152.38,10975.31,18837.57,7.62,0.43,0.47,68983,0.228,3.403,0,1,ERC202208-01695
2024-10-27,DISCOMSR04,EV1,agriculture,259.96,116.878,603.21,13.609,205.38,4996.97,12186.93,7.79,1.02,0.71,58713,0.29,1.176,0,1,ERC202410-01696
2021-01-08,DISCOMER01,HT1,agriculture,414.19,98.437,297.89,13.155,229.75,22376.26,56018.86,1.57,0.07,0.06,113537,0.237,5.123,1,0,ERC202101-01697
2019-10-19,DISCOMWR03,HT1,industrial,250.25,98.18,79.86,31.938,42.49,13616.04,27915.4,5.34,0.45,0.38,77462,0.209,0.435,1,0,ERC201910-01698
2021-12-01,DISCOMWR02,HT2,residential,192.21,37.343,360.7,1.581,19.38,3533.81,7830.54,11.37,0.7,0.7,16535,0.274,3.405,1,1,ERC202112-01699
2023-01-26,DISCOMNE02,AG1,residential,400.75,28.397,508.86,14.024,102.48,16331.48,39565.94,9.63,0.56,0.44,26892,0.4,2.514,1,1,ERC202301-01700
2021-03-06,DISCOMNR03,TEMP,residential,428.65,52.642,49.58,9.954,199.52,2592.05,4573.22,1.0,0.44,0.26,24170,0.37,3.009,1,0,ERC202103-01701
2019-01-06,DISCOMER04,TEMP,residential,242.31,115.21,574.63,12.29,260.97,20558.88,51180.96,4.3,1.1,0.69,77222,0.0,7.593,0,1,ERC201901-01702
2023-07-06,DISCOMNE03,AG1,industrial,222.82,54.141,239.04,32.02,168.01,7320.27,13101.66,3.96,1.59,1.21,119569,0.184,2.864,1,0,ERC202307-01703
2022-08-23,DISCOMNR03,HT2,commercial,329.08,116.577,117.37,26.348,275.63,20813.79,47960.17,8.79,0.82,0.72,77679,0.3,1.538,1,1,ERC202208-01704
2020-08-01,DISCOMSR04,TEMP,commercial,356.23,87.674,38.24,14.272,276.6,14773.7,38839.61,1.15,0.61,0.45,6901,0.116,8.5,1,1,ERC202008-01705
2025-05-31,DISCOMNR01,TEMP,agriculture,242.43,28.229,242.99,12.903,289.27,5318.25,11891.62,5.85,1.08,1.1,17201,0.275,1.221,1,1,ERC202505-01706
2022-06-04,DISCOMSR04,LT2,agriculture,161.05,55.712,396.13,30.485,201.23,8312.8,11936.02,6.91,0.74,0.81,116077,0.0,0.46,1,1,ERC202206-01707
2024-04-09,DISCOMWR05,LT2,industrial,111.41,29.438,248.47,28.348,166.42,19707.98,32551.63,5.35,1.58,1.38,46004,0.465,1.475,1,0,ERC202404-01708
2022-03-14,DISCOMWR04,AG1,industrial,202.48,76.354,591.83,4.84,237.39,15880.97,33697.46,5.76,0.83,0.59,119032,0.013,3.36,0,0,ERC202203-01709
2020-09-28,DISCOMNR01,LT1A,residential,69.43,26.65,151.52,12.096,55.75,16135.44,45002.45,7.47,1.48,0.96,65163,0.0,2.664,0,1,ERC202009-01710
2022-04-22,DISCOMWR06,TEMP,agriculture,293.12,113.896,176.14,30.372,32.05,3263.25,7190.16,1.16,0.33,0.2,39348,0.076,5.118,1,0,ERC202204-01711
2025-05-03,DISCOMNR03,LT1A,commercial,83.33,100.925,587.99,32.083,19.54,18047.58,42476.5,9.55,0.5,0.47,19971,0.504,3.936,1,0,ERC202505-01712
2022-11-11,DISCOMNE02,AG1,agriculture,55.6,55.337,207.97,32.706,132.4,6855.47,15223.0,3.28,0.28,0.27,115400,0.204,5.766,0,0,ERC202211-01713
2021-10-04,DISCOMWR01,AG1,residential,326.16,79.134,278.34,5.252,274.38,24476.18,39916.54,0.0,0.0,0.0,19691,0.426,2.22,0,1,ERC202110-01714
2024-06-09,DISCOMNE01,AG1,agriculture,116.6,45.431,182.87,21.324,118.99,1677.51,4836.59,6.36,0.02,0.02,12710,0.391,0.286,0,0,ERC202406-01715
2019-06-04,DISCOMNR06,LT2,residential,110.32,49.445,552.22,4.552,206.62,469.97,1291.59,8.82,0.77,0.5,52450,0.228,3.334,0,1,ERC201906-01716
2019-08-04,DISCOMWR06,EV1,industrial,237.56,36.862,236.88,12.51,299.56,19451.74,53275.18,9.76,1.77,2.08,64406,0.398,3.982,0,0,ERC201908-01717
2020-07-05,DISCOMNE02,TEMP,industrial,194.87,65.673,70.77,18.005,134.24,21881.01,51599.6,7.32,0.0,0.0,74032,0.129,2.706,0,1,ERC202007-01718
2019-03-16,DISCOMNE06,EV1,residential,350.81,104.065,335.51,26.371,180.14,20344.11,41383.19,5.2,2.12,1.72,112373,0.625,3.214,1,0,ERC201903-01719
2023-09-24,DISCOMER01,GOV,agriculture,209.07,71.122,56.39,34.683,224.83,19394.69,49549.68,12.56,0.29,0.33,45509,0.274,1.694,0,1,ERC202309-01720
2024-04-13,DISCOMNR04,AG1,industrial,27.12,74.887,29.33,23.415,27.43,2259.33,4203.36,7.42,0.75,0.72,103414,0.048,0.225,0,0,ERC202404-01721
2021-10-18,DISCOMSR03,EV1,industrial,131.17,28.311,379.2,11.507,83.5,21149.92,42083.57,7.42,1.66,1.51,37524,0.0,2.218,0,1,ERC202110-01722
2019-07-10,DISCOMER04,HT2,commercial,70.32,101.125,515.05,21.945,231.56,11493.47,19223.5,4.79,1.33,0.97,104625,0.27,7.8,0,0,ERC201907-01723
2024-06-04,DISCOMWR06,HT2,industrial,240.36,74.41,309.67,14.207,211.77,19899.32,52381.82,7.81,1.47,1.44,34060,0.29,2.725,1,1,ERC202406-01724
2024-04-12,DISCOMSR02,AG1,industrial,440.37,67.54,517.89,1.901,153.83,3622.11,8438.22,4.79,1.42,1.64,10282,0.264,4.657,0,0,ERC202404-01725
2024-08-03,DISCOMER03,GOV,agriculture,99.32,74.767,409.86,17.248,285.7,4725.87,13155.56,8.24,0.56,0.39,115728,0.106,0.918,1,0,ERC202408-01726
2022-05-27,DISCOMSR02,HT1,agriculture,162.44,64.541,272.51,10.769,27.88,17352.15,48006.55,4.77,0.55,0.35,63415,0.279,6.433,0,0,ERC202205-01727
2020-04-15,DISCOMNE01,HT2,industrial,21.76,83.202,56.45,10.751,184.8,20082.17,53600.61,5.27,1.53,1.47,95845,0.08,6.041,0,0,ERC202004-01728
2022-11-15,DISCOMSR06,HT1,residential,281.86,118.487,132.82,13.833,33.19,22270.99,42598.17,7.55,0.0,0.0,95522,0.042,4.824,0,0,ERC202211-01729
2019-01-09,DISCOMWR06,LT1A,residential,320.82,46.643,58.52,34.872,153.06,1783.38,3663.53,5.97,0.47,0.47,25880,0.062,1.479,0,1,ERC201901-01730
2022-01-17,DISCOMNR04,LT1A,residential,404.36,54.001,233.98,24.899,58.45,19383.36,53748.86,1.21,0.86,0.92,71561,0.194,2.212,0,1,ERC202201-01731
2022-05-05,DISCOMWR04,LT1A,residential,381.36,69.008,152.4,20.775,282.48,965.41,1493.62,7.07,0.0,0.0,97866,0.104,4.842,0,0,ERC202205-01732
2019-09-07,DISCOMWR02,GOV,commercial,132.64,89.177,63.52,34.908,187.81,7556.22,14949.94,5.38,1.54,0.93,28193,0.153,3.046,1,0,ERC201909-01733
2024-05-10,DISCOMER01,EV1,residential,399.1,64.511,469.03,23.378,183.07,7122.91,19402.02,11.04,1.19,1.21,53616,0.0,2.064,0,0,ERC202405-01734
2024-04-17,DISCOMER04,TEMP,residential,66.25,75.578,107.43,10.04,118.53,22338.98,32765.9,6.76,1.02,0.92,52477,0.315,0.683,1,0,ERC202404-01735
2023-12-05,DISCOMNR04,EV1,commercial,143.95,28.476,539.2,1.158,245.67,4808.4,11962.84,8.87,1.32,1.09,18187,0.327,6.74,0,1,ERC202312-01736
2019-10-27,DISCOMWR05,AG1,agriculture,177.98,69.818,467.62,2.263,11.46,20797.4,44789.83,2.04,0.63,0.58,96741,0.036,1.789,1,0,ERC201910-01737
2021-08-02,DISCOMNE01,AG1,residential,413.11,63.732,518.25,20.487,134.18,5995.75,9174.77,4.57,1.69,1.37,71880,0.101,5.166,1,1,ERC202108-01738
2022-09-02,DISCOMER03,EV1,commercial,264.02,51.302,139.39,6.461,10.18,14432.11,31174.59,3.92,1.09,1.08,10287,0.074,6.649,1,1,ERC202209-01739
2021-11-15,DISCOMWR01,HT2,commercial,97.05,116.201,80.09,23.866,214.4,19348.29,56136.66,9.95,1.24,0.76,14498,0.009,1.436,0,0,ERC202111-01740
2025-01-27,DISCOMNR01,EV1,industrial,361.43,39.363,419.11,33.76,299.29,1305.35,3111.05,3.07,0.82,0.55,49368,0.447,6.986,0,0,ERC202501-01741
2022-01-15,DISCOMNE02,AG1,agriculture,42.16,33.916,0.97,24.244,12.44,23745.26,63675.26,4.04,1.21,0.79,100462,0.0,5.091,0,1,ERC202201-01742
2023-01-26,DISCOMER01,GOV,residential,394.66,71.257,260.18,9.886,113.08,18621.46,38975.77,6.99,0.56,0.43,105384,0.057,4.03,1,1,ERC202301-01743
2020-04-03,DISCOMSR02,HT1,industrial,416.53,99.472,526.73,6.49,218.27,10822.36,30414.21,5.91,0.5,0.3,79795,0.051,7.514,1,0,ERC202004-01744
2023-12-22,DISCOMWR02,GOV,agriculture,375.66,71.127,350.96,6.974,9.38,15104.15,21442.74,15.52,0.47,0.41,88338,0.256,1.14,0,0,ERC202312-01745
2024-10-08,DISCOMNR06,TEMP,residential,126.83,57.493,388.36,6.247,279.08,11834.89,31651.93,0.06,1.65,1.96,66144,0.398,8.306,1,0,ERC202410-01746
2024-06-01,DISCOMSR06,HT2,agriculture,163.08,106.246,41.36,5.19,152.3,20668.39,41145.73,5.56,0.79,0.91,53056,0.367,6.431,1,1,ERC202406-01747
2022-09-10,DISCOMWR02,EV1,commercial,152.21,56.846,40.19,28.006,92.38,22437.17,36671.45,4.75,0.99,0.96,76554,0.434,4.456,1,0,ERC202209-01748
2025-01-10,DISCOMWR06,LT1A,industrial,125.77,72.658,590.83,21.935,33.58,2656.73,4326.4,5.22,2.95,2.48,37880,0.0,6.294,1,0,ERC202501-01749
2019-04-17,DISCOMNR01,HT2,agriculture,127.83,108.387,118.21,4.153,97.83,10596.58,20238.32,2.64,0.76,0.87,94831,0.238,2.602,1,1,ERC201904-01750
2024-04-23,DISCOMSR02,LT2,commercial,329.75,86.161,234.72,18.138,153.96,9216.11,13599.04,5.47,1.42,1.37,59820,0.429,3.153,1,1,ERC202404-01751
2023-08-24,DISCOMWR06,LT1A,industrial,100.46,89.38,531.61,13.336,196.1,16439.44,43954.14,6.27,1.08,0.72,31792,0.447,2.436,0,1,ERC202308-01752
2019-01-26,DISCOMSR05,LT1A,industrial,66.8,65.578,423.44,30.233,5.86,8739.98,25010.77,11.41,1.28,0.87,99015,0.227,3.364,0,1,ERC201901-01753
2020-08-11,DISCOMER05,GOV,commercial,157.57,57.636,148.41,25.841,78.75,24614.02,47420.7,7.43,1.32,1.12,95597,0.341,3.867,0,0,ERC202008-01754
2025-06-08,DISCOMNE04,GOV,agriculture,247.67,109.185,366.4,34.868,27.55,18513.87,33955.24,15.41,0.45,0.43,76442,0.369,1.773,1,1,ERC202506-01755
2021-12-30,DISCOMNE06,TEMP,commercial,69.5,85.01,259.7,24.294,267.36,13382.86,23663.94,7.3,0.04,0.04,103563,0.054,6.058,1,1,ERC202112-01756
2024-12-12,DISCOMNE02,LT2,agriculture,192.43,36.033,644.8,25.788,100.29,9218.81,22407.28,7.55,0.6,0.57,99874,0.335,0.596,1,0,ERC202412-01757
2019-10-09,DISCOMNE02,LT1A,commercial,361.05,117.485,627.33,33.506,170.97,865.96,1576.79,1.65,1.45,1.61,37690,0.274,3.982,0,0,ERC201910-01758
2024-11-05,DISCOMSR05,TEMP,residential,259.94,70.19,342.14,6.852,91.38,15804.9,46045.37,5.3,0.82,0.77,117068,0.462,5.746,0,0,ERC202411-01759
2025-03-21,DISCOMNR04,AG1,agriculture,165.48,44.598,257.88,7.624,298.02,3382.18,6349.36,7.72,0.1,0.09,24752,0.385,0.506,1,1,ERC202503-01760
2022-06-16,DISCOMER06,AG1,residential,102.97,106.996,523.78,26.847,278.64,16462.69,33786.27,6.34,1.35,0.9,10021,0.0,6.408,0,1,ERC202206-01761
2021-03-27,DISCOMNE04,TEMP,commercial,269.93,74.939,177.2,14.878,104.67,17460.46,27816.41,9.19,1.34,0.91,19020,0.449,0.67,0,0,ERC202103-01762
2022-07-14,DISCOMNR02,LT1A,residential,202.05,28.612,410.66,14.514,215.17,15480.05,25376.11,2.21,1.14,1.24,47236,0.333,0.627,0,1,ERC202207-01763
2025-02-10,DISCOMNR05,AG1,agriculture,218.7,45.067,450.06,25.164,253.51,2063.43,4933.88,5.54,0.42,0.34,74052,0.442,1.577,0,1,ERC202502-01764
2021-12-31,DISCOMER02,HT2,industrial,156.63,115.573,435.12,4.716,142.49,10123.21,24075.86,7.35,0.86,0.94,22463,0.223,4.857,0,0,ERC202112-01765
2021-06-09,DISCOMWR03,TEMP,residential,275.71,85.18,37.92,10.287,188.49,2388.02,5002.27,8.82,0.79,0.68,55547,0.325,7.495,1,0,ERC202106-01766
2022-10-22,DISCOMNR04,GOV,industrial,58.58,50.095,437.24,4.087,191.2,3134.46,5335.01,0.43,0.55,0.55,39512,0.0,0.441,1,1,ERC202210-01767
2019-07-19,DISCOMNR01,TEMP,residential,321.54,97.067,487.89,2.122,60.31,20622.13,46484.83,2.77,1.08,0.96,102255,0.426,6.486,0,1,ERC201907-01768
2021-09-21,DISCOMNR02,AG1,industrial,207.81,61.594,34.29,13.523,67.56,24374.79,41178.81,1.12,0.0,0.0,46063,0.115,5.813,1,0,ERC202109-01769
2020-08-17,DISCOMWR05,LT1A,industrial,267.04,114.503,122.1,7.985,23.01,9962.14,27054.78,6.98,0.31,0.25,81591,0.09,7.752,0,0,ERC202008-01770
2024-11-16,DISCOMNR06,LT2,agriculture,426.5,61.219,491.07,17.497,190.55,3072.9,7545.99,3.62,1.02,1.16,80425,0.306,8.079,1,1,ERC202411-01771
2022-01-03,DISCOMWR04,GOV,commercial,318.33,60.148,470.14,34.456,168.84,15814.68,43777.06,11.3,0.52,0.49,63088,0.276,5.099,1,0,ERC202201-01772
2020-10-02,DISCOMWR01,GOV,commercial,41.89,59.559,110.37,26.951,268.67,21256.73,42371.96,4.82,0.85,0.72,98079,0.08,3.641,1,1,ERC202010-01773
2022-09-15,DISCOMNE02,HT1,agriculture,392.86,51.368,439.7,12.338,216.07,17911.98,32068.59,7.01,0.8,0.55,21272,0.252,7.538,1,1,ERC202209-01774
2025-03-30,DISCOMNE06,LT2,residential,253.3,29.507,540.56,34.031,80.61,6127.81,13886.9,1.14,0.55,0.42,42872,0.199,0.476,1,1,ERC202503-01775
2023-02-20,DISCOMNE06,TEMP,industrial,142.07,92.043,505.9,9.115,99.3,20887.31,41586.07,0.0,0.0,0.0,30901,0.283,0.319,0,1,ERC202302-01776
2024-03-14,DISCOMER04,TEMP,commercial,21.37,59.493,39.91,7.964,293.73,4701.01,11153.74,0.0,0.0,0.0,94039,0.444,1.868,0,0,ERC202403-01777
2020-12-20,DISCOMNR04,LT2,commercial,332.91,67.959,257.37,24.181,281.11,7189.99,16806.89,4.9,1.15,1.03,91662,0.454,4.79,0,1,ERC202012-01778
2020-05-11,DISCOMNE04,LT1A,residential,104.07,68.532,380.72,28.091,207.35,3944.09,9199.82,3.87,0.53,0.42,102140,0.201,1.584,0,0,ERC202005-01779
2020-04-08,DISCOMSR01,AG1,industrial,144.09,109.468,384.83,29.997,19.72,8766.91,18920.19,0.0,0.81,0.57,61322,0.383,3.73,0,0,ERC202004-01780
2021-06-05,DISCOMER06,HT2,agriculture,263.58,113.993,609.23,32.436,19.53,22195.26,43754.09,1.94,0.0,0.0,32524,0.238,4.885,0,0,ERC202106-01781
2024-03-06,DISCOMSR06,HT1,industrial,163.03,34.943,68.14,6.9,1.23,21643.59,32213.28,2.59,0.66,0.75,4007,0.296,8.314,1,0,ERC202403-01782
2024-07-10,DISCOMNE06,GOV,commercial,205.15,47.059,536.33,33.331,256.94,11303.04,18077.88,0.37,1.04,0.89,45088,0.323,4.951,0,0,ERC202407-01783
2023-12-09,DISCOMER04,GOV,residential,101.97,72.865,152.79,0.098,123.34,7005.94,17297.38,9.22,2.06,1.92,12997,0.03,5.85,0,1,ERC202312-01784
2019-10-09,DISCOMSR01,LT1A,industrial,81.18,95.042,465.65,22.732,204.9,1263.44,2616.84,0.0,0.73,0.72,57094,0.356,6.531,0,1,ERC201910-01785
2023-04-27,DISCOMSR02,HT1,agriculture,54.61,109.372,154.98,24.566,76.75,20589.19,58586.66,5.15,0.55,0.36,93752,0.394,7.432,0,0,ERC202304-01786
2022-07-23,DISCOMNR05,GOV,commercial,31.21,43.127,506.06,15.135,110.51,4481.95,11370.79,5.7,0.03,0.02,117158,0.341,4.941,0,1,ERC202207-01787
2024-08-18,DISCOMNR01,AG1,industrial,295.91,41.382,637.41,12.661,269.4,8264.56,12595.11,6.29,0.48,0.39,77372,0.215,5.122,0,0,ERC202408-01788
2025-06-10,DISCOMSR04,GOV,industrial,372.89,86.74,130.79,8.951,266.15,17640.38,45259.86,8.16,0.0,0.0,717,0.229,8.31,1,0,ERC202506-01789
2022-07-14,DISCOMNE01,HT1,commercial,333.67,29.959,75.41,1.195,175.73,9354.56,15349.28,8.19,0.33,0.35,33276,0.205,8.133,0,0,ERC202207-01790
2025-02-22,DISCOMER03,EV1,commercial,133.96,100.957,185.61,0.362,166.57,22299.79,54085.44,3.35,0.75,0.8,50508,0.0,4.987,0,0,ERC202502-01791
2023-10-07,DISCOMSR06,LT1A,industrial,382.56,111.894,547.31,20.217,181.02,6022.1,14060.56,9.94,0.43,0.3,80185,0.271,1.004,1,1,ERC202310-01792
2023-07-15,DISCOMER04,LT2,residential,438.87,71.302,401.74,15.358,37.9,17012.18,32257.3,5.21,0.27,0.22,60556,0.032,7.169,0,1,ERC202307-01793
2021-08-03,DISCOMNR05,HT1,agriculture,21.92,51.864,214.94,8.009,83.9,8156.74,17501.58,5.03,0.95,1.02,89025,0.05,3.225,1,1,ERC202108-01794
2021-04-29,DISCOMWR03,LT2,industrial,252.57,40.435,368.98,0.825,170.42,2272.18,5287.66,8.9,0.63,0.55,103325,0.305,8.219,1,0,ERC202104-01795
2020-10-09,DISCOMSR02,AG1,residential,315.13,76.111,576.05,19.555,212.08,7665.97,22666.51,0.0,0.31,0.31,36858,0.579,3.252,0,1,ERC202010-01796
2022-01-19,DISCOMER04,AG1,residential,184.26,89.264,636.25,14.49,78.17,21981.65,49365.92,3.47,1.15,0.71,9372,0.245,6.476,0,1,ERC202201-01797
2019-08-15,DISCOMWR04,AG1,agriculture,235.63,72.687,589.9,14.041,184.44,23093.87,68507.39,2.09,0.95,1.08,39368,0.324,0.632,0,1,ERC201908-01798
2021-03-06,DISCOMNE04,HT1,agriculture,155.99,99.031,528.81,7.75,174.06,9161.9,22715.57,8.53,0.43,0.38,102638,0.121,0.302,0,1,ERC202103-01799
2020-04-30,DISCOMER01,HT2,industrial,210.88,29.963,291.84,12.324,267.69,722.9,1474.15,9.19,0.08,0.09,104585,0.586,4.455,1,0,ERC202004-01800
2022-09-21,DISCOMWR02,AG1,industrial,116.11,92.993,392.84,22.072,250.13,20358.58,56652.73,6.3,0.54,0.5,72746,0.302,3.975,0,1,ERC202209-01801
2020-11-01,DISCOMNE01,GOV,agriculture,61.09,75.709,429.96,22.955,104.81,19180.21,46272.97,0.69,1.15,1.21,103958,0.485,6.739,1,0,ERC202011-01802
2019-08-06,DISCOMNE02,LT2,commercial,442.85,58.074,401.41,14.012,99.48,22573.08,53920.53,9.37,1.34,1.24,571,0.0,1.079,0,1,ERC201908-01803
2019-10-21,DISCOMNR06,LT2,commercial,433.61,108.677,428.1,1.254,163.1,12674.72,19510.58,6.65,1.02,1.04,96189,0.193,0.291,1,1,ERC201910-01804
2023-08-03,DISCOMSR04,LT1A,industrial,39.92,89.875,358.57,29.102,261.14,6549.83,18985.16,6.04,0.47,0.52,13444,0.153,4.653,1,1,ERC202308-01805
2025-01-29,DISCOMER01,GOV,residential,321.19,84.352,224.25,20.528,203.95,5563.67,8663.84,6.9,0.81,0.67,63044,0.114,2.357,1,1,ERC202501-01806
2025-01-05,DISCOMNR01,GOV,industrial,403.53,103.868,619.17,13.607,152.81,9335.39,21353.37,11.4,0.86,1.01,42118,0.151,5.927,1,1,ERC202501-01807
2024-06-16,DISCOMWR05,TEMP,commercial,172.83,115.798,200.34,3.51,209.47,1297.48,3771.86,8.48,1.34,1.07,7874,0.333,3.269,1,1,ERC202406-01808
2023-05-31,DISCOMSR04,LT2,commercial,325.44,105.389,289.33,14.436,223.19,14658.92,21559.97,9.63,2.15,2.38,64296,0.572,3.568,1,0,ERC202305-01809
2022-03-01,DISCOMNR03,LT1A,residential,362.91,88.703,498.44,12.117,240.55,16185.34,34167.75,8.24,0.76,0.84,25265,0.533,1.944,0,1,ERC202203-01810
2022-04-03,DISCOMER06,AG1,agriculture,160.47,76.453,223.9,8.676,266.46,15322.61,28172.06,6.58,0.09,0.06,18119,0.0,0.449,1,0,ERC202204-01811
2022-04-26,DISCOMNR03,TEMP,commercial,227.19,116.7,162.01,10.383,90.74,24091.02,41602.16,5.72,0.48,0.44,39105,0.438,8.362,1,0,ERC202204-01812
2024-08-05,DISCOMNE03,TEMP,industrial,131.62,93.629,387.26,0.705,99.04,23803.63,38678.88,5.17,0.53,0.63,5604,0.315,5.377,1,1,ERC202408-01813
2022-11-27,DISCOMER02,LT2,industrial,165.4,25.893,38.45,32.634,266.99,8080.06,21829.34,6.56,0.0,0.0,85343,0.336,6.926,1,0,ERC202211-01814
2020-02-08,DISCOMSR02,TEMP,residential,126.75,87.306,385.31,19.811,98.83,10310.85,15069.69,1.5,1.12,1.24,97298,0.058,2.702,0,1,ERC202002-01815
2022-12-01,DISCOMNR06,HT1,residential,115.0,45.636,468.19,29.69,42.87,23983.25,62710.59,6.96,1.28,1.48,4909,0.142,4.983,1,1,ERC202212-01816
