env_land_mapping_year,env_land_landcover_class_code,env_land_protected_area_id,env_land_management_designation,env_land_habitat_type_code,env_land_biodiversity_richness_index,env_land_species_observation_count,env_land_invasive_species_presence_flag,env_land_wetland_area_acres,env_land_forest_canopy_pct,env_land_impervious_surface_pct,env_land_soil_erosion_risk_score,env_land_carbon_stock_estimate_tons,env_land_restoration_project_flag,env_land_prescribed_burn_acres,env_land_trail_density_mi_sqmi,env_land_public_access_score,env_land_conservation_easement_flag,env_land_land_parcel_fragmentation_index,env_land_remote_sensing_sensor
2016,urban,IN-PA-0001597,national_park,riverine,36,43,0,90.4,55.0,20.2,46,2656,0,116.5,3.51,78,0,16,Sentinel_2
2022,water,IN-PA-0001598,reserved_forest,tropical_dry,37,41,1,21.7,0.0,0.0,6,8185,0,447.0,2.07,63,0,73,Landsat_9
2025,water,IN-PA-0001599,unprotected,coastal,58,39,0,807.1,44.0,12.5,91,11726,0,57.1,1.76,64,0,35,Sentinel_2
2012,cropland,IN-PA-0001600,reserved_forest,tropical_dry,47,39,0,77.7,7.5,21.9,82,6709,0,100.9,0.62,46,0,55,Cartosat_3
2013,grassland,IN-PA-0001601,unprotected,coastal,89,37,0,119.5,55.5,36.9,25,2402,0,72.2,1.39,63,0,64,Resourcesat_2
2021,cropland,IN-PA-0001602,unprotected,tropical_moist,41,33,1,12.7,2.9,23.6,64,28270,0,25.9,0.0,84,0,41,Sentinel_2
2015,wetland,IN-PA-0001603,unprotected,montane,35,26,1,196.4,43.5,2.7,66,7309,0,29.6,2.47,85,0,30,Sentinel_2
2018,urban,IN-PA-0001604,reserved_forest,grassland,85,35,0,42.6,40.7,0.0,32,9366,0,32.0,0.57,38,0,24,MODIS
2016,forest,IN-PA-0001605,unprotected,tropical_dry,84,38,0,68.4,30.6,3.2,56,3848,0,228.0,0.0,31,0,54,Sentinel_2
2015,shrubland,IN-PA-0001606,reserved_forest,montane,47,33,0,85.7,0.0,36.1,17,9227,0,78.3,0.99,58,0,64,Landsat_9
2012,cropland,IN-PA-0001607,reserved_forest,montane,73,36,0,382.7,19.8,10.2,44,32423,0,203.8,3.72,45,0,42,Sentinel_2
2016,forest,IN-PA-0001608,unprotected,mixed,80,41,1,624.5,15.7,11.2,54,5090,0,126.0,2.27,55,0,48,Cartosat_3
2018,cropland,IN-PA-0001609,unprotected,mangrove,36,37,0,139.9,1.0,0.0,47,15960,0,26.9,1.83,49,0,40,Cartosat_3
2016,forest,IN-PA-0001610,community_reserve,coastal,60,27,1,183.8,22.7,32.2,46,13257,0,19.1,1.33,45,0,39,Resourcesat_2
2014,forest,IN-PA-0001611,unprotected,tropical_dry,31,32,0,135.7,37.2,37.6,34,3587,0,87.8,0.0,82,0,70,Landsat_8
2017,urban,IN-PA-0001612,unprotected,coastal,54,35,0,62.3,51.3,17.5,47,6204,1,164.6,1.92,49,0,53,Resourcesat_2
2021,urban,IN-PA-0001613,national_park,riverine,60,35,1,19.0,66.7,39.9,55,22025,0,42.6,0.76,56,0,40,Sentinel_2
2024,cropland,IN-PA-0001614,reserved_forest,montane,63,40,0,402.0,56.6,31.1,15,34277,0,12.4,1.81,28,1,41,VIIRS
2024,cropland,IN-PA-0001615,unprotected,tropical_dry,55,31,0,145.2,59.6,24.1,42,28018,1,120.8,4.21,99,0,39,MODIS
2021,forest,IN-PA-0001616,conservation_reserve,grassland,51,34,0,133.1,36.8,27.7,60,14031,0,0.7,1.09,26,0,34,Sentinel_2
2012,cropland,IN-PA-0001617,unprotected,tropical_dry,49,40,0,333.6,56.2,0.0,90,5608,0,23.1,0.0,52,0,49,Resourcesat_2
2005,forest,IN-PA-0001618,wildlife_sanctuary,montane,35,29,0,34.3,0.0,30.2,89,4699,0,73.1,1.36,71,0,20,Sentinel_2
2006,urban,IN-PA-0001619,national_park,tropical_dry,78,33,0,43.2,66.7,40.9,32,9777,0,72.8,0.69,40,0,26,Sentinel_2
2023,cropland,IN-PA-0001620,unprotected,mixed,88,24,0,111.6,68.2,18.0,51,4779,0,8.7,0.53,53,0,35,Sentinel_2
2017,forest,IN-PA-0001621,national_park,riverine,78,32,0,190.7,41.5,6.8,50,2197,0,301.2,2.6,83,0,52,Resourcesat_2
2013,cropland,IN-PA-0001622,reserved_forest,tropical_moist,75,38,0,168.0,19.1,10.2,1,13888,0,106.8,1.98,53,0,32,Sentinel_2
2023,cropland,IN-PA-0001623,reserved_forest,tropical_dry,65,34,0,242.8,57.6,35.9,28,9699,0,102.7,2.52,68,0,71,Sentinel_2
2015,forest,IN-PA-0001624,unprotected,desert,65,32,0,340.9,77.3,18.0,14,7022,0,39.9,0.0,32,0,36,VIIRS
2024,forest,IN-PA-0001625,wildlife_sanctuary,coastal,80,35,0,54.2,95.0,11.1,37,7130,0,42.0,1.56,64,0,43,Landsat_8
2021,forest,IN-PA-0001626,reserved_forest,coastal,40,27,0,1478.6,36.5,23.4,44,20481,0,22.2,2.89,98,0,59,Cartosat_3
2017,forest,IN-PA-0001627,unprotected,tropical_dry,71,44,1,51.8,31.3,20.6,35,28000,1,237.9,0.69,79,0,37,Sentinel_2
2006,cropland,IN-PA-0001628,wildlife_sanctuary,mangrove,59,25,0,145.7,13.3,16.5,41,17255,0,56.2,0.0,79,0,69,MODIS
2017,urban,IN-PA-0001629,unprotected,grassland,49,39,0,97.8,47.8,28.3,31,19259,1,4.2,0.0,75,0,44,Resourcesat_2
2021,forest,IN-PA-0001630,unprotected,coastal,48,29,0,84.2,34.3,0.0,46,3504,0,12.2,0.0,56,0,52,Resourcesat_2
2006,urban,IN-PA-0001631,national_park,tropical_dry,60,43,0,753.9,48.5,48.7,41,28761,0,11.1,1.88,31,0,43,Sentinel_2
2009,urban,IN-PA-0001632,reserved_forest,riverine,59,34,0,422.8,24.7,10.4,21,7073,0,63.4,0.51,36,0,47,Landsat_8
2015,wetland,IN-PA-0001633,unprotected,tropical_moist,68,42,0,126.6,42.9,8.3,92,20967,0,40.8,2.07,53,0,37,Landsat_9
2011,grassland,IN-PA-0001634,wildlife_sanctuary,montane,54,35,1,119.8,51.3,34.6,49,1565,0,47.3,1.65,65,1,39,Cartosat_3
2014,forest,IN-PA-0001635,unprotected,tropical_moist,58,34,0,11.4,35.9,25.5,60,26816,0,95.9,1.33,46,0,41,Landsat_8
2016,grassland,IN-PA-0001636,unprotected,mixed,70,32,0,52.5,36.3,30.7,26,1983,0,147.0,1.88,74,0,50,MODIS
2013,cropland,IN-PA-0001637,unprotected,tropical_dry,48,32,0,80.4,64.4,27.7,33,43714,0,172.0,1.6,56,0,26,VIIRS
2024,forest,IN-PA-0001638,unprotected,montane,66,43,0,63.9,30.0,0.0,36,3898,0,128.9,3.71,58,0,54,Landsat_9
2010,forest,IN-PA-0001639,unprotected,riverine,74,38,0,129.3,56.0,3.2,66,6455,0,88.5,3.16,65,0,58,Resourcesat_2
2009,cropland,IN-PA-0001640,unprotected,tropical_dry,70,29,1,77.3,46.9,19.2,28,2575,0,119.5,0.36,35,0,66,VIIRS
2009,urban,IN-PA-0001641,conservation_reserve,tropical_dry,66,41,0,133.2,69.8,0.8,31,3128,1,130.1,2.51,39,0,43,Resourcesat_2
2011,grassland,IN-PA-0001642,unprotected,mixed,32,34,0,108.9,54.9,18.1,14,19411,0,89.9,1.41,48,0,50,Resourcesat_2
2019,forest,IN-PA-0001643,unprotected,mangrove,54,29,0,194.9,54.0,21.3,64,7578,0,87.7,2.79,53,0,36,Sentinel_2
2017,cropland,IN-PA-0001644,conservation_reserve,tropical_dry,61,24,0,134.9,64.2,16.7,10,2919,0,241.3,1.27,52,0,72,Cartosat_3
2014,cropland,IN-PA-0001645,unprotected,montane,67,46,0,588.8,11.8,8.0,0,8667,0,32.7,1.36,57,0,36,Landsat_9
2006,water,IN-PA-0001646,unprotected,montane,33,30,0,94.3,50.4,4.2,50,11978,0,46.0,0.34,61,0,49,Resourcesat_2
2022,forest,IN-PA-0001647,wildlife_sanctuary,desert,56,37,0,333.6,69.4,23.4,25,8603,0,101.3,1.66,52,0,78,MODIS
2020,cropland,IN-PA-0001648,reserved_forest,grassland,72,28,1,29.6,5.0,0.0,53,8762,0,18.2,1.97,94,0,60,Landsat_9
2023,forest,IN-PA-0001649,national_park,mixed,83,36,0,50.2,45.7,23.9,44,4919,0,78.9,0.68,38,0,17,Sentinel_2
2023,cropland,IN-PA-0001650,reserved_forest,coastal,45,40,1,27.0,72.3,25.9,19,4143,1,402.8,0.19,58,0,45,MODIS
2006,forest,IN-PA-0001651,unprotected,grassland,42,32,0,657.7,16.0,11.9,30,416,0,250.3,1.69,88,0,51,MODIS
2015,forest,IN-PA-0001652,reserved_forest,mangrove,55,41,0,106.2,57.6,23.6,25,54185,0,25.3,2.16,40,0,28,Sentinel_2
2007,water,IN-PA-0001653,wildlife_sanctuary,mangrove,100,47,0,18.9,37.6,10.0,27,28926,0,23.7,2.93,33,0,85,Landsat_8
2011,forest,IN-PA-0001654,unprotected,mixed,79,33,0,36.3,19.0,23.8,10,5433,0,9.4,0.74,75,0,16,MODIS
2020,cropland,IN-PA-0001655,wildlife_sanctuary,tropical_dry,79,26,0,148.3,54.6,4.0,36,1893,0,30.4,1.94,76,0,63,MODIS
2024,cropland,IN-PA-0001656,unprotected,riverine,48,31,1,61.6,44.6,12.6,56,5936,0,68.0,3.36,36,0,46,MODIS
2016,cropland,IN-PA-0001657,unprotected,desert,63,32,0,50.8,57.9,22.2,88,3700,0,422.1,2.5,61,0,33,Sentinel_2
2024,grassland,IN-PA-0001658,wildlife_sanctuary,tropical_dry,66,40,0,27.4,30.6,15.8,35,6450,1,35.3,2.39,77,0,58,Resourcesat_2
2024,barren,IN-PA-0001659,unprotected,mixed,65,28,0,338.6,29.2,15.6,43,8966,0,312.1,3.56,49,0,40,Landsat_9
2020,grassland,IN-PA-0001660,unprotected,desert,36,31,1,420.5,0.0,38.0,33,3827,0,145.3,1.21,68,0,86,Sentinel_2
2022,urban,IN-PA-0001661,wildlife_sanctuary,tropical_moist,30,30,0,304.7,38.1,2.8,29,4905,0,117.1,1.55,74,0,56,Landsat_9
2023,forest,IN-PA-0001662,unprotected,tropical_moist,75,32,0,424.1,58.0,1.0,28,18768,0,111.5,0.0,73,0,56,Landsat_8
2024,cropland,IN-PA-0001663,unprotected,desert,38,43,0,135.1,11.4,24.5,43,49306,0,21.2,1.63,54,0,47,MODIS
2025,cropland,IN-PA-0001664,unprotected,coastal,55,32,0,73.4,17.0,0.0,66,11872,0,6.5,0.0,15,0,21,VIIRS
2025,cropland,IN-PA-0001665,wildlife_sanctuary,grassland,43,36,0,13.2,45.5,15.4,45,4719,0,210.7,1.56,18,0,12,MODIS
2021,urban,IN-PA-0001666,wildlife_sanctuary,tropical_dry,43,37,0,43.5,49.8,19.1,39,18389,0,38.4,0.52,61,1,56,Cartosat_3
2018,grassland,IN-PA-0001667,unprotected,tropical_dry,50,33,0,93.6,52.7,23.4,51,5685,0,32.8,1.27,64,0,63,Resourcesat_2
2005,cropland,IN-PA-0001668,reserved_forest,tropical_dry,47,28,0,168.7,33.9,5.1,36,13717,0,9.7,0.72,80,0,30,Sentinel_2
2014,cropland,IN-PA-0001669,unprotected,tropical_moist,76,53,1,74.7,20.9,12.3,40,5357,0,38.4,1.99,53,0,42,VIIRS
2016,forest,IN-PA-0001670,reserved_forest,tropical_dry,67,31,0,93.3,14.7,26.4,62,10113,1,134.2,2.66,41,0,56,Landsat_9
2013,water,IN-PA-0001671,wildlife_sanctuary,riverine,58,37,0,31.3,15.9,16.7,66,9590,0,70.4,0.28,78,1,25,Sentinel_2
2010,cropland,IN-PA-0001672,reserved_forest,tropical_dry,53,46,0,445.5,14.5,19.9,30,6288,0,286.4,0.95,69,0,66,Landsat_8
2024,grassland,IN-PA-0001673,national_park,tropical_dry,60,34,0,99.8,13.5,29.0,58,2463,0,189.9,3.55,52,0,55,VIIRS
2014,grassland,IN-PA-0001674,reserved_forest,tropical_dry,65,31,1,66.6,33.0,29.4,35,7213,0,31.8,1.1,25,0,47,Sentinel_2
2017,cropland,IN-PA-0001675,unprotected,coastal,34,35,0,25.5,18.6,9.5,12,7556,0,151.4,2.65,62,0,79,Sentinel_2
2018,urban,IN-PA-0001676,unprotected,coastal,60,39,1,462.2,48.1,17.2,61,11866,0,128.6,1.11,82,0,54,Cartosat_3
2006,cropland,IN-PA-0001677,reserved_forest,mixed,62,39,0,13.4,6.5,0.0,35,11697,0,11.0,0.03,87,0,55,Cartosat_3
2006,cropland,IN-PA-0001678,unprotected,coastal,53,29,0,130.6,46.2,28.7,56,24179,0,4.5,0.0,54,0,40,Cartosat_3
2023,cropland,IN-PA-0001679,community_reserve,desert,36,33,0,54.1,27.4,19.2,9,4463,0,50.6,1.44,71,0,41,Landsat_9
2008,urban,IN-PA-0001680,reserved_forest,coastal,43,35,0,95.3,43.3,51.9,41,14103,0,58.1,2.99,52,0,36,Sentinel_2
2025,grassland,IN-PA-0001681,unprotected,mixed,70,40,0,91.5,38.7,7.0,26,8538,0,237.5,1.09,71,0,32,Sentinel_2
2010,cropland,IN-PA-0001682,unprotected,tropical_dry,59,37,1,163.9,45.8,0.0,70,5031,0,89.2,0.71,70,0,65,Sentinel_2
2005,forest,IN-PA-0001683,national_park,desert,61,29,1,101.9,23.9,0.0,36,14832,0,37.3,0.08,23,0,30,VIIRS
2013,grassland,IN-PA-0001684,unprotected,tropical_dry,47,40,1,141.4,30.4,16.5,59,5397,0,40.7,3.1,54,0,52,Sentinel_2
2018,urban,IN-PA-0001685,unprotected,grassland,75,41,0,69.6,54.2,26.9,49,4982,0,56.7,0.0,30,0,32,Cartosat_3
2011,grassland,IN-PA-0001686,unprotected,tropical_dry,53,31,0,75.5,26.3,18.0,31,369,0,54.8,2.27,65,1,50,MODIS
2011,plantation,IN-PA-0001687,unprotected,tropical_dry,41,29,0,237.6,3.3,29.2,61,46767,0,227.8,1.89,55,0,48,Sentinel_2
2013,forest,IN-PA-0001688,reserved_forest,mixed,63,36,0,132.1,38.7,26.7,40,4337,0,20.1,2.0,61,0,32,Sentinel_2
2023,cropland,IN-PA-0001689,unprotected,mixed,37,35,0,251.4,28.5,18.5,52,19099,0,48.3,2.27,68,0,55,Cartosat_3
2010,cropland,IN-PA-0001690,unprotected,riverine,61,43,0,45.5,23.5,14.5,47,3766,0,46.9,0.23,63,0,31,VIIRS
2018,cropland,IN-PA-0001691,national_park,tropical_dry,69,39,0,89.1,43.9,35.4,50,4068,0,134.4,1.32,64,0,48,Landsat_8
2007,urban,IN-PA-0001692,reserved_forest,tropical_dry,29,26,0,49.7,44.4,1.8,51,6570,0,49.4,0.74,79,0,7,MODIS
2018,forest,IN-PA-0001693,reserved_forest,desert,74,45,0,89.3,60.2,40.9,56,15937,1,42.3,2.3,53,0,59,Cartosat_3
2009,forest,IN-PA-0001694,conservation_reserve,tropical_moist,26,36,0,39.1,52.6,22.6,52,19691,0,208.1,1.7,65,0,58,Sentinel_2
2018,forest,IN-PA-0001695,national_park,tropical_dry,71,32,0,48.7,50.8,0.0,44,10216,0,114.2,0.78,34,0,74,Landsat_8
2014,wetland,IN-PA-0001696,unprotected,mixed,61,29,0,216.6,26.7,17.4,53,13520,1,112.5,3.11,49,0,58,MODIS
2015,urban,IN-PA-0001697,reserved_forest,riverine,69,42,0,37.7,11.6,32.8,45,12397,0,15.3,1.65,86,0,23,MODIS
2010,cropland,IN-PA-0001698,national_park,tropical_moist,41,37,0,122.8,21.0,25.3,50,12234,0,51.7,3.13,37,0,22,Sentinel_2
2012,cropland,IN-PA-0001699,unprotected,mangrove,30,32,0,346.3,3.7,16.1,0,9389,0,13.1,1.53,69,0,64,Landsat_8
2017,forest,IN-PA-0001700,unprotected,tropical_moist,68,29,0,40.3,33.3,37.9,14,4984,0,8.9,2.42,77,0,74,Sentinel_2
2013,cropland,IN-PA-0001701,unprotected,mixed,34,31,0,238.2,0.0,31.9,58,7298,0,67.2,0.69,59,0,14,Sentinel_2
2023,forest,IN-PA-0001702,community_reserve,mixed,63,37,0,45.2,61.9,28.9,44,20091,0,98.1,0.0,61,0,42,Cartosat_3
2007,forest,IN-PA-0001703,unprotected,tropical_dry,78,43,1,77.6,44.3,12.0,9,11983,0,89.8,1.88,32,0,47,Resourcesat_2
2016,cropland,IN-PA-0001704,unprotected,coastal,56,47,0,271.5,44.3,13.3,42,13622,0,271.4,1.31,73,0,39,Sentinel_2
2022,forest,IN-PA-0001705,wildlife_sanctuary,tropical_moist,57,42,0,33.7,82.0,20.3,46,16533,0,86.1,0.81,44,0,49,Landsat_8
2015,wetland,IN-PA-0001706,reserved_forest,tropical_dry,48,30,0,1368.0,25.9,19.8,66,30943,0,92.4,1.89,64,0,59,Sentinel_2
2019,shrubland,IN-PA-0001707,unprotected,riverine,75,39,0,91.0,4.3,53.2,43,13613,0,152.4,3.25,63,0,79,MODIS
2019,cropland,IN-PA-0001708,community_reserve,riverine,55,37,0,903.8,51.4,0.0,68,4740,0,194.5,1.18,27,0,56,Landsat_9
2024,wetland,IN-PA-0001709,wildlife_sanctuary,tropical_moist,66,44,0,541.1,28.6,16.2,53,12925,1,51.1,0.0,54,0,43,Landsat_8
2019,water,IN-PA-0001710,unprotected,tropical_dry,28,41,0,139.1,5.4,6.2,35,1367,0,50.6,1.97,41,0,51,Landsat_9
2009,forest,IN-PA-0001711,reserved_forest,mixed,50,48,0,25.4,67.4,29.5,24,10525,0,107.5,0.03,57,0,28,MODIS
2011,grassland,IN-PA-0001712,reserved_forest,grassland,53,39,0,201.1,57.5,23.3,41,4993,0,132.6,1.6,77,0,46,Landsat_8
2005,grassland,IN-PA-0001713,unprotected,grassland,48,41,0,35.0,64.3,25.5,52,11375,0,41.1,0.89,65,0,51,Resourcesat_2
2017,urban,IN-PA-0001714,reserved_forest,montane,52,46,0,100.9,23.2,0.0,65,14917,0,18.9,1.88,58,0,43,Sentinel_2
2018,grassland,IN-PA-0001715,unprotected,tropical_moist,57,43,1,97.6,23.9,23.9,46,5144,0,31.8,2.21,66,0,29,Resourcesat_2
2008,urban,IN-PA-0001716,unprotected,grassland,58,42,0,90.3,57.7,3.5,42,5830,0,175.9,2.01,40,0,40,Resourcesat_2
2019,cropland,IN-PA-0001717,unprotected,tropical_moist,41,42,1,86.8,21.7,0.0,5,19830,0,47.7,1.41,69,0,40,Sentinel_2
2016,wetland,IN-PA-0001718,unprotected,mixed,72,36,0,56.1,27.6,36.2,59,11003,0,58.9,0.0,53,0,31,Landsat_8
2012,cropland,IN-PA-0001719,unprotected,tropical_moist,49,40,0,47.6,45.6,44.1,63,3097,0,108.9,1.72,12,0,25,Resourcesat_2
2017,grassland,IN-PA-0001720,reserved_forest,grassland,97,37,0,58.2,70.7,23.2,35,30668,0,1.0,1.75,82,0,25,Landsat_8
2007,wetland,IN-PA-0001721,wildlife_sanctuary,tropical_dry,89,39,0,289.7,0.0,25.1,57,9805,0,143.9,0.94,52,1,58,Sentinel_2
2006,urban,IN-PA-0001722,reserved_forest,riverine,60,40,0,25.9,26.2,1.4,36,7376,0,142.3,1.64,43,0,34,Sentinel_2
2015,forest,IN-PA-0001723,unprotected,tropical_moist,54,33,0,51.0,12.4,7.7,39,5424,0,154.7,1.32,94,0,34,Landsat_8
2019,cropland,IN-PA-0001724,national_park,tropical_moist,63,33,0,732.2,54.6,7.4,43,3235,0,118.5,0.26,61,0,74,Sentinel_2
2023,plantation,IN-PA-0001725,unprotected,mixed,53,35,0,81.2,5.5,19.1,25,4388,0,6.9,2.16,33,0,34,Landsat_8
2016,forest,IN-PA-0001726,unprotected,mixed,56,38,0,197.3,44.3,0.0,79,2901,0,128.6,0.0,41,0,70,Landsat_9
2016,forest,IN-PA-0001727,national_park,grassland,73,32,0,45.3,0.0,29.4,23,7650,1,100.8,1.69,57,0,71,Landsat_9
2017,cropland,IN-PA-0001728,unprotected,coastal,42,38,0,28.0,51.5,27.1,21,3630,0,141.0,1.79,80,0,42,Resourcesat_2
2022,grassland,IN-PA-0001729,unprotected,coastal,52,41,0,151.2,53.5,18.2,57,4031,0,8.9,1.13,52,0,54,Landsat_9
2018,wetland,IN-PA-0001730,reserved_forest,mixed,63,45,0,68.7,35.6,20.3,46,33658,0,64.5,1.7,62,0,27,Landsat_9
2006,water,IN-PA-0001731,unprotected,tropical_dry,46,39,0,293.3,0.0,39.5,38,3078,0,76.5,1.98,73,0,28,Sentinel_2
2017,water,IN-PA-0001732,wildlife_sanctuary,mangrove,59,36,0,55.5,37.7,31.9,33,5251,0,32.2,2.99,46,0,59,Sentinel_2
2005,grassland,IN-PA-0001733,wildlife_sanctuary,mixed,49,36,0,99.3,37.7,36.1,39,10424,0,248.0,2.49,54,0,72,Sentinel_2
2019,urban,IN-PA-0001734,unprotected,coastal,70,43,0,434.4,36.0,32.7,25,12012,0,204.8,0.47,60,0,57,Resourcesat_2
2014,wetland,IN-PA-0001735,reserved_forest,tropical_dry,52,37,1,215.5,47.9,20.8,82,8617,0,7.4,2.64,43,0,40,Cartosat_3
2019,forest,IN-PA-0001736,reserved_forest,montane,69,36,1,95.0,0.0,31.2,22,5090,0,46.2,3.25,42,0,40,Sentinel_2
2016,shrubland,IN-PA-0001737,unprotected,riverine,44,38,0,134.7,54.8,33.9,20,1954,1,49.0,1.48,70,0,47,MODIS
2019,urban,IN-PA-0001738,unprotected,tropical_dry,45,44,0,232.9,59.3,25.2,48,8369,0,11.2,4.34,76,0,64,MODIS
2024,forest,IN-PA-0001739,reserved_forest,mixed,83,23,0,83.9,0.0,0.0,82,24358,0,297.8,1.04,54,0,38,Cartosat_3
2019,plantation,IN-PA-0001740,reserved_forest,coastal,33,45,0,19.0,0.0,0.0,74,1940,1,82.6,1.56,53,0,42,Landsat_9
2007,urban,IN-PA-0001741,unprotected,tropical_dry,49,30,0,18.8,33.7,35.0,61,6770,0,47.8,1.78,52,0,58,Sentinel_2
2008,water,IN-PA-0001742,unprotected,tropical_dry,55,42,0,101.7,4.6,0.0,41,1488,0,9.6,2.31,50,0,65,Landsat_9
2020,grassland,IN-PA-0001743,unprotected,riverine,27,35,0,78.6,44.7,3.0,46,14602,0,73.5,2.72,43,0,43,Resourcesat_2
2014,water,IN-PA-0001744,unprotected,mixed,53,31,0,269.5,47.0,0.0,0,14463,0,8.7,3.93,18,0,39,VIIRS
2022,cropland,IN-PA-0001745,reserved_forest,tropical_dry,25,33,1,382.1,48.7,0.0,84,4344,0,88.0,2.86,24,0,38,Sentinel_2
2024,forest,IN-PA-0001746,unprotected,tropical_moist,60,33,0,182.9,0.0,23.8,58,8292,0,64.3,1.18,72,0,61,Cartosat_3
2025,forest,IN-PA-0001747,unprotected,tropical_moist,59,40,0,194.2,19.9,23.2,84,12505,0,58.5,1.92,83,0,51,Resourcesat_2
2022,cropland,IN-PA-0001748,unprotected,tropical_moist,20,28,0,481.1,32.6,9.3,46,11649,0,16.6,2.03,38,0,34,Resourcesat_2
2007,water,IN-PA-0001749,reserved_forest,grassland,53,33,0,14.9,4.3,38.7,53,10996,0,10.1,3.16,55,0,78,Sentinel_2
2008,wetland,IN-PA-0001750,community_reserve,tropical_dry,53,39,0,22.7,18.2,0.0,62,9315,0,156.3,3.32,55,0,57,Sentinel_2
2017,cropland,IN-PA-0001751,unprotected,grassland,51,44,0,33.1,38.5,9.7,2,56746,0,346.3,1.1,50,0,50,Resourcesat_2
2017,forest,IN-PA-0001752,reserved_forest,mixed,43,32,1,27.2,30.5,7.4,36,24192,0,195.1,1.52,51,1,47,Sentinel_2
2014,cropland,IN-PA-0001753,reserved_forest,tropical_dry,66,36,1,86.5,48.0,46.0,49,9367,0,44.2,0.02,66,0,38,MODIS
2016,wetland,IN-PA-0001754,unprotected,grassland,39,36,0,127.9,0.0,18.9,83,8184,0,44.2,2.37,84,1,21,Landsat_8
2009,forest,IN-PA-0001755,conservation_reserve,montane,67,38,1,129.1,37.2,24.2,68,11375,0,10.8,0.79,62,0,63,Sentinel_2
2016,forest,IN-PA-0001756,community_reserve,riverine,75,29,0,164.3,29.6,15.8,59,33373,0,35.8,0.52,66,0,38,MODIS
2012,grassland,IN-PA-0001757,reserved_forest,grassland,49,24,0,133.5,31.7,6.9,46,15802,0,8.2,0.31,55,0,38,Sentinel_2
2019,water,IN-PA-0001758,unprotected,montane,46,31,0,87.6,27.8,28.5,39,39898,0,294.1,0.96,72,0,44,Resourcesat_2
2016,urban,IN-PA-0001759,wildlife_sanctuary,tropical_dry,59,31,1,58.4,19.4,30.0,18,16890,0,16.0,1.63,70,0,39,Landsat_9
2015,forest,IN-PA-0001760,unprotected,tropical_moist,75,24,0,24.1,27.2,46.9,60,9685,0,38.5,1.69,47,0,67,Resourcesat_2
2009,urban,IN-PA-0001761,unprotected,tropical_moist,30,37,0,91.3,25.3,0.0,37,4016,0,93.9,0.96,64,0,27,Landsat_8
2009,water,IN-PA-0001762,unprotected,coastal,52,23,1,173.5,13.1,0.0,37,23829,0,42.3,1.46,45,0,41,Landsat_8
2019,wetland,IN-PA-0001763,conservation_reserve,mangrove,56,34,0,304.7,35.5,7.2,52,4593,0,131.3,1.11,53,0,23,Resourcesat_2
2012,urban,IN-PA-0001764,community_reserve,coastal,66,37,0,43.9,41.5,41.4,32,44361,0,1.1,2.83,33,0,33,VIIRS
2019,water,IN-PA-0001765,conservation_reserve,tropical_dry,57,37,0,982.2,0.0,5.9,67,2538,1,180.5,3.16,99,0,40,VIIRS
2014,grassland,IN-PA-0001766,reserved_forest,tropical_moist,63,38,0,240.2,36.9,38.4,42,2489,0,20.6,2.35,100,1,67,Sentinel_2
2013,grassland,IN-PA-0001767,reserved_forest,tropical_dry,60,43,1,197.2,15.3,0.0,31,9644,0,10.6,3.3,68,0,42,Resourcesat_2
2022,grassland,IN-PA-0001768,unprotected,mixed,56,32,0,124.0,18.1,23.4,43,10009,0,63.5,2.67,65,0,52,Sentinel_2
2021,forest,IN-PA-0001769,unprotected,coastal,67,24,0,6.6,57.6,19.2,57,28728,0,99.2,0.83,55,0,31,Cartosat_3
2025,cropland,IN-PA-0001770,unprotected,tropical_moist,58,29,0,146.2,0.0,0.0,28,23039,0,80.7,1.52,37,1,44,Cartosat_3
2005,grassland,IN-PA-0001771,reserved_forest,tropical_dry,61,28,0,77.7,28.4,24.3,34,13685,0,25.6,2.16,43,0,45,Sentinel_2
2020,forest,IN-PA-0001772,unprotected,mixed,58,38,1,354.1,60.2,11.2,56,11208,0,119.4,4.03,64,0,9,Cartosat_3
2021,cropland,IN-PA-0001773,conservation_reserve,coastal,51,27,0,95.5,19.3,28.8,59,9333,0,9.1,1.89,73,0,39,Sentinel_2
2006,grassland,IN-PA-0001774,unprotected,tropical_moist,72,42,1,329.4,52.3,29.2,17,13232,0,102.3,1.94,47,0,70,Sentinel_2
2014,urban,IN-PA-0001775,unprotected,tropical_dry,78,35,0,50.3,38.5,13.1,47,8236,0,400.4,0.65,72,0,37,Landsat_9
2022,forest,IN-PA-0001776,unprotected,tropical_moist,54,31,0,70.6,0.0,18.9,64,2855,0,32.9,0.0,41,0,68,Landsat_8
2015,grassland,IN-PA-0001777,reserved_forest,tropical_moist,40,41,1,69.4,45.9,41.5,0,1126,0,35.1,0.54,60,0,66,VIIRS
2019,urban,IN-PA-0001778,reserved_forest,grassland,73,28,0,163.1,23.9,5.6,63,8150,0,6.1,0.62,68,0,24,Resourcesat_2
2008,forest,IN-PA-0001779,wildlife_sanctuary,tropical_moist,44,33,0,254.5,30.8,10.4,79,6050,1,90.3,2.28,93,0,38,Cartosat_3
2005,cropland,IN-PA-0001780,reserved_forest,grassland,80,37,1,87.8,29.2,24.8,48,1075,0,86.0,1.88,70,0,19,MODIS
