demo_migflow_move_year,demo_migflow_origin_geoid,demo_migflow_destination_geoid,demo_migflow_move_type_code,demo_migflow_age_at_move,demo_migflow_household_size_at_move,demo_migflow_primary_reason_for_move,demo_migflow_housing_tenure_before_move,demo_migflow_housing_tenure_after_move,demo_migflow_distance_miles_estimate,demo_migflow_commute_change_minutes,demo_migflow_income_bracket_before_move,demo_migflow_income_bracket_after_move,demo_migflow_education_level,demo_migflow_citizenship_status,demo_migflow_foreign_born_indicator,demo_migflow_interstate_flow_count,demo_migflow_intrastate_flow_count,demo_migflow_survey_weight,demo_migflow_data_collection_wave
2016,23156,08156,INTERNATIONAL_OUT,70,6,OTHER,RENT,RENT,1904.4,59,25_50K,100_150K,HS,NONCITIZEN,0,80,130,0.5115,W5
2025,23157,08157,INTERNATIONAL_IN,47,2,MILITARY,RENT,RENT,2592.6,40,100_150K,150K_PLUS,LT_HS,NATURALIZED,0,85,115,2.4574,W1
2021,23158,08158,INTERNATIONAL_IN,80,5,JOB,OTHER,RENT,434.7,46,75_100K,25_50K,HS,CITIZEN,0,83,122,2.4743,W5
2025,23159,08159,INTRASTATE,40,6,MILITARY,OWN,RENT,1278.5,18,100_150K,100_150K,LT_HS,NATURALIZED,1,94,120,1.6951,W5
2018,23160,08160,INTERNATIONAL_IN,7,1,HOUSING_COST,OWN,OWN,126.3,102,50_75K,75_100K,ASSOC,CITIZEN,0,78,124,2.463,W3
2020,23161,08161,INTERNATIONAL_OUT,36,7,HEALTH,OWN,OTHER,1184.2,-53,LT25K,75_100K,ASSOC,CITIZEN,0,87,136,2.8379,W2
2021,23162,08162,INTERNATIONAL_IN,36,2,SCHOOL,OTHER,RENT,1966.6,38,LT25K,150K_PLUS,HS,NONCITIZEN,1,81,115,0.8523,W1
2019,23163,08163,INTERNATIONAL_OUT,63,4,RETIREMENT,OWN,OTHER,1820.6,0,50_75K,100_150K,BACH,CITIZEN,0,82,112,2.3435,W1
2025,23164,08164,INTRASTATE,58,6,OTHER,RENT,RENT,193.5,39,25_50K,100_150K,BACH,CITIZEN,0,73,105,2.4847,W1
2025,23165,08165,INTERNATIONAL_OUT,87,6,FAMILY,OWN,RENT,199.1,-34,50_75K,LT25K,BACH,NONCITIZEN,1,78,118,0.8417,W2
2021,23166,08166,INTERNATIONAL_IN,44,3,FAMILY,OTHER,RENT,976.6,58,150K_PLUS,50_75K,GRAD,NONCITIZEN,1,80,122,2.5987,W1
2022,23167,08167,INTERNATIONAL_OUT,15,1,HOUSING_COST,RENT,OTHER,2468.6,-41,50_75K,150K_PLUS,GRAD,NONCITIZEN,1,89,118,2.5745,W4
2017,23168,08168,INTERNATIONAL_OUT,25,1,OTHER,RENT,OTHER,66.3,-4,150K_PLUS,LT25K,ASSOC,CITIZEN,1,69,106,0.7189,W2
2022,23169,08169,INTERSTATE,30,2,MILITARY,OTHER,RENT,1971.2,-38,25_50K,150K_PLUS,LT_HS,NONCITIZEN,0,74,141,1.2475,W5
2022,23170,08170,INTERSTATE,26,2,FAMILY,RENT,OTHER,588.3,39,25_50K,75_100K,GRAD,CITIZEN,1,80,111,3.3058,W4
2017,23171,08171,INTRASTATE,89,4,MILITARY,OWN,RENT,3021.8,69,75_100K,75_100K,GRAD,CITIZEN,1,88,118,0.4348,W5
2018,23172,08172,INTERNATIONAL_OUT,42,7,RETIREMENT,OTHER,OWN,1377.0,94,100_150K,25_50K,SOME_COLLEGE,CITIZEN,1,96,104,0.9555,W1
2018,23173,08173,INTERNATIONAL_OUT,14,7,HOUSING_COST,OWN,OTHER,153.7,99,LT25K,50_75K,HS,NONCITIZEN,0,71,118,2.11,W2
2016,23174,08174,INTERNATIONAL_OUT,57,5,OTHER,OTHER,RENT,2283.8,117,25_50K,50_75K,GRAD,CITIZEN,1,66,132,3.3967,W4
2016,23175,08175,INTERSTATE,48,2,MILITARY,OTHER,OWN,1551.0,-21,150K_PLUS,150K_PLUS,GRAD,CITIZEN,0,77,128,1.0486,W2
2025,23176,08176,INTERNATIONAL_OUT,78,6,JOB,OTHER,OWN,2820.0,43,25_50K,75_100K,LT_HS,NONCITIZEN,0,73,102,2.8954,W2
2021,23177,08177,INTERSTATE,86,2,MILITARY,OWN,RENT,2086.0,-28,75_100K,LT25K,SOME_COLLEGE,NONCITIZEN,1,87,113,1.4123,W2
2024,23178,08178,INTRASTATE,24,2,MILITARY,OTHER,OWN,2216.2,-32,75_100K,100_150K,ASSOC,CITIZEN,0,79,112,1.3632,W5
2024,23179,08179,INTERNATIONAL_OUT,67,7,HOUSING_COST,RENT,OWN,2455.3,-28,100_150K,50_75K,SOME_COLLEGE,CITIZEN,1,71,124,3.487,W2
2016,23180,08180,INTERNATIONAL_OUT,35,4,JOB,OWN,RENT,1345.4,39,25_50K,100_150K,ASSOC,CITIZEN,0,76,141,2.8968,W1
2022,23181,08181,INTERNATIONAL_IN,79,3,FAMILY,OTHER,OWN,2536.3,84,25_50K,75_100K,ASSOC,NONCITIZEN,1,77,111,1.0201,W4
2021,23182,08182,INTERSTATE,46,5,HEALTH,OTHER,OWN,162.5,13,75_100K,25_50K,GRAD,NONCITIZEN,1,72,124,0.8127,W3
2019,23183,08183,INTERNATIONAL_IN,58,4,RETIREMENT,OWN,RENT,2449.8,4,50_75K,75_100K,GRAD,NATURALIZED,1,80,115,0.4775,W2
2018,23184,08184,INTRASTATE,84,2,MILITARY,RENT,RENT,2036.4,61,100_150K,100_150K,GRAD,NONCITIZEN,0,89,123,1.7929,W4
2024,23185,08185,INTERSTATE,51,3,SCHOOL,RENT,OWN,1813.5,-18,25_50K,75_100K,LT_HS,CITIZEN,1,86,136,1.3039,W5
2025,23186,08186,INTERNATIONAL_OUT,39,2,HOUSING_COST,OTHER,OTHER,1018.4,56,LT25K,50_75K,BACH,NONCITIZEN,0,68,97,1.4567,W5
2020,23187,08187,INTERNATIONAL_OUT,42,4,FAMILY,OTHER,RENT,365.6,66,LT25K,150K_PLUS,BACH,NONCITIZEN,0,75,116,1.6237,W2
2023,23188,08188,INTERNATIONAL_OUT,55,1,MILITARY,RENT,OTHER,2071.2,39,150K_PLUS,150K_PLUS,LT_HS,NATURALIZED,1,87,131,3.4704,W2
2019,23189,08189,INTERNATIONAL_OUT,80,2,RETIREMENT,OTHER,RENT,1509.6,30,75_100K,100_150K,HS,NATURALIZED,0,68,118,0.2095,W1
2019,23190,08190,INTRASTATE,2,7,SCHOOL,RENT,OTHER,697.5,-18,150K_PLUS,100_150K,ASSOC,CITIZEN,0,85,125,1.606,W3
2021,23191,08191,INTERNATIONAL_OUT,70,3,HOUSING_COST,RENT,RENT,139.3,104,LT25K,25_50K,HS,NATURALIZED,1,88,128,0.4144,W2
2021,23192,08192,INTERNATIONAL_OUT,11,5,RETIREMENT,RENT,OWN,1724.3,-15,75_100K,50_75K,ASSOC,CITIZEN,0,82,100,2.421,W2
2018,23193,08193,INTERNATIONAL_OUT,64,1,FAMILY,RENT,OWN,404.6,-36,50_75K,LT25K,GRAD,CITIZEN,0,104,109,0.3664,W1
2017,23194,08194,INTERNATIONAL_IN,42,2,HEALTH,OTHER,OTHER,2974.2,37,75_100K,25_50K,ASSOC,CITIZEN,1,84,135,2.7305,W5
2024,23195,08195,INTRASTATE,69,2,MILITARY,OWN,OTHER,482.4,32,25_50K,50_75K,GRAD,CITIZEN,1,86,128,3.0637,W3
2017,23196,08196,INTERSTATE,45,3,MILITARY,OWN,RENT,103.0,38,LT25K,150K_PLUS,BACH,NATURALIZED,1,92,125,3.4036,W5
2024,23197,08197,INTRASTATE,59,7,OTHER,RENT,RENT,838.9,44,25_50K,LT25K,BACH,CITIZEN,1,82,95,0.5989,W2
2023,23198,08198,INTRASTATE,60,7,MILITARY,OTHER,OTHER,560.3,118,LT25K,150K_PLUS,ASSOC,CITIZEN,0,81,113,3.4303,W3
2025,23199,08199,INTRASTATE,48,1,HOUSING_COST,OWN,OTHER,2532.1,13,LT25K,100_150K,GRAD,NONCITIZEN,0,89,140,1.5607,W2
2022,23200,08200,INTERNATIONAL_OUT,86,1,MILITARY,OWN,OWN,926.3,56,75_100K,150K_PLUS,BACH,CITIZEN,1,80,128,2.2875,W1
2020,24001,09001,INTERNATIONAL_IN,24,1,HOUSING_COST,RENT,OTHER,785.1,-23,100_150K,25_50K,BACH,NONCITIZEN,0,73,120,0.2002,W1
2018,24002,09002,INTERNATIONAL_IN,88,2,OTHER,RENT,OWN,3183.4,105,LT25K,100_150K,GRAD,NATURALIZED,1,80,123,1.4219,W5
2017,24003,09003,INTERNATIONAL_IN,2,1,MILITARY,OTHER,OTHER,480.6,-60,LT25K,100_150K,SOME_COLLEGE,NONCITIZEN,1,77,130,1.3646,W4
2023,24004,09004,INTERNATIONAL_IN,67,2,JOB,OWN,OWN,272.5,-7,150K_PLUS,100_150K,SOME_COLLEGE,NATURALIZED,0,79,114,1.8626,W5
2017,24005,09005,INTERSTATE,62,2,HEALTH,RENT,OWN,978.3,35,100_150K,50_75K,GRAD,NATURALIZED,1,73,121,0.6376,W3
2023,24006,09006,INTERNATIONAL_IN,29,6,MILITARY,RENT,OWN,1296.6,-39,25_50K,LT25K,ASSOC,NONCITIZEN,0,81,149,2.4776,W1
2020,24007,09007,INTERNATIONAL_OUT,3,1,JOB,OTHER,RENT,2433.5,-42,LT25K,50_75K,BACH,NATURALIZED,0,77,126,2.1658,W5
2024,24008,09008,INTERNATIONAL_OUT,77,4,HOUSING_COST,RENT,OWN,3057.4,-27,75_100K,100_150K,SOME_COLLEGE,NATURALIZED,0,79,118,0.9012,W1
2019,24009,09009,INTERNATIONAL_IN,84,7,RETIREMENT,RENT,OTHER,2443.9,-17,100_150K,25_50K,HS,NATURALIZED,1,76,124,3.446,W4
2023,24010,09010,INTERSTATE,70,5,FAMILY,RENT,OTHER,2325.4,56,100_150K,150K_PLUS,ASSOC,NONCITIZEN,0,77,120,0.2185,W5
2022,24011,09011,INTERNATIONAL_IN,20,5,SCHOOL,RENT,OTHER,3172.6,48,150K_PLUS,100_150K,ASSOC,NATURALIZED,0,86,123,1.3085,W1
2023,24012,09012,INTERNATIONAL_OUT,70,4,OTHER,RENT,RENT,2449.3,6,LT25K,LT25K,HS,CITIZEN,0,87,116,1.0637,W2
2020,24013,09013,INTERNATIONAL_OUT,0,1,JOB,OTHER,OWN,446.9,53,25_50K,50_75K,ASSOC,NONCITIZEN,1,70,149,2.0481,W4
2017,24014,09014,INTERNATIONAL_OUT,59,2,FAMILY,RENT,RENT,1477.2,119,25_50K,LT25K,BACH,CITIZEN,0,90,124,3.1317,W2
2022,24015,09015,INTRASTATE,33,3,MILITARY,OWN,OWN,1611.5,-39,50_75K,50_75K,SOME_COLLEGE,NONCITIZEN,1,81,128,2.3707,W3
2018,24016,09016,INTERNATIONAL_OUT,86,4,HOUSING_COST,RENT,OTHER,975.7,-32,50_75K,150K_PLUS,LT_HS,CITIZEN,0,102,124,0.3571,W4
2025,24017,09017,INTERNATIONAL_IN,2,5,FAMILY,RENT,OWN,526.1,81,75_100K,LT25K,SOME_COLLEGE,NATURALIZED,0,76,117,3.0492,W1
2025,24018,09018,INTERNATIONAL_OUT,17,5,OTHER,OWN,RENT,2277.7,1,150K_PLUS,LT25K,GRAD,CITIZEN,0,87,98,1.0748,W2
2025,24019,09019,INTERSTATE,42,2,FAMILY,OWN,RENT,888.3,-46,LT25K,50_75K,HS,CITIZEN,1,84,98,0.5641,W3
2025,24020,09020,INTRASTATE,75,5,HEALTH,RENT,RENT,1999.1,81,25_50K,50_75K,LT_HS,CITIZEN,1,72,118,1.6274,W2
2017,24021,09021,INTERSTATE,77,5,HEALTH,OTHER,RENT,1032.6,54,50_75K,50_75K,GRAD,NONCITIZEN,1,79,122,3.1657,W4
2018,24022,09022,INTERNATIONAL_OUT,40,2,MILITARY,OWN,OTHER,1620.2,89,LT25K,75_100K,GRAD,NATURALIZED,0,76,126,0.3141,W2
2019,24023,09023,INTRASTATE,23,1,FAMILY,OTHER,RENT,1078.9,36,150K_PLUS,150K_PLUS,BACH,NATURALIZED,0,77,121,2.2647,W2
2025,24024,09024,INTRASTATE,23,7,HOUSING_COST,RENT,RENT,1317.9,26,LT25K,LT25K,BACH,CITIZEN,0,65,92,1.2972,W5
2022,24025,09025,INTRASTATE,2,6,HEALTH,RENT,RENT,2342.7,64,25_50K,75_100K,SOME_COLLEGE,CITIZEN,1,78,120,2.2545,W1
2025,24026,09026,INTERNATIONAL_OUT,58,7,JOB,OWN,OTHER,2828.3,59,LT25K,75_100K,ASSOC,NONCITIZEN,1,79,113,1.0789,W2
2016,24027,09027,INTERSTATE,57,5,OTHER,OWN,OWN,1628.2,-54,100_150K,100_150K,GRAD,CITIZEN,1,83,135,3.3914,W5
2021,24028,09028,INTERNATIONAL_OUT,72,6,SCHOOL,OTHER,OTHER,1953.0,23,50_75K,75_100K,ASSOC,CITIZEN,0,91,122,0.5756,W1
2021,24029,09029,INTRASTATE,23,6,RETIREMENT,RENT,OTHER,2766.2,-54,75_100K,75_100K,HS,CITIZEN,1,92,117,0.7214,W4
2023,24030,09030,INTERNATIONAL_OUT,65,1,JOB,OWN,OTHER,458.7,-44,50_75K,50_75K,ASSOC,NONCITIZEN,0,72,135,0.3507,W4
2017,24031,09031,INTRASTATE,39,3,SCHOOL,OWN,OWN,519.5,-29,LT25K,50_75K,BACH,CITIZEN,0,81,116,2.8235,W5
2017,24032,09032,INTRASTATE,70,1,HOUSING_COST,OWN,RENT,1149.9,64,100_150K,25_50K,LT_HS,CITIZEN,0,85,136,0.5101,W5
2016,24033,09033,INTRASTATE,8,2,SCHOOL,OTHER,OTHER,989.4,18,50_75K,150K_PLUS,GRAD,CITIZEN,0,84,117,1.1129,W4
2018,24034,09034,INTERNATIONAL_OUT,59,2,HOUSING_COST,RENT,RENT,3156.4,1,25_50K,LT25K,SOME_COLLEGE,NONCITIZEN,0,75,126,0.8785,W3
2022,24035,09035,INTERNATIONAL_OUT,38,2,SCHOOL,OWN,RENT,1805.3,-3,100_150K,150K_PLUS,SOME_COLLEGE,NONCITIZEN,1,95,135,1.3667,W1
2023,24036,09036,INTRASTATE,32,5,HEALTH,OWN,OWN,1676.7,50,150K_PLUS,75_100K,SOME_COLLEGE,NATURALIZED,1,83,122,2.7271,W1
2022,24037,09037,INTERNATIONAL_IN,33,4,OTHER,OWN,OWN,1852.1,70,50_75K,75_100K,ASSOC,NONCITIZEN,0,58,111,3.3356,W5
2024,24038,09038,INTERSTATE,61,5,JOB,RENT,OTHER,2800.6,28,LT25K,LT25K,LT_HS,NATURALIZED,1,98,125,3.1003,W1
2023,24039,09039,INTRASTATE,84,1,MILITARY,OTHER,OWN,779.7,19,25_50K,150K_PLUS,ASSOC,NATURALIZED,0,68,115,2.9758,W3
2023,24040,09040,INTRASTATE,60,3,MILITARY,OTHER,OWN,1635.3,57,LT25K,50_75K,ASSOC,CITIZEN,0,81,126,1.5777,W1
2017,24041,09041,INTRASTATE,26,3,MILITARY,RENT,OWN,867.4,-60,150K_PLUS,50_75K,GRAD,NATURALIZED,1,89,122,2.846,W5
2016,24042,09042,INTRASTATE,16,3,HOUSING_COST,OTHER,RENT,2498.0,49,LT25K,LT25K,BACH,CITIZEN,0,83,111,2.7646,W2
2021,24043,09043,INTRASTATE,59,6,FAMILY,OTHER,OWN,2486.9,6,150K_PLUS,LT25K,GRAD,NONCITIZEN,1,77,115,1.0169,W2
2022,24044,09044,INTERNATIONAL_IN,41,3,OTHER,OWN,OTHER,3063.8,87,25_50K,50_75K,BACH,NONCITIZEN,0,94,123,1.0659,W5
2021,24045,09045,INTERNATIONAL_OUT,46,6,MILITARY,OTHER,OWN,1430.1,1,100_150K,LT25K,GRAD,NATURALIZED,1,77,126,1.8467,W2
2022,24046,09046,INTERNATIONAL_IN,86,4,HOUSING_COST,OWN,OTHER,508.1,-5,50_75K,150K_PLUS,GRAD,CITIZEN,0,79,103,3.3795,W1
2023,24047,09047,INTRASTATE,52,7,HEALTH,OTHER,OTHER,2868.6,120,100_150K,50_75K,ASSOC,NATURALIZED,0,82,120,0.5561,W5
2017,24048,09048,INTRASTATE,20,3,HOUSING_COST,OWN,OWN,2850.0,-5,150K_PLUS,LT25K,GRAD,NATURALIZED,1,70,117,3.4617,W5
2016,24049,09049,INTRASTATE,7,6,SCHOOL,RENT,RENT,751.3,17,25_50K,50_75K,HS,NONCITIZEN,0,73,135,0.7245,W5
2025,24050,09050,INTERNATIONAL_OUT,72,5,HOUSING_COST,RENT,OTHER,884.4,112,150K_PLUS,25_50K,HS,NATURALIZED,0,80,125,1.8025,W2
2023,24051,09051,INTERSTATE,57,3,SCHOOL,OTHER,OTHER,1003.3,18,50_75K,50_75K,HS,CITIZEN,1,80,112,1.2031,W4
2023,24052,09052,INTERSTATE,67,2,HEALTH,OWN,OTHER,1445.9,35,25_50K,50_75K,GRAD,NONCITIZEN,1,90,125,1.5852,W2
2023,24053,09053,INTERNATIONAL_IN,62,1,JOB,RENT,OWN,2653.0,85,75_100K,75_100K,ASSOC,NONCITIZEN,1,73,112,3.3609,W5
2025,24054,09054,INTERNATIONAL_IN,58,5,HOUSING_COST,RENT,OTHER,462.4,-13,75_100K,150K_PLUS,LT_HS,NATURALIZED,0,86,119,2.2849,W1
2022,24055,09055,INTERSTATE,81,4,FAMILY,OTHER,OWN,2241.4,-23,100_150K,50_75K,HS,NATURALIZED,0,64,119,1.1818,W4
2017,24056,09056,INTRASTATE,29,5,FAMILY,OWN,OTHER,1129.3,-39,25_50K,LT25K,BACH,NATURALIZED,1,77,102,2.2738,W5
2019,24057,09057,INTERNATIONAL_OUT,24,2,JOB,OWN,RENT,626.5,12,50_75K,100_150K,SOME_COLLEGE,CITIZEN,0,90,118,1.6921,W2
2024,24058,09058,INTERNATIONAL_IN,55,3,HEALTH,RENT,OTHER,1083.3,68,100_150K,LT25K,SOME_COLLEGE,NATURALIZED,1,85,132,3.3131,W3
2023,24059,09059,INTERNATIONAL_OUT,33,3,MILITARY,OTHER,OWN,1706.7,109,75_100K,75_100K,ASSOC,CITIZEN,1,85,114,1.3644,W5
2019,24060,09060,INTRASTATE,49,4,FAMILY,RENT,OWN,2948.6,64,75_100K,LT25K,SOME_COLLEGE,NATURALIZED,0,84,114,2.1288,W1
2023,24061,09061,INTRASTATE,1,7,OTHER,RENT,OTHER,2010.6,63,75_100K,25_50K,ASSOC,NATURALIZED,0,97,125,3.0031,W3
2025,24062,09062,INTERNATIONAL_IN,76,1,SCHOOL,OTHER,OWN,1942.9,14,100_150K,100_150K,SOME_COLLEGE,NONCITIZEN,0,79,118,3.3642,W3
2021,24063,09063,INTERSTATE,52,3,HOUSING_COST,OTHER,RENT,348.4,96,50_75K,100_150K,LT_HS,NONCITIZEN,1,80,117,2.8373,W2
2024,24064,09064,INTERSTATE,40,6,RETIREMENT,OTHER,OWN,255.8,73,75_100K,150K_PLUS,LT_HS,CITIZEN,0,85,129,3.2873,W2
2016,24065,09065,INTERSTATE,22,4,HEALTH,OWN,OTHER,414.7,-5,100_150K,75_100K,LT_HS,NATURALIZED,0,80,125,1.7305,W4
2021,24066,09066,INTRASTATE,60,7,OTHER,OTHER,RENT,306.2,59,100_150K,150K_PLUS,LT_HS,CITIZEN,1,73,131,2.7229,W5
2019,24067,09067,INTRASTATE,86,7,OTHER,OTHER,OWN,1844.6,-49,LT25K,100_150K,HS,NONCITIZEN,0,80,121,0.5123,W4
2018,24068,09068,INTERNATIONAL_OUT,30,7,HOUSING_COST,RENT,OTHER,1448.6,-22,LT25K,50_75K,BACH,NONCITIZEN,1,90,106,2.1596,W4
2020,24069,09069,INTERNATIONAL_OUT,65,3,HEALTH,OTHER,OWN,16.5,47,150K_PLUS,75_100K,LT_HS,NONCITIZEN,0,71,124,0.2446,W3
2025,24070,09070,INTERNATIONAL_OUT,1,6,HEALTH,OTHER,OTHER,1123.7,79,50_75K,150K_PLUS,GRAD,NONCITIZEN,1,93,117,1.0582,W2
2023,24071,09071,INTRASTATE,68,7,HOUSING_COST,RENT,OWN,408.0,-28,75_100K,25_50K,HS,CITIZEN,0,82,111,2.3963,W3
2025,24072,09072,INTERSTATE,59,5,RETIREMENT,OWN,OWN,3162.0,59,LT25K,100_150K,ASSOC,NATURALIZED,0,82,117,0.7662,W5
2021,24073,09073,INTRASTATE,77,4,MILITARY,OTHER,RENT,1472.8,22,50_75K,100_150K,SOME_COLLEGE,CITIZEN,1,83,128,0.8605,W4
2016,24074,09074,INTERNATIONAL_OUT,22,4,HEALTH,RENT,RENT,1363.9,120,LT25K,75_100K,SOME_COLLEGE,NATURALIZED,0,72,142,0.4037,W4
2021,24075,09075,INTERNATIONAL_OUT,56,4,FAMILY,OWN,OWN,2061.5,-42,75_100K,100_150K,HS,NONCITIZEN,0,76,113,2.6664,W5
2022,24076,09076,INTERNATIONAL_OUT,34,3,OTHER,OWN,OTHER,1143.0,24,100_150K,100_150K,GRAD,CITIZEN,0,71,101,1.6782,W4
2021,24077,09077,INTERNATIONAL_OUT,0,4,FAMILY,OTHER,OTHER,2289.8,67,75_100K,25_50K,GRAD,NATURALIZED,1,80,121,3.1302,W2
2018,24078,09078,INTERNATIONAL_IN,47,5,HOUSING_COST,OWN,OWN,2895.4,-18,LT25K,25_50K,SOME_COLLEGE,NATURALIZED,0,78,130,1.3955,W2
2024,24079,09079,INTERNATIONAL_OUT,48,1,FAMILY,OTHER,OWN,1596.7,12,75_100K,75_100K,GRAD,NONCITIZEN,1,83,115,1.6363,W4
2025,24080,09080,INTRASTATE,39,1,HEALTH,OWN,RENT,1225.7,112,100_150K,100_150K,LT_HS,NATURALIZED,0,69,120,1.8332,W5
2025,24081,09081,INTERNATIONAL_IN,61,2,HEALTH,OWN,OWN,1670.3,25,25_50K,150K_PLUS,SOME_COLLEGE,NATURALIZED,1,71,137,3.041,W3
2019,24082,09082,INTERSTATE,14,5,SCHOOL,OWN,OWN,1931.6,-42,100_150K,LT25K,LT_HS,CITIZEN,1,80,123,1.1642,W4
2020,24083,09083,INTRASTATE,29,5,HEALTH,OTHER,OTHER,2712.7,104,LT25K,75_100K,LT_HS,NONCITIZEN,0,75,125,0.3702,W1
2020,24084,09084,INTRASTATE,20,4,SCHOOL,OWN,RENT,1262.6,-50,100_150K,150K_PLUS,SOME_COLLEGE,NONCITIZEN,1,78,129,2.2697,W2
2018,24085,09085,INTERSTATE,7,7,RETIREMENT,RENT,RENT,165.1,67,150K_PLUS,25_50K,HS,NATURALIZED,1,73,101,2.9248,W1
2017,24086,09086,INTRASTATE,6,2,HEALTH,RENT,OWN,2018.5,92,50_75K,LT25K,ASSOC,NATURALIZED,1,100,122,2.0356,W1
2023,24087,09087,INTERNATIONAL_IN,33,6,OTHER,OWN,RENT,3158.0,38,75_100K,150K_PLUS,HS,NONCITIZEN,0,66,140,1.2576,W1
2022,24088,09088,INTERSTATE,63,6,OTHER,OTHER,OTHER,2733.6,-16,150K_PLUS,150K_PLUS,BACH,NONCITIZEN,1,69,127,2.2805,W4
2020,24089,09089,INTERNATIONAL_IN,41,5,HOUSING_COST,RENT,OWN,2426.5,1,25_50K,100_150K,BACH,NONCITIZEN,1,86,117,3.4703,W4
2016,24090,09090,INTERNATIONAL_OUT,52,5,MILITARY,OWN,OWN,565.2,34,25_50K,75_100K,LT_HS,NATURALIZED,0,72,95,2.0943,W1
2025,24091,09091,INTERSTATE,69,5,SCHOOL,RENT,OTHER,2395.7,81,75_100K,75_100K,LT_HS,NATURALIZED,1,80,132,1.2402,W4
2016,24092,09092,INTERNATIONAL_IN,9,3,JOB,RENT,RENT,261.2,-27,75_100K,25_50K,HS,NONCITIZEN,0,84,106,1.0039,W1
2023,24093,09093,INTERNATIONAL_OUT,89,5,FAMILY,RENT,RENT,1580.8,37,50_75K,50_75K,HS,NONCITIZEN,1,95,102,3.4941,W1
2019,24094,09094,INTERNATIONAL_IN,57,6,MILITARY,RENT,OTHER,1187.2,-1,100_150K,50_75K,LT_HS,NATURALIZED,0,64,111,3.0064,W3
2019,24095,09095,INTERNATIONAL_IN,89,3,HOUSING_COST,RENT,OTHER,2897.0,3,25_50K,50_75K,GRAD,NATURALIZED,0,86,101,1.1223,W3
2024,24096,09096,INTRASTATE,82,7,SCHOOL,OWN,OTHER,511.9,118,LT25K,75_100K,ASSOC,NATURALIZED,1,76,116,1.0661,W3
2017,24097,09097,INTERNATIONAL_OUT,3,6,RETIREMENT,RENT,OTHER,2524.5,-19,75_100K,25_50K,ASSOC,CITIZEN,1,89,129,2.8521,W5
2020,24098,09098,INTRASTATE,88,5,SCHOOL,OWN,RENT,155.7,88,75_100K,25_50K,BACH,NONCITIZEN,1,89,111,3.4745,W2
2021,24099,09099,INTERNATIONAL_OUT,7,7,JOB,RENT,RENT,2245.8,43,150K_PLUS,50_75K,GRAD,CITIZEN,0,76,115,1.7365,W4
2021,24100,09100,INTERNATIONAL_OUT,11,6,SCHOOL,OTHER,OTHER,940.4,72,150K_PLUS,LT25K,ASSOC,CITIZEN,0,87,131,0.95,W3
2025,24101,09101,INTRASTATE,87,1,HOUSING_COST,OWN,OTHER,3122.9,5,150K_PLUS,50_75K,SOME_COLLEGE,NATURALIZED,0,86,129,0.9601,W2
2018,24102,09102,INTRASTATE,87,7,RETIREMENT,OTHER,OWN,2149.7,53,25_50K,75_100K,LT_HS,NONCITIZEN,0,90,143,2.8313,W2
2025,24103,09103,INTRASTATE,80,3,HEALTH,OTHER,OWN,988.8,75,150K_PLUS,LT25K,HS,NATURALIZED,1,78,129,2.1966,W4
2021,24104,09104,INTERNATIONAL_OUT,24,7,OTHER,RENT,RENT,754.0,5,75_100K,25_50K,LT_HS,NATURALIZED,0,81,106,2.2914,W5
2025,24105,09105,INTERNATIONAL_OUT,26,3,RETIREMENT,RENT,OWN,2046.0,26,25_50K,100_150K,SOME_COLLEGE,NATURALIZED,0,106,124,0.8413,W1
2025,24106,09106,INTERNATIONAL_OUT,1,7,JOB,RENT,OWN,873.1,1,LT25K,150K_PLUS,ASSOC,NATURALIZED,1,92,125,0.6306,W3
2020,24107,09107,INTERNATIONAL_OUT,72,4,OTHER,RENT,OWN,598.2,87,LT25K,LT25K,LT_HS,NONCITIZEN,0,81,142,0.2351,W5
2023,24108,09108,INTERNATIONAL_OUT,54,5,HOUSING_COST,RENT,RENT,2072.7,71,25_50K,25_50K,SOME_COLLEGE,NONCITIZEN,1,81,101,3.2202,W4
2019,24109,09109,INTERNATIONAL_OUT,57,2,JOB,OTHER,OWN,2317.9,82,75_100K,LT25K,GRAD,NATURALIZED,1,72,113,1.3715,W5
2025,24110,09110,INTERNATIONAL_IN,32,7,JOB,OTHER,OTHER,762.1,-41,50_75K,50_75K,ASSOC,CITIZEN,1,80,99,2.7013,W2
2025,24111,09111,INTRASTATE,82,2,JOB,RENT,RENT,1715.0,-37,50_75K,LT25K,BACH,NATURALIZED,1,82,122,3.1187,W5
2018,24112,09112,INTERNATIONAL_OUT,48,2,SCHOOL,RENT,OWN,2123.8,-52,100_150K,LT25K,GRAD,CITIZEN,0,95,121,2.1753,W3
2021,24113,09113,INTERNATIONAL_IN,4,2,FAMILY,OWN,RENT,3014.2,55,50_75K,LT25K,BACH,CITIZEN,1,80,145,1.6,W5
2025,24114,09114,INTERSTATE,46,1,SCHOOL,OWN,OWN,2571.1,88,150K_PLUS,75_100K,BACH,NATURALIZED,1,77,129,0.3276,W5
2024,24115,09115,INTERNATIONAL_IN,83,2,HOUSING_COST,OTHER,RENT,1346.9,-20,75_100K,150K_PLUS,GRAD,NONCITIZEN,0,71,116,1.3125,W2
2023,24116,09116,INTRASTATE,23,6,MILITARY,OTHER,OTHER,2702.2,-48,50_75K,75_100K,SOME_COLLEGE,NATURALIZED,0,91,122,1.2614,W5
