health_mch_birth_cohort_year,health_mch_prenatal_visit_adequacy_index,health_mch_maternal_mortality_ratio,health_mch_severe_maternal_morbidity_rate,health_mch_preterm_birth_rate,health_mch_low_birthweight_rate,health_mch_breastfeeding_initiation_rate,health_mch_breastfeeding_6mo_rate,health_mch_postpartum_care_rate,health_mch_infant_sleep_safe_rate,health_mch_immunization_series_completion,health_mch_well_child_visit_rate,health_mch_teen_birth_rate,health_mch_fertility_rate_age_specific,health_mch_nicu_admission_rate,health_mch_postnatal_depression_screen_rate,health_mch_substance_exposure_flag_rate,health_mch_doula_support_rate,health_mch_medicaid_eligibility_category,health_mch_home_visiting_program_uptake
2010,4.62,33.7,247.42,13.14,10.34,64.3,21.77,87.1,46.08,70.21,44.63,29.73,137.79,12.74,29.96,17.07,4.04,OTHER,8.36
2013,2.26,30.61,230.6,14.96,9.52,73.56,29.03,36.45,83.09,57.23,91.07,29.2,118.86,9.04,82.36,8.83,22.66,PREGNANCY,45.7
2025,5.74,12.12,132.6,5.98,5.69,56.54,60.62,39.28,72.13,63.15,54.09,23.38,115.72,6.4,48.56,1.06,6.81,POSTPARTUM,5.78
2009,0.84,10.69,212.71,7.14,11.87,74.23,50.4,51.77,56.83,91.05,69.54,8.48,53.85,11.63,43.2,4.34,28.32,EXPANSION,40.17
2021,3.73,20.64,167.76,15.87,9.66,64.77,27.97,89.27,45.96,79.6,40.44,29.71,121.9,12.86,39.5,5.17,17.78,CHILD,44.0
2009,5.34,42.23,61.51,13.41,7.57,63.28,54.36,51.84,85.22,60.25,74.86,24.24,108.04,14.2,30.08,16.15,25.13,POSTPARTUM,7.35
2007,3.16,27.55,125.32,11.61,7.09,58.63,15.31,78.81,73.58,63.21,42.38,34.64,50.87,15.2,25.22,10.04,8.79,CHILD,27.5
2010,4.38,27.65,169.15,9.38,7.25,54.92,16.9,79.21,53.41,63.96,49.52,33.96,95.45,11.41,74.29,3.44,17.3,FAMILY,18.18
2007,6.59,27.12,52.81,9.61,6.19,75.62,24.61,73.32,80.3,55.06,79.79,40.05,40.73,10.95,43.8,16.51,4.53,PREGNANCY,33.64
2021,1.89,44.76,160.24,14.53,5.06,91.96,21.66,69.67,66.45,91.0,53.48,8.86,62.99,4.91,50.64,12.85,24.15,PREGNANCY,36.86
2012,8.29,10.41,240.16,9.05,12.88,81.74,63.29,61.29,50.9,88.53,94.22,5.29,135.84,11.86,26.86,11.68,28.12,POSTPARTUM,52.81
2013,5.22,35.52,74.22,5.69,4.95,64.76,49.34,53.36,84.1,87.17,56.95,2.67,135.86,11.74,63.74,5.41,8.19,OTHER,9.34
2024,7.49,38.14,188.46,12.16,4.99,87.5,24.77,53.58,78.23,80.77,60.6,7.07,26.49,15.67,23.4,10.57,6.73,EXPANSION,53.95
2023,1.85,31.9,134.86,9.61,11.91,83.14,53.85,52.94,71.43,42.24,70.08,22.49,18.66,11.48,45.28,8.22,25.26,CHILD,27.99
2005,0.63,23.27,217.88,13.45,11.84,53.6,58.48,55.77,40.4,37.56,40.44,13.62,106.2,13.05,74.89,15.17,29.43,CHILD,21.18
2012,0.06,5.39,52.92,10.29,6.8,53.89,30.24,53.55,80.97,81.87,58.19,42.48,128.25,2.1,54.11,15.95,8.57,FAMILY,28.11
2009,7.59,24.05,167.79,10.79,13.58,59.9,36.93,82.37,75.76,64.64,56.74,19.07,49.95,2.82,61.28,16.11,13.98,CHILD,38.63
2025,3.21,42.64,182.43,12.88,9.94,87.68,48.58,35.19,82.33,69.97,74.48,38.96,23.69,3.69,29.59,10.01,10.84,PREGNANCY,27.24
2019,2.61,9.57,132.74,9.96,12.33,75.51,20.31,64.6,54.61,47.82,76.65,25.27,96.93,2.1,85.56,14.41,8.16,OTHER,33.8
2011,5.46,44.19,254.3,8.67,9.84,53.3,34.38,39.1,77.77,47.36,76.87,17.04,126.2,12.59,52.89,9.0,19.85,POSTPARTUM,18.36
2005,6.06,33.44,203.56,8.04,5.03,68.87,18.73,52.75,80.57,60.36,93.28,37.55,110.69,8.75,23.94,8.38,8.54,FAMILY,19.71
2006,3.43,37.74,145.66,15.81,5.6,70.35,36.08,53.28,72.61,44.4,40.84,10.28,89.75,14.81,73.89,7.17,8.36,OTHER,19.66
2020,0.97,20.79,218.84,14.19,5.43,58.61,15.3,49.01,62.57,51.76,66.84,26.24,67.26,16.94,84.81,10.52,6.97,CHILD,49.15
2016,8.21,24.88,99.44,14.94,9.43,65.44,30.26,36.84,60.6,81.7,71.71,34.55,72.79,15.35,38.97,16.42,15.58,OTHER,18.62
2011,4.72,18.2,47.84,10.85,9.3,81.32,57.19,50.81,56.74,84.02,84.77,18.79,120.32,11.61,23.67,12.12,27.51,EXPANSION,7.54
2021,5.56,10.94,105.3,14.4,4.54,67.82,25.96,64.1,49.41,57.73,53.02,4.04,88.03,3.73,68.98,12.72,9.2,EXPANSION,20.99
2014,4.04,12.9,89.77,5.56,8.09,60.36,41.69,56.4,89.33,69.31,71.14,4.28,14.52,10.1,69.12,14.56,3.97,FAMILY,42.15
2010,3.57,28.57,157.61,15.61,4.66,54.31,21.11,86.52,76.25,84.43,46.3,25.94,55.38,3.28,83.54,11.87,18.22,OTHER,25.52
2022,0.77,34.1,232.91,12.84,7.02,66.12,53.37,50.99,66.5,41.33,89.7,12.01,13.38,5.15,69.3,11.56,25.06,FAMILY,18.9
2011,3.2,41.5,203.84,13.98,11.68,74.74,47.43,55.27,74.29,74.42,43.63,41.52,60.57,7.08,65.85,2.25,1.33,OTHER,30.59
2018,2.39,34.81,68.1,5.73,10.32,73.23,24.1,80.07,48.19,54.11,94.33,2.26,70.75,10.9,42.12,17.11,18.57,PREGNANCY,4.69
2015,3.77,32.86,202.31,6.69,8.98,82.9,31.77,88.86,70.37,58.79,45.36,30.23,23.85,8.74,67.53,2.81,28.84,OTHER,9.86
2015,7.02,5.52,80.21,14.05,4.52,76.93,46.78,89.27,81.06,49.83,48.39,25.07,81.1,13.04,35.5,13.93,0.32,POSTPARTUM,29.12
2017,0.83,13.53,255.09,15.6,6.53,71.02,37.61,36.93,43.99,91.83,64.1,35.53,40.03,13.82,38.89,6.1,28.75,CHILD,10.9
2019,5.59,37.34,247.28,14.37,8.13,67.77,50.3,84.78,80.54,59.09,47.14,42.26,100.46,8.45,65.92,5.75,19.44,POSTPARTUM,54.55
2018,6.04,42.32,216.69,7.74,11.23,60.67,19.32,70.63,48.31,36.91,76.87,24.61,78.95,2.32,26.37,10.23,20.39,EXPANSION,16.0
2010,2.71,5.05,76.68,5.74,13.63,59.55,52.34,63.23,74.55,52.03,66.81,40.1,94.96,3.53,54.84,8.77,23.58,CHILD,35.81
2023,1.17,14.34,153.96,14.24,4.51,76.69,23.91,87.67,58.48,39.92,75.77,25.29,66.78,15.21,83.51,2.92,7.95,POSTPARTUM,11.65
2021,3.31,39.25,114.28,10.81,9.7,61.61,43.18,91.88,59.31,74.59,65.28,5.87,94.26,12.83,88.92,11.89,10.98,POSTPARTUM,50.08
2017,6.25,34.63,62.98,12.96,8.18,53.96,61.55,46.98,55.6,52.77,94.64,34.23,48.09,15.6,37.21,5.55,1.68,EXPANSION,48.94
2022,0.7,44.93,152.33,10.92,8.92,51.9,19.72,70.62,92.85,63.64,57.26,32.79,86.42,6.65,54.29,17.51,24.12,PREGNANCY,49.99
2007,7.73,13.02,164.29,10.88,4.66,62.52,20.29,55.14,87.3,71.81,88.0,7.11,136.17,3.97,37.42,16.64,11.8,OTHER,54.0
2021,7.29,12.18,239.22,10.24,12.42,90.87,47.56,59.11,91.84,84.53,53.0,4.43,5.86,7.45,86.66,17.75,23.74,OTHER,27.26
2006,2.35,26.0,66.49,7.86,13.98,73.69,17.74,55.91,87.01,50.83,86.77,15.23,75.81,6.63,88.09,11.62,23.47,CHILD,21.16
2020,3.5,19.89,203.96,11.85,9.31,67.29,45.64,55.52,75.11,74.71,64.03,31.07,52.05,15.29,75.6,8.61,17.06,PREGNANCY,53.89
2025,2.07,29.2,158.55,15.13,7.82,85.76,64.56,57.46,86.03,75.06,79.02,44.25,27.3,9.3,25.23,8.33,6.58,PREGNANCY,5.93
2017,8.77,28.08,69.32,15.21,8.7,73.41,50.58,83.39,72.54,39.49,93.81,17.16,21.39,15.99,75.16,0.99,28.62,OTHER,25.38
2006,2.32,32.1,63.83,9.29,7.0,71.32,62.14,39.81,81.15,61.92,80.95,32.22,121.67,2.99,64.5,10.43,11.13,PREGNANCY,41.21
2016,8.77,42.79,130.54,9.51,9.29,62.57,37.58,49.87,40.78,52.2,88.31,12.14,80.27,16.25,71.91,3.8,8.31,FAMILY,45.32
2014,7.67,31.19,162.84,13.21,11.78,86.4,26.2,37.52,40.22,77.17,63.63,30.47,91.09,3.2,82.4,16.12,16.53,EXPANSION,46.51
2006,0.8,11.37,175.28,5.7,12.92,52.13,26.93,70.68,63.56,41.31,52.25,37.73,119.88,3.69,48.95,13.31,10.55,PREGNANCY,12.07
2022,2.49,17.6,64.22,13.11,12.32,50.9,56.75,44.34,60.37,58.56,43.16,34.0,37.75,4.9,48.9,16.9,24.31,CHILD,52.3
2025,1.05,25.61,165.53,15.5,8.07,67.65,55.16,91.77,63.52,81.72,70.5,27.66,60.63,3.78,72.53,5.98,11.52,PREGNANCY,48.98
2008,7.55,7.92,50.22,9.82,12.93,89.74,36.94,79.33,47.28,68.65,84.4,44.7,123.33,5.01,67.45,7.81,2.52,PREGNANCY,9.83
2010,1.99,18.29,193.91,13.3,8.32,59.34,39.67,52.53,54.26,47.55,70.35,8.09,79.78,16.19,38.53,5.82,19.57,FAMILY,16.4
2012,1.87,12.09,184.48,12.97,5.07,51.29,42.74,64.1,61.72,78.66,86.12,3.84,103.08,11.56,74.76,12.54,7.89,POSTPARTUM,27.02
2021,4.54,15.67,177.51,8.31,4.82,82.78,40.03,75.52,94.86,53.97,94.75,19.71,12.67,3.28,52.04,16.69,6.35,FAMILY,20.32
2009,9.02,44.26,238.26,5.88,4.54,68.85,26.31,84.87,61.42,57.66,67.02,6.51,109.02,10.82,45.04,7.35,24.42,PREGNANCY,42.52
2009,8.52,37.36,144.29,6.72,11.7,71.79,38.18,52.0,57.87,62.49,87.3,27.57,18.32,5.65,45.52,3.9,2.9,OTHER,16.72
2012,6.7,34.17,143.9,14.19,5.76,77.23,27.36,59.4,72.62,37.97,47.1,24.21,6.09,15.57,86.64,17.04,11.32,POSTPARTUM,40.39
2011,3.57,11.03,179.73,10.57,12.08,79.51,43.04,46.61,83.43,88.74,74.46,14.37,40.86,4.72,36.09,9.89,2.98,PREGNANCY,44.98
2009,0.76,24.97,201.2,12.35,11.98,75.37,44.29,39.03,72.43,60.83,93.51,5.15,102.83,5.95,66.38,5.4,1.69,OTHER,18.34
2019,1.68,16.54,68.45,13.9,10.32,83.33,53.47,56.99,84.06,57.13,89.44,39.61,65.91,12.64,73.6,0.26,18.5,EXPANSION,17.86
2010,7.71,25.48,142.55,15.78,9.69,51.19,51.02,50.22,77.85,73.05,49.2,7.56,124.08,16.47,75.91,3.9,15.56,OTHER,49.29
2017,5.65,35.19,220.29,9.71,9.72,54.11,56.58,72.21,78.65,47.66,75.82,32.7,73.24,12.01,54.21,17.03,28.63,POSTPARTUM,15.57
2009,3.02,38.05,168.19,5.63,12.91,71.49,16.8,81.62,45.14,46.51,45.17,26.06,25.92,3.93,56.09,9.46,9.15,EXPANSION,28.82
2015,8.44,7.65,74.84,9.94,13.41,57.8,30.79,36.66,42.46,41.5,61.73,18.21,62.15,6.46,30.38,0.96,9.24,CHILD,52.43
2021,8.22,5.4,119.18,5.42,4.64,64.97,50.89,64.54,52.87,42.59,45.43,18.49,81.02,16.79,43.17,9.76,23.77,PREGNANCY,53.66
2008,9.18,19.78,143.15,6.95,8.55,80.45,23.46,66.13,83.84,41.48,43.75,22.67,69.56,11.08,89.11,12.05,25.03,CHILD,51.02
2022,5.05,21.8,107.38,6.31,9.93,75.09,18.56,49.53,47.18,59.14,48.44,43.7,88.15,5.22,40.92,7.33,24.97,PREGNANCY,44.91
2021,1.03,23.49,132.15,8.55,8.96,91.95,31.2,67.53,79.52,72.04,75.2,22.42,138.12,8.19,48.01,15.97,4.19,OTHER,41.01
2024,1.19,16.89,158.6,8.33,13.35,56.09,43.63,88.89,75.54,45.66,52.48,35.89,75.19,9.47,80.93,2.38,22.51,EXPANSION,37.48
2009,6.65,28.14,68.79,6.59,10.33,51.4,28.53,82.45,61.26,89.66,60.25,13.7,57.47,2.8,83.06,13.19,20.07,POSTPARTUM,51.96
2022,2.39,12.16,176.18,7.14,11.12,81.66,62.3,71.32,68.6,36.77,83.36,28.68,88.25,3.93,27.0,5.95,7.91,PREGNANCY,12.79
2021,3.14,43.61,114.44,5.38,6.43,75.29,59.48,78.57,56.99,83.45,73.27,18.62,19.24,4.25,77.87,17.93,10.59,CHILD,31.76
2006,4.65,26.55,216.56,15.45,5.38,77.6,26.64,75.63,52.44,64.41,61.84,28.35,90.04,6.54,60.48,11.67,23.38,POSTPARTUM,5.93
2014,0.79,36.66,48.37,8.25,11.99,50.53,30.28,64.99,44.94,70.57,51.29,29.24,95.22,17.58,69.0,16.65,13.64,CHILD,26.42
2014,9.6,16.74,209.14,5.41,6.23,79.02,64.73,88.18,69.32,54.64,46.94,24.74,127.41,5.5,22.65,7.77,1.97,POSTPARTUM,21.34
2015,1.9,20.97,97.62,15.13,7.55,76.68,15.57,89.29,65.05,36.83,64.05,38.61,30.44,17.33,26.08,3.94,27.37,POSTPARTUM,43.94
2015,0.82,43.53,72.16,9.65,11.76,67.61,25.46,39.04,82.98,89.34,53.44,33.04,19.05,17.95,77.52,5.69,22.02,CHILD,39.51
2007,0.01,5.28,239.09,14.42,8.95,79.11,62.82,56.7,43.36,83.67,44.31,9.47,128.08,14.34,58.56,6.58,1.32,OTHER,26.49
2010,7.43,25.45,47.86,7.13,9.75,81.84,39.46,63.64,43.58,46.3,82.05,9.85,80.2,14.74,80.99,15.46,14.73,CHILD,22.51
2013,9.5,37.72,167.99,6.65,13.73,78.08,51.3,78.02,79.4,47.8,49.77,9.23,132.66,10.21,89.36,11.46,21.38,EXPANSION,51.54
2008,7.03,27.67,221.33,10.6,12.39,83.76,61.06,82.83,82.75,83.02,71.37,15.05,59.33,4.76,56.82,6.51,4.69,OTHER,11.86
2010,5.38,39.49,239.21,7.65,9.77,85.53,36.15,91.85,45.65,82.97,84.23,3.89,129.35,5.51,53.93,2.24,0.63,OTHER,52.86
2021,4.69,30.91,197.61,15.39,4.73,67.84,43.14,51.53,73.86,61.21,49.19,30.85,89.95,10.7,44.6,14.21,18.32,PREGNANCY,8.98
2009,2.02,6.6,70.64,13.16,5.96,78.41,49.48,63.06,71.73,36.86,94.04,29.4,104.09,2.57,77.26,5.3,22.99,PREGNANCY,2.3
2012,5.9,17.7,233.75,15.92,4.63,59.38,32.97,54.61,94.71,66.28,70.94,22.29,81.31,5.32,32.0,10.34,17.52,POSTPARTUM,23.49
2015,2.87,22.86,184.28,5.81,13.35,55.45,61.03,83.07,48.53,44.94,90.77,13.75,91.95,13.06,80.42,15.24,25.31,CHILD,44.15
2016,1.11,44.21,119.2,13.8,5.27,88.14,40.76,39.52,77.95,85.24,47.68,19.49,102.84,17.77,32.43,2.62,4.69,OTHER,21.59
2019,3.49,29.76,57.37,11.82,11.24,82.93,31.02,82.74,43.82,35.02,64.34,32.69,33.95,16.59,37.06,11.4,23.51,CHILD,42.39
2020,7.5,32.11,173.03,8.77,13.72,57.43,18.39,39.9,49.86,64.97,85.62,34.89,41.96,13.69,45.03,8.89,23.17,FAMILY,13.74
2018,1.5,23.9,207.11,10.61,12.88,61.3,36.88,51.27,83.24,37.54,90.83,19.04,91.06,5.87,57.04,16.34,1.32,CHILD,32.44
2006,8.93,42.48,122.96,8.84,5.62,60.73,33.64,49.85,77.16,59.53,47.71,16.85,83.78,10.18,84.09,0.65,21.33,POSTPARTUM,18.81
2005,8.7,34.34,77.49,9.95,9.69,90.92,37.1,82.77,68.63,54.3,86.33,13.22,18.81,12.51,23.97,13.57,23.18,PREGNANCY,53.47
2024,5.86,22.21,125.96,10.21,5.16,69.42,24.28,53.17,85.87,56.86,91.29,10.64,24.61,14.65,44.79,13.41,18.66,CHILD,45.86
2023,5.87,40.95,87.35,12.26,11.37,57.38,17.68,36.44,57.75,48.65,66.0,44.03,80.51,13.25,50.3,12.25,13.3,EXPANSION,48.61
2020,8.96,21.5,111.05,5.42,13.02,71.08,32.55,74.03,78.46,75.16,58.08,17.46,101.69,9.94,33.34,8.53,7.79,EXPANSION,47.72
2010,0.05,10.0,119.08,14.47,6.73,80.24,52.38,46.34,71.42,59.34,55.82,22.61,79.5,9.53,25.57,9.93,4.02,PREGNANCY,0.98
2022,1.39,17.18,216.7,9.2,7.04,87.59,47.52,49.7,45.06,88.11,51.19,27.44,112.5,16.75,54.48,8.73,3.65,EXPANSION,22.84
2019,8.6,32.57,84.26,10.61,6.61,78.82,21.78,84.1,87.89,45.11,85.18,10.51,38.59,11.2,59.97,11.52,27.25,OTHER,19.41
2020,4.31,37.99,173.94,7.56,8.19,65.54,38.39,40.4,66.7,41.06,71.55,27.31,80.38,7.99,82.19,1.45,21.27,CHILD,5.26
2006,0.85,37.93,251.75,15.83,8.03,91.37,16.06,59.95,51.64,67.93,43.44,33.69,109.74,15.55,52.27,17.5,15.41,FAMILY,12.79
2010,4.67,14.39,67.28,9.23,10.22,74.42,27.58,36.93,84.05,69.8,75.04,33.55,68.47,2.74,40.99,9.64,13.17,FAMILY,23.24
2020,4.69,12.08,50.01,10.31,5.61,73.87,15.36,73.35,75.28,91.13,67.66,2.91,96.41,8.18,24.52,1.03,13.21,FAMILY,24.76
2015,3.63,23.36,208.46,6.29,6.56,55.86,22.63,77.34,85.49,53.64,79.08,29.29,60.5,2.48,58.57,16.77,0.85,EXPANSION,13.01
2005,0.57,14.22,88.39,5.17,8.72,75.78,34.72,86.01,45.01,56.17,50.75,30.32,89.91,6.96,67.15,0.69,12.32,PREGNANCY,46.12
2023,3.7,9.95,179.51,7.81,12.77,54.46,34.39,44.9,94.87,67.02,59.03,42.36,91.93,15.69,26.09,12.22,2.86,PREGNANCY,51.98
2014,5.16,7.94,239.48,13.45,6.09,64.62,54.8,60.58,85.26,53.51,46.8,26.74,44.17,16.33,67.39,2.13,11.84,CHILD,42.08
2021,5.91,28.93,54.99,13.3,9.37,52.86,37.33,42.99,53.82,40.67,81.17,9.0,66.42,4.28,29.5,11.46,26.81,OTHER,41.52
2010,5.97,11.4,166.13,12.12,6.34,80.29,43.38,75.99,91.14,51.3,77.67,35.18,21.15,3.18,59.19,5.13,27.08,FAMILY,5.16
2023,5.22,15.53,199.83,15.51,11.83,60.25,24.06,85.32,61.79,86.76,43.86,27.67,100.99,16.94,33.92,7.79,10.35,PREGNANCY,17.12
2006,7.61,19.61,143.65,11.11,5.98,88.49,23.0,38.36,85.91,81.97,69.42,24.33,77.09,5.09,75.45,13.51,7.69,FAMILY,36.25
2020,9.8,10.25,254.62,11.3,10.55,50.38,50.04,81.95,71.79,67.13,55.15,17.71,93.4,5.54,47.75,5.88,28.68,FAMILY,29.87
2014,3.18,20.41,259.5,14.22,5.19,61.15,24.9,41.06,79.53,74.92,46.49,23.43,126.51,14.19,35.82,9.73,17.09,POSTPARTUM,30.52
2008,4.8,7.78,193.0,12.32,5.54,68.21,41.78,61.95,41.95,47.35,82.45,25.7,68.45,14.04,42.6,16.36,22.68,CHILD,24.31
2024,3.62,15.58,150.29,8.04,9.4,56.01,28.66,42.59,91.1,64.22,40.53,36.41,93.84,4.27,20.08,10.18,11.65,EXPANSION,39.03
2016,9.82,16.8,168.28,6.93,10.07,58.45,60.61,84.4,77.73,77.7,44.28,11.13,51.6,13.52,88.42,10.85,12.32,POSTPARTUM,30.78
2011,7.24,6.56,85.6,10.43,4.81,81.93,39.58,56.72,93.88,72.99,79.27,28.78,42.03,13.07,49.13,15.39,13.49,CHILD,17.14
2019,3.23,18.8,137.22,14.26,5.03,68.44,38.62,80.77,77.1,68.2,85.14,40.69,56.27,10.92,46.88,3.27,18.61,PREGNANCY,16.57
2013,0.76,8.61,86.91,5.36,9.43,79.32,36.46,67.98,88.53,70.42,80.83,34.92,16.85,4.19,86.27,14.73,17.75,POSTPARTUM,8.54
2023,2.82,7.59,73.73,8.01,13.43,81.2,21.04,39.92,64.53,51.18,68.53,6.97,124.34,16.49,87.49,2.21,25.51,EXPANSION,19.56
2019,5.25,35.57,62.57,13.75,9.63,84.12,27.4,64.21,48.32,89.09,56.04,31.22,127.88,2.02,50.34,14.5,10.24,CHILD,7.29
2015,9.65,27.98,246.87,15.77,6.69,58.41,47.17,88.92,82.16,71.85,81.84,20.16,133.87,16.77,55.92,4.82,18.87,POSTPARTUM,43.36
2023,8.22,30.83,169.7,14.68,5.32,88.26,15.76,70.48,66.0,38.39,43.04,13.0,83.83,8.53,46.75,6.48,9.94,FAMILY,54.25
2025,5.11,9.84,131.59,10.15,6.6,87.15,56.57,40.01,47.66,40.81,51.64,5.3,8.55,3.91,20.57,0.33,3.54,EXPANSION,37.34
2006,2.84,27.29,257.58,13.33,13.12,51.5,53.26,59.22,86.02,68.12,45.19,8.13,78.73,4.81,54.54,17.35,18.94,FAMILY,8.04
2013,1.88,10.26,182.08,10.23,9.58,59.73,60.81,63.0,69.84,63.96,82.22,20.28,121.55,3.07,61.65,11.48,5.17,OTHER,22.41
2005,6.23,6.15,55.2,13.74,9.6,64.93,52.37,53.17,60.86,59.39,46.71,4.11,79.31,8.33,45.98,0.64,2.28,EXPANSION,11.76
2019,7.82,38.77,129.9,13.88,12.43,81.25,48.8,72.2,57.44,56.51,60.3,29.26,9.86,2.83,81.37,14.31,27.19,EXPANSION,1.94
2013,3.48,31.83,167.41,6.79,9.62,82.47,62.19,76.92,93.66,89.4,74.91,17.99,8.52,3.07,36.63,5.9,10.08,OTHER,25.99
2007,8.8,40.62,141.38,14.05,11.88,76.42,61.84,72.72,57.72,86.88,74.29,2.58,18.15,7.51,42.43,1.79,3.7,POSTPARTUM,28.79
2024,2.54,25.19,201.52,9.07,7.34,80.02,31.0,45.48,61.77,87.6,41.23,13.1,75.9,7.77,35.78,0.61,29.63,POSTPARTUM,25.11
2005,8.63,21.15,210.89,10.77,10.37,78.26,64.49,80.98,43.93,62.32,49.33,41.18,88.13,6.51,67.48,16.15,3.34,PREGNANCY,38.06
2014,7.34,39.97,119.58,12.21,6.21,55.74,46.36,40.51,78.17,73.31,84.2,38.24,118.13,4.31,61.66,17.01,16.18,EXPANSION,15.27
2021,3.37,41.02,224.7,6.05,10.03,62.8,57.46,64.03,67.52,64.11,90.94,35.49,93.75,9.4,26.0,10.87,1.11,EXPANSION,46.82
2010,7.8,25.7,106.69,9.92,12.74,85.02,53.74,45.21,75.15,57.08,71.09,38.98,110.85,14.13,28.42,12.1,8.19,EXPANSION,33.68
2014,1.62,31.0,126.87,7.55,9.8,64.2,17.29,65.28,71.95,49.42,51.6,17.68,16.99,17.74,85.81,11.43,20.71,PREGNANCY,43.23
2017,1.4,17.0,197.53,6.26,7.74,85.05,60.83,63.45,85.45,36.83,73.99,2.51,127.96,11.22,82.42,8.0,21.59,CHILD,16.37
2021,3.3,21.1,148.58,11.99,12.35,64.73,31.13,73.31,73.17,46.18,71.65,6.25,128.09,2.86,59.95,1.41,25.93,FAMILY,22.37
2022,3.28,29.53,226.79,8.4,6.17,50.06,21.88,41.15,86.74,75.29,66.14,39.4,17.21,9.79,35.12,12.23,3.19,OTHER,12.72
2015,7.65,30.5,117.94,6.98,8.72,56.12,17.67,37.48,79.49,74.62,81.38,36.46,30.46,3.98,25.38,14.23,0.05,PREGNANCY,46.59
2010,2.1,22.23,100.67,12.85,7.55,69.66,60.43,40.96,79.8,56.45,71.44,27.95,70.08,13.42,78.4,5.73,1.5,PREGNANCY,38.74
2020,9.91,42.18,88.78,8.83,12.22,72.83,17.51,71.64,84.6,74.29,55.38,23.99,35.94,3.52,30.39,2.7,14.9,FAMILY,1.34
2019,1.74,22.37,88.37,5.47,7.36,63.58,52.93,45.26,60.9,38.94,81.42,30.74,118.16,12.3,78.36,5.97,9.48,FAMILY,34.56
2013,6.13,23.29,237.42,9.43,8.21,88.22,41.35,82.86,76.63,41.34,71.34,37.41,54.61,2.57,44.19,5.68,24.78,FAMILY,30.56
2017,3.88,10.14,184.62,15.41,8.54,79.76,55.38,84.15,73.54,42.45,72.41,4.83,33.23,3.94,58.0,15.67,24.39,EXPANSION,12.47
2018,1.05,8.35,238.23,7.04,6.06,52.17,49.75,69.75,43.38,72.16,56.0,12.66,12.04,17.25,25.86,9.95,11.92,CHILD,39.72
2013,4.39,28.94,53.09,11.79,9.82,69.46,51.1,47.38,58.89,45.05,58.92,11.84,50.93,13.29,33.62,10.12,2.49,CHILD,26.82
2013,7.3,16.91,125.69,14.5,8.76,83.21,53.59,50.51,59.86,58.86,42.65,2.41,86.52,17.33,52.15,4.85,25.33,OTHER,18.08
2024,7.28,8.39,246.32,12.91,8.22,83.86,17.89,36.55,72.85,39.05,46.55,44.27,48.96,10.9,53.94,3.03,5.52,EXPANSION,45.83
2021,9.34,42.09,201.31,11.54,11.53,88.46,64.75,78.47,80.1,76.38,65.99,35.7,66.5,5.99,64.99,6.17,23.07,PREGNANCY,1.34
2018,6.59,19.89,222.89,8.13,5.75,71.76,45.82,53.46,69.29,45.09,41.37,27.66,82.89,7.67,33.51,16.39,27.06,EXPANSION,17.45
2019,9.38,27.5,218.03,7.1,4.76,73.3,16.79,61.55,73.14,80.22,75.31,31.41,27.98,3.98,40.92,8.6,17.92,EXPANSION,48.84
2021,8.89,35.44,111.38,15.19,12.84,89.63,18.36,73.17,77.65,63.77,49.81,13.54,29.15,5.06,60.51,10.17,10.48,CHILD,26.19
2021,0.7,40.45,131.45,15.33,6.61,72.08,55.97,54.45,58.67,39.92,52.57,14.17,55.93,17.07,75.22,2.05,26.94,EXPANSION,16.41
2013,0.89,20.92,215.2,7.71,6.15,72.56,35.26,48.65,86.27,58.99,41.18,17.64,45.73,12.25,23.06,15.5,10.48,PREGNANCY,10.1
2010,5.71,40.99,241.74,10.01,5.12,90.89,51.01,52.78,50.21,55.03,92.02,32.08,74.92,12.73,20.32,2.56,27.45,EXPANSION,13.61
2005,6.32,35.06,118.49,12.54,12.95,62.79,63.05,43.99,72.59,56.85,88.99,28.39,33.59,13.29,30.19,13.11,23.76,CHILD,31.69
2018,0.68,43.2,147.8,10.15,8.51,55.36,50.29,56.26,42.26,36.13,78.34,17.55,54.74,10.93,49.43,8.92,19.04,POSTPARTUM,16.59
2015,3.83,18.97,40.52,13.35,13.66,74.24,33.73,66.59,73.44,46.97,58.1,34.44,80.05,9.38,44.22,0.44,14.99,OTHER,46.79
2015,7.6,38.84,176.73,15.25,13.91,66.09,59.14,66.41,79.34,45.97,64.19,8.19,110.5,17.0,26.22,13.33,29.58,PREGNANCY,17.48
2013,6.0,14.15,203.11,8.11,10.17,89.36,50.13,66.51,45.43,36.88,61.91,26.5,107.14,17.82,41.17,10.7,17.76,OTHER,38.97
2007,0.82,11.01,253.5,8.45,5.62,51.91,42.25,48.56,47.63,90.36,62.07,18.39,106.31,5.41,44.08,11.59,13.1,PREGNANCY,38.62
2019,2.85,44.05,193.02,15.35,12.98,53.64,63.78,79.29,72.37,81.19,50.02,30.12,57.6,8.89,78.84,10.93,29.17,PREGNANCY,48.41
2007,8.38,40.79,186.29,13.65,8.01,77.27,47.23,87.75,51.66,70.09,74.07,2.67,6.94,15.84,44.43,5.82,17.25,FAMILY,43.84
2012,5.6,31.87,223.84,5.83,12.22,90.15,44.18,77.55,82.6,85.04,47.07,19.27,99.25,10.67,33.35,2.52,28.96,PREGNANCY,7.11
