tech_infra_project_start_date,tech_infra_project_id,tech_infra_project_type_code,tech_infra_funding_source_code,tech_infra_total_budget_usd,tech_infra_matching_funds_usd,tech_infra_miles_fiber_planned,tech_infra_miles_fiber_completed,tech_infra_locations_planned,tech_infra_locations_connected,tech_infra_construction_status_code,tech_infra_permits_issued_count,tech_infra_right_of_way_delay_days,tech_infra_contractor_id,tech_infra_workforce_local_hire_pct,tech_infra_equipment_supply_risk_score,tech_infra_open_access_policy_flag,tech_infra_community_anchor_sites_connected,tech_infra_performance_milestone_met_flag,tech_infra_project_closeout_date
2020-02-02,PRJ0000001494,MIDDLE_MILE,PRIVATE_PARTNER,1276786404.41,757499693.22,849.981,387.681,149807,101902,PAUSED,2917,152,CTR000001494,95.87,0.3942,0,9471,1,2023-11-11
2020-02-03,PRJ0000001495,MIDDLE_MILE,FEDERAL_GRANT,4045326482.13,1457083293.9,633.077,352.982,483242,1219,COMPLETE,1575,299,CTR000001495,38.38,0.7519,1,8521,1,2020-09-16
2020-02-04,PRJ0000001496,FIBER_BUILD,STATE_MATCH,2242744849.2,1073080010.64,2533.028,88.96,394552,355203,COMPLETE,3666,134,CTR000001496,9.24,0.6515,0,6514,1,2020-06-26
2020-02-05,PRJ0000001497,PUBLIC_WIFI,FEDERAL_GRANT,2752645553.76,1390592521.95,562.411,175.532,373907,292703,PERMITTING,1032,189,CTR000001497,3.93,0.0404,0,6969,1,2025-01-17
2020-02-06,PRJ0000001498,FIBER_BUILD,STATE_MATCH,5950721632.78,3477833907.86,38.757,30.781,23624,21447,COMPLETE,5957,565,CTR000001498,2.36,0.0971,0,12153,0,2024-07-15
2020-02-07,PRJ0000001499,FIBER_BUILD,FEDERAL_GRANT,2048275800.77,796700379.66,3310.565,2912.81,453612,53192,PERMITTING,4421,677,CTR000001499,62.31,0.6983,1,14851,1,2022-06-03
2020-02-08,PRJ0000001500,DATA_CENTER,FEDERAL_GRANT,802300217.79,392438624.71,2725.023,1955.005,514035,150507,PERMITTING,5057,608,CTR000001500,70.9,0.3139,1,786,1,2022-12-04
2020-02-09,PRJ0000001501,DIGITAL_EQUITY,STATE_MATCH,2841065483.7,663788041.58,1449.932,1338.094,282569,142773,PERMITTING,620,189,CTR000001501,89.78,0.2168,0,1754,0,2022-09-22
2020-02-10,PRJ0000001502,MIDDLE_MILE,STATE_MATCH,4091974830.65,1770595154.1,2010.457,167.685,162592,5996,COMPLETE,1420,487,CTR000001502,95.79,0.5115,1,10528,1,2021-10-12
2020-02-11,PRJ0000001503,PUBLIC_WIFI,PRIVATE_PARTNER,1573264374.54,645385468.69,2315.227,2171.031,777482,499992,PAUSED,3971,0,CTR000001503,27.81,0.6607,1,4235,1,2025-05-11
2020-02-12,PRJ0000001504,FIBER_BUILD,LOCAL_BOND,2855814456.41,1481969436.87,79.881,36.275,272748,182516,CONSTRUCTION,5834,634,CTR000001504,60.86,0.2335,0,12747,1,2023-12-22
2020-02-13,PRJ0000001505,PUBLIC_WIFI,STATE_MATCH,2210855956.36,888179804.58,3813.033,1166.181,70651,65844,PLANNING,395,574,CTR000001505,77.52,0.8523,0,11468,1,2023-10-20
2020-02-14,PRJ0000001506,MIDDLE_MILE,PRIVATE_PARTNER,206308355.68,39065070.33,953.859,271.586,610783,231132,PLANNING,1674,716,CTR000001506,69.07,0.1813,0,237,0,2023-10-19
2020-02-15,PRJ0000001507,DIGITAL_EQUITY,PRIVATE_PARTNER,3560791759.31,1174761506.27,278.263,60.752,327996,237821,CONSTRUCTION,3299,47,CTR000001507,45.78,0.7642,0,6804,1,2023-07-29
2020-02-16,PRJ0000001508,MIDDLE_MILE,LOCAL_BOND,5821730712.62,3061005317.14,1278.139,557.25,640055,175883,CONSTRUCTION,5193,45,CTR000001508,63.43,0.6515,1,6056,0,2025-01-18
2020-02-17,PRJ0000001509,FIBER_BUILD,LOCAL_BOND,2816779624.71,1081378214.13,1393.633,457.339,505366,405443,CLOSED_OUT,3141,690,CTR000001509,87.71,0.2713,0,6023,1,2022-07-12
2020-02-18,PRJ0000001510,TOWER_BUILD,FEDERAL_GRANT,3452580492.16,663413665.4,3406.821,2347.777,309981,269938,PAUSED,732,78,CTR000001510,4.17,0.3775,0,13563,1,2021-11-01
2020-02-19,PRJ0000001511,MIDDLE_MILE,LOCAL_BOND,3762930118.61,157355939.04,383.08,340.108,228461,128176,PERMITTING,2903,33,CTR000001511,69.51,0.2315,0,2794,1,2025-08-16
2020-02-20,PRJ0000001512,MIDDLE_MILE,STATE_MATCH,142066051.22,29368226.37,1388.141,345.18,751575,303927,CLOSED_OUT,2407,485,CTR000001512,58.15,0.7777,1,1435,1,2020-05-14
2020-02-21,PRJ0000001513,DIGITAL_EQUITY,LOCAL_BOND,584809312.89,86965746.33,1387.825,940.388,720113,720113,COMPLETE,5929,513,CTR000001513,75.92,0.69,0,12500,1,2020-06-24
2020-02-22,PRJ0000001514,PUBLIC_WIFI,STATE_MATCH,140969606.55,53291679.31,138.728,61.044,121469,64671,PAUSED,1817,529,CTR000001514,82.66,0.6159,1,10787,1,2024-12-19
2020-02-23,PRJ0000001515,DATA_CENTER,FEDERAL_GRANT,1950232925.22,454566611.51,1017.203,885.879,212104,202038,CONSTRUCTION,1053,218,CTR000001515,92.37,0.5585,1,10161,0,2022-05-07
2020-02-24,PRJ0000001516,FIBER_BUILD,FEDERAL_GRANT,168307363.65,15652752.43,3427.944,1566.324,431825,151924,CONSTRUCTION,4502,578,CTR000001516,61.16,0.9863,0,4093,1,2025-12-01
2020-02-25,PRJ0000001517,TOWER_BUILD,STATE_MATCH,5460792407.2,1832160865.03,1912.573,690.097,594385,498523,CONSTRUCTION,2432,370,CTR000001517,95.95,0.8624,1,9565,1,2022-11-18
2020-02-26,PRJ0000001518,DATA_CENTER,FEDERAL_GRANT,4311054996.01,1910173641.43,334.464,179.183,727202,172387,CONSTRUCTION,4707,223,CTR000001518,45.88,0.8511,1,5474,0,2021-08-12
2020-02-27,PRJ0000001519,MIDDLE_MILE,FEDERAL_GRANT,905210835.9,186136319.2,2975.157,721.721,796002,421548,CONSTRUCTION,1409,285,CTR000001519,9.89,0.9815,0,9303,0,2022-09-05
2020-02-28,PRJ0000001520,FIBER_BUILD,FEDERAL_GRANT,424767538.27,84090699.5,520.717,99.78,430170,288220,PERMITTING,2542,714,CTR000001520,7.34,0.3462,0,13415,0,2020-11-12
2020-02-29,PRJ0000001521,DIGITAL_EQUITY,FEDERAL_GRANT,439646719.43,35612938.91,1037.964,461.193,194373,150550,PAUSED,761,352,CTR000001521,49.66,0.3607,0,5049,1,2024-04-04
2020-03-01,PRJ0000001522,DATA_CENTER,PRIVATE_PARTNER,3176765234.26,343880678.79,1842.833,1457.727,535437,175994,CLOSED_OUT,5228,566,CTR000001522,58.98,0.5266,0,3257,0,2025-07-18
2020-03-02,PRJ0000001523,DIGITAL_EQUITY,STATE_MATCH,1759929130.23,291294177.34,2730.724,1698.074,516230,286872,PLANNING,5529,592,CTR000001523,65.9,0.7863,0,14627,0,2023-04-14
2020-03-03,PRJ0000001524,DIGITAL_EQUITY,STATE_MATCH,1670618312.76,611825683.98,1253.381,58.407,474881,451713,PAUSED,3853,606,CTR000001524,91.59,0.1331,0,12232,0,2025-02-06
2020-03-04,PRJ0000001525,DATA_CENTER,FEDERAL_GRANT,3173675685.78,1286531741.57,85.695,35.742,780431,55284,CONSTRUCTION,631,150,CTR000001525,23.73,0.9015,1,6329,1,2022-07-15
2020-03-05,PRJ0000001526,MIDDLE_MILE,PRIVATE_PARTNER,221207364.42,103469528.9,2465.275,2048.947,119063,92583,PERMITTING,1926,446,CTR000001526,54.89,0.3313,1,6382,0,2026-01-01
2020-03-06,PRJ0000001527,FIBER_BUILD,ARPA,500541916.22,281884415.16,2498.364,511.954,432615,267620,CLOSED_OUT,3151,684,CTR000001527,74.82,0.117,1,11816,1,2024-12-14
2020-03-07,PRJ0000001528,DATA_CENTER,STATE_MATCH,2325155583.11,429416103.47,3849.353,781.737,173508,109481,PLANNING,5355,45,CTR000001528,98.03,0.6784,0,4048,1,2020-08-28
2020-03-08,PRJ0000001529,DIGITAL_EQUITY,FEDERAL_GRANT,3722539167.6,1539626451.17,302.284,260.011,261041,87682,PERMITTING,5632,346,CTR000001529,85.73,0.9128,1,6623,0,2021-12-16
2020-03-09,PRJ0000001530,TOWER_BUILD,STATE_MATCH,5047464754.24,235565632.86,3656.665,2718.262,383270,185062,CLOSED_OUT,3442,614,CTR000001530,47.68,0.2834,0,10151,1,2022-08-30
2020-03-10,PRJ0000001531,MIDDLE_MILE,STATE_MATCH,2541141308.42,989770790.09,3100.583,2614.998,122773,32391,PAUSED,5800,308,CTR000001531,46.48,0.5314,1,5721,1,2025-06-15
2020-03-11,PRJ0000001532,FIBER_BUILD,FEDERAL_GRANT,2751109815.48,922385880.78,2594.819,896.586,399554,206260,CLOSED_OUT,4331,627,CTR000001532,12.48,0.3221,1,12019,1,2025-06-29
2020-03-12,PRJ0000001533,DIGITAL_EQUITY,FEDERAL_GRANT,1919812848.23,811413983.13,2200.893,1140.234,259222,195654,CONSTRUCTION,1631,76,CTR000001533,64.75,0.1975,0,11206,1,2020-08-20
2020-03-13,PRJ0000001534,FIBER_BUILD,FEDERAL_GRANT,4666827465.68,1999491345.27,1298.184,103.991,469019,158199,CLOSED_OUT,2632,419,CTR000001534,70.36,0.1881,1,4340,1,2025-05-04
2020-03-14,PRJ0000001535,DIGITAL_EQUITY,FEDERAL_GRANT,1799590016.18,823538192.88,2716.864,2749.421,723174,490768,COMPLETE,3087,490,CTR000001535,87.64,0.1868,0,6161,1,2023-09-14
2020-03-15,PRJ0000001536,DIGITAL_EQUITY,FEDERAL_GRANT,849726651.18,343649188.95,3881.036,757.182,195917,9595,CONSTRUCTION,4900,232,CTR000001536,72.92,0.2714,0,2855,0,2023-09-28
2020-03-16,PRJ0000001537,TOWER_BUILD,FEDERAL_GRANT,1482392200.99,886623307.02,2977.047,101.363,784898,567265,COMPLETE,340,131,CTR000001537,81.39,0.5787,0,7445,1,2022-11-07
2020-03-17,PRJ0000001538,MIDDLE_MILE,FEDERAL_GRANT,3474142560.42,1997029611.21,3949.957,3886.341,364762,87502,PERMITTING,251,436,CTR000001538,28.36,0.5307,1,13603,0,2021-05-22
2020-03-18,PRJ0000001539,TOWER_BUILD,LOCAL_BOND,1356696050.07,329278902.62,2192.008,160.317,215176,52650,CONSTRUCTION,4565,693,CTR000001539,96.97,0.389,0,14165,0,2023-08-26
2020-03-19,PRJ0000001540,FIBER_BUILD,LOCAL_BOND,1100363129.73,153565235.97,1964.321,1554.012,90258,84682,COMPLETE,3583,510,CTR000001540,68.16,0.6697,0,3674,1,2021-09-10
2020-03-20,PRJ0000001541,TOWER_BUILD,FEDERAL_GRANT,3160100298.58,1854918978.6,1740.255,634.139,590726,552093,COMPLETE,1590,206,CTR000001541,63.8,0.7404,1,6302,0,2025-09-21
2020-03-21,PRJ0000001542,MIDDLE_MILE,FEDERAL_GRANT,5437080642.93,733026246.75,49.643,11.581,530924,468294,PLANNING,2104,423,CTR000001542,93.3,0.6946,0,13452,1,2024-06-07
2020-03-22,PRJ0000001543,FIBER_BUILD,STATE_MATCH,4828485080.43,2862128936.22,3016.776,2234.647,624533,33512,COMPLETE,4947,473,CTR000001543,52.73,0.8169,0,380,1,2024-11-30
2020-03-23,PRJ0000001544,FIBER_BUILD,FEDERAL_GRANT,4681078014.81,1344104350.87,1766.503,6.493,604838,568520,CONSTRUCTION,3264,597,CTR000001544,25.59,0.4162,0,6131,1,2022-06-30
2020-03-24,PRJ0000001545,SAT_BACKHAUL,LOCAL_BOND,255727664.83,74705793.6,1464.677,1476.829,328149,229231,PLANNING,4382,93,CTR000001545,67.63,0.9521,1,8905,1,2022-01-12
2020-03-25,PRJ0000001546,FIBER_BUILD,STATE_MATCH,4594505520.71,359824717.09,1244.577,429.452,422422,398133,CONSTRUCTION,2192,47,CTR000001546,70.01,0.9982,1,2670,0,2023-02-11
2020-03-26,PRJ0000001547,FIBER_BUILD,STATE_MATCH,3857771941.88,316100262.87,2901.17,2814.889,244264,172912,CONSTRUCTION,5340,579,CTR000001547,54.14,0.1569,0,4060,0,2021-12-21
2020-03-27,PRJ0000001548,DATA_CENTER,PRIVATE_PARTNER,1855033698.74,659221053.95,3470.191,135.663,752791,201458,CONSTRUCTION,2354,70,CTR000001548,35.9,0.1534,0,14273,1,2025-01-30
2020-03-28,PRJ0000001549,FIBER_BUILD,FEDERAL_GRANT,4604674643.56,1111071965.27,993.043,639.781,130260,23980,PAUSED,1211,624,CTR000001549,9.22,0.9844,0,2274,1,2023-03-19
2020-03-29,PRJ0000001550,MIDDLE_MILE,FEDERAL_GRANT,4317861651.64,1841023854.85,797.873,636.764,737494,726739,CONSTRUCTION,2899,53,CTR000001550,75.21,0.7818,0,5234,1,2021-09-11
2020-03-30,PRJ0000001551,FIBER_BUILD,STATE_MATCH,4651808725.2,234429551.4,859.124,696.303,677106,320222,COMPLETE,3801,390,CTR000001551,13.85,0.3732,1,11092,1,2023-12-31
2020-03-31,PRJ0000001552,SAT_BACKHAUL,FEDERAL_GRANT,2877614214.3,1039351770.37,3866.897,3598.127,483144,371899,COMPLETE,1855,553,CTR000001552,57.12,0.7785,1,10256,0,2022-05-31
2020-04-01,PRJ0000001553,DIGITAL_EQUITY,PRIVATE_PARTNER,1883688131.73,807088395.21,1147.099,652.567,39996,29810,CONSTRUCTION,5746,44,CTR000001553,17.17,0.9567,1,13253,0,2024-10-25
2020-04-02,PRJ0000001554,PUBLIC_WIFI,STATE_MATCH,4318091916.99,437542757.08,2036.741,1202.897,224933,132730,CONSTRUCTION,3886,614,CTR000001554,23.28,0.9867,0,9852,1,2022-07-17
2020-04-03,PRJ0000001555,TOWER_BUILD,FEDERAL_GRANT,3444503793.34,1511347153.11,916.445,215.215,265329,8485,COMPLETE,5200,137,CTR000001555,42.21,0.7664,1,10345,1,2025-09-06
2020-04-04,PRJ0000001556,DATA_CENTER,FEDERAL_GRANT,5097053907.29,406153449.41,1441.645,832.346,781944,565341,PERMITTING,5600,375,CTR000001556,16.32,0.3819,1,7675,0,2020-09-29
2020-04-05,PRJ0000001557,PUBLIC_WIFI,FEDERAL_GRANT,2292778911.36,360014918.42,3469.027,2350.264,222447,3366,COMPLETE,683,675,CTR000001557,7.27,0.0955,0,2228,1,2024-08-27
2020-04-06,PRJ0000001558,FIBER_BUILD,PHILANTHROPY,4469009184.73,49700101.9,329.309,178.687,253756,80707,COMPLETE,210,464,CTR000001558,78.82,0.5366,0,13640,0,2025-06-21
2020-04-07,PRJ0000001559,PUBLIC_WIFI,STATE_MATCH,3762417787.67,1372857564.21,852.613,339.249,579177,100034,CLOSED_OUT,598,217,CTR000001559,33.19,0.7089,0,11688,1,2024-06-27
2020-04-08,PRJ0000001560,MIDDLE_MILE,FEDERAL_GRANT,1631036123.6,821944820.6,3905.228,1794.709,188060,123697,PAUSED,2143,477,CTR000001560,70.93,0.158,0,9548,1,2025-03-18
2020-04-09,PRJ0000001561,FIBER_BUILD,PRIVATE_PARTNER,5738949383.57,3051722541.46,353.268,360.602,89095,45134,CONSTRUCTION,349,342,CTR000001561,4.88,0.6777,1,3108,1,2021-06-23
2020-04-10,PRJ0000001562,TOWER_BUILD,FEDERAL_GRANT,4450248311.95,1476542785.81,1911.212,749.578,276215,276215,PAUSED,4073,340,CTR000001562,6.57,0.471,1,1339,0,2024-11-26
2020-04-11,PRJ0000001563,SAT_BACKHAUL,PRIVATE_PARTNER,3305138161.9,1854773781.26,68.886,70.974,773929,622748,COMPLETE,685,537,CTR000001563,18.75,0.8052,0,4078,0,2021-08-29
2020-04-12,PRJ0000001564,FIBER_BUILD,LOCAL_BOND,92294165.79,39515118.44,3340.047,905.78,198902,102298,PLANNING,4177,343,CTR000001564,25.11,0.6509,0,6449,0,2024-04-26
2020-04-13,PRJ0000001565,FIBER_BUILD,STATE_MATCH,4527540390.82,652306146.47,3689.777,3810.844,347107,17395,COMPLETE,46,487,CTR000001565,35.96,0.3201,0,12205,0,2021-01-12
2020-04-14,PRJ0000001566,DIGITAL_EQUITY,STATE_MATCH,4676197405.41,2094660400.69,3238.173,114.606,728123,334974,PAUSED,3666,503,CTR000001566,88.99,0.6983,1,1847,1,2025-08-30
2020-04-15,PRJ0000001567,TOWER_BUILD,STATE_MATCH,1153539961.07,348942635.11,95.158,58.795,312272,52925,PAUSED,2217,243,CTR000001567,68.61,0.3188,0,10557,0,2021-08-05
2020-04-16,PRJ0000001568,FIBER_BUILD,FEDERAL_GRANT,1043702937.0,201849746.07,2336.216,84.086,591536,119957,CLOSED_OUT,5645,59,CTR000001568,31.89,0.7252,0,13281,1,2020-06-18
2020-04-17,PRJ0000001569,FIBER_BUILD,FEDERAL_GRANT,4678159833.43,2698584957.93,2751.505,1122.278,421872,354929,PAUSED,51,116,CTR000001569,2.21,0.4854,1,8279,1,2025-10-04
2020-04-18,PRJ0000001570,FIBER_BUILD,PHILANTHROPY,3595651934.34,1500199640.16,829.119,33.654,508587,488354,CONSTRUCTION,4512,417,CTR000001570,66.18,0.3481,1,5288,1,2025-05-22
2020-04-19,PRJ0000001571,MIDDLE_MILE,PRIVATE_PARTNER,4907076346.29,1544017786.12,253.459,253.352,714332,310970,PERMITTING,2851,29,CTR000001571,58.64,0.6756,1,5553,0,2024-06-30
2020-04-20,PRJ0000001572,MIDDLE_MILE,FEDERAL_GRANT,2360870967.71,1057348434.91,3439.315,2366.517,568759,442537,COMPLETE,1895,277,CTR000001572,28.65,0.4423,0,1124,1,2022-11-05
2020-04-21,PRJ0000001573,DIGITAL_EQUITY,FEDERAL_GRANT,5752483791.72,3331281056.98,1829.133,1304.49,451006,56466,COMPLETE,1518,285,CTR000001573,25.2,0.7121,1,8281,0,2024-06-03
2020-04-22,PRJ0000001574,DATA_CENTER,FEDERAL_GRANT,5258065806.58,1061850366.51,1022.474,982.135,173484,101717,COMPLETE,2706,583,CTR000001574,29.77,0.95,1,1365,1,2020-12-05
2020-04-23,PRJ0000001575,FIBER_BUILD,PHILANTHROPY,3166056236.9,1546802335.04,948.433,5.054,112972,76600,PERMITTING,5983,339,CTR000001575,46.79,0.5243,0,9168,1,2025-03-17
2020-04-24,PRJ0000001576,MIDDLE_MILE,STATE_MATCH,857174066.76,246009988.36,1678.702,1435.087,187013,33251,PAUSED,4592,236,CTR000001576,18.91,0.6249,1,3419,1,2023-09-30
2020-04-25,PRJ0000001577,DATA_CENTER,FEDERAL_GRANT,2289342286.7,929249208.56,804.779,240.231,647875,366469,CONSTRUCTION,686,318,CTR000001577,13.92,0.981,0,8155,0,2026-03-03
2020-04-26,PRJ0000001578,PUBLIC_WIFI,LOCAL_BOND,2037737921.57,67150506.23,861.482,7.295,244193,214587,PERMITTING,1011,392,CTR000001578,67.95,0.0507,1,14758,0,2023-11-04
2020-04-27,PRJ0000001579,FIBER_BUILD,FEDERAL_GRANT,5893589347.57,2541470166.11,268.736,35.644,597627,593851,PERMITTING,4757,434,CTR000001579,12.72,0.8541,0,10937,1,2025-10-04
2020-04-28,PRJ0000001580,MIDDLE_MILE,FEDERAL_GRANT,5963813885.19,3286672515.94,2376.53,1602.141,118190,29322,CONSTRUCTION,478,324,CTR000001580,72.06,0.137,1,3466,1,2022-04-07
2020-04-29,PRJ0000001581,DIGITAL_EQUITY,STATE_MATCH,2683844718.91,789007733.59,2844.646,2905.791,429566,87609,COMPLETE,2217,660,CTR000001581,73.69,0.9441,0,5223,0,2021-08-26
2020-04-30,PRJ0000001582,DIGITAL_EQUITY,LOCAL_BOND,2538287470.55,1084621617.14,519.554,267.36,629846,467869,PERMITTING,3275,451,CTR000001582,16.38,0.8911,1,2472,0,2024-06-19
2020-05-01,PRJ0000001583,DIGITAL_EQUITY,FEDERAL_GRANT,4778147724.13,1468591957.12,1203.575,1224.361,535317,313658,COMPLETE,620,699,CTR000001583,43.78,0.0392,0,13175,1,2023-07-29
2020-05-02,PRJ0000001584,FIBER_BUILD,FEDERAL_GRANT,492889878.47,262531893.46,3284.144,889.855,689715,509570,CONSTRUCTION,3547,12,CTR000001584,59.9,0.7324,0,2822,1,2024-11-13
2020-05-03,PRJ0000001585,FIBER_BUILD,PHILANTHROPY,4477622282.84,999400116.06,2202.325,780.968,653414,239967,PAUSED,5213,145,CTR000001585,34.28,0.9263,0,8828,0,2025-01-04
2020-05-04,PRJ0000001586,PUBLIC_WIFI,PHILANTHROPY,2932273179.77,451866491.89,313.696,254.72,632303,543465,COMPLETE,5213,163,CTR000001586,47.96,0.9849,1,777,0,2023-04-28
2020-05-05,PRJ0000001587,PUBLIC_WIFI,LOCAL_BOND,889943329.64,59159689.14,3384.257,2418.772,166017,22354,PAUSED,3215,349,CTR000001587,88.2,0.7967,0,1496,1,2024-09-24
2020-05-06,PRJ0000001588,PUBLIC_WIFI,PRIVATE_PARTNER,2878800188.97,1662651469.74,2704.973,2038.982,212067,29318,PAUSED,3158,455,CTR000001588,2.69,0.3587,0,3256,0,2023-09-10
2020-05-07,PRJ0000001589,FIBER_BUILD,LOCAL_BOND,3427366617.85,1204331385.1,2317.036,1705.838,240786,114236,CONSTRUCTION,2502,363,CTR000001589,79.73,0.3457,1,3906,1,2025-12-09
2020-05-08,PRJ0000001590,MIDDLE_MILE,FEDERAL_GRANT,3231311299.95,1306593252.82,1528.005,389.174,514112,93559,PERMITTING,3342,77,CTR000001590,99.87,0.858,1,9430,1,2025-07-21
2020-05-09,PRJ0000001591,FIBER_BUILD,FEDERAL_GRANT,752959507.36,387176145.65,654.939,110.058,285962,197467,CONSTRUCTION,3973,670,CTR000001591,4.81,0.7344,0,9418,0,2022-08-11
2020-05-10,PRJ0000001592,FIBER_BUILD,FEDERAL_GRANT,2753271291.7,289595223.15,1085.42,997.291,221679,46165,COMPLETE,328,143,CTR000001592,81.94,0.7967,0,10177,1,2025-02-17
2020-05-11,PRJ0000001593,TOWER_BUILD,LOCAL_BOND,1794125008.39,703297379.54,31.117,25.354,526933,526933,PLANNING,5109,546,CTR000001593,20.38,0.355,0,197,0,2020-08-13
2020-05-12,PRJ0000001594,FIBER_BUILD,FEDERAL_GRANT,2558777712.93,1335237076.85,979.817,191.749,418104,129335,CLOSED_OUT,563,593,CTR000001594,29.41,0.9148,0,764,1,2026-03-07
2020-05-13,PRJ0000001595,FIBER_BUILD,FEDERAL_GRANT,5755927026.74,2086035232.45,2811.657,2401.991,56930,38389,COMPLETE,3026,415,CTR000001595,25.43,0.0502,1,2357,1,2023-12-24
2020-05-14,PRJ0000001596,DIGITAL_EQUITY,FEDERAL_GRANT,4891750369.69,322837534.06,2283.285,1507.8,616568,402506,PLANNING,4964,130,CTR000001596,98.09,0.4534,0,9672,0,2024-04-09
2020-05-15,PRJ0000001597,MIDDLE_MILE,STATE_MATCH,668138649.38,65997383.98,2210.668,1273.569,243812,45367,COMPLETE,796,601,CTR000001597,68.29,0.6273,1,3027,1,2022-01-08
2020-05-16,PRJ0000001598,FIBER_BUILD,FEDERAL_GRANT,4639819896.9,1351995035.16,611.27,564.798,326621,69353,CONSTRUCTION,279,463,CTR000001598,43.31,0.1767,1,12134,1,2026-03-31
2020-05-17,PRJ0000001599,DATA_CENTER,PHILANTHROPY,1526018591.64,321248718.51,1479.736,932.202,742387,558594,CONSTRUCTION,1143,431,CTR000001599,71.8,0.0545,0,3649,0,2025-05-17
2020-05-18,PRJ0000001600,FIBER_BUILD,FEDERAL_GRANT,3574049391.56,1175717322.82,3072.774,388.829,349401,349401,COMPLETE,2330,604,CTR000001600,50.44,0.7545,0,8798,1,2023-11-25
2020-05-19,PRJ0000001601,MIDDLE_MILE,STATE_MATCH,215963350.42,81616132.87,2375.496,1886.484,395681,97516,CONSTRUCTION,3235,573,CTR000001601,23.35,0.1364,0,4924,0,2022-01-17
2020-05-20,PRJ0000001602,DIGITAL_EQUITY,STATE_MATCH,3601220308.4,123112230.39,885.904,126.772,285073,12975,PERMITTING,875,121,CTR000001602,88.83,0.4937,0,214,1,2024-11-02
2020-05-21,PRJ0000001603,DIGITAL_EQUITY,PRIVATE_PARTNER,4938558768.17,966410689.26,3970.589,1918.377,13171,3973,PLANNING,1516,338,CTR000001603,62.5,0.0145,0,10651,1,2024-02-28
2020-05-22,PRJ0000001604,TOWER_BUILD,STATE_MATCH,1695625602.82,19832073.71,2263.482,1427.316,328629,154140,COMPLETE,132,418,CTR000001604,33.7,0.2198,0,5295,0,2023-10-24
2020-05-23,PRJ0000001605,FIBER_BUILD,STATE_MATCH,996198116.2,551432228.49,3691.221,3677.829,198994,67015,COMPLETE,3159,10,CTR000001605,34.15,0.3808,1,7765,1,2026-03-07
2020-05-24,PRJ0000001606,PUBLIC_WIFI,PRIVATE_PARTNER,1440936497.62,726259418.58,2639.869,2742.621,757977,628137,COMPLETE,3327,621,CTR000001606,58.41,0.6396,1,10053,1,2025-07-20
2020-05-25,PRJ0000001607,MIDDLE_MILE,FEDERAL_GRANT,4082627237.31,2405057914.06,232.157,233.329,556908,365074,CLOSED_OUT,4566,421,CTR000001607,49.25,0.7052,0,11172,0,2022-06-04
2020-05-26,PRJ0000001608,MIDDLE_MILE,PRIVATE_PARTNER,4829993670.67,900790445.84,1423.626,178.162,235625,148772,CONSTRUCTION,1074,676,CTR000001608,73.48,0.8835,1,11822,0,2020-07-10
2020-05-27,PRJ0000001609,FIBER_BUILD,LOCAL_BOND,1748933493.47,23412678.55,2907.847,2135.362,427313,390680,PLANNING,2122,176,CTR000001609,3.15,0.8699,1,6526,1,2023-07-12
2020-05-28,PRJ0000001610,DIGITAL_EQUITY,PRIVATE_PARTNER,5440971263.42,2218876152.49,57.178,24.811,153871,24655,CONSTRUCTION,822,654,CTR000001610,33.64,0.4947,1,8742,0,2020-09-19
2020-05-29,PRJ0000001611,FIBER_BUILD,FEDERAL_GRANT,2184652674.89,874136737.87,1731.99,1566.84,276032,234270,COMPLETE,5617,206,CTR000001611,57.73,0.5929,1,5242,1,2021-04-11
2020-05-30,PRJ0000001612,MIDDLE_MILE,ARPA,2750275673.03,80809604.25,822.07,669.279,43778,36708,COMPLETE,1862,123,CTR000001612,50.65,0.4488,1,1967,0,2025-05-07
2020-05-31,PRJ0000001613,FIBER_BUILD,FEDERAL_GRANT,4145475970.67,435428267.31,3785.05,1934.427,729567,29184,PERMITTING,5368,127,CTR000001613,85.11,0.6695,1,12835,1,2025-02-17
2020-06-01,PRJ0000001614,PUBLIC_WIFI,PHILANTHROPY,940392489.54,273201734.73,1470.965,1441.6,564723,146216,CONSTRUCTION,5714,640,CTR000001614,53.55,0.1686,0,11776,1,2024-09-21
2020-06-02,PRJ0000001615,FIBER_BUILD,PRIVATE_PARTNER,1305918257.75,193738443.0,3994.687,3782.388,534890,226148,CONSTRUCTION,964,465,CTR000001615,94.71,0.2544,1,7360,0,2023-09-29
2020-06-03,PRJ0000001616,DIGITAL_EQUITY,STATE_MATCH,1878201102.73,745625308.24,2152.938,901.752,228658,65404,CONSTRUCTION,1834,107,CTR000001616,85.26,0.8826,0,11503,1,2026-05-12
2020-06-04,PRJ0000001617,FIBER_BUILD,PRIVATE_PARTNER,5937901236.01,2927439410.26,897.844,873.126,713832,600399,COMPLETE,1513,267,CTR000001617,80.28,0.3743,1,8522,1,2025-05-20
2020-06-05,PRJ0000001618,MIDDLE_MILE,STATE_MATCH,4230737256.9,2148830516.31,2055.493,140.088,320963,17497,CONSTRUCTION,84,241,CTR000001618,91.82,0.1448,0,12504,1,2020-07-11
2020-06-06,PRJ0000001619,FIBER_BUILD,LOCAL_BOND,1793829970.63,246386430.35,1361.209,1254.946,752950,330084,COMPLETE,2475,669,CTR000001619,32.74,0.3015,0,12711,0,2022-08-23
