soc_access_service_date,soc_access_benefit_delivery_method,soc_access_eload_card_transactions_count,soc_access_eload_card_spend_usd,soc_access_authorized_retailer_density,soc_access_caseworker_caseload_avg,soc_access_appointment_no_show_rate,soc_access_document_verification_time_days,soc_access_language_service_request_count,soc_access_disability_accommodation_count,soc_access_office_distance_miles_avg,soc_access_mobile_office_visits_count,soc_access_website_uptime_pct,soc_access_application_completion_rate,soc_access_benefit_error_rate,soc_access_grievance_filed_count,soc_access_grievance_resolution_days,soc_access_client_satisfaction_score,soc_access_cross_program_referral_rate,soc_access_service_gap_index
2024-04-09,DIRECT_DEPOSIT,2001819,53469812.34,10.3881,84.93,17.466,41.19,13032,16830,27.366,5328,85.406,84.43,7.389,366,54.15,5.753,21.08,0.161
2024-04-10,EBT_CARD,2170348,178864763.29,19.7837,420.66,2.795,50.07,6450,17603,10.711,4762,95.0231,98.41,4.238,5298,87.35,2.117,79.96,0.1011
2024-04-11,EBT_CARD,1329561,46225466.19,23.6636,553.23,7.769,59.65,21338,12261,2.265,4911,96.1352,23.89,5.478,5151,102.27,9.838,64.41,0.0552
2024-04-12,EBT_CARD,2079912,44512708.22,14.8595,530.08,29.195,39.31,17322,16050,34.003,1073,89.8923,36.64,10.103,2004,46.36,2.86,84.51,0.4038
2024-04-13,IN_PERSON_PICKUP,1411014,17135253.28,0.5373,232.48,39.205,33.86,17428,12927,19.074,2309,85.5014,75.71,1.699,3338,14.73,4.865,26.98,0.99
2024-04-14,EBT_CARD,1120077,93024396.36,7.1796,552.84,20.599,45.29,4194,10080,23.911,3694,93.2395,72.48,1.355,5491,86.31,7.768,96.13,0.0509
2024-04-15,IN_PERSON_PICKUP,562556,13852510.95,0.9121,20.76,28.436,39.28,8821,8938,29.54,2335,91.2686,66.95,6.25,5327,64.78,5.759,11.12,0.9676
2024-04-16,EBT_CARD,2142889,133474371.88,16.285,432.26,37.304,11.21,24041,686,35.641,5897,94.7447,39.24,10.262,1189,79.74,5.774,3.57,0.7725
2024-04-17,EBT_CARD,360777,14812702.27,1.1734,366.28,9.449,54.2,19433,13095,38.075,3193,97.6758,70.3,0.219,5132,74.98,6.411,4.66,0.3328
2024-04-18,EBT_CARD,1559494,40008268.55,6.4225,453.92,36.127,13.0,22944,5189,39.792,5794,89.5669,30.64,6.862,1603,93.59,2.774,64.26,0.9645
2024-04-19,EBT_CARD,1234214,13166113.28,17.9871,544.24,36.61,35.95,16380,10829,16.745,2510,95.25,97.42,7.319,3865,86.83,7.817,3.8,0.0414
2024-04-20,EBT_CARD,188652,9587736.92,11.792,295.5,41.795,54.44,3497,4728,11.321,1942,88.8201,52.15,1.181,2484,63.03,6.571,87.82,0.4383
2024-04-21,EBT_CARD,1529838,114331570.24,20.3628,585.25,30.295,3.84,23140,16600,12.533,5075,99.0842,40.08,10.746,7097,58.63,3.931,35.83,0.9622
2024-04-22,DIRECT_DEPOSIT,1158576,10466840.16,20.7419,97.13,40.521,34.9,20296,12138,20.651,5735,90.0303,13.4,0.596,5895,3.82,1.724,87.5,0.1782
2024-04-23,VOUCHER,121115,2602060.79,10.6588,428.82,43.118,11.36,378,16705,26.036,1941,97.6914,42.94,9.584,2373,111.83,1.397,76.23,0.4857
2024-04-24,EBT_CARD,1734123,85590189.02,18.5355,349.1,28.194,11.31,12285,3362,26.58,2405,87.1585,84.66,2.335,3952,74.45,8.536,78.99,0.7782
2024-04-25,EBT_CARD,1517915,37301470.25,15.0854,72.31,25.97,41.6,6840,4778,42.869,1674,89.4906,92.15,5.446,4561,84.02,2.102,72.9,0.077
2024-04-26,CHECK,1267033,51387467.28,19.5972,316.18,37.867,38.54,7409,18343,1.446,752,96.0947,94.61,2.005,5859,113.34,9.393,64.41,0.654
2024-04-27,DIRECT_DEPOSIT,2144117,92776844.18,10.6744,232.62,13.631,1.67,19083,10007,2.843,5346,88.6738,46.24,6.699,136,32.77,0.264,17.22,0.6687
2024-04-28,IN_PERSON_PICKUP,765117,45409953.6,20.9734,335.96,19.323,25.32,10865,11855,17.845,177,93.5099,85.28,3.755,4556,77.24,9.67,48.64,0.1249
2024-04-29,CHECK,1573209,71635427.06,5.8772,238.13,4.515,2.41,4921,6447,14.125,4122,99.064,70.49,4.355,6355,63.42,7.985,57.12,0.0713
2024-04-30,DIRECT_DEPOSIT,2223946,188284621.61,14.0907,24.62,4.082,31.47,11237,14253,29.194,726,99.4551,97.42,9.898,6807,80.26,3.469,32.36,0.1943
2024-05-01,EBT_CARD,1046688,32074902.0,15.5973,38.29,4.297,54.43,13024,11633,31.131,1633,95.8032,90.17,1.429,1917,77.2,5.269,27.74,0.1565
2024-05-02,EBT_CARD,177008,10197140.08,7.9743,260.44,6.301,32.92,23867,11783,13.114,609,86.0913,25.83,7.631,3393,54.69,5.09,51.72,0.4945
2024-05-03,DIRECT_DEPOSIT,936529,25615063.69,2.6031,106.85,0.913,50.5,18113,16977,28.454,956,93.0444,93.62,0.333,7471,96.79,1.26,5.28,0.4772
2024-05-04,DIRECT_DEPOSIT,505641,38695307.14,1.6994,569.32,4.617,36.41,11530,5961,43.343,5183,98.3825,19.09,3.675,5278,17.57,8.032,16.07,0.1433
2024-05-05,EBT_CARD,1628301,86398929.66,20.7234,594.83,39.8,58.01,23490,9601,31.605,4556,95.6996,16.54,5.309,7016,45.78,5.768,82.74,0.4041
2024-05-06,DIRECT_DEPOSIT,1010883,80019342.06,20.3988,131.08,44.933,53.18,3294,4422,4.095,3647,90.7547,11.98,5.403,2879,26.06,1.81,77.19,0.6247
2024-05-07,VOUCHER,415490,21684325.45,24.8041,444.14,26.415,50.65,23148,8101,32.828,22,94.7458,56.09,4.857,5270,117.93,4.994,25.19,0.6858
2024-05-08,DIRECT_DEPOSIT,578502,26455856.3,19.5112,434.98,8.435,29.8,10275,741,18.709,2707,88.7529,96.8,1.445,2072,117.73,6.304,97.86,0.5221
2024-05-09,CHECK,712884,34135399.9,19.8809,280.02,18.192,38.5,11790,11866,22.036,5349,96.318,72.97,1.826,688,59.28,8.656,79.87,0.3776
2024-05-10,MOBILE_WALLET,1345194,57880008.26,5.4676,319.67,23.476,42.21,1761,16847,35.118,2608,88.3951,57.76,0.275,805,48.2,3.916,10.67,0.4314
2024-05-11,CHECK,2394432,162935964.82,3.5847,33.43,19.434,24.54,2784,3671,22.081,5461,89.8932,72.67,3.685,1621,28.37,5.778,99.03,0.3829
2024-05-12,EBT_CARD,2117125,71186317.29,12.9341,490.84,7.841,40.22,19159,8390,13.033,4227,93.5873,64.13,4.72,6460,17.67,3.138,21.95,0.1126
2024-05-13,EBT_CARD,2334258,155677305.72,6.6705,74.72,21.156,3.77,19397,13760,16.504,4660,86.9884,93.22,10.247,1584,74.51,6.447,33.39,0.5093
2024-05-14,EBT_CARD,177512,5064970.88,21.2548,59.08,31.824,13.4,2453,11539,32.561,5380,95.9375,74.64,11.154,4487,76.73,5.121,50.98,0.6048
2024-05-15,IN_PERSON_PICKUP,853198,40244193.77,2.0707,187.69,6.17,5.51,24914,15656,34.663,661,98.1536,80.43,6.708,1769,89.12,7.702,55.39,0.652
2024-05-16,MOBILE_WALLET,377104,15679066.55,22.5018,277.06,33.499,59.64,2101,8422,29.06,5660,85.5537,20.5,4.29,2105,40.91,9.607,34.48,0.7041
2024-05-17,DIRECT_DEPOSIT,2202067,23075644.72,14.4429,280.22,21.591,6.6,2191,7570,20.392,1114,94.8108,77.49,11.727,6374,116.07,2.244,83.62,0.6058
2024-05-18,EBT_CARD,2316067,130188566.04,19.1383,70.92,0.035,22.32,211,4551,7.407,5603,89.5159,40.12,6.925,4602,56.04,8.444,0.86,0.3895
2024-05-19,EBT_CARD,1315968,72800324.87,12.4623,525.96,32.084,42.5,6925,4893,21.903,2268,96.099,97.17,8.691,6913,108.11,5.621,22.78,0.2055
2024-05-20,DIRECT_DEPOSIT,60899,1485824.41,15.0855,564.39,7.694,45.05,21046,18012,42.018,4231,88.7951,71.98,10.567,6467,36.2,8.866,71.0,0.0413
2024-05-21,DIRECT_DEPOSIT,194940,14957698.69,3.5251,497.28,6.952,24.34,2368,9156,10.456,3768,94.8612,28.11,1.401,4861,62.43,5.373,89.4,0.7299
2024-05-22,EBT_CARD,28893,1551695.71,23.9099,547.13,26.705,22.97,14448,11860,37.17,5963,97.0283,80.19,2.057,3428,31.62,9.772,4.77,0.0768
2024-05-23,CHECK,2080247,81390060.85,20.619,269.06,20.43,57.43,22546,14949,8.434,4731,88.0014,31.77,11.622,5165,92.11,7.202,58.57,0.0663
2024-05-24,IN_PERSON_PICKUP,866044,27775841.21,13.6189,217.91,37.472,7.8,15488,678,29.67,604,91.5075,42.76,11.969,5282,20.97,6.303,9.05,0.4142
2024-05-25,EBT_CARD,23844,1775290.65,0.3112,303.59,24.256,38.12,11982,13575,9.866,2884,95.4256,90.48,9.179,2470,106.95,2.097,19.22,0.0066
2024-05-26,EBT_CARD,417250,26461414.85,9.0692,38.84,19.521,17.01,11615,3576,29.374,5257,94.8867,61.88,0.646,5731,48.73,5.493,7.91,0.878
2024-05-27,EBT_CARD,1824612,146363024.16,10.6916,541.28,0.999,3.85,5991,7759,9.912,5607,98.4078,52.56,2.063,4171,118.75,4.987,42.04,0.4374
2024-05-28,MOBILE_WALLET,845644,64376565.93,16.2605,391.81,27.08,45.58,17214,1548,18.63,3228,99.2789,36.68,11.485,2783,66.64,7.278,43.46,0.0925
2024-05-29,CHECK,844072,11990511.08,13.199,470.93,21.578,30.13,20548,7006,39.225,4577,89.711,57.97,5.477,386,61.2,8.183,32.49,0.3569
2024-05-30,DIRECT_DEPOSIT,2200912,161443597.24,2.6372,267.59,3.515,11.76,7539,2127,10.248,5185,95.8631,61.74,7.678,4467,74.94,0.341,23.59,0.7745
2024-05-31,DIRECT_DEPOSIT,1747908,111699745.37,8.9778,514.41,35.694,20.88,15654,12203,3.956,3632,91.9222,16.79,10.927,6797,30.71,0.288,21.41,0.6002
2024-06-01,EBT_CARD,917249,28889323.16,13.1418,265.33,2.313,55.56,22567,913,16.03,5499,97.4763,46.58,9.162,532,74.2,4.255,1.86,0.882
2024-06-02,MOBILE_WALLET,357473,24027790.07,18.8164,222.85,18.19,14.89,12146,13086,43.775,997,96.9264,67.42,5.076,5442,74.24,9.56,77.9,0.5712
2024-06-03,IN_PERSON_PICKUP,375880,10506401.25,5.663,575.88,19.181,30.84,8005,13950,28.361,5064,97.5055,45.26,9.195,5825,112.65,6.371,66.16,0.1417
2024-06-04,CHECK,1754875,137624982.61,16.645,422.77,17.697,11.41,16829,10906,13.64,3372,85.2726,54.1,10.303,779,93.9,3.841,61.61,0.709
2024-06-05,DIRECT_DEPOSIT,2202316,172053437.03,24.3621,487.44,22.004,13.82,21565,845,28.124,370,91.0287,12.73,2.348,5292,88.68,5.745,43.38,0.0315
2024-06-06,DIRECT_DEPOSIT,493247,24324765.46,24.9617,587.41,10.68,24.12,20197,2570,37.87,5913,86.2128,39.76,0.327,1271,13.04,4.603,28.24,0.9811
2024-06-07,CHECK,2132512,140033940.31,20.232,106.85,28.498,33.99,9525,314,34.778,3685,89.6449,43.93,11.817,3348,14.23,7.756,90.72,0.6877
2024-06-08,CHECK,1100659,77052375.0,0.4219,103.95,6.214,14.21,22396,19319,44.725,3339,97.787,41.09,9.067,359,18.19,6.51,36.71,0.3666
2024-06-09,EBT_CARD,959232,24359496.65,6.7644,350.53,24.275,29.16,19263,19058,20.278,5853,89.6151,59.86,11.859,3954,61.14,5.492,53.13,0.2271
2024-06-10,IN_PERSON_PICKUP,1654657,24392527.69,9.195,513.51,14.069,37.62,11096,5636,10.956,1533,94.0132,37.1,9.287,619,5.85,8.245,0.88,0.2967
2024-06-11,EBT_CARD,949495,71670441.32,22.1469,508.62,41.893,29.11,1379,10290,25.3,5529,93.4963,37.73,11.395,2868,91.36,9.937,33.79,0.7714
2024-06-12,EBT_CARD,1655641,102789070.2,8.1792,129.19,37.741,27.01,6288,16925,34.561,3645,96.8414,42.22,11.943,7729,67.98,4.573,77.69,0.4392
2024-06-13,EBT_CARD,665492,27529479.37,3.688,376.65,17.056,49.85,3160,9286,20.768,1114,88.3995,12.57,3.654,7443,105.27,5.742,78.65,0.6483
2024-06-14,DIRECT_DEPOSIT,1700485,33049825.52,7.4558,506.77,38.624,12.09,9542,2428,20.682,4365,92.9256,97.72,2.761,1450,54.63,6.21,77.9,0.2994
2024-06-15,EBT_CARD,1202488,92196543.61,15.2662,77.6,20.478,39.17,11675,3806,43.499,996,98.8767,74.35,9.431,6260,36.29,6.26,98.08,0.1202
2024-06-16,IN_PERSON_PICKUP,2218743,19380471.64,19.3389,134.6,1.656,53.07,662,14434,41.165,783,100.1018,17.06,10.11,2288,4.64,3.11,94.18,0.3836
2024-06-17,EBT_CARD,1216013,90882415.06,15.6433,259.68,3.965,30.36,13029,16778,24.563,3298,96.5659,44.59,0.907,3182,13.47,3.586,59.83,0.122
2024-06-18,EBT_CARD,996711,5153000.69,5.2166,532.21,9.842,25.38,446,13636,25.797,2996,96.613,99.67,5.552,1164,30.54,9.211,48.47,0.3503
2024-06-19,EBT_CARD,1145469,77249444.91,16.9747,91.18,40.122,20.11,5341,10027,27.889,1864,86.0821,74.38,6.576,5881,75.16,8.376,28.14,0.7378
2024-06-20,EBT_CARD,603993,44708260.76,7.7524,290.45,33.716,35.95,19029,9239,10.41,1753,99.2152,32.5,0.445,6727,70.74,9.118,1.12,0.9375
2024-06-21,CHECK,2179182,133541439.83,11.25,526.02,15.07,35.11,24141,10161,22.01,5867,99.7343,46.12,1.906,1163,63.64,0.72,79.55,0.7179
2024-06-22,MOBILE_WALLET,2164279,21936291.76,22.8227,426.9,43.731,25.29,3589,3250,40.626,1554,100.1204,26.23,8.921,5447,60.24,1.582,30.3,0.2792
2024-06-23,EBT_CARD,2205973,173323398.83,16.3004,515.82,20.798,30.78,10934,4913,32.174,4,94.0675,42.91,9.887,7630,100.33,0.032,18.35,0.0885
2024-06-24,DIRECT_DEPOSIT,1915578,61557090.94,16.7338,278.38,35.417,21.57,6280,6698,24.795,3777,96.3276,90.79,5.076,2808,72.61,9.55,28.63,0.2479
2024-06-25,DIRECT_DEPOSIT,216153,6004461.76,20.9008,244.9,37.319,40.84,16972,10487,0.857,5455,97.1487,70.82,11.808,1783,68.04,2.034,68.28,0.2192
2024-06-26,MOBILE_WALLET,558210,23898668.73,6.2879,93.86,4.068,2.65,7729,13179,25.358,4005,91.9978,31.46,1.705,4626,114.43,4.36,94.41,0.3994
2024-06-27,VOUCHER,167214,12967295.62,5.4083,423.88,13.008,3.99,23940,4050,44.957,5954,96.8009,68.41,8.965,5369,69.43,6.427,42.01,0.4083
2024-06-28,EBT_CARD,473998,30116262.05,17.4844,124.33,27.017,55.53,16106,843,27.942,327,89.043,13.68,1.99,4534,26.16,4.341,5.78,0.0141
2024-06-29,DIRECT_DEPOSIT,1153075,79702549.44,11.0368,590.76,16.911,0.03,24169,18559,15.778,5376,90.3481,32.11,2.365,6920,47.75,8.648,9.49,0.9042
2024-06-30,CHECK,864409,65419012.38,1.9247,174.58,40.623,13.67,14212,19820,24.059,2514,94.2812,75.47,10.936,4251,22.96,4.357,70.0,0.8244
2024-07-01,DIRECT_DEPOSIT,1179332,89890188.91,15.0145,187.27,34.34,15.89,1976,7712,10.986,4639,91.7323,16.28,3.219,5989,64.26,5.336,89.98,0.207
2024-07-02,EBT_CARD,2231533,109531351.12,3.347,287.46,7.243,50.72,24694,4831,34.837,3210,89.2584,95.36,5.431,4754,68.88,0.536,32.38,0.7772
2024-07-03,EBT_CARD,1085813,26804043.98,13.9877,63.89,28.318,30.72,14814,3519,36.845,1179,89.2525,64.05,8.486,6253,112.77,1.331,87.68,0.32
2024-07-04,DIRECT_DEPOSIT,2065860,125136610.63,7.0121,113.96,19.104,31.83,12194,2790,43.924,1834,88.2296,27.13,2.747,7825,74.19,2.908,78.74,0.6542
2024-07-05,EBT_CARD,1132156,69290682.2,12.9621,535.39,11.31,13.27,19662,2428,22.67,5667,90.4457,48.12,5.959,2679,68.37,7.582,58.26,0.4769
2024-07-06,EBT_CARD,2402238,45724325.76,8.3981,168.08,13.753,44.8,10010,16360,29.9,2986,87.1698,21.85,6.517,1532,66.89,6.172,38.39,0.9762
2024-07-07,IN_PERSON_PICKUP,137748,7436102.55,24.282,387.01,40.656,54.63,14103,14886,24.97,280,98.2629,95.61,2.35,5253,94.31,3.576,95.32,0.73
2024-07-08,EBT_CARD,72515,2369972.03,11.5038,337.57,21.591,59.51,12811,15917,19.858,3095,87.547,85.67,5.661,3680,6.01,9.432,72.2,0.7445
2024-07-09,EBT_CARD,868546,63982410.68,4.8507,53.73,43.543,32.68,21995,6746,9.734,2814,92.3001,42.23,11.558,5600,12.79,4.612,82.7,0.5412
2024-07-10,DIRECT_DEPOSIT,1734050,66052454.86,11.4466,432.49,36.584,35.76,14378,258,39.979,3178,95.0332,74.31,0.605,7658,67.61,8.759,31.67,0.1882
2024-07-11,EBT_CARD,319821,13436036.21,13.4778,504.9,22.661,47.14,7059,7364,28.223,2476,90.9893,76.79,0.582,7497,20.22,7.355,94.56,0.3664
2024-07-12,IN_PERSON_PICKUP,99853,3146624.13,11.8425,424.83,0.931,38.88,12871,5295,21.32,2947,95.2464,73.17,5.82,1108,28.01,9.152,82.66,0.2081
2024-07-13,EBT_CARD,1137957,45902212.69,14.7223,174.15,6.263,41.46,547,17362,9.027,3218,88.2165,10.48,8.678,5525,5.41,9.014,42.82,0.7313
2024-07-14,CHECK,1063732,76021224.91,21.0648,126.89,44.051,49.88,11942,7121,11.766,4588,97.8416,16.34,7.052,4764,38.55,6.066,75.69,0.0712
2024-07-15,CHECK,89633,1637581.2,14.3088,21.12,40.615,21.89,7810,6425,3.174,3444,99.1887,31.41,0.25,4356,1.2,8.157,20.5,0.4704
2024-07-16,DIRECT_DEPOSIT,172217,11725385.46,22.9691,378.68,23.455,19.56,8208,9048,14.909,3086,91.9648,41.24,1.954,2334,30.15,5.032,59.55,0.7087
2024-07-17,EBT_CARD,1326424,47292320.0,8.5388,249.37,27.18,40.77,21004,2093,18.731,1217,86.4459,60.63,2.431,570,112.83,0.9,72.74,0.6795
2024-07-18,EBT_CARD,2284315,100720787.2,17.3778,343.08,36.481,13.98,11368,15743,17.852,2210,88.395,15.86,11.115,6209,9.87,7.504,44.68,0.2977
2024-07-19,EBT_CARD,11363,756653.17,12.3042,458.46,13.856,57.59,5617,13231,20.87,5315,88.6581,36.45,3.291,3857,68.63,4.81,87.47,0.8695
2024-07-20,IN_PERSON_PICKUP,2112978,122500961.3,18.037,260.12,15.675,0.76,15064,14449,14.605,3217,92.8972,52.72,6.036,1433,116.48,7.38,78.59,0.6497
2024-07-21,EBT_CARD,248581,4429542.89,18.5053,589.24,0.866,52.08,21461,2582,41.23,2391,97.3923,75.22,0.46,5015,47.09,0.921,59.78,0.9618
2024-07-22,IN_PERSON_PICKUP,1922077,161080965.17,12.1633,471.31,41.666,21.85,23094,10213,17.897,2631,92.1494,14.59,6.965,4586,68.5,8.251,49.6,0.1565
2024-07-23,VOUCHER,92783,7848342.9,3.7254,34.83,33.585,18.91,15683,12473,12.954,167,94.2175,64.57,5.914,2645,17.17,1.183,64.03,0.3251
2024-07-24,CHECK,1921109,46135994.5,11.622,57.38,0.985,4.54,20609,10947,33.418,3299,100.0116,77.02,4.686,3013,34.6,9.637,40.14,0.0212
2024-07-25,CHECK,428816,6806550.71,14.0445,146.36,42.552,22.2,11798,3543,41.06,1494,92.9197,92.42,7.7,211,70.53,5.27,6.22,0.6295
2024-07-26,EBT_CARD,141646,11108580.8,8.6626,422.27,34.575,38.61,5357,10287,7.969,2470,85.9078,50.94,8.015,6415,118.46,6.093,31.21,0.1384
2024-07-27,EBT_CARD,1616157,117708973.2,1.2608,277.99,31.779,42.23,6568,110,23.757,3841,86.7749,33.54,1.534,7671,94.61,2.703,97.3,0.7542
2024-07-28,DIRECT_DEPOSIT,2110888,58552879.67,11.641,102.51,2.582,58.05,23197,12189,33.937,3315,95.987,57.83,11.414,1904,58.98,7.672,5.91,0.5469
2024-07-29,EBT_CARD,2128702,65071959.08,1.1401,483.78,28.922,45.27,17047,15199,35.261,1252,88.3831,18.49,11.249,4445,96.47,2.573,48.19,0.8433
2024-07-30,CHECK,2441642,128155236.72,10.5347,313.1,7.145,56.46,10583,11094,38.982,5587,93.0342,94.21,9.653,3269,11.3,4.588,34.85,0.9644
2024-07-31,MOBILE_WALLET,358790,9605330.8,6.0257,254.59,5.656,41.29,13989,16718,1.259,3361,91.5693,74.33,6.63,675,17.5,7.153,35.1,0.0937
2024-08-01,EBT_CARD,1115824,70606981.08,10.3589,595.88,10.075,56.76,23150,16076,18.02,5825,85.7254,30.31,10.336,6029,82.63,5.946,47.5,0.9897
2024-08-02,EBT_CARD,584412,29459559.58,17.0655,181.3,19.88,12.67,11648,8941,8.258,1464,98.8055,43.95,1.69,4701,45.34,9.458,59.58,0.1299
2024-08-03,EBT_CARD,125053,3051704.82,5.0058,413.96,35.091,9.43,5541,15079,43.149,5270,86.7686,60.13,1.942,935,111.57,9.453,58.31,0.6918
2024-08-04,CHECK,617607,12977799.92,23.1106,268.84,10.441,32.83,12065,8743,32.905,2849,97.7977,98.96,5.308,6087,46.28,5.962,44.45,0.9992
2024-08-05,EBT_CARD,2079466,17458839.85,7.7607,156.01,27.279,0.29,16994,920,0.389,1321,89.3128,29.73,7.006,7890,109.25,8.293,74.05,0.7189
2024-08-06,EBT_CARD,556130,11719215.37,18.9964,244.37,15.381,49.13,8981,11688,43.92,1702,96.6369,57.62,0.999,6434,90.49,4.141,60.98,0.013
2024-08-07,EBT_CARD,1051468,24477686.23,6.3915,365.14,25.255,42.2,13916,2886,34.938,5672,91.065,36.82,4.63,1090,0.4,3.148,13.76,0.7135
2024-08-08,CHECK,362112,8669809.38,5.6077,509.69,22.645,41.81,8195,7284,6.1,4842,91.3751,59.82,5.165,4271,43.7,3.301,1.73,0.0725
2024-08-09,DIRECT_DEPOSIT,1574203,14893867.58,12.5343,230.87,17.498,0.78,23825,1469,42.182,4558,90.5682,53.23,3.83,2137,20.91,5.232,68.6,0.9205
2024-08-10,CHECK,2283394,157529407.36,9.294,471.96,25.973,48.86,20104,18642,24.571,5011,85.4733,69.05,4.65,3668,98.86,0.903,58.91,0.0882
2024-08-11,VOUCHER,488412,6020035.83,0.3831,220.63,38.826,36.68,1728,9785,23.888,146,91.4344,78.1,6.283,6877,38.93,6.115,73.56,0.0061
2024-08-12,DIRECT_DEPOSIT,1420708,77566543.32,15.9773,132.36,37.253,47.87,18907,19856,9.967,3639,87.5635,49.7,0.082,7280,69.29,1.509,14.94,0.3694
2024-08-13,EBT_CARD,2377001,136531422.6,0.0974,39.0,44.203,12.26,15508,4544,3.058,2737,95.7146,69.9,9.237,6668,0.58,6.916,96.78,0.8791
2024-08-14,EBT_CARD,269487,20482671.45,17.9784,383.48,25.915,12.79,5237,19443,7.148,3906,95.2617,69.96,1.895,2964,98.41,5.581,65.76,0.9001
2024-08-15,EBT_CARD,1368400,86395238.6,15.1087,382.42,18.168,8.67,20858,12297,12.695,1304,97.3288,60.9,7.796,6619,66.25,5.358,72.42,0.9957
2024-08-16,IN_PERSON_PICKUP,713622,60445614.66,1.0748,297.1,26.912,25.08,23208,11781,16.087,431,94.9909,13.9,11.406,215,61.16,8.634,2.2,0.8321
2024-08-17,EBT_CARD,1023971,66966140.37,12.4204,476.73,19.191,4.12,2822,4558,17.613,781,87.804,26.01,9.524,389,14.35,0.686,78.8,0.1858
2024-08-18,CHECK,2057502,173368423.33,4.3162,393.46,31.492,58.21,20632,7479,43.092,2929,94.9821,74.06,7.527,2245,45.56,1.905,78.47,0.8057
2024-08-19,EBT_CARD,2374868,138396261.16,4.8377,430.99,19.12,34.42,13223,10058,3.805,614,93.5542,44.61,9.601,7523,0.78,8.553,61.13,0.8514
2024-08-20,CHECK,331129,27035513.11,1.9762,158.99,6.886,44.7,5847,7538,28.334,1866,97.9463,38.15,10.838,3584,61.51,0.671,58.66,0.8685
2024-08-21,EBT_CARD,2292332,95075726.88,14.961,218.07,38.461,26.92,3161,271,42.626,3679,91.5264,67.23,5.76,1255,39.73,7.739,10.37,0.3024
2024-08-22,DIRECT_DEPOSIT,1064670,38090015.34,12.4182,550.69,7.643,46.8,5748,10358,13.833,1051,93.7645,83.79,2.311,3512,25.61,5.095,72.37,0.9604
2024-08-23,EBT_CARD,413256,29994748.67,9.8881,86.82,24.267,11.78,11115,6570,2.727,4275,97.2996,42.85,8.631,4417,102.64,2.918,95.96,0.9602
2024-08-24,DIRECT_DEPOSIT,960834,4972793.96,1.1484,538.37,37.825,10.88,9727,629,9.873,292,97.5577,39.93,8.827,5813,29.79,8.649,19.83,0.8463
2024-08-25,IN_PERSON_PICKUP,170905,9044958.12,15.3172,308.48,32.36,46.52,13109,16791,34.194,1662,87.7758,88.21,4.494,6331,75.66,9.7,67.45,0.5812
2024-08-26,EBT_CARD,2040320,149190659.66,6.133,523.14,20.194,32.74,19091,2111,2.581,3790,94.6699,52.38,10.225,2744,17.01,6.42,40.87,0.7171
2024-08-27,VOUCHER,1354286,86152166.61,8.1397,182.64,6.385,11.19,11658,19373,5.105,5206,86.263,74.49,0.938,7265,86.61,1.061,73.26,0.2399
2024-08-28,EBT_CARD,1228447,104155849.91,2.797,192.89,35.605,8.45,24264,16095,11.313,229,98.6341,70.14,3.603,2625,78.62,9.721,22.32,0.154
2024-08-29,DIRECT_DEPOSIT,1419400,75323354.88,4.4177,354.86,44.325,22.97,841,17624,34.97,1397,90.6342,21.28,4.393,232,70.35,4.385,72.59,0.0364
2024-08-30,EBT_CARD,308762,3486116.17,18.4977,503.1,38.701,10.41,6847,4509,17.66,4172,86.1043,59.63,7.344,6479,64.11,0.444,9.0,0.542
2024-08-31,IN_PERSON_PICKUP,634700,21270385.88,5.4742,568.34,36.217,1.83,9167,16195,20.49,2115,93.3874,20.61,11.212,6590,44.06,4.864,70.34,0.4694
2024-09-01,DIRECT_DEPOSIT,2015916,83437796.54,22.0588,354.12,1.345,58.42,7050,3805,10.097,620,92.5855,42.02,9.691,4104,6.67,6.978,2.76,0.0168
2024-09-02,EBT_CARD,284830,17845056.07,7.9397,496.64,13.968,31.13,10461,17337,42.799,3311,93.6626,47.72,9.945,2842,44.85,8.365,68.13,0.426
2024-09-03,IN_PERSON_PICKUP,1117922,45376590.28,8.1864,479.33,2.464,10.81,133,705,29.846,1683,97.0077,70.31,9.227,6247,91.81,4.638,69.02,0.9302
2024-09-04,EBT_CARD,2481305,187182424.66,1.8567,177.65,1.397,20.02,10034,11677,44.509,2646,88.6928,57.75,2.424,705,28.57,6.032,41.5,0.6418
2024-09-05,MOBILE_WALLET,244296,18689798.03,18.8985,513.65,19.335,13.01,20170,13220,41.37,2007,98.9389,56.63,10.177,3889,81.15,8.562,52.23,0.1355
2024-09-06,IN_PERSON_PICKUP,411592,11340844.79,6.0081,531.05,16.078,37.11,4352,18487,26.745,971,94.585,96.45,7.072,7755,2.77,9.542,82.26,0.1677
2024-09-07,IN_PERSON_PICKUP,1328729,59207142.77,18.4818,351.45,0.964,0.05,11701,5346,35.737,5822,86.2971,29.52,9.897,1754,70.51,2.329,63.75,0.3907
2024-09-08,EBT_CARD,1938665,157719004.24,17.2347,272.73,43.386,29.2,2527,7405,17.708,392,85.1762,21.61,3.539,3073,67.64,3.159,34.5,0.3038
2024-09-09,CHECK,68124,4036966.37,4.983,187.2,8.658,14.89,8793,18965,43.394,1014,97.4443,42.47,6.335,3751,54.13,7.619,33.85,0.2497
2024-09-10,EBT_CARD,1172195,92029694.35,8.6097,154.34,35.627,14.28,24439,498,17.388,2590,86.5974,21.48,8.964,7868,44.52,5.793,32.12,0.2217
