qol_infra_inspection_date,qol_infra_asset_type_code,qol_infra_asset_id_hash,qol_infra_condition_rating,qol_infra_work_order_count,qol_infra_mean_time_to_repair_days,qol_infra_preventive_maintenance_pct,qol_infra_pothole_reports_count,qol_infra_street_sweeping_completion_pct,qol_infra_water_main_break_count,qol_infra_sewer_overflow_count,qol_infra_signal_outage_minutes,qol_infra_graffiti_removal_days_avg,qol_infra_snow_plow_cycle_hours,qol_infra_leaf_pickup_completion_pct,qol_infra_permit_backlog_days,qol_infra_capital_project_status_code,qol_infra_service_request_backlog,qol_infra_operational_cost_usd,qol_infra_resident_report_accuracy_score
2024-02-23,SIGNAL,09c40af975d501b1,2,1189,59.56,72.86,19229,6.38,853,676,33810.64,55.27,72.69,19.94,53.16,DESIGN,26448,40134876.79,0.378
2024-02-24,SIDEWALK,2ed3a79b45ac1a2c,5,65,119.86,84.29,13287,79.82,1207,343,39323.94,3.84,46.0,81.9,94.59,DESIGN,1677,14739706.11,0.7494
2024-02-25,PUBLIC_BUILDING,836d1ec768bfe250,2,1770,9.36,48.37,7155,92.79,403,726,7080.15,3.51,95.49,6.42,288.84,CONSTRUCTION,48644,7421756.41,0.1673
2024-02-26,STREETLIGHT,efe66592d9a9cb1a,3,958,52.71,48.67,11832,65.31,1823,581,12131.58,22.67,44.84,9.1,162.24,DESIGN,19205,13524008.65,0.009
2024-02-27,WATER_MAIN,a86755f60136651b,5,1829,86.54,40.72,15969,62.98,1141,611,33780.53,5.79,19.31,52.19,266.34,PROCUREMENT,43183,47764846.31,0.691
2024-02-28,STORMWATER,6936038068287a6a,1,1790,18.59,61.86,5369,10.44,1710,677,2877.28,21.46,39.3,86.1,222.57,ON_HOLD,43721,26572072.09,0.7605
2024-02-29,STREETLIGHT,2a368510e72f3341,1,1907,44.53,23.36,17583,33.41,1396,771,31913.71,31.03,31.91,15.29,265.48,COMPLETE,22484,48541352.54,0.3534
2024-03-01,SIGNAL,f66f6d257fa98edf,3,1319,53.79,59.26,5800,74.68,133,75,39091.42,8.0,76.32,74.48,255.78,COMPLETE,45955,22542541.38,0.0855
2024-03-02,SEWER,32605c17c4fe6a17,2,553,67.54,2.5,10380,59.92,1397,247,46950.04,37.89,46.52,81.88,109.64,CONSTRUCTION,17759,45381488.24,0.1108
2024-03-03,PUBLIC_BUILDING,08fc90c7c2a19c1c,4,148,85.16,64.61,6137,34.39,918,591,38183.21,16.53,75.95,33.96,231.74,PROCUREMENT,49693,27895169.01,0.82
2024-03-04,SIGNAL,c6be0996a03cf708,4,338,96.33,43.14,3299,67.84,1476,142,43056.41,35.81,46.43,10.29,198.96,CONSTRUCTION,12942,1402101.78,0.2784
2024-03-05,PARK,42368e90ccdcbbdf,1,784,91.94,55.97,17440,19.66,567,256,32567.81,37.18,73.08,83.69,20.0,CONSTRUCTION,40273,45968051.99,0.3141
2024-03-06,BRIDGE,805062d6d488085b,1,1112,28.27,87.52,19903,62.98,938,747,34577.7,1.48,43.95,61.19,106.44,COMPLETE,6913,3318064.98,0.1665
2024-03-07,BRIDGE,8e0ad8dbe37ab91b,5,400,90.33,6.76,9745,52.46,1908,374,40840.24,30.41,21.63,39.71,258.23,PLANNED,32774,42633627.16,0.8482
2024-03-08,WATER_MAIN,322ca9565d2730ed,1,91,100.72,41.65,6084,98.75,1296,462,32049.63,24.24,80.26,84.36,40.2,PLANNED,19835,37510439.8,0.5533
2024-03-09,SIGNAL,09408a140d431e1f,2,1753,59.61,31.89,8436,14.5,1047,91,25719.0,22.36,4.29,3.06,301.81,PROCUREMENT,43383,24627460.94,0.2436
2024-03-10,SIDEWALK,dab560b6a17129e6,4,660,24.02,22.24,8159,64.36,1484,170,5006.73,41.58,28.89,9.77,56.38,PLANNED,14604,12217581.6,0.1111
2024-03-11,STORMWATER,07a759c3a8d2a102,2,1118,72.23,49.33,1542,45.05,1073,604,33220.42,31.81,15.77,69.44,90.26,DESIGN,29993,24928433.91,0.801
2024-03-12,SIGNAL,0624e0e93e58ea77,2,971,92.82,81.77,17218,17.17,661,429,7728.07,44.37,4.75,56.68,271.28,CONSTRUCTION,48356,6559584.59,0.1619
2024-03-13,WATER_MAIN,3cbf1301cf44519e,5,581,6.32,81.89,12594,38.97,388,790,14607.58,40.59,55.44,24.33,253.09,PLANNED,30155,15763902.77,0.5173
2024-03-14,STREETLIGHT,76f535782eefc152,1,1670,93.82,6.74,18682,27.75,1713,669,23807.22,28.07,41.92,84.5,119.28,DESIGN,45063,23707744.68,0.5834
2024-03-15,PUBLIC_BUILDING,5ae2ee525a6e2957,4,770,9.03,89.16,17228,83.53,1028,675,26644.59,0.02,68.0,14.89,202.82,PROCUREMENT,13045,8069208.37,0.5271
2024-03-16,ROAD,0987e980a1a63e55,1,332,37.73,84.19,8612,0.19,1211,527,20995.98,44.25,15.25,68.33,7.17,PROCUREMENT,20488,40411342.52,0.8629
2024-03-17,PUBLIC_BUILDING,6f32eae67c275c49,4,889,6.82,23.82,8559,75.04,284,619,34406.01,5.86,44.87,62.93,240.48,COMPLETE,43332,16666659.5,0.8471
2024-03-18,ROAD,e63929840717ed09,3,500,30.56,36.32,19355,2.17,548,177,41198.49,32.71,8.72,54.82,256.97,PROCUREMENT,33532,20471386.22,0.917
2024-03-19,WATER_MAIN,18be41f011ec16b6,5,1521,62.64,0.84,6765,55.96,1214,611,25669.7,39.29,10.93,79.8,221.93,PLANNED,17398,47800518.93,0.4007
2024-03-20,SIDEWALK,44c01eebd8a006bf,1,1294,2.3,50.0,9039,26.66,751,590,32233.18,51.95,81.91,12.47,111.21,PLANNED,7553,18339779.04,0.7648
2024-03-21,STREETLIGHT,384d3b580b9c3dc4,2,1870,41.08,93.88,7217,27.08,1982,344,46114.43,3.12,43.68,16.29,315.88,COMPLETE,46593,35904086.25,0.5515
2024-03-22,STREETLIGHT,7d92e8f3a0c02ba0,3,183,64.6,37.08,17604,93.09,481,50,37879.2,7.23,41.57,80.28,248.75,COMPLETE,6298,43539612.49,0.39
2024-03-23,STREETLIGHT,e22383cfc995ddfb,3,1338,77.74,97.03,712,18.06,48,561,42556.23,32.38,53.58,47.4,128.71,ON_HOLD,21932,36237153.92,0.1509
2024-03-24,BRIDGE,073cabd523b47347,2,1690,86.21,73.48,936,88.72,134,209,41310.0,19.21,52.54,73.81,304.08,ON_HOLD,11925,18394097.83,0.3787
2024-03-25,BRIDGE,0465854595712023,4,216,90.5,95.62,13112,88.16,1618,90,33969.67,45.62,24.41,9.18,76.87,PLANNED,37332,9851295.62,0.011
2024-03-26,BRIDGE,107a094a45f5e9c6,4,1244,95.23,4.39,18402,71.54,94,711,2970.84,55.71,7.3,59.83,167.89,COMPLETE,38727,27932816.86,0.3269
2024-03-27,SIDEWALK,be16d90500667855,4,427,27.29,69.57,4009,60.52,931,353,19647.51,33.83,25.25,72.15,92.15,DESIGN,33244,22738670.38,0.8055
2024-03-28,SIGNAL,b0bbd83005f9a675,4,207,90.11,7.03,13718,66.21,1201,431,15788.56,59.91,31.69,58.31,322.97,CONSTRUCTION,23438,24434314.76,0.0416
2024-03-29,WATER_MAIN,53588b37a0d31525,5,543,74.29,59.26,3924,35.39,1413,446,18004.61,57.33,37.18,48.54,204.47,DESIGN,26243,33082361.15,0.9681
2024-03-30,PARK,dca8e5959630a66f,3,1321,31.08,53.93,16954,27.31,1728,346,31493.31,57.06,7.63,17.19,205.81,COMPLETE,22303,10092041.66,0.2298
2024-03-31,SIDEWALK,12e540921c539dd5,5,1602,38.71,19.38,11575,94.05,1407,20,42714.04,40.45,53.84,60.18,173.5,COMPLETE,17761,21583288.43,0.7103
2024-04-01,STREETLIGHT,07ca5aa66c6cfc79,4,1268,101.07,28.8,11527,5.01,290,477,42113.62,39.47,73.4,58.2,302.6,DESIGN,7235,21976377.5,0.6796
2024-04-02,BRIDGE,a6147046c474f6b8,2,1322,75.34,37.11,16071,80.1,1486,190,36602.13,18.12,60.35,21.34,8.55,COMPLETE,48452,47468850.02,0.7459
2024-04-03,STORMWATER,03f8e87b87035ad6,4,1130,48.75,72.77,12935,82.59,345,509,10074.46,21.21,12.0,96.25,222.29,DESIGN,30911,18745172.21,0.3982
2024-04-04,SEWER,3ef22653c36181e4,3,1886,34.53,24.7,13981,38.79,894,480,29133.92,10.81,71.01,90.74,158.14,DESIGN,35167,40392245.5,0.2699
2024-04-05,WATER_MAIN,3d7e23631356e456,1,791,90.83,19.35,8217,42.56,284,394,14651.45,40.76,52.82,7.06,76.95,COMPLETE,49795,34111828.85,0.2065
2024-04-06,PUBLIC_BUILDING,316da35b3146de6f,1,217,22.1,98.66,9299,6.07,1314,769,14244.84,39.14,16.9,19.17,221.99,DESIGN,17545,32972859.03,0.5404
2024-04-07,STREETLIGHT,93ac815898c144ce,2,581,31.78,24.58,10761,50.73,1270,12,31794.71,49.46,66.22,97.22,51.27,COMPLETE,32566,25731074.03,0.1301
2024-04-08,PARK,a0a861fe1304251a,5,1610,113.8,53.6,15223,47.91,1206,214,29064.98,17.77,70.92,20.57,38.43,CONSTRUCTION,37466,37844969.82,0.979
2024-04-09,STORMWATER,5110047a4b6c59b7,2,1100,62.75,52.34,18839,96.58,971,338,19273.42,4.74,69.16,16.05,29.22,CONSTRUCTION,15444,44643339.15,0.2386
2024-04-10,SEWER,d8afcc3dc71883ac,5,616,38.91,37.9,15441,69.74,1148,372,21330.91,26.11,77.37,75.0,102.52,PROCUREMENT,33399,29015878.57,0.0017
2024-04-11,PARK,9aa7aa8982e5b774,2,1730,93.8,73.25,10636,4.96,435,188,7519.79,49.97,29.39,75.73,2.99,DESIGN,6936,6776551.99,0.7267
2024-04-12,WATER_MAIN,191a287b1a838e9b,2,374,68.58,53.15,18909,49.07,1802,322,8723.82,38.58,18.53,70.0,278.31,DESIGN,35693,27017613.08,0.8296
2024-04-13,STREETLIGHT,46e7b1e7c2078dc0,1,1868,44.53,42.51,7203,41.25,938,121,47571.07,34.59,94.85,56.56,146.2,DESIGN,6898,45505877.69,0.0215
2024-04-14,PARK,be3c1392d2cb08da,3,208,61.37,36.35,13469,39.86,1874,229,41643.13,38.92,86.57,34.83,5.63,DESIGN,19048,14803562.79,0.4414
2024-04-15,WATER_MAIN,f3446d6d0433c8f2,4,1997,98.17,1.14,14569,48.73,1390,302,3030.42,11.15,57.69,30.11,135.94,DESIGN,22660,26233693.75,0.6141
2024-04-16,STORMWATER,4f1e8e12bf2362f7,2,1664,105.25,16.31,18902,9.69,1265,790,3983.72,12.59,63.37,2.95,330.83,CONSTRUCTION,8037,4906175.81,0.7689
2024-04-17,STREETLIGHT,4644b8ebfc7ec47e,1,851,41.59,66.53,17665,30.44,1055,498,26647.7,18.42,90.65,92.14,19.53,COMPLETE,26747,27947089.73,0.9078
2024-04-18,ROAD,93c4e78495f0c0ab,3,1425,17.66,90.33,4960,65.76,1618,451,27140.65,26.82,5.88,85.53,331.07,PLANNED,28598,23719942.41,0.3053
2024-04-19,PARK,1d09c795dc1b6556,3,156,12.64,58.67,4946,48.09,803,562,28989.97,44.18,53.73,32.92,6.23,CONSTRUCTION,35133,4916720.17,0.1715
2024-04-20,SIGNAL,4f5719d2bef2c0fc,4,1651,108.39,88.06,11961,71.68,1637,666,3045.86,7.61,37.28,39.99,175.6,PROCUREMENT,36199,13428273.63,0.8007
2024-04-21,PARK,65f250d150a76d3e,4,649,92.84,20.41,14377,25.27,1597,461,20828.88,42.44,10.28,78.1,154.07,PROCUREMENT,43817,15458881.81,0.5076
2024-04-22,PUBLIC_BUILDING,4432e671daa290eb,5,1293,50.54,39.98,2414,84.07,398,65,8384.59,7.71,11.54,72.72,99.79,PLANNED,29874,37993858.63,0.3371
2024-04-23,STREETLIGHT,5ab8612c32de143a,1,1606,45.35,92.46,251,71.08,1738,71,2269.89,56.69,13.99,30.17,170.22,DESIGN,7266,46549668.99,0.9164
2024-04-24,WATER_MAIN,e0e558e1c15fdbb3,1,1426,14.63,73.6,7441,69.24,1777,39,12018.23,32.71,42.17,95.1,133.84,CONSTRUCTION,31861,22594541.21,0.9121
2024-04-25,WATER_MAIN,7353294bac59ee31,5,1192,114.1,3.73,3039,77.01,1457,268,45792.78,11.42,63.14,0.19,41.56,CONSTRUCTION,43781,16834474.96,0.6127
2024-04-26,BRIDGE,710544919a1d1e84,5,1874,108.6,94.31,8877,16.65,775,710,25066.61,41.34,91.18,95.61,131.42,COMPLETE,23412,22946535.09,0.2786
2024-04-27,PUBLIC_BUILDING,fb522ad2df346d86,3,1352,55.53,67.52,8778,30.74,1246,651,46118.79,40.57,63.52,71.61,162.93,PROCUREMENT,26019,11312326.09,0.1246
2024-04-28,PUBLIC_BUILDING,d756d012d3042195,3,206,84.45,71.97,18547,13.97,1331,321,14089.54,23.3,20.33,32.61,305.93,DESIGN,729,44389835.71,0.8128
2024-04-29,BRIDGE,9dd36aa3908d34b8,5,1787,103.22,21.49,13163,94.03,1291,560,45540.8,5.82,29.26,65.59,71.24,DESIGN,47301,18639697.24,0.9806
2024-04-30,SEWER,932b3fde54f42b39,4,1532,86.85,43.96,16249,24.16,1974,343,15061.77,3.81,9.7,30.54,198.87,ON_HOLD,42739,36498209.62,0.84
2024-05-01,ROAD,489854266689d165,5,814,92.62,75.19,11910,24.06,1902,583,6346.31,33.53,19.09,50.44,159.49,PROCUREMENT,31249,40569630.51,0.3235
2024-05-02,BRIDGE,98db2dacae0f1678,5,489,34.05,36.29,4802,27.88,72,604,5622.65,33.74,31.66,25.26,304.63,PROCUREMENT,46700,10244998.6,0.4544
2024-05-03,SIGNAL,d6a19cf891d4d379,2,1038,86.06,49.12,7536,82.35,489,686,5864.12,21.61,66.54,86.81,39.22,PROCUREMENT,29733,6393886.75,0.7714
2024-05-04,SEWER,da800a778a23ecfe,3,1275,50.45,36.39,2555,95.16,1874,278,3037.28,3.33,74.96,78.28,171.45,CONSTRUCTION,19020,34076808.52,0.9983
2024-05-05,ROAD,0cf73010464ea2aa,2,1107,67.42,3.85,8690,67.45,231,378,42437.06,22.62,77.65,10.87,20.1,CONSTRUCTION,1743,11170858.91,0.2783
2024-05-06,PARK,9166d31ae5dd6fdb,4,942,6.31,86.77,16903,29.89,1879,568,31477.2,22.16,92.41,22.71,298.39,CONSTRUCTION,22566,10977855.96,0.9916
2024-05-07,SIGNAL,ab58ea5f27d1fb28,2,794,14.22,62.67,7660,29.07,227,81,27704.85,32.21,64.49,5.27,334.86,CONSTRUCTION,6569,8160834.42,0.6795
2024-05-08,STORMWATER,c13081ee31235649,3,1696,97.23,30.58,6106,58.83,1944,337,36931.41,22.02,90.26,76.85,140.44,COMPLETE,33938,8088665.9,0.9638
2024-05-09,WATER_MAIN,a68f86ea86194bd6,4,729,86.73,36.41,1979,93.41,222,641,15743.27,46.72,87.68,91.12,119.98,PLANNED,8151,2183419.31,0.308
2024-05-10,BRIDGE,75c7e0dde44aeaf3,5,596,103.86,60.79,657,21.82,279,771,25926.32,36.69,5.13,70.63,243.34,CONSTRUCTION,45752,14583249.31,0.4873
2024-05-11,PARK,14828a65d554cf91,1,176,113.39,53.14,13499,13.64,1115,308,4902.45,6.11,37.31,2.94,91.56,PLANNED,40113,408758.88,0.9298
2024-05-12,STREETLIGHT,3d23937db6b7e072,4,345,21.22,89.25,13999,42.51,1304,355,26287.33,15.21,60.16,99.27,145.44,DESIGN,26655,8414153.94,0.0459
2024-05-13,WATER_MAIN,2033764e09013fca,1,1067,60.82,52.52,12876,21.47,107,92,2215.62,13.66,33.69,90.49,31.11,COMPLETE,39720,14521520.08,0.1426
2024-05-14,STREETLIGHT,5309679d8255fda7,4,148,36.8,7.06,6330,49.55,692,689,46285.22,49.54,60.7,71.02,130.23,COMPLETE,22199,46680722.66,0.9466
2024-05-15,STORMWATER,1edb3ab16e71a512,1,450,118.96,63.04,18191,87.26,1151,9,6220.54,49.92,82.72,5.95,252.94,PLANNED,42652,24223301.93,0.1865
2024-05-16,PARK,2c88b83a2d8de425,5,1860,37.7,49.46,19309,13.23,1856,13,24478.99,46.62,84.47,66.1,289.65,DESIGN,45562,46275931.42,0.4914
2024-05-17,SIDEWALK,1353e2cb54dcc177,1,768,29.29,98.38,6153,99.88,1585,287,20732.18,17.59,51.07,91.67,293.65,COMPLETE,746,18875399.45,0.2384
2024-05-18,SIDEWALK,c2023761854289fb,2,412,37.05,37.03,8790,92.65,1278,518,4369.02,55.71,64.42,98.03,312.43,ON_HOLD,6995,42543343.82,0.857
2024-05-19,SIGNAL,b2d575334221cbf5,3,170,81.69,79.39,452,93.61,813,84,29188.25,43.68,53.0,39.21,116.46,PLANNED,30612,31317336.33,0.6844
2024-05-20,BRIDGE,889f494d03359ec2,1,1505,4.57,69.63,19667,65.08,699,721,25003.62,32.15,4.53,72.03,96.77,PROCUREMENT,49942,5564075.09,0.3532
2024-05-21,ROAD,f7a97127cf89ba54,3,443,44.2,46.12,4286,54.31,941,595,4465.19,15.88,33.72,31.94,15.65,CONSTRUCTION,14653,25459410.03,0.8039
2024-05-22,PUBLIC_BUILDING,955702ad72b897e8,2,997,71.81,57.2,13062,96.37,553,403,44611.33,50.91,92.72,80.31,58.51,ON_HOLD,20297,36848788.27,0.8243
2024-05-23,PARK,4f7a6a064841f32b,1,148,55.88,87.1,10657,84.79,1766,367,33565.52,50.53,40.05,0.32,232.88,CONSTRUCTION,39118,14227426.54,0.2312
2024-05-24,SEWER,6a91b6471d5e97ab,5,1937,63.05,73.41,1337,72.18,1346,541,2160.8,19.44,23.02,1.77,61.5,COMPLETE,12731,41194045.69,0.475
2024-05-25,PUBLIC_BUILDING,bb0bfb66fff28cfd,1,1062,71.68,12.09,10963,11.22,845,794,20512.69,27.98,0.4,50.84,26.6,PLANNED,41696,41043752.41,0.6252
2024-05-26,BRIDGE,ee0a4f728bec9e7a,2,931,40.06,3.64,17201,23.55,1111,206,39428.96,35.01,81.95,13.02,13.2,CONSTRUCTION,38534,25142239.45,0.0194
2024-05-27,SIGNAL,a945c8bfec9f056c,2,1479,119.66,16.95,19229,97.88,675,468,29199.86,42.95,30.1,45.03,115.93,CONSTRUCTION,33375,23100394.31,0.676
2024-05-28,STREETLIGHT,78121c9ff5945aa1,5,138,82.67,38.4,3403,58.98,295,759,35811.36,22.2,79.51,8.03,271.01,CONSTRUCTION,30966,29198999.25,0.1798
2024-05-29,SIDEWALK,b09b1628aadfe3b6,2,1635,110.68,3.69,11680,13.12,971,211,43418.29,24.59,10.55,81.9,270.68,CONSTRUCTION,20305,36518702.96,0.4279
2024-05-30,WATER_MAIN,4a762d019f31e4d8,5,419,99.52,82.3,12619,59.17,674,750,39270.89,50.77,64.02,91.34,245.08,CONSTRUCTION,21537,23068424.84,0.0015
2024-05-31,SIGNAL,950c45e785dd2860,2,1378,69.98,37.59,8747,49.22,1689,188,8925.57,51.81,93.51,87.23,28.27,CONSTRUCTION,46508,18806813.47,0.1344
2024-06-01,SEWER,82ab9b0b59c960d1,5,943,40.67,77.66,3027,79.08,547,580,30248.46,54.19,59.25,8.04,5.5,DESIGN,45077,5352705.35,0.4905
2024-06-02,PARK,fc12679e26853836,1,449,35.28,60.31,18777,45.34,649,104,40800.57,44.15,75.81,1.32,187.96,DESIGN,6270,42365117.47,0.0755
2024-06-03,BRIDGE,fd5fe9f95b6e30d5,4,763,1.34,22.77,3197,1.72,1846,729,25191.76,3.79,30.28,52.16,93.52,COMPLETE,30043,30616742.06,0.825
2024-06-04,WATER_MAIN,ec8c0f7b50614075,5,1053,88.18,91.28,2336,30.35,726,233,30407.82,0.08,92.42,33.61,362.44,PROCUREMENT,33240,39230322.71,0.0886
2024-06-05,ROAD,b7c889b7e751e5b0,3,747,88.38,76.01,17492,79.6,612,535,11523.09,2.33,6.32,13.47,281.93,CONSTRUCTION,12364,45823345.64,0.514
2024-06-06,PARK,878b38c7e744066d,2,1870,45.44,54.08,5680,65.6,1982,171,36155.7,6.81,47.98,64.35,341.41,DESIGN,39001,14207739.63,0.2669
2024-06-07,STREETLIGHT,465bed2c64fbc131,4,1953,43.07,60.08,2582,49.79,1572,701,38694.94,32.61,65.48,22.43,335.88,PLANNED,34071,11893076.08,0.6943
2024-06-08,STORMWATER,0c48d68a51bb36a3,2,1653,27.84,45.76,1046,8.69,850,38,30078.91,7.27,60.16,19.04,162.28,CONSTRUCTION,33859,19003945.53,0.7286
2024-06-09,PARK,87dc1e3e47f240c4,1,1100,58.24,71.35,6246,35.37,332,20,11663.52,22.09,60.88,57.94,86.44,COMPLETE,34384,13426601.79,0.0556
2024-06-10,SIGNAL,85f9714e694dcaf1,3,1405,105.73,22.77,1238,34.24,476,211,47263.91,14.12,17.0,75.05,84.83,PLANNED,40050,47905337.52,0.0529
2024-06-11,STORMWATER,e3b00d6e8ea1b3e3,3,737,101.27,62.09,16778,69.33,853,403,9557.71,36.67,31.95,96.33,140.69,CONSTRUCTION,31783,13579808.58,0.6671
2024-06-12,SEWER,04de90b0d67b907a,4,308,24.78,11.24,11770,5.09,768,702,44136.08,15.12,48.52,12.79,246.99,CONSTRUCTION,37730,7112100.96,0.6577
2024-06-13,SIGNAL,152b2f16a2b1d457,3,1224,14.54,89.63,10152,84.28,950,83,40310.6,13.14,88.61,39.57,87.37,COMPLETE,5421,10631648.66,0.8144
2024-06-14,ROAD,b941600701aafeaa,4,1192,36.22,10.49,11362,35.17,1818,192,3536.85,3.65,62.56,75.72,73.11,PLANNED,13629,263034.17,0.5316
2024-06-15,STORMWATER,b2f5ce0bb1fec952,5,1642,51.18,46.76,9253,9.62,1465,713,12371.93,31.9,85.06,2.03,61.07,DESIGN,14137,23558640.33,0.9824
2024-06-16,STORMWATER,e11bf24825da0940,1,833,73.46,84.23,17803,29.37,664,505,17205.84,12.79,66.69,15.66,105.11,CONSTRUCTION,39195,34603326.99,0.5778
2024-06-17,STREETLIGHT,14e3b91004fa0884,5,953,25.52,98.0,18935,48.18,1800,586,4594.7,41.75,58.36,98.1,317.97,CONSTRUCTION,26707,22397815.01,0.1322
2024-06-18,SIDEWALK,64777d764cc4b032,5,210,13.97,58.97,5352,57.82,1819,637,33050.02,21.95,0.38,91.62,39.9,PROCUREMENT,1650,15660028.78,0.0577
2024-06-19,WATER_MAIN,4b877ec2969144e2,5,285,58.82,46.32,14484,5.79,396,545,11572.06,25.27,41.98,24.49,23.45,COMPLETE,9143,14961819.32,0.6994
2024-06-20,BRIDGE,11bbea327f4daea6,5,1371,3.22,59.94,7412,93.23,125,204,25140.09,43.87,37.59,75.34,249.41,DESIGN,3571,40719587.22,0.2662
2024-06-21,STREETLIGHT,b6b70486b5f98b91,2,601,36.89,32.98,7363,93.47,795,126,25281.55,41.12,54.77,58.76,5.27,DESIGN,4180,37348594.08,0.6941
2024-06-22,PARK,66773bc44d0b81e9,5,2,2.28,60.67,3588,87.39,1520,213,18281.39,8.56,47.45,48.3,236.36,PLANNED,10593,15521784.73,0.5202
2024-06-23,PARK,e736d337738e4564,4,808,4.1,99.61,8610,27.88,392,673,30582.52,45.22,10.83,0.62,87.65,CONSTRUCTION,41504,34992291.94,0.5815
2024-06-24,ROAD,879b5a10d5ac4e4b,3,798,19.0,65.73,10688,91.64,751,243,38760.96,13.91,66.13,35.18,25.55,CONSTRUCTION,22578,14131239.68,0.1871
2024-06-25,STORMWATER,95c678996fb6b73c,5,1055,113.78,2.91,5466,63.87,515,216,33252.83,3.53,49.38,62.38,337.1,DESIGN,12245,36967287.82,0.4212
2024-06-26,SIGNAL,c87e13f6a7f59df2,2,1921,11.87,42.14,13233,2.22,403,647,43695.18,44.87,73.19,91.77,193.94,DESIGN,26183,22586300.41,0.465
2024-06-27,SIDEWALK,0c20bbbec4675f09,3,1208,22.95,92.91,11710,66.65,373,782,28743.44,34.03,34.76,9.35,42.24,CONSTRUCTION,43114,37465855.06,0.6588
2024-06-28,STREETLIGHT,b8b0821b90b23635,5,367,102.66,8.69,14794,96.03,70,276,47236.68,46.48,63.94,43.71,317.16,PROCUREMENT,20483,26379240.31,0.8368
2024-06-29,PUBLIC_BUILDING,f522cc87cce21fff,5,1766,105.42,82.3,14686,31.57,245,239,25432.3,20.41,33.14,54.79,5.09,ON_HOLD,45795,49217046.22,0.9134
2024-06-30,PUBLIC_BUILDING,b272d78d9eba6723,1,1166,50.38,11.87,15297,61.4,1532,578,35314.41,4.89,53.04,9.17,237.88,COMPLETE,48415,48687865.82,0.6403
2024-07-01,PUBLIC_BUILDING,8072f7bd21ab6547,1,351,78.07,6.84,2247,19.64,195,665,10711.26,58.7,67.67,16.23,233.23,PROCUREMENT,27974,12636352.62,0.7158
2024-07-02,PUBLIC_BUILDING,cc51aa3617ed9a21,3,908,77.72,81.65,2514,44.42,1174,539,34273.72,23.04,24.74,63.93,130.98,COMPLETE,12128,8847009.81,0.6606
2024-07-03,SEWER,a6d8d79ce3cb5aba,2,1297,70.88,69.52,7242,58.14,1862,279,36017.73,50.0,32.62,64.74,328.14,COMPLETE,41423,12963114.17,0.4366
2024-07-04,SIGNAL,b64d594eb797d1bd,1,146,118.03,47.17,6041,79.93,497,201,40585.18,57.23,0.38,33.49,248.96,DESIGN,20166,41226600.27,0.5565
2024-07-05,SIDEWALK,d24b13da9c16d612,5,1968,29.36,89.48,9988,58.36,1991,58,34483.8,0.54,59.65,74.38,161.34,PROCUREMENT,48741,17812616.42,0.0602
2024-07-06,ROAD,319797584c7cd03f,1,389,24.8,88.79,12177,93.62,1326,271,727.07,31.06,54.56,13.16,178.22,CONSTRUCTION,32816,21150699.87,0.673
2024-07-07,PARK,6e8e8fb55d9f5233,2,124,106.63,6.58,19522,88.72,1992,473,9540.36,3.86,69.44,72.49,87.43,DESIGN,12565,39791504.11,0.802
2024-07-08,BRIDGE,965fb5941ad08c45,4,1425,75.02,38.25,5076,49.32,292,13,42198.9,21.35,11.41,93.43,87.61,DESIGN,38987,5555166.5,0.1907
2024-07-09,SIDEWALK,3fa186030c33fdc0,3,312,49.42,7.65,17060,99.47,932,227,18127.78,7.5,57.14,59.84,180.72,DESIGN,35090,15409992.03,0.4476
2024-07-10,STREETLIGHT,5c5f59a817ce2c0f,4,1120,65.64,33.82,7316,98.57,762,496,5760.12,58.16,38.31,67.58,310.8,CONSTRUCTION,1016,26582682.4,0.6856
2024-07-11,SIGNAL,b4483aa03c706cc1,2,1996,23.96,90.23,14969,48.44,739,256,31703.97,52.9,27.69,33.24,336.58,COMPLETE,17826,37051001.17,0.0115
2024-07-12,SIGNAL,33451ce7a0868084,3,1156,39.29,39.87,13972,18.01,1455,489,9418.04,33.95,75.15,82.36,45.57,COMPLETE,22441,2241929.25,0.9036
2024-07-13,SEWER,2785780c4b606c5e,4,1723,51.09,26.01,8828,41.99,998,187,21933.68,34.02,60.91,73.56,70.51,DESIGN,8774,14715461.31,0.4024
2024-07-14,SIGNAL,f7db848061a9a8d8,2,1028,50.92,77.13,19374,0.22,627,31,38974.43,47.06,91.61,61.89,180.47,COMPLETE,37466,18579602.51,0.8612
2024-07-15,SEWER,bc4534520689b5ba,4,1868,49.47,76.97,15857,38.43,477,77,21131.41,48.92,40.44,13.35,356.22,COMPLETE,5326,13029209.93,0.2212
2024-07-16,ROAD,af0c62bd697949d6,5,1613,32.38,62.99,13905,3.93,1397,547,43885.05,27.92,51.24,74.04,213.9,COMPLETE,35960,26213206.31,0.5775
2024-07-17,STORMWATER,c48dc459481f13a1,5,1348,83.44,69.93,19883,76.53,679,507,299.28,15.86,67.62,76.01,335.93,COMPLETE,26938,14453722.33,0.9613
2024-07-18,ROAD,042fe8409d30743e,1,1102,27.16,35.35,512,48.45,1963,347,22175.06,13.75,56.14,63.4,98.35,COMPLETE,24506,48440066.96,0.2014
